frac_class_id,active_ingredient,level1,level1_description,level2,level2_description,level3,level3_description,level4,level4_description,level5,frac_code
578,ORYSASTROBIN,C,RESPIRATION,C3,COMPLEX III: CYTOCHROME BC1 (UBIQUINOL OXIDASE) AT QO SITE (CYT B GENE),C311,QOI-FUNGICIDES (QUINONE OUTSIDE INHIBITORS),C311D,OXIMINO-ACETAMIDES,C311D4,11
579,FAMOXADONE,C,RESPIRATION,C3,COMPLEX III: CYTOCHROME BC1 (UBIQUINOL OXIDASE) AT QO SITE (CYT B GENE),C311,QOI-FUNGICIDES (QUINONE OUTSIDE INHIBITORS),C311E,OXAZOLIDINE-DIONES,C311E1,11
580,FLUOXASTROBIN,C,RESPIRATION,C3,COMPLEX III: CYTOCHROME BC1 (UBIQUINOL OXIDASE) AT QO SITE (CYT B GENE),C311,QOI-FUNGICIDES (QUINONE OUTSIDE INHIBITORS),C311F,DIHYDRO-DIOXAZINES,C311F1,11
581,FENAMIDONE,C,RESPIRATION,C3,COMPLEX III: CYTOCHROME BC1 (UBIQUINOL OXIDASE) AT QO SITE (CYT B GENE),C311,QOI-FUNGICIDES (QUINONE OUTSIDE INHIBITORS),C311G,IMIDAZOLINONES,C311G1,11
582,PYRIBENCARB,C,RESPIRATION,C3,COMPLEX III: CYTOCHROME BC1 (UBIQUINOL OXIDASE) AT QO SITE (CYT B GENE),C311,QOI-FUNGICIDES (QUINONE OUTSIDE INHIBITORS),C311H,BENZYL-CARBAMATES,C311H1,11
583,CYAZOFAMID,C,RESPIRATION,C4,COMPLEX III: CYTOCHROME BC1(UBIQUINONE REDUCTASE) AT QI SITE,C421,QII - FUNGICIDES (QUINONE INSIDE INHIBITORS),C421A,CYANO-IMIDAZOLE,C421A1,21
584,AMISULBROM,C,RESPIRATION,C4,COMPLEX III: CYTOCHROME BC1(UBIQUINONE REDUCTASE) AT QI SITE,C421,QII - FUNGICIDES (QUINONE INSIDE INHIBITORS),C421B,SULFAMOYL-TRIAZOLE,C421B1,21
585,BINAPACRYL,C,RESPIRATION,C5,UNCOUPLERS OF OXIDATIVE PHOSPHORYLATION,C529,,C529A,DINITROPHENYL CROTONATES,C529A1,29
586,MEPTYLDINOCAP,C,RESPIRATION,C5,UNCOUPLERS OF OXIDATIVE PHOSPHORYLATION,C529,,C529A,DINITROPHENYL CROTONATES,C529A2,29
587,DINOCAP,C,RESPIRATION,C5,UNCOUPLERS OF OXIDATIVE PHOSPHORYLATION,C529,,C529A,DINITROPHENYL CROTONATES,C529A3,29
588,FLUAZINAM,C,RESPIRATION,C5,UNCOUPLERS OF OXIDATIVE PHOSPHORYLATION,C529,,C529B,"2,6-DINITRO-ANILINES",C529B1,29
589,FENTIN ACETATE,C,RESPIRATION,C6,"INHIBITORS OF OXIDATIVE PHOSPHORYLATION, ATP SYNTHASE",C630,ORGANO TIN COMPOUNDS,C630A,TRI PHENYL TIN COMPOUNDS,C630A1,30
590,FENTIN CHLORIDE,C,RESPIRATION,C6,"INHIBITORS OF OXIDATIVE PHOSPHORYLATION, ATP SYNTHASE",C630,ORGANO TIN COMPOUNDS,C630A,TRI PHENYL TIN COMPOUNDS,C630A2,30
591,FENTIN HYDROXIDE,C,RESPIRATION,C6,"INHIBITORS OF OXIDATIVE PHOSPHORYLATION, ATP SYNTHASE",C630,ORGANO TIN COMPOUNDS,C630A,TRI PHENYL TIN COMPOUNDS,C630A3,30
592,SILTHIOFAM,C,RESPIRATION,C7,ATP PRODUCTION (PROPOSED),C738,THIOPHENE-CARBOXAMIDES,C738A,THIOPHENE-CARBOXAMIDES,C738A1,38
593,AMETOCTRADIN,C,RESPIRATION,C8,COMPLEX III: CYTOCHROME BC1 (UBIQUINONE REDUCTASE) AT QX (UNKNOWN) SITE,C845,QXI - FUNGICIDE (QUINONE X INHIBITOR),C845A,TRIAZOLO-PYRIMIDYLAMINE,C845A1,45
594,CYPRODINIL,D,AMINO ACIDS AND PROTEIN SYNTHESIS,D1,METHIONINE BIOSYNTHESIS (PROPOSED) (CGS GENE),D19,AP - FUNGICIDES (ANILINO-PYRIMIDINES),D19A,ANILINO-PYRIMIDINES,D19A1,9
595,MEPANIPYRIM,D,AMINO ACIDS AND PROTEIN SYNTHESIS,D1,METHIONINE BIOSYNTHESIS (PROPOSED) (CGS GENE),D19,AP - FUNGICIDES (ANILINO-PYRIMIDINES),D19A,ANILINO-PYRIMIDINES,D19A2,9
596,PYRIMETHANIL,D,AMINO ACIDS AND PROTEIN SYNTHESIS,D1,METHIONINE BIOSYNTHESIS (PROPOSED) (CGS GENE),D19,AP - FUNGICIDES (ANILINO-PYRIMIDINES),D19A,ANILINO-PYRIMIDINES,D19A3,9
597,BLASTICIDIN-S,D,AMINO ACIDS AND PROTEIN SYNTHESIS,D2,PROTEIN SYNTHESIS,D223,ENOPYRANURONIC ACID ANTIBIOTIC,D223A,ENOPYRANURONIC ACID ANTIBIOTIC,D223A1,23
598,KASUGAMYCIN,D,AMINO ACIDS AND PROTEIN SYNTHESIS,D3,PROTEIN SYNTHESIS,D324,HEXOPYRANOSYL ANTIBIOTIC,D324A,HEXOPYRANOSYL ANTIBIOTIC,D324A1,24
599,STREPTOMYCIN,D,AMINO ACIDS AND PROTEIN SYNTHESIS,D4,PROTEIN SYNTHESIS,D425,GLUCOPYRANOSYL ANTIBIOTIC,D425A,GLUCOPYRANOSYL ANTIBIOTIC,D425A1,25
600,OXYTETRACYCLINE,D,AMINO ACIDS AND PROTEIN SYNTHESIS,D5,PROTEIN SYNTHESIS,D541,TETRACYCLINE ANTIBIOTIC,D541A,TETRACYCLINE ANTIBIOTIC,D541A1,41
601,QUINOXYFEN,E,SIGNAL TRANSDUCTION,E1,SIGNAL TRANSDUCTION (MECHANISM UNKNOWN),E113,AZA-NAPHTHALENES,E113A,ARYLOXYQUINOLINE,E113A1,13
602,PROQUINAZID,E,SIGNAL TRANSDUCTION,E1,SIGNAL TRANSDUCTION (MECHANISM UNKNOWN),E113,AZA-NAPHTHALENES,E113B,QUINAZOLINONE,E113B1,13
603,FENPICLONIL,E,SIGNAL TRANSDUCTION,E2,"MAP/HISTIDINE-KINASE IN OSMOTIC SIGNAL TRANSDUCTION (OS-2, HOG1)",E212,PP-FUNGICIDES (PHENYLPYRROLES),E212A,PHENYLPYRROLES,E212A1,12
604,FLUDIOXONIL,E,SIGNAL TRANSDUCTION,E2,"MAP/HISTIDINE-KINASE IN OSMOTIC SIGNAL TRANSDUCTION (OS-2, HOG1)",E212,PP-FUNGICIDES (PHENYLPYRROLES),E212A,PHENYLPYRROLES,E212A2,12
605,CHLOZOLINATE,E,SIGNAL TRANSDUCTION,E3,"MAP/HISTIDINE-KINASE IN OSMOTIC SIGNAL TRANSDUCTION (OS-1, DAF1)",E32,DICARBOXIMIDES,E32A,DICARBOXIMIDES,E32A1,2
606,IPRODIONE,E,SIGNAL TRANSDUCTION,E3,"MAP/HISTIDINE-KINASE IN OSMOTIC SIGNAL TRANSDUCTION (OS-1, DAF1)",E32,DICARBOXIMIDES,E32A,DICARBOXIMIDES,E32A2,2
607,PROCYMIDONE,E,SIGNAL TRANSDUCTION,E3,"MAP/HISTIDINE-KINASE IN OSMOTIC SIGNAL TRANSDUCTION (OS-1, DAF1)",E32,DICARBOXIMIDES,E32A,DICARBOXIMIDES,E32A3,2
608,VINCLOZOLIN,E,SIGNAL TRANSDUCTION,E3,"MAP/HISTIDINE-KINASE IN OSMOTIC SIGNAL TRANSDUCTION (OS-1, DAF1)",E32,DICARBOXIMIDES,E32A,DICARBOXIMIDES,E32A4,2
609,EDIFENPHOS,F,LIPID SYNTHESIS AND MEMBRANE INTEGRITY,F2,"PHOSPHOLIPID BIOSYNTHESIS, METHYLTRANSFERASE",F26,PHOSPHORO-THIOLATES,F26A,PHOSPHORO-THIOLATES,F26A1,6
610,IPROBENFOS,F,LIPID SYNTHESIS AND MEMBRANE INTEGRITY,F2,"PHOSPHOLIPID BIOSYNTHESIS, METHYLTRANSFERASE",F26,PHOSPHORO-THIOLATES,F26A,PHOSPHORO-THIOLATES,F26A2,6
611,PYRAZOPHOS,F,LIPID SYNTHESIS AND MEMBRANE INTEGRITY,F2,"PHOSPHOLIPID BIOSYNTHESIS, METHYLTRANSFERASE",F26,PHOSPHORO-THIOLATES,F26A,PHOSPHORO-THIOLATES,F26A3,6
612,ISOPROTHIOLANE,F,LIPID SYNTHESIS AND MEMBRANE INTEGRITY,F2,"PHOSPHOLIPID BIOSYNTHESIS, METHYLTRANSFERASE",F26,DITHIOLANES,F26B,DITHIOLANES,F26B1,6
613,BIPHENYL,F,LIPID SYNTHESIS AND MEMBRANE INTEGRITY,F3,LIPID PEROXIDATION (PROPOSED),F314,"AH-FUNGICIDES (AROMATIC HYDROCARBONS) (CHLOROPHENYLS, NITROANILINES)",F314A,AROMATIC HYDROCARBONS,F314A1,14
614,CHLORONEB,F,LIPID SYNTHESIS AND MEMBRANE INTEGRITY,F3,LIPID PEROXIDATION (PROPOSED),F314,"AH-FUNGICIDES (AROMATIC HYDROCARBONS) (CHLOROPHENYLS, NITROANILINES)",F314A,AROMATIC HYDROCARBONS,F314A2,14
615,DICLORAN,F,LIPID SYNTHESIS AND MEMBRANE INTEGRITY,F3,LIPID PEROXIDATION (PROPOSED),F314,"AH-FUNGICIDES (AROMATIC HYDROCARBONS) (CHLOROPHENYLS, NITROANILINES)",F314A,AROMATIC HYDROCARBONS,F314A3,14
616,QUINTOZENE,F,LIPID SYNTHESIS AND MEMBRANE INTEGRITY,F3,LIPID PEROXIDATION (PROPOSED),F314,"AH-FUNGICIDES (AROMATIC HYDROCARBONS) (CHLOROPHENYLS, NITROANILINES)",F314A,AROMATIC HYDROCARBONS,F314A4,14
617,TECNAZENE,F,LIPID SYNTHESIS AND MEMBRANE INTEGRITY,F3,LIPID PEROXIDATION (PROPOSED),F314,"AH-FUNGICIDES (AROMATIC HYDROCARBONS) (CHLOROPHENYLS, NITROANILINES)",F314A,AROMATIC HYDROCARBONS,F314A5,14
618,TOLCLOFOS-METHYL,F,LIPID SYNTHESIS AND MEMBRANE INTEGRITY,F3,LIPID PEROXIDATION (PROPOSED),F314,"AH-FUNGICIDES (AROMATIC HYDROCARBONS) (CHLOROPHENYLS, NITROANILINES)",F314A,AROMATIC HYDROCARBONS,F314A6,14
619,ETRIDIAZOLE,F,LIPID SYNTHESIS AND MEMBRANE INTEGRITY,F3,LIPID PEROXIDATION (PROPOSED),F314,HETEROAROMATICS,F314B,"1,2,4-THIADIAZOLES",F314B1,14
620,IODOCARB,F,LIPID SYNTHESIS AND MEMBRANE INTEGRITY,F4,"CELL MEMBRANE PERMEABILITY, FATTY ACIDS (PROPOSED)",F428,CARBAMATES,F428A,CARBAMATES,F428A1,28
621,PROPAMOCARB,F,LIPID SYNTHESIS AND MEMBRANE INTEGRITY,F4,"CELL MEMBRANE PERMEABILITY, FATTY ACIDS (PROPOSED)",F428,CARBAMATES,F428A,CARBAMATES,F428A2,28
622,PROTHIOCARB,F,LIPID SYNTHESIS AND MEMBRANE INTEGRITY,F4,"CELL MEMBRANE PERMEABILITY, FATTY ACIDS (PROPOSED)",F428,CARBAMATES,F428A,CARBAMATES,F428A3,28
623,BACILLUS AMYLOLIQUEFACIENS STRAIN QST 713,F,LIPID SYNTHESIS AND MEMBRANE INTEGRITY,F6,MICROBIAL DISRUPTERS OF PATHOGEN CELL MEMBRANES,F644,MICROBIAL (BACILLUS SP.),F644A,BACILLUS SP. AND THE FUNGICIDAL LIPOPEPTIDES PRODUCED,F644A1,44
624,BACILLUS AMYLOLIQUEFACIENS STRAIN FZB24,F,LIPID SYNTHESIS AND MEMBRANE INTEGRITY,F6,MICROBIAL DISRUPTERS OF PATHOGEN CELL MEMBRANES,F644,MICROBIAL (BACILLUS SP.),F644A,BACILLUS SP. AND THE FUNGICIDAL LIPOPEPTIDES PRODUCED,F644A2,44
625,BACILLUS AMYLOLIQUEFACIENS STRAIN MBI600,F,LIPID SYNTHESIS AND MEMBRANE INTEGRITY,F6,MICROBIAL DISRUPTERS OF PATHOGEN CELL MEMBRANES,F644,MICROBIAL (BACILLUS SP.),F644A,BACILLUS SP. AND THE FUNGICIDAL LIPOPEPTIDES PRODUCED,F644A3,44
626,BACILLUS AMYLOLIQUEFACIENS STRAIN D747,F,LIPID SYNTHESIS AND MEMBRANE INTEGRITY,F6,MICROBIAL DISRUPTERS OF PATHOGEN CELL MEMBRANES,F644,MICROBIAL (BACILLUS SP.),F644A,BACILLUS SP. AND THE FUNGICIDAL LIPOPEPTIDES PRODUCED,F644A4,44
627,EXTRACT FROM MELALEUCA ALTERNIFOLIA,F,LIPID SYNTHESIS AND MEMBRANE INTEGRITY,F7,CELL MEMBRANE DISRUPTION (PROPOSED),F746,PLANT EXTRACT,F746A,TERPENE HYDROCARBONS AND TERPENE ALCOHOLS,F746A1,46
628,TRIFORINE,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13A,PIPERAZINES,G13A1,3
629,PYRIFENOX,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13B,PYRIDINES,G13B1,3
630,PYRISOXAZOLE,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13B,PYRIDINES,G13B2,3
631,FENARIMOL,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13C,PYRIMIDINES,G13C1,3
632,NUARIMOL,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13C,PYRIMIDINES,G13C2,3
633,IMAZALIL,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13D,IMIDAZOLES,G13D1,3
634,OXPOCONAZOLE,G,STEROL BIOSYNTHESIS IN MEMBRANES,G1,C14-DEMETHYLASE IN STEROL BIOSYNTHESIS (ERG11/CYP51),G13,DMI-FUNGICIDES (DEMETHYLATION INHIBITORS) (SBI: CLASS I),G13D,IMIDAZOLES,G13D2,3
635,FTHALIDE,I,MELANIN SYNTHESIS IN CELL WALL,I1,REDUCTASE IN MELANIN BIOSYNTHESIS,I116.1,MBI-R (MELANIN BIOSYNTHESIS INHIBITORS - REDUCTASE),I116.1A,ISOBENZO-FURANONE,I116.1A1,16.1
636,PYROQUILON,I,MELANIN SYNTHESIS IN CELL WALL,I1,REDUCTASE IN MELANIN BIOSYNTHESIS,I116.1,MBI-R (MELANIN BIOSYNTHESIS INHIBITORS - REDUCTASE),I116.1B,PYRROLO-QUINOLINONE,I116.1B1,16.1
637,TRICYCLAZOLE,I,MELANIN SYNTHESIS IN CELL WALL,I1,REDUCTASE IN MELANIN BIOSYNTHESIS,I116.1,MBI-R (MELANIN BIOSYNTHESIS INHIBITORS - REDUCTASE),I116.1C,TRIAZOLOBENZO-THIAZOLE,I116.1C1,16.1
638,CARPROPAMID,I,MELANIN SYNTHESIS IN CELL WALL,I2,DEHYDRATASE IN MELANIN BIOSYNTHESIS,I216.2,MBI-D (MELANIN BIOSYNTHESIS INHIBITORS - DEHYDRATASE),I216.2A,CYCLOPROPANE-CARBOXAMIDE,I216.2A1,16.2
639,DICLOCYMET,I,MELANIN SYNTHESIS IN CELL WALL,I2,DEHYDRATASE IN MELANIN BIOSYNTHESIS,I216.2,MBI-D (MELANIN BIOSYNTHESIS INHIBITORS - DEHYDRATASE),I216.2B,CARBOXAMIDE,I216.2B1,16.2
640,FENOXANIL,I,MELANIN SYNTHESIS IN CELL WALL,I2,DEHYDRATASE IN MELANIN BIOSYNTHESIS,I216.2,MBI-D (MELANIN BIOSYNTHESIS INHIBITORS - DEHYDRATASE),I216.2C,PROPIONAMIDE,I216.2C1,16.2
641,ACIBENZOLAR-S-METHYL,P,HOST PLANT DEFENCE INDUCTION,P1,SALICYLIC ACID PATHWAY,P1P,BENZO-THIADIAZOLE BTH,P1PA,BENZO-THIADIAZOLE BTH,P1PA1,P
642,PROBENAZOLE,P,HOST PLANT DEFENCE INDUCTION,P2,,P2P,BENZISOTHIAZOLE,P2PB,BENZISOTHIAZOLE,P2PB1,P
643,TIADINIL,P,HOST PLANT DEFENCE INDUCTION,P3,,P3P,THIADIAZOLE-CARBOXAMIDE,P3PC,THIADIAZOLE-CARBOXAMIDE,P3PC1,P
644,ISOTIANIL,P,HOST PLANT DEFENCE INDUCTION,P3,,P3P,THIADIAZOLE-CARBOXAMIDE,P3PC,THIADIAZOLE-CARBOXAMIDE,P3PC2,P
645,LAMINARIN,P,HOST PLANT DEFENCE INDUCTION,P4,,P4P,NATURAL COMPOUND,P4PD,POLYSACCHARIDES,P4PD1,P
646,EXTRACT FROM REYNOUTRIA SACHALINENSIS,P,HOST PLANT DEFENCE INDUCTION,P5,,P5P,PLANT EXTRACT,P5PE,"COMPLEX MIXTURE, ETHANOL EXTRACT",P5PE1,P
647,CYMOXANIL,U,UNKNOWN MODE OF ACTION,U1,UNKNOWN,U127,CYANOACETAMIDE-OXIME,U127A,CYANOACETAMIDE-OXIME,U127A1,27
648,FOSETYL-AL,U,UNKNOWN MODE OF ACTION,U1,UNKNOWN,U133,PHOSPHONATES,U133A,ETHYL PHOSPHONATES,U133A1,33
649,PHOPHOROUS ACID AND SALTS,U,UNKNOWN MODE OF ACTION,U1,UNKNOWN,U133,PHOSPHONATES,U133B,,U133B1,33
650,TECLOFTHALAM,U,UNKNOWN MODE OF ACTION,U1,UNKNOWN,U134,PHTHALAMIC ACIDS,U134A,PHTHALAMIC ACIDS,U134A1,34
651,TRIAZOXIDE,U,UNKNOWN MODE OF ACTION,U1,UNKNOWN,U135,BENZOTRIAZINES,U135A,BENZOTRIAZINES,U135A1,35
652,FLUSULFAMIDE,U,UNKNOWN MODE OF ACTION,U1,UNKNOWN,U136,BENZENE-SULPHONAMIDES,U136A,BENZENE-SULPHONAMIDES,U136A1,36
653,DICLOMEZINE,U,UNKNOWN MODE OF ACTION,U1,UNKNOWN,U137,PYRIDAZINONES,U137A,PYRIDAZINONES,U137A1,37
654,METHASULFOCARB,U,UNKNOWN MODE OF ACTION,U1,UNKNOWN,U142,THIOCARBAMATE,U142A,THIOCARBAMATE,U142A1,42
655,CYFLUFENAMID,U,UNKNOWN MODE OF ACTION,U1,UNKNOWN,U1U6,PHENYL-ACETAMIDE,U1U6A,PHENYL-ACETAMIDE,U1U6A1,U6
656,METRAFENONE,U,UNKNOWN MODE OF ACTION,U2,ACTIN DISRUPTION (PROPOSED),U2U8,ARYL-PHENYL-KETONE,U2U8A,BENZOPHENONE,U2U8A1,U8
657,PYRIOFENONE,U,UNKNOWN MODE OF ACTION,U2,ACTIN DISRUPTION (PROPOSED),U2U8,ARYL-PHENYL-KETONE,U2U8B,BENZOYLPYRIDINE,U2U8B1,U8
658,DODINE,U,UNKNOWN MODE OF ACTION,U3,CELL MEMBRANE DISRUPTION (PROPOSED),U3U12,GUANIDINES,U3U12A,GUANIDINES,U3U12A1,U12
659,FLUTIANIL,U,UNKNOWN MODE OF ACTION,U1,UNKNOWN,U1U13,THIAZOLIDINE,U1U13A,CYANO-METHYLENE-THIAZOLIDINE,U1U13A1,U13
660,FERIMZONE,U,UNKNOWN MODE OF ACTION,U1,UNKNOWN,U1U14,PYRIMIDINONE-HYDRAZONES,U1U14A,PYRIMIDINONE-HYDRAZONES,U1U14A1,U14
661,COPPER (DIFFERENTS SALTS),M,MULTI-SITE CONTACT ACTIVITY,M1,MULTI-SITE CONTACT ACTIVITY,M1M1,INORGANIC,M1M1A,INORGANIC,M1M1A1,M1
662,SULPHUR,M,MULTI-SITE CONTACT ACTIVITY,M1,MULTI-SITE CONTACT ACTIVITY,M1M2,INORGANIC,M1M2A,INORGANIC,M1M2A1,M2
663,FERBAM,M,MULTI-SITE CONTACT ACTIVITY,M1,MULTI-SITE CONTACT ACTIVITY,M1M3,DITHIOCARBAMATES AND RELATIVES,M1M3A,DITHIOCARBAMATES AND RELATIVES,M1M3A1,M3
664,MANCOZEB,M,MULTI-SITE CONTACT ACTIVITY,M1,MULTI-SITE CONTACT ACTIVITY,M1M3,DITHIOCARBAMATES AND RELATIVES,M1M3A,DITHIOCARBAMATES AND RELATIVES,M1M3A2,M3
665,MANEB,M,MULTI-SITE CONTACT ACTIVITY,M1,MULTI-SITE CONTACT ACTIVITY,M1M3,DITHIOCARBAMATES AND RELATIVES,M1M3A,DITHIOCARBAMATES AND RELATIVES,M1M3A3,M3
666,METIRAM,M,MULTI-SITE CONTACT ACTIVITY,M1,MULTI-SITE CONTACT ACTIVITY,M1M3,DITHIOCARBAMATES AND RELATIVES,M1M3A,DITHIOCARBAMATES AND RELATIVES,M1M3A4,M3
667,PROPINEB,M,MULTI-SITE CONTACT ACTIVITY,M1,MULTI-SITE CONTACT ACTIVITY,M1M3,DITHIOCARBAMATES AND RELATIVES,M1M3A,DITHIOCARBAMATES AND RELATIVES,M1M3A5,M3
668,THIRAM,M,MULTI-SITE CONTACT ACTIVITY,M1,MULTI-SITE CONTACT ACTIVITY,M1M3,DITHIOCARBAMATES AND RELATIVES,M1M3A,DITHIOCARBAMATES AND RELATIVES,M1M3A6,M3
669,ZINEB,M,MULTI-SITE CONTACT ACTIVITY,M1,MULTI-SITE CONTACT ACTIVITY,M1M3,DITHIOCARBAMATES AND RELATIVES,M1M3A,DITHIOCARBAMATES AND RELATIVES,M1M3A7,M3
670,ZIRAM,M,MULTI-SITE CONTACT ACTIVITY,M1,MULTI-SITE CONTACT ACTIVITY,M1M3,DITHIOCARBAMATES AND RELATIVES,M1M3A,DITHIOCARBAMATES AND RELATIVES,M1M3A8,M3
671,CAPTAN,M,MULTI-SITE CONTACT ACTIVITY,M1,MULTI-SITE CONTACT ACTIVITY,M1M4,PHTHALIMIDES,M1M4A,PHTHALIMIDES,M1M4A1,M4
672,CAPTAFOL,M,MULTI-SITE CONTACT ACTIVITY,M1,MULTI-SITE CONTACT ACTIVITY,M1M4,PHTHALIMIDES,M1M4A,PHTHALIMIDES,M1M4A2,M4
673,FOLPET,M,MULTI-SITE CONTACT ACTIVITY,M1,MULTI-SITE CONTACT ACTIVITY,M1M4,PHTHALIMIDES,M1M4A,PHTHALIMIDES,M1M4A3,M4
674,CHLOROTHALONIL,M,MULTI-SITE CONTACT ACTIVITY,M1,MULTI-SITE CONTACT ACTIVITY,M1M5,CHLORONITRILES (PHTHALONITRILES),M1M5A,CHLORONITRILES (PHTHALONITRILES),M1M5A1,M5
675,DICHLOFLUANID,M,MULTI-SITE CONTACT ACTIVITY,M1,MULTI-SITE CONTACT ACTIVITY,M1M6,SULFAMIDES,M1M6A,SULFAMIDES,M1M6A1,M6
676,TOLYLFLUANID,M,MULTI-SITE CONTACT ACTIVITY,M1,MULTI-SITE CONTACT ACTIVITY,M1M6,SULFAMIDES,M1M6A,SULFAMIDES,M1M6A2,M6
677,GUAZATINE,M,MULTI-SITE CONTACT ACTIVITY,M1,MULTI-SITE CONTACT ACTIVITY,M1M7,GUANIDINES,M1M7A,GUANIDINES,M1M7A1,M7
678,IMINOCTADINE,M,MULTI-SITE CONTACT ACTIVITY,M1,MULTI-SITE CONTACT ACTIVITY,M1M7,GUANIDINES,M1M7A,GUANIDINES,M1M7A2,M7
679,ANILAZINE,M,MULTI-SITE CONTACT ACTIVITY,M1,MULTI-SITE CONTACT ACTIVITY,M1M8,TRIAZINES,M1M8A,TRIAZINES,M1M8A1,M8
680,DITHIANON,M,MULTI-SITE CONTACT ACTIVITY,M1,MULTI-SITE CONTACT ACTIVITY,M1M9,QUINONES (ANTHRAQUINONES),M1M9A,QUINONES (ANTHRAQUINONES),M1M9A1,M9
681,CHINOMETHIONAT,M,MULTI-SITE CONTACT ACTIVITY,M1,MULTI-SITE CONTACT ACTIVITY,M1M10,QUINOXALINES,M1M10A,QUINOXALINES,M1M10A1,M10
682,FLUOROIMIDE,M,MULTI-SITE CONTACT ACTIVITY,M1,MULTI-SITE CONTACT ACTIVITY,M1M11,MALEIMIDE,M1M11A,MALEIMIDE,M1M11A1,M11
683,MINERAL OILS,NC,NOT CLASSIFIED,U1,UNKNOWN,U1NC,DIVERSE,U1NCA,DIVERSE,U1NCA1,NC
684,MATERIAL OF BIOLOGICAL ORIGIN,NC,NOT CLASSIFIED,U1,UNKNOWN,U1NC,DIVERSE,U1NCA,DIVERSE,U1NCA2,NC
685,POTASSIUM BICARBONATE,NC,NOT CLASSIFIED,U1,UNKNOWN,U1NC,DIVERSE,U1NCA,DIVERSE,U1NCA3,NC
686,ORGANIC OILS,NC,NOT CLASSIFIED,U1,UNKNOWN,U1NC,DIVERSE,U1NCA,DIVERSE,U1NCA4,NC
