usan_stem_id,stem,subgroup,annotation,stem_class,major_class,who_extra
481,-racil,-,uracil type antineoplastics,Suffix,,0
482,-ase,-uplase,enzymes: urokinase-type plasminogen activators,Suffix,,0
483,-ermin,-bermin,growth factors: vascular endothelial growth factors,Suffix,,0
484,-dil-,-,vasodilators (undefined group),Infix,,0
486,-ivon,-,Von Willebrand factor inhibitors ,Suffix,,0
487,-farin,-,warfarin analogs,Suffix,,0
488,-trop-,-,atropine derivatives,Infix,GPCR,0
489,-prost,-,prostaglandins,Suffix,GPCR,0
490,-barb,-,barbituric acid derivatives,Suffix,ion channel,0
491,-ciclib,-,cyclin dependent kinase inhibitors,Suffix,kinase,0
492,-bol-,-,anabolic steroids,Infix,NR,0
493,-estr-,-,estrogens,Infix,NR,0
494,-pred,-,prednisone and prednisolone derivatives,Suffix,NR,0
495,-retin,-,retinol derivatives,Suffix,NR,0
496,-calci-,-,vitamin D analogues,Infix,NR,0
497,-casan,-,caspase inhibitors,Suffix,protease,0
498,-pezil,-,acetylcholinesterase inhibitors used in the treatment of Alzheimer's disease,Suffix,,0
499,-stat,-restat,enzyme inhibitors: aldose-reductase inhibitors,Suffix,,0
500,-vin-,-,vinca alkaloids,Infix,,0
501,-sal,-,anti-inflammatory agents (salicylic acid derivatives),Suffix,,0
502,-vir,-,antivirals,Suffix,,0
503,-grel,-,platelet aggregation inhibitors,Suffix,,0
504,-dil,-,vasodilators (undefined group),Suffix,,0
505,-lisib,-,phosphatidylinositol 3-kinase inhibitors,Suffix,,0
521,-cept,-nacept,"receptor molecules, native or modified: interleukins",Suffix,,0
522,-kin,-leukin,interleukins: interleukin-2 analogues and derivatives,Suffix,,0
523,-kin,-benakin,interleukins: interleukin-1-beta analogues and derivatives,Suffix,,0
524,-nab-,-nabant,cannabinol derivatives: CB cannabinoid receptor antagonists,Infix,GPCR,0
525,-stim,-distim,colony-stimulating factors: conjugates of two different types of colony-stimulating factors,Suffix,,0
526,-stim,-gramostim,colony-stimulating factors: granulocyte macrophage colony-stimulating factors (GM-CSF),Suffix,,0
527,-tansine,-,maytansinoid derivatives,Suffix,,0
528,-antel,-quantel,anthelmintics: 2-deoxoparaherquamide A derivatives,Suffix,,0
529,-cept,-bacept,"receptor molecules, native or modified: B-cells",Suffix,,0
531,-cept,-lefacept,"receptor molecules, native or modified: lymphocyte function-associated antigen 3 (LFA) receptor",Suffix,,0
532,-kin,-eptakin,interleukins: interleukin-7 analogues and derivatives,Suffix,,0
533,-kin,-nonakin,interleukins: interleukin-9 analogues and derivatives,Suffix,,0
534,-stat,-listat,enzyme inhibitors: gastrointestinal lipase inhibitors,Suffix,,0
535,-stat,-tiostat,enzyme inhibitors: glutathione -s- transferase inhibitors,Suffix,,0
536,-imibe,-,"antihyperlipidaemics, acyl CoA: cholesterol acyltransferase (ACAT)inhibitors",Suffix,,0
537,-arone,-iodarone,antirrhythmics: indicates high iodine content,Suffix,,0
538,-cept,-cocept,"receptor molecules, native or modified: complement receptors",Suffix,,0
539,-cept,-farcept,"receptor molecules, native or modified: interferon receptors",Suffix,,0
540,-kin,-dodekin,interleukins: interleukin-12 analogues and derivatives,Suffix,,0
543,-stat,-telstat,enzyme inhibitors: telomerase inhibitors,Suffix,,0
544,-stim,-mostim,colony-stimulating factors: macrophage colony-stimulating factors (M-CSF),Suffix,,0
545,-stim,-plestim,"colony-stimulating factors: interleukin 3 derivatives, pleiotropic colony-stimulating factors",Suffix,,0
546,-kin,-enicokin,interleukins: interleukin-21,Suffix,,0
547,-kin,-onakin,interleukins: interleukin-1-alpha analogues and derivatives,Suffix,,0
548,-kin,-penkin,interleukins: interleukin-5 analogues and derivatives,Suffix,,0
549,-paxar,-,PAR1 antagonists,Suffix,,0
550,-stat,-glustat,enzyme inhibitors: glucosyltransferase inhibitors,Suffix,,0
551,-tant,-,tachykinin (neurokinin) receptor antagonists,Suffix,,0
552,-ase,-,enzymes,Suffix,,0
553,-gepant,-,calcitonin gene-related peptide receptor antagonists,Suffix,GPCR,0
554,-kin,-elvekin,interleukins: interleukin-11 analogues and derivatives,Suffix,,0
555,-kin,-trakin,interleukins: interleukin-4 analogues and derivatives,Suffix,,0
556,-oxin,-,"fluoroquinolone derivatives, nonantibacterial indications (e.g., antineoplastic antibiotics)",Suffix,,0
558,-plasmin,-,plasmin proteins and derivatives,Suffix,,0
559,-sertib,-,serine/threonine kinase inhibitors,Suffix,,0
560,-stat,-gacestat,enzyme inhibitors: gamma secretase inhibitors,Suffix,,0
561,-stat,-quistat,enzyme inhibitors: squalene synthase inhibitors,Suffix,,0
562,-stat,-tristat,enzyme inhibitors: tryptophan hydroxylase inhibitors,Suffix,,0
563,-stim,-grastim,colony-stimulating factors: granulocyte colony-stimulating factors (G-CSF),Suffix,,0
564,-tide,-lintide,peptides: amylin derivatives or mimics,Suffix,,0
566,-kin,-exakin,interleukins: interleukin-6 analogues and derivatives,Suffix,,0
567,-stat,-lanstat,enzyme inhibitors: lanosterol 14alpha-demethylase inhibitors,Suffix,,0
569,-tide,-netide,peptides: neurologic indications,Suffix,,0
570,-tide,-ritide,peptides: atrial natriuretic type substances,Suffix,,0
571,-tide,-zotide,peptides: zonulin antagonists,Suffix,,0
572,-cept,-nercept,"receptor molecules, native or modified: tumor necrosis factor receptors",Suffix,,0
574,-cept,-vircept,"receptor molecules, native or modified: antiviral receptors",Suffix,,0
575,-fosfamide,-,isophosphoramide mustard derivatives,Suffix,,0
576,-kin,-octakin,interleukins: interleukin-8 analogues and derivatives,Suffix,,0
577,-luren,-,inducers of ribossomal readthrough of nonsense mutation mRNA stop codons,Suffix,,0
578,-stat,-xostat,enzyme inhibitors: xanthine oxydase and xanthine,Suffix,,0
579,-tril,-patril,endopeptidase inhibitors: ACE (angiotensin-1 converting enzyme) and NEP (neutral endopeptidase) inhibitors,Suffix,,0
580,-trilat,-patrilat,endopeptidase inhibitors: ACE (angiotensin-1 converting enzyme) and NEP (neutral endopeptidase) inhibitors,Suffix,,0
582,-kin,-decakin,interleukins: interleukin-10 analogues and derivatives,Suffix,,0
583,-mab,-,monoclonal antibodies,Suffix,,0
584,-tide,-gaptide,peptides: gap junction protein channel modulators,Suffix,,0
585,-tide,-paratide,peptides: parathyroid hormone related peptide,Suffix,,0
586,-cept,-,"receptor molecules, native or modified (a preceding infix should designate the target)",Suffix,,0
587,-cept,-tercept,"receptor molecules, native or modified: transforming growth factor",Suffix,,0
588,-vir,-asvir,antivirals: NS5A inhibitors,Suffix,,0
590,-stat,-folastat,enzyme inhibitors: folate hydrolose (also called PSMA) inhibitors,Suffix,,0
592,-perit,-,neuropeptide Y5 antagonists,Suffix,GPCR,0
594,-cept,-tacept,"receptor molecules, native or modified: T-cells",Suffix,,0
597,-mab,-axo-,monoclonal antibodies: rat-murine hybrid antibodies,Suffix,,0
600,-bol,-,anabolic steroids,Suffix,NR,0
601,-cirnon,-,CCR receptor antagonists,Suffix,GPCR,0
602,-closporin,-,cyclosporine derivatives,Suffix,,0
603,-fenacin,-,muscarinic receptor antagonists,Suffix,GPCR,0
604,-fensine,-,"norepinephrine, serotonin, dopamine reuptake inhibitor",Suffix,,0
605,-fetamin(e),-,amfetamine derivatives,Suffix,,0
606,-fexor-,-,farnesoid X receptor agonists,Infix,NR,0
607,fos-,-,phosphoro-derivatives,Prefix,,0
609,-glurant,-,"metabotropic glutamate receptor antagonists, negative allosteric modulators",Suffix,GPCR,0
611,-manid,-,mycolic acid inhibitors,Suffix,,0
612,-napant,-,inhibitor of apoptosis protein (IAP) inhibitors,Suffix,,0
613,-opran,-,opioid receptor antagonists,Suffix,GPCR,0
614,-pansel,-,P-selectin antagonists inhibiting all selectin types,Suffix,,0
615,-parantag,-,antagonists of heparin and/or low molecular weight heparins,Suffix,,0
616,-peg-,-,PEGylated compounds,Infix,,0
618,-piprant,-,"prostaglandin receptor antagonists, non prostinoid structure",Suffix,,0
619,-quiline,-,"antibiotics, diarylquinoline structure",Suffix,,0
622,stat-,-,enzyme inhibitors,Prefix,,0
627,-imod,-tolimod,immunomodulators: toll-like receptor agonist,Suffix,,0
628,-stat,-unistat,enzyme inhibitors: nitric oxide synthase inhibitors,Suffix,,0
630,-vir,-sporivir,antivirals: cyclosporine derivatives,Suffix,,0
632,-mab,-xizu-,monoclonal antibodies: combination of humanized and chimeric chains,Suffix,,0
633,-mab,-les-,monoclonal antibodies: infix for inflammatory/infectious lesions,Suffix,,0
635,-mab,-kin-,monoclonal antibodies: interleukins as targets,Suffix,,0
636,-oxetine,-tioxetine,antidepressants (fluoxetine type): thioether derivatives,Suffix,,0
637,som-,-bove,growth hormone derivatives: bovine somatotropin derivatives,Prefix,,0
638,som-,-por,growth hormone derivatives: porcine somatotropin derivatives,Prefix,,0
639,-tinib,-metinib,tyrosine kinase inhibitors: mitogen-activated protein (MAP) kinase inhibitors,Suffix,kinase,0
640,-tinib,-,tyrosine kinase inhibitors,Suffix,kinase,0
668,-ast,-tegrast,antiasthmatics/antiallergics: integrin antagonists,Suffix,,0
669,-calcet,-,calcium receptor agonists,Suffix,,0
670,-lazard,-,lipid peroxidation inhibitors,Suffix,,0
672,-pril-,-prilat,antihypertensives (ACE inhibitors): diacid analogs,Infix,,0
673,-stat-,-statin,enzyme inhibitors: antihyperlipidemics (HMG-CoA inhibitors),Infix,,0
674,-stat,-urestat,urease inhibitors,Suffix,,0
675,-sulind,-,"antineoplastics, pro-apoptotic cGMP phosphodiesterase inhibitors, sulindac metabolites');",Suffix,,0
677,-betin,-,amyloid beta binders,Suffix,,0
678,-cept,-bercept,"receptor molecules, native or modified: vascular endothelial growth factor (VEGF) receptors",Suffix,,0
679,-dil,-fradil,vasodilators: calcium channel blockers acting as vasodilators,Suffix,,0
680,-faxine,-,"antianxiety, antidepressant inhibitor of norepinephrine and dopamine re-uptake",Suffix,,0
681,-fibric acid,-,antihyperlipidemics (clofibrate type),Suffix,,0
682,-fos-,-,phosphoro-derivatives,Infix,,0
684,gab-,-,gabamimetics,Prefix,,0
685,-kalant,-nakalant,potassium channel antagonists: mixed sodium/potassium channel blockers,Suffix,,0
686,-kinra,-trakinra,interleukin-4 (IL-4) receptor antagonists,Suffix,,0
687,-laner,-,antiparasitics (isoxazoline compounds),Suffix,,0
688,-napanor,-,sodium-hydrogen antiporter inhibitors,Suffix,,0
689,-mer,-drimer,polymers: dendrimers,Suffix,,0
690,-nal-,-,narcotic agonists/antagonists (normorphine type),Infix,,0
691,-punil,-,"mitochondrial benzodiazepine receptor (MBR) selective, partial or inverse agonists (purine derivatives)",Suffix,,0
692,-quinil,-,"benzodiazepine receptor agonists, also partial or inverse (quinoline derivatives)",Suffix,,0
693,-orex,-orexant,anorexiants: orexin antagonists,Suffix,,0
694,-orphan-,-,narcotic antagonists/agonists (morphinan derivatives),Infix,,0
695,-tant,-nertant,tachykinin (neurokinin) receptor antagonists: neurotensin receptor antagonists,Suffix,,0
696,-tinib,-citinib,tyrosine kinase inhibitors: janus kinase inhibitors,Suffix,,0
721,-apt-,-,"aptamers, classical and mirror",Infix,,0
722,-ase,-glutenase,enzymes: enzymes/proteases that have gluten as the substrate,Suffix,,0
723,-borole,-,"boroles, boron compounds",Suffix,,0
724,-bresib,-,bromodomain and extra terminal motif (BET) inhibitors,Suffix,,0
725,-camtiv,-,cardiac myosin activator,Suffix,,0
726,-copan,-,human complement C5a receptor antagonists,Suffix,,0
727,-dacin,-,"antibiotics, DNA gyrase and topoisomerase IV inhibitors",Suffix,,0
728,-dar,-codar,multidrug resistance inhibitors: pipecolic acid derivatives,Suffix,,0
729,-delpar,-,PPAR delta receptor agonists,Suffix,,0
731,deu-,-,deuterated compounds,Prefix,,0
732,-dil,-sudil,vasodilators: Rho protein kinase (ROCK) inhibitors,Suffix,,0
733,-dnar,-,DNA fragments that block transcription,Suffix,,0
734,ef-,-,Fc fusion protein,Prefix,,0
735,-fadine,-,monoamine transport inhibitors,Suffix,,0
736,-forant,-,histamine H4 receptor antagonists,Suffix,,0
737,-glivant,-,antagonist of the glucagon receptor,Suffix,,0
739,-lazine,-,"antiarrhythmic/antianginal/antihypertensive agents, phthalazine like structure",Suffix,,0
740,-mab,-amimab,monoclonal antibodies: serum amyloid protein (SAP),Suffix,,0
741,-mab,-bamab,monoclonal antibodies: bacterial,Suffix,,0
742,-mab,-cimab,monoclonal antibodies: cardiovascular,Suffix,,0
743,-mab,-fungmab,monoclonal antibodies: antifungal,Suffix,,0
744,-mab,-grosmab,monoclonal antibodies: skeletal muscle mass related growth factors and receptors,Suffix,,0
745,-mab,-kimab,monoclonal antibodies: interleukins,Suffix,,0
746,-mab,-limab,monoclonal antibodies: immunomodulating,Suffix,,0
747,-mab,-nemab,monoclonal antibodies: neural,Suffix,,0
748,-mab,-osmab,monoclonal antibodies: bone,Suffix,,0
749,-mab,-tamab,monoclonal antibodies: tumors,Suffix,,0
750,-mab,-toxamab,monoclonal antibodies: toxin target,Suffix,,0
751,-mab,-vetmab,monoclonal antibodies: veterinary use,Suffix,,0
752,-mab,-vimab,"monoclonal antibodies: viruses, antiviral indications",Suffix,,0
753,-mab,-tuzumab,"monoclonal antibodies: humanized, tumors as target",Suffix,,0
754,-mab,-tomab,"monoclonal antibodies: mouse, tumors as target",Suffix,,0
755,-mab,-tumab,"monoclonal antibodies: fully human, tumors as target",Suffix,,0
756,-mab,-tuximab,"monoclonal antibodies: chimeric, tumors as target",Suffix,,0
757,-mab,-tuxizumab,"monoclonal antibodies: combination of humanized and chimeric chains, tumors as target",Suffix,,0
758,-mab,-taxomab,"monoclonal antibodies: rat/mouse chimer, tumors as target",Suffix,,0
759,-mab,-temab,"monoclonal antibodies: hamster, tumors as target",Suffix,,0
761,-mab,-timab,"monoclonal antibodies: primate, tumors as target",Suffix,,0
762,-mab,-bazumab,"monoclonal antibodies: humanized, bacterial target",Suffix,,0
763,-mab,-bomab,"monoclonal antibodies: mouse, bacterial target",Suffix,,0
764,-mab,-bumab,"monoclonal antibodies: fully human, bacterial target",Suffix,,0
765,-mab,-baximab,"monoclonal antibodies: chimeric, bacterial target",Suffix,,0
766,-mab,-baxizumab,"monoclonal antibodies: combination of humanized and chimeric chains, bacterial target",Suffix,,0
767,-mab,-baxomab,"monoclonal antibodies: rat/mouse chimer, bacterial target",Suffix,,0
768,-mab,-bemab,"monoclonal antibodies: hamster, bacterial target",Suffix,,0
769,-mab,-bimab,"monoclonal antibodies: primate, bacterial target",Suffix,,0
770,-mab,-cizumab,"monoclonal antibodies: humanized, cardiovascular indications",Suffix,,0
771,-mab,-comab,"monoclonal antibodies: mouse, cardiovascular indications",Suffix,,0
772,-mab,-cumab,"monoclonal antibodies: fully human, cardiovascular indications",Suffix,,0
773,-mab,-ciximab,"monoclonal antibodies: chimeric, cardiovascular indications",Suffix,,0
774,-mab,-cixizumab,"monoclonal antibodies: combination of humanized and chimeric chains, cardiovascular indications",Suffix,,0
775,-mab,-caxomab,"monoclonal antibodies: rat/mouse chimer, cardiovascular indications",Suffix,,0
776,-mab,-cemab,"monoclonal antibodies: hamster, cardiovascular indications",Suffix,,0
777,-mab,-camab,"monoclonal antibodies: rat, cardiovascular indications",Suffix,,0
778,-mab,-fuzumab,"monoclonal antibodies: humanized, antifungal indications",Suffix,,0
779,-mab,-fomab,"monoclonal antibodies: mouse, antifungal indications",Suffix,,0
780,-mab,-fumab,"monoclonal antibodies: fully human, antifungal indications",Suffix,,0
781,-mab,-fuximab,"monoclonal antibodies: chimeric, antifungal indications",Suffix,,0
782,-mab,-fuxizumab,"monoclonal antibodies: combination of humanized and chimeric chains, antifungal indications",Suffix,,0
783,-mab,-faxomab,"monoclonal antibodies: rat/mouse chimer, antifungal indications",Suffix,,0
784,-mab,-femab,"monoclonal antibodies: hamster, antifungal indications",Suffix,,0
785,-mab,-famab,"monoclonal antibodies: rat, antifungal indications",Suffix,,0
786,-mab,-fimab,"monoclonal antibodies: primate, antifungal indications",Suffix,,0
787,-mab,-grozumab,"monoclonal antibodies: humanized, skeletal muscle mass related growth factors and receptors as target",Suffix,,0
788,-mab,-gromab,"monoclonal antibodies: mouse, skeletal muscle mass related growth factors and receptors as target",Suffix,,0
789,-mab,-grumab,"monoclonal antibodies: fully human, skeletal muscle mass related growth factors and receptors as target",Suffix,,0
790,-mab,-groximab,"monoclonal antibodies: chimeric, skeletal muscle mass related growth factors and receptors as target",Suffix,,0
791,-mab,-groxizumab,"monoclonal antibodies: combination of humanized and chimeric chains, skeletal muscle mass related growth factors and receptors as target",Suffix,,0
792,-mab,-graxomab,"monoclonal antibodies: rat/mouse chimer, skeletal muscle mass related growth factors and receptors as target",Suffix,,0
793,-mab,-gremab,"monoclonal antibodies: hamster, skeletal muscle mass related growth factors and receptors as target",Suffix,,0
794,-mab,-gramab,"monoclonal antibodies: rat, skeletal muscle mass related growth factors and receptors as target",Suffix,,0
795,-mab,-grimab,"monoclonal antibodies: primate, skeletal muscle mass related growth factors and receptors as target",Suffix,,0
796,-mab,-kizumab,"monoclonal antibodies: humanized, interleukins as target",Suffix,,0
797,-mab,-komab,"monoclonal antibodies: mouse, interleukins as target",Suffix,,0
798,-mab,-kumab,"monoclonal antibodies: fully human, interleukins as target",Suffix,,0
799,-mab,-kiximab,"monoclonal antibodies: chimeric, interleukins as target",Suffix,,0
800,-mab,-kixizumab,"monoclonal antibodies: combination of humanized and chimeric chains, interleukins as target",Suffix,,0
801,-mab,-kaxomab,"monoclonal antibodies: rat/mouse chimer, interleukins as target",Suffix,,0
802,-mab,-kemab,"monoclonal antibodies: hamster, interleukins as target",Suffix,,0
803,-mab,-kamab,"monoclonal antibodies: rat, interleukins as target",Suffix,,0
804,-mab,-lizumab,"monoclonal antibodies: humanized, immunomodulating",Suffix,,0
805,-mab,-lomab,"monoclonal antibodies: mouse, immunomodulating",Suffix,,0
806,-mab,-lumab,"monoclonal antibodies: fully human, immunomodulating",Suffix,,0
807,-mab,-liximab,"monoclonal antibodies: chimeric, immunomodulating",Suffix,,0
808,-mab,-lixizumab,"monoclonal antibodies: combination of humanized and chimeric chains, immunomodulating",Suffix,,0
809,-mab,-laxomab,"monoclonal antibodies: rat/mouse chimer, immunomodulating",Suffix,,0
810,-mab,-lemab,"monoclonal antibodies: hamster, immunomodulating",Suffix,,0
811,-mab,-lamab,"monoclonal antibodies: rat, immunomodulating",Suffix,,0
812,-mab,-nezumab,"monoclonal antibodies: humanized, neural indications",Suffix,,0
813,-mab,-nomab,"monoclonal antibodies: mouse, neural indications",Suffix,,0
814,-mab,-numab,"monoclonal antibodies: fully human, neural indications",Suffix,,0
815,-mab,-neximab,"monoclonal antibodies: chimeric, neural indications",Suffix,,0
816,-mab,-nexizumab,"monoclonal antibodies: combination of humanized and chimeric chains, neural indications",Suffix,,0
817,-mab,-naxomab,"monoclonal antibodies: rat/mouse chimer, neural indications",Suffix,,0
818,-mab,-namab,"monoclonal antibodies: rat, neural indications",Suffix,,0
819,-mab,-nimab,"monoclonal antibodies: primate, neural indications",Suffix,,0
820,-mab,-sozumab,"monoclonal antibodies: humanized, bone target",Suffix,,0
821,-mab,-somab,"monoclonal antibodies: mouse, bone target",Suffix,,0
822,-mab,-sumab,"monoclonal antibodies: fully human, bone target",Suffix,,0
823,-mab,-soximab,"monoclonal antibodies: chimeric, bone target",Suffix,,0
824,-mab,-soxizumab,"monoclonal antibodies: combination of humanized and chimeric chains, bone target",Suffix,,0
825,-mab,-saxomab,"monoclonal antibodies: rat/mouse chimer, bone target",Suffix,,0
826,-mab,-semab,"monoclonal antibodies: hamster, bone target",Suffix,,0
827,-mab,-samab,"monoclonal antibodies: rat, bone target",Suffix,,0
828,-mab,-simab,"monoclonal antibodies: primate, bone target",Suffix,,0
829,-mab,-vizumab,"monoclonal antibodies: humanized, antiviral indications",Suffix,,0
830,-mab,-vomab,"monoclonal antibodies: mouse, antiviral indications",Suffix,,0
831,-mab,-vumab,"monoclonal antibodies: fully human, antiviral indications",Suffix,,0
832,-mab,-viximab,"monoclonal antibodies: chimeric, antiviral indications",Suffix,,0
833,-mab,-vixizumab,"monoclonal antibodies: combination of humanized and chimeric chains, antiviral indications",Suffix,,0
834,-mab,-vaxomab,"monoclonal antibodies: rat/mouse chimer, antiviral indications",Suffix,,0
835,-mab,-vemab,"monoclonal antibodies: hamster, antiviral indications",Suffix,,0
836,-mab,-vamab,"monoclonal antibodies: rat, antiviral indications",Suffix,,0
837,-mab,-ner-,monoclonal antibodies: neurologic indications,Suffix,,0
839,-nab,-,cannabinol derivatives,Suffix,,0
840,-nemdaz,-,N-methyl D-aspartate (NMDA) receptor antagonists (N2B subunit),Suffix,,0
841,-podect,-,phosphodiesterase 10 (PDE10) inhibitors,Suffix,,0
843,-pris-,-,steriodal compounds acting on progesterone receptors (excluding -gest- compounds),Infix,,0
844,-ragone,-,receptor for advanced glycation endproducts (RAGE) inhibitors,Suffix,,0
845,-selan,-,E-selectin antagonists,Suffix,,0
846,-semtiv,-,skeletal muscle troponin activator,Suffix,,0
847,-siptor,-,Src homology 2-containing inositol-5'' phosphatase 1 (SHIP1) activators,Suffix,,0
848,-siran-,-,small interfering RNA (siRNA),Infix,,0
849,-stat,-becestat,enzyme inhibitors: beta secretase inhibitors,Suffix,,0
850,-stat,-dostat,"enzyme inhibitors: indoleamine 2, 3-dioxygenase 1 (IDO1) inhibitors",Suffix,,0
851,-stat,-dustat,enzyme inhibitors: hypoxia-inducible factor (HIF) prolyl hydroxylase inhibitors,Suffix,,0
852,-stat,-parstat,heparin derivatives,Suffix,,0
853,-teronel,-,non-steroid antiandrogens,Suffix,,0
854,-tide,-clotide,peptides: gastrointestinal functions; normalising agent,Suffix,,0
855,-tide,-melanotide,peptides: melanocortin receptor antagonists,Suffix,,0
856,-tide,-reotide,peptides: inhibition of growth hormone release,Suffix,,0
857,-tide,-virtide,peptides: antiviral peptides,Suffix,,0
858,-tinib,-trectinib,tyrosine kinase inhibitors: tropomyosin receptor kinase (TRK) inhibitors,Suffix,,0
859,-tinib,-xertinib,tyrosine kinase inhibitors: Tyrosine kinase inhibitors ERK1 and ERK2 inhibitors,Suffix,,0
860,-treg-,-,cellular therapy T regulatory cells,Infix,,0
861,-trigine,-,"sodium channel blockers, signal transduction modulators",Suffix,,0
862,-tril,-lutril,endopeptidase inhibitors: neural endopeptidase inhibitors possessing additional endothelin converting enzyme inhibitory activity,Suffix,,0
863,-vancin,-,vancomycin-related compounds,Suffix,,0
864,-vir-,-virimat,"antivirals: antiviral, disrupts viral maturation",Infix,,0
865,-vir-,-virine,"antivirals: non-nucleoside reverse transcriptase inhibitors, not benzoxazinone derivatives",Infix,,0
866,-xetan,-,chelating agents,Suffix,,0
881,-ac,-zolac,anti-inflammatory agents: pyrazole acetic acid derivatives,Suffix,,0
882,-actant,-,pulmonary surfactants,Suffix,,0
883,-adenant,-,adenosine receptor antagonists,Suffix,,0
884,-alap,-,aldehyde traps,Suffix,,0
885,-ampa-,-ampanel,ionotropic non-NMDA glutamate receptors (AMPA and/or KA receptors): antagonists,Infix,,0
886,-ampa-,-ampator,ionotropic non-NMDA glutamate receptors (AMPA and/or KA receptors): modulators,Infix,,0
887,-ampa-,-,ionotropic non-NMDA glutamate receptors (AMPA and/or KA receptors),Infix,,0
888,-aniten,-,"androgen receptor inhibitor, N-terminal domain inhibitor",Suffix,,0
889,-cebec,-,cytochrome bc1 complex inhibitors in mycobacterium tuberculosis,Suffix,,0
890,-corilant,-,glucocorticoid receptor antagonists (not glucocorticoids),Suffix,,0
891,-fusp,-,fusion proteins,Suffix,,0
892,-glucagon,-,synthetic glucagon analogs,Suffix,,0
893,-inurad,-,urate transporter inhibitors,Suffix,,0
894,-ixibat,-,ileal bile acid transporter (IBAT) inhibitors,Suffix,,0
895,-mab,-demab,monoclonal antibodies: endocrine targets,Suffix,,0
897,-minib,-,"kinase inhibitor, binds to myristoyl binding site",Suffix,,0
898,-nexor,-,exportin 1 inhibitors,Suffix,,0
899,-nod,-,"nitrogen oxide (eg., nitrxyl and nitric oxide) donors",Suffix,,0
900,-oligide,-,decoy oligodeoxynucleotides (ODNs),Suffix,,0
901,-padon,-,"dopamine D1-like receptors (e.g., D1 and D5 subtypes) agonists/partial agonists and potentiators",Suffix,,0
902,-pin,-,tricyclic compounds,Suffix,,0
903,-pivat,-,pyruvate kinase activators,Suffix,,0
904,-plam,-,survival motor neurin SMN1 and SMN2 splicing modulators,Suffix,,0
905,-sap,-,serum amyloid P (SAP) inhibitors,Suffix,,0
906,-sidenib,-,mutated isocitrate dehydrogenase (IDH) inhibitors,Suffix,,0
907,-stat,-sonstat,enzyme inhibitors: s-nitrosoglutathione reductase (GSNOR) inhibitors,Suffix,,0
908,-tide,-dutide,peptides: oxyntomodulin analogs,Suffix,,0
909,-tinib,-ertinib,tyrosine kinase inhibitors: epidermal growth factor receptor (EGFR) inhibitors,Suffix,,0
910,-trep,-,transient receptor potential antagonists,Suffix,,0
911,-vir,-atovir,antivirals: respiratory syncytial virus (RSV) fusion inhibitors,Suffix,,0
912,-vir,-desivir,antivirals: adenosine analogs acting as RNA polymerase inhibitors,Suffix,,0
913,-vivint,-,WNT (wingless-type mouse mammary tumor virus) pathway inhibitors,Suffix,,0
921,-ium,-clidinium,quaternary ammonium derivatives: muscarinic receptor antagonists,Suffix,,0
922,-ium,-curium,quaternary ammonium derivatives: neuromuscular blocking agents,Suffix,,0
923,-onium,-curonium,quaternary ammonium derivatives: neuromuscular blocking agents,Suffix,,0
941,-trep,-metrep,transient receptor potential antagonists: melastatin (TRPM) type,Suffix,,0
942,-trep,-vatrep,transient receptor potential antagonists: vanilloid 1 (TRPV1) type,Suffix,,0
