oc_id,tax_id,l1,l2,l3
586,1336,Bacteria,Gram-Positive,Streptococcus
587,40041,Bacteria,Gram-Positive,Streptococcus
588,28037,Bacteria,Gram-Positive,Streptococcus
589,1309,Bacteria,Gram-Positive,Streptococcus
590,1313,Bacteria,Gram-Positive,Streptococcus
591,171101,Bacteria,Gram-Positive,Streptococcus
592,170187,Bacteria,Gram-Positive,Streptococcus
593,1314,Bacteria,Gram-Positive,Streptococcus
594,198466,Bacteria,Gram-Positive,Streptococcus
595,301447,Bacteria,Gram-Positive,Streptococcus
596,301451,Bacteria,Gram-Positive,Streptococcus
597,301448,Bacteria,Gram-Positive,Streptococcus
598,1304,Bacteria,Gram-Positive,Streptococcus
599,1305,Bacteria,Gram-Positive,Streptococcus
600,1310,Bacteria,Gram-Positive,Streptococcus
601,1306,Bacteria,Gram-Positive,Streptococcus
602,36470,Bacteria,Gram-Positive,Streptococcus
603,1308,Bacteria,Gram-Positive,Streptococcus
604,78535,Bacteria,Gram-Positive,Streptococcus
605,1883,Bacteria,Gram-Positive,Streptomyces
606,193461,Bacteria,Gram-Positive,Streptomyces
607,1969,Bacteria,Gram-Positive,Streptomyces
608,1902,Bacteria,Gram-Positive,Streptomyces
609,33898,Bacteria,Gram-Positive,Streptomyces
610,1911,Bacteria,Gram-Positive,Streptomyces
611,68246,Bacteria,Gram-Positive,Streptomyces
612,1931,Bacteria,Gram-Positive,Streptomyces
613,31952,Bacteria,Gram-Positive,Streptomyces
614,1934,Bacteria,Gram-Positive,Streptomyces
615,29323,Bacteria,Gram-Positive,Other
616,28896,Bacteria,Gram-Positive,Other
617,271,Bacteria,Gram-Positive,Other
618,274,Bacteria,Gram-Positive,Other
619,29466,Bacteria,Gram-Positive,Other
620,10497,Viruses,dsDNA,
621,10320,Viruses,dsDNA,
622,35246,Viruses,dsDNA,
623,47929,Viruses,dsDNA,
624,10243,Viruses,dsDNA,
625,10358,Viruses,dsDNA,
626,10710,Viruses,dsDNA,
627,10847,Viruses,Other,
628,10759,Viruses,dsDNA,
629,10665,Viruses,dsDNA,
630,10377,Viruses,dsDNA,
631,10326,Viruses,dsDNA,
632,33706,Viruses,dsDNA,
633,10515,Viruses,dsDNA,
634,28285,Viruses,dsDNA,
635,10360,Viruses,dsDNA,
636,10298,Viruses,dsDNA,
637,10299,Viruses,dsDNA,
638,10306,Viruses,dsDNA,
639,10309,Viruses,dsDNA,
640,10310,Viruses,dsDNA,
641,10313,Viruses,dsDNA,
642,10315,Viruses,dsDNA,
643,10335,Viruses,dsDNA,
644,10376,Viruses,dsDNA,
645,10359,Viruses,dsDNA,
647,10368,Viruses,dsDNA,
648,10370,Viruses,dsDNA,
649,10566,Viruses,dsDNA,
650,10580,Viruses,dsDNA,
651,333760,Viruses,dsDNA,
652,10279,Viruses,dsDNA,
653,10280,Viruses,dsDNA,
654,10244,Viruses,dsDNA,
655,10366,Viruses,dsDNA,
656,28304,Viruses,dsDNA,
657,10345,Viruses,dsDNA,
658,10535,Viruses,dsDNA,
659,10469,Viruses,dsDNA,
660,10245,Viruses,dsDNA,
661,10338,Viruses,dsDNA,
662,10255,Viruses,dsDNA,
663,10884,Viruses,dsRNA,
664,10886,Viruses,dsRNA,
665,10891,Viruses,dsRNA,
666,10912,Viruses,dsRNA,
667,10922,Viruses,dsRNA,
668,38018,Viruses,Other,
669,11788,Viruses,retro-transcribing,
670,11866,Viruses,retro-transcribing,
671,11665,Viruses,retro-transcribing,
672,11673,Viruses,retro-transcribing,
673,12721,Viruses,retro-transcribing,
674,11676,Viruses,retro-transcribing,
675,11709,Viruses,retro-transcribing,
676,35274,Viruses,retro-transcribing,
677,11685,Viruses,retro-transcribing,
678,11706,Viruses,retro-transcribing,
679,11679,Viruses,retro-transcribing,
680,11701,Viruses,retro-transcribing,
681,11721,Viruses,retro-transcribing,
682,11926,Viruses,retro-transcribing,
683,11908,Viruses,retro-transcribing,
684,11801,Viruses,retro-transcribing,
685,11809,Viruses,retro-transcribing,
686,11786,Viruses,retro-transcribing,
688,11938,Viruses,retro-transcribing,
689,11632,Viruses,retro-transcribing,
690,11886,Viruses,retro-transcribing,
691,11723,Viruses,retro-transcribing,
693,57667,Viruses,retro-transcribing,
694,11741,Viruses,retro-transcribing,
695,11970,Viruses,retro-transcribing,
696,12092,Viruses,ssRNA,ssRNA positive-strand viruses
697,38837,Viruses,ssRNA,ssRNA positive-strand viruses
698,11099,Viruses,ssRNA,ssRNA positive-strand viruses
699,268305,Viruses,ssRNA,ssRNA positive-strand viruses
700,11119,Viruses,ssRNA,
701,12066,Viruses,ssRNA,ssRNA positive-strand viruses
702,12637,Viruses,ssRNA,ssRNA positive-strand viruses
703,11060,Viruses,ssRNA,ssRNA positive-strand viruses
704,11070,Viruses,ssRNA,ssRNA positive-strand viruses
705,12639,Viruses,retro-transcribing,
706,33758,Viruses,ssRNA,ssRNA positive-strand viruses
707,12104,Viruses,ssRNA,ssRNA positive-strand viruses
708,12059,Viruses,ssRNA,ssRNA positive-strand viruses
709,11051,Viruses,ssRNA,ssRNA positive-strand viruses
710,10407,Viruses,retro-transcribing,
711,489449,Viruses,retro-transcribing,
712,10411,Viruses,retro-transcribing,
713,11103,Viruses,ssRNA,ssRNA positive-strand viruses
714,39113,Viruses,ssRNA,ssRNA positive-strand viruses
715,11137,Viruses,ssRNA,ssRNA positive-strand viruses
716,12069,Viruses,ssRNA,ssRNA positive-strand viruses
717,12071,Viruses,ssRNA,ssRNA positive-strand viruses
718,12072,Viruses,ssRNA,ssRNA positive-strand viruses
719,12073,Viruses,ssRNA,ssRNA positive-strand viruses
720,12074,Viruses,ssRNA,ssRNA positive-strand viruses
721,12078,Viruses,ssRNA,ssRNA positive-strand viruses
722,12060,Viruses,ssRNA,ssRNA positive-strand viruses
723,39054,Viruses,ssRNA,ssRNA positive-strand viruses
724,12730,Viruses,ssRNA,ssRNA negative-strand viruses
725,11212,Viruses,ssRNA,ssRNA negative-strand viruses
726,11216,Viruses,ssRNA,ssRNA negative-strand viruses
727,12080,Viruses,ssRNA,ssRNA positive-strand viruses
728,12083,Viruses,ssRNA,ssRNA positive-strand viruses
729,12086,Viruses,ssRNA,ssRNA positive-strand viruses
730,11250,Viruses,ssRNA,ssRNA negative-strand viruses
731,11260,Viruses,ssRNA,
732,11251,Viruses,ssRNA,
733,12131,Viruses,ssRNA,ssRNA positive-strand viruses
734,185894,Viruses,ssRNA,ssRNA positive-strand viruses
735,31708,Viruses,ssRNA,ssRNA positive-strand viruses
736,12134,Viruses,ssRNA,ssRNA positive-strand viruses
737,12129,Viruses,ssRNA,ssRNA positive-strand viruses
738,12130,Viruses,ssRNA,ssRNA positive-strand viruses
739,44128,Viruses,ssRNA,ssRNA positive-strand viruses
740,185896,Viruses,ssRNA,ssRNA positive-strand viruses
741,185898,Viruses,ssRNA,ssRNA positive-strand viruses
742,44129,Viruses,ssRNA,ssRNA positive-strand viruses
743,185901,Viruses,ssRNA,ssRNA positive-strand viruses
744,185907,Viruses,ssRNA,ssRNA positive-strand viruses
745,185889,Viruses,ssRNA,ssRNA positive-strand viruses
746,185909,Viruses,ssRNA,ssRNA positive-strand viruses
747,147676,Viruses,ssRNA,ssRNA positive-strand viruses
748,147714,Viruses,ssRNA,ssRNA positive-strand viruses
749,44132,Viruses,ssRNA,ssRNA positive-strand viruses
750,185912,Viruses,ssRNA,ssRNA positive-strand viruses
751,185918,Viruses,ssRNA,ssRNA positive-strand viruses
752,147681,Viruses,ssRNA,ssRNA positive-strand viruses
753,185921,Viruses,ssRNA,ssRNA positive-strand viruses
754,185924,Viruses,ssRNA,ssRNA positive-strand viruses
755,185926,Viruses,ssRNA,ssRNA positive-strand viruses
756,44137,Viruses,ssRNA,ssRNA positive-strand viruses
757,185937,Viruses,ssRNA,ssRNA positive-strand viruses
758,185938,Viruses,ssRNA,ssRNA positive-strand viruses
759,12132,Viruses,ssRNA,ssRNA positive-strand viruses
760,185891,Viruses,ssRNA,ssRNA positive-strand viruses
761,147711,Viruses,ssRNA,
762,147712,Viruses,ssRNA,ssRNA positive-strand viruses
763,169066,Viruses,ssRNA,ssRNA positive-strand viruses
764,11320,Viruses,ssRNA,ssRNA negative-strand viruses
765,211044,Viruses,ssRNA,ssRNA negative-strand viruses
766,102793,Viruses,ssRNA,ssRNA negative-strand viruses
768,381517,Viruses,ssRNA,ssRNA negative-strand viruses
769,132504,Viruses,ssRNA,ssRNA negative-strand viruses
770,11520,Viruses,ssRNA,ssRNA negative-strand viruses
771,107412,Viruses,ssRNA,ssRNA negative-strand viruses
773,11072,Viruses,ssRNA,ssRNA positive-strand viruses
774,11619,Viruses,ssRNA,
775,11234,Viruses,ssRNA,ssRNA negative-strand viruses
776,12107,Viruses,ssRNA,ssRNA positive-strand viruses
777,11161,Viruses,ssRNA,ssRNA negative-strand viruses
778,11138,Viruses,ssRNA,ssRNA positive-strand viruses
779,11142,Viruses,ssRNA,ssRNA positive-strand viruses
780,11176,Viruses,ssRNA,ssRNA negative-strand viruses
781,11630,Viruses,ssRNA,
783,12081,Viruses,ssRNA,ssRNA positive-strand viruses
784,11587,Viruses,ssRNA,ssRNA negative-strand viruses
785,12814,Viruses,ssRNA,ssRNA negative-strand viruses
787,11588,Viruses,ssRNA,ssRNA negative-strand viruses
788,45767,Viruses,ssRNA,ssRNA negative-strand viruses
789,28292,Viruses,ssRNA,ssRNA negative-strand viruses
790,227859,Viruses,ssRNA,ssRNA positive-strand viruses
791,11033,Viruses,ssRNA,ssRNA positive-strand viruses
792,11034,Viruses,ssRNA,ssRNA positive-strand viruses
793,11631,Viruses,ssRNA,
794,12242,Viruses,ssRNA,ssRNA positive-strand viruses
795,11309,Viruses,ssRNA,ssRNA negative-strand viruses
796,11036,Viruses,ssRNA,ssRNA positive-strand viruses
797,11276,Viruses,ssRNA,ssRNA negative-strand viruses
798,11082,Viruses,ssRNA,ssRNA positive-strand viruses
799,11089,Viruses,ssRNA,ssRNA positive-strand viruses
800,10239,Viruses,Other,
801,5341,Fungi,Basidiomycota,Agaricomycetes
802,58369,Fungi,Other,
803,107832,Fungi,Basidiomycota,Agaricomycetes
804,5101,Fungi,Other,
805,40355,Fungi,Ascomycota,Eurotiomycetes
806,37463,Fungi,Ascomycota,Dothideomycetes
807,134531,Fungi,Ascomycota,Dothideomycetes
808,42458,Fungi,Mucorales,
809,64628,Fungi,Other,
810,4830,Fungi,Mucorales,
811,64491,Fungi,Other,
812,64493,Fungi,Other,
813,29922,Fungi,Other,
814,4839,Fungi,Other,
815,4842,Fungi,Mucorales,
816,4843,Fungi,Other,
818,64495,Fungi,Mucorales,
819,41833,Fungi,Other,
820,48100,Fungi,Ascomycota,Dothideomycetes
821,5580,Fungi,Ascomycota,Dothideomycetes
822,122368,Fungi,Ascomycota,Dothideomycetes
823,5016,Fungi,Ascomycota,Dothideomycetes
824,101162,Fungi,Ascomycota,Dothideomycetes
825,5503,Fungi,Ascomycota,Dothideomycetes
826,5022,Fungi,Ascomycota,Dothideomycetes
827,13684,Fungi,Ascomycota,Dothideomycetes
828,5037,Fungi,Ascomycota,Eurotiomycetes
829,63400,Fungi,Ascomycota,Eurotiomycetes
830,81846,Fungi,Ascomycota,Eurotiomycetes
831,63402,Fungi,Ascomycota,Eurotiomycetes
832,119676,Fungi,Ascomycota,Eurotiomycetes
833,74035,Fungi,Ascomycota,Eurotiomycetes
834,34384,Fungi,Ascomycota,Eurotiomycetes
835,5052,Fungi,Ascomycota,Eurotiomycetes
836,5053,Fungi,Ascomycota,Eurotiomycetes
837,5059,Fungi,Ascomycota,Eurotiomycetes
839,5061,Fungi,Ascomycota,Eurotiomycetes
840,40380,Fungi,Ascomycota,Eurotiomycetes
841,5062,Fungi,Ascomycota,Eurotiomycetes
842,84679,Fungi,Ascomycota,Eurotiomycetes
843,5065,Fungi,Ascomycota,Eurotiomycetes
844,33178,Fungi,Ascomycota,Eurotiomycetes
845,5066,Fungi,Ascomycota,Eurotiomycetes
846,162425,Fungi,Ascomycota,Eurotiomycetes
847,34391,Fungi,Ascomycota,Eurotiomycetes
848,41409,Fungi,Ascomycota,Eurotiomycetes
849,34392,Fungi,Ascomycota,Eurotiomycetes
850,34393,Fungi,Ascomycota,Eurotiomycetes
853,5073,Fungi,Ascomycota,Eurotiomycetes
854,5076,Fungi,Ascomycota,Eurotiomycetes
855,5077,Fungi,Ascomycota,Eurotiomycetes
856,36651,Fungi,Ascomycota,Eurotiomycetes
857,28572,Fungi,Ascomycota,Eurotiomycetes
858,40296,Fungi,Ascomycota,Eurotiomycetes
859,5079,Fungi,Ascomycota,Eurotiomycetes
860,69781,Fungi,Ascomycota,Eurotiomycetes
862,81847,Fungi,Ascomycota,Eurotiomycetes
863,5551,Fungi,Ascomycota,Eurotiomycetes
864,34386,Fungi,Ascomycota,Eurotiomycetes
865,34387,Fungi,Ascomycota,Eurotiomycetes
866,34388,Fungi,Ascomycota,Eurotiomycetes
867,34373,Fungi,Ascomycota,Leotiomycetes
868,40559,Fungi,Ascomycota,Leotiomycetes
869,279185,Fungi,Other,
870,86028,Fungi,Ascomycota,Leotiomycetes
871,5272,Fungi,Basidiomycota,Pucciniomycotina
872,6035,Fungi,Other,
873,4754,Fungi,Ascomycota,Taphrinomycotina
874,42068,Fungi,Other,
875,27348,Fungi,Basidiomycota,Pucciniomycotina
876,5537,Fungi,Basidiomycota,Pucciniomycotina
877,5476,Fungi,Ascomycota,Saccharomycetales
878,5478,Fungi,Ascomycota,Saccharomycetales
879,5480,Fungi,Ascomycota,Saccharomycetales
880,5481,Fungi,Ascomycota,Saccharomycetales
881,45596,Fungi,Ascomycota,Saccharomycetales
882,5482,Fungi,Ascomycota,Saccharomycetales
883,5493,Fungi,Ascomycota,Saccharomycetales
884,36911,Fungi,Ascomycota,Saccharomycetales
885,5007,Fungi,Ascomycota,Saccharomycetales
886,27317,Fungi,Ascomycota,Saccharomycetales
887,4927,Fungi,Ascomycota,Saccharomycetales
888,4909,Fungi,Ascomycota,Saccharomycetales
889,4911,Fungi,Ascomycota,Saccharomycetales
890,34356,Fungi,Ascomycota,Saccharomycetales
892,4929,Fungi,Ascomycota,Saccharomycetales
893,4903,Fungi,Ascomycota,Saccharomycetales
894,4922,Fungi,Ascomycota,Saccharomycetales
895,4924,Fungi,Ascomycota,Saccharomycetales
896,4932,Fungi,Ascomycota,Saccharomycetales
897,27292,Fungi,Ascomycota,Saccharomycetales
898,4944,Fungi,Ascomycota,Saccharomycetales
899,4952,Fungi,Ascomycota,Saccharomycetales
900,4954,Fungi,Ascomycota,Saccharomycetales
901,4896,Fungi,Ascomycota,Taphrinomycotina
902,81097,Fungi,Ascomycota,Sordariomycetes
903,38033,Fungi,Ascomycota,Sordariomycetes
904,5464,Fungi,Ascomycota,Sordariomycetes
905,117187,Fungi,Ascomycota,Sordariomycetes
906,5507,Fungi,Ascomycota,Sordariomycetes
907,169388,Fungi,Ascomycota,Sordariomycetes
908,5518,Fungi,Ascomycota,Sordariomycetes
909,148305,Fungi,Ascomycota,Sordariomycetes
910,5532,Fungi,Ascomycota,Sordariomycetes
911,64609,Fungi,Ascomycota,Sordariomycetes
912,5174,Fungi,Ascomycota,Sordariomycetes
913,39412,Fungi,Ascomycota,Eurotiomycetes
914,186525,Fungi,Ascomycota,Sordariomycetes
915,40658,Fungi,Ascomycota,Sordariomycetes
916,5597,Fungi,Ascomycota,Sordariomycetes
917,41688,Fungi,Ascomycota,Sordariomycetes
918,40375,Fungi,Ascomycota,Sordariomycetes
919,29908,Fungi,Ascomycota,Sordariomycetes
920,29909,Fungi,Ascomycota,Sordariomycetes
921,29910,Fungi,Ascomycota,Sordariomycetes
922,5543,Fungi,Ascomycota,Sordariomycetes
923,5547,Fungi,Ascomycota,Sordariomycetes
924,100951,Fungi,Basidiomycota,Tremellomycetes
925,5418,Fungi,Basidiomycota,Tremellomycetes
926,5207,Fungi,Basidiomycota,Tremellomycetes
927,192011,Fungi,Basidiomycota,Tremellomycetes
929,5553,Fungi,Basidiomycota,Tremellomycetes
930,5270,Fungi,Basidiomycota,Ustilaginomycotina
931,4751,Fungi,Other,
932,2,Bacteria,Other,
933,196,Bacteria,Gram-Negative,Other
934,226,Bacteria,Gram-Negative,Other
935,228,Bacteria,Gram-Negative,Other
936,237,Bacteria,Gram-Negative,Other
937,253,Bacteria,Gram-Negative,Other
938,293,Bacteria,Gram-Negative,Alphaproteobacteria
939,317,Bacteria,Gram-Negative,Pseudomonas
940,359,Bacteria,Gram-Negative,Other
941,445,Bacteria,Gram-Negative,Other
942,482,Bacteria,Gram-Negative,Neisseria
943,549,Bacteria,Gram-Negative,Pantoea
944,552,Bacteria,Gram-Negative,Erwinia
945,554,Bacteria,Gram-Negative,Pectobacterium
946,569,Bacteria,Gram-Negative,Other
947,575,Bacteria,Gram-Negative,Raoultella
948,616,Bacteria,Gram-Negative,Other
949,633,Bacteria,Gram-Negative,Yersinia
950,645,Bacteria,Gram-Negative,Aeromonas
951,648,Bacteria,Gram-Negative,Aeromonas
953,658,Bacteria,Gram-Negative,Other
954,659,Bacteria,Gram-Negative,Other
955,662,Bacteria,Gram-Negative,Vibrio
956,669,Bacteria,Gram-Negative,Vibrio
957,678,Bacteria,Gram-Negative,Vibrio
958,944,Bacteria,Gram-Negative,Other
959,986,Bacteria,Gram-Negative,Other
960,988,Bacteria,Gram-Negative,Other
961,1018,Bacteria,Gram-Negative,Other
962,1126,Bacteria,Other,
963,1243,Bacteria,Gram-Positive,Other
964,1269,Bacteria,Gram-Positive,Micrococcus
965,1271,Bacteria,Gram-Positive,Other
966,1296,Bacteria,Gram-Positive,Staphylococcus
967,1302,Bacteria,Gram-Positive,Streptococcus
968,1303,Bacteria,Gram-Positive,Streptococcus
969,1319,Bacteria,Gram-Positive,Streptococcus
970,1335,Bacteria,Gram-Positive,Streptococcus
971,1390,Bacteria,Gram-Positive,Bacillus
972,1397,Bacteria,Gram-Positive,Bacillus
973,1670,Bacteria,Gram-Positive,Other
974,1785,Bacteria,Gram-Positive,Mycobacterium
975,1787,Bacteria,Gram-Positive,Mycobacterium
976,1788,Bacteria,Gram-Positive,Mycobacterium
977,1791,Bacteria,Gram-Positive,Mycobacterium
978,1801,Bacteria,Gram-Positive,Mycobacterium
979,1806,Bacteria,Gram-Positive,Mycobacterium
980,1809,Bacteria,Gram-Positive,Mycobacterium
981,1810,Bacteria,Gram-Positive,Mycobacterium
982,1821,Bacteria,Gram-Positive,Other
983,1823,Bacteria,Gram-Positive,Other
984,1824,Bacteria,Gram-Positive,Other
985,1828,Bacteria,Gram-Positive,Other
986,1831,Bacteria,Gram-Positive,Other
987,1916,Bacteria,Gram-Positive,Streptomyces
988,1938,Bacteria,Gram-Positive,Streptomyces
989,2035,Bacteria,Gram-Positive,Other
990,2123,Bacteria,Gram-Positive,Other
991,2133,Bacteria,Gram-Positive,Other
992,2137,Bacteria,Gram-Positive,Other
993,2756,Bacteria,Gram-Positive,Other
994,2843,Eukaryotes,Other,
995,2945,Eukaryotes,Other,
996,3041,Eukaryotes,Viridiplantae,Other
997,3073,Eukaryotes,Viridiplantae,Chlorophyta
998,3076,Eukaryotes,Viridiplantae,Other
999,3077,Eukaryotes,Viridiplantae,Chlorophyta
1000,3118,Eukaryotes,Viridiplantae,Other
1001,3347,Eukaryotes,Viridiplantae,Other
1002,3467,Eukaryotes,Viridiplantae,Other
1003,3559,Eukaryotes,Viridiplantae,Eudicotyledons
1004,3621,Eukaryotes,Viridiplantae,Other
1005,3631,Eukaryotes,Viridiplantae,Eudicotyledons
1006,3635,Eukaryotes,Viridiplantae,Eudicotyledons
1007,3659,Eukaryotes,Viridiplantae,Eudicotyledons
1008,3701,Eukaryotes,Viridiplantae,Other
1009,3707,Eukaryotes,Viridiplantae,Eudicotyledons
1010,3708,Eukaryotes,Viridiplantae,Eudicotyledons
1011,3803,Eukaryotes,Viridiplantae,Eudicotyledons
1012,3827,Eukaryotes,Viridiplantae,Eudicotyledons
1013,3879,Eukaryotes,Viridiplantae,Eudicotyledons
1014,3885,Eukaryotes,Viridiplantae,Eudicotyledons
1016,3993,Eukaryotes,Viridiplantae,Other
1017,4076,Eukaryotes,Viridiplantae,Eudicotyledons
1018,4081,Eukaryotes,Viridiplantae,Eudicotyledons
1019,4118,Eukaryotes,Viridiplantae,Eudicotyledons
1020,4119,Eukaryotes,Viridiplantae,Eudicotyledons
1021,4212,Eukaryotes,Viridiplantae,Eudicotyledons
1022,4283,Eukaryotes,Viridiplantae,Other
1023,4472,Eukaryotes,Viridiplantae,Monocotyledons
1024,4498,Eukaryotes,Viridiplantae,Monocotyledons
1025,4555,Eukaryotes,Viridiplantae,Monocotyledons
1026,4557,Eukaryotes,Viridiplantae,Other
1027,4558,Eukaryotes,Viridiplantae,Monocotyledons
1028,4679,Eukaryotes,Viridiplantae,Monocotyledons
1029,4785,Eukaryotes,Oomycetes,
1030,4793,Eukaryotes,Oomycetes,
1031,4828,Fungi,Other,
1032,4838,Fungi,Mucorales,
1033,4841,Fungi,Other,
1034,4852,Fungi,Other,
1035,4921,Fungi,Ascomycota,Saccharomycetales
1036,4930,Fungi,Ascomycota,Saccharomycetales
1037,4943,Fungi,Ascomycota,Saccharomycetales
1038,4959,Fungi,Ascomycota,Saccharomycetales
1039,5005,Fungi,Other,
1040,5025,Fungi,Ascomycota,Dothideomycetes
1041,5028,Fungi,Ascomycota,Dothideomycetes
1042,5067,Fungi,Ascomycota,Eurotiomycetes
1043,5074,Fungi,Ascomycota,Eurotiomycetes
1044,5078,Fungi,Ascomycota,Eurotiomycetes
1045,5081,Fungi,Ascomycota,Eurotiomycetes
1046,5110,Fungi,Ascomycota,Sordariomycetes
1047,5127,Fungi,Ascomycota,Sordariomycetes
1048,5128,Fungi,Ascomycota,Sordariomycetes
1049,5141,Fungi,Ascomycota,Sordariomycetes
1051,5149,Fungi,Ascomycota,Sordariomycetes
1052,5179,Fungi,Other,
1053,5180,Fungi,Ascomycota,Leotiomycetes
1054,5190,Fungi,Other,
1055,5322,Fungi,Basidiomycota,Agaricomycetes
1056,5400,Fungi,Other,
1057,5417,Fungi,Basidiomycota,Tremellomycetes
1058,5429,Fungi,Other,
1059,5454,Fungi,Ascomycota,Dothideomycetes
1060,5462,Fungi,Ascomycota,Sordariomycetes
1061,5479,Fungi,Ascomycota,Saccharomycetales
1062,5490,Fungi,Ascomycota,Saccharomycetales
1063,5498,Fungi,Ascomycota,Dothideomycetes
1064,5502,Fungi,Ascomycota,Dothideomycetes
1065,5506,Fungi,Ascomycota,Sordariomycetes
1066,5516,Fungi,Ascomycota,Sordariomycetes
1067,5533,Fungi,Other,
1068,5535,Fungi,Basidiomycota,Pucciniomycotina
1069,5544,Fungi,Ascomycota,Sordariomycetes
1070,5552,Fungi,Basidiomycota,Tremellomycetes
1071,5598,Fungi,Ascomycota,Dothideomycetes
1072,5599,Fungi,Ascomycota,Dothideomycetes
1073,5663,Eukaryotes,Kinetoplastida,Leishmania
1074,5670,Eukaryotes,Kinetoplastida,Leishmania
1075,5681,Eukaryotes,Kinetoplastida,Leishmania
1076,5682,Eukaryotes,Kinetoplastida,Leishmania
1077,5684,Eukaryotes,Kinetoplastida,Other
1078,5689,Eukaryotes,Kinetoplastida,Leishmania
1079,5699,Eukaryotes,Kinetoplastida,Trypanosoma
1080,5721,Eukaryotes,Other,
1081,5825,Eukaryotes,Apicomplexa,Plasmodium
1082,5850,Eukaryotes,Apicomplexa,Plasmodium
1083,5855,Eukaryotes,Apicomplexa,Plasmodium
1084,5858,Eukaryotes,Apicomplexa,Plasmodium
1085,5970,Fungi,Ascomycota,Eurotiomycetes
1086,6233,Eukaryotes,Nematoda,Tylenchida
1087,6326,Eukaryotes,Nematoda,Tylenchida
1088,6522,Eukaryotes,Mollusca,
1089,6523,Eukaryotes,Mollusca,
1090,6526,Eukaryotes,Mollusca,
1091,6535,Eukaryotes,Mollusca,
1092,6550,Eukaryotes,Mollusca,
1093,6661,Eukaryotes,Arthropoda,Other
1094,6850,Eukaryotes,Arthropoda,Other
1095,6973,Eukaryotes,Arthropoda,Other
1096,6999,Eukaryotes,Arthropoda,Orthoptera
1097,7011,Eukaryotes,Arthropoda,Other
1098,7038,Eukaryotes,Arthropoda,Hemiptera
1099,7054,Eukaryotes,Arthropoda,Other
1100,7070,Eukaryotes,Arthropoda,Coleoptera
1101,7107,Eukaryotes,Arthropoda,Lepidoptera
1102,7113,Eukaryotes,Arthropoda,Lepidoptera
1103,7160,Eukaryotes,Arthropoda,Other
1104,7175,Eukaryotes,Arthropoda,Diptera
1105,7176,Eukaryotes,Arthropoda,Diptera
1106,7215,Eukaryotes,Arthropoda,Diptera
1108,7373,Eukaryotes,Arthropoda,Other
1109,7536,Eukaryotes,Arthropoda,Hemiptera
1110,7539,Eukaryotes,Arthropoda,Coleoptera
1111,7594,Eukaryotes,Echinodermata,
1113,7656,Eukaryotes,Echinodermata,
1114,7666,Eukaryotes,Echinodermata,
1115,7667,Eukaryotes,Echinodermata,
1116,7668,Eukaryotes,Echinodermata,
1117,7729,Eukaryotes,Other,
1118,7955,Eukaryotes,Teleostei,Otomorpha
1119,8081,Eukaryotes,Teleostei,Other
1120,8090,Eukaryotes,Teleostei,Euteleosteomorpha
1121,8127,Eukaryotes,Teleostei,Other
1122,8128,Eukaryotes,Teleostei,Other
1123,8265,Eukaryotes,Teleostei,Other
1124,8313,Eukaryotes,Amphibia,
1125,8384,Eukaryotes,Amphibia,
1126,8401,Eukaryotes,Amphibia,
1127,8407,Eukaryotes,Amphibia,
1128,9483,Eukaryotes,Mammalia,Primates
1129,9520,Eukaryotes,Mammalia,Primates
1130,9555,Eukaryotes,Mammalia,Primates
1132,10249,Viruses,dsDNA,
1133,10254,Viruses,dsDNA,
1134,10258,Viruses,dsDNA,
1135,10294,Viruses,dsDNA,
1136,10304,Viruses,dsDNA,
1137,10334,Viruses,dsDNA,
1138,10583,Viruses,dsDNA,
1140,10629,Viruses,dsDNA,
1141,10633,Viruses,dsDNA,
1142,11021,Viruses,ssRNA,ssRNA positive-strand viruses
1143,11053,Viruses,ssRNA,ssRNA positive-strand viruses
1144,11069,Viruses,ssRNA,ssRNA positive-strand viruses
1145,11105,Viruses,ssRNA,ssRNA positive-strand viruses
1146,11149,Viruses,ssRNA,ssRNA positive-strand viruses
1147,11191,Viruses,ssRNA,ssRNA negative-strand viruses
1148,11232,Viruses,ssRNA,ssRNA negative-strand viruses
1149,11246,Viruses,ssRNA,ssRNA negative-strand viruses
1150,11277,Viruses,ssRNA,ssRNA negative-strand viruses
1151,11552,Viruses,ssRNA,ssRNA negative-strand viruses
1152,11577,Viruses,ssRNA,ssRNA negative-strand viruses
1153,11603,Viruses,ssRNA,ssRNA negative-strand viruses
1154,11678,Viruses,retro-transcribing,
1156,11686,Viruses,retro-transcribing,
1157,11742,Viruses,retro-transcribing,
1158,11760,Viruses,retro-transcribing,
1159,11768,Viruses,retro-transcribing,
1160,11885,Viruses,retro-transcribing,
1161,11907,Viruses,retro-transcribing,
1162,12058,Viruses,ssRNA,ssRNA positive-strand viruses
1163,12062,Viruses,ssRNA,ssRNA positive-strand viruses
1164,12089,Viruses,ssRNA,ssRNA positive-strand viruses
1165,12138,Viruses,ssRNA,ssRNA positive-strand viruses
1166,12183,Viruses,ssRNA,ssRNA positive-strand viruses
1167,12663,Viruses,ssRNA,ssRNA positive-strand viruses
1168,13123,Eukaryotes,Arthropoda,Other
1169,13191,Eukaryotes,Arthropoda,Lepidoptera
1170,13469,Eukaryotes,Viridiplantae,Other
1171,13563,Fungi,Other,
1172,13632,Eukaryotes,Arthropoda,Other
1173,13705,Fungi,Other,
1174,27334,Fungi,Ascomycota,Eurotiomycetes
