drugind_id,record_id,molregno,max_phase_for_ind,mesh_id,mesh_heading,efo_id,efo_term
44812,1705232,682106,3,D004715,Endometriosis,EFO:0001065,endometriosis
44813,1697407,1380833,2,D004715,Endometriosis,EFO:0001065,endometriosis
44814,1343336,378315,4,D008288,Malaria,EFO:0001068,malaria
44815,1695999,1380175,3,D008288,Malaria,EFO:0001068,malaria
44817,1343899,53686,2,D008175,Lung Neoplasms,EFO:0001071,lung carcinoma
44819,1696513,1381004,3,D008175,Lung Neoplasms,EFO:0001071,lung carcinoma
44822,1344798,27229,2,D008175,Lung Neoplasms,EFO:0001071,lung carcinoma
44823,1344742,564219,3,D008175,Lung Neoplasms,EFO:0001071,lung carcinoma
44824,1343478,486421,1,D008175,Lung Neoplasms,EFO:0001071,lung carcinoma
44825,1344968,7494,2,D008175,Lung Neoplasms,EFO:0001071,lung carcinoma
44826,1344275,675534,1,D009765,Obesity,EFO:0001073,obesity
44828,1343835,16450,1,D009767,"Obesity, Morbid",EFO:0001074,morbid obesity
44829,1392900,1121887,3,D010051,Ovarian Neoplasms,EFO:0001075,ovarian carcinoma
44831,1702690,78759,3,D010051,Ovarian Neoplasms,EFO:0001075,ovarian carcinoma
44835,1344337,365281,3,D010051,Ovarian Neoplasms,EFO:0001075,ovarian carcinoma
44837,1343938,20881,2,D013313,"Stress Disorders, Post-Traumatic",EFO:0001358,post-traumatic stress disorder
44838,2473613,1383170,1,D013313,"Stress Disorders, Post-Traumatic",EFO:0001358,post-traumatic stress disorder
44839,1344787,674525,3,D003922,"Diabetes Mellitus, Type 1",EFO:0001359,type I diabetes mellitus
44842,1699987,350339,2,D003922,"Diabetes Mellitus, Type 1",EFO:0001359,type I diabetes mellitus
44843,1695958,1380135,3,D003922,"Diabetes Mellitus, Type 1",EFO:0001359,type I diabetes mellitus
44845,1343938,20881,0,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
44847,1344143,2096404,3,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
44848,1344833,675436,3,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
44849,1343170,102073,3,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
44850,1702329,451662,3,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
44851,1695937,1380126,3,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
44852,1344787,674525,3,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
44853,2791014,1078496,2,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
44854,1699368,16088,3,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
44855,1343064,443348,2,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
44857,1700194,1376261,3,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
44862,1698619,44905,2,D006976,"Hypertension, Pulmonary",EFO:0001361,pulmonary arterial hypertension
44863,1699893,406189,3,D006976,"Hypertension, Pulmonary",EFO:0001361,pulmonary arterial hypertension
44864,1705845,318711,3,D006976,"Hypertension, Pulmonary",EFO:0001361,pulmonary arterial hypertension
44865,1700795,853,2,D008268,Macular Degeneration,EFO:0001365,age-related macular degeneration
44868,1343190,674612,2,D008268,Macular Degeneration,EFO:0001365,age-related macular degeneration
44870,1344559,6723,2,D008268,Macular Degeneration,EFO:0001365,age-related macular degeneration
44872,1706190,165012,2,D009101,Multiple Myeloma,EFO:0001378,multiple myeloma
44873,2473498,494834,2,D009101,Multiple Myeloma,EFO:0001378,multiple myeloma
44874,1343268,5028,4,D009101,Multiple Myeloma,EFO:0001378,multiple myeloma
44875,1343640,570147,3,D009101,Multiple Myeloma,EFO:0001378,multiple myeloma
44876,1392922,1121909,1,D009101,Multiple Myeloma,EFO:0001378,multiple myeloma
44877,1706020,63100,4,D009101,Multiple Myeloma,EFO:0001378,multiple myeloma
44879,1344122,18694,2,D002583,Uterine Cervical Neoplasms,EFO:0001416,cervical adenocarcinoma
44888,1702475,1139916,1,D008107,Liver Diseases,EFO:0001421,liver disease
44891,1343537,394996,1,D008107,Liver Diseases,EFO:0001421,liver disease
44892,1705225,410123,1,D008107,Liver Diseases,EFO:0001421,liver disease
44893,1344280,101924,2,D008107,Liver Diseases,EFO:0001421,liver disease
44896,1343261,246,3,D008103,Liver Cirrhosis,EFO:0001422,cirrhosis of liver
44897,1344202,13618,2,D008103,Liver Cirrhosis,EFO:0001422,cirrhosis of liver
44898,1699852,14366,1,D019337,Hematologic Neoplasms,EFO:0001642,lymphoid neoplasm
44899,1696446,1380967,2,D003327,Coronary Disease,EFO:0001645,coronary heart disease
44900,1343866,97867,2,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
44901,1706190,165012,2,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
44902,2473498,494834,2,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
44903,1702648,1378008,3,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
44904,1702458,369464,3,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
44907,2473221,83217,2,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
44909,1697174,699375,3,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
44910,1392883,1121870,2,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
44912,1344395,63252,3,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
44914,1699819,1051539,3,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
44915,2472885,579824,2,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
44916,1695971,1380147,2,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
44917,1696544,1381035,1,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
44918,1937964,1220034,1,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
44919,1699198,340939,1,D007251,"Influenza, Human",EFO:0001669,influenza infection
44921,1707139,1382033,1,D007251,"Influenza, Human",EFO:0001669,influenza infection
44922,1976740,1344709,2,D055728,Primary Myelofibrosis,EFO:0002430,primary myelofibrosis
44923,1705333,238336,3,D055623,"Keratosis, Actinic",EFO:0002496,actinic keratosis
44926,1344357,91783,4,D010003,Osteoarthritis,EFO:0002506,osteoarthritis
44927,1697407,1380833,3,D010003,Osteoarthritis,EFO:0002506,osteoarthritis
44928,1696456,675360,2,D010003,Osteoarthritis,EFO:0002506,osteoarthritis
44930,1705329,424824,3,D010003,Osteoarthritis,EFO:0002506,osteoarthritis
44931,1701491,1377278,3,D010003,Osteoarthritis,EFO:0002506,osteoarthritis
44932,1696697,1381188,3,D010003,Osteoarthritis,EFO:0002506,osteoarthritis
44934,1343426,674838,1,D010300,Parkinson Disease,EFO:0002508,Parkinson's disease
44935,1705972,258847,2,D010300,Parkinson Disease,EFO:0002508,Parkinson's disease
44936,1879133,1448219,1,D021441,"Carcinoma, Pancreatic Ductal",EFO:0002517,pancreatic ductal adenocarcinoma
44939,1344406,21459,3,D019970,Cocaine-Related Disorders,EFO:0002610,cocaine dependence
44940,1344976,43740,2,D019970,Cocaine-Related Disorders,EFO:0002610,cocaine dependence
44942,1343316,446784,3,D019970,Cocaine-Related Disorders,EFO:0002610,cocaine dependence
44944,1344787,674525,2,D019970,Cocaine-Related Disorders,EFO:0002610,cocaine dependence
44949,1699971,197166,3,D010190,Pancreatic Neoplasms,EFO:0002618,pancreatic carcinoma
44952,1343941,674747,2,D008180,"Lupus Erythematosus, Systemic",EFO:0002690,systemic lupus erythematosus
44953,1702681,1378029,3,D008180,"Lupus Erythematosus, Systemic",EFO:0002690,systemic lupus erythematosus
44954,1392870,1121857,2,D008180,"Lupus Erythematosus, Systemic",EFO:0002690,systemic lupus erythematosus
44956,1702690,78759,2,D013964,Thyroid Neoplasms,EFO:0002892,thyroid carcinoma
44957,1392925,1121912,3,D016410,"Lymphoma, T-Cell, Cutaneous",EFO:0002913,Cutaneous T-cell lymphoma
44959,1700182,1376249,2,D004938,Esophageal Neoplasms,EFO:0002916,esophageal carcinoma
44963,1343537,394996,3,D006526,Hepatitis C,EFO:0003047,hepatitis C infection
44965,1697400,1380626,2,D006526,Hepatitis C,EFO:0003047,hepatitis C infection
44967,1345003,360720,3,D006526,Hepatitis C,EFO:0003047,hepatitis C infection
44968,1392887,1121874,1,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
44969,1343478,486421,1,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
44970,1343903,300022,3,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
44973,1702458,369464,2,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
44974,1343899,53686,2,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
44976,1706035,299120,2,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
44978,1705242,1037712,3,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
44979,1344108,365189,1,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
44980,1699434,371561,1,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
44982,1343829,68607,3,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
44984,1695941,1380127,2,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
44985,2472888,453228,2,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
44993,1344847,390990,2,D065626,Non-alcoholic Fatty Liver Disease,EFO:0003095,non-alcoholic fatty liver disease
44997,1343279,85305,3,D010523,Peripheral Nervous System Diseases,EFO:0003100,peripheral neuropathy
44998,1699879,1376142,2,D014552,Urinary Tract Infections,EFO:0003103,urinary tract infection
44999,1696705,1381196,2,D014552,Urinary Tract Infections,EFO:0003103,urinary tract infection
45003,1343261,246,3,D014552,Urinary Tract Infections,EFO:0003103,urinary tract infection
45004,1702428,697236,2,D014552,Urinary Tract Infections,EFO:0003103,urinary tract infection
45006,1344657,229172,3,D014552,Urinary Tract Infections,EFO:0003103,urinary tract infection
45008,2472684,1761965,3,D011014,Pneumonia,EFO:0003106,pneumonia
45009,1343581,143284,4,D011014,Pneumonia,EFO:0003106,pneumonia
45012,1699980,566893,3,D011014,Pneumonia,EFO:0003106,pneumonia
45014,1343340,1795,4,D011014,Pneumonia,EFO:0003106,pneumonia
45015,1343064,443348,2,D011014,Pneumonia,EFO:0003106,pneumonia
45018,1700034,178620,1,D020329,Essential Tremor,EFO:0003108,essential tremor
45019,1343286,688684,3,D006333,Heart Failure,EFO:0003144,heart failure
45020,1697398,1380624,3,D006333,Heart Failure,EFO:0003144,heart failure
45021,1976830,1626789,2,D006333,Heart Failure,EFO:0003144,heart failure
45023,1699787,76666,3,D006333,Heart Failure,EFO:0003144,heart failure
45024,1343375,581814,4,D006333,Heart Failure,EFO:0003144,heart failure
45025,1976746,1442757,2,D006333,Heart Failure,EFO:0003144,heart failure
45026,1697461,1380863,3,D006333,Heart Failure,EFO:0003144,heart failure
45027,1343938,20881,2,D001321,Autistic Disorder,EFO:0003758,autism
45028,1344976,43740,3,D001321,Autistic Disorder,EFO:0003758,autism
45029,1701869,1377643,2,D001321,Autistic Disorder,EFO:0003758,autism
45030,1703326,2223,3,D001321,Autistic Disorder,EFO:0003758,autism
45032,1343938,20881,2,D014029,Tobacco Use Disorder,EFO:0003768,nicotine dependence
45033,1705387,52523,1,D014029,Tobacco Use Disorder,EFO:0003768,nicotine dependence
45036,1343830,138562,3,D003930,Diabetic Retinopathy,EFO:0003770,diabetic retinopathy
45040,1392952,1121939,3,D001528,Behcet Syndrome,EFO:0003780,Behcet's syndrome
45041,1344034,675617,3,D001528,Behcet Syndrome,EFO:0003780,Behcet's syndrome
45042,1706958,1381897,1,D006967,Hypersensitivity,EFO:0003785,allergy
45043,1344384,675561,1,D006967,Hypersensitivity,EFO:0003785,allergy
45044,1705253,701078,3,D000754,"Anemia, Refractory, with Excess of Blasts",EFO:0003811,refractory anemia with excess blasts
45046,1702524,1377926,3,D008881,Migraine Disorders,EFO:0003821,migraine disorder
45047,1705053,1364661,1,D000437,Alcoholism,EFO:0003829,alcohol dependence
45048,1705886,331146,2,D000437,Alcoholism,EFO:0003829,alcohol dependence
45049,1343649,675428,2,D011472,Prostatitis,EFO:0003830,prostatitis
45051,1344787,674525,2,D001932,Brain Neoplasms,EFO:0003833,brain neoplasm
45052,1696513,1381004,3,D001932,Brain Neoplasms,EFO:0003833,brain neoplasm
45053,2473074,1383172,2,D001932,Brain Neoplasms,EFO:0003833,brain neoplasm
45058,1343941,674747,3,D020528,"Multiple Sclerosis, Chronic Progressive",EFO:0003840,chronic progressive multiple sclerosis
45059,1705068,1379603,3,D020528,"Multiple Sclerosis, Chronic Progressive",EFO:0003840,chronic progressive multiple sclerosis
45061,1344436,21697,3,D010146,Pain,EFO:0003843,pain
45065,1705975,1380041,3,D010146,Pain,EFO:0003843,pain
45066,1679368,1369608,2,D010146,Pain,EFO:0003843,pain
45070,1705363,9277,3,D010146,Pain,EFO:0003843,pain
45072,1705281,23745,1,D010146,Pain,EFO:0003843,pain
45079,1706297,378692,3,D015663,"Osteoporosis, Postmenopausal",EFO:0003854,postmenopausal osteoporosis
45081,1343237,674702,2,D003092,Colitis,EFO:0003872,colitis
45082,1344034,675617,2,D003092,Colitis,EFO:0003872,colitis
45085,1699406,283927,3,D007383,Intermittent Claudication,EFO:0003876,intermittent vascular claudication
45086,1343494,675815,1,D012891,Sleep Apnea Syndromes,EFO:0003877,sleep apnea
45087,1344976,43740,1,D012891,Sleep Apnea Syndromes,EFO:0003877,sleep apnea
45090,1343675,466768,0,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
45093,1706462,1280078,1,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
45096,1343081,1280,3,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
45097,1343938,20881,3,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
45098,1343975,675419,2,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
45100,1703496,228121,1,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
45102,1343295,304381,3,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
45106,1343223,675492,2,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
45107,2472757,1248752,2,D009103,Multiple Sclerosis,EFO:0003885,multiple sclerosis
45109,1344617,126356,4,D000152,Acne Vulgaris,EFO:0003894,acne
45110,2472870,1951344,3,D000152,Acne Vulgaris,EFO:0003894,acne
45112,1344062,675515,4,D020246,Venous Thrombosis,EFO:0003907,deep vein thrombosis
45124,1344725,31289,2,D020181,"Sleep Apnea, Obstructive",EFO:0003918,obstructive sleep apnea
45126,1343365,675143,3,D020181,"Sleep Apnea, Obstructive",EFO:0003918,obstructive sleep apnea
45127,1698619,44905,3,D020181,"Sleep Apnea, Obstructive",EFO:0003918,obstructive sleep apnea
45129,1344918,364520,2,D008593,Menopause,EFO:0003922,menopause
45130,2795476,3012,2,D020529,"Multiple Sclerosis, Relapsing-Remitting",EFO:0003929,relapsing-remitting multiple sclerosis
45131,1705344,1202,1,D020529,"Multiple Sclerosis, Relapsing-Remitting",EFO:0003929,relapsing-remitting multiple sclerosis
45132,1702486,1377909,2,D020529,"Multiple Sclerosis, Relapsing-Remitting",EFO:0003929,relapsing-remitting multiple sclerosis
45133,1392959,1121946,2,D020529,"Multiple Sclerosis, Relapsing-Remitting",EFO:0003929,relapsing-remitting multiple sclerosis
45138,1344057,27370,2,D013281,"Stomatitis, Aphthous",EFO:0003938,aphthous ulcer
45139,1704037,1378640,3,D005764,Gastroesophageal Reflux,EFO:0003948,gastroesophageal reflux disease
45140,1703457,26451,3,D006255,"Rhinitis, Allergic, Seasonal",EFO:0003956,seasonal allergic rhinitis
45141,1697461,1380863,3,D006620,Hip Fractures,EFO:0003964,hip fracture
45142,1343895,430124,3,D006620,Hip Fractures,EFO:0003964,hip fracture
45146,1699529,46958,2,D002349,Carpal Tunnel Syndrome,EFO:0004143,carpal tunnel syndrome
45147,1696328,1380732,2,D005902,"Glaucoma, Open-Angle",EFO:0004190,open-angle glaucoma
45149,1392952,1121939,2,D000506,Alopecia Areata,EFO:0004192,alopecia areata
45150,1343866,97867,2,D002280,"Carcinoma, Basal Cell",EFO:0004193,basal cell carcinoma
45152,1695967,1380143,3,D005922,"Glomerulonephritis, IGA",EFO:0004194,IGA glomerulonephritis
45155,1344135,28331,3,D015228,Hypertriglyceridemia,EFO:0004211,Hypertriglyceridemia
45156,2472844,1926843,3,D015228,Hypertriglyceridemia,EFO:0004211,Hypertriglyceridemia
45159,1344970,72873,3,D019698,"Hepatitis C, Chronic",EFO:0004220,Chronic Hepatitis C infection
45161,1702656,1064694,3,D019698,"Hepatitis C, Chronic",EFO:0004220,Chronic Hepatitis C infection
45163,1976734,1623461,2,D019698,"Hepatitis C, Chronic",EFO:0004220,Chronic Hepatitis C infection
45165,1392906,1121893,2,D005923,"Glomerulosclerosis, Focal Segmental",EFO:0004236,focal segmental glomerulosclerosis
45167,1699617,6078,3,D019694,"Hepatitis B, Chronic",EFO:0004239,chronic hepatitis B infection
45168,1344597,399361,1,D006556,Heroin Dependence,EFO:0004240,heroin dependence
45169,1343938,20881,2,D009771,Obsessive-Compulsive Disorder,EFO:0004242,obsessive-compulsive disorder
45171,1702338,511465,3,D002276,Carcinoid Tumor,EFO:0004243,carcinoid tumor
45172,1344998,675483,2,D002276,Carcinoid Tumor,EFO:0004243,carcinoid tumor
45174,1344122,18694,3,D009303,Nasopharyngeal Neoplasms,EFO:0004252,nasopharyngeal neoplasm
45175,1976818,1626777,3,D009303,Nasopharyngeal Neoplasms,EFO:0004252,nasopharyngeal neoplasm
45176,1700348,675393,3,D009404,Nephrotic Syndrome,EFO:0004255,nephrotic syndrome
45177,1706267,694221,2,D016584,Panic Disorder,EFO:0004262,panic disorder
45178,1344718,674273,2,D016584,Panic Disorder,EFO:0004262,panic disorder
45179,1343915,50440,3,D058729,Peripheral Arterial Disease,EFO:0004265,peripheral arterial disease
45180,1702319,70140,3,D015209,"Cholangitis, Sclerosing",EFO:0004268,sclerosing cholangitis
45181,1343549,13590,2,D015209,"Cholangitis, Sclerosing",EFO:0004268,sclerosing cholangitis
45182,1699631,371631,3,D001145,"Arrhythmias, Cardiac",EFO:0004269,cardiac arrhythmia
45184,1343102,675442,4,D000740,Anemia,EFO:0004272,anemia
45185,1390856,699376,4,D006073,Gout,EFO:0004274,gout
45188,1702428,697236,2,D016757,"Death, Sudden, Cardiac",EFO:0004278,sudden cardiac arrest
45199,1343975,675419,3,D006086,Graft vs Host Disease,EFO:0004599,acute graft vs. host disease
45203,1879122,1540477,2,D020370,"Osteoarthritis, Knee",EFO:0004616,"osteoarthritis, knee"
45204,1705074,1379609,3,D007319,Sleep Initiation and Maintenance Disorders,EFO:0004698,insomnia
45206,1702534,603815,2,D007319,Sleep Initiation and Maintenance Disorders,EFO:0004698,insomnia
45208,1705842,705988,3,D019969,Amphetamine-Related Disorders,EFO:0004701,metamphetamine dependence
45209,1343345,2431,3,D013375,Substance Withdrawal Syndrome,EFO:0004777,alcohol withdrawal
45210,1344787,674525,3,D020250,Postoperative Nausea and Vomiting,EFO:0004888,post operative nausea and vomiting
45212,2472756,1345403,3,D006938,Hyperlipoproteinemia Type II,EFO:0004911,familial hypercholesterolemia
45213,1343134,146,3,D010033,Otitis Media,EFO:0004992,Otitis media
45214,1705422,25047,4,D016773,"Leishmaniasis, Cutaneous",EFO:0005046,cutaneous Leishmaniasis
45216,1344337,365281,3,D065630,"Hernias, Diaphragmatic, Congenital",EFO:0005207,congenital heart disease
45217,1699467,1352913,2,D065630,"Hernias, Diaphragmatic, Congenital",EFO:0005207,congenital heart disease
45218,1698619,44905,2,D065630,"Hernias, Diaphragmatic, Congenital",EFO:0005207,congenital heart disease
45224,1344787,674525,2,D007022,Hypotension,EFO:0005251,hypotension
45229,1343570,16656,3,D011618,Psychotic Disorders,EFO:0005407,psychosis
45231,1706958,1381897,3,D014581,Urticaria,EFO:0005531,urticaria
45233,1705281,23745,2,D009293,Opioid-Related Disorders,EFO:0005611,opioid dependence
45238,1343866,97867,1,D009437,Neuralgia,EFO:0005762,neuropathic pain
45239,1705975,1380041,2,D009437,Neuralgia,EFO:0005762,neuropathic pain
45240,1706155,675727,3,D009437,Neuralgia,EFO:0005762,neuropathic pain
45242,1699810,619400,2,D009437,Neuralgia,EFO:0005762,neuropathic pain
45243,1343587,11674,2,D001927,Brain Diseases,EFO:0005774,brain disease
45244,1696434,1380959,1,D006255,"Rhinitis, Allergic, Seasonal",EFO:0005854,allergic rhinitis
45246,1344113,110803,4,D006255,"Rhinitis, Allergic, Seasonal",EFO:0005854,allergic rhinitis
45248,1344673,675685,4,D008228,"Lymphoma, Non-Hodgkin",EFO:0005952,non-Hodgkins lymphoma
45249,1702690,78759,3,D008228,"Lymphoma, Non-Hodgkin",EFO:0005952,non-Hodgkins lymphoma
45250,1344936,675434,3,D008228,"Lymphoma, Non-Hodgkin",EFO:0005952,non-Hodgkins lymphoma
45251,1344062,675515,2,D012772,"Shock, Septic",EFO:0006834,septic shock
45252,1702242,84633,1,D018567,"Breast Neoplasms, Male",EFO:0006861,male breast carcinoma
45253,1344738,675569,2,D018567,"Breast Neoplasms, Male",EFO:0006861,male breast carcinoma
45255,1344960,11305,2,D018567,"Breast Neoplasms, Male",EFO:0006861,male breast carcinoma
45256,1343246,675133,1,D018567,"Breast Neoplasms, Male",EFO:0006861,male breast carcinoma
45257,1344456,675684,2,D018567,"Breast Neoplasms, Male",EFO:0006861,male breast carcinoma
45258,1343629,674816,4,D003233,"Conjunctivitis, Allergic",EFO:0007141,allergic conjunctivitis
45259,1343356,479129,3,D003233,"Conjunctivitis, Allergic",EFO:0007141,allergic conjunctivitis
45260,1344011,674742,2,D003233,"Conjunctivitis, Allergic",EFO:0007141,allergic conjunctivitis
45261,1343468,2197562,4,D016553,"Purpura, Thrombocytopenic, Idiopathic",EFO:0007160,autoimmune thrombocytopenic purpura
45262,1702334,469763,2,D009902,Optic Neuritis,EFO:0007405,optic neuritis
45263,1344057,27370,2,D006391,Hemangioma,EFO:1000635,hemangioma
45264,1700648,27347,3,D006391,Hemangioma,EFO:1000635,hemangioma
45265,1344137,127755,0,D012393,Rosacea,EFO:1000760,rosacea
45266,1697116,1380301,2,D012393,Rosacea,EFO:1000760,rosacea
45268,1343594,419622,3,D002062,Bursitis,EFO:1000941,frozen shoulder
45284,1695964,1380140,1,D001851,"Bone Diseases, Metabolic",HP:0000938,osteopenia
45285,1699833,675709,3,D004485,Eczema,HP:0000964,Eczema
45287,1705050,609761,2,D012640,Seizures,HP:0001250,Seizures
45292,1343295,304381,3,D058186,Acute Kidney Injury,HP:0001919,Acute kidney injury
45293,1699467,1352913,2,D058186,Acute Kidney Injury,HP:0001919,Acute kidney injury
45294,1698619,44905,2,D058186,Acute Kidney Injury,HP:0001919,Acute kidney injury
45295,1344620,445395,0,D007003,Hypoglycemia,HP:0001943,Hypoglycemia
45296,1343675,466768,4,D003967,Diarrhea,HP:0002014,diarrhea
45298,1976733,1626744,2,D003248,Constipation,HP:0002019,constipation
45299,1697412,675447,3,D003248,Constipation,HP:0002019,constipation
45300,1343160,30180,3,D001987,Bronchiectasis,HP:0002110,Bronchiectasis
45304,1707060,1540527,3,D006937,Hypercholesterolemia,HP:0003124,hypercholesterolemia
45306,1695971,1380147,2,D011649,Pulmonary Alveolar Proteinosis,HP:0006517,Alveolar proteinosis
45310,1343559,2046,3,D001988,Bronchiolitis,HP:0011950,Bronchiolitis
45319,1344148,27575,1,D060825,Cognitive Dysfunction,HP:0100543,cognitive impairment
45323,1344787,674525,4,D006470,Hemorrhage,MP:0001914,hemorrhage
45327,1344831,1406675,3,D004402,"Dysautonomia, Familial",Orphanet:1764,Familial dysautonomia
45328,1976830,1626789,3,D000755,"Anemia, Sickle Cell",Orphanet:232,Sickle cell anemia
45329,1699654,411450,3,D000755,"Anemia, Sickle Cell",Orphanet:232,Sickle cell anemia
45330,1696257,1380662,2,D000755,"Anemia, Sickle Cell",Orphanet:232,Sickle cell anemia
45331,1696513,1381004,1,D008579,Meningioma,Orphanet:2495,Meningioma
45332,1343570,16656,3,D052439,Lipid Metabolism Disorders,Orphanet:309005,Disorder of lipid metabolism
45337,2473141,366667,2,D052439,Lipid Metabolism Disorders,Orphanet:309005,Disorder of lipid metabolism
45338,1976741,378216,3,D014376,Tuberculosis,Orphanet:3389,Tuberculosis
45340,1701404,1383028,3,D005776,Gaucher Disease,Orphanet:355,Gaucher disease
45341,1343801,675814,4,D005776,Gaucher Disease,Orphanet:355,Gaucher disease
45342,1679365,1285397,4,D005776,Gaucher Disease,Orphanet:355,Gaucher disease
45347,1702319,70140,2,D003550,Cystic Fibrosis,Orphanet:586,Cystic fibrosis
45348,1700795,853,1,D003550,Cystic Fibrosis,Orphanet:586,Cystic fibrosis
45349,1344645,61680,3,D003550,Cystic Fibrosis,Orphanet:586,Cystic fibrosis
45352,1344149,1418072,3,D016471,Ovarian Hyperstimulation Syndrome,Orphanet:64739,Ovarian hyperstimulation syndrome
45355,1706183,675725,2,D010661,Phenylketonurias,Orphanet:716,Phenylketonuria
45356,1699732,446432,3,D011125,Adenomatous Polyposis Coli,Orphanet:733,Familial adenomatous polyposis
45357,1344669,442013,2,D011125,Adenomatous Polyposis Coli,Orphanet:733,Familial adenomatous polyposis
45358,1699368,16088,3,D011218,Prader-Willi Syndrome,Orphanet:739,Prader-Willi syndrome
45359,1699434,371561,2,D012174,Retinitis Pigmentosa,Orphanet:791,Retinitis pigmentosa
45361,1699707,27417,1,D007863,Lecithin Cholesterol Acyltransferase Deficiency,Orphanet:79292,Fish-eye disease
45362,1343268,5028,3,D012507,Sarcoidosis,Orphanet:797,Sarcoidosis
45363,1344725,31289,2,D009134,"Muscular Atrophy, Spinal",Orphanet:83419,Proximal spinal muscular atrophy type 3
45364,1343323,63649,3,D028226,"Amyloidosis, Familial",Orphanet:85443,AL amyloidosis
45365,1976748,1604993,2,D005600,Fragile X Syndrome,Orphanet:908,Fragile X syndrome
45367,1696058,1380376,2,D006467,Hemophilia A,Orphanet:98878,Hemophilia A
45369,1343167,418401,2,D015451,"Leukemia, Lymphocytic, Chronic, B-Cell",EFO:0000095,chronic lymphocytic leukemia
45370,1344222,581569,2,D015451,"Leukemia, Lymphocytic, Chronic, B-Cell",EFO:0000095,chronic lymphocytic leukemia
45373,1696817,1381308,2,D015451,"Leukemia, Lymphocytic, Chronic, B-Cell",EFO:0000095,chronic lymphocytic leukemia
45374,1706793,1381777,1,D015451,"Leukemia, Lymphocytic, Chronic, B-Cell",EFO:0000095,chronic lymphocytic leukemia
45375,1879133,1448219,3,D008224,"Lymphoma, Follicular",EFO:0000096,neoplasm of mature B-cells
45376,1937975,1592343,1,D013274,Stomach Neoplasms,EFO:0000178,gastric carcinoma
45377,1344579,8633,3,D013274,Stomach Neoplasms,EFO:0000178,gastric carcinoma
45378,1344026,4345,4,D015658,HIV Infections,EFO:0000180,HIV-1 infection
45379,1344485,37316,4,D015658,HIV Infections,EFO:0000180,HIV-1 infection
