mecref_id,mec_id,ref_type,ref_id,ref_url
2229,1189,PubMed,12713596,http://europepmc.org/abstract/MED/12713596
2230,1189,PubMed,12925531,http://europepmc.org/abstract/MED/12925531
2231,1189,Wikipedia,Diclofenac#Mechanism_of_action,http://en.wikipedia.org/wiki/Diclofenac#Mechanism_of_action
2232,7411,PubMed,12208114,http://europepmc.org/abstract/MED/12208114
2233,1191,PubMed,12950415,http://europepmc.org/abstract/MED/12950415
2234,1191,PubMed,17981262,http://europepmc.org/abstract/MED/17981262
2235,1191,PubMed,19743890,http://europepmc.org/abstract/MED/19743890
2236,1192,FDA,"label/2007/016059s097,017814s040,018332s030lbl.pdf","http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/016059s097,017814s040,018332s030lbl.pdf"
2237,1192,ISBN,9780702034718 PP. 319-320,http://www.isbnsearch.org/isbn/9780702034718
2238,1193,DailyMed,setid=aa4dd955-f3d5-489d-b649-656b2784b0e2,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=aa4dd955-f3d5-489d-b649-656b2784b0e2
2239,1194,PubMed,10773011,http://europepmc.org/abstract/MED/10773011
2240,1194,PubMed,11006278,http://europepmc.org/abstract/MED/11006278
2241,1194,PubMed,11405284,http://europepmc.org/abstract/MED/11405284
2242,1194,PubMed,11811354,http://europepmc.org/abstract/MED/11811354
2243,1194,PubMed,12392782,http://europepmc.org/abstract/MED/12392782
2244,1194,PubMed,17562170,http://europepmc.org/abstract/MED/17562170
2245,1195,PubMed,10220509,http://europepmc.org/abstract/MED/10220509
2246,1195,PubMed,10422661,http://europepmc.org/abstract/MED/10422661
2247,1195,PubMed,11695255,http://europepmc.org/abstract/MED/11695255
2248,1195,PubMed,12446609,http://europepmc.org/abstract/MED/12446609
2249,1195,PubMed,14568028,http://europepmc.org/abstract/MED/14568028
2250,1195,PubMed,14568029,http://europepmc.org/abstract/MED/14568029
2251,1196,PubMed,10372826,http://europepmc.org/abstract/MED/10372826
2252,1197,PubMed,12463455,http://europepmc.org/abstract/MED/12463455
2253,1197,PubMed,12950415,http://europepmc.org/abstract/MED/12950415
2254,1197,PubMed,14742690,http://europepmc.org/abstract/MED/14742690
2255,1197,DailyMed,setid=75a96561-6f52-4c11-a105-391fbbfe4827,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=75a96561-6f52-4c11-a105-391fbbfe4827
2256,7410,PubMed,12208114,http://europepmc.org/abstract/MED/12208114
2257,1199,FDA,"label/2007/016059s097,017814s040,018332s030lbl.pdf","http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/016059s097,017814s040,018332s030lbl.pdf"
2258,1199,ISBN,9780702034718 PP. 319-320,http://www.isbnsearch.org/isbn/9780702034718
2259,1201,PubMed,9626023,http://europepmc.org/abstract/MED/9626023
2260,1201,PubMed,10377455,http://europepmc.org/abstract/MED/10377455
2261,1202,PubMed,12463455,http://europepmc.org/abstract/MED/12463455
2262,1202,PubMed,12950415,http://europepmc.org/abstract/MED/12950415
2263,1202,PubMed,14742690,http://europepmc.org/abstract/MED/14742690
2264,1203,FDA,label/2009/021903s004lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/021903s004lbl.pdf
2265,1203,Wikipedia,Ibuprofen_lysine#Mechanism_of_action,http://en.wikipedia.org/wiki/Ibuprofen_lysine#Mechanism_of_action
2266,1204,PubMed,9831331,http://europepmc.org/abstract/MED/9831331
2267,1204,PubMed,12065695,http://europepmc.org/abstract/MED/12065695
2268,1204,PubMed,15324530,http://europepmc.org/abstract/MED/15324530
2269,1204,PubMed,19338579,http://europepmc.org/abstract/MED/19338579
2270,1204,PubMed,19952416,http://europepmc.org/abstract/MED/19952416
2271,1204,DailyMed,setid=ea1de47e-3101-4414-817c-0a098af8988c,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ea1de47e-3101-4414-817c-0a098af8988c
2272,1205,Expert,,
2273,1206,PubMed,10381057,http://europepmc.org/abstract/MED/10381057
2274,1206,PubMed,11153163,http://europepmc.org/abstract/MED/11153163
2275,1206,PubMed,11785774,http://europepmc.org/abstract/MED/11785774
2276,1207,PubMed,10377455,http://europepmc.org/abstract/MED/10377455
2277,1208,PubMed,10377455,http://europepmc.org/abstract/MED/10377455
2278,1208,Wikipedia,Nsaid,http://en.wikipedia.org/wiki/Nsaid
2279,1208,Wikipedia,Ketoprofen,http://en.wikipedia.org/wiki/Ketoprofen
2280,1209,PubMed,20534341,http://europepmc.org/abstract/MED/20534341
2281,1209,DailyMed,setid=508a418e-985f-4208-9324-2230655bb5c2,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=508a418e-985f-4208-9324-2230655bb5c2
2282,1210,PubMed,20534341,http://europepmc.org/abstract/MED/20534341
2284,1211,FDA,label/2012/018631s039lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/018631s039lbl.pdf
2285,1211,PubMed,19997047,http://europepmc.org/abstract/MED/19997047
2286,1211,Wikipedia,Pentoxifylline,http://en.wikipedia.org/wiki/Pentoxifylline
2287,1212,PubMed,3588607,http://europepmc.org/abstract/MED/3588607
2288,1212,PubMed,12954362,http://europepmc.org/abstract/MED/12954362
2289,1212,PubMed,14992338,http://europepmc.org/abstract/MED/14992338
2290,1212,PubMed,15980878,http://europepmc.org/abstract/MED/15980878
2291,1212,Wikipedia,Theophylline#Mechanisms_of_action,http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action
2292,1213,FDA,label/2000/20793s1lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20793s1lbl.pdf
2293,1213,PubMed,15095008,http://europepmc.org/abstract/MED/15095008
2294,1213,Wikipedia,Adenosine_receptor,http://en.wikipedia.org/wiki/Adenosine_receptor
2295,1214,FDA,label/2000/20793s1lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20793s1lbl.pdf
2296,1214,PubMed,15095008,http://europepmc.org/abstract/MED/15095008
2297,1214,Wikipedia,Adenosine_receptor,http://en.wikipedia.org/wiki/Adenosine_receptor
2298,1215,FDA,label/2011/019937s026lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/019937s026lbl.pdf
2299,1215,ISBN,9780702034718 PP. 204,http://www.isbnsearch.org/isbn/9780702034718
2300,1216,PubMed,3588607,http://europepmc.org/abstract/MED/3588607
2301,1216,PubMed,12954362,http://europepmc.org/abstract/MED/12954362
2302,1216,PubMed,14992338,http://europepmc.org/abstract/MED/14992338
2303,1216,PubMed,15980878,http://europepmc.org/abstract/MED/15980878
2304,1216,Wikipedia,Theophylline#Mechanisms_of_action,http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action
2305,1217,PubMed,3588607,http://europepmc.org/abstract/MED/3588607
2306,1217,PubMed,12954362,http://europepmc.org/abstract/MED/12954362
2307,1217,PubMed,14992338,http://europepmc.org/abstract/MED/14992338
2308,1217,PubMed,15980878,http://europepmc.org/abstract/MED/15980878
2309,1217,Wikipedia,Theophylline#Mechanisms_of_action,http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action
2311,1218,Wikipedia,Nitric_oxide,http://en.wikipedia.org/wiki/Nitric_oxide
2312,1218,Wikipedia,Nitroglycerin,http://en.wikipedia.org/wiki/Nitroglycerin
2313,1218,Wikipedia,Nitrovasodilator,http://en.wikipedia.org/wiki/Nitrovasodilator
2314,1218,Wikipedia,Soluble_guanylyl_cyclase,http://en.wikipedia.org/wiki/Soluble_guanylyl_cyclase
2315,1219,DailyMed,setid=762b51be-1893-4cd1-9511-e645fc420d3a#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=762b51be-1893-4cd1-9511-e645fc420d3a#nlm34090-1
2316,1219,Wikipedia,Soluble_guanylyl_cyclase,http://en.wikipedia.org/wiki/Soluble_guanylyl_cyclase
2317,1220,PubMed,18307997,http://europepmc.org/abstract/MED/18307997
2318,1220,DailyMed,setid=6a44bcac-a0e1-4069-5691-db7b83dbb4b7#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6a44bcac-a0e1-4069-5691-db7b83dbb4b7#nlm34090-1
2319,1220,Wikipedia,Soluble_guanylyl_cyclase,http://en.wikipedia.org/wiki/Soluble_guanylyl_cyclase
2320,1221,FDA,nda/98/75041_Isosorbide%20Mononitrate_prntlbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/75041_Isosorbide%20Mononitrate_prntlbl.pdf
2321,1221,ISBN,9780702034718 PP. 260-261,http://www.isbnsearch.org/isbn/9780702034718
2322,1222,DailyMed,setid=7ec5ba03-6164-4199-a333-7cd8d7c75e17,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7ec5ba03-6164-4199-a333-7cd8d7c75e17
2323,1222,Wikipedia,Nitric_oxide,http://en.wikipedia.org/wiki/Nitric_oxide
2324,1222,Wikipedia,Nitrovasodilator,http://en.wikipedia.org/wiki/Nitrovasodilator
2325,1222,Wikipedia,Isosorbide_dinitrate,http://en.wikipedia.org/wiki/Isosorbide_dinitrate
2326,1222,Wikipedia,Soluble_guanylyl_cyclase,http://en.wikipedia.org/wiki/Soluble_guanylyl_cyclase
2327,1223,PubMed,15621150,http://europepmc.org/abstract/MED/15621150
2328,1223,PubMed,17463174,http://europepmc.org/abstract/MED/17463174
2329,1223,PubMed,17713475,http://europepmc.org/abstract/MED/17713475
2330,1223,DailyMed,setid=37241e87-4af4-4dc3-a1aa-ea6f20d8dc40,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=37241e87-4af4-4dc3-a1aa-ea6f20d8dc40
2331,1224,DailyMed,setid=eed26501-890d-4ff6-88e7-6dbea4726e53,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=eed26501-890d-4ff6-88e7-6dbea4726e53
2332,1225,PubMed,15621150,http://europepmc.org/abstract/MED/15621150
2333,1225,PubMed,17463174,http://europepmc.org/abstract/MED/17463174
2334,1225,PubMed,17713475,http://europepmc.org/abstract/MED/17713475
2335,1225,DailyMed,setid=37241e87-4af4-4dc3-a1aa-ea6f20d8dc40,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=37241e87-4af4-4dc3-a1aa-ea6f20d8dc40
2337,1227,PubMed,167667,http://europepmc.org/abstract/MED/167667
2338,1227,PubMed,6329116,http://europepmc.org/abstract/MED/6329116
2339,1228,PubMed,11931345,http://europepmc.org/abstract/MED/11931345
2340,1228,DailyMed,setid=f278f0d8-4062-420a-97c3-3a8b88253a08#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f278f0d8-4062-420a-97c3-3a8b88253a08#nlm34090-1
2341,1229,PubMed,11886528,http://europepmc.org/abstract/MED/11886528
2342,1230,PubMed,10825398,http://europepmc.org/abstract/MED/10825398
2343,1230,PubMed,11118199,http://europepmc.org/abstract/MED/11118199
2344,1231,ISBN,0471-948470 PP. 174,http://www.isbnsearch.org/isbn/0471948470
2345,1231,PubMed,7562902,http://europepmc.org/abstract/MED/7562902
2346,1231,PubMed,13167106,http://europepmc.org/abstract/MED/13167106
2347,1232,PubMed,2869188,http://europepmc.org/abstract/MED/2869188
2348,1233,ISBN,0443-059748 PP. 169,http://www.isbnsearch.org/isbn/0443059748
2349,1233,PubMed,10611116,http://europepmc.org/abstract/MED/10611116
2350,1233,DailyMed,setid=1c066197-dea6-4705-9b4a-8703dd564a2a#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1c066197-dea6-4705-9b4a-8703dd564a2a#nlm34090-1
2351,1234,PubMed,8930173,http://europepmc.org/abstract/MED/8930173
2352,1234,PubMed,11180982,http://europepmc.org/abstract/MED/11180982
2353,1234,PubMed,17852165,http://europepmc.org/abstract/MED/17852165
2354,1235,PubMed,18259967,http://europepmc.org/abstract/MED/18259967
2355,1236,DailyMed,setid=38be9414-87c4-4a8a-9f17-99be0d0a33fa#section-12,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=38be9414-87c4-4a8a-9f17-99be0d0a33fa#section-12
2356,1237,ISBN,9780702034718 PP. 186,http://www.isbnsearch.org/isbn/9780702034718
2357,1237,PubMed,20030735,http://europepmc.org/abstract/MED/20030735
2358,1237,PubMed,23364786,http://europepmc.org/abstract/MED/23364786
2359,1238,ISBN,0471-948470 PP. 174,http://www.isbnsearch.org/isbn/0471948470
2360,1238,PubMed,7562902,http://europepmc.org/abstract/MED/7562902
2361,1238,Wikipedia,Ajmalicine,http://en.wikipedia.org/wiki/Ajmalicine
2362,1239,DailyMed,setid=4fcdf9ca-78a8-4e4b-958e-2f795bbbf9ca,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4fcdf9ca-78a8-4e4b-958e-2f795bbbf9ca
2363,1240,ISBN,9780702034718 PP. 12,http://www.isbnsearch.org/isbn/9780702034718
2364,1240,PubMed,6386273,http://europepmc.org/abstract/MED/6386273
2365,1240,PubMed,8487790,http://europepmc.org/abstract/MED/8487790
2367,1241,FDA,label/2007/011909s038lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/011909s038lbl.pdf
2368,1241,Wikipedia,Monoamine_oxidase_inhibitor,http://en.wikipedia.org/wiki/Monoamine_oxidase_inhibitor
2369,1242,PubMed,9564606,http://europepmc.org/abstract/MED/9564606
2370,1242,Wikipedia,Pargyline,http://en.wikipedia.org/wiki/Pargyline
2371,1243,FDA,label/2007/011961s039lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/011961s039lbl.pdf
2372,1243,Wikipedia,Monoamine_oxidase_inhibitor,http://en.wikipedia.org/wiki/Monoamine_oxidase_inhibitor
2373,1244,FDA,label/2010/012342s063lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/012342s063lbl.pdf
2374,1244,Wikipedia,Monoamine_oxidase_inhibitor,http://en.wikipedia.org/wiki/Monoamine_oxidase_inhibitor
2375,1245,PubMed,8172912,http://europepmc.org/abstract/MED/8172912
2376,1245,PubMed,8529521,http://europepmc.org/abstract/MED/8529521
2377,1245,PubMed,8911984,http://europepmc.org/abstract/MED/8911984
2378,1245,DailyMed,setid=222b630b-7e09-43b4-9894-3d87f10add91,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=222b630b-7e09-43b4-9894-3d87f10add91
2380,1246,Wikipedia,Glyburide#Mechanism_of_action,http://en.wikipedia.org/wiki/Glyburide#Mechanism_of_action
2381,1247,PubMed,10194514,http://europepmc.org/abstract/MED/10194514
2382,1247,PubMed,22260657,http://europepmc.org/abstract/MED/22260657
2384,1247,Wikipedia,Chlorpropamide,http://en.wikipedia.org/wiki/Chlorpropamide
2385,1248,PubMed,9647478,http://europepmc.org/abstract/MED/9647478
2386,1248,PubMed,10455193,http://europepmc.org/abstract/MED/10455193
2387,1248,PubMed,11226127,http://europepmc.org/abstract/MED/11226127
2388,1248,PubMed,18220763,http://europepmc.org/abstract/MED/18220763
2389,1249,PubMed,22260657,http://europepmc.org/abstract/MED/22260657
2390,1249,DailyMed,setid=07374dc6-a912-45a1-a758-9d0cdca77d5e#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=07374dc6-a912-45a1-a758-9d0cdca77d5e#nlm34090-1
2391,1250,PubMed,10194514,http://europepmc.org/abstract/MED/10194514
2392,1250,PubMed,22260657,http://europepmc.org/abstract/MED/22260657
2393,1250,Wikipedia,Acetohexamide,http://en.wikipedia.org/wiki/Acetohexamide
2394,1251,PubMed,8799949,http://europepmc.org/abstract/MED/8799949
2395,1251,PubMed,10354277,http://europepmc.org/abstract/MED/10354277
2396,1252,PubMed,10773014,http://europepmc.org/abstract/MED/10773014
2397,1252,PubMed,11716850,http://europepmc.org/abstract/MED/11716850
2398,1252,PubMed,12196472,http://europepmc.org/abstract/MED/12196472
2399,1252,PubMed,15219283,http://europepmc.org/abstract/MED/15219283
2400,1253,PubMed,10773014,http://europepmc.org/abstract/MED/10773014
2401,1253,PubMed,11716850,http://europepmc.org/abstract/MED/11716850
2402,1253,PubMed,12196472,http://europepmc.org/abstract/MED/12196472
2403,1253,PubMed,12604678,http://europepmc.org/abstract/MED/12604678
2404,1254,PubMed,9647478,http://europepmc.org/abstract/MED/9647478
2405,1254,PubMed,10455193,http://europepmc.org/abstract/MED/10455193
2406,1254,PubMed,11226127,http://europepmc.org/abstract/MED/11226127
2407,1254,PubMed,18220763,http://europepmc.org/abstract/MED/18220763
2408,1255,PubMed,8772124,http://europepmc.org/abstract/MED/8772124
2409,1255,DailyMed,setid=5012f997-9fb2-4c3d-99fd-4f7efd7c39af,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5012f997-9fb2-4c3d-99fd-4f7efd7c39af
2410,1255,Wikipedia,Triamtere,http://en.wikipedia.org/wiki/Triamtere
2411,1256,PubMed,12928313,http://europepmc.org/abstract/MED/12928313
2412,1256,PubMed,17198922,http://europepmc.org/abstract/MED/17198922
2413,1257,PubMed,17187516,http://europepmc.org/abstract/MED/17187516
2415,1258,PubMed,23115527,http://europepmc.org/abstract/MED/23115527
2416,1258,DailyMed,setid=740e054b-faac-7c27-f06d-a56efb699355,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=740e054b-faac-7c27-f06d-a56efb699355
2417,1259,PubMed,21628579,http://europepmc.org/abstract/MED/21628579
2418,1259,PubMed,23115527,http://europepmc.org/abstract/MED/23115527
2419,1259,DailyMed,setid=c35903cd-e9eb-4841-93d1-fc14249d1e9f#section-12,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c35903cd-e9eb-4841-93d1-fc14249d1e9f#section-12
2420,1260,PubMed,23115527,http://europepmc.org/abstract/MED/23115527
2421,1260,DailyMed,setid=a625c92b-c569-4b98-8d2e-2b3f5e12b34f#section-12,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a625c92b-c569-4b98-8d2e-2b3f5e12b34f#section-12
2422,1261,PubMed,23115527,http://europepmc.org/abstract/MED/23115527
2424,1262,PubMed,1335254,http://europepmc.org/abstract/MED/1335254
2425,1262,PubMed,12776257,http://europepmc.org/abstract/MED/12776257
2426,1262,PubMed,15651176,http://europepmc.org/abstract/MED/15651176
2427,1262,PubMed,22800370,http://europepmc.org/abstract/MED/22800370
2428,1263,DailyMed,setid=43a4d7f8-48ae-4a63-9108-2fa8e3ea9d9c#section-14,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=43a4d7f8-48ae-4a63-9108-2fa8e3ea9d9c#section-14
2429,1264,DailyMed,setid=84137882-e000-47da-bd5b-fa76ab3c76f9#section-12,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=84137882-e000-47da-bd5b-fa76ab3c76f9#section-12
2430,1265,DailyMed,setid=4dc7f0af-77fb-4eec-46b9-dd1c2dcb4525#section-13,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4dc7f0af-77fb-4eec-46b9-dd1c2dcb4525#section-13
2431,1266,FDA,label/2011/021923s012lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021923s012lbl.pdf
2432,1267,DailyMed,setid=f5b7b3a4-c3a4-4722-8ca5-8f6a5c622553#section-14,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f5b7b3a4-c3a4-4722-8ca5-8f6a5c622553#section-14
2433,1268,Expert,REGORAFENIB,http://chembl.blogspot.co.uk/search?q=REGORAFENIB
2434,1269,DailyMed,setid=095081a0-1398-11dc-82e1-0002a5d5c51b#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=095081a0-1398-11dc-82e1-0002a5d5c51b#nlm34090-1
2441,1271,Wikipedia,Clevidipine,http://en.wikipedia.org/wiki/Clevidipine
2442,1271,Wikipedia,Dihydropyridine,http://en.wikipedia.org/wiki/Dihydropyridine
2443,1271,Wikipedia,L-type_calcium_channel,http://en.wikipedia.org/wiki/L-type_calcium_channel
2444,1271,Wikipedia,Voltage-dependent_calcium_channel,http://en.wikipedia.org/wiki/Voltage-dependent_calcium_channel
2445,1272,DailyMed,setid=a91f6d42-e74e-461b-af00-44a118ecc502,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a91f6d42-e74e-461b-af00-44a118ecc502
2446,1272,Wikipedia,Diltiazem,http://en.wikipedia.org/wiki/Diltiazem
2447,1272,Wikipedia,L-type_calcium_channel,http://en.wikipedia.org/wiki/L-type_calcium_channel
2448,1272,Wikipedia,Calcium_channel_blocker,http://en.wikipedia.org/wiki/Calcium_channel_blocker
2449,1272,Wikipedia,Voltage-dependent_calcium_channel,http://en.wikipedia.org/wiki/Voltage-dependent_calcium_channel
2450,1273,FDA,label/2013/022425s021lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022425s021lbl.pdf
2451,1273,Expert,DRONEDARONE,http://chembl.blogspot.co.uk/search?q=DRONEDARONE
2452,1273,Wikipedia,Dronedarone,http://en.wikipedia.org/wiki/Dronedarone
2453,1274,DailyMed,setid=15416229-d7d3-5bfb-a373-71575c36d5cf#section-13,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=15416229-d7d3-5bfb-a373-71575c36d5cf#section-13
2454,1274,Wikipedia,Amlodipine,http://en.wikipedia.org/wiki/Amlodipine
2455,1274,Wikipedia,Dihydropyridine,http://en.wikipedia.org/wiki/Dihydropyridine
2456,1274,Wikipedia,L-type_calcium_channel,http://en.wikipedia.org/wiki/L-type_calcium_channel
2457,1274,Wikipedia,Voltage-dependent_calcium_channel,http://en.wikipedia.org/wiki/Voltage-dependent_calcium_channel
2458,1275,FDA,label/2011/018817s027lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/018817s027lbl.pdf
2459,1275,ISBN,9780702034718 PP. 256,http://www.isbnsearch.org/isbn/9780702034718
2461,1276,Wikipedia,Nifedipine,http://en.wikipedia.org/wiki/Nifedipine
2462,1276,Wikipedia,L-type_calcium_channel,http://en.wikipedia.org/wiki/L-type_calcium_channel
2463,1276,Wikipedia,Calcium_channel_blocker,http://en.wikipedia.org/wiki/Calcium_channel_blocker
2464,1276,Wikipedia,Voltage-dependent_calcium_channel,http://en.wikipedia.org/wiki/Voltage-dependent_calcium_channel
2465,1277,DailyMed,setid=a91f6d42-e74e-461b-af00-44a118ecc502,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a91f6d42-e74e-461b-af00-44a118ecc502
2466,1277,Wikipedia,Diltiazem,http://en.wikipedia.org/wiki/Diltiazem
2467,1277,Wikipedia,L-type_calcium_channel,http://en.wikipedia.org/wiki/L-type_calcium_channel
2468,1277,Wikipedia,Calcium_channel_blocker,http://en.wikipedia.org/wiki/Calcium_channel_blocker
2469,1277,Wikipedia,Voltage-dependent_calcium_channel,http://en.wikipedia.org/wiki/Voltage-dependent_calcium_channel
2470,1278,DailyMed,setid=15416229-d7d3-5bfb-a373-71575c36d5cf#section-13,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=15416229-d7d3-5bfb-a373-71575c36d5cf#section-13
2471,1278,Wikipedia,Amlodipine,http://en.wikipedia.org/wiki/Amlodipine
2472,1278,Wikipedia,Dihydropyridine,http://en.wikipedia.org/wiki/Dihydropyridine
2473,1278,Wikipedia,L-type_calcium_channel,http://en.wikipedia.org/wiki/L-type_calcium_channel
2474,1278,Wikipedia,Voltage-dependent_calcium_channel,http://en.wikipedia.org/wiki/Voltage-dependent_calcium_channel
2475,1279,FDA,label/2011/019734s017lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/019734s017lbl.pdf
2476,1279,PubMed,10608279,http://europepmc.org/abstract/MED/10608279
2477,1279,PubMed,11270579,http://europepmc.org/abstract/MED/11270579
2478,1280,DailyMed,setid=d6a161d9-7e7a-4711-ba0e-c9040c42268d,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d6a161d9-7e7a-4711-ba0e-c9040c42268d
2479,1280,Wikipedia,Nimodipine,http://en.wikipedia.org/wiki/Nimodipine
2480,1280,Wikipedia,L-type_calcium_channel,http://en.wikipedia.org/wiki/L-type_calcium_channel
2481,1280,Wikipedia,Calcium_channel_blocker,http://en.wikipedia.org/wiki/Calcium_channel_blocker
2482,1280,Wikipedia,Voltage-dependent_calcium_channel,http://en.wikipedia.org/wiki/Voltage-dependent_calcium_channel
2483,1281,DailyMed,setid=00d506a4-74d6-4838-b008-3f9e7c017e08,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=00d506a4-74d6-4838-b008-3f9e7c017e08
2484,1281,Wikipedia,Nisoldipine,http://en.wikipedia.org/wiki/Nisoldipine
2485,1281,Wikipedia,Dihydropyridine,http://en.wikipedia.org/wiki/Dihydropyridine
2486,1281,Wikipedia,L-type_calcium_channel,http://en.wikipedia.org/wiki/L-type_calcium_channel
2487,1281,Wikipedia,Voltage-dependent_calcium_channel,http://en.wikipedia.org/wiki/Voltage-dependent_calcium_channel
2488,1282,DailyMed,setid=55637724-8757-11de-8a39-0800200c9a66,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=55637724-8757-11de-8a39-0800200c9a66
2489,1282,Wikipedia,Felodipine,http://en.wikipedia.org/wiki/Felodipine
2490,1282,Wikipedia,L-type_calcium_channel,http://en.wikipedia.org/wiki/L-type_calcium_channel
2491,1282,Wikipedia,Calcium_channel_blocker,http://en.wikipedia.org/wiki/Calcium_channel_blocker
2492,1282,Wikipedia,Voltage-dependent_calcium_channel,http://en.wikipedia.org/wiki/Voltage-dependent_calcium_channel
2493,1283,Expert,BOCEPREVIR,http://chembl.blogspot.co.uk/search?q=BOCEPREVIR
2494,1283,DailyMed,setid=ae879ebe-b620-4829-b6f8-74b58da1c771#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ae879ebe-b620-4829-b6f8-74b58da1c771#nlm34090-1
2496,1285,FDA,"label/2006/020823s016,021025s008lbl.pdf","http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020823s016,021025s008lbl.pdf"
2497,1286,FDA,"label/2006/020823s016,021025s008lbl.pdf","http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020823s016,021025s008lbl.pdf"
2498,1287,PubMed,10375753,http://europepmc.org/abstract/MED/10375753
2499,1287,PubMed,12871155,http://europepmc.org/abstract/MED/12871155
2500,1287,PubMed,16860785,http://europepmc.org/abstract/MED/16860785
2501,1287,PubMed,17218977,http://europepmc.org/abstract/MED/17218977
2502,1287,DailyMed,archiveid=9851,http://dailymed.nlm.nih.gov/dailymed/archives/fdaDrugInfo.cfm?archiveid=9851
2503,1287,Wikipedia,Tacrine,http://en.wikipedia.org/wiki/Tacrine
2504,1288,DailyMed,setid=7d271f3b-e4f9-4d80-8dcf-28d49123f80e,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7d271f3b-e4f9-4d80-8dcf-28d49123f80e
2505,1289,PubMed,20140476,http://europepmc.org/abstract/MED/20140476
2506,1289,DailyMed,setid=282f4099-e848-432a-bac1-e041c192a5ba,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=282f4099-e848-432a-bac1-e041c192a5ba
2507,1290,DailyMed,setid=a2caed21-e9a3-228e-70a8-de30a1b368be,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a2caed21-e9a3-228e-70a8-de30a1b368be
2508,1290,Wikipedia,Amantadine#Dosage_and_mechanism_of_action,http://en.wikipedia.org/wiki/Amantadine#Dosage_and_mechanism_of_action
2509,1291,PubMed,19874251,http://europepmc.org/abstract/MED/19874251
