met_id,drug_record_id,substrate_record_id,metabolite_record_id,pathway_id,pathway_key,enzyme_name,enzyme_tid,met_conversion,organism,tax_id,met_comment
764,2472078,2472491,2472528,1,,,22226,Shortening of the hydroxyl side-chain via N-demethylation,,,"Organ: Liver and intestines|Comment: A secondary metabolite. A very recent study this year seems to suggest there are more metabolites (such as hydrolysis products) but in the journal, the structures were vague and metabolic pathways had not been determined."
765,2472078,2472078,2472529,1,,CYP3A5,12739,Cleavage of the methylthiazole.,,,"Organ: Liver and intestines|Comment: A product of hydrolysis, a primary oxidative product in vivo and in vitro. An active metabolite. Can undergo further metabolism. A very recent study this year seems to suggest there are more metabolites (such as hydrolysis products) but in the journal, the structures were vague and metabolic pathways had not been determined."
766,2472201,2471971,2472427,1,,Carboxylesterase,11627,Ester hydrolysis,,,Organ: Liver and Intestines|Comment: Minor inactive metabolite.
767,2471972,2471972,2472428,1,,UGT1A9,104087,"C-glucuronide conjugation at the C4 position, forming an ether.",,,Organ: Liver|Comment: Present in urine but very hard to identify in this medium as the sugar is directly conjugated to the pyrazolidine ring so cannot be liberated by beta-glucuronidase as normal.
768,2471972,2471972,2472484,1,,,22226,Hydroxylation of the phenolic rings.,,,Organ: Liver|Comment: Hydroxylation of the phenolic rings is a major route of metabolism for phenylbutazone but only accounts for 10% of metabolites found in the urine as undergoes further metabolism such as hydroxylation and glucuronide conjugation. Has similar pharmacological properties as the parent compound.
769,2471972,2472484,2472486,1,,,22226,Hydroxylation of the alkyl side chain,,,"Organ: Liver|Comment: Hydroxylation is a major route of metabolism for phenylbutazone, but only accounts for 10% of metabolites found in the urine as undergoes further metabolism such as hydroxylation and glucuronide conjugation."
770,2471972,2471972,2472487,1,,,22226,Hydroxylation of the alkyl side chain,,,"Organ: Liver|Comment: Hydroxylation is a major route of metabolism for phenylbutazone, but only accounts for 10% of metabolites found in the urine as undergoes further metabolism such as hydroxylation and glucuronide conjugation. Is responsible for the parent drug's uricosuric properties."
771,2471972,2472487,2472520,1,,UGT1A9,104087,"C-glucuronide conjugation at the C4 position, forming an ether.",,,Organ: Liver|Comment: Present in urine but very hard to identify in this medium as the sugar is directly conjugated to the pyrazolidine ring so cannot be liberated by beta-glucuronidase as normal.
772,2471972,2472520,2472486,1,,,22226,Cleavage of glucuronide conjugation at hydroxylation of the phenolic rings.,,,Organ: Liver
773,2472591,2471973,2472521,1,,CYP1A2,12594,Sulfoxidation,,,Organ: Liver and Intestines|Comment: Pharmacokinetics of the metabolites of prochlorperazine have not been fully investigated clinically.
774,2472591,2471973,2472521,1,,CYP2D6,11365,Sulfoxidation,,,Organ: Liver and Intestines|Comment: Pharmacokinetics of the metabolites of prochlorperazine have not been fully investigated clinically.
775,2472591,2471973,2472521,1,,CYP3A4,17045,Sulfoxidation,,,Organ: Liver and Intestines|Comment: Pharmacokinetics of the metabolites of prochlorperazine have not been fully investigated clinically.
776,2472591,2471973,2472521,1,,CYP2C19,12912,Sulfoxidation,,,Organ: Liver and Intestines|Comment: Pharmacokinetics of the metabolites of prochlorperazine have not been fully investigated clinically.
777,2472591,2471973,2472522,1,,CYP1A2,12594,Demethylation,,,Organ: Liver and Intestines|Comment: Pharmacokinetics of the metabolites of prochlorperazine have not been fully investigated clinically.
778,2472591,2471973,2472522,1,,CYP2C19,12912,Demethylation,,,Organ: Liver and Intestines|Comment: Pharmacokinetics of the metabolites of prochlorperazine have not been fully investigated clinically.
779,2472591,2471973,2472522,1,,CYP2D6,11365,Demethylation,,,Organ: Liver and Intestines|Comment: Pharmacokinetics of the metabolites of prochlorperazine have not been fully investigated clinically.
780,2472591,2471973,2472522,1,,CYP3A4,17045,Demethylation,,,Organ: Liver and Intestines|Comment: Pharmacokinetics of the metabolites of prochlorperazine have not been fully investigated clinically.
781,2472591,2471973,2472523,1,,CYP3A4,17045,Hydroxylation,,,Organ: Liver and Intestines|Comment: Pharmacokinetics of the metabolites of prochlorperazine have not been fully investigated clinically.
782,2472591,2471973,2472523,1,,CYP1A2,12594,Hydroxylation,,,Organ: Liver and Intestines|Comment: Pharmacokinetics of the metabolites of prochlorperazine have not been fully investigated clinically.
783,2472591,2471973,2472523,1,,CYP2C19,12912,Hydroxylation,,,Organ: Liver and Intestines|Comment: Pharmacokinetics of the metabolites of prochlorperazine have not been fully investigated clinically.
784,2472591,2471973,2472523,1,,CYP2D6,11365,Hydroxylation,,,Organ: Liver and Intestines|Comment: Pharmacokinetics of the metabolites of prochlorperazine have not been fully investigated clinically.
785,2472233,2472028,2472556,1,,CYP2C9,12911,Sulfoxidation,,,Organ: Liver|Comment: The main pathway in Phase I metabolism. It is the dominant route of biotransformation. 20 different metabolites have been identified (as metabolic reactions can follow on after each other) but information on all could not be found.
786,2472233,2472028,2472556,1,,CYP3A4,17045,Sulfoxidation,,,Organ: Liver|Comment: The main pathway in Phase I metabolism. It is the dominant route of biotransformation. 20 different metabolites have been identified (as metabolic reactions can follow on after each other) but information on all could not be found.
787,2472233,2472028,2472556,1,,CYP1A2,12594,Sulfoxidation,,,Organ: Liver|Comment: The main pathway in Phase I metabolism. It is the dominant route of biotransformation. 20 different metabolites have been identified (as metabolic reactions can follow on after each other) but information on all could not be found.
788,2472233,2472028,2472557,1,,CYP1A2,12594,Hydroxylation,,,"Organ: Liver|Comment: A major metabolic pathway, particularly in Phase I. It can be followed by conjugation. 20 different metabolites have been identified (as metabolic reactions can follow on after each other) but information on all could not be found."
789,2472233,2472028,2472557,1,,CYP2D6,11365,Hydroxylation,,,"Organ: Liver|Comment: A major metabolic pathway, particularly in Phase I. It can be followed by conjugation. 20 different metabolites have been identified (as metabolic reactions can follow on after each other) but information on all could not be found."
790,2472233,2472028,2472558,1,,,22226,Formation of an oxide at the N atom,,,Organ: Liver|Comment: Another major Phase I metabolic pathway. 20 different metabolites have been identified (as metabolic reactions can follow on after each other) but information on all could not be found.
791,2472233,2472028,2472559,1,,CYP3A4,17045,Demethylation at the terminal amine group.,,,Organ: Liver|Comment: A major Phase I metabolic pathway. It is the dominant route of biotransformation. 20 different metabolites have been identified (as metabolic reactions can follow on after each other) but information on all could not be found.
792,2472233,2472028,2472559,1,,CYP2C9,12911,Demethylation at the terminal amine group.,,,Organ: Liver|Comment: A major Phase I metabolic pathway. It is the dominant route of biotransformation. 20 different metabolites have been identified (as metabolic reactions can follow on after each other) but information on all could not be found.
793,2472233,2472028,2472559,1,,CYP2C19,12912,Demethylation at the terminal amine group.,,,Organ: Liver|Comment: A major Phase I metabolic pathway. It is the dominant route of biotransformation. 20 different metabolites have been identified (as metabolic reactions can follow on after each other) but information on all could not be found.
794,2472233,2472028,2472559,1,,CYP1A2,12594,Demethylation at the terminal amine group.,,,Organ: Liver|Comment: A major Phase I metabolic pathway. It is the dominant route of biotransformation. 20 different metabolites have been identified (as metabolic reactions can follow on after each other) but information on all could not be found.
795,2472233,2472557,2472560,1,,,22226,Demethylation of the terminal amine.,,,Organ: Liver|Comment: An example of how one metabolic reaction can follow another. 20 different metabolites have been identified (as metabolic reactions can follow on after each other) but information on all could not be found.
796,2472029,2472029,2472611,1,,CYP3A,106175,Deacetylation of the ester at position 25,,,"Organ: Liver and intestines|Comment: Major metabolite that has antibacterial activity (inhibits DNA-dependent RNA polymerase) equal to that of the parent drug, contributing 10% to the overall antibacterial activity."
797,2472029,2472029,2472612,1,,CYP3A,106175,Oxidation of the methyl group at position 31 to a hydroxyl.,,,"Organ: Liver and intestines|Comment: Also one of the major metabolites, displays antibacterial activity (inhibits DNA-dependent RNA polymerase), but is lower than that of the parent drug."
798,2472029,2472029,2472286,1,,CYP3A,106175,Oxidation of the methyl group at position 32 to a hydroxyl.,,,"Organ: Liver and intestines|Comment: Displays antibacterial activity (inhibits DNA-dependent RNA polymerase), but is lower than that of the parent drug"
799,2472029,2472611,2472328,1,,CYP3A,106175,Formation of a oxide at the N atom of the piperidine.,,,Organ: Liver and intestines
800,2472029,2472286,2472329,1,,CYP3A,106175,Deacetylation of the ester at position 25,,,Organ: Liver and intestines
801,2472029,2472029,2471992,1,,CYP3A,106175,Oxidation of the methyl group at position 30 to a hydroxyl.,,,Organ: Liver and intestines|Comment: A very minor metabolite
802,2472471,2472413,2471993,1,,,22226,Acetylation at the N4 atom,,,"Organ: Liver and intestines|Comment: The major metabolite, it is inactive.  HARDLY ANY INFORMATION ON THE METABOLISM OF THIS DRUG ALTHOUGH THERE WAS SOME MORE INFORMATION IN THE HSDB."
804,2472415,2472415,2471994,1,,,22226,Glycosidic bond cleavage,,,Organ: unknown
805,2472416,2472416,2472047,1,,Guanine deaminase,11174,deamination,,,"Organ: Liver , small intestins and blood|Comment: Inactive metabolite. Not a very significant route of metabolism."
806,2472416,2472416,2472049,1,,HGPRT,10150,Addition of ribose phosphate group,,,"Organ: Liver , small intestins and blood|Comment: Active metabolite that inhibits  glutamine-5-phosphoribosylpyrophosphateamidotransferase via a pseudo feedback mechanism and inhibited purine interconversion by inhibiting IMP dehydrogenases which contributes to the cytotoxicity of the drug but main site of action cannot be confidently designated."
807,2472416,2472050,2472051,1,,Cellular Kinases,22226,Phosphorylation,,,"Organ: Liver , small intestins and blood|Comment: Active metabolite which can be incorporated into RNA and DNA strands which also contributes to cytotoxicity. Also has a 2'-dexoyribose counterpart with similar activity but not information has been given about them to give the confidence to give its own entry."
808,2472417,2472417,2472087,1,,,22226,Hydroxylation of the piperidine ring,,,Organ: Unknown|Comment: Has weak hyperglycemic activity.
809,2472417,2472417,2472088,1,,,22226,amide bond cleavage,,,Organ: Unknown
810,2472417,2472417,2472089,1,,,22226,Oxidative hydroxylation of the methyl group of the toluene,,,Organ: Unknown|Comment: Active metabolite
811,2472417,2472089,2472090,1,,,22226,oxidation of the hydroxyl on toluene to a carboxylic acid,,,Organ: Unknown|Comment: Inactive metabolite
812,2472235,2472473,2472091,1,,,22226,beta-lactam ring opening amide bond hydrolysis,,,Organ: Unknown|Comment: Inactive metabolite
813,2472638,2472474,2472125,1,,,22226,Reduction of the carbonyl group on the side chain,,,"Organ: Liver|Comment: Is the diastereomer of erythrohydrobupropion, not as potent as the parent drug or hydroxybupropion."
815,2472106,2472506,2472127,1,,CYP3A4,17045,Hydroxylation of the azaspironedecanedione moiety.,,,Organ: Liver|Comment: Hydroxylation is a major metabolic pathway. Has not yet been observed in vivo in humans. However in vivo studies have shown that it can undergo further metabolism (hydroxylation) which corresponds with the fact that there are 2 unidentified dihydroxylated metabolites found in human urine so it may be produced in vivo.
816,2472106,2472506,2472128,1,,CYP3A4,17045,N-oxidation of the piperazine ring.,,,Organ: Liver|Comment: A major metabolic pathway. Has not yet been observed in vivo in humans. However in vivo studies have shown that it can undergo further metabolism (hydroxylation) which corresponds with the fact that there are 2 unidentified dihydroxylated metabolites found in human urine so it may be produced in vivo.
817,2472106,2472176,2472177,1,,,22226,Hydroxylation of the pyrimidine ring.,,,Organ: Liver|Comment: A secondary metabolite found in urine. Can undergo glucuronide conjugation.
818,2472106,2472178,2472177,1,,,22226,N-dealkylation of the substituted butyl side-chain.,,,Organ: Liver|Comment: A secondary metabolite found in urine. Can undergo glucuronide conjugation.
819,2472106,2472178,2472180,1,,,22226,Demaination followed by further step leading to the formation of a carboxylic acid group on the butyl side-chain.,,,Organ: Liver|Comment: A secondary metabolite.
820,2472106,2472506,2472214,1,,CYP3A4,17045,Hydroxylation of the azaspironedecanedione moiety.,,,"Organ: Liver|Comment: A primary metabolic, a major metabolic route, found in plasma, can undergo further metabolism."
821,2472106,2472214,2471883,1,,,22226,Base-catalysed rearrangement,,,Organ: Liver|Comment: A secondary metabolite found in urine.
822,2472507,2472507,2471884,1,,,22226,"one of the terminal sulfate groups of Busulfan breaks off, which is the acid",,,Organ: Liver
823,2472507,2471886,2471887,1,,,22226,Amide bond cleavage and dealkylation of the ketone group.,,,Organ: Liver
824,2472507,2471888,2471889,1,,,22226,S-oxidation,,,"Organ: Liver|Comment: A major metabolite, non-toxic."
825,2472508,2472508,2471941,1,,24R-Hydroxylase,100474,hydroxylation at the 24 position,,,Organ: Liver and Kidney|Comment: Less biologically active than the parent drug.
826,2472509,2472509,2472288,1,,,22226,N-oxidation of the side-chain amine.,,,Organ: Liver and intestines|Comment: Possibly active. A major route of metabolism. THERE ARE ABOUT 100 METABOLITES OF CHLORPROMAZINE; THE METABOLIC REACTIONS SUCH AS SULFOXIDATION AND DEALKYLATION CAN FOLLOW ON FROM EACH OTHER (such as 7-hydroxylchlorpromazine sulfoxide as seen in PMID:  9121386)
827,2472509,2472509,2472289,1,,,22226,Oxidation of the sulfur atom in the ring,,,Organ: Liver and intestines|Comment: A major route of metabolism. THERE ARE ABOUT 100 METABOLITES OF CHLORPROMAZINE; THE METABOLIC REACTIONS SUCH AS SULFOXIDATION AND DEALKYLATION CAN FOLLOW ON FROM EACH OTHER (such as 7-hydroxylchlorpromazine sulfoxide as seen in PMID:  9121386)
828,2472411,2472509,2471943,1,,CYP1A2,12594,Phenolic hydroxylation at the 7 position.,,,Organ: Liver and intestines|Comment: Active but contribution to overall activity of the parent drug is unknown. The predominant route of metabolism. Can undergo glucuronide conjugation. THERE ARE ABOUT 100 METABOLITES OF CHLORPROMAZINE; THE METABOLIC REACTIONS SUCH AS SULFOXIDATION AND DEALKYLATION CAN FOLLOW ON FROM EACH OTHER (such as 7-hydroxylchlorpromazine sulfoxide as seen in PMID:  9121386)
829,2472411,2472509,2471943,1,,CYP2D6,11365,Phenolic hydroxylation at the 7 position.,,,Organ: Liver and intestines|Comment: Active but contribution to overall activity of the parent drug is unknown. The predominant route of metabolism. Can undergo glucuronide conjugation. THERE ARE ABOUT 100 METABOLITES OF CHLORPROMAZINE; THE METABOLIC REACTIONS SUCH AS SULFOXIDATION AND DEALKYLATION CAN FOLLOW ON FROM EACH OTHER (such as 7-hydroxylchlorpromazine sulfoxide as seen in PMID:  9121386)
830,2472411,2472509,2472289,1,,,22226,Oxidation of the sulfur atom in the ring,,,Organ: Liver and intestines|Comment: A major route of metabolism. THERE ARE ABOUT 100 METABOLITES OF CHLORPROMAZINE; THE METABOLIC REACTIONS SUCH AS SULFOXIDATION AND DEALKYLATION CAN FOLLOW ON FROM EACH OTHER (such as 7-hydroxylchlorpromazine sulfoxide as seen in PMID:  9121386)
831,2472411,2472509,2472290,1,,,22226,Dealkylation at the nitrogen atom of the aliphatic side chain.,,,Organ: Liver and intestines|Comment: A major route of metabolism. THERE ARE ABOUT 100 METABOLITES OF CHLORPROMAZINE; THE METABOLIC REACTIONS SUCH AS SULFOXIDATION AND DEALKYLATION CAN FOLLOW ON FROM EACH OTHER (such as 7-hydroxylchlorpromazine sulfoxide as seen in PMID:  9121386)
832,2472510,2472510,2472292,1,,,22226,Amide bond hydrolysis,,,Organ: Liver|Comment: Inactive. A major metabolic route. THERE ARE ABOUT 100 METABOLITES OF CHLORPROMAZINE; THE METABOLIC REACTIONS SUCH AS SULFOXIDATION AND DEALKYLATION CAN FOLLOW ON FROM EACH OTHER (such as 7-hydroxylchlorpromazine sulfoxide as seen in PMID:  9121386)
833,2472510,2472510,2472330,1,,CYP2C19,12912,Hydroxylation,,,Organ: Liver|Comment: Inactive. A major metabolic route. THERE ARE ABOUT 100 METABOLITES OF CHLORPROMAZINE; THE METABOLIC REACTIONS SUCH AS SULFOXIDATION AND DEALKYLATION CAN FOLLOW ON FROM EACH OTHER (such as 7-hydroxylchlorpromazine sulfoxide as seen in PMID:  9121386)
834,2472510,2472510,2472330,1,,CYP2C9,12911,Hydroxylation,,,Organ: Liver|Comment: Inactive. A major metabolic route. THERE ARE ABOUT 100 METABOLITES OF CHLORPROMAZINE; THE METABOLIC REACTIONS SUCH AS SULFOXIDATION AND DEALKYLATION CAN FOLLOW ON FROM EACH OTHER (such as 7-hydroxylchlorpromazine sulfoxide as seen in PMID:  9121386)
835,2472510,2472510,2472331,1,,,22226,Hydroxylation,,,Organ: Liver|Comment: Inactive. A major metabolic route. THERE ARE ABOUT 100 METABOLITES OF CHLORPROMAZINE; THE METABOLIC REACTIONS SUCH AS SULFOXIDATION AND DEALKYLATION CAN FOLLOW ON FROM EACH OTHER (such as 7-hydroxylchlorpromazine sulfoxide as seen in PMID:  9121386)
836,2472266,2472546,2472332,1,,CYP2C19,12912,N-demethylation,,,"Organ: Liver|Comment: Predominant metabolite and route of metabolism. Has similar pharmacological properties as the parent drug (it selectively inhibits serotonin uptake) but it is much less potent than the parent drug, probably as it less lipophilic than the parent drug so it cannot as easily enter the CNS."
837,2472266,2472546,2472332,1,,CYP2D6,11365,N-demethylation,,,"Organ: Liver|Comment: Predominant metabolite and route of metabolism. Has similar pharmacological properties as the parent drug (it selectively inhibits serotonin uptake) but it is much less potent than the parent drug, probably as it less lipophilic than the parent drug so it cannot as easily enter the CNS."
838,2472266,2472546,2472332,1,,CYP3A4,17045,N-demethylation,,,"Organ: Liver|Comment: Predominant metabolite and route of metabolism. Has similar pharmacological properties as the parent drug (it selectively inhibits serotonin uptake) but it is much less potent than the parent drug, probably as it less lipophilic than the parent drug so it cannot as easily enter the CNS."
839,2472266,2472546,2472333,1,,CYP2D7,109703,N-demethylation,,,"Organ: Liver|Comment: A major metabolite. Possibly cardiotoxic, has some pharmacological activity similar to the parent drug but much less potent than the parent drug."
840,2472266,2472546,2472333,1,,CYP2C19,12912,N-demethylation,,,"Organ: Liver|Comment: A major metabolite. Possibly cardiotoxic, has some pharmacological activity similar to the parent drug but much less potent than the parent drug."
841,2472266,2472546,2472333,1,,CYP3A4,17045,N-demethylation,,,"Organ: Liver|Comment: A major metabolite. Possibly cardiotoxic, has some pharmacological activity similar to the parent drug but much less potent than the parent drug."
842,2472266,2472546,2472334,1,,,22226,N-oxidation,,,Organ: Liver|Comment: A major metabolite. Has some pharmacological activity similar to the parent drug but much less potent than the parent drug.
843,2472266,2472546,2472429,1,,Aldehyde Oxidase,12056,Deamination followed by carboxylation,,,"Organ: Liver and Brain|Comment: A major metabolite. Has some pharmacological activity similar to the parent drug but is much less potent than the parent drug.  In vitro data suggests it is derived via a hypothetical aldehyde intermediate (produced by the monoamine oxygenase) which can't be identified in vitro, which is converted to the propionic acid derivative"
844,2472266,2472546,2472429,1,,Monoamine Oxidase B,104,Deamination followed by carboxylation,,,"Organ: Liver and Brain|Comment: A major metabolite. Has some pharmacological activity similar to the parent drug but is much less potent than the parent drug.  In vitro data suggests it is derived via a hypothetical aldehyde intermediate (produced by the monoamine oxygenase) which can't be identified in vitro, which is converted to the propionic acid derivative"
845,2472588,2472547,2472430,1,,,22226,N-demethylation,,,Organ: Unknown
846,2472588,2472547,2472431,1,,,22226,N-demethylation,,,Organ: Unknown
847,2472147,2472548,2472432,1,,CYP3A4,17045,N-dealkylation,,,"Organ: Unknown, apparently there is very little presystemic metabolism|Comment: The major metabolite. Has less antiarrhythmic activity than the parent drug but has more anticholinergic activity."
848,2472592,2472592,2472488,1,,CYP3A4,17045,Hydroxylation in the 14 position,,,"Organ: Liver|Comment: The predominant metabolite, accounting for most of the parent's metabolism; the major metabolite found in urine. Has similar antibacterial activity to the parent with twice the activity against Haemophilius influenzae, possibly acting synergistically with the parent against this species. May undergo secondary metabolism"
849,2472592,2472592,2472524,1,,,22226,Hydrolysis of clarithrose sugar,,,Organ: Liver|Comment: Can undergo secondary metabolism. Produced alongside clanidose in the same reaction.
850,2472592,2472592,2472525,1,,,22226,Hydrolysis of clarithrose sugar,,,Organ: Liver|Comment: Can undergo secondary metabolism. Produced alongside Descladinosyl-6-O-methylerythromycin in the same reaction.
852,2472594,2472594,2472526,1,,,22226,Loss of pyrazole structure,,,Organ: Liver|Comment: Inactive. THERE WAS MENTION OF 3 MINOR METABOLITES BUT NO INFORMATION COULD BE FOUND ON TWO OF THEM.
853,2472594,2472526,2472527,1,,,22226,Phenolic hydroxylation.,,,Organ: Liver|Comment: Inactive. Major metabolite. THERE WAS MENTION OF 3 MINOR METABOLITES BUT NO INFORMATION COULD BE FOUND ON TWO OF THEM.
854,2471871,2471871,2472562,1,,Prostaglandin synthetase,109622,Oxidation,,,Organ: Liver
855,2472469,2472477,2472606,1,,,,Glucuronidation (Phase 2 metabolism),,,Organ: Liver
857,2472469,2472204,2472607,1,,,,aromatic dihydroxylation,,,Organ: Liver
860,2472469,2472204,2471876,1,,,,aromatic hydroxylation,,,Organ: Liver
862,2472469,2472204,2471877,1,,,,,,,Organ: Liver
864,2472469,2471878,2471879,1,,,,hydroxyl methylation,,,Organ: Liver
865,2472469,2472204,2471929,1,,,,ring opening via hydrolysis of an amide bond,,,Organ: Liver
867,2472238,2472238,2471932,1,,,22226,"cleavage of the C-S bond at the imidazole group, eliminating the imidazole",,,Organ: Liver and blood|Comment: 6'-mercaptopurine is the major metabolite of azathioprine and like its parent it is extensively metabolized
868,2472238,2471932,2471933,1,,TPMT,12702,thiol methylation,,,Organ: Liver and blood|Comment: Inactive metabolite
869,2472238,2471932,2471979,1,,HGPRT,10150,formation of a glycosidic bond between the N atom at the 9' position of 6'-mercaptopurine and the carbon at the 1' position of the ribose sugar of a phosphoribose,,,"Organ: Liver and blood|Comment: Active metabolite of 6'-mercaptoprine, which is subsequently metabolised into the 6'-thioguanine nucleotides the metabolites responsible for cytotoxicity"
870,2472238,2472238,2471980,1,,,22226,"cleavage of the C-S bond at the imidazole group, eliminating the purine, with the thiol attached to the imidazole.",,,Organ: Liver and blood
871,2472238,2472238,2471981,1,,,22226,"cleavage of the C-S bond at the imidazole group, eliminating the purine, with the thiol attached to the purine.",,,Organ: Liver and blood
872,2472238,2472238,2471982,1,,,22226,imidazole cleaved from azathioprine undergoes glutathione conjugation at the S atom,,,Organ: Liver and blood|Comment: metabolite produced alongside 6'-mercaptopurine in the metabolisation of azathioprine
873,2472311,2472239,2472037,1,,CYP2C8,10163,hydroxylation,,,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation
874,2472311,2472239,2472037,1,,CYP3A4,17045,hydroxylation,,,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation
875,2472311,2472239,2472037,1,,CYP2C19,12912,hydroxylation,,,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation
876,2472311,2472239,2472037,1,,CYP2C18,11186,hydroxylation,,,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation
877,2472311,2472239,2472037,1,,CYP2B6,20085,hydroxylation,,,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation
878,2472311,2472239,2472040,1,,CYP2C9,12911,hydroxylation and methoxylation,,,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation
879,2472108,2472566,2472565,1,,Phosphatase,22226,Cleavage of phosphodiester bond,,,"Organ: Liver, intestines ad plasma|Comment: This metabolite can be produced via a different metabolic pathway depending on which tissue it occurs in or if it occurs in plasma."
880,2472108,2472136,2472567,1,,Nucleoside phosphorylase,22226,Conjugation of ribose sugar to N7,,,"Organ: Liver, intestines ad plasma|Comment: This metabolite can be produced via a different metabolic pathway depending on which tissue it occurs in or if it occurs in plasma."
881,2472108,2472567,2472568,1,,Uridine Kinase,109704,Formation of phosphodiester bond at the 5' position of the ribose sugar with a phosphate,,,"Organ: Liver, intestines ad plasma|Comment: This metabolite can be produced via a different metabolic pathway depending on which tissue it occurs in or if it occurs in plasma."
882,2472108,2472136,2472568,1,,UMPS,101114,Conjugation of a ribose 5-phosphate to N7,,,"Organ: Liver, intestines ad plasma|Comment: This metabolite can be produced via a different metabolic pathway depending on which tissue it occurs in or if it occurs in plasma."
883,2472108,2472568,2472567,1,,Phosphatase,22226,Cleavage of phosphodiester bond,,,"Organ: Liver, intestines ad plasma|Comment: This metabolite can be produced via a different metabolic pathway depending on which tissue it occurs in or if it occurs in plasma."
884,2472412,2472412,2472569,1,,CYP3A4,17045,Hydroxylation at the 4 position,,,"Organ: Liver|Comment: Predominant metabolite. Active but due to its rapid conjugation with glucuronic acid, it is essentially inactive. Found in plasma and urine. 29 METABOLITES OF ALPRAZOLAM HAVE BEEN IDENTIFIED BUT NO FURTHER INFORMATION COULD BE FOUND."
885,2472412,2472569,2472370,1,,,22226,Glucuronic acid conjugation,,,Organ: Liver|Comment: Found in urine. 29 METABOLITES OF ALPRAZOLAM HAVE BEEN IDENTIFIED BUT NO FURTHER INFORMATION COULD BE FOUND.
886,2472412,2472617,2472371,1,,,22226,Glucuronic acid conjugation,,,Organ: Liver|Comment: Found in urine. 29 METABOLITES OF ALPRAZOLAM HAVE BEEN IDENTIFIED BUT NO FURTHER INFORMATION COULD BE FOUND.
887,2472412,2472569,2472619,1,,CYP3A4,17045,Hydroxylation at the 1 position,,,Organ: Liver|Comment: Found in urine. 29 METABOLITES OF ALPRAZOLAM HAVE BEEN IDENTIFIED BUT NO FURTHER INFORMATION COULD BE FOUND.
888,2472412,2472617,2472619,1,,CYP3A4,17045,Hydroxylation at the 4 position,,,Organ: Liver|Comment: Found in urine. 29 METABOLITES OF ALPRAZOLAM HAVE BEEN IDENTIFIED BUT NO FURTHER INFORMATION COULD BE FOUND.
889,2472412,2472619,2472372,1,,,22226,Glucuronic acid conjugation,,,Organ: Liver|Comment: Found in urine. 29 METABOLITES OF ALPRAZOLAM HAVE BEEN IDENTIFIED BUT NO FURTHER INFORMATION COULD BE FOUND.
890,2472071,2472275,2472182,1,,CYP2C9,12911,Hydroxylation at the C3 atom,,,Organ: Liver|Comment: The major route of metabolism. Can undergo subsequent glucuronidation. Stereoselectivity towards the S enantiomer.
891,2472032,2472032,2472620,1,,,22226,Deacylation,,,"Organ: Liver and Intestines|Comment: Can undergo further metabolism including reduction, hydroxylation and sulfate and glucuronide conjugation. APPARENTLY ACTIVE METABOLITES SUCH AS 4.5-EPOXIDE HAVE BEEN IDENTIFIED BUT THERE IS INSUFFICIENT INFORMATION FOR THEM TO BE INCLUDED"
892,2472032,2472620,2472374,1,,,22226,Glucuronide conjugation,,,Organ: Liver and Intestines|Comment: Glucuronides are the major urinary metabolites. APPARENTLY ACTIVE METABOLITES SUCH AS 4.5-EPOXIDE HAVE BEEN IDENTIFIED BUT THERE IS INSUFFICIENT INFORMATION FOR THEM TO BE INCLUDED
893,2472032,2471899,2472375,1,,,22226,Glucuronide conjugation,,,Organ: Liver and Intestines|Comment: Glucuronides are the major urinary metabolites. APPARENTLY ACTIVE METABOLITES SUCH AS 4.5-EPOXIDE HAVE BEEN IDENTIFIED BUT THERE IS INSUFFICIENT INFORMATION FOR THEM TO BE INCLUDED
894,2472032,2471900,2472376,1,,,22226,Glucuronide conjugation,,,Organ: Liver and Intestines|Comment: Glucuronides are the major urinary metabolites. APPARENTLY ACTIVE METABOLITES SUCH AS 4.5-EPOXIDE HAVE BEEN IDENTIFIED BUT THERE IS INSUFFICIENT INFORMATION FOR THEM TO BE INCLUDED
895,2472032,2471899,2471901,1,,,22226,"Reductive hydroxylation at the 3 position, forming the beta isomer",,,"Organ: Liver and Intestines|Comment: Hydroxylation is a minor pathway of metabolism, this is a less preferred isomer.  APPARENTLY ACTIVE METABOLITES SUCH AS 4.5-EPOXIDE HAVE BEEN IDENTIFIED BUT THERE IS INSUFFICIENT INFORMATION FOR THEM TO BE INCLUDED"
896,2472032,2471901,2472378,1,,,22226,Glucuronide conjugation,,,Organ: Liver and Intestines|Comment: Glucuronides are the major urinary metabolites. APPARENTLY ACTIVE METABOLITES SUCH AS 4.5-EPOXIDE HAVE BEEN IDENTIFIED BUT THERE IS INSUFFICIENT INFORMATION FOR THEM TO BE INCLUDED
897,2472032,2471901,2472379,1,,,22226,Glucuronide conjugation,,,Organ: Liver and Intestines|Comment: Glucuronides are the major urinary metabolites. APPARENTLY ACTIVE METABOLITES SUCH AS 4.5-EPOXIDE HAVE BEEN IDENTIFIED BUT THERE IS INSUFFICIENT INFORMATION FOR THEM TO BE INCLUDED
