product_id,ingredient,strength,record_id,molregno,formulation_id
PRODUCT_203112_001,QUININE SULFATE,324MG,1344253,1537155,106221
PRODUCT_091661_001,QUININE SULFATE,324MG,1344253,1537155,106224
PRODUCT_021626_001,FERRIC HEXACYANOFERRATE(II),500MG,1343347,1369638,106225
PRODUCT_077513_001,RAMIPRIL,1.25MG,1343174,189203,106230
PRODUCT_077513_002,RAMIPRIL,2.5MG,1343174,189203,106231
PRODUCT_077513_003,RAMIPRIL,5MG,1343174,189203,106232
PRODUCT_077513_004,RAMIPRIL,10MG,1343174,189203,106233
PRODUCT_079116_001,RAMIPRIL,1.25MG,1343174,189203,106234
PRODUCT_079116_002,RAMIPRIL,2.5MG,1343174,189203,106235
PRODUCT_079116_003,RAMIPRIL,5MG,1343174,189203,106236
PRODUCT_079116_004,RAMIPRIL,10MG,1343174,189203,106237
PRODUCT_091604_001,RAMIPRIL,1.25MG,1343174,189203,106238
PRODUCT_091604_002,RAMIPRIL,2.5MG,1343174,189203,106239
PRODUCT_091604_003,RAMIPRIL,5MG,1343174,189203,106240
PRODUCT_091604_004,RAMIPRIL,10MG,1343174,189203,106241
PRODUCT_077004_001,RAMIPRIL,1.25MG,1343174,189203,106242
PRODUCT_077004_002,RAMIPRIL,2.5MG,1343174,189203,106243
PRODUCT_077004_003,RAMIPRIL,5MG,1343174,189203,106244
PRODUCT_077004_004,RAMIPRIL,10MG,1343174,189203,106245
PRODUCT_078191_001,RAMIPRIL,1.25MG,1343174,189203,106246
PRODUCT_078191_002,RAMIPRIL,2.5MG,1343174,189203,106247
PRODUCT_078191_003,RAMIPRIL,5MG,1343174,189203,106248
PRODUCT_078191_004,RAMIPRIL,10MG,1343174,189203,106249
PRODUCT_077626_001,RAMIPRIL,1.25MG,1343174,189203,106254
PRODUCT_077626_002,RAMIPRIL,2.5MG,1343174,189203,106255
PRODUCT_077626_003,RAMIPRIL,5MG,1343174,189203,106256
PRODUCT_077626_004,RAMIPRIL,10MG,1343174,189203,106257
PRODUCT_078849_001,RAMIPRIL,5MG,1343174,189203,106258
PRODUCT_078849_002,RAMIPRIL,10MG,1343174,189203,106259
PRODUCT_077470_001,RAMIPRIL,1.25MG,1343174,189203,106264
PRODUCT_077470_002,RAMIPRIL,2.5MG,1343174,189203,106265
PRODUCT_077470_003,RAMIPRIL,5MG,1343174,189203,106266
PRODUCT_077470_004,RAMIPRIL,10MG,1343174,189203,106267
PRODUCT_076549_001,RAMIPRIL,1.25MG,1343174,189203,106268
PRODUCT_076549_002,RAMIPRIL,2.5MG,1343174,189203,106269
PRODUCT_076549_004,RAMIPRIL,10MG,1343174,189203,106271
PRODUCT_077900_001,RAMIPRIL,1.25MG,1343174,189203,106272
PRODUCT_077900_002,RAMIPRIL,2.5MG,1343174,189203,106273
PRODUCT_077900_003,RAMIPRIL,5MG,1343174,189203,106274
PRODUCT_077900_004,RAMIPRIL,10MG,1343174,189203,106275
PRODUCT_078832_001,RAMIPRIL,1.25MG,1343174,189203,106276
PRODUCT_078832_002,RAMIPRIL,2.5MG,1343174,189203,106277
PRODUCT_078832_003,RAMIPRIL,5MG,1343174,189203,106278
PRODUCT_078832_004,RAMIPRIL,10MG,1343174,189203,106279
PRODUCT_075742_001,RANITIDINE HYDROCHLORIDE,EQ 150MG BASE,1343933,1382812,106280
PRODUCT_075742_002,RANITIDINE HYDROCHLORIDE,EQ 300MG BASE,1343933,1382812,106281
PRODUCT_075564_001,RANITIDINE HYDROCHLORIDE,EQ 150MG BASE,1343933,1382812,106282
PRODUCT_075564_002,RANITIDINE HYDROCHLORIDE,EQ 300MG BASE,1343933,1382812,106283
PRODUCT_074655_001,RANITIDINE HYDROCHLORIDE,EQ 150MG BASE,1343933,1382812,106284
PRODUCT_074655_002,RANITIDINE HYDROCHLORIDE,EQ 300MG BASE,1343933,1382812,106285
PRODUCT_075557_001,RANITIDINE HYDROCHLORIDE,EQ 150MG BASE,1343933,1382812,106286
PRODUCT_075557_002,RANITIDINE HYDROCHLORIDE,EQ 300MG BASE,1343933,1382812,106287
PRODUCT_020903_001,RIBAVIRIN,"200MG **Indicated for use and comarketed with Interferon ALFA-2B, Recombinant (INTRON A), as Rebetron Combination Therapy**",1344162,485738,106290
PRODUCT_020903_002,RIBAVIRIN,200MG,1344162,485738,106291
PRODUCT_020926_001,SEVELAMER HYDROCHLORIDE,403MG,1344153,675495,106292
PRODUCT_061443_001,TETRACYCLINE HYDROCHLORIDE,250MG,1343857,455284,106297
PRODUCT_061443_002,TETRACYCLINE HYDROCHLORIDE,500MG,1343857,455284,106298
PRODUCT_019655_001,ZIDOVUDINE,100MG,1343080,27307,106299
PRODUCT_021880_005,LENALIDOMIDE,2.5MG,1343323,63649,106300
PRODUCT_021880_001,LENALIDOMIDE,5MG,1343323,63649,106301
PRODUCT_021880_002,LENALIDOMIDE,10MG,1343323,63649,106302
PRODUCT_021880_003,LENALIDOMIDE,15MG,1343323,63649,106303
PRODUCT_021880_006,LENALIDOMIDE,20MG,1343323,63649,106304
PRODUCT_021880_004,LENALIDOMIDE,25MG,1343323,63649,106305
PRODUCT_021567_001,ATAZANAVIR SULFATE,EQ 100MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,1344157,674629,106306
PRODUCT_021567_002,ATAZANAVIR SULFATE,EQ 150MG BASE,1344157,674629,106307
PRODUCT_021567_003,ATAZANAVIR SULFATE,EQ 200MG BASE,1344157,674629,106308
PRODUCT_021567_004,ATAZANAVIR SULFATE,EQ 300MG BASE,1344157,674629,106309
PRODUCT_076203_001,RIBAVIRIN,200MG,1344162,485738,106310
PRODUCT_076277_001,RIBAVIRIN,200MG,1344162,485738,106313
PRODUCT_077224_001,RIBAVIRIN,200MG,1344162,485738,106314
PRODUCT_018689_001,AURANOFIN,3MG,1343924,308917,106315
PRODUCT_090033_001,RIFABUTIN,150MG,1343501,397074,106316
PRODUCT_062303_001,RIFAMPIN,150MG,1344108,365189,106317
PRODUCT_050420_001,RIFAMPIN,300MG,1344108,365189,106318
PRODUCT_061884_001,ISONIAZID,150MG,1344088,4941,106319
PRODUCT_061884_001,RIFAMPIN,150MG,1344108,365189,106320
PRODUCT_065028_001,RIFAMPIN,150MG,1344108,365189,106321
PRODUCT_065028_002,RIFAMPIN,300MG,1344108,365189,106322
PRODUCT_090034_001,RIFAMPIN,150MG,1344108,365189,106325
PRODUCT_090034_002,RIFAMPIN,300MG,1344108,365189,106326
PRODUCT_064150_002,RIFAMPIN,150MG,1344108,365189,106327
PRODUCT_064150_001,RIFAMPIN,300MG,1344108,365189,106328
PRODUCT_065221_001,ISONIAZID,150MG,1344088,4941,106329
PRODUCT_065221_001,RIFAMPIN,150MG,1344108,365189,106330
PRODUCT_050429_001,RIFAMPIN,300MG,1344108,365189,106331
PRODUCT_091689_001,RIVASTIGMINE TARTRATE,EQ 1.5MG BASE,1343424,355897,106332
PRODUCT_091689_002,RIVASTIGMINE TARTRATE,EQ 3MG BASE,1343424,355897,106333
PRODUCT_091689_003,RIVASTIGMINE TARTRATE,EQ 4.5MG BASE,1343424,355897,106334
PRODUCT_091689_004,RIVASTIGMINE TARTRATE,EQ 6MG BASE,1343424,355897,106335
PRODUCT_091072_001,RIVASTIGMINE TARTRATE,EQ 1.5MG BASE,1343424,355897,106336
PRODUCT_091072_002,RIVASTIGMINE TARTRATE,EQ 3MG BASE,1343424,355897,106337
PRODUCT_091072_003,RIVASTIGMINE TARTRATE,EQ 4.5MG BASE,1343424,355897,106338
PRODUCT_091072_004,RIVASTIGMINE TARTRATE,EQ 6MG BASE,1343424,355897,106339
PRODUCT_204572_001,RIVASTIGMINE TARTRATE,EQ 1.5MG BASE,1343424,355897,106340
PRODUCT_204572_002,RIVASTIGMINE TARTRATE,EQ 3MG BASE,1343424,355897,106341
PRODUCT_204572_003,RIVASTIGMINE TARTRATE,EQ 4.5MG BASE,1343424,355897,106342
PRODUCT_204572_004,RIVASTIGMINE TARTRATE,EQ 6MG BASE,1343424,355897,106343
PRODUCT_203844_001,RIVASTIGMINE TARTRATE,EQ 1.5MG BASE,1343424,355897,106344
PRODUCT_203844_002,RIVASTIGMINE TARTRATE,EQ 3MG BASE,1343424,355897,106345
PRODUCT_203844_003,RIVASTIGMINE TARTRATE,EQ 4.5MG BASE,1343424,355897,106346
PRODUCT_203844_004,RIVASTIGMINE TARTRATE,EQ 6MG BASE,1343424,355897,106347
PRODUCT_077130_001,RIVASTIGMINE TARTRATE,EQ 1.5MG BASE,1343424,355897,106348
PRODUCT_077130_002,RIVASTIGMINE TARTRATE,EQ 3MG BASE,1343424,355897,106349
PRODUCT_077130_003,RIVASTIGMINE TARTRATE,EQ 4.5MG BASE,1343424,355897,106350
PRODUCT_077130_004,RIVASTIGMINE TARTRATE,EQ 6MG BASE,1343424,355897,106351
PRODUCT_203148_001,RIVASTIGMINE TARTRATE,EQ 1.5MG BASE,1343424,355897,106352
PRODUCT_203148_002,RIVASTIGMINE TARTRATE,EQ 3MG BASE,1343424,355897,106353
PRODUCT_203148_003,RIVASTIGMINE TARTRATE,EQ 4.5MG BASE,1343424,355897,106354
PRODUCT_203148_004,RIVASTIGMINE TARTRATE,EQ 6MG BASE,1343424,355897,106355
PRODUCT_090879_001,RIVASTIGMINE TARTRATE,EQ 1.5MG BASE,1343424,355897,106356
PRODUCT_090879_002,RIVASTIGMINE TARTRATE,EQ 3MG BASE,1343424,355897,106357
PRODUCT_090879_003,RIVASTIGMINE TARTRATE,EQ 4.5MG BASE,1343424,355897,106358
PRODUCT_090879_004,RIVASTIGMINE TARTRATE,EQ 6MG BASE,1343424,355897,106359
PRODUCT_077129_001,RIVASTIGMINE TARTRATE,EQ 1.5MG BASE,1343424,355897,106364
PRODUCT_077129_002,RIVASTIGMINE TARTRATE,EQ 3MG BASE,1343424,355897,106365
PRODUCT_077129_003,RIVASTIGMINE TARTRATE,EQ 4.5MG BASE,1343424,355897,106366
PRODUCT_077129_004,RIVASTIGMINE TARTRATE,EQ 6MG BASE,1343424,355897,106367
PRODUCT_061734_001,TETRACYCLINE HYDROCHLORIDE,250MG,1343857,455284,106368
PRODUCT_061734_002,TETRACYCLINE HYDROCHLORIDE,500MG,1343857,455284,106369
PRODUCT_018044_001,CALCITRIOL,0.25MCG,1344395,63252,106370
PRODUCT_018044_002,CALCITRIOL,0.5MCG,1344395,63252,106371
PRODUCT_060641_001,METHACYCLINE HYDROCHLORIDE,EQ 140MG BASE,1343406,1418074,106372
PRODUCT_060641_002,METHACYCLINE HYDROCHLORIDE,EQ 280MG BASE,1343406,1418074,106373
PRODUCT_040061_001,ACETAMINOPHEN,500MG,1343835,16450,106374
PRODUCT_040061_001,OXYCODONE HYDROCHLORIDE,500MG,1343646,674841,106375
PRODUCT_016089_002,CYANOCOBALAMIN CO-57,0.5-1uCi,1344381,1369664,106376
PRODUCT_016090_002,CYANOCOBALAMIN CO-60,0.5-1uCi,1344382,1376388,106377
PRODUCT_050625_001,CYCLOSPORINE,25MG,1344970,72873,106378
PRODUCT_050625_003,CYCLOSPORINE,50MG,1344970,72873,106379
PRODUCT_050625_002,CYCLOSPORINE,100MG,1344970,72873,106380
PRODUCT_018936_007,FLUOXETINE HYDROCHLORIDE,EQ 10MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,1343603,675033,106381
PRODUCT_018936_008,FLUOXETINE HYDROCHLORIDE,EQ 20MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,1343603,675033,106382
PRODUCT_084422_001,SECOBARBITAL SODIUM,100MG,1344123,674854,106383
PRODUCT_084225_001,SECOBARBITAL SODIUM,100MG,1344123,674854,106384
PRODUCT_085895_001,SECOBARBITAL SODIUM,100MG,1344123,674854,106385
PRODUCT_084676_001,SECOBARBITAL SODIUM,100MG,1344123,674854,106386
PRODUCT_085869_001,SECOBARBITAL SODIUM,100MG,1344123,674854,106387
PRODUCT_085285_001,SECOBARBITAL SODIUM,100MG,1344123,674854,106388
PRODUCT_085909_001,SECOBARBITAL SODIUM,50MG,1344123,674854,106389
PRODUCT_085903_001,SECOBARBITAL SODIUM,100MG,1344123,674854,106390
PRODUCT_084762_001,SECOBARBITAL SODIUM,100MG,1344123,674854,106391
PRODUCT_084561_001,SECOBARBITAL SODIUM,100MG,1344123,674854,106392
PRODUCT_085867_001,SECOBARBITAL SODIUM,100MG,1344123,674854,106393
PRODUCT_085477_001,SECOBARBITAL SODIUM,100MG,1344123,674854,106394
PRODUCT_085898_001,SECOBARBITAL SODIUM,100MG,1344123,674854,106395
PRODUCT_086273_001,SECOBARBITAL SODIUM,100MG,1344123,674854,106396
PRODUCT_085792_001,SECOBARBITAL SODIUM,100MG,1344123,674854,106397
PRODUCT_084926_001,SECOBARBITAL SODIUM,100MG,1344123,674854,106398
PRODUCT_085798_001,SECOBARBITAL SODIUM,100MG,1344123,674854,106399
PRODUCT_086390_001,SECOBARBITAL SODIUM,100MG,1344123,674854,106400
PRODUCT_086101_001,SECOBARBITAL SODIUM,50MG,1344123,674854,106401
PRODUCT_086101_002,SECOBARBITAL SODIUM,100MG,1344123,674854,106402
PRODUCT_075321_001,SELEGILINE HYDROCHLORIDE,5MG,1343672,674855,106405
PRODUCT_075352_001,SELEGILINE HYDROCHLORIDE,5MG,1343672,674855,106406
PRODUCT_060593_001,CYCLOSERINE,250MG,1344976,43740,106413
PRODUCT_016798_003,DOXEPIN HYDROCHLORIDE,EQ 10MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,1344351,1051125,106414
PRODUCT_016798_001,DOXEPIN HYDROCHLORIDE,EQ 25MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,1344351,1051125,106415
PRODUCT_016798_002,DOXEPIN HYDROCHLORIDE,EQ 50MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,1344351,1051125,106416
PRODUCT_016798_006,DOXEPIN HYDROCHLORIDE,EQ 75MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,1344351,1051125,106417
PRODUCT_016798_005,DOXEPIN HYDROCHLORIDE,EQ 100MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,1344351,1051125,106418
PRODUCT_016798_007,DOXEPIN HYDROCHLORIDE,EQ 150MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,1344351,1051125,106419
PRODUCT_018671_001,SODIUM IODIDE I-123,100uCi,1343193,675034,106420
PRODUCT_018671_002,SODIUM IODIDE I-123,200uCi,1343193,675034,106421
PRODUCT_018671_003,SODIUM IODIDE I-123,400uCi,1343193,675034,106422
PRODUCT_017630_001,SODIUM IODIDE I-123,100uCi,1343193,675034,106423
PRODUCT_071909_001,SODIUM IODIDE I-123,100uCi,1343193,675034,106424
PRODUCT_071910_001,SODIUM IODIDE I-123,200uCi,1343193,675034,106425
PRODUCT_017316_001,SODIUM IODIDE I-131,50uCi,1344633,675035,106426
PRODUCT_017316_002,SODIUM IODIDE I-131,100uCi,1344633,675035,106427
PRODUCT_021305_006,SODIUM IODIDE I-131,0.009-0.1mCi,1344633,675035,106428
PRODUCT_021305_004,SODIUM IODIDE I-131,2-200mCi,1344633,675035,106429
PRODUCT_084590_001,PENTOBARBITAL SODIUM,100MG,1344622,95978,106433
PRODUCT_083368_001,PENTOBARBITAL SODIUM,100MG,1344622,95978,106434
PRODUCT_083259_001,PENTOBARBITAL SODIUM,100MG,1344622,95978,106435
PRODUCT_084677_001,PENTOBARBITAL SODIUM,100MG,1344622,95978,106436
PRODUCT_083461_001,PENTOBARBITAL SODIUM,50MG,1344622,95978,106437
PRODUCT_083461_002,PENTOBARBITAL SODIUM,100MG,1344622,95978,106438
PRODUCT_084156_001,PENTOBARBITAL SODIUM,100MG,1344622,95978,106439
PRODUCT_084560_001,PENTOBARBITAL SODIUM,100MG,1344622,95978,106440
PRODUCT_083301_001,PENTOBARBITAL SODIUM,100MG,1344622,95978,106441
PRODUCT_083264_001,PENTOBARBITAL SODIUM,100MG,1344622,95978,106442
PRODUCT_085791_001,PENTOBARBITAL SODIUM,100MG,1344622,95978,106443
PRODUCT_083239_001,PENTOBARBITAL SODIUM,100MG,1344622,95978,106444
PRODUCT_017589_001,BETA CAROTENE,30MG,1344292,255373,106445
PRODUCT_087155_001,THEOPHYLLINE,100MG,1343085,381693,106447
PRODUCT_087155_002,THEOPHYLLINE,200MG,1343085,381693,106448
PRODUCT_087155_003,THEOPHYLLINE,250MG,1343085,381693,106449
PRODUCT_020859_001,ZALEPLON,5MG,1343427,421332,106450
PRODUCT_020859_002,ZALEPLON,10MG,1343427,421332,106451
PRODUCT_019821_001,ACITRETIN,10MG,1344915,169652,106452
PRODUCT_019821_002,ACITRETIN,25MG,1344915,169652,106455
PRODUCT_076041_001,ISOTRETINOIN,10MG,1344095,13928,106456
PRODUCT_076041_002,ISOTRETINOIN,20MG,1344095,13928,106457
PRODUCT_076503_001,ISOTRETINOIN,30MG,1344095,13928,106458
PRODUCT_076041_003,ISOTRETINOIN,40MG,1344095,13928,106459
PRODUCT_020083_001,ITRACONAZOLE,100MG,1343866,97867,106460
PRODUCT_085897_001,PHENDIMETRAZINE TARTRATE,35MG,1343847,1355754,106461
PRODUCT_085507_001,PHENDIMETRAZINE TARTRATE,35MG,1343847,1355754,106462
PRODUCT_077672_003,STAVUDINE,15MG,1343445,107119,106463
PRODUCT_077672_004,STAVUDINE,20MG,1343445,107119,106464
PRODUCT_077672_001,STAVUDINE,30MG,1343445,107119,106465
PRODUCT_077672_002,STAVUDINE,40MG,1343445,107119,106466
PRODUCT_078957_001,STAVUDINE,15MG,1343445,107119,106467
PRODUCT_078957_002,STAVUDINE,20MG,1343445,107119,106468
PRODUCT_078957_003,STAVUDINE,30MG,1343445,107119,106469
PRODUCT_078957_004,STAVUDINE,40MG,1343445,107119,106470
PRODUCT_079069_001,STAVUDINE,15MG,1343445,107119,106473
PRODUCT_079069_002,STAVUDINE,20MG,1343445,107119,106474
PRODUCT_079069_003,STAVUDINE,30MG,1343445,107119,106475
PRODUCT_079069_004,STAVUDINE,40MG,1343445,107119,106476
PRODUCT_021411_001,ATOMOXETINE HYDROCHLORIDE,5MG,1343140,547576,106477
PRODUCT_087666_001,SULFINPYRAZONE,200MG,1343897,60232,106485
PRODUCT_087770_001,SULFINPYRAZONE,200MG,1343897,60232,106486
PRODUCT_088934_001,SULFINPYRAZONE,200MG,1343897,60232,106487
PRODUCT_088666_001,SULFINPYRAZONE,200MG,1343897,60232,106488
PRODUCT_060429_002,TETRACYCLINE HYDROCHLORIDE,100MG,1343857,455284,106489
PRODUCT_060429_004,TETRACYCLINE HYDROCHLORIDE,125MG,1343857,455284,106490
PRODUCT_060429_001,TETRACYCLINE HYDROCHLORIDE,250MG,1343857,455284,106491
PRODUCT_060429_003,TETRACYCLINE HYDROCHLORIDE,500MG,1343857,455284,106492
PRODUCT_016792_001,TRIMIPRAMINE MALEATE,EQ 25MG BASE,1343777,674899,106494
PRODUCT_016792_002,TRIMIPRAMINE MALEATE,EQ 50MG BASE,1343777,674899,106495
PRODUCT_016792_003,TRIMIPRAMINE MALEATE,EQ 100MG BASE,1343777,674899,106496
PRODUCT_020972_002,EFAVIRENZ,100MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,1343732,374719,106498
PRODUCT_071000_001,AMANTADINE HYDROCHLORIDE,100MG,1344319,452635,106504
PRODUCT_021520_001,FLUOXETINE HYDROCHLORIDE,EQ 25MG BASE,1343603,675033,106505
PRODUCT_021520_001,OLANZAPINE,EQ 25MG BASE,1343604,34197,106506
PRODUCT_021520_002,FLUOXETINE HYDROCHLORIDE,EQ 25MG BASE,1343603,675033,106507
PRODUCT_021520_002,OLANZAPINE,EQ 25MG BASE,1343604,34197,106508
PRODUCT_021520_004,FLUOXETINE HYDROCHLORIDE,EQ 25MG BASE,1343603,675033,106509
PRODUCT_021520_004,OLANZAPINE,EQ 25MG BASE,1343604,34197,106510
PRODUCT_021520_003,FLUOXETINE HYDROCHLORIDE,EQ 50MG BASE,1343603,675033,106511
PRODUCT_021520_003,OLANZAPINE,EQ 50MG BASE,1343604,34197,106512
PRODUCT_021520_005,FLUOXETINE HYDROCHLORIDE,EQ 50MG BASE,1343603,675033,106513
PRODUCT_021520_005,OLANZAPINE,EQ 50MG BASE,1343604,34197,106514
PRODUCT_016020_001,AMANTADINE HYDROCHLORIDE,100MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,1344319,452635,106515
PRODUCT_089166_001,ACETAMINOPHEN,356.4MG,1343835,16450,106519
PRODUCT_089166_001,CAFFEINE,356.4MG,1344812,16485,106520
PRODUCT_089166_001,DIHYDROCODEINE BITARTRATE,356.4MG,1344086,1355857,106521
PRODUCT_008102_004,CHLOROTRIANISENE,12MG,1343786,674712,106523
PRODUCT_011444_001,CHLOROTRIANISENE,25MG,1343786,674712,106524
PRODUCT_016235_001,CHLOROTRIANISENE,72MG,1343786,674712,106525
PRODUCT_091195_001,TACROLIMUS,EQ 0.5MG BASE,1344189,2197758,106526
PRODUCT_091195_002,TACROLIMUS,EQ 1MG BASE,1344189,2197758,106527
PRODUCT_091195_003,TACROLIMUS,EQ 5MG BASE,1344189,2197758,106528
PRODUCT_090509_001,TACROLIMUS,EQ 0.5MG BASE,1344189,2197758,106529
PRODUCT_090509_002,TACROLIMUS,EQ 1MG BASE,1344189,2197758,106530
PRODUCT_090509_003,TACROLIMUS,EQ 5MG BASE,1344189,2197758,106531
PRODUCT_090596_001,TACROLIMUS,EQ 0.5MG BASE,1344189,2197758,106532
PRODUCT_090596_002,TACROLIMUS,EQ 1MG BASE,1344189,2197758,106533
PRODUCT_090596_003,TACROLIMUS,EQ 5MG BASE,1344189,2197758,106534
PRODUCT_090802_001,TACROLIMUS,EQ 0.5MG BASE,1344189,2197758,106535
PRODUCT_090802_002,TACROLIMUS,EQ 1MG BASE,1344189,2197758,106536
PRODUCT_090802_003,TACROLIMUS,EQ 5MG BASE,1344189,2197758,106537
PRODUCT_065461_001,TACROLIMUS,EQ 0.5MG BASE,1344189,2197758,106538
PRODUCT_065461_002,TACROLIMUS,EQ 1MG BASE,1344189,2197758,106539
PRODUCT_065461_003,TACROLIMUS,EQ 5MG BASE,1344189,2197758,106540
PRODUCT_090687_001,TACROLIMUS,EQ 0.5MG BASE,1344189,2197758,106541
PRODUCT_090687_002,TACROLIMUS,EQ 1MG BASE,1344189,2197758,106542
PRODUCT_090687_003,TACROLIMUS,EQ 5MG BASE,1344189,2197758,106543
PRODUCT_202806_001,DABRAFENIB MESYLATE,EQ 50MG BASE,1879205,1377999,106545
PRODUCT_202806_002,DABRAFENIB MESYLATE,EQ 75MG BASE,1879205,1377999,106546
PRODUCT_021087_003,OSELTAMIVIR PHOSPHATE,EQ 30MG BASE,1344630,674291,106547
PRODUCT_021087_002,OSELTAMIVIR PHOSPHATE,EQ 45MG BASE,1344630,674291,106548
PRODUCT_021087_001,OSELTAMIVIR PHOSPHATE,EQ 75MG BASE,1344630,674291,106549
PRODUCT_202010_001,TAMSULOSIN HYDROCHLORIDE,0.4MG,1343291,674865,106550
PRODUCT_202433_001,TAMSULOSIN HYDROCHLORIDE,0.4MG,1343291,674865,106551
PRODUCT_090377_001,TAMSULOSIN HYDROCHLORIDE,0.4MG,1343291,674865,106552
PRODUCT_204645_001,TAMSULOSIN HYDROCHLORIDE,0.4MG,1343291,674865,106553
PRODUCT_090408_001,TAMSULOSIN HYDROCHLORIDE,0.4MG,1343291,674865,106554
PRODUCT_078015_001,TAMSULOSIN HYDROCHLORIDE,0.4MG,1343291,674865,106555
PRODUCT_090931_001,TAMSULOSIN HYDROCHLORIDE,0.4MG,1343291,674865,106556
PRODUCT_078801_001,TAMSULOSIN HYDROCHLORIDE,0.4MG,1343291,674865,106557
PRODUCT_077630_001,TAMSULOSIN HYDROCHLORIDE,0.4MG,1343291,674865,106558
PRODUCT_078938_001,TAMSULOSIN HYDROCHLORIDE,0.4MG,1343291,674865,106559
PRODUCT_078225_001,TAMSULOSIN HYDROCHLORIDE,0.4MG,1343291,674865,106560
PRODUCT_050336_002,TROLEANDOMYCIN,EQ 250MG BASE,1344190,559106,106561
PRODUCT_021055_001,BEXAROTENE,75MG,1344853,119498,106562
PRODUCT_204426_001,ETHINYL ESTRADIOL,0.02MG,1344539,31241,106565
PRODUCT_204426_001,NORETHINDRONE ACETATE,0.02MG,1343302,675097,106566
PRODUCT_019369_001,ETRETINATE,10MG,1344296,4193,106567
PRODUCT_019369_002,ETRETINATE,25MG,1344296,4193,106568
PRODUCT_070564_001,TEMAZEPAM,15MG,1343368,95909,106569
PRODUCT_070547_001,TEMAZEPAM,30MG,1343368,95909,106570
PRODUCT_071638_001,TEMAZEPAM,15MG,1343368,95909,106571
PRODUCT_071620_001,TEMAZEPAM,30MG,1343368,95909,106572
PRODUCT_203482_001,TEMAZEPAM,7.5MG,1343368,95909,106573
PRODUCT_203482_002,TEMAZEPAM,15MG,1343368,95909,106574
PRODUCT_203482_003,TEMAZEPAM,22.5MG,1343368,95909,106575
PRODUCT_203482_004,TEMAZEPAM,30MG,1343368,95909,106576
PRODUCT_071708_001,TEMAZEPAM,15MG,1343368,95909,106577
PRODUCT_071709_001,TEMAZEPAM,30MG,1343368,95909,106578
PRODUCT_070920_002,TEMAZEPAM,7.5MG,1343368,95909,106579
PRODUCT_070920_004,TEMAZEPAM,15MG,1343368,95909,106580
PRODUCT_070920_003,TEMAZEPAM,22.5MG,1343368,95909,106581
PRODUCT_070920_001,TEMAZEPAM,30MG,1343368,95909,106582
PRODUCT_071457_002,TEMAZEPAM,7.5MG,1343368,95909,106583
PRODUCT_071456_001,TEMAZEPAM,15MG,1343368,95909,106584
PRODUCT_071457_003,TEMAZEPAM,22.5MG,1343368,95909,106585
PRODUCT_071457_001,TEMAZEPAM,30MG,1343368,95909,106586
PRODUCT_071427_001,TEMAZEPAM,15MG,1343368,95909,106587
PRODUCT_071428_001,TEMAZEPAM,30MG,1343368,95909,106588
PRODUCT_070489_001,TEMAZEPAM,15MG,1343368,95909,106593
PRODUCT_070490_001,TEMAZEPAM,30MG,1343368,95909,106594
PRODUCT_070383_001,TEMAZEPAM,15MG,1343368,95909,106599
PRODUCT_071446_001,TEMAZEPAM,15MG,1343368,95909,106600
PRODUCT_070384_001,TEMAZEPAM,30MG,1343368,95909,106601
PRODUCT_071447_001,TEMAZEPAM,30MG,1343368,95909,106602
PRODUCT_021029_001,TEMOZOLOMIDE,5MG,1343899,53686,106603
PRODUCT_021029_002,TEMOZOLOMIDE,20MG,1343899,53686,106604
PRODUCT_021029_003,TEMOZOLOMIDE,100MG,1343899,53686,106605
PRODUCT_021029_005,TEMOZOLOMIDE,140MG,1343899,53686,106606
PRODUCT_021029_006,TEMOZOLOMIDE,180MG,1343899,53686,106607
PRODUCT_021029_004,TEMOZOLOMIDE,250MG,1343899,53686,106608
PRODUCT_203490_001,TEMOZOLOMIDE,5MG,1343899,53686,106609
PRODUCT_203490_002,TEMOZOLOMIDE,20MG,1343899,53686,106610
PRODUCT_203490_003,TEMOZOLOMIDE,100MG,1343899,53686,106611
PRODUCT_203490_004,TEMOZOLOMIDE,140MG,1343899,53686,106612
PRODUCT_203490_005,TEMOZOLOMIDE,180MG,1343899,53686,106613
PRODUCT_203490_006,TEMOZOLOMIDE,250MG,1343899,53686,106614
PRODUCT_203691_001,TEMOZOLOMIDE,5MG,1343899,53686,106615
PRODUCT_203691_002,TEMOZOLOMIDE,20MG,1343899,53686,106616
PRODUCT_203691_003,TEMOZOLOMIDE,100MG,1343899,53686,106617
PRODUCT_203691_004,TEMOZOLOMIDE,140MG,1343899,53686,106618
