mol_atc_id,level5,molregno
38502,L01DB02,336913
38503,A07EA02,674446
38504,V09FX04,2039188
38505,R05CB01,20881
38506,V09AB02,2197753
38507,A03BA01,445395
38508,C07AA14,100926
38509,D10AF03,420999
38510,B05XA11,1674520
38511,C02DD01,1370034
38512,C08CA04,407549
38513,J05AC03,2197377
38514,A06AB08,1078532
38515,J01DB12,1078578
38516,N05CC05,834627
38517,N05CD09,47006
38518,L03AA14,1378035
38519,J05AP04,700566
38520,N02CX07,2096380
38521,N05BA56,16959
38522,A07BC03,1381114
38523,R03BB07,499120
38524,R01AD04,421058
38525,A06AH01,675721
38526,S03AA08,420999
38527,B01AC09,175331
38528,A01AB02,195106
38529,S01EC01,1125
38530,V09GA01,1369645
38531,D06BB06,430597
38532,D07XB05,1337005
38533,J01FA06,686036
38534,C09AA10,421317
38535,J01XX05,675221
38536,D10AA03,1337005
38537,M02AA13,11674
38538,V08AC05,1378587
38539,G03CX01,1376044
38540,N01AX04,1377615
38541,C07AA02,13756
38542,A08AA05,46385
38543,N07BC06,1378897
38544,M01AX01,139210
38545,C07AB05,1354
38546,D01AC14,675147
38547,G01AA10,581843
38548,N02BA10,270986
38549,A12BA02,2197693
38550,B06AA03,675545
38551,S01GA03,114810
38552,D04AX01,1051118
38553,L01XC16,1626776
38554,V09IX07,2039316
38555,D10AD06,2039284
38556,C01BA13,1247476
38557,M04AX01,675388
38558,B06AC01,2335520
38559,J01DH06,1379756
38560,L01XC31,2096424
38561,L01XX58,1927218
38562,L01XX60,1626751
38563,L01XX61,1724957
38564,L04AA39,2197848
38565,V04CX01,1038758
38566,B02BD10,2336097
38567,V09IX12,2039238
38568,A16AB15,2335981
38569,V10XX04,2335516
38570,D09AA08,1381282
38571,G03XC05,1377665
38572,G01AD03,443348
38573,D06BA51,806511
38574,A10BX08,451662
38575,R06AX28,147769
38576,S01AX09,48849
38577,V09GA05,2096438
38578,S01AD03,365538
38579,V08DA01,1381156
38580,V09IX05,1377339
38581,S01HA05,16581
38582,C02AC06,60422
38583,N06BX15,1383378
38584,N02BE04,1078605
38585,R02AD04,675168
38586,A01AB09,8917
38587,S01AA05,577826
38588,S01EE05,1285394
38589,C08CA06,365248
38590,N06AX22,8209
38591,N06BX16,267304
38592,A07AB03,204090
38593,C03DB01,89526
38594,C05AA04,182546
38595,J01FA11,621723
38596,D07XA01,674919
38597,G01AX13,1377661
38598,R01AD06,419410
38599,N05BA15,624268
38600,A12CA02,2197727
38601,C10AX13,1540527
38602,D07AC11,674683
38603,H02AA03,674493
38604,G03CB01,117108
38605,C10AX10,1380570
38606,D10AF03,27340
38607,G01AA05,420999
38608,N06BX17,150639
38609,N03AB04,66016
38610,A11HA06,1671161
38611,C04AX30,1383036
38612,V09IA08,2039362
38613,V09DB05,675452
38614,S01GX51,7725
38615,D07AB06,675015
38616,D07XA01,374052
38617,D07XB02,674400
38618,N05AB07,147927
38619,C09AA11,1967
38620,J02AB01,8917
38621,C04AA01,671001
38622,R01AC04,258709
38623,S01FA02,579689
38624,J04AB04,397074
38625,J06AA05,1381458
38626,M05BA06,110435
38627,D03BA02,1380975
38628,D05AD01,402531
38629,L01CD03,1380894
38630,P01BD01,2080
38631,L01XX11,674672
38632,A06AB53,82895
38633,M02AA04,2197547
38634,N02BA51,1280
38635,L04AX05,705377
38636,D01AA07,162991
38637,L01XE19,1376109
38638,A12CD02,1248730
38639,A04AD13,1069144
38640,A08AA01,453532
38641,G04BE10,1285392
38642,V08AB11,1379482
38643,D08AJ08,368083
38644,D07AB02,515027
38645,H01CB03,675136
38646,D07XA01,150313
38647,G04BD07,321964
38648,J05AE05,17347
38649,J05AX06,39781
38650,L02AB02,34608
38651,C05AA10,105252
38652,R06AD55,2039342
38653,R06AX15,1048558
38654,D07AB21,1378281
38655,D06AX04,2197622
38656,B03AA03,2096354
38657,C01BA08,2096433
38658,C04AD02,983973
38659,D11AX24,442077
38660,M09AX05,1378215
38661,G01AF07,995747
38662,D06BB04,4775
38663,S01CB01,954312
38664,C05CA02,1925123
38665,C02CC01,675211
38666,N02BG05,1377210
38667,R03BA04,674327
38668,C08EX01,150806
38669,G01AC03,373953
38670,C01BD06,1383550
38671,V09EX03,674636
38672,J07AM01,1381141
38673,L01CA05,1383165
38674,L04AA02,675588
38675,J01EC01,2247
38676,N02BA71,1280
38677,N02CC07,250328
38678,N05BB51,77459
38679,V04CE02,572705
38680,A10BH01,363589
38681,A11CC02,1533212
38682,C09AA01,444750
38683,J01ED02,949710
38684,C01CA09,675270
38685,G04CB01,33679
38686,D01BA02,56831
38687,C01CA13,642253
38688,S01EX02,675167
38689,D06BB09,169382
38690,L01BB03,36864
38691,C07AA05,1370
38692,J01CA10,558295
38693,N06BC02,611752
38694,A11HA05,65798
38695,G03BA03,1379337
38696,A03AA09,1766457
38697,V08AB10,1379484
38698,S01XA08,20881
38699,D07AA02,439720
38700,L03AC01,675456
38701,S01BC11,140107
38702,C05BX01,1378461
38703,N02CC04,79047
38704,R02AA14,130007
38705,S02BA03,674860
38706,L02BB04,630886
38707,D01AE03,2039311
38708,S01LA03,1381018
38709,C08CA08,453570
38710,D06AX09,35271
38711,D06BA02,2095
38712,J05AX07,508828
38713,L01CB01,674596
38714,A14AA06,1379269
38715,A10AD03,675594
38716,N05CC03,2039279
38717,R06AA01,675196
38718,S01FA04,675289
38719,S01GA06,44648
38720,G01AF08,674389
38721,D07XB05,365281
38722,M01AG02,199490
38723,A05BA08,349663
38724,M02AX03,10009
38725,N06AX23,161281
38726,B05XA03,674525
38727,V03AB37,1926845
38728,D08AC01,38432
38729,M04AA03,647206
38730,A03FA06,182814
38731,D09AA13,875000
38732,C01CA17,675163
38733,B01AB07,2039178
38734,R06AX13,110803
38735,J05AX12,691562
38736,D06BB53,365538
38737,J01CA02,1671634
38738,G03AC01,187962
38739,D07AB09,381691
38740,S01BA02,674513
38741,S01BA06,674713
38742,S01BC03,29890
38743,C08CX01,72035
38744,L03AA13,675363
38745,C05AA01,374052
38746,D11AX21,62817
38747,A03AD30,1377330
38748,R03DC53,47447
38749,V08CX01,674817
38750,S01KX01,675559
38751,N04BA01,112655
38752,C05AA09,1337005
38753,C05AD01,6723
38754,C03AA13,1377482
38755,J04AB03,398458
38756,L01XX18,176796
38757,N02BG04,1377345
38758,N05CA22,1377503
38759,H01AC06,699377
38760,L01XC27,1121920
38761,L01XX57,484950
38762,J05AP02,394996
38763,C03AA07,797138
38764,G01AX16,240864
38765,V03AB19,9277
38766,C10AB11,675696
38767,D06AX02,420999
38768,A03FA03,364745
38769,A02BX05,675137
38770,C07AB06,138698
38771,C01DX01,1379050
38772,R05DB09,924160
38773,M03BB72,674665
38774,R03AC08,624172
38775,R03CC11,641256
38776,C04AA02,186531
38777,C01DA14,263453
38778,C01DX11,223582
38779,V03AN02,694221
38780,A06AD21,1380051
38781,C08DB01,1278
38782,J01CF05,371745
38783,D09AA10,8193
38784,P03BA01,1376878
38785,S01AX16,1376992
38786,V08CA07,674411
38787,D07AC05,421059
38788,N05AA02,583530
38789,P02BX02,254526
38790,L01XE11,489525
38791,A06AB56,1380824
38792,L02BX02,237139
38793,N04BC05,88815
38794,N03AG05,37067
38795,A01AB12,240864
38796,S01EB05,9277
38797,R06AX53,1377728
38798,C08CA07,554892
38799,G04BX14,1383340
38800,G04CA02,61181
38801,L01XX08,453578
38802,L04AC03,675577
38803,N06BX11,53591
38804,A12CC01,1674520
38805,A12AA04,674490
38806,C01DA52,37493
38807,A10BB02,8516
38808,A02AB07,2039204
38809,R07AB03,193343
38810,V09EX01,675047
38811,D04AA04,231013
38812,G04BE09,421326
38813,A11CA02,255373
38814,A10BK02,1376111
38815,J01AA10,2096429
38816,M01CB01,113247
38817,C08DA02,78582
38818,S01AA27,371655
38819,A16AB08,675773
38820,C05BA03,1380517
38821,C03AH02,583522
38822,A11CC01,430124
38823,M05BX01,273921
38824,C08EX02,119288
38825,L02BG01,6317
38826,L01XX55,651088
38827,M03BA71,612263
38828,N06AB02,54070
38829,N06AX07,33583
38830,R03AC16,262509
38831,D08AH01,192290
38832,D07XB02,674829
38833,J02AX04,497229
38834,N01AB08,674645
38835,A12AA07,674619
38836,L03AB14,1380330
38837,J01DD14,454578
38838,N03AF01,15086
38839,R02AB02,577826
38840,A14AB03,1377588
38841,C01AA04,419508
38842,S01AA07,312304
38843,R05DB10,675264
38844,R05DB19,248988
38845,P01AB01,27912
38846,N05CX05,1383245
38847,R03BA03,421058
38848,C04AX07,644928
38849,A10AB04,675366
38850,B03AA10,2039276
38851,S01XA03,674525
38852,C08CA05,419596
38853,D08AJ05,1376525
38854,S01BA11,675060
38855,S01EA05,62817
38856,N05CA15,2216
38857,R02AA05,48849
38858,J01XA04,1763640
38859,C10AC03,1380507
38860,A10BB06,454372
38861,M03BB52,674665
38862,C07AA27,255566
38863,J01DB10,1383042
38864,N06AX04,16225
38865,N04BC01,7065
38866,C04AX24,2197315
38867,A10BB09,346895
38868,L01BC59,169321
38869,R01AA02,150688
38870,R06AX09,89672
38871,C01CA19,19278
38872,C02DB03,421036
38873,A08AA03,668616
38874,V09AX04,1348550
38875,V03AF02,567195
38876,V09AA02,1369668
38877,R05DB18,1377572
38878,R06AB54,10358
38879,D06AX10,2096403
38880,N05CC04,1078583
38881,V09CX04,2096374
38882,C10AD05,697885
38883,D10AF51,674583
38884,R02AA02,192290
38885,C02KB01,674813
38886,V08AB12,675026
38887,D08AE04,64200
38888,G03BA03,675052
38889,S01EA02,675213
38890,J06BB03,1381094
38891,A12CC03,2197511
38892,L01XE43,1927160
38893,C05AD03,16735
38894,C01DX15,1376364
38895,C01CA02,1994
38896,L01XE28,1570706
38897,G03DB08,675813
38898,R01AA13,1378737
38899,V08AA06,1377294
38900,S01GA01,42468
38901,S02AA01,420999
38902,S01CB01,365281
38903,N05AE03,10813
38904,L01XX09,25047
38905,A02BC04,222203
38906,A06AB02,88841
38907,D10AB03,468021
38908,D01AE06,2039338
38909,V03AZ01,13618
38910,M09AB02,1380975
38911,J05AH02,228121
38912,R01AD08,401141
38913,C05AA06,674551
38914,B06AA55,1380413
38915,A04AD10,4496
38916,D08AK30,695657
38917,V03AB32,432232
38918,A04AD02,2096414
38919,J01CA08,1062842
38920,M02AA01,12417
38921,R03AC12,242716
38922,V04CH30,4011
38923,V03AB27,2039187
38924,V09IX08,2039235
38925,S03BA02,182546
38926,V08AB02,674406
38927,N06AX17,427379
38928,N05BA22,1379524
38929,B01AD04,675518
38930,C09CA04,421066
38931,D10AD05,445932
38932,J05AX11,340684
38933,B05BC02,102073
38934,C01BB03,583520
38935,G03XC03,162444
38936,J01MA01,146
38937,L01AX02,453722
38938,D01AE19,1377755
38939,J01EB07,2095
38940,J01CA09,430506
38941,S01AA03,2197622
38942,V08AA10,1377306
38943,D07AD02,674796
38944,H02AB09,674513
38945,H02AB11,1377629
38946,N07BB04,21459
38947,M02AA15,29890
38948,A14AA08,674387
38949,V09DA02,2039315
38950,S01EE02,675358
38951,S01XA22,1369610
38952,J01FA10,12428
38953,L01DB03,1114
38954,L03AB05,675368
38955,D01AC52,8917
38956,N07AA03,673257
38957,N03AB02,921
38958,R01AX09,1377278
38959,R03DC02,26451
38960,V04CG04,271725
38961,C01BC07,139211
38962,A10AC02,675451
38963,A05BA05,2039226
38964,V03AE05,1592384
38965,H02AA01,11212
38966,G03DB06,182928
38967,R01AB08,204823
38968,D07AB21,674926
38969,L04AA37,1378029
38970,N02BE53,16498
38971,C03CD01,1078524
38972,D07AB19,365281
38973,L01AD02,10898
38974,N05AH06,103542
38975,M05BA05,299299
38976,L04AX01,431141
38977,D01AC07,674389
38978,R03BB06,674978
38979,D05AX04,1377881
38980,J04AD01,801908
38981,N05BA11,95969
38982,N01AX03,38833
38983,C10AB07,255557
38984,N02CC05,420985
38985,B05XA01,674682
38986,C01DX04,395946
38987,C01AC01,1230007
38988,S01EB02,892
38989,P03BA02,330545
38990,G03GA04,675507
38991,A01AC03,150313
38992,B05XA02,304381
38993,A11HA01,175447
38994,C01BG07,139895
38995,A01AD05,1280
38996,C05BB56,688684
38997,J01CE01,1615
38998,L03AA10,1381394
38999,A12AA06,2039356
39000,D06BB10,250908
39001,P01AB07,497784
39002,M03BX06,380430
39003,A03AA03,418422
39004,J01CF02,76766
39005,C01BB04,684872
39006,R07AB01,581848
39007,V09IA06,1121961
39008,S01GX01,7725
39009,S01GX04,39540
39010,N06AX26,1377263
39011,D07AC16,1378579
39012,J05AF10,33889
39013,R01AD03,365281
39014,L01AA03,65415
39015,H03BB52,421089
39016,G03CC02,117108
39017,L01XE02,88232
39018,L01XX05,4730
39019,J01DB11,1675829
39020,A12CC02,2197728
39021,A07EA06,313314
39022,S01EB51,14406
39023,S01HA01,333370
39024,G03AC06,34608
39025,N05BA08,16960
39026,N07XX04,674633
39027,L02AA01,860
39028,M03BX03,418450
39029,M04AB02,60232
39030,A10BX02,248669
39031,A01AB10,674607
39032,M01AE10,16599
39033,J07BB03,1381308
39034,P01AC02,1152064
39035,S01CB01,1337005
39036,C01AA02,1362532
39037,V03AN04,238336
39038,R07AB02,1376877
39039,L03AB08,675558
39040,D11AX04,2039259
39041,V08AA01,675171
39042,V08AB08,1377053
39043,V03AB18,2096356
39044,A02AD04,2096402
39045,M05BX05,2039297
39046,N05CD11,1379718
39047,R01BA03,219334
39048,R03CC02,34094
39049,D04AB01,6723
39050,A03AA05,321213
39051,L03AA09,675569
39052,D11AX03,1378389
39053,N05CM16,1377411
39054,N06AA21,27713
39055,N07BA01,675444
39056,B01AB12,2039336
39057,R06AX19,27309
39058,V09GX02,1381304
39059,N01BB51,150882
39060,N07AA01,14126
39061,R01AX07,28516
39062,S02BA07,419410
39063,B05CX01,688684
39064,B01AC07,86042
39065,C05BA03,675473
39066,B01AA07,394206
39067,V09XX01,1369664
39068,D06AA03,421157
39069,J05AF05,33986
39070,N02AF02,77207
39071,A02BA08,1121332
39072,A07AA11,466768
39073,N03AX03,151273
39074,J01DC12,712308
39075,C01CE03,421520
39076,C01DA38,2039228
39077,G01AF13,222702
39078,H01BB02,392195
39079,G03GB02,1532240
39080,L01AC03,139950
39081,M01AX14,1380811
39082,A08AA08,685092
39083,V09FX01,1369650
39084,V10AX01,674627
39085,S01GA51,42468
39086,S01XA14,1380517
39087,C10AB09,255910
39088,M01AE03,16591
39089,N04BC04,19316
39090,S02BA06,954312
39091,N03AX22,685974
39092,B05CA06,458901
39093,H03BX02,694482
39094,D07AB03,674828
39095,L02AE05,675206
39096,G01AX11,675675
39097,D11AH06,520269
39098,G03GA10,2335926
39099,J01MA23,1377907
39100,J05AX23,1121900
39101,L01XX59,2197779
39102,N07XX12,2197858
39103,P01CA03,1054485
39104,B06AC05,1927038
39105,A10BK04,1142547
39106,N05AX16,1378030
39107,V03AF04,1248732
39108,V09GA07,675605
39109,S01FB01,219334
39110,C01CE02,380567
39111,R06AX17,12957
39112,C10AB03,2096387
39113,L01XA04,2096418
39114,L01XE40,2077913
39115,R01AA15,1377094
39116,R05DA03,388373
39117,D06BB03,365538
39118,D11AX52,503630
39119,C07AB02,789
39120,J01EB04,32842
39121,S01GX11,675698
39122,B01AC10,1140314
39123,C01CE01,11066
39124,A10BA03,56090
39125,R03BA09,508532
39126,G03AD02,1376116
39127,D08AE02,1379207
39128,G02AB03,196351
39129,G04BA03,674619
39130,L01CA04,560078
39131,R01AC51,7725
39132,S01BC09,293341
39133,S01BC10,119162
39134,L02BG05,374554
39135,N04AA08,1248735
39136,D04AA22,1383506
39137,H03BB02,421089
39138,N05AE01,1379281
39139,N05AF05,80351
39140,L04AA24,675774
39141,A06AC07,1380962
39142,D10AF04,699475
39143,N05CD03,11715
39144,N06AA13,209838
39145,C01CA26,351701
39146,C01EB17,448872
39147,C02AA02,43952
39148,C01CA22,675202
39149,C02KX02,154051
39150,C03BA10,452689
39151,B01AC24,416772
39152,S01AD01,47675
39153,R06AC03,668237
39154,N05AX13,468656
39155,J01CA04,143284
39156,D01AC12,1064822
39157,S02BA01,674513
39158,A07AX04,1378800
39159,B02BX01,938599
39160,L03AA15,1380838
39161,S03BA03,674489
39162,S03BA03,674713
39163,S01AA25,2197396
39164,A14AB01,674363
39165,M01AA02,1232772
39166,D01AE13,674631
39167,M03BA53,675068
39168,N06AB10,421007
39169,R03DA10,1376359
39170,C10AX07,2039309
39171,S01AA12,577488
39172,R01AD03,1337005
39173,R01AX03,1406675
39174,H01BA03,674641
39175,L01XX32,187372
39176,M04AB04,1376595
39177,N01AX15,699152
39178,J01CA07,1376536
39179,N05BA16,11762
39180,S03AA08,674680
39181,D01AE01,255047
39182,L04AA06,68396
39183,A03AX11,1110534
39184,N04AA03,675293
39185,S02BA06,365281
39186,B03BA53,1376007
39187,C05AE01,37493
39188,S03AA02,373985
39189,D04AA12,1379531
39190,G04BD10,291960
39191,N07CA03,38764
39192,S01BA03,487711
39193,L03AX11,1380157
39194,L04AA10,923
39195,J01DD03,1799684
39196,V09DA04,674372
39197,L04AB02,675617
39198,C01AB51,421211
39199,A10AD01,675534
39200,S01AE03,241
39201,V04CM01,112560
39202,J05AX05,2096378
39203,L02BG06,674325
39204,D01AC04,256000
39205,N06AA19,176014
39206,C05AA06,675015
39207,M05BX03,2039277
39208,D07AB09,674829
39209,J01DC02,371655
39210,A03AA01,418489
39211,A14AA01,34933
39212,B01AD07,1380151
39213,C01DX53,1064616
39214,P03BX03,435597
39215,J01DI02,497230
39216,S01AA04,421157
39217,J01FA08,559106
39218,A02BA02,1153672
39219,A02BC02,419598
39220,C03BD01,155584
39221,C05BA03,675515
39222,G03DB01,674804
39223,J02AB02,255904
39224,L01DA01,442943
39225,S01BA02,674919
39226,A03AX58,418413
39227,D09AA11,661367
39228,D09AA12,48849
39229,R02AA09,656160
39230,V08AC06,68817
39231,H02AB14,1078581
39232,P02CB01,352917
39233,R02AA15,675675
39234,A16AA03,85305
39235,A01AC03,374052
39236,J06BB18,1380904
39237,S01AE01,146
39238,S01GX09,663382
39239,S01BA08,675124
39240,J01CA19,742034
39241,S01AA18,2197609
39242,P02CA51,29637
39243,L01XD06,21393
39244,M01AX24,831240
39245,A03AX14,1383616
39246,V09IB04,1381066
39247,D08AE01,8167
39248,H01AC03,675637
39249,A06AG04,31422
39250,J01ED07,2130
39251,B02BC09,28976
39252,A09AA01,1380718
39253,B02BC08,2039378
39254,R05CB05,96595
39255,V08AB01,453512
39256,J05AB13,430597
39257,J05AE09,372438
39258,L01XA03,243124
39259,S01BA01,1337005
39260,R02AA06,114108
39261,R03CC09,82934
39262,L01XE12,33576
39263,V08AC02,1064493
39264,R05CA03,100157
39265,A03AA07,165774
39266,D11AC06,675675
39267,N02BA07,907761
39268,B02BX02,1352918
39269,A01AC01,674829
39270,V04CC04,675306
39271,R07AB05,686043
39272,D07AB19,1337005
39273,J04BA01,255347
39274,L01AX01,453566
39275,P01AX05,2355
39276,M09AB01,675593
39277,N01BB05,1376508
39278,N05CM13,610416
39279,B03BA51,1383003
39280,C04AB01,20131
39281,V09IA05,675513
39282,D08AA02,58538
39283,G03CA03,674924
39284,N05AE04,33664
39285,B06AC02,1341082
39286,A10AB01,675534
39287,S01XA02,104574
39288,S01AX05,66345
39289,S01AX07,2096426
39290,N05BA24,945379
39291,A03AB19,1379844
39292,C09CA05,115967
39293,R03BB04,1927030
39294,L01CD04,675699
39295,L01XE29,716009
39296,V03AB31,1369638
39297,G03CA07,342897
39298,L04AB04,675482
39299,A07AA51,2197622
39300,N06AA07,139311
39301,S01EX05,1926976
39302,A05BA03,825392
39303,N02CA07,263558
39304,C04AC01,16656
39305,C01EB11,1048211
39306,V03AF01,96595
39307,S01KA01,1377278
39308,H02AB08,381691
39309,J01AA03,438486
39310,N05AH05,1676656
39311,R01AD12,508532
39312,M01AE09,16308
39313,N03AF02,139014
39314,A10BG01,666
39315,A08AA06,10610
39316,A09AA04,1381059
39317,C05CX02,1379064
39318,A06AH03,1449222
39319,H01AA02,1376054
39320,G02AD06,22391
39321,G04BD03,1377512
39322,M01AA03,2197547
39323,J01DE01,372385
39324,G02CB02,263558
39325,J07AJ02,1381485
39326,M05BA07,83772
39327,N01AB02,67839
39328,N02BB53,60246
39329,N02CA02,2203
39330,A10BB10,453561
39331,C05AA12,674400
39332,P03BX01,877201
39333,R05DA07,320260
39334,R05DB25,1377428
39335,D08AH02,373953
39336,J01FA15,171587
39337,N07CA02,66311
39338,M05BA02,10423
39339,N01BC01,333370
39340,A02AC02,1381208
39341,R02AB30,675500
39342,R03AB03,44647
39343,B01AD06,1380682
39344,R05CB03,397731
39345,D06BA05,1159
39346,L01BB07,675063
39347,R05CA08,1380511
39348,P01BA06,29097
39349,B01AB10,675528
39350,B01AA08,1378531
39351,S01BA04,182546
39352,M01AE13,100485
39353,D10AF06,2525
39354,R01AA09,42552
39355,M01AA05,2096442
39356,N02BG10,2096384
39357,A03AA30,1046943
39358,R03DA02,674385
39359,P03AA54,94571
39360,R05DA08,1377494
39361,H02AB07,27229
39362,L03AX05,912049
39363,S01BA07,674551
39364,J01DB09,454576
39365,J01DD07,12105
39366,N06AA09,27072
39367,N03AD51,31811
39368,A14AB01,1377176
39369,C02AC05,21698
39370,J01EA02,42531
39371,N06AA04,996
39372,N05BX01,1377060
39373,A16AB05,675399
39374,C01DX16,37980
39375,A06AD03,2039269
39376,R01AA08,42468
39377,G04BD01,1383245
39378,N05AC04,1378709
39379,N05AX11,34266
39380,N05BB01,77459
39381,C01BA01,255477
39382,P03AB51,16530
39383,D02BB02,54825
39384,L03AB10,675616
39385,L03AB60,675616
39386,P02CA04,1152065
39387,P01AX06,378315
39388,C02AC04,99442
39389,G01AA05,674680
39390,N05CA16,2367
39391,R03AC11,641256
39392,R03AC13,705778
39393,C01BA04,11265
39394,G01AC06,373973
39395,G04BX01,674669
39396,J05AX09,675138
39397,C02CC03,123977
39398,C08EA02,112651
39399,C01DX05,276041
39400,L01BA04,374008
39401,A02BC01,419601
39402,C09AA05,189203
39403,C10AB02,57488
39404,N03AA30,2408
39405,L02BX03,422175
39406,A03AX02,1383289
39407,N05CA21,2416
39408,R03AC17,675246
39409,S03AA07,241
39410,L01XE34,715901
39411,R02AA21,673430
39412,N07XX08,1376107
39413,D07AC13,187696
39414,D03AX04,1241920
39415,G02AD05,896714
39416,H02BX01,27575
39417,P01BA01,6579
39418,D11AX01,51042
39419,N02BG02,656693
39420,C01DX03,1064616
39421,G03DA02,34608
39422,N07XX06,193281
39423,P01AB05,1152054
39424,N01BB10,675144
39425,N01BX01,67784
39426,A09AB02,675081
39427,A01AB06,660961
39428,H02AB04,675032
39429,J01XC01,372428
39430,D10AD02,104574
39431,L01XE15,691867
39432,G02CB01,7065
39433,G02CB06,117385
39434,M03BA01,612263
39435,N05CM01,22572
39436,A07AX03,389718
39437,A12AA02,1376864
39438,C01BA02,27341
39439,C01CA23,1379878
39440,C03AA05,453832
39441,A03FA07,1379727
39442,R06AC06,1046689
39443,S01XA06,1092901
39444,G04BE02,21716
39445,R01AD05,313314
39446,M01AG01,29989
39447,D08AJ59,1378469
39448,N01BA02,16581
39449,J01CA51,305519
39450,M03AC07,699450
39451,N06DA03,27251
39452,R03AC09,82934
39453,A07BC04,1381098
39454,D07AC02,2039202
39455,N05CM12,454376
39456,P03AX01,230966
39457,S01AA13,372428
39458,G03AC05,675090
39459,N05AB03,16505
39460,P02BB01,277372
39461,M01AB03,118617
39462,B05AA01,675406
39463,C02AA04,1941483
39464,A10BG03,19737
39465,N05AB10,1078530
39466,R06AA08,66273
39467,L01BB06,581569
39468,M04AA51,395607
39469,N01BB57,6883
39470,M01AH02,21697
39471,J01MA03,11474
39472,D11AH03,7725
39473,A16AB07,675775
39474,L01XC05,675524
39475,L01XE41,1677014
39476,L04AC15,1121942
39477,C09AA03,189204
39478,D10AB01,46656
39479,N06AF04,2197714
39480,M01AX22,1377329
39481,N03AF03,675705
39482,B01AX01,1380662
39483,N05CA20,1309770
39484,S01FA01,445395
39485,S01CB03,674446
39486,J01DH04,460466
39487,G01AA51,444572
39488,R03BA04,27152
39489,S03AA04,48849
39490,L02AB03,2039183
39491,S01XA14,675515
39492,N05AA04,57294
39493,L01XX01,2580
39494,M03AC01,306486
39495,N06AA15,1383256
39496,B02BC05,1376266
39497,A10AD05,675441
39498,D08AX01,195106
39499,G04BD08,561914
39500,J05AA01,935964
39501,N05AL06,1377851
39502,M01AE51,11674
39503,J01DD15,84624
39504,J01ED01,93930
39505,J01MB06,214701
39506,D01AA06,2197764
39507,M03AX01,675387
39508,J01DC14,16199
39509,B01AF01,328601
39510,B01AB05,675454
39511,B06AA10,675539
39512,A07XA01,1380440
39513,R06AD04,674910
39514,L01AA08,1376021
39515,N01BB58,150423
39516,M02AA23,173
39517,N04AB02,674974
39518,R03CC13,74690
39519,B02BC03,2039254
39520,C01CA25,1378937
39521,D07AB07,1379033
39522,D07AC06,454305
39523,H05BX04,1927033
39524,C07AB14,1121337
39525,V09FX02,675034
39526,L01XX38,11305
39527,A03AX09,1106611
39528,C09AA15,188706
39529,M03AC03,675170
39530,N05BA18,685304
39531,R03AC03,583322
39532,A06AX05,191172
39533,B01AD09,1380747
39534,C01EB03,173
39535,C01BD04,5638
39536,G03DA01,2039183
39537,R01AA05,42520
39538,R06AX25,152819
39539,S01GX08,12957
39540,G03CA53,674381
39541,C02CA01,97
39542,J01CG02,207
39543,N07AA02,157330
39544,P03BA04,1152050
39545,V08DA03,1240372
39546,D02AE01,102073
39547,H03AA01,1376011
39548,M01AX13,12418
39549,C07AA01,822
39550,C09AA13,188707
39551,N02BE71,16450
39552,N02CA01,558566
39553,D06BX02,1204084
39554,A12AA03,1378389
39555,B02BA01,441571
39556,P03AX06,35486
39557,D06BB02,2197377
39558,J01BA01,674680
39559,J01FG01,1418112
39560,M02AA18,10531
39561,N02CA51,558566
39562,B03AD03,674781
39563,B03XA02,675493
39564,P03BX02,165740
39565,C01DA54,2039180
39566,R06AX08,1078598
39567,H03BB01,517099
39568,J01BA01,27340
39569,G03GA07,675530
39570,L01BC01,51182
39571,G01AX05,453569
39572,P02DX01,1377876
39573,D01AE54,711972
39574,N03AX15,39857
39575,M01CA03,365543
39576,A07AC01,8917
39577,R01AA12,12847
39578,V09GB02,675407
39579,J05AE02,17170
39580,N05AD04,1376970
39581,N02AX01,1450195
39582,C01EB16,11674
39583,M03BX55,1086104
39584,C04AE04,588819
39585,G02CA03,49226
39586,L01XX03,386327
39587,M01AA06,1379990
39588,A04AD01,579689
39589,A06AB57,1380531
39590,J01DD08,430642
39591,V09IX02,1038730
39592,D07AC01,27152
39593,G01AX02,444029
39594,N05AX10,1378920
39595,N05BA05,1378355
39596,S01BC04,16308
39597,A07EC01,1223
39598,V03AB16,13618
39599,S01AA11,1592408
39600,A10BJ01,390990
39601,R07AB06,2096353
39602,L01XC23,1121881
39603,A04AD14,2039302
39604,H01AB01,675607
39605,N02BB02,2197674
39606,C04AF01,1381333
39607,R05DB27,715210
39608,M02AX06,611591
39609,L01XE06,361469
39610,C08DA01,1219
39611,M01AX25,1381188
39612,N02BA55,35358
39613,R02AB04,674509
39614,C01BB01,6723
39615,D07XB04,675015
39616,S01BA06,674335
39617,N02AX06,675727
39618,L03AB04,1380774
39619,C01EB10,5797
39620,N07XX05,282661
39621,V09FX03,675035
39622,S01XA10,444029
39623,D04AB07,209224
39624,G01AX12,353011
39625,C02CC06,1329816
39626,M02AA06,875517
39627,R03DA06,1376534
39628,D01AE02,588923
39629,B03XA03,2039285
39630,A16AB11,1285397
39631,L01XC15,1121919
39632,C07AA16,36633
39633,A16AA01,181939
39634,V09DA05,2039232
39635,S01FA06,674555
39636,C01DX21,1380624
39637,G03BA02,328400
39638,J01XX02,1376789
39639,M03AC06,674673
