activity_id,assay_id,doc_id,record_id,molregno,standard_relation,standard_value,standard_units,standard_flag,standard_type,activity_comment,data_validity_comment,potential_duplicate,pchembl_value,bao_endpoint,uo_units,qudt_units,toid,upper_value,standard_upper_value,src_id,type,relation,value,units,text_value,standard_text_value
32105,149907,3149,66201,27307,=,4.000000000000000000000000000000,nM,1,IC50,,,0,8.40,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.004000000000000000000000000000,uM,,
32106,195506,3149,66201,27307,,,,0,IC50,Not Determined,,0,,BAO_0000190,,,,,,1,IC50,,,uM,,
32107,22895,3064,345360,289486,=,76.800000000000000000000000000000,M-1 s-1,0,kHO,,,0,,BAO_0000179,,,,,,1,kHO,=,76.800000000000000000000000000000,M-1 s-1,,
32108,22895,3064,345359,289974,=,27.300000000000000000000000000000,M-1 s-1,0,kHO,,,0,,BAO_0000179,,,,,,1,kHO,=,27.300000000000000000000000000000,M-1 s-1,,
32109,54365,2827,177446,155381,,,,0,Activity,Not Active,,0,,BAO_0000375,,,,,,1,Activity,,,,,
32110,54365,2827,177442,156012,,,,0,Activity,Not Active,,0,,BAO_0000375,,,,,,1,Activity,,,,,
32111,59914,2704,108659,97517,=,9800.000000000000000000000000000000,nM,1,IC50,,,0,5.01,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,9800.000000000000000000000000000000,nM,,
32112,61971,2704,108659,97517,=,5600.000000000000000000000000000000,nM,1,IC50,,,0,5.25,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,5600.000000000000000000000000000000,nM,,
32113,63086,2704,108659,97517,=,20.000000000000000000000000000000,nM,1,IC50,,,0,7.70,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,20.000000000000000000000000000000,nM,,
32114,201032,2704,108659,97517,>,10000.000000000000000000000000000000,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,10000.000000000000000000000000000000,nM,,
32115,33816,2979,232631,202203,=,30.000000000000000000000000000000,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,30.000000000000000000000000000000,%,,
32116,33815,2979,232631,202203,>,100000.000000000000000000000000000000,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,100.000000000000000000000000000000,uM,,
32117,28510,1730,82374,74658,=,41.000000000000000000000000000000,nM,1,IC50,,,0,7.39,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.041000000000000000000000000000,uM,,
32118,191838,1730,82374,74658,=,-50.000000000000000000000000000000,%,0,Delta TC,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Delta TC,=,-50.000000000000000000000000000000,%,,
32119,64203,2510,7029,6879,=,91.000000000000000000000000000000,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,91.000000000000000000000000000000,%,,
32120,64201,2510,7029,6879,=,45.000000000000000000000000000000,nM,1,IC50,,,0,7.35,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,45.000000000000000000000000000000,nM,,
32121,144318,2510,7029,6879,=,6.900000000000000000000000000000,nM,1,IC50,,,0,8.16,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,6.900000000000000000000000000000,nM,,
32122,28482,1357,82704,75040,,,,0,IC50,Not Determined,,0,,BAO_0000190,,,,,,1,IC50,,,uM,,
32123,28026,1357,82704,75040,=,5500.000000000000000000000000000000,nM,1,IC50,,,0,5.26,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,5.500000000000000000000000000000,uM,,
32124,28360,1357,82690,75597,=,3.000000000000000000000000000000,nM,1,IC50,,,0,8.52,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.003000000000000000000000000000,uM,,
32125,28026,1357,82690,75597,=,450.000000000000000000000000000000,nM,1,IC50,,,0,6.35,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.450000000000000000000000000000,uM,,
32126,127264,1173,18917,17952,=,-2.000000000000000000000000000000,%,0,Change,,,0,,BAO_0000082,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Change,=,-2.000000000000000000000000000000,%,,
32127,66290,3505,274303,234597,=,3.400000000000000000000000000000,nM,1,IC50,,,0,8.47,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,3.400000000000000000000000000000,nM,,
32128,91018,3505,274303,234597,=,200.000000000000000000000000000000,nM,1,IC50,,,0,6.70,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,200.000000000000000000000000000000,nM,,
32129,104096,3505,274303,234597,>,380.000000000000000000000000000000,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,380.000000000000000000000000000000,nM,,
32130,69656,3476,220189,192068,=,44.400000000000000000000000000000,nM,1,IC50,,,0,7.35,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,44.400000000000000000000000000000,nM,,
32131,207971,3476,220189,192068,=,1270.000000000000000000000000000000,nM,1,IC50,,,0,5.90,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1270.000000000000000000000000000000,nM,,
32132,155066,3476,220189,192068,=,1440.000000000000000000000000000000,nM,1,IC50,,,0,5.84,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1440.000000000000000000000000000000,nM,,
32133,212703,3476,220189,192068,=,59.200000000000000000000000000000,nM,1,IC50,,,0,7.23,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,59.200000000000000000000000000000,nM,,
32134,139936,1555,309730,263532,=,181.000000000000000000000000000000,nM,1,IC50,,,0,6.74,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,181.000000000000000000000000000000,nM,,
32135,139934,1555,309730,263532,=,1.070000000000000000000000000000,nM,1,IC50,,,0,8.97,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1.070000000000000000000000000000,nM,,
32136,227611,1555,309730,263532,=,169.000000000000000000000000000000,,0,Ratio,,,0,,BAO_0000179,,,,,,1,Ratio,=,169.000000000000000000000000000000,,,
32137,139839,1555,309730,263532,=,120.000000000000000000000000000000,nM,0,ED50,,Non standard unit for type,0,,BAO_0003036,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,ED50,=,120.000000000000000000000000000000,nM,,
32138,139836,1555,309730,263532,=,110.000000000000000000000000000000,%,0,CCh,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,CCh,=,110.000000000000000000000000000000,%,,
32139,140089,1555,309730,263532,=,4.200000000000000000000000000000,nM,0,ED50,,Non standard unit for type,0,,BAO_0003036,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,ED50,=,4.200000000000000000000000000000,nM,,
32140,140087,1555,309730,263532,=,130.000000000000000000000000000000,%,0,CCh,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,CCh,=,130.000000000000000000000000000000,%,,
32141,138206,1555,309697,262863,=,18.000000000000000000000000000000,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,18.000000000000000000000000000000,%,,
32142,138205,1555,309697,262863,=,31.000000000000000000000000000000,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,31.000000000000000000000000000000,%,,
32143,149062,532,216399,188334,=,21000.000000000000000000000000000000,nM,1,IC50,,,0,4.68,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,21.000000000000000000000000000000,uM,,
32144,215042,532,216399,188334,>,100000.000000000000000000000000000000,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,100.000000000000000000000000000000,uM,,
32145,44401,1096,320478,80863,=,0.042000000000000000000000000000,ug ml-1,0,IC80,,,0,,BAO_0000191,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,IC80,=,0.042000000000000000000000000000,ug ml-1,,
32146,44531,1096,320478,80863,=,0.012000000000000000000000000000,ug ml-1,0,IC80,,,0,,BAO_0000191,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,IC80,=,0.012000000000000000000000000000,ug ml-1,,
32147,44400,1096,320478,80863,=,0.098000000000000000000000000000,ug ml-1,0,IC80,,,0,,BAO_0000191,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,IC80,=,0.098000000000000000000000000000,ug ml-1,,
32148,52014,1096,320478,80863,=,0.820000000000000000000000000000,ug ml-1,0,IC80,,,0,,BAO_0000191,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,IC80,=,0.820000000000000000000000000000,ug ml-1,,
32149,52015,1096,320478,80863,=,0.370000000000000000000000000000,ug ml-1,0,IC80,,,0,,BAO_0000191,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,IC80,=,0.370000000000000000000000000000,ug ml-1,,
32150,36671,1096,320478,80863,>,200.000000000000000000000000000000,ug ml-1,0,IC80,,,0,,BAO_0000191,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,IC80,>,200.000000000000000000000000000000,ug ml-1,,
32151,36672,1096,320478,80863,>,200.000000000000000000000000000000,ug ml-1,0,IC80,,,0,,BAO_0000191,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,IC80,>,200.000000000000000000000000000000,ug ml-1,,
32152,96761,1096,320478,80863,=,0.010000000000000000000000000000,ug.mL-1,1,IC50,,,1,,BAO_0000190,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,IC50,=,0.010000000000000000000000000000,ug ml-1,,
32153,58794,264,248568,214771,=,46.000000000000000000000000000000,nM,1,Ki,,,0,7.34,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,46.000000000000000000000000000000,nM,,
32154,63050,264,248568,214771,=,265.000000000000000000000000000000,nM,1,Ki,,,0,6.58,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,265.000000000000000000000000000000,nM,,
32155,168623,264,248568,214771,=,1.000000000000000000000000000000,MPK,0,CAR,,,0,,BAO_0000179,,,,,,1,CAR,=,1.000000000000000000000000000000,MPK,,
32156,58794,264,248578,214750,=,7.600000000000000000000000000000,nM,1,Ki,,,0,8.12,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,7.600000000000000000000000000000,nM,,
32157,63050,264,248578,214750,=,1190.000000000000000000000000000000,nM,1,Ki,,,0,5.92,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,1190.000000000000000000000000000000,nM,,
32158,168623,264,248578,214750,=,1.000000000000000000000000000000,MPK,0,CAR,,,0,,BAO_0000179,,,,,,1,CAR,=,1.000000000000000000000000000000,MPK,,
32159,73422,201,66269,61026,>,20000.000000000000000000000000000000,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,20.000000000000000000000000000000,uM,,
32160,74784,201,66269,61026,=,0.320000000000000000000000000000,,0,Intrinsic activity,,,0,,BAO_0000181,,,,,,1,Intrinsic activity,=,0.320000000000000000000000000000,,,
32161,150008,2155,75542,68310,=,0.000860000000000000000000000000,ug.mL-1,1,IC50,,,0,,BAO_0000190,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,IC50,=,0.860000000000000000000000000000,ng ml-1,,
32162,150012,2155,75542,68310,=,2.000000000000000000000000000000,%,0,ILS,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,ILS,=,2.000000000000000000000000000000,%,,
32163,200207,2155,75542,68310,=,84.000000000000000000000000000000,%,0,TGI,,Non standard unit for type,0,,BAO_0000194,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,TGI,=,84.000000000000000000000000000000,%,,
32164,112498,2208,109733,98449,=,9.000000000000000000000000000000,%,0,Lysis,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Lysis,=,9.000000000000000000000000000000,%,,
32165,159633,334,5875,5820,=,30.000000000000000000000000000000,ug.mL-1,1,IC50,,,0,,BAO_0000190,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,IC50,=,30.000000000000000000000000000000,ug ml-1,,
32166,159633,334,5874,5549,=,93.000000000000000000000000000000,ug.mL-1,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,IC50,=,93.000000000000000000000000000000,ug ml-1,,
32167,164106,743,78739,71773,=,37.150000000000000000000000000000,nM,1,Kd,,,0,7.43,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pA2,=,7.430000000000000000000000000000,,,
32168,164106,743,78735,71557,=,27.540000000000000000000000000000,nM,1,Kd,,,0,7.56,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pA2,=,7.560000000000000000000000000000,,,
32169,211315,97,146233,129173,=,5300.000000000000000000000000000000,nM,1,IC50,,,0,5.28,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.000005300000000000000000000000,M,,
32170,79974,2313,161347,143197,=,0.800000000000000000000000000000,nM,1,Ki,,,0,9.10,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.800000000000000000000000000000,nM,,
32171,80123,2313,161347,143197,=,98000000.000000000000000000000000000000,M-1 min-1,0,K inact/Ki,,,0,,BAO_0000179,,,,,,1,K inact/Ki,=,98000000.000000000000000000000000000000,M-1 min-1,,
32172,75921,2313,161347,143197,=,10.900000000000000000000000000000,nM,1,IC50,,,0,7.96,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,10.900000000000000000000000000000,nM,,
32173,80123,2313,161344,144159,=,2.000000000000000000000000000000,M-1 min-1,0,K inact/Ki,,,0,,BAO_0000179,,,,,,1,K inact/Ki,=,2.000000000000000000000000000000,M-1 min-1,,
32174,75920,2313,161344,144159,=,20.000000000000000000000000000000,nM,1,IC50,,,0,7.70,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,20.000000000000000000000000000000,nM,,
32175,76848,984,148643,132507,=,3.850000000000000000000000000000,,0,pD2,,,0,,BAO_0000179,,,,,,1,pD2,=,3.850000000000000000000000000000,,,
32176,76849,984,148643,132507,=,4.600000000000000000000000000000,,0,pD2,,,0,,BAO_0000179,,,,,,1,pD2,=,4.600000000000000000000000000000,,,
32177,194455,984,148643,132507,=,6.400000000000000000000000000000,,0,pD2,,,0,,BAO_0000179,,,,,,1,pD2,=,6.400000000000000000000000000000,,,
32178,70110,1115,337402,123042,=,5200.000000000000000000000000000000,nM,1,IC50,,,0,5.28,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,5200.000000000000000000000000000000,nM,,
32179,144303,779,28512,26333,=,300.000000000000000000000000000000,nM,1,Kd,,,0,6.52,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,0.300000000000000000000000000000,uM,,
32180,144285,779,28512,26333,,,,0,Activity,Not Determined,,0,,BAO_0000375,,,,,,1,Activity,,,,,
32181,42552,779,28512,26333,~,1300.000000000000000000000000000000,nM,1,EC50,,,0,,BAO_0000188,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,EC50,~,1.300000000000000000000000000000,uM,,
32182,186122,2387,200750,175490,=,50.000000000000000000000000000000,%,0,Protection,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Protection,=,50.000000000000000000000000000000,%,,
32183,186123,2387,200750,175490,=,55.000000000000000000000000000000,%,0,Protection,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Protection,=,55.000000000000000000000000000000,%,,
32184,186119,2387,200750,175490,=,25.000000000000000000000000000000,%,0,Protection,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Protection,=,25.000000000000000000000000000000,%,,
32185,186120,2387,200750,175490,=,37.000000000000000000000000000000,%,0,Protection,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Protection,=,37.000000000000000000000000000000,%,,
32186,186121,2387,200750,175490,=,4.000000000000000000000000000000,%,0,Protection,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Protection,=,4.000000000000000000000000000000,%,,
32187,957,2391,203462,16396,=,72.000000000000000000000000000000,nM,1,Ki,,,0,7.14,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,72.000000000000000000000000000000,nM,,
32188,1732,2391,203462,16396,=,0.700000000000000000000000000000,nM,1,Ki,,,1,9.15,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.700000000000000000000000000000,nM,,
32189,1360,2391,203462,16396,=,0.140000000000000000000000000000,nM,1,Ki,,,1,9.85,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.140000000000000000000000000000,nM,,
32190,1331,2391,203462,16396,,,,0,Intrinsic activity,Partial agonist,,0,,BAO_0000181,,,,,,1,Intrinsic activity,,,,,
32191,162890,2267,145787,130748,=,340.000000000000000000000000000000,nM,1,IC50,,,0,6.47,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,3.40000000000000000000000E-7,M,,
32192,101949,3049,332241,280345,=,13.000000000000000000000000000000,nM,1,Ki,,,0,7.89,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,13.000000000000000000000000000000,nM,,
32193,101751,3049,332241,280345,=,13.000000000000000000000000000000,nM,1,Ki,,,0,7.89,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,13.000000000000000000000000000000,nM,,
32194,105373,3049,332241,280345,<,1.000000000000000000000000000000,nM,1,Ki,,,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,<,1.000000000000000000000000000000,nM,,
32195,155738,2780,159429,642101,=,6000.000000000000000000000000000000,nM,1,Kd,,,0,5.22,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,6.000000000000000000000000000000,uM,,
32196,78659,4407,138827,124824,=,630.000000000000000000000000000000,nM,1,IC50,,,0,6.20,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.630000000000000000000000000000,uM,,
32197,133605,4407,138827,124824,,,,0,Symptoms,No significant change,,0,,BAO_0000179,,,,,,1,Symptoms,,,,,
32198,212917,5576,108978,97755,=,1.000000000000000000000000000000,nM,1,IC50,,,0,9.00,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1.000000000000000000000000000000,nM,,
32199,106130,5576,108978,97755,>,5000.000000000000000000000000000000,nM,1,Ki,,,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,>,5000.000000000000000000000000000000,nM,,
32200,104399,5576,108978,97755,=,435.000000000000000000000000000000,nM,1,Ki,,,0,6.36,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,435.000000000000000000000000000000,nM,,
32201,105375,5576,108978,97755,>,2000.000000000000000000000000000000,nM,1,Ki,,,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,>,2000.000000000000000000000000000000,nM,,
32202,89902,5576,108978,97755,=,9100.000000000000000000000000000000,nM,1,IC50,,,0,5.04,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,9.100000000000000000000000000000,uM,,
32203,212917,5576,108974,97287,<,1.000000000000000000000000000000,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,<,1.000000000000000000000000000000,nM,,
32204,106130,5576,108974,97287,>,5000.000000000000000000000000000000,nM,1,Ki,,,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,>,5000.000000000000000000000000000000,nM,,
32205,104399,5576,108974,97287,=,482.000000000000000000000000000000,nM,1,Ki,,,0,6.32,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,482.000000000000000000000000000000,nM,,
32206,105375,5576,108974,97287,>,2000.000000000000000000000000000000,nM,1,Ki,,,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,>,2000.000000000000000000000000000000,nM,,
32207,89902,5576,108974,97287,=,2650.000000000000000000000000000000,nM,1,IC50,,,0,5.58,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,2.650000000000000000000000000000,uM,,
32208,157045,5652,147705,132514,=,4.000000000000000000000000000000,nM,1,IC50,,,0,8.40,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,4.000000000000000000000000000000,nM,,
32209,157196,5652,147705,132514,=,3.981000000000000000000000000000,nM,1,IC50,,,0,8.40,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Log IC50,=,-8.400000000000000000000000000000,,,
32210,157045,5652,147704,132106,=,30.000000000000000000000000000000,nM,1,IC50,,,0,7.52,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,30.000000000000000000000000000000,nM,,
32211,157196,5652,147704,132106,=,30.200000000000000000000000000000,nM,1,IC50,,,0,7.52,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Log IC50,=,-7.520000000000000000000000000000,,,
32212,157045,5652,147711,131440,=,36.000000000000000000000000000000,nM,1,IC50,,,0,7.44,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,36.000000000000000000000000000000,nM,,
32213,157196,5652,147711,131440,=,36.310000000000000000000000000000,nM,1,IC50,,,0,7.44,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Log IC50,=,-7.440000000000000000000000000000,,,
32214,18883,5696,168846,551840,=,21000.000000000000000000000000000000,ug.mL-1,1,Solubility,,,0,,BAO_0002135,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,S,=,21.000000000000000000000000000000,mg ml-1,,
32215,19271,5696,168846,551840,=,449.000000000000000000000000000000,,0,Solubility ratio,,,0,,BAO_0000179,,,,,,1,Solubility ratio,=,449.000000000000000000000000000000,,,
32216,21423,5696,168846,551840,<,0.016670000000000000000000000000,hr,1,T1/2,,,0,,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,,,,1,T1/2,<,1.000000000000000000000000000000,min,,
32217,22368,5696,168846,551840,>,0.011500000000000000000000000000,s-1,0,k,,Non standard unit for type,0,,BAO_0000179,,,,,,1,k,>,0.011500000000000000000000000000,s-1,,
32218,22700,5696,168846,551840,=,3.200000000000000000000000000000,,0,pKa,,,0,,BAO_0002131,,,,,,1,pKa,=,3.200000000000000000000000000000,,,
32219,18883,5696,168851,551578,=,13000.000000000000000000000000000000,ug.mL-1,1,Solubility,,,0,,BAO_0002135,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,S,=,13.000000000000000000000000000000,mg ml-1,,
32220,19271,5696,168851,551578,=,8666.000000000000000000000000000000,,0,Solubility ratio,,,0,,BAO_0000179,,,,,,1,Solubility ratio,=,8666.000000000000000000000000000000,,,
32221,21423,5696,168851,551578,<,0.016670000000000000000000000000,hr,1,T1/2,,,0,,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,,,,1,T1/2,<,1.000000000000000000000000000000,min,,
32222,22368,5696,168851,551578,>,0.011500000000000000000000000000,s-1,0,k,,Non standard unit for type,0,,BAO_0000179,,,,,,1,k,>,0.011500000000000000000000000000,s-1,,
32223,196626,5951,251326,179188,=,7.800000000000000000000000000000,nM,1,Ki,,,0,8.11,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,7.800000000000000000000000000000,nM,,
32224,196926,5951,251326,179188,=,11.500000000000000000000000000000,nM,1,Ki,,,0,7.94,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,11.500000000000000000000000000000,nM,,
32225,197090,5951,251326,179188,=,13.200000000000000000000000000000,nM,1,Ki,,,0,7.88,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,13.200000000000000000000000000000,nM,,
32226,197251,5951,251326,179188,=,8300.000000000000000000000000000000,nM,1,Ki,,,0,5.08,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,8300.000000000000000000000000000000,nM,,
32227,195468,5951,251326,179188,=,5681.000000000000000000000000000000,nM,1,Ki,,,0,5.25,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,5681.000000000000000000000000000000,nM,,
32228,195981,5951,251326,179188,>,10000.000000000000000000000000000000,nM,1,Ki,,,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,>,10000.000000000000000000000000000000,nM,,
32229,44521,5951,251326,179188,=,2.000000000000000000000000000000,nM,0,Efficacy,,,0,,BAO_0000656,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Efficacy,=,2.000000000000000000000000000000,nM,,
32230,44519,5951,251326,179188,,,,0,EC50,Not Determined,,0,,BAO_0000188,,,,,,1,EC50,,,nM,,
32231,44522,5951,251326,179188,=,87.000000000000000000000000000000,nM,0,Efficacy,,,0,,BAO_0000656,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Efficacy,=,87.000000000000000000000000000000,nM,,
32232,44523,5951,251326,179188,=,6.800000000000000000000000000000,nM,1,IC50,,,0,8.17,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,6.800000000000000000000000000000,nM,,
32233,44517,5951,251326,179188,=,63.000000000000000000000000000000,nM,1,EC50,,,0,7.20,BAO_0000188,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,EC50,=,63.000000000000000000000000000000,nM,,
32234,44520,5951,251326,179188,=,6.400000000000000000000000000000,nM,1,EC50,,,0,8.19,BAO_0000188,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,EC50,=,6.400000000000000000000000000000,nM,,
32235,44524,5951,251326,179188,=,1.800000000000000000000000000000,nM,0,Synergy,,,0,,BAO_0000179,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Synergy,=,1.800000000000000000000000000000,nM,,
