directorid,genre,prob
7592,Short,1
7592,Thriller,1
7593,Comedy,0.28
7593,Crime,0.12
7593,Drama,0.6
7593,Family,0.08
7593,Horror,0.08
7593,Romance,0.16
7593,Sci-Fi,0.04
7593,Short,0.12
7593,Thriller,0.2
7594,Drama,0.5
7594,Short,0.5
7598,Drama,1
7601,Action,1
7601,Adventure,1
7601,Comedy,1
7601,Romance,1
7601,Thriller,1
7602,Documentary,1
7603,Adventure,0.666667
7603,Family,1
7607,Animation,0.25
7607,Documentary,0.5
7607,Short,1
7608,Short,1
7609,Horror,1
7610,Drama,1
7610,Family,1
7611,Drama,1
7611,Family,1
7613,Short,1
7614,Short,1
7615,Comedy,1
7616,Comedy,1
7616,Documentary,1
7618,Adventure,0.0357143
7618,Animation,0.0833333
7618,Comedy,0.119048
7618,Crime,0.0119048
7618,Documentary,0.0119048
7618,Drama,0.583333
7618,Family,0.0238095
7618,Fantasy,0.0357143
7618,Mystery,0.0238095
7618,Romance,0.0952381
7618,Short,0.654762
7618,War,0.0238095
7618,Western,0.0119048
7619,Drama,1
7620,Adventure,0.285714
7620,Drama,0.857143
7620,Short,0.285714
7622,Short,1
7623,Drama,1
7624,Documentary,0.909091
7624,Short,0.181818
7625,Short,1
7626,Documentary,1
7628,Crime,1
7628,Drama,1
7628,Fantasy,1
7630,Short,1
7631,Drama,1
7632,Drama,1
7634,Short,1
7635,Comedy,0.333333
7635,Documentary,0.133333
7635,Drama,0.466667
7635,Short,0.2
7635,War,0.0666667
7636,Drama,1
7638,Animation,0.6
7638,Comedy,0.2
7638,Family,0.4
7638,Fantasy,0.2
7638,Musical,0.2
7638,Sci-Fi,0.2
7638,Short,0.6
7639,Documentary,1
7642,Short,1
7644,Documentary,1
7645,Drama,1
7646,Documentary,1
7646,Short,1
7647,Action,0.173913
7647,Adventure,0.0652174
7647,Comedy,0.195652
7647,Crime,0.304348
7647,Drama,0.26087
7647,Fantasy,0.152174
7647,Horror,0.0434783
7647,Musical,0.0217391
7647,Mystery,0.0869565
7647,Sci-Fi,0.0217391
7647,Short,0.0217391
7647,Thriller,0.0217391
7647,Western,0.152174
7648,Documentary,1
7649,Comedy,1
7649,Romance,1
7650,Comedy,0.5
7650,Drama,0.833333
7651,Horror,1
7651,Thriller,1
7652,Documentary,1
7653,Animation,1
7653,Comedy,1
7653,Family,1
7653,Short,1
7656,Short,1
7659,Short,1
7661,Documentary,1
7661,Short,0.75
7663,Documentary,1
7665,Documentary,0.676471
7665,Short,0.970588
7666,Adventure,1
7666,Animation,1
7666,Family,1
7666,Fantasy,1
7667,Short,1
7669,Comedy,0.102564
7669,Drama,0.0512821
7669,Music,0.435897
7669,Musical,0.384615
7669,Mystery,0.025641
7669,Short,0.948718
7671,Documentary,1
7672,Comedy,1
7672,Family,1
7672,Musical,1
7672,Short,1
7673,Comedy,1
7673,Family,1
7673,Short,1
7674,Drama,1
7675,Comedy,0.727273
7675,Drama,0.0909091
7675,Short,1
7676,Crime,1
7677,Adventure,0.2
7677,Drama,0.6
7677,Sci-Fi,0.2
7677,Thriller,0.2
7679,Comedy,1
7679,Documentary,1
7679,Drama,1
7681,Fantasy,1
7681,Short,1
7682,Thriller,1
7683,Comedy,1
7683,Family,1
7685,Comedy,1
7685,Documentary,0.5
7685,Family,0.5
7686,Short,1
7687,Documentary,1
7688,Comedy,0.916667
7688,Crime,0.0833333
7688,Musical,0.166667
7688,War,0.0833333
7689,Short,1
7690,Comedy,0.75
7690,Drama,0.5
7690,Musical,0.25
7690,Romance,0.5
7690,War,0.25
7691,Comedy,1
7691,Crime,1
7691,Romance,1
7693,Musical,1
7694,Short,1
7695,Comedy,1
7697,Documentary,1
7698,Documentary,0.5
7698,Short,0.5
7700,Adventure,1
7700,Comedy,1
7701,Comedy,1
7701,Crime,0.5
7701,Horror,0.5
7701,Music,0.5
7701,Sci-Fi,0.5
7702,Drama,1
7703,Drama,1
7704,Documentary,1
7704,Short,1
7705,Comedy,1
7706,Comedy,0.666667
7706,Drama,0.333333
7707,Crime,1
7707,Mystery,0.5
7708,Music,1
7709,Adventure,0.25
7709,Documentary,0.25
7709,Drama,0.75
7709,Short,0.25
7710,Comedy,1
7711,Documentary,1
7711,Short,1
7714,Drama,1
7714,Family,1
7714,Thriller,1
7716,Documentary,1
7716,Short,1
7717,Drama,1
7718,Short,1
7720,Comedy,0.875
7720,Crime,0.125
7720,Drama,0.125
7720,Fantasy,0.25
7720,Horror,0.25
7720,Music,0.125
7720,Sci-Fi,0.25
7723,Short,1
7724,Short,1
7725,Documentary,1
7727,Drama,1
7728,Short,1
7729,Comedy,1
7729,Short,1
7730,Comedy,1
7730,Horror,1
7731,Comedy,1
7732,Documentary,0.5
7732,Short,0.5
7733,Animation,0.166667
7733,Documentary,0.5
7733,Fantasy,0.166667
7733,Short,1
7735,Comedy,1
7736,Documentary,1
7736,Short,1
7737,Horror,1
7739,Comedy,0.333333
7739,Family,0.333333
7739,Short,0.333333
7740,Short,1
7742,Short,1
7743,Short,1
7744,Horror,1
7745,Documentary,1
7745,Short,1
7746,Documentary,1
7746,Short,1
7749,Comedy,1
7749,Short,1
7751,Western,1
7752,Comedy,1
7752,Musical,1
7753,Crime,0.25
7753,Drama,0.75
7754,Drama,0.8
7754,Musical,0.4
7756,Comedy,1
7756,Short,1
7757,Animation,1
7757,Short,1
7759,Comedy,0.5
7759,Documentary,0.5
7759,Drama,0.5
7759,Short,0.5
7761,Documentary,1
7762,Documentary,0.869565
7762,Music,0.130435
7762,Short,0.565217
7763,Crime,0.2
7763,Documentary,0.8
7764,Comedy,1
7764,Family,0.166667
7764,Romance,0.166667
7765,Comedy,1
7765,Family,1
7766,Documentary,0.75
7766,Drama,0.25
7766,Short,0.25
7767,Drama,1
7767,Family,1
7767,Short,1
7768,Comedy,1
7769,Drama,1
7769,Mystery,1
7770,Drama,1
7770,Short,1
7771,Documentary,1
7772,Horror,1
7772,Short,1
7773,Horror,1
7773,Mystery,0.666667
7773,Short,0.333333
7773,Thriller,0.666667
7774,Animation,1
7774,Drama,1
7774,Fantasy,1
7774,Short,1
7775,Short,1
7778,Drama,1
7778,Short,1
7779,Action,0.5
7779,Comedy,1
7779,Crime,0.5
7779,Drama,1
7779,Short,0.5
7780,Sci-Fi,1
7780,Short,1
7781,Documentary,0.75
7781,Short,1
7783,Crime,1
7783,Thriller,1
7786,Comedy,0.166667
7786,Drama,0.333333
7786,Short,1
7787,Short,1
7788,Comedy,0.142857
7788,Crime,0.285714
7788,Drama,0.142857
7788,Western,0.428571
7789,Comedy,0.5
7789,Drama,0.5
7790,Comedy,1
7791,Documentary,1
7792,Adventure,0.0357143
7792,Comedy,0.357143
7792,Documentary,0.25
7792,Drama,0.428571
7792,Fantasy,0.0357143
7792,Short,0.107143
7792,War,0.0357143
7793,Fantasy,1
7793,Music,1
7794,Animation,0.5
7794,Drama,0.5
7794,Sci-Fi,0.5
7794,Short,1
7797,Documentary,1
7799,Adventure,0.5
7799,Drama,0.5
7799,Fantasy,0.5
7799,Romance,0.5
7799,Sci-Fi,0.5
7800,Comedy,1
7801,Documentary,0.918919
7801,Short,1
7802,Crime,0.333333
7802,Drama,0.666667
7802,Fantasy,0.333333
7802,Mystery,0.333333
7803,Short,1
7805,Comedy,0.5
7805,Drama,1
7805,Horror,0.5
7805,Sci-Fi,0.5
7805,Thriller,1
7806,Mystery,0.333333
7806,Short,1
7807,Documentary,1
7807,Music,0.5
7808,Documentary,1
7809,Comedy,0.5
7809,Documentary,0.5
7810,Documentary,1
7811,Documentary,1
7811,Short,0.333333
7812,Animation,1
7813,Drama,1
7814,Drama,1
7814,Sci-Fi,1
7814,Short,1
7816,Adventure,0.0909091
7816,Animation,0.727273
7816,Documentary,0.0909091
7816,Family,0.181818
7816,Musical,0.0909091
7816,Short,0.636364
7817,Documentary,0.666667
7817,Drama,0.333333
7818,Short,1
7819,Documentary,1
7820,Comedy,1
7820,Short,1
7821,Drama,1
7823,Adventure,0.0434783
7823,Comedy,0.0434783
7823,Crime,0.0869565
7823,Drama,0.913043
7823,Family,0.0869565
7823,Horror,0.0434783
7823,Music,0.0434783
7823,Musical,0.0434783
7823,Mystery,0.0434783
7823,Romance,0.0434783
7823,Short,0.0434783
7823,Thriller,0.217391
7824,Documentary,1
7825,Documentary,1
7826,Short,1
7827,Animation,1
7827,Short,1
7828,Short,1
7829,Adventure,0.181818
7829,Comedy,0.0909091
7829,Crime,0.0909091
7829,Drama,0.454545
7829,Family,0.181818
7829,Fantasy,0.181818
7829,Musical,0.0909091
7829,Romance,0.181818
7831,Comedy,0.2
7831,Drama,0.8
7832,Animation,0.5
7832,Short,1
7833,Drama,1
7834,Drama,1
7836,Drama,0.5
7836,Western,0.5
7837,Documentary,1
7838,Comedy,1
7839,Fantasy,1
7839,Short,1
7841,Comedy,0.578947
7841,Crime,0.105263
7841,Documentary,0.0526316
7841,Drama,0.526316
7841,Romance,0.157895
7841,Short,0.0526316
7841,Thriller,0.0526316
7843,Action,0.333333
7843,Animation,1
7843,Comedy,0.333333
7843,Family,0.333333
7844,Drama,1
7844,Short,1
7845,Drama,1
7845,Short,1
7846,Thriller,1
7849,Comedy,1
7850,Documentary,1
7852,Comedy,1
7852,Horror,1
7852,Romance,1
7853,Adventure,1
7853,Animation,1
7853,Fantasy,1
7853,Short,1
7854,Short,1
7855,Comedy,0.25
7855,Crime,0.25
7855,Drama,0.75
7856,Documentary,1
7856,Short,1
7857,Documentary,1
7859,Thriller,1
7860,Comedy,1
7861,Short,1
7861,Thriller,1
7862,Drama,1
7862,Short,1
7863,Documentary,1
7864,Short,1
7866,Adventure,0.166667
7866,Documentary,0.833333
7866,Family,0.166667
7866,Fantasy,0.166667
7866,Short,0.666667
7867,Documentary,1
7868,Comedy,1
7869,Animation,1
7869,Family,1
7869,Short,1
7871,Documentary,1
7872,Documentary,1
7873,Music,1
7874,Drama,1
7874,Short,1
7875,Thriller,1
7876,Documentary,0.25
7876,Short,0.75
7877,Documentary,1
7881,Drama,0.4
7881,Horror,0.2
7881,Short,0.4
7882,Comedy,1
7882,Drama,1
7882,Short,1
7884,Drama,1
7884,Family,0.25
7884,Mystery,0.25
7885,Drama,1
7885,Horror,0.5
7886,Animation,1
7887,Comedy,1
7888,Documentary,1
7889,Animation,1
7889,Family,0.25
7889,Short,0.75
7891,Drama,1
7893,Action,1
7893,Comedy,1
7894,Animation,1
7894,Short,1
7895,Documentary,1
7895,Short,1
7896,Animation,1
7896,Short,1
7898,Documentary,1
7899,Drama,0.5
7899,Short,0.5
7901,Drama,0.5
7901,Short,1
7901,Thriller,0.5
7902,Documentary,1
7903,Documentary,1
7903,Short,1
7904,Drama,1
7905,Documentary,1
7907,Comedy,1
7907,Short,1
7908,Comedy,0.666667
7908,Crime,0.333333
7908,Drama,0.333333
7908,Romance,0.333333
7909,Action,0.142857
7909,Comedy,0.142857
7909,Crime,0.142857
7909,Drama,0.571429
7909,Horror,0.285714
7909,Mystery,0.142857
7909,Romance,0.285714
7909,Sci-Fi,0.142857
7909,Thriller,0.142857
7910,Short,1
7911,Short,1
7912,Thriller,1
7913,Comedy,0.666667
7913,Family,0.333333
7914,Thriller,1
7915,Crime,1
7915,Documentary,1
7915,Drama,1
7915,War,1
7916,Documentary,1
7916,Family,1
7916,Short,1
7917,Documentary,0.5
7917,Drama,0.5
7919,Comedy,0.105263
7919,Documentary,0.210526
7919,Drama,0.315789
7919,Family,0.157895
7919,Horror,0.0526316
7919,Mystery,0.105263
7919,Sci-Fi,0.0526316
7919,Short,0.263158
7919,Thriller,0.0526316
7919,War,0.105263
7920,Action,1
7920,Comedy,1
7921,Crime,1
7921,Documentary,1
7921,War,1
7922,Animation,1
7922,Short,0.5
7923,Comedy,1
7923,Short,1
7924,Crime,0.5
7924,Drama,0.5
7926,Documentary,1
7926,Short,1
7927,Comedy,1
7928,Comedy,1
7929,Documentary,1
7929,Short,1
7930,Short,1
7931,Drama,1
7932,Drama,1
7933,Documentary,1
7933,Short,1
7937,Documentary,1
7937,Short,1
7938,Short,1
7939,Comedy,0.5
7939,Short,1
7939,Thriller,0.5
7940,Documentary,0.25
7940,Drama,0.25
7940,Short,0.5
7942,Short,1
7943,Adventure,0.5
7943,Drama,0.5
7943,Western,0.5
7945,Documentary,1
7945,Short,0.75
7946,Documentary,1
7946,Music,1
7947,Thriller,1
7948,Short,1
7949,Documentary,1
7950,Comedy,1
7951,Drama,1
7952,Musical,1
7952,Short,1
7953,Documentary,1
7954,Comedy,1
7954,Documentary,1
7956,Crime,0.5
7956,Drama,0.5
7956,Mystery,0.5
7957,Short,1
7958,Drama,1
7958,Music,1
7958,Short,0.25
7958,War,0.25
7960,Comedy,0.5
7960,Drama,0.5
7960,Family,0.5
7962,Comedy,0.0869565
7962,Crime,0.652174
7962,Documentary,0.130435
7962,Drama,0.304348
7962,Mystery,0.0434783
7962,Sci-Fi,0.0434783
7962,Thriller,0.0869565
7963,Comedy,0.222222
7963,Crime,0.333333
7963,Drama,0.333333
7963,Family,0.111111
7963,War,0.111111
7964,Documentary,1
7965,Drama,0.5
7965,Fantasy,0.5
7966,Documentary,0.5
7966,Drama,0.5
7967,Comedy,0.714286
7967,Drama,0.142857
7967,Musical,0.428571
7967,Short,0.857143
7968,Action,1
7969,Documentary,1
7971,Comedy,1
7971,Drama,1
7971,Family,1
7973,Documentary,1
7973,Short,1
7974,Short,1
7975,Horror,1
7975,Sci-Fi,1
7978,Short,1
7979,Comedy,1
7979,Short,1
7980,Documentary,1
7981,Action,0.25
7981,Adventure,0.375
7981,Animation,1
7981,Comedy,0.0625
7981,Drama,0.1875
7981,Family,0.75
7981,Fantasy,0.0625
7981,Musical,0.125
7981,Sci-Fi,0.125
7981,Short,0.125
7982,Documentary,1
7983,Animation,1
7984,Comedy,0.375
7984,Crime,0.125
7984,Drama,0.625
7986,Animation,1
7986,Comedy,1
7986,Documentary,1
7986,Family,1
7987,Adventure,0.015873
7987,Comedy,0.555556
7987,Crime,0.031746
7987,Drama,0.31746
7987,Family,0.015873
7987,Fantasy,0.015873
7987,Musical,0.047619
7987,Mystery,0.015873
7987,Romance,0.031746
7987,Sci-Fi,0.015873
7987,Short,0.253968
7987,War,0.015873
7987,Western,0.126984
7988,Comedy,0.5
7988,Short,1
7989,Comedy,0.0769231
7989,Documentary,0.230769
7989,Drama,0.230769
7989,Family,0.0769231
7989,Horror,0.230769
7989,Romance,0.0769231
7989,Sci-Fi,0.0769231
7989,Short,0.230769
7989,Thriller,0.307692
7990,Adventure,0.166667
7990,Documentary,0.5
7990,Family,0.5
7990,Mystery,0.166667
7990,Sci-Fi,0.166667
7990,Short,0.5
7993,Documentary,1
7994,Comedy,0.272727
7994,Drama,0.772727
7994,Horror,0.0454545
7995,Action,1
7995,Drama,1
7996,Short,1
7997,Comedy,1
8000,Comedy,1
8001,Documentary,1
8001,Short,1
8002,Comedy,1
8002,Musical,0.111111
8002,Short,0.888889
8003,Horror,0.5
8003,Sci-Fi,0.5
8003,Short,1
8005,Comedy,1
8006,Drama,1
8006,Short,1
8007,Drama,1
8007,Romance,1
8008,Documentary,1
8008,Short,0.5
8013,Drama,1
8014,Short,1
8015,Comedy,1
8015,Short,1
8017,Short,1
8018,Documentary,1
8018,Music,1
8019,Action,1
8019,Drama,1
8019,Short,1
8020,Documentary,0.222222
8020,Short,0.888889
8021,Documentary,1
8021,Short,1
8022,Documentary,1
8023,Comedy,1
8024,Documentary,1
8024,Short,0.75
8025,Documentary,1
8025,Short,0.5
8026,Drama,1
8027,Documentary,1
8028,Documentary,1
8028,Drama,1
8029,Action,0.222222
8029,Adventure,0.111111
8029,Comedy,0.222222
8029,Crime,0.111111
8029,Drama,0.444444
8030,Fantasy,1
8030,Short,1
8031,Documentary,1
8032,Documentary,1
8033,Comedy,0.4
8033,Crime,0.0666667
8033,Drama,0.266667
8033,Family,0.0666667
8033,Fantasy,0.133333
8033,Short,0.266667
8034,Comedy,0.5
8034,Musical,0.5
8034,Short,0.5
8036,Horror,1
8037,Short,1
8038,Documentary,1
8039,Short,1
8040,Comedy,0.2
8040,Crime,0.4
8040,Drama,0.5
8040,Mystery,0.1
8040,Romance,0.2
8040,War,0.1
8041,Documentary,0.5
8041,Drama,0.5
8041,Short,0.5
8041,War,0.5
8042,Short,1
8043,Action,0.285714
8043,Adventure,0.642857
8043,Drama,0.428571
8043,Western,0.285714
8044,Short,1
8045,Adventure,0.25
8045,Drama,0.25
8045,Family,0.5
8045,Romance,0.25
8047,Comedy,0.5
8047,Documentary,0.166667
8047,Drama,0.333333
8047,Romance,0.166667
8047,Short,0.666667
8048,Documentary,1
8048,Mystery,1
8048,Short,1
8049,Drama,1
8049,Mystery,1
8049,Short,1
8050,Comedy,1
8051,Animation,0.8
8051,Short,1
8052,Documentary,1
8052,Short,0.5
8053,Short,1
8056,Adventure,1
8056,Animation,1
8056,Fantasy,1
8056,Mystery,1
8058,Comedy,1
8058,Romance,1
8058,Short,1
8061,Drama,1
8061,Short,1
8062,Comedy,0.75
8062,Drama,0.5
8062,Musical,0.25
8063,Drama,1
8065,Drama,1
8066,Short,1
8067,Documentary,0.6
8067,Drama,0.2
8067,Short,0.2
8069,Short,1
8070,Animation,0.25
8070,Short,1
8071,Comedy,0.5
8071,Drama,0.5
8072,Documentary,1
8072,Short,1
8073,Comedy,0.5
8073,Crime,0.5
8073,Horror,0.5
8073,Mystery,0.5
8073,Thriller,0.5
8074,Comedy,1
8075,Comedy,0.5
8075,Short,0.5
8076,Drama,1
8076,Short,1
8078,Drama,1
8080,Short,1
8081,Romance,1
8083,Thriller,1
8084,Crime,1
8086,Action,1
8086,Drama,1
8087,Adventure,0.0769231
8087,Comedy,0.0769231
8087,Crime,0.230769
8087,Drama,0.615385
8087,Family,0.0769231
8087,Fantasy,0.0769231
8087,Romance,0.384615
8087,Short,0.0769231
8087,War,0.0769231
8089,Comedy,0.125
8089,Crime,0.125
8089,Drama,0.875
8090,Adventure,1
8090,Comedy,1
8090,Crime,1
8090,Fantasy,1
8091,Drama,0.5
8091,Romance,0.25
8091,Short,0.5
8092,Comedy,1
8093,Comedy,0.333333
8093,Documentary,0.333333
8093,Drama,0.333333
8093,Family,0.333333
8093,Romance,0.333333
8093,Short,0.333333
8094,Drama,0.5
8094,Horror,0.25
8094,Short,0.25
8096,Comedy,0.5
8096,Drama,0.25
8096,Romance,0.25
8096,Short,0.75
8098,Comedy,1
8098,Documentary,0.5
8098,Horror,0.5
8099,Documentary,1
8100,Short,1
8101,Animation,1
8102,Comedy,0.5
8102,Thriller,0.5
8105,Documentary,1
8105,Short,1
8106,Drama,0.5
8106,Short,0.5
8111,Drama,1
8113,Documentary,1
8113,Short,1
8114,Documentary,1
8114,Short,1
8115,Comedy,1
8115,Drama,0.5
8115,Family,1
8115,Romance,0.5
8115,Short,1
8116,Comedy,0.818182
8116,Crime,0.136364
8116,Fantasy,0.0454545
8116,Horror,0.0454545
8116,Musical,0.136364
8116,Short,0.0454545
8120,Short,1
8121,Documentary,1
8121,Short,1
8122,Documentary,1
8122,Music,1
8123,Action,0.0555556
8123,Adventure,0.111111
8123,Comedy,0.0277778
8123,Crime,0.138889
8123,Documentary,0.0555556
8123,Drama,0.388889
8123,Film-Noir,0.111111
8123,Mystery,0.0555556
8123,War,0.0833333
8123,Western,0.416667
8124,Drama,1
8125,Comedy,1
8125,Short,1
8126,Animation,1
8126,Short,1
8127,Drama,0.2
8127,Romance,0.2
8127,Short,0.8
8128,Short,1
8129,Documentary,1
8130,Short,1
8132,Documentary,1
8134,Drama,1
8134,Horror,1
8134,Short,1
8134,Thriller,1
8136,Comedy,0.277778
8136,Crime,0.0833333
8136,Drama,0.638889
8136,Family,0.0555556
8136,Fantasy,0.0277778
8136,Musical,0.0833333
8136,Mystery,0.0833333
8136,Short,0.0277778
8136,Thriller,0.0555556
8136,Western,0.0277778
8137,Drama,1
8140,Comedy,0.25
8140,Crime,0.25
8140,Drama,0.75
8140,Romance,0.5
8140,Thriller,0.25
8140,War,0.25
8141,Comedy,1
8141,Sci-Fi,1
8141,Short,1
8143,Documentary,1
8144,Drama,1
8145,Animation,1
8145,Short,1
8146,Documentary,0.5
8146,Short,0.5
8147,Drama,1
8147,Musical,1
8148,Comedy,0.333333
8148,Documentary,0.0833333
8148,Drama,0.5
8148,Family,0.0833333
8148,Music,0.0416667
8148,Musical,0.0833333
8148,Romance,0.0833333
8148,Sci-Fi,0.0416667
8148,Thriller,0.125
8149,Short,1
8150,Short,1
8151,Documentary,1
8153,Drama,1
8155,Short,1
8156,Documentary,1
8157,Action,0.0519481
8157,Adventure,0.0779221
8157,Comedy,0.0649351
8157,Drama,0.454545
8157,Fantasy,0.025974
8157,Romance,0.012987
8157,Short,0.948052
8157,Thriller,0.0519481
8157,War,0.025974
8157,Western,0.376623
8159,Horror,1
8160,Documentary,1
8161,Drama,0.5
8161,Romance,0.5
8161,Short,0.25
8161,War,0.25
8163,Drama,0.5
8163,Horror,0.5
8164,Drama,1
8165,Documentary,0.6
8165,Drama,0.2
8165,Short,0.8
8166,Comedy,0.25
8166,Crime,0.25
8166,Drama,0.5
8166,Romance,0.25
8167,Action,0.5
8167,Adventure,0.166667
8167,Comedy,0.166667
8167,Documentary,0.333333
8168,Animation,0.333333
8168,Short,1
8169,Documentary,1
8170,Drama,1
8171,Comedy,1
8172,Animation,1
8172,Short,1
8173,Crime,1
8173,Documentary,1
8173,Drama,1
8173,Mystery,1
8174,Action,1
8174,Crime,1
8174,Drama,1
8175,Short,1
8176,Animation,1
8176,Family,1
8176,Short,1
8177,Horror,1
8177,Short,1
8179,Action,0.5
8179,Comedy,1
8182,Documentary,1
8183,Documentary,1
8184,Crime,0.125
8184,Documentary,0.125
8184,Drama,0.625
8184,Family,0.25
8184,Romance,0.125
8184,Thriller,0.125
8184,Western,0.125
8185,Short,1
8187,Drama,1
8188,Short,1
8189,Action,0.2
8189,Crime,0.6
8189,Drama,0.2
8189,Thriller,0.6
8190,Action,0.1
8190,Comedy,0.2
8190,Crime,0.7
8190,Drama,0.2
8190,Romance,0.05
8190,Sci-Fi,0.1
8190,Thriller,0.15
8191,Comedy,0.5
8191,Drama,0.5
8191,Short,0.5
8192,Documentary,1
8192,Short,1
8193,Action,0.0666667
8193,Adventure,0.133333
8193,Comedy,0.466667
8193,Crime,0.2
8193,Drama,0.8
8193,Horror,0.0666667
8193,Musical,0.133333
8193,Mystery,0.0666667
8193,Romance,0.0666667
8193,Sci-Fi,0.0666667
8193,Thriller,0.0666667
8198,Comedy,0.333333
8198,Drama,0.333333
8198,Musical,0.333333
8199,Comedy,0.333333
8199,Drama,0.333333
8199,Horror,0.333333
8199,Musical,0.333333
8199,Sci-Fi,0.666667
8200,Action,0.5
8200,Horror,0.5
8200,Thriller,0.5
8200,Western,0.5
8201,Comedy,0.857143
8201,Crime,0.619048
8201,Drama,0.047619
8201,Family,0.047619
8201,Fantasy,0.047619
8201,Musical,0.190476
8201,Mystery,0.047619
8201,War,0.047619
8203,Comedy,0.0666667
8203,Documentary,0.8
8203,Short,0.533333
8204,Documentary,0.5
8204,Short,1
8205,Documentary,1
8206,Documentary,1
8207,Documentary,0.5
8207,Drama,0.5
8207,Short,0.5
8208,Comedy,1
8208,Short,1
8209,Documentary,1
8209,Short,1
8210,Action,1
8210,Drama,1
8210,Mystery,1
8210,Short,1
8211,Documentary,0.857143
8211,Short,0.571429
8212,Short,1
8213,Action,0.0526316
8213,Adventure,0.0526316
8213,Comedy,0.526316
8213,Crime,0.157895
8213,Drama,0.157895
8213,Fantasy,0.0526316
8213,Mystery,0.0526316
8213,Romance,0.105263
8213,Thriller,0.105263
8215,Sci-Fi,1
8216,Documentary,0.333333
8216,Short,1
8217,Action,0.2
8217,Adventure,0.05
8217,Comedy,0.05
8217,Crime,0.25
8217,Drama,0.65
8217,Mystery,0.05
8217,Sci-Fi,0.05
8217,Thriller,0.4
8217,War,0.05
8218,Comedy,0.4
8218,Crime,0.2
8218,Drama,0.6
8218,Short,0.2
8219,Animation,1
8219,Comedy,1
8219,Short,1
8220,Short,1
8222,Comedy,0.25
8222,Drama,0.75
8222,Horror,0.25
8222,Short,0.25
8224,Documentary,1
8224,Short,0.333333
8228,Action,0.0588235
8228,Crime,0.0588235
8228,Documentary,0.294118
8228,Drama,0.294118
8228,Mystery,0.0588235
8228,Short,0.647059
8228,Thriller,0.117647
8229,Drama,1
8230,Action,0.9
8230,Crime,0.4
8230,Drama,0.5
8230,Romance,0.3
8231,Animation,0.285714
8231,Short,1
8232,Documentary,0.5
8232,Thriller,0.5
8234,Documentary,1
8234,Short,1
8235,Comedy,0.6
8235,Documentary,0.2
8235,Drama,0.2
8235,Short,0.4
8237,Documentary,0.571429
8237,Drama,0.285714
8237,Music,0.142857
8237,Short,0.142857
8238,Fantasy,1
8238,Mystery,1
8238,Thriller,1
8239,Documentary,0.125
8239,Drama,0.75
8239,Mystery,0.125
8239,Romance,0.125
8239,Short,0.5
8240,Drama,1
8240,Short,1
8241,Short,1
8241,Thriller,1
8242,Drama,1
8242,Short,1
8243,Adventure,0.222222
8243,Comedy,0.111111
8243,Crime,0.111111
8243,Drama,0.555556
8243,Romance,0.555556
8244,Comedy,1
8244,Musical,0.5
8245,Comedy,0.5
8245,Short,0.5
8246,Documentary,1
8248,Comedy,1
8249,Action,0.333333
8249,Documentary,0.333333
8249,Drama,0.666667
8249,Short,0.333333
8249,War,0.333333
8250,Documentary,1
8251,Documentary,1
8252,Comedy,0.25
8252,Documentary,0.25
8252,Drama,0.5
8254,Comedy,1
8255,Adventure,0.142857
8255,Crime,0.285714
8255,Drama,0.571429
8255,Romance,0.142857
8255,Thriller,0.142857
8256,Documentary,1
8257,Comedy,1
8258,Action,1
8258,Crime,1
8258,Drama,1
8258,Thriller,1
8259,Comedy,1
8260,Action,0.0526316
8260,Adventure,0.0526316
8260,Comedy,0.210526
8260,Crime,0.0526316
8260,Drama,0.789474
8260,Musical,0.105263
8260,Mystery,0.0526316
8260,Romance,0.210526
8260,War,0.0526316
8260,Western,0.0526316
8261,Western,1
8262,Drama,1
8264,Animation,1
8264,Comedy,1
8264,Family,1
8265,Comedy,1
8265,Short,1
8266,Drama,1
8266,Mystery,1
8266,Short,1
8267,Documentary,1
8267,Short,1
8269,Drama,1
8270,Drama,1
8271,Action,0.444444
8271,Adventure,0.111111
8271,Comedy,0.111111
8271,Crime,0.111111
8271,Drama,0.222222
8271,Fantasy,0.111111
8271,Horror,0.555556
8271,Mystery,0.111111
8271,Thriller,0.555556
8272,Documentary,1
8274,Comedy,1
8274,Short,1
8275,Comedy,0.428571
8275,Documentary,0.142857
8275,Drama,0.428571
8275,Family,0.142857
8275,Mystery,0.142857
8275,Romance,0.142857
8275,Short,0.428571
8276,Comedy,1
8277,Short,1
8278,Animation,1
8278,Short,1
8281,Sci-Fi,1
8281,Short,1
8283,Animation,0.5
8283,Short,1
8284,Drama,1
8284,Musical,0.5
8284,Romance,0.5
8285,Drama,1
8285,Short,1
8286,Documentary,1
8287,Comedy,1
8288,Comedy,1
8289,Drama,1
8290,Documentary,1
8291,Crime,1
8292,Action,0.0571429
8292,Adventure,0.0285714
8292,Comedy,0.371429
8292,Crime,0.0285714
8292,Documentary,0.0571429
8292,Drama,0.6
8292,Musical,0.0285714
8292,Romance,0.0857143
8292,Short,0.0571429
8292,War,0.0285714
8293,Drama,0.666667
8293,Romance,0.333333
8293,Short,0.333333
8294,Animation,1
8294,Short,1
8298,Comedy,0.181818
8298,Crime,0.272727
8298,Drama,0.636364
8298,Horror,0.181818
8298,Mystery,0.0909091
8298,Romance,0.0909091
8298,Sci-Fi,0.0909091
8298,Thriller,0.636364
8298,War,0.0909091
8301,Drama,1
8301,Romance,1
