id,name,year,rank
8939,"Aiming High",1998,NULL
8940,"Aimless Walk - Alexander Hammid",1996,NULL
8941,"Aim Csaire: A Voice for History",1994,NULL
8942,"Aime & Jaguar",1999,7.3
8943,Aime,1961,NULL
8944,Aime,1981,NULL
8945,Aime,1990,8
8946,"Aime S. emprisonne en 1945",2000,NULL
8947,"Ain't God Good",1990,NULL
8948,"Ain't Got No Jazz",2003,NULL
8949,"Ain't He Grand?",1916,NULL
8950,"Ain't It Aggravatin'",1954,NULL
8951,"Ain't It the Truth",1915,NULL
8952,"Ain't It the Truth",1929,NULL
8953,"Ain't Love Awful?",1923,NULL
8954,"Ain't Love Cuckoo?",1946,NULL
8955,"Ain't Love Funny?",1927,NULL
8956,"Ain't Love Grand?",1920,NULL
8957,"Ain't Love Grand?",1921,NULL
8958,"Ain't Love Grand?",1925,NULL
8959,"Ain't Misbehavin!",1981,NULL
8960,"Ain't Misbehavin'",1941,NULL
8961,"Ain't Misbehavin'",1955,5.5
8962,"Ain't Misbehavin'",1982,NULL
8963,"Ain't Nature Grand",1927,NULL
8964,"Ain't Nature Grand",1931,3.1
8965,"Ain't Nature Wonderful?",1920,NULL
8966,"Ain't No Way Back",1990,1.6
8967,"Ain't Nobody's Business",1977,NULL
8968,"Ain't Nothin' But a G-String",2001,NULL
8969,"Ain't She Sweet",1928,NULL
8970,"Ain't She Sweet",1933,NULL
8971,"Ain't She Tweet",1952,7.3
8972,"Ain't That Ducky",1945,7.4
8973,"Ain't We Got Fun",1937,6.4
8974,"Ain't We Got Fun?",1927,NULL
8975,Aina,1974,NULL
8976,"Aina omri",1956,NULL
8977,"Ainab el murr, El",1965,NULL
8978,Ainalaiyn,1990,NULL
8979,"Ainda Agarro Esse Macho",1975,NULL
8980,"Ainda Agarro Esta Vizinha",1974,NULL
8981,"Ainhoo degli icebergs",1972,NULL
8982,"Ainigma, To",1998,NULL
8983,Aino,1988,NULL
8984,Ainoa,2004,NULL
8985,"Ainshtain - nyakolko snimki i pisma",1984,NULL
8986,"Ainsi finit la nuit",1949,NULL
8987,"Ainsi soient-elles",1995,5.5
8988,"Ainsi soient-ils",1970,NULL
8989,"Ainsi soit-il",1998,NULL
8990,"Ainsi soit-il",2000,NULL
8991,"Ainsi va le vent",2003,NULL
8993,"AIP: Fast and Furious",1985,NULL
8994,"AIP: The Cool and the Crazy",1986,NULL
8995,"Aiqing mala tang",1998,6.8
8996,"Aiqing Qianfeng Xunhao",1986,NULL
8997,"Aiqing wansui",1994,7.4
8998,Air,2002,NULL
8999,Air,2003,2
9000,Air,2004,NULL
9001,"Air America",1990,5.2
9002,"Air Atlantic 725",1974,NULL
9003,"Air Battle Force",2005,NULL
9004,"Air Bud",1997,4.6
9005,"Air Bud: Golden Receiver",1998,4.2
9006,"Air Bud: Seventh Inning Fetch",2002,NULL
9007,"Air Bud: Spikes Back",2003,NULL
9008,"Air Bud: World Pup",2000,NULL
9009,"Air Cadet",1951,5.5
9010,"Air Circus, The",1928,NULL
9011,"Air dan romi",1991,NULL
9012,"Air de Paris, L'",1954,6.8
9013,"Air de rien, L'",1989,5
9014,"Air Derby, The",1929,NULL
9015,"Air Devils",1938,NULL
9016,"Air Disasters, Vol. 1: The Facts",1997,NULL
9017,"Air du crime, L'",1984,NULL
9018,"Air Eagles",1931,NULL
9020,"Air et le feu, L'",2000,NULL
9021,"Air Express",1937,NULL
9022,"Air Force",1943,7.1
9023,"Air Force One",1997,6.3
9024,"Air Force One",2001,NULL
9025,"Air Force One: The Final Mission",2004,NULL
9026,"Air Fright",1933,NULL
9027,"Air Fright",1995,NULL
9028,"Air Globes, The",1990,7.9
9029,"Air Guitar Gods",2004,NULL
9030,"Air Hawk",1924,NULL
9031,"Air Hawk",1981,NULL
9032,"Air Hawks",1935,NULL
9033,"Air Hoppers",1936,NULL
9034,"Air Hostess",1933,NULL
9035,"Air Hostess",1949,NULL
9036,"Air Hostess",1980,NULL
9037,"Air Hostess, The",1937,NULL
9038,"Air Legion, The",1929,NULL
9039,"Air Mail Pilot",1928,NULL
9040,"Air Mail Story, The",1992,NULL
9041,"Air Mail, The",1925,NULL
9042,"Air Male",1990,NULL
9043,"Air Maps and How to Use Them",1958,NULL
9044,"Air Marshal",2003,3.5
9045,"Air Parade",1938,NULL
9046,"Air Patrol",1962,NULL
9047,"Air Patrol, The",1928,NULL
9048,"Air Pattern - Pacific",1944,NULL
9049,"Air Pockets",1924,NULL
9050,"Air Police",1931,NULL
9051,"Air Post",1935,NULL
9052,"Air Race, The",1933,5.8
9053,"Air Rage",2001,NULL
9054,"Air Raid Warden",1942,NULL
9055,"Air Raid Wardens",1943,5.2
9056,"Air Show: Paris 1989",1989,NULL
9057,"Air Square",2002,NULL
9058,"Air Strike",1955,6.1
9059,"Air Strike",2002,NULL
9060,"Air Style: The Best of Freestyle Motocross",1999,NULL
9061,"Air Superiority: U.S./Soviet Fighter Matchup",1990,NULL
9062,"Air Support",1943,NULL
9063,"Air Tight",1925,NULL
9073,"Air Time",1992,NULL
9074,"Air Tonic",1933,NULL
9076,"Air Up There, The",1994,5.2
9077,"Air We Breathe, The",1996,NULL
9078,Air!,1972,NULL
9079,Air-Cooled,1925,NULL
9080,"Air-Sea Battle",1981,NULL
9081,Air-Tight,1931,NULL
9082,"Air: Climate",2000,NULL
9083,"Air: Eating, Sleeping, Waiting and Playing",1999,NULL
9084,Airbag,1997,6
9085,Airblade,2001,NULL
9086,Airborn,2006,NULL
9087,Airborne,1962,NULL
9088,Airborne,1993,5.2
9089,Airborne,1998,3.4
9090,"Airborne Lifeboat",1945,NULL
9091,Airboss,1997,1.6
9092,"Airboss II: Preemptive Strike",1998,1.7
9093,"Airboss III: The Payback",1999,2.8
9094,"Airboss IV: The X Factor",1999,1.9
9095,"Aircraft Carrier",1944,NULL
9096,"Aircraft in Forest Fire Control",1963,NULL
9097,"Aircraft Wood Repair, Part 1: Small Scarf Patch and Doubler Patch",1943,NULL
9098,"Aircraft Wood Repair, Part 2: Stiffener Patch",1943,NULL
9099,"Aircraft Wood Repair, Part 3: Leading Edge Repairs",1943,NULL
9100,"Aircraft Wood Repair, Part 4: Bulkhead Repair",1943,NULL
9101,Aircrew,1954,NULL
9102,Aire,1998,NULL
9103,"Aire de la tarde, El",1963,NULL
9104,"Aire de un crimen, El",1988,6.9
9105,"Aire libre",1996,3.1
9106,"Aire no cuesta, El",1984,NULL
9107,"Aire, sol y Costa Brava",1965,NULL
9108,"Aired in Court",1917,NULL
9109,"Aires de Andaluca",1942,NULL
9110,"Aires de mi tierra",1958,NULL
9111,"Aires de renovacin en el meridiano 37",1986,NULL
9112,"Airforce Delta: Blue Wing Knights",2004,NULL
9113,Airheads,1994,5.4
9114,Airios,1976,NULL
9115,"Airlift a la Carte",1971,NULL
9117,Airmail,1932,6.3
9118,"Airmail Mystery, The",1932,NULL
9119,"Airman's Children, The",1915,NULL
9120,"Airman's Letter to His Mother, An",1941,8.4
9121,"Airman, The",1912,NULL
9122,"Airone ha chiuso le ali, L'",1960,NULL
9124,"Airplane II: The Sequel",1982,5.7
9125,Airplane!,1980,7.7
9126,"Airplane: The Bondage Movie",1984,NULL
9127,Airplay,2003,NULL
9128,"Airport '77",1977,5.1
9129,Airport,1970,6.4
9130,Airport,1978,NULL
9131,"Airport 1975",1974,5
9133,"Airport In",1996,NULL
9134,"Airports for Export from Canada",1970,NULL
9136,Airship,2002,NULL
9137,"Airship Destroyer, The",1909,NULL
9138,"Airship Disasters",2003,NULL
9139,Airspeed,1998,3.1
9140,Airspeed,2001,NULL
9141,Airstream,1993,NULL
9142,Airtight,1999,NULL
9143,Airtime,1998,7.3
9144,Airwaves,1939,NULL
9145,Airwolf,1984,NULL
9146,Airwomen,1956,NULL
9147,"Airy Fairy Lillian Tries On Her New Corsets",1905,5.2
9148,"Airzone Solution, The",1993,NULL
9149,"Aisa Pyaar Kahan",1986,NULL
9150,"Aisai monogatari",1951,NULL
9151,Aisaiki,1959,NULL
9152,"Aisaikun konban wa: Aru kettou",1968,NULL
9153,"Aish wal malh",1944,NULL
9154,Aisha,1953,NULL
9155,Aisha,2000,NULL
9156,"Aishat fi zalam",1948,NULL
9157,"Aishite aisanaide",1987,NULL
9158,"Aishite aishite",1962,NULL
9159,"Aishite Imasu 1941",2004,NULL
9160,"Aishu no circuit",1972,NULL
9161,"Aisi Bhi Kya Jaldi Hai",1996,NULL
9162,"Aisiodoxos, O",1973,NULL
9163,"Aisle of Dreams",1989,9.8
9164,"Aisle Six",1991,9.6
9165,"Aisles of Doom",1989,NULL
9167,Aisuru,1997,4.3
9168,Aita,2001,NULL
9169,Aitanic,2000,4.2
9170,"Aitar da Praia",1925,NULL
9171,Aitbaar,1985,5.9
9172,Aitiopaikka,1980,NULL
9173,Aitraaz,2005,NULL
9174,Aitsu,1991,NULL
9175,"Aitsu to lullaby",1983,NULL
9176,"Aitsu to watashi",1961,NULL
9177,"Aitsu to watashi",1976,NULL
9178,Aittitos,1971,NULL
9179,"Aiutami a sognare",1981,NULL
9180,"Aivazovskin yev Hayastane",1983,NULL
9181,Aiye,1980,NULL
9182,Aiyoku,1966,NULL
9183,"Aiyoku no hyoteki",1979,NULL
9184,"Aiyoku no wana",1973,NULL
9185,"Aiyoku seikatsu: yoru yo nurashite",1981,NULL
9186,"Aiyokuno hibi Ekusutas",1984,NULL
9187,"Aiyuko no ki",1930,NULL
9188,"Aizea: City of the Wind",2001,6.4
9189,"Aizen katsura",1938,NULL
9190,"Aizen katsura - Kanketsu-hen",1939,NULL
9191,"Aizen tsubaki",1940,NULL
9192,"Aizi bing huan zhe",1988,NULL
9193,Aizka,1981,NULL
9194,"Aizo toge",1934,NULL
9195,"Aizome Kyko kareinaru tsuioku",1983,NULL
9196,Aja,1987,NULL
9197,Aja,1988,NULL
9198,"Ajab Kumari",1926,NULL
9199,"Ajala Kokai",1989,NULL
9200,"Ajali Nabou",1980,NULL
9201,"Ajambhari Maya",2002,NULL
9202,Ajamil,1922,NULL
9203,Ajamil,1934,NULL
9204,Ajamil,1947,NULL
9205,"Ajani Ogun",1976,NULL
9206,"Ajans-E Shisheh-I",1997,4.1
9207,"Ajanta and Ellora",1992,NULL
9208,Ajantha,1987,NULL
9209,Ajantrik,1958,6.6
9210,Ajathanagalingali,1990,NULL
9211,Ajatusrikolliset,1989,NULL
9212,"Ajax 68",1968,NULL
9213,"Ajax: Daar hoorden zij engelen zingen",2000,6.7
9214,Ajay,1996,NULL
9215,Ajay-Vijay,1990,NULL
9216,"Ajayanum Vijayanum",1976,NULL
9217,Ajbolit-66,1966,7.7
9218,"Aje aje bara aje",1989,5.9
9219,Ajeya,1985,NULL
9220,Aji,2003,5.3
9221,"Aji Bas Shukriya",1958,NULL
9222,"Ajia himitsu keisatsu",1966,NULL
9223,"Ajia no gyakushu",1983,NULL
9224,Ajimae,2001,NULL
9225,Ajit,1948,NULL
9226,Ajit,1982,NULL
9227,"Ajit Yoddho",1934,NULL
9228,"Ajji appa",1995,3.9
9229,"Ajker Nayak",1972,NULL
9230,"Ajkula neznog srca",1964,NULL
9231,Ajlawju,1999,4
9232,"Ajmo zuti",2001,NULL
9233,Ajna,1931,NULL
9234,Ajnabee,2001,5.3
9235,Ajnabi,1974,7.5
9236,"Ajnatha Theerangal",1979,NULL
9237,"Ajo nell'imbarazzo, L'",1964,NULL
9238,Ajoi,1999,NULL
9239,Ajolht,1982,7.2
9240,"Ajoncs, Les",1970,NULL
9241,Ajooba,1991,3.1
9242,"Ajooba Kudrat Ka",1991,NULL
9243,"Ajt, Az",1972,NULL
9244,"Aju teukbyeolhan byeonshin",1994,NULL
9245,"Ajuda Prpria na Agricultura",1965,NULL
9246,"Ajuricaba, o Rebelde da Amaznia",1977,NULL
9247,"Ajuste de cuentas",1983,NULL
9248,"Ajuste de cuentas",2000,NULL
9249,"Ajutoare umanitare",2002,NULL
9250,"Ajndk ez a nap",1979,4.2
9251,"Ak altin",1957,NULL
9252,"Ak tendeba",1999,NULL
9253,"Ak-47 temible cuerno de chivo",1997,NULL
9254,AKA,2002,6.4
9255,"Aka Albert Walker",2002,NULL
9256,"Aka chchin",1974,NULL
9257,"Aka izumi",1963,NULL
9258,"Aka Life",2005,NULL
9259,"Aka-suika ki-suika",1982,NULL
9260,"AKA: Girl Skater",2002,NULL
9261,"Akademia pana Kleksa",1984,6.1
9262,"Akademik Ivan Pavlov",1949,NULL
9263,"Akademik iz Askanii",1962,NULL
9264,"Akademik Tarasevich",1970,NULL
9265,"Akad Suzunosuke",1957,NULL
9266,"Akad Suzunosuke: Hichry shinku giri",1957,NULL
9267,"Akad Suzunosuke: Ippon ashi no majin",1957,NULL
9268,"Akad Suzunosuke: Kimento taiji",1957,NULL
9269,"Akad Suzunosuke: Mitsume no chjin",1958,NULL
9270,"Akad Suzunosuke: Shingetsu-to no yki",1957,NULL
9271,"Akad Suzunosuke: Tsukiyo no kaijin",1957,NULL
9272,Akaely,1951,NULL
9273,"Akagaki Genzo: uchiiri zenya",1938,NULL
9274,Akage,1969,7.5
9275,"Akagi no chi matsuri",1955,NULL
9276,Akahige,1965,7.8
9277,"Akai boko",1980,NULL
9278,"Akai daiya",1964,NULL
9279,"Akai fukushu - Boukan",1982,NULL
9280,"Akai gurasu",1966,NULL
9281,"Akai hankachi",1964,NULL
9282,"Akai hanko",1964,NULL
9283,"Akai hashi no shita no nurui mizu",2001,6.6
9284,"Akai hatoba",1958,NULL
9285,"Akai Hayate",1992,NULL
9286,"Akai jinbaori",1959,NULL
9287,"Akai joji",1996,NULL
9288,"Akai kaben ga nureru",1977,NULL
9289,"Akai kage-boshi",1962,NULL
9290,"Akai kairaku",1968,NULL
9291,"Akai kami no onna",1979,5.1
9292,"Akai kiba Blue Sonnet",1990,NULL
9293,"Akai kutsu o nugasete: Tsume",1987,NULL
9294,"Akai misshitsu: Kindan no sama geemu",1999,NULL
9295,"Akai nawa hateru made",1987,NULL
9296,"Akai niku",1967,NULL
9297,"Akai satsui",1964,8.3
9298,"Akai scandal: joji",1982,NULL
9299,"Akai shoufu: tsukisasu",1981,NULL
9300,"Akai shuriken",1965,NULL
9301,"Akai tanima no kett",1965,NULL
9302,"Akai tenshi",1966,9
9303,"Akai tori nigeta?",1973,NULL
9304,"Akai yuhi ni terasarete",1925,NULL
9305,Akakage,1969,NULL
9306,"Akakis akvani",1947,NULL
9307,"Akakis mogzauroba",1912,NULL
9308,"Akala ko ikaw ay akin",1998,NULL
9309,"Akala mo",2002,NULL
9310,Akalabeth,1979,NULL
9311,Akalangalil,1986,NULL
9312,"Akalangalil Abhayam",1980,NULL
9313,"Akalathe Ambili",1985,NULL
9314,Akale,2004,NULL
9315,"Akale Aakasam",1977,NULL
9316,"Akaler Sandhane",1980,6.9
9317,"Akallinen mies",1986,4.8
9318,Akalmand,1984,NULL
9319,"Akalmand Bewaqoof",1929,NULL
9320,"Akame shijuya taki shinju misui",2003,7.4
9321,"Akan-ni hatsu",1975,NULL
9322,Akane-gumo,1967,NULL
9323,"Akanishi Kakita",1936,NULL
9324,Akanksha,1989,NULL
9325,Akarova,1991,NULL
9326,Akarshan,1988,NULL
9327,Akarshanam,1990,NULL
9328,"Akarui basho: Square the circle",1997,NULL
9329,"Akarui mirai",2003,6.4
9330,"Akasa Veedhilo",2001,NULL
9331,"Akasen chitai",1956,7.6
9332,"Akasen Honmoku chabuya no onna",1975,NULL
9333,"Akasen kichi",1953,NULL
9334,"Akasen no hi wa kiezu",1958,NULL
9335,"Akasen saigo no hi: Showa 33-nen 3-gatsu 31-nichi",1974,NULL
9336,"Akasen tamanoi: Nukeremasu",1974,7.7
9337,"Akasen Tobita yukaku",1975,NULL
9338,Akash,1953,NULL
9339,"Akash Kusum",1965,4.9
9340,Akasha,2001,8
9341,Akasharaju,1951,NULL
9342,Akashdeep,1965,NULL
9343,Akashganga,1959,NULL
9344,"Akashia no michi",2001,NULL
9345,"Akashwani (1934/I)",1934,NULL
9346,"Akashwani (1934/II)",1934,NULL
9347,Akasmika,1993,NULL
9348,"Akasthile Paravakal",2001,NULL
9349,"Akasya palas",1940,NULL
9350,"Akasyalar aarken",1963,NULL
9351,Akasztottak,1999,NULL
9352,"Akatamahitos pilotos",1988,NULL
9353,AkaTaMuS,1988,8
9354,"Akatanikiti erastes",1988,NULL
9355,"Akaton mies",1983,5.6
9357,"Akatsuki no jindaiko",1958,NULL
9358,"Akatsuki no shi",1924,NULL
9359,"Akatsuki no tsuiseki",1950,NULL
9360,"Akatsuki no yushi",1927,NULL
9361,Akayla,1991,6.3
9362,"Akbal el bakari",1950,NULL
9363,"Akbar Saleem Anarkali",1978,NULL
9364,"Akbar's Adventure Tours",1998,4.2
9365,"Akbulut malkooglu ve karaoglan'a karsi",1967,NULL
9366,"Akce B",1952,NULL
9367,"Akce bororo",1973,7.8
9368,"Akce clovek",1995,NULL
9369,"Akce Kalimantan",1962,NULL
9370,"Akce v Istanbulu",1975,NULL
9371,Akchung,1976,NULL
9372,"Akcia 37",1959,NULL
9373,"Akcia Edelstein",1986,NULL
9374,Akcija,1960,NULL
9375,"Akcija epej",1965,NULL
9376,"Akcija inspektora Rukavine",1965,NULL
9377,"Akcija stadion",1977,4.6
9378,"Akcja 'Brutus'",1971,NULL
9379,"Akcja pod Arsenalem",1978,5.4
9380,"Akd al katel, Al",1960,NULL
9381,"Akd al lulu",1964,NULL
9382,"Akdeniz korsanlari",1950,NULL
9383,"Akdeniz sarkisi",1964,NULL
9384,Akela,1941,NULL
9385,Akela,1963,NULL
9386,Akelarre,1984,2.7
9387,"Akele Hum Akele Tum",1995,7.6
9388,"Akeli Mat Jaiyo",1963,NULL
9389,Akenfield,1974,NULL
9390,"Akeyuku sora",1929,NULL
9391,"Akh el kabir, El",1959,NULL
9392,"Akh, vodevil, vodevil...",1979,NULL
9393,"Akha Way, The",1999,NULL
9394,"Akhalgazrda kompozitoris mogzauroba",1984,8
9395,"Akhalgazrdoba imardjvebs",1928,NULL
9396,"Akhand Saubhagya",1950,NULL
9397,"Akhand Saubhagyavati",1963,NULL
9398,"Akhareen abadeh",1993,NULL
9399,"Akharin emtehan",1992,NULL
9400,"Akharin gozargah",1962,NULL
9401,"Akharin havas",1960,NULL
9402,"Akharin khun",1993,NULL
9403,"Akharin shab",1955,NULL
9404,"Akhenaten and Nefertiti",2002,NULL
9405,"Akher el ankud",1966,NULL
9406,"Akher forsa",1962,NULL
9407,"Akher jinaan",1965,NULL
9408,"Akher kedba",1950,NULL
9409,"Akher shakawa",1964,NULL
9410,Akhila,2002,NULL
9411,"Akhiran tazowajet",1943,NULL
9412,"Akhlak lel beia",1951,NULL
9413,"Akhri Galti",1936,NULL
9414,"Akhtar ragol fil alam",1967,NULL
9415,"Aki Kaurismki",1991,NULL
9416,"Aki mer, az nyer",1979,NULL
9417,"Aki tachinu",1960,NULL
9418,"Aki toori-ame",1980,NULL
9419,"Aki's Dream",2001,NULL
9420,Akibiyori,1960,7.5
9421,"Akik letet cserlnek",1918,NULL
9422,"Akiket a pacsirta elksr",1959,NULL
9423,Akiko,1961,NULL
9424,Akiko,1996,NULL
9425,"Akiko aru dansa no shozo",1985,NULL
9426,"Akiko Fujita",1986,NULL
9427,"Akin ang iyong dangal",1998,NULL
9428,"Akin ang puri",1996,NULL
9429,"Akin ka ngayong gabi",1999,NULL
9430,Akincilar,1948,NULL
9431,"Akiniyeo jiokhaeng geubhaeng yeoljareul tara",1977,NULL
9432,"Akinui gyegok",1974,NULL
9433,Akira,1988,7.7
9434,"Akit ketten szeretnek",1915,NULL
9435,"Akitsu onsen",1962,8
9436,Akixo,1989,NULL
9437,Akka,1976,NULL
9438,Akka,1994,NULL
9439,"Akka Nago",1968,NULL
9440,"Akka Pettanam Chelleli Kapuram",1993,NULL
9441,"Akka Thamudu",1972,NULL
9442,"Akkacheyude Kunjuvava",1985,NULL
9443,"Akkada Abbai Ikkada Ammayi",1996,NULL
9444,"Akkal Na Bardan",1936,NULL
9445,Akkaladama,1975,NULL
9446,Akkarapacha,1972,NULL
9447,Akkare,1984,NULL
9448,"Akkare Ninnoru Maran",1985,NULL
9449,Akkareakkareakkare,1990,NULL
9450,Akki,1991,NULL
9451,"Akl fi ijaza, El",1947,NULL
9452,"Akl waal maal, El",1965,NULL
9453,"Akl zina, El",1950,NULL
9454,"Akli Mikls",1986,6.6
9455,"Aklin durur",1965,NULL
9456,"Akmar, al-",1981,NULL
9457,"Akmawa minyeo",1969,NULL
9458,Akmong,1968,NULL
9459,Akmyeong,1974,NULL
9460,"Akmyeong nopeun sanai",1966,NULL
9461,"Ako ang huhusga (Kapag puno na ang salop part II)",1989,NULL
9462,"Ako ang katarungan",1962,NULL
9463,"Ako ang katarungan (Lt. Napoleon M. Guevarra)",1992,NULL
9464,"Ako ang lalagot sa hininga mo",1999,NULL
9465,"Ako ang papatay",1964,NULL
9466,"Ako ba ang nasa puso mo",1997,NULL
9467,"Ako mozhesh, zabravi",1988,NULL
9468,"Ako ne ide vlak",1967,NULL
9469,"Ako roshi",1956,NULL
9470,"Ako roshi",1961,NULL
9471,"Ako sa Vinco zatal",1977,NULL
9472,"Ako si Kiko, Ako si Kikay",1985,NULL
9473,"Ako te ima",1983,NULL
9474,"Ako umrem mlad",1993,NULL
9475,"Ako'y ibigin mo... Lalaking matapang",1999,NULL
9476,"Ako'y magbabalik",1966,NULL
9477,"Ako-Jo danzetsu",1978,NULL
9478,Akogare,1935,NULL
9479,Akogare,1966,NULL
9480,Akoibon,2004,NULL
9481,"Akoma mia fora prin xepsihiso",1970,NULL
9482,"Akord smrti",1919,NULL
9483,"Akordet e Kosovs - popullore",1972,NULL
9484,"Akordi Djerdapa",1971,NULL
9485,Akpamyk,1996,NULL
9486,Akramana,1979,NULL
9487,Akran,1971,NULL
9488,"Akrava Avtaar",1939,NULL
9489,"Akrebin yolculugu",1997,4.8
9490,"Akrep kuyrugu",1965,NULL
9491,Akriet,1981,NULL
9492,Akrobat,2000,NULL
9493,"Akrobat med otur",1897,NULL
9494,"Akrobat Schn!",1943,5
9495,"Akrobatisches Potpourri",1895,5.2
9496,"Akrogiali tou erota, To",1976,NULL
9497,Akropolat,1983,NULL
9498,"Akropolis Now",1983,9.3
9499,"Akropolis von Athen, Die",1996,NULL
9500,"Akrovates tou kipou, Oi",2001,6.7
9501,Akryeong,1974,NULL
9502,Aks,2001,5.3
9503,"Aksam gnesi",1966,NULL
9504,"Aksel Schitz",1979,NULL
9505,"Aksel Schitz p besg",1958,NULL
9506,Akseleratka,1987,4.9
9507,"Akseli ja Elina",1970,8.5
9508,Akshadhoodu,1993,NULL
9509,Aksharam,1995,NULL
9510,Aksharangal,1984,NULL
9511,"Akshaya Paathram",1977,NULL
9512,Akshrathettu,1989,NULL
9513,"Aksion pr ndrtimin e banesave",1970,NULL
9514,Aksuat,1999,6.1
9515,Akt,1962,NULL
9516,Akt,1993,NULL
9517,"Akt utan ord II",1976,NULL
9518,"Akt: Inge - fr Franz",1994,NULL
9519,"Akte Joel, Die",2001,NULL
9520,"Akte Pierce, Die",2002,NULL
9521,"Aktiebolaget Hlsans gva",1916,NULL
9522,"Aktien und Lorbeer",1967,NULL
9523,"Aktion 2/9",2000,NULL
9524,"Aktion Abendsonne",1979,NULL
9525,"Aktion Brieftaube - Schicksale im geteilten Berlin",1964,NULL
9526,"Aktion C+M+B",2000,NULL
9527,"Aktion K",1994,NULL
9528,"Aktion Shnezeichen",1989,NULL
9529,"Aktion Ungeziefer",1994,NULL
9530,"Aktion, Die",1996,NULL
9531,"Aktipita... kamakia!",1983,NULL
9532,Aktiveret,2002,NULL
9533,Aktivistit,1939,NULL
9534,"Aktivnaya zona",1979,NULL
9535,Aktorka,1971,NULL
9536,"Aktorzy prowincjonalni",1980,7.3
9537,Aktrisa,1943,NULL
9538,Aktsiya,1987,NULL
9539,Aktualita,2000,NULL
9540,"Aktuell Rapport Video 6",1994,NULL
9541,"Aktuell Rapport Video 8",1994,NULL
9542,"Aktypitos ktypithike, O",1970,NULL
9543,Aktren,1943,4.8
9544,"Aktrens lte",1998,NULL
9545,"Aku ingin menciummu sekali saja",2002,6.7
9546,"Aku no hana",1997,NULL
9547,"Aku no modae",1964,NULL
9548,"Aku no monsho",1964,NULL
9549,"Aku o uru furyu sales",1990,NULL
9550,"Aku raja gunung ini",1993,NULL
9551,Aku-Aku,1960,NULL
9552,"Akudama junen",1967,NULL
9553,Akuemon,1993,NULL
9554,"Akuha Katha",1994,NULL
9555,"Akui ggot",1961,NULL
9556,"Akuji the Heartless",1998,NULL
9557,Akujo,1964,NULL
9558,"Akujo gundan",1981,NULL
9559,"Akujo kamakiri",1984,NULL
9560,"Akujo no kisetsu",1958,NULL
9561,"Akuma ga kitarite fue o fuku",1954,NULL
9562,"Akuma ga kitarite fue o fuku",1979,NULL
9563,"Akuma ga yondeiru",1970,NULL
9564,"Akuma karano kunsho",1967,NULL
9565,"Akuma no heya",1982,NULL
9566,"Akuma no hitojichi",1983,NULL
9567,"Akuma no machi",1956,NULL
9568,"Akuma no temari-uta",1961,NULL
9569,"Akuma no temari-uta",1977,5.9
9570,"Akuma no temariuta",1993,NULL
9571,"Akumaga kitarite fue wo fuku",1996,NULL
9572,"Akumaj densetsu",1989,NULL
9573,"Akumaj Dracula",1986,NULL
9574,"Akumaj Dracula X: chi no rondo",1993,NULL
9575,"Akumaj Dracula X: gekka no yaskyoku",1997,NULL
9577,"Akumyo daiko",1964,NULL
9578,"Akumyo hatoba",1963,NULL
9579,"Akumyo ichiba",1963,NULL
9580,"Akumyo ichiban",1963,NULL
9581,"Akumyo ichiban shobu",1969,NULL
9582,"Akumyo ichidai",1967,NULL
9583,"Akumyo juhachi-ban",1968,NULL
9584,"Akumyo muteki",1965,NULL
9585,"Akumyo nobori",1965,NULL
9586,"Akumyo zakara",1966,NULL
9587,"Akumyo: shima arashi",1974,NULL
9588,Akumy,1961,NULL
9589,Akumy,2001,NULL
9590,Akuryo-To,1981,6.1
9591,"Akuryou tou",1991,NULL
9592,"Akustic... Mijares encuentro acstico",1995,NULL
9593,"Akusticno polje broda i akusticne minolovke",1968,NULL
9594,Akutaro,1963,NULL
9595,"Akutaroden: Waruihoshi no Shita Demo",1965,NULL
9596,Akuto,1965,NULL
9597,"Akutoku no sakae",1988,NULL
9598,Akutokui,1966,NULL
9599,"Akut shain yky-den",1968,NULL
9600,"Akuyaku shkai: Ookami-tachi no jingi",1991,NULL
9601,"Akuzukinchan kiotsukete",1970,NULL
9602,Akvaariorakkaus,1993,4.7
9603,"Akvalangi na dne",1965,NULL
9604,Akvanavty,1979,NULL
9605,Akvarel,1958,NULL
9606,Akvarijum,1975,NULL
9607,Akvarium,1973,NULL
9608,Akvarium,1996,NULL
9609,"Akwa min al hayat",1961,NULL
9610,"Akwa min el hub",1954,NULL
9611,Akwarele,1978,NULL
9612,Akwarium,1996,5.3
9613,Akya,1952,NULL
9615,"Al acecho (1987/I)",1987,NULL
9616,"Al Adamson: Drive-In Monster",1996,NULL
9617,"Al aire libre",1924,NULL
9618,"Al alcance de su mano",2002,NULL
9619,"Al Andalus",1989,NULL
9620,"Al andar se hace camino",1946,NULL
9622,"Al barbaro del ritmo",2004,NULL
9623,"Al borde",1998,NULL
9624,"Al buio insieme",1933,NULL
9625,"Al cabo qu ni quera",1982,NULL
9626,"Al caer la tarde",1949,NULL
9627,"Al calar della sera",1992,NULL
9628,"Al calor de mi boho",1946,NULL
9629,"Al canto del cuc",1941,NULL
9630,"Al Capone",1959,6.4
9631,"Al Capone - Szenen einer amerikanischen Karriere",1992,NULL
9632,"Al Capone im deutschen Wald",1969,NULL
9633,"Al Capone vom Donaumoos, Der",1986,NULL
9634,"Al Capone von der Pfalz, Der",1987,NULL
