gid,rank,votes,title,category,year,authors,avgRating,pages,published,publisher,5stars,4stars,3stars,2stars,1stars,ratings
15767586,3,10579,"Styxx (Dark-Hunter, #22)",Paranormal Fantasy,2013,Sherrilyn Kenyon,4.58,836,03/09/2013,St. Martin's Press,14212,3594,1229,374,292,19701
13241659,4,9877,"Ever After (The Hollows, #11)",Paranormal Fantasy,2013,Kim Harrison,4.45,435,22/01/2013,Harper Voyager,16800,9626,2587,328,84,29425
13413589,5,9434,"Frost Burned (Mercy Thompson, #7)",Paranormal Fantasy,2013,Patricia Briggs,4.36,342,05/03/2013,Ace Books,29408,22486,6435,653,117,59099
11544421,6,8672,"Magic Rises (Kate Daniels, #6)",Paranormal Fantasy,2013,Ilona Andrews,4.47,357,30/07/2013,Ace,26104,14184,3782,389,124,44583
15813668,7,8633,"Fifth Grave Past the Light (Charley Davidson, #5)",Paranormal Fantasy,2013,Darynda Jones,4.47,339,09/07/2013,St. Martin's Press,17407,9661,2528,289,84,29969
16101040,8,7346,"Omens (Cainsville, #1)",Paranormal Fantasy,2013,Kelley Armstrong,4.06,486,20/08/2013,Dutton,6153,7378,3166,630,210,17537
16071748,9,6252,"Hunted (The Iron Druid Chronicles, #6)",Paranormal Fantasy,2013,Kevin Hearne,4.29,384,25/06/2013,Del Rey,15152,12734,4186,533,141,32746
15711341,10,6060,"Written in Red (The Others, #1)",Paranormal Fantasy,2013,Anne Bishop,4.27,433,05/03/2013,Roc,23813,15246,5436,1525,848,46868
12958034,11,2756,"House Rules (Chicagoland Vampires, #7)",Paranormal Fantasy,2013,Chloe Neill,4.18,352,05/02/2013,NAL Penguin,7277,6966,2885,416,99,17643
15985348,12,2143,"Dead Ever After (Sookie Stackhouse, #13)",Paranormal Fantasy,2013,Charlaine Harris,3.45,338,07/05/2013,Ace,17037,20631,21773,9957,5506,74904
13477883,13,1958,"Gameboard of the Gods (Age of X, #1)",Paranormal Fantasy,2013,Richelle Mead,3.93,448,04/06/2013,Dutton Adult,5251,5818,3141,925,446,15581
10184403,14,1262,"Chimes at Midnight (October Daye, #7)",Paranormal Fantasy,2013,Seanan McGuire,4.37,357,03/09/2013,DAW,6238,4971,1239,116,44,12608
16130369,15,972,"Heart of Venom (Elemental Assassin, #9)",Paranormal Fantasy,2013,Jennifer Estep,4.19,354,27/08/2013,Pocket Books,3081,3091,1209,175,33,7589
15985372,16,663,"Affliction (Anita Blake, Vampire Hunter #22)",Paranormal Fantasy,2013,Laurell K. Hamilton,4.03,570,02/07/2013,Berkley,7701,5991,3690,1068,440,18890
10331050,17,656,"Touch of the Demon (Kara Gillian, #5)",Paranormal Fantasy,2013,Diana Rowland,4.12,440,31/12/2012,DAW,2518,2083,974,259,110,5944
15732001,18,589,"Blood Trade (Jane Yellowrock, #6)",Paranormal Fantasy,2013,Faith Hunter,4.28,337,02/04/2013,Roc,5336,4568,1568,171,47,11690
12119496,19,572,"Steel's Edge (The Edge, #4)",Paranormal Fantasy,2013,Ilona Andrews,4.18,388,27/11/2012,Ace,6186,6293,2496,359,67,15401
12528745,20,301,"Tempt the Stars (Cassandra Palmer, #6)",Paranormal Fantasy,2013,Karen Chance,4.14,357,01/10/2013,Signet Select,3371,2935,1420,289,81,8096
17262203,1,16481,MaddAddam,Science Fiction,2013,Margaret Atwood,4,394,03/09/2013,Nan A. Talese,18311,23343,11792,2387,502,56335
17855756,2,13802,"Dust (Silo, #3)",Science Fiction,2013,Hugh Howey,4.26,458,17/08/2013,Broad Reach Publishing,28636,26464,8712,1199,212,65223
16059350,3,8159,"Earth Afire (The First Formic War, #2)",Science Fiction,2013,"Orson Scott Card, Aaron Johnston",4.04,399,04/06/2013,"Tor Books, New York",3982,5597,2418,377,84,12458
16158596,4,4696,Lexicon,Science Fiction,2013,Max Barry,3.9,390,18/06/2013,Penguin Press,8212,12911,6765,1574,476,29938
15698479,5,4301,"The Human Division (Old Man's War, #5)",Science Fiction,2013,John Scalzi,4.08,431,14/05/2013,Tor Books,8309,11492,4477,672,184,25134
16130537,6,3750,The Humans,Science Fiction,2013,Matt Haig,4.09,285,02/07/2013,Simon  Schuster,17592,18733,8385,1799,461,46970
16046748,7,3482,"Countdown City (The Last Policeman, #2)",Science Fiction,2013,Ben H. Winters,3.87,316,16/07/2013,Quirk Books,2209,5806,2855,319,48,11237
13573419,8,3387,Great North Road,Science Fiction,2013,"Peter F. Hamilton, Nenad Savic, Toby Longworth",4.07,948,01/01/2013,Del Rey,4861,5716,2396,540,144,13657
16131032,9,3004,"Abaddon's Gate (The Expanse, #3)",Science Fiction,2013,James S.A. Corey,4.24,539,04/06/2013,Orbit,30186,32549,9782,1161,196,73874
15981711,10,2995,"The Lives of Tao (Tao, #1)",Science Fiction,2013,Wesley Chu,3.74,460,30/04/2013,Angry Robot,1724,3270,1992,570,193,7749
15984804,11,1473,"Guardian (The Lost Fleet: Beyond the Frontier, #3)",Science Fiction,2013,Jack Campbell,4.06,416,07/05/2013,Ace,2978,3819,1740,239,64,8840
16127235,12,1376,"The Darwin Elevator (Dire Earth Cycle, #1)",Science Fiction,2013,Jason M. Hough,3.68,472,30/07/2013,Del Rey,875,1943,1277,356,112,4563
17167572,13,1195,"The Long War (The Long Earth, #2)",Science Fiction,2013,"Terry Pratchett, Stephen Baxter",3.6,419,18/06/2013,HarperCollins Publishers,3447,7217,6679,1701,342,19386
15802917,14,1137,"Shadow of Freedom (Honorverse: Saganami Island, #3)",Science Fiction,2013,David Weber,4.05,448,05/03/2013,Baen,1658,1805,894,176,55,4588
13421230,15,1052,"Perdition (Dred Chronicles, #1)",Science Fiction,2013,Ann Aguirre,3.89,337,27/08/2013,Ace,1092,1532,835,211,82,3752
15743440,16,1038,The Best of All Possible Worlds,Science Fiction,2013,Karen Lord,3.59,308,12/02/2013,Del Rey,842,1459,1179,399,181,4060
17619479,17,921,Terms of Enlistment,Science Fiction,2013,Marko Kloos,4,282,14/03/2013,Frostbite Publishing,6867,9512,4472,843,240,21934
17171909,18,921,"Brilliance (Brilliance Saga, #1)",Science Fiction,2013,Marcus Sakey,3.96,444,16/07/2013,Thomas & Mercer,8758,12426,5915,1292,502,28893
17699389,19,569,CyberStorm,Science Fiction,2013,Matthew Mather,3.78,364,23/03/2013,None,5445,7823,5404,1628,482,20782
17333324,20,389,Ancillary Justice (Imperial Radch #1),Science Fiction,2013,Ann Leckie,3.98,386,01/10/2013,Orbit,25348,28838,13443,3976,1716,73321
13570854,1,24333,"Lover at Last (Black Dagger Brotherhood, #11)",Romance,2013,J.R. Ward,4.31,608,26/03/2013,NAL,32104,17122,7719,1916,650,59511
15745950,2,17893,"Walking Disaster (Beautiful, #2)",Romance,2013,Jamie McGuire,4.21,448,02/04/2013,Atria Books,80755,47152,22960,6922,3177,160966
15731779,3,14855,"Entwined with You (Crossfire, #3)",Romance,2013,Sylvia Day,4.19,356,04/06/2013,Berkley,83513,51793,28052,7555,2514,173427
17340050,4,9882,"Losing Hope (Hopeless, #2)",Romance,2013,Colleen Hoover,4.34,321,08/07/2013,Atria Books,52958,26507,11014,2642,1395,94516
16070903,5,8824,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",Romance,2013,Abbi Glines,4.19,300,14/12/2012,Abbi Glines,77397,45755,21979,7045,4021,156197
15990969,6,8254,"Ten Tiny Breaths (Ten Tiny Breaths, #1)",Romance,2013,K.A. Tucker,4.13,262,11/12/2012,Papoti Books,29752,23295,10682,2977,1365,68071
13600318,7,8222,"Reckless (Thoughtless, #3)",Romance,2013,S.C. Stephens,4.41,546,05/03/2013,Gallery Books,45839,18934,7888,1999,916,75576
16102004,8,7891,"Beautiful Bastard (Beautiful Bastard, #1)",Romance,2013,Christina Lauren,4.02,320,12/02/2013,Gallery Books,60017,44762,25873,8491,4759,143902
17314430,9,7846,"Wait for You (Wait for You, #1)",Romance,2013,"J. Lynn, Jennifer L. Armentrout",4.18,332,02/04/2013,J. Lynn,58436,45761,19583,4615,2160,130555
18149927,10,6217,"Beneath This Man (This Man, #2)",Romance,2013,Jodi Ellen Malpas,4.29,452,18/06/2013,Forever,45675,21733,9974,3106,1825,82313
18297707,11,3396,"Tangled (Tangled, #1)",Romance,2013,Emma Chase,4.09,254,02/08/2013,Gallery Books,45290,33130,16967,5105,2947,103439
16113791,12,3389,"The Coincidence of Callie & Kayden (The Coincidence, #1)",Romance,2013,Jessica Sorensen,4.19,283,13/12/2012,None,50678,35105,16140,4265,1916,108104
17407748,13,2309,The Longest Ride,Romance,2013,Nicholas Sparks,4.15,398,17/09/2013,Grand Central Publishing,45780,37948,18299,4070,1258,107355
15784909,14,2251,"This Girl (Slammed, #3)",Romance,2013,Colleen Hoover,4.15,304,30/04/2013,Atria Books,31901,21132,11683,3293,1159,69168
17201095,15,1973,"Play with Me (With Me in Seattle, #3)",Romance,2013,Kristen Proby,4.32,298,26/02/2013,Kristen Proby Publishing,18597,12643,4443,760,284,36727
15795628,16,1494,Blackmoore,Romance,2013,Julianne Donaldson,4.17,286,09/09/2013,Shadow Mountain,9464,8596,3519,737,228,22544
17617277,17,1475,"Real (Real, #1)",Romance,2013,Katy Evans,4.2,293,08/04/2013,Smashwords,49976,27062,13568,4476,2727,97809
17156015,18,1357,"Beauty from Pain (Beauty, #1)",Romance,2013,Georgia Cates,4.24,338,29/01/2013,Georgia Cates,25774,17786,7312,1804,754,53430
17158596,19,562,"Collide (Collide, #1)",Romance,2013,Gail McHugh,4.22,395,18/01/2013,None,31047,19145,8329,2499,1390,62410
17190226,20,544,"Surrender Your Love (Surrender Your Love, #1)",Romance,2013,J.C. Reed,3.9,324,15/03/2013,None,7832,9335,5560,1468,592,24787
16130549,1,28678,Doctor Sleep,Horror,2013,Stephen King,4.12,531,24/09/2013,Scribner,67252,70716,28972,5958,1688,174586
15729539,2,11000,NOS4A2,Horror,2013,Joe Hill,4.07,692,30/04/2013,William Morrow,35564,36196,15211,3954,1859,92784
17457124,3,10584,"Red Hill (Red Hill, #1)",Horror,2013,Jamie McGuire,3.9,368,01/10/2013,Simon & Schuster,3951,4353,2725,793,290,12112
15797722,4,7290,"Deeply Odd (Odd Thomas, #6)",Horror,2013,Dean Koontz,4.04,335,28/05/2013,Bantam,7186,7300,3820,899,262,19467
15818164,5,4218,"The Blood Gospel (The Order of the Sanguines, #1)",Horror,2013,"James Rollins, Rebecca Cantrell",3.99,479,08/01/2013,William-Morrow,5412,5405,2855,794,365,14831
15738579,6,4165,"White Trash Zombie Apocalypse (White Trash Zombie, #3)",Horror,2013,"Diana Rowland, Daniel Dos Santos",4,320,02/07/2013,DAW,1319,2039,1022,128,17,4525
13641105,7,3962,"Parasite (Parasitology, #1)",Horror,2013,Mira Grant,3.66,504,29/10/2013,Orbit,2918,5494,3922,1248,412,13994
15818568,8,3619,The Fate of Mercy Alban,Horror,2013,Wendy     Webb,3.73,344,05/02/2013,Hachette Books,1534,2416,1762,550,143,6405
15799400,9,3215,The Resurrectionist: The Lost Work of Dr. Spencer Black,Horror,2013,E.B. Hudspeth,3.5,208,21/05/2013,Quirk Books,713,1075,1154,481,119,3542
17348985,10,2305,Help for the Haunted,Horror,2013,John Searles,3.6,362,17/09/2013,William Morrow,2388,4935,4238,1196,345,13102
17262197,11,1177,"The Wolves of Midwinter (The Wolf Gift Chronicles, #2)",Horror,2013,Anne Rice,3.74,388,15/10/2013,Knopf,2599,2715,2213,842,308,8677
15783828,12,1177,"Kill City Blues (Sandman Slim, #5)",Horror,2013,Richard Kadrey,4.12,383,30/07/2013,Harper Voyager,3147,3972,1656,180,18,8973
15793091,13,704,"Extinction Machine (Joe Ledger, #5)",Horror,2013,Jonathan Maberry,4.27,433,26/03/2013,St. Martin's Griffin,2223,2000,664,92,13,4992
18109850,14,681,"Fractured (The Remaining, #4)",Horror,2013,D.J. Molles,4.33,524,22/06/2013,None,2808,2041,685,96,30,5660
10825907,15,680,"Shattered Hourglass (Day by Day Armageddon,#3)",Horror,2013,J.L. Bourne,3.72,336,26/12/2012,Permuted Press,1236,1323,1246,437,111,4353
16143338,16,614,"Come Alive (Experiment in Terror, #7)",Horror,2013,Karina Halle,4.36,438,23/06/2013,Metal Blonde Books,2525,1318,528,120,44,4535
17229633,17,537,"Ex-Communication (Ex-Heroes, #3)",Horror,2013,Peter Clines,4.11,352,09/07/2013,Broadway,2177,2997,1156,119,16,6465
15818440,18,431,The Accursed,Horror,2013,Joyce Carol Oates,3.19,688,05/03/2013,Ecco,729,1544,1651,992,484,5400
15826602,19,280,Red Moon,Horror,2013,Benjamin Percy,3.36,832,07/05/2013,Grand Central Publishing,817,1738,1779,768,315,5417
14781178,20,163,American Elsewhere,Horror,2013,Robert Jackson Bennett,3.77,662,12/02/2013,Orbit,1336,2023,1257,444,122,5182
17851885,1,32926,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Memoir & Autobiography,2013,"Malala Yousafzai, Christina Lamb",4.11,327,08/10/2013,"Little, Brown and Company",165554,124788,58196,14756,11893,375187
17455541,2,9916,"Happy, Happy, Happy: My Life and Legacy as the Duck Commander",Memoir & Autobiography,2013,"Phil Robertson, Mark Schlabach",4.06,224,07/05/2013,Howard Books,4958,3947,2264,572,282,12023
16101121,3,7961,"The World's Strongest Librarian: A Memoir of Tourette's, Faith, Strength, and the Power of Family",Memoir & Autobiography,2013,Josh Hanagarne,3.79,291,02/05/2013,Avery,2636,4325,2711,660,283,10615
15802944,4,5028,"Carry On, Warrior: Thoughts on Life Unarmed",Memoir & Autobiography,2013,"Glennon Doyle Melton, Glennon Doyle",4.17,288,02/04/2013,Scribner,9576,7017,3229,849,359,21030
16113737,5,4847,The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,Memoir & Autobiography,2013,"Naoki Higashida, K.A. Yoshida, David Mitchell",3.82,135,27/08/2013,Random House,11287,13912,10168,2814,907,39088
15833693,6,4463,Waiting to Be Heard: A Memoir,Memoir & Autobiography,2013,Amanda Knox,3.83,463,30/04/2013,Harper Collins,4231,5702,3762,960,388,15043
15798797,7,3883,Mom & Me & Mom,Memoir & Autobiography,2013,Maya Angelou,4.19,201,02/04/2013,Random House,7346,6161,2789,458,151,16905
15827066,8,3349,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,Memoir & Autobiography,2013,"Jenna Miscavige Hill, Lisa Pulitzer",3.75,402,05/02/2013,William Morrow/HarperCollins (NYC),6959,11073,8179,1977,639,28827
18039963,9,2989,A House in the Sky,Memoir & Autobiography,2013,"Amanda Lindhout, Sara Corbett",4.23,373,10/09/2013,Scribner,20612,16772,5806,1223,615,45028
17553448,10,2815,Until I Say Goodbye: A Book about Living,Memoir & Autobiography,2013,Susan Spencer-Wendel,4.04,384,01/03/2013,Two Roads,2850,2570,1442,347,134,7343
15841863,11,1325,"Sum It Up: 1,098 Victories, a Couple of Irrelevant Losses, and a Life in Perspective",Memoir & Autobiography,2013,"Pat Summitt, Sally Jenkins",4.44,390,05/03/2013,Crown Archetype,2123,1052,305,55,42,3577
16241141,12,1177,Fairyland: A Memoir of My Father,Memoir & Autobiography,2013,Alysia Abbott,3.97,326,03/06/2013,W. W. Norton  Company,1004,1262,642,145,57,3110
17287028,13,1112,My Story,Memoir & Autobiography,2013,"Elizabeth  Smart, Chris Stewart",3.81,308,07/10/2013,St. Martin's Press,10265,11768,8218,2368,1191,33810
15798364,14,1096,The Spark: A Mother's Story of Nurturing Genius,Memoir & Autobiography,2013,Kristine Barnett,4.13,250,09/04/2013,Random House,2978,2324,1062,282,148,6794
15771862,15,1024,Wave,Memoir & Autobiography,2013,Sonali Deraniyagala,3.74,274,05/03/2013,Knopf,4404,5824,4282,1444,510,16464
16131189,16,888,Mo' Meta Blues: The World According to Questlove,Memoir & Autobiography,2013,"Ahmir Questlove Thompson, Ben Greenman",4.1,288,18/06/2013,Grand Central Publishing,1969,2785,987,132,34,5907
13642929,17,453,My Beloved World,Memoir & Autobiography,2013,Sonia Sotomayor,4.08,302,15/01/2013,Knopf,9489,10419,4205,844,537,25494
16218778,18,294,Coming Clean,Memoir & Autobiography,2013,Kimberly Rae Miller,3.95,272,23/07/2013,New Harvest,11109,12158,6642,1539,983,32431
15803014,19,220,After Visiting Friends: A Son's Story,Memoir & Autobiography,2013,Michael Hainey,3.67,307,19/02/2013,Scribner,1300,2694,2032,543,125,6694
13547428,20,214,Chanel Bonfire,Memoir & Autobiography,2013,Wendy Lawless,3.77,304,08/01/2013,Gallery Books,1207,2017,1336,360,100,5020
17262134,1,16105,Jim Henson: The Biography,History & Biography,2013,Brian Jay Jones,4.02,585,24/09/2013,Ballantine Books,4428,3612,1894,577,404,10915
15801668,2,6847,The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II,History & Biography,2013,Denise Kiernan,3.68,373,05/03/2013,Touchstone/Simon & Schuster,5165,8920,6829,1837,743,23494
17704903,3,6381,Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune,History & Biography,2013,"Bill Dedman, Paul Clark Newell Jr.",3.77,456,10/09/2013,Ballantine Books,8001,12548,8378,2080,900,31907
17262366,4,6053,"One Summer: America, 1927",History & Biography,2013,Bill Bryson,4.08,456,01/10/2013,Doubleday,15136,17528,6920,1402,697,41683
16158542,5,3492,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,History & Biography,2013,Daniel James Brown,4.36,416,04/06/2013,Viking,112077,60426,20517,5180,3094,201294
15796712,6,3244,Eighty Days: Nellie Bly and Elizabeth Bisland's History-Making Race Around the World,History & Biography,2013,Matthew Goodman,3.72,453,26/02/2013,Ballantine Books,1126,2190,1521,371,127,5335
16130503,7,3222,Manson: The Life and Times of Charles Manson,History & Biography,2013,Jeff Guinn,4,495,06/08/2013,Simon  Schuster,2352,3144,1456,284,116,7352
16248142,8,3066,Frozen in Time: An Epic Story of Survival and a Modern Quest for Lost Heroes of World War II,History & Biography,2013,Mitchell Zuckoff,3.95,391,23/04/2013,Harper,3090,4330,2297,398,158,10273
15814204,9,2633,Dirty Wars: The World is a Battlefield,History & Biography,2013,Jeremy Scahill,4.14,642,23/04/2013,Nation Books,1654,1456,574,161,65,3910
16044941,10,2488,"The Guns at Last Light: The War in Western Europe, 1944-1945 (World War II Liberation Trilogy, #3)",History & Biography,2013,Rick Atkinson,4.47,877,14/05/2013,Henry Holt and Co.,4174,1995,532,117,62,6880
15808816,11,1285,A Higher Call: An Incredible True Story of Combat and Chivalry in the War-Torn Skies of World War II,History & Biography,2013,"Adam Makos, Larry Alexander",4.38,392,19/12/2012,Berkley,8888,4578,1659,365,179,15669
16158546,12,1193,"Bunker Hill: A City, a Siege, a Revolution",History & Biography,2013,Nathaniel Philbrick,4,398,30/04/2013,Viking,2106,2825,1355,265,78,6629
16240783,13,837,The Riddle of the Labyrinth: The Quest to Crack an Ancient Code,History & Biography,2013,Margalit Fox,3.95,363,14/05/2013,Ecco,771,1245,580,107,40,2743
16059322,14,772,The Unwinding: An Inner History of the New America,History & Biography,2013,George Packer,4.12,448,21/05/2013,"Farrar, Straus and Giroux",4243,4010,1682,411,148,10494
16071731,15,771,The Skies Belong to Us: Love and Terror in the Golden Age of Hijacking,History & Biography,2013,Brendan I. Koerner,4.01,318,18/06/2013,Crown,949,1464,654,87,28,3182
17568801,16,750,Zealot: The Life and Times of Jesus of Nazareth,History & Biography,2013,Reza Aslan,3.84,296,16/07/2013,Random House (NY),17667,21014,11681,3462,2622,56446
16131193,17,683,The Astronaut Wives Club,History & Biography,2013,Lily Koppel,3.29,272,11/06/2013,Grand Central Publishing,3385,6585,8099,3647,1440,23156
17286958,18,582,Killing Jesus: A History,History & Biography,2013,"Bill O'Reilly, Martin Dugard",3.93,293,24/09/2013,Henry Holt and Co.,10269,10875,6335,1685,887,30051
18238043,19,564,Salinger,History & Biography,2013,"David Shields, Shane Salerno",3.72,704,03/09/2013,Simon & Schuster,347,551,399,126,36,1459
17262206,20,289,"Lawrence in Arabia: War, Deceit, Imperial Folly, and the Making of the Modern Middle East",History & Biography,2013,Scott Anderson,4.14,577,06/08/2013,Doubleday,4521,4575,1701,375,150,11322
16056498,1,9280,The Autistic Brain: Thinking Across the Spectrum,Nonfiction,2013,"Temple Grandin, Richard Panek",4.11,240,30/04/2013,Houghton Mifflin Harcourt,2387,2531,1054,192,96,6260
13615414,2,7929,Gulp: Adventures on the Alimentary Canal,Nonfiction,2013,Mary Roach,3.93,348,01/04/2013,W. W. Norton & Company,11597,15624,8397,1834,752,38204
16071764,3,7531,"Lean In: Women, Work, and the Will to Lead",Nonfiction,2013,"Sheryl Sandberg, Nell Scovell",3.95,217,11/03/2013,Knopf,70600,77113,41747,10665,5815,205940
15751404,4,6763,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Nonfiction,2013,Malcolm Gladwell,3.94,305,01/10/2013,"Little, Brown and Company",42503,55313,30985,6367,2163,137331
15811520,5,4766,Detroit: An American Autopsy,Nonfiction,2013,Charlie LeDuff,3.95,304,07/02/2013,The Penguin Press,3998,5767,2857,625,201,13448
15795155,6,4635,Bad Pharma: How Drug Companies Mislead Doctors and Harm Patients,Nonfiction,2013,Ben Goldacre,4.1,448,05/02/2013,"Farrar, Straus and Giroux",2671,2671,1152,247,110,6851
16101100,7,4259,"American Savage: Insights, Slights, and Fights on Faith, Sex, Love, and Politics",Nonfiction,2013,Dan Savage,3.96,301,28/05/2013,Dutton Adult,1216,1986,928,126,65,4321
17704902,8,4133,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,Nonfiction,2013,Sheri  Fink,3.9,558,10/09/2013,Crown,6943,9097,5201,1383,449,23073
16142053,9,3702,"Going Clear: Scientology, Hollywood, and the Prison of Belief",Nonfiction,2013,Lawrence Wright,4.03,430,17/01/2013,Alfred A. Knopf,12375,15893,6295,1359,714,36636
15801967,10,3650,Contagious: Why Things Catch On,Nonfiction,2013,Jonah Berger,3.95,210,05/03/2013,Simon  Schuster,6239,7550,4415,936,335,19475
15766601,11,1661,The World Until Yesterday: What Can We Learn from Traditional Societies?,Nonfiction,2013,Jared Diamond,3.73,512,31/12/2012,Viking,1996,3247,2381,668,193,8485
17249189,12,1373,"Start: Punch Fear in the Face, Escape Average and Do Work that Matters",Nonfiction,2013,Jon Acuff,4.01,288,22/04/2013,Ramsey Press,1999,2084,1123,264,104,5574
16248146,13,1213,Lost Girls: An Unsolved American Mystery,Nonfiction,2013,Robert  Kolker,3.56,399,09/07/2013,Harper,2354,5097,4768,1385,289,13893
16241137,14,824,The Examined Life: How We Lose and Find Ourselves,Nonfiction,2013,Stephen Grosz,3.91,240,28/05/2013,W. W. Norton  Company,3417,4413,2617,648,171,11266
13593553,15,550,To Sell Is Human: The Surprising Truth About Moving Others,Nonfiction,2013,Daniel H. Pink,3.9,272,31/12/2012,Riverhead Books,5253,7022,4160,919,369,17723
15805442,16,521,Mastermind: How to Think Like Sherlock Holmes,Nonfiction,2013,Maria Konnikova,3.54,273,03/01/2013,Viking Adult,1362,1881,1825,734,289,6091
16130128,17,485,I Wear the Black Hat: Grappling With Villains (Real and Imagined),Nonfiction,2013,Chuck Klosterman,3.69,224,09/07/2013,Scribner,2034,4419,3216,789,167,10625
14889679,18,477,"The Good Nurse: A True Story of Medicine, Madness, and Murder",Nonfiction,2013,Charles Graeber,3.79,307,15/04/2013,Twelve,3209,5816,3708,823,233,13789
15798078,19,433,Decisive: How to Make Better Choices in Life and Work,Nonfiction,2013,"Chip Heath, Dan Heath",3.99,336,26/03/2013,Crown Business,4069,4837,2466,501,224,12097
16158498,20,145,Give and Take: A Revolutionary Approach to Success,Nonfiction,2013,Adam M. Grant,4.1,320,09/04/2013,Viking,8615,7686,3615,894,380,21190
15843172,1,8598,Tequila Mockingbird: Cocktails with a Literary Twist,Food & Cookbooks,2013,Tim Federle,4.05,160,23/04/2013,Running Press Adult,1223,1137,558,158,66,3142
17349204,2,6293,The Pioneer Woman Cooks: A Year of Holidays,Food & Cookbooks,2013,Ree Drummond,4.35,375,29/10/2013,William Morrow Cookbooks,2805,1344,588,118,78,4933
16277245,3,6247,The Drunken Botanist: The Plants That Create the World's Great Drinks,Food & Cookbooks,2013,Amy  Stewart,3.98,362,19/03/2013,Algonquin Books,2477,3200,1646,317,107,7747
15797397,4,5200,Salt Sugar Fat: How the Food Giants Hooked Us,Food & Cookbooks,2013,Michael Moss,3.99,480,26/02/2013,Random House,8130,10266,4884,1060,476,24816
15811496,5,4966,Cooked: A Natural History of Transformation,Food & Cookbooks,2013,Michael Pollan,4.03,468,23/04/2013,The Penguin Press HC,7586,8003,3731,913,455,20688
17167085,6,4616,"Moosewood Restaurant Favorites: The 250 Most-Requested, Naturally Delicious Recipes from One of America's Best-Loved Restaurants",Food & Cookbooks,2013,The Moosewood Collective,4.29,402,03/09/2013,St. Martin's Griffin,261,181,66,13,5,526
15786110,7,3933,Relish: My Life in the Kitchen,Food & Cookbooks,2013,Lucy Knisley,3.93,173,02/04/2013,Macmillan Children's Publishing Group,5995,6583,3432,958,619,17587
16182601,8,3207,Bread and Wine: A Love Letter to Life Around the Table with Recipes,Food & Cookbooks,2013,Shauna Niequist,4.25,285,09/04/2013,Zondervan,6056,3914,1567,384,241,12162
16131090,9,3060,Eating on the Wild Side: The Missing Link to Optimum Health,Food & Cookbooks,2013,Jo Robinson,4.17,416,04/06/2013,"Little, Brown and Company",1384,1174,491,102,50,3201
17164565,10,2310,"The Fast Diet: The Simple Secret of Intermittent Fasting: Lose Weight, Stay Healthy, Live Longer",Food & Cookbooks,2013,"Michael Mosley, Mimi Spencer",3.72,208,26/02/2013,Atria Books,2490,3009,2100,729,480,8808
17262525,11,1215,Notes from the Larder: A Kitchen Diary with Recipes,Food & Cookbooks,2013,Nigel Slater,4.3,544,24/09/2013,Ten Speed Press,387,236,76,22,15,736
16160818,12,1166,My Beef with Meat: The Healthiest Argument for Eating a Plant-Strong Diet - Plus 140 New Engine 2 Recipes,Food & Cookbooks,2013,Rip Esselstyn,4.1,280,14/05/2013,Grand Central Life & Style,636,528,277,68,24,1533
15797974,13,1118,Vegetable Literacy: Cooking and Gardening with Twelve Families from the Edible Plant Kingdom,Food & Cookbooks,2013,Deborah Madison,4.13,416,12/03/2013,Ten Speed Press,999,641,373,94,51,2158
16131211,14,1023,"It's All Good: Delicious, Easy Recipes That Will Make You Look Good and Feel Great",Food & Cookbooks,2013,Gwyneth Paltrow,3.82,304,02/04/2013,Grand Central Life & Style,1046,990,681,235,147,3099
16058189,15,828,Pandora's Lunchbox: How Processed Food Took Over the American Meal,Food & Cookbooks,2013,Melanie Warner,3.88,288,26/02/2013,Scribner,534,943,504,100,27,2108
13586978,16,812,Happy Herbivore Abroad: A Travelogue and Over 135 Fat-Free and Low-Fat Vegan Recipes from Around the World,Food & Cookbooks,2013,Lindsay S. Nixon,4.18,320,04/12/2012,BenBella Books,362,234,112,41,10,759
17348311,17,695,"Fool's Gold Cookbook: A Love Story Told Through 150 Recipes (Fool's Gold, #12.1)",Food & Cookbooks,2013,Susan   Mallery,3.96,272,27/08/2013,Harlequin,435,356,314,67,13,1185
13587039,18,614,Whole: Rethinking the Science of Nutrition,Food & Cookbooks,2013,"T. Colin Campbell, Howard Jacobson",3.91,352,07/05/2013,BenBella Books,1709,1587,1054,356,122,4828
17333302,19,244,"Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers",Food & Cookbooks,2013,"David Perlmutter, Kristin Loberg",3.89,336,17/09/2013,"Little, Brown Spark",5979,6409,3965,1067,619,18039
15798321,20,174,VB6: Eat Vegan Before 6:00 to Lose Weight and Restore Your Health . . . for Good,Food & Cookbooks,2013,Mark Bittman,3.7,288,30/04/2013,Clarkson Potter,513,1134,824,180,44,2695
