author,bookName
Harold Bindloss,The Girl From Keller's
Harold Bindloss,The Intriguers
Harold Bindloss,Harding of Allenwood
Harold Bindloss,Brandon of the Engineers
Harold Bindloss,Johnstone of the Border
Harold Bindloss,The Secret of the Reef
Harold Bindloss,Carmen's Messenger
Harold Bindloss,Ranching for Sylvia
Harold Bindloss,The Gold Trail
Harold Bindloss,The Lure of the North
Harold Bindloss,The Greater Power
Harold Bindloss,Masters of the Wheat-Lands
Harold Bindloss,The Impostor
Harold Bindloss,Kit Musgrave's Luck
Harold Bindloss,The Buccaneer Farmer
Harold Bindloss,The Dust of Conflict
Harold Bindloss,For Jacinta
Harold Bindloss,The Long Portage
Harold Bindloss,Thrice Armed
Harold Bindloss,Blake's Burden
Harold Bindloss,Vane of the Timberlands
Harold Bindloss,The Cattle-Baron's Daughter
Harold Bindloss,Northwest!
Harold Bindloss,Delilah of the Snows
Harold Bindloss,The Coast of Adventure
Harold Bindloss,The League of the Leopard
Harold Bindloss,By Right of Purchase
Harold Bindloss,Alton of Somasco
Henry Francis Cary,Lives of the English Poets
James Joyce,Ulysses
James Joyce,Dubliners
James Joyce,A Portrait of the Artist as a Young Man
James Joyce,Chamber Music
James Bowker,Goblin Tales of Lancashire
Walt Whitman,The Patriotic Poems of Walt Whitman
Walt Whitman,Poems By Walt Whitman
Walt Whitman,Leaves of Grass
Walt Whitman,Complete Prose Works
Walt Whitman,The Wound Dresser
Walt Whitman,Drum Taps
John Morley,Diderot and the Encyclopædists (Vol 2 of 2)
John Morley,"Critical Miscellanies, Volume 3, Essay 6, Harriet Martineau"
John Morley,"Critical Miscellanies, Volume 2, Essay 4, Joseph de Maistre"
John Morley,The Life of William Ewart Gladstone (Vol 1 of 3)
John Morley,"Critical Miscellanies, Volume 2, Essay 1, Vauvenargues"
John Morley,Rousseau
John Morley,On Compromise
John Morley,"Critical Miscellanies, Volume 1, Essay 5, Emerson"
John Morley,"Critical Miscellanies, Volume 3, Essay 5, On Pattison's Memoirs"
John Morley,Indian speeches (1907-1909)
John Morley,Burke
John Morley,"Critical Miscellanies, Volume 1, Essay 4, Macaulay"
John Morley,"Critical Miscellanies, Volume 1, Essay 1, Robespierre"
John Morley,"Critical Miscellanies, Volume 3, Essay 10, Auguste Comte"
John Morley,"Critical Miscellanies, Volume 2, Essay 3, Condorcet"
John Morley,The Life of William Ewart Gladstone (Vol 3 of 3)
John Morley,Studies in Literature
John Morley,"Critical Miscellanies, Volume 3, Essay 1, On Popular Culture"
John Morley,"Critical Miscellanies, Volume 1, Essay 3, Byron"
John Morley,"Critical Miscellanies, Volume 3, Essay 7, A Sketch"
John Morley,Diderot and the Encyclopædists (Vol 1 of 2)
John Morley,"Critical Miscellanies, Volume 3, Essay 4, The Life of George Eliot"
John Morley,The Life of William Ewart Gladstone (Vol 2 of 3)
John Morley,"Critical Miscellanies, Volume 2, Essay 2, Turgot"
John Morley,"Critical Miscellanies, Volume 3, Essays 2 and 3"
John Morley,"Critical Miscellanies, Volume 3, Essay 8, France in the Eighteenth Century"
John Morley,"Critical Miscellanies, Volume 1, Essay 2, Carlyle"
John Morley,"Critical Miscellanies, Volume 3, Essay 9, The Expansion of England"
Zane Grey,The Young Pitcher
Zane Grey,Riders of the Purple Sage
Zane Grey,The Day of the Beast
Zane Grey,The Rustlers of Pecos County
Zane Grey,The Last of the Plainsmen
Zane Grey,The Spirit of the Border
Zane Grey,The Man of the Forest
Zane Grey,The Heritage of the Desert
Zane Grey,Tales of Fishes
Zane Grey,Tales of lonely trails
Zane Grey,Desert Gold
Zane Grey,The Light of Western Stars
Zane Grey,Betty Zane
Zane Grey,The Last Trail
Zane Grey,The Border Legion
Zane Grey,The Desert of Wheat
Zane Grey,The Young Forester
Zane Grey,The U.P. Trail
Zane Grey,Valley of Wild Horses
Zane Grey,The Lone Star Ranger
Zane Grey,The Redheaded Outfield and Other Baseball Stories
Zane Grey,The Rainbow Trail
Zane Grey,Wildfire
Zane Grey,The Mysterious Rider
Zane Grey,To the Last Man
Zane Grey,The Call of the Canyon
William Butler Yeats,The Cutting of an Agate
William Butler Yeats,In The Seven Woods
William Butler Yeats,Ideas of Good and Evil
William Butler Yeats,The Land Of Heart's Desire
William Butler Yeats,Two plays for dancers
William Butler Yeats,The Green Helmet and Other Poems
William Butler Yeats,Synge And The Ireland Of His Time
William Butler Yeats,The Hour Glass
William Butler Yeats,Discoveries
William Butler Yeats,The Countess Cathleen
William Butler Yeats,Stories of Red Hanrahan
William Butler Yeats,Responsibilities
William Butler Yeats,Poems
William Butler Yeats,Reveries over Childhood and Youth
William Butler Yeats,The Celtic Twilight
William Butler Yeats,The Wind Among the Reeds
William Butler Yeats,Rosa Alchemica
William Butler Yeats,The Wild Swans at Coole
William Butler Yeats,Per Amica Silentia Lunae
William Butler Yeats,Four Years
William Butler Yeats,Mosada
William Butler Yeats,Where There is Nothing
William Butler Yeats,The Secret Rose
William Butler Yeats,Seven Poems and a Fragment
William Butler Yeats,The Trembling of the Veil
Michael Faraday,"Experimental Researches in Electricity, Volume 1"
Michael Faraday,The Chemical History Of A Candle
Herbert Spencer,The Philosophy of Style
Herbert Spencer,"Essays: Scientific, Political, & Speculative, Volume I"
Herbert Spencer,Essays on Education and Kindred Subjects
Herbert Spencer,The Right To Ignore The State
Virginia Woolf,The Voyage Out
Virginia Woolf,Monday or Tuesday
Virginia Woolf,Jacob's Room
Virginia Woolf,Night and Day
Lucy Maud Montgomery,Chronicles of Avonlea
Lucy Maud Montgomery,"Lucy Maud Montgomery Short Stories, 1902 to 1903"
Lucy Maud Montgomery,"Lucy Maud Montgomery Short Stories, 1909 to 1922"
Lucy Maud Montgomery,The Story Girl
Lucy Maud Montgomery,Anne Of The Island
Lucy Maud Montgomery,Rainbow Valley
Lucy Maud Montgomery,The Golden Road
Lucy Maud Montgomery,Rilla of Ingleside
Lucy Maud Montgomery,"Lucy Maud Montgomery Short Stories, 1904"
Lucy Maud Montgomery,Anne's House of Dreams
Lucy Maud Montgomery,"Lucy Maud Montgomery Short Stories, 1907 to 1908"
Lucy Maud Montgomery,Further Chronicles of Avonlea
Lucy Maud Montgomery,Anne Of Avonlea
Lucy Maud Montgomery,Anne Of Green Gables
Lucy Maud Montgomery,"Lucy Maud Montgomery Short Stories, 1896 to 1901"
Lucy Maud Montgomery,Kilmeny of the Orchard
Lucy Maud Montgomery,"Lucy Maud Montgomery Short Stories, 1905 to 1906"
Sir William Schwenck Gilbert,Bab Ballads and Savoy Songs
Sir William Schwenck Gilbert,The Bab Ballads
Sir William Schwenck Gilbert,Fifty Bab Ballads
Sir William Schwenck Gilbert,Songs of a Savoyard
Sir William Schwenck Gilbert,More Bab Ballads
Bret Harte,A Waif of the Plains
Bret Harte,Colonel Starbottle's Client and Other Stories
Bret Harte,Sally Dows and Other Stories
Bret Harte,Openings in the Old Trail
Bret Harte,The Argonauts of North Liberty
Bret Harte,"Susy, A Story of the Plains"
Bret Harte,In the Carquinez Woods
Bret Harte,"Flip, A California Romance"
Bret Harte,Tennessee's Partner
Bret Harte,Thankful Blossom
Bret Harte,The Three Partners
Bret Harte,Two Men of Sandy Bar
Bret Harte,New Burlesques
Bret Harte,Gabriel Conroy
Bret Harte,Excelsior
Bret Harte,Tales of Trail and Town
Bret Harte,A Sappho of Green Springs
Bret Harte,A Millionaire of Rough-and-Ready
Bret Harte,Drift from Two Shores
Bret Harte,Complete Poetical Works of Bret Harte
Bret Harte,The Story of a Mine
Bret Harte,Urban Sketches
Bret Harte,By Shore and Sedge
Bret Harte,Condensed Novels
Bret Harte,Found At Blazing Star
Bret Harte,Devil's Ford
Bret Harte,In a Hollow of the Hills
Bret Harte,Jeff Briggs's Love Story
Bret Harte,Stories in Light and Shadow
Bret Harte,From Sand Hill to Pine
Bret Harte,Salomy Jane
Bret Harte,The Bell-Ringer of Angel's and Other Stories
Bret Harte,A Ward of the Golden Gate
Bret Harte,Maruja
Bret Harte,A Protegee of Jack Hamlin's and Other Stories
Bret Harte,Cressy
Bret Harte,A First Family of Tasajara
Bret Harte,Tales of the Argonauts
Bret Harte,Frontier Stories
Bret Harte,Mr. Jack Hamlin's Mediation and Other Stories
Bret Harte,The Queen of the Pirate Isle
Bret Harte,Her Letter His Answer & Her Last Letter
Bret Harte,Under the Redwoods
Bret Harte,Legends and Tales
Bret Harte,Snow-Bound at Eagle's
Bret Harte,A Phyllis of the Sierras
Bret Harte,Selected Stories
Bret Harte,The Twins of Table Mountain and Other Stories
Bret Harte,East and West
Bret Harte,Dickens in Camp
Bret Harte,The Crusade of the Excelsior
Bret Harte,The Heritage of Dedlow Marsh and Other Tales
Bret Harte,A Drift from Redwood Camp
Bret Harte,On the Frontier
Bret Harte,Clarence
Bret Harte,The Luck of Roaring Camp and Other Tales
Bret Harte,Trent's Trust and Other Stories
Bret Harte,Mrs. Skaggs's Husbands and Other Stories
James Otis,Under the Liberty Tree
James Otis,A District Messenger Boy and a Necktie Party
James Otis,The Minute Boys of the Mohawk Valley
James Otis,Defending the Island
James Otis,The Minute Boys of Boston
James Otis,A Runaway Brig
James Otis,The Adventures of a Country Boy at a Country Fair
James Otis,On the Kentucky Frontier
James Otis,Corporal 'Lige's Recruit
James Otis,Left Behind
James Otis,Aunt Hannah and Seth
James Otis,Down the Slope
James Otis,The Club at Crow's Corner
James Otis,Richard of Jamestown
James Otis,The Boys of ’98
James Otis,Messenger No. 48
James Otis,The Princess and Joe Potter
James Otis,"Neal, the Miller"
James Otis,Dick in the Desert
James Otis,Commodore Barney's Young Spies
James Otis,Mr. Stubbs's Brother
James Otis,Toby Tyler
James Otis,Teddy and Carrots
James Otis,The Search for the Silver City
James Otis,An Amateur Fireman
James Otis,Ralph Gurney's Oil Speculation
James Otis,The Minute Boys of York Town
Nathaniel Hawthorne,"Fancy's Show-Box (From ""Twice Told Tales"")"
Nathaniel Hawthorne,An Old Woman's Tale
Nathaniel Hawthorne,"The Vision of the Fountain (From ""Twice Told Tales"")"
Nathaniel Hawthorne,"Passages from the French and Italian Notebooks, Complete"
Nathaniel Hawthorne,The Miraculous Pitcher
Nathaniel Hawthorne,"A Virtuoso's Collection (From ""Mosses From An Old Manse"")"
Nathaniel Hawthorne,"Edward Fane's Rosebud (From ""Twice Told Tales"")"
Nathaniel Hawthorne,"Sketches from Memory (From ""Mosses From An Old Manse"")"
Nathaniel Hawthorne,"The Sister Years (From ""Twice Told Tales"")"
Nathaniel Hawthorne,Biographical Sketches
Nathaniel Hawthorne,"The Old Manse (From ""Mosses From An Old Manse"")"
Nathaniel Hawthorne,Sketches from Memory
Nathaniel Hawthorne,"The New Adam and Eve (From ""Mosses From An Old Manse"")"
Nathaniel Hawthorne,Twice Told Tales
Nathaniel Hawthorne,"The White Old Maid (From ""Twice Told Tales"")"
Nathaniel Hawthorne,The Gorgon's Head
Nathaniel Hawthorne,Time's Portraiture
Nathaniel Hawthorne,"A Select Party (From ""Mosses From An Old Manse"")"
Nathaniel Hawthorne,Tanglewood Tales
Nathaniel Hawthorne,A Book of Autographs
Nathaniel Hawthorne,The Dolliver Romance
Nathaniel Hawthorne,"Old Ticonderoga, A Picture of The Past"
Nathaniel Hawthorne,"The Threefold Destiny (From ""Twice Told Tales"")"
Nathaniel Hawthorne,"Beneath an Umbrella (From ""Twice Told Tales"")"
Nathaniel Hawthorne,The Scarlet Letter
Nathaniel Hawthorne,"Monsieur du Muroir (From ""Mosses From An Old Manse"")"
Nathaniel Hawthorne,The House of the Seven Gables
Nathaniel Hawthorne,"The Haunted Mind (From ""Twice Told Tales"")"
Nathaniel Hawthorne,"Passages from the American Notebooks, Volume 2"
Nathaniel Hawthorne,Other Tales and Sketches
Nathaniel Hawthorne,"Sights from a Steeple (From ""Twice Told Tales"")"
Nathaniel Hawthorne,Our Old Home
Nathaniel Hawthorne,A Bell's Biography
Nathaniel Hawthorne,True Stories from History and Biography
Nathaniel Hawthorne,"Earth's Holocaust (From ""Mosses From An Old Manse"")"
Nathaniel Hawthorne,"A Rill from the Town Pump (From ""Twice Told Tales"")"
Nathaniel Hawthorne,"Passages from the American Notebooks, Volume 1"
Nathaniel Hawthorne,"The Toll Gatherer's Day (From ""Twice Told Tales"")"
Nathaniel Hawthorne,"P.'s Correspondence (From ""Mosses From An Old Manse"")"
Nathaniel Hawthorne,"Buds and Bird Voices (From ""Mosses From An Old Manse"")"
Nathaniel Hawthorne,Grandfather's Chair
Nathaniel Hawthorne,A Wonder Book for Girls & Boys
Nathaniel Hawthorne,"Chippings With A Chisel (From ""Twice Told Tales"")"
Nathaniel Hawthorne,"The Intelligence Office (From ""Mosses From An Old Manse"")"
Nathaniel Hawthorne,Old News
Nathaniel Hawthorne,Dr. Bullivant
Nathaniel Hawthorne,John Inglefield's Thanksgiving
Nathaniel Hawthorne,"The Christmas Banquet (From ""Mosses From An Old Manse"")"
Nathaniel Hawthorne,"Passages from a Relinquished Work (From ""Mosses From An Old Manse"")"
Nathaniel Hawthorne,Little Daffydowndilly
Nathaniel Hawthorne,"The Lily's Quest (From ""Twice Told Tales"")"
Nathaniel Hawthorne,The Paradise of Children
Nathaniel Hawthorne,Main Street
Nathaniel Hawthorne,The Blithedale Romance
Nathaniel Hawthorne,The Snow Image
Nathaniel Hawthorne,Sylph Etherege
Nathaniel Hawthorne,"Footprints on the Sea-Shore (From ""Twice Told Tales"")"
Nathaniel Hawthorne,"The Marble Faun, Volume 2"
Nathaniel Hawthorne,The Ancestral Footstep (fragment)
Nathaniel Hawthorne,A Wonder Book and Tanglewood Tales
Nathaniel Hawthorne,"The Village Uncle (From ""Twice Told Tales"")"
Nathaniel Hawthorne,"Little Annie's Ramble (From ""Twice Told Tales"")"
Nathaniel Hawthorne,Little Masterpieces
Nathaniel Hawthorne,"The Prophetic Pictures (From ""Twice Told Tales"")"
Nathaniel Hawthorne,"The Marble Faun, Volume 1"
Nathaniel Hawthorne,The Wives of The Dead
Nathaniel Hawthorne,The Man of Adamant
Nathaniel Hawthorne,Sketches and Studies
Nathaniel Hawthorne,Fanshawe
Nathaniel Hawthorne,"The Seven Vagabonds (From ""Twice Told Tales"")"
Nathaniel Hawthorne,Septimius Felton
Nathaniel Hawthorne,"Fire Worship (From ""Mosses From An Old Manse"")"
Nathaniel Hawthorne,Browne's Folly
Nathaniel Hawthorne,From Twice Told Tales
Nathaniel Hawthorne,"The Old Apple Dealer (From ""Mosses From An Old Manse"")"
Nathaniel Hawthorne,Doctor Grimshawe's Secret
Nathaniel Hawthorne,The Great Stone Face
Nathaniel Hawthorne,"Snow Flakes (From ""Twice Told Tales"")"
Nathaniel Hawthorne,Fragments from The Journal of a Solitary Man
Nathaniel Hawthorne,Mosses from an Old Manse and Other Stories
Nathaniel Hawthorne,The Snow-Image
Nathaniel Hawthorne,Passages From the English Notebooks
Nathaniel Hawthorne,Biographical Stories
Nathaniel Hawthorne,The Three Golden Apples
Nathaniel Hawthorne,"The Hall of Fantasy (From ""Mosses From An Old Manse"")"
Nathaniel Hawthorne,"Sunday at Home (From ""Twice Told Tales"")"
Jack London,Adventure
Jack London,A Daughter of the Snows
Jack London,Burning Daylight
Jack London,Dutch Courage and Other Stories
Jack London,The Scarlet Plague
Jack London,Martin Eden
Jack London,Moon-Face and Other Stories
Jack London,The Call of the Wild
Jack London,The Cruise of the Snark
Jack London,The Faith of Men
Jack London,The Acorn-Planter
Jack London,South Sea Tales
Jack London,The Turtles of Tasman
Jack London,John Barleycorn
Jack London,The House of Pride
Jack London,"Michael, Brother of Jerry"
Jack London,The Jacket (The Star-Rover)
Jack London,The Sea-Wolf
Jack London,Children of the Frost
Jack London,Lost Face
Jack London,The Son of the Wolf
Jack London,Jerry of the Islands
Jack London,The God of His Fathers
Jack London,The Strength of the Strong
Jack London,Revolution and Other Essays
Jack London,The Human Drift and Other Stories
Jack London,The People of the Abyss
Jack London,Smoke Bellew
Jack London,Love of Life and Other Stories
Jack London,The Cruise of the Dazzler
Jack London,Before Adam
Jack London,War of the Classes
Jack London,Tales of the Fish Patrol
Jack London,The Game
Jack London,Stories of Ships and the Sea
Jack London,Theft
Jack London,The Red One
Jack London,White Fang
Jack London,The Mutiny of the Elsinore
Jack London,The Road
Jack London,A Son Of The Sun
Jack London,The Valley of the Moon
Jack London,On the Makaloa Mat
Jack London,The Night-Born
Jack London,When God Laughs and Other Stories
Jack London,The Iron Heel
Jack London,The Little Lady of the Big House
Jack London,Brown Wolf and Other Jack London Stories
Thomas Hardy,Two on a Tower
Thomas Hardy,The Woodlanders
Thomas Hardy,The Well-Beloved
Thomas Hardy,Moments of Vision
Thomas Hardy,The Romantic Adventures of a Milkmaid
Thomas Hardy,Time's Laughingstocks and Other Verses
Thomas Hardy,Wessex Tales
Thomas Hardy,The Trumpet-Major
Thomas Hardy,Satires of Circumstance
Thomas Hardy,A Laodicean
Thomas Hardy,Late Lyrics and Earlier
Thomas Hardy,Wessex Poems and Other Verses
Thomas Hardy,Poems of the Past and the Present
Thomas Hardy,The Hand of Ethelberta
Thomas Hardy,Jude the Obscure
Thomas Hardy,A Group of Noble Dames
Thomas Hardy,The Return of the Native
Thomas Hardy,Under the Greenwood Tree
Thomas Hardy,Far from the Madding Crowd
Thomas Hardy,A Pair of Blue Eyes
Thomas Hardy,A Changed Man and Other Tales
Thomas Hardy,The Dynasts
Thomas Hardy,The Mayor of Casterbridge
Thomas Hardy,Life's Little Ironies
Thomas Hardy,Tess of the d'Urbervilles
Thomas Hardy,Desperate Remedies
Samuel Taylor Coleridge,The Rime of the Ancient Mariner
Samuel Taylor Coleridge,Coleridge's Ancient Mariner and Select Poems
Samuel Taylor Coleridge,Specimens of the Table Talk of S.T.Coleridge
Samuel Taylor Coleridge,Confessions of an Inquiring Spirit
Samuel Taylor Coleridge,"Shakespeare, Ben Jonson, Beaumont and Fletcher"
Samuel Taylor Coleridge,Hints towards the formation of a more comprehensive theory of life
Samuel Taylor Coleridge,Biographia Literaria
Samuel Taylor Coleridge,"Coleridge's Literary Remains, Volume 2"
Samuel Taylor Coleridge,"Biographia Epistolaris, Volume 1"
Samuel Taylor Coleridge,The Complete Poetical Works of Samuel Taylor Coleridge
Samuel Taylor Coleridge,"Coleridge's Literary Remains, Volume 1"
Samuel Taylor Coleridge,"Coleridge's Literary Remains, Volume 4"
William Blake,Illustrations of The Book of Job
William Blake,Poems of William Blake
William Blake,Songs of Innocence and Songs of Experience
P G Wodehouse,Love Among the Chickens
P G Wodehouse,"Psmith, Journalist"
P G Wodehouse,The Head of Kay's
P G Wodehouse,Three Men and a Maid
P G Wodehouse,The Gold Bat
P G Wodehouse,A Prefect's Uncle
P G Wodehouse,Jill the Reckless
P G Wodehouse,The Pothunters
P G Wodehouse,Tales of St. Austin's
P G Wodehouse,A Wodehouse Miscellany
P G Wodehouse,Uneasy Money
P G Wodehouse,The Gem Collector
P G Wodehouse,A Damsel in Distress
P G Wodehouse,Mike and Psmith
P G Wodehouse,Death At The Excelsior
P G Wodehouse,"Right Ho, Jeeves"
P G Wodehouse,The Man Upstairs and Other Stories
P G Wodehouse,Mike
P G Wodehouse,Something New
P G Wodehouse,The Intrusion of Jimmy
P G Wodehouse,The Prince and Betty
P G Wodehouse,The Coming of Bill
P G Wodehouse,The Politeness of Princes
P G Wodehouse,The Clicking of Cuthbert
P G Wodehouse,Piccadilly Jim
P G Wodehouse,The Adventures of Sally
P G Wodehouse,The White Feather
P G Wodehouse,Indiscretions of Archie
P G Wodehouse,The Man with Two Left Feet
P G Wodehouse,The Swoop!
P G Wodehouse,William Tell Told Again
P G Wodehouse,Psmith in the City
P G Wodehouse,The Little Nugget
P G Wodehouse,The Girl on the Boat
P G Wodehouse,My Man Jeeves
Robert Frost,A Boy's Will
Robert Frost,Mountain Interval
Robert Frost,North of Boston
Charles Dickens,Mrs. Lirriper's Legacy
Charles Dickens,Life And Adventures Of Martin Chuzzlewit
Charles Dickens,A Christmas Carol
Charles Dickens,The Chimes
Charles Dickens,The Lazy Tour of Two Idle Apprentices
Charles Dickens,Charles Dickens' Children Stories
Charles Dickens,Little Dorrit
Charles Dickens,The Holly-Tree
Charles Dickens,Reprinted Pieces
Charles Dickens,Tom Tiddler's Ground
Charles Dickens,Our Mutual Friend
Charles Dickens,The Poems and Verses of Charles Dickens
Charles Dickens,The Old Curiosity Shop
Charles Dickens,Barnaby Rudge
Charles Dickens,Holiday Romance
Charles Dickens,Going into Society
Charles Dickens,A Child's History of England
Charles Dickens,Oliver Twist
Charles Dickens,The Mystery of Edwin Drood
Charles Dickens,Mrs. Lirriper's Lodgings
Charles Dickens,The Haunted Man and the Ghost's Bargin
Charles Dickens,The Magic Fishbone
Charles Dickens,The Seven Poor Travellers
Charles Dickens,Mudfog and Other Sketches
Charles Dickens,Sketches by Boz
Charles Dickens,Miscellaneous Papers
Charles Dickens,George Silverman's Explanation
Charles Dickens,Sketches of Young Gentlemen
Charles Dickens,Doctor Marigold
Charles Dickens,Dombey and Son
Charles Dickens,Some Christmas Stories
Charles Dickens,American Notes for General Circulation
Charles Dickens,Master Humphrey's Clock
Charles Dickens,Somebody's Luggage
Charles Dickens,Captain Boldheart & the Latin-Grammar Master
Charles Dickens,The Uncommercial Traveller
Charles Dickens,The Trial of William Tinkling
Charles Dickens,Hunted Down
Charles Dickens,Three Ghost Stories
Charles Dickens,The Letters of Charles Dickens Volume 3
Charles Dickens,Mugby Junction
Charles Dickens,Great Expectations
Charles Dickens,Pictures from Italy
Charles Dickens,The Letters of Charles Dickens Volume 2
Charles Dickens,The Pickwick Papers
Charles Dickens,To be Read at Dusk
Charles Dickens,The Cricket on the Hearth
Charles Dickens,The Wreck of the Golden Mary
Charles Dickens,A Message from the Sea
Charles Dickens,The Letters of Charles Dickens Volume 1
Charles Dickens,Speeches: Literary and Social
Charles Dickens,Sketches of Young Couples
Charles Dickens,Hard Times
Charles Dickens,A Tale of Two Cities
Charles Dickens,The Battle of Life
Charles Dickens,Bleak House
Charles Dickens,Sunday Under Three Heads
Charles Dickens,The Perils of Certain English Prisoners
Charles Dickens,The Lamplighter
Charles Dickens,Nicholas Nickleby
Charles Dickens,David Copperfield
Rudyard Kipling,The Bridge-Builders
Rudyard Kipling,The Phantom Rickshaw and Other Ghost Stories
Rudyard Kipling,The Years Between
Rudyard Kipling,The Second Jungle Book
Rudyard Kipling,Soldier Stories
Rudyard Kipling,Actions and Reactions
Rudyard Kipling,Rewards and Fairies
Rudyard Kipling,The Works of Rudyard Kipling One Volume Edition
Rudyard Kipling,Just So Stories
Rudyard Kipling,Verses 1889-1896
Rudyard Kipling,The Man Who Would Be King
Rudyard Kipling,"Kipling Stories and Poems Every Child Should Know, Book II"
Rudyard Kipling,The Story of the Gadsby
Rudyard Kipling,The Eyes of Asia
Rudyard Kipling,The Seven Seas
Rudyard Kipling,A Diversity of Creatures
Rudyard Kipling,The Jungle Book
Rudyard Kipling,Captains Courageous
Rudyard Kipling,Puck of Pook's Hill
Rudyard Kipling,American Notes
Rudyard Kipling,Letters of Travel (1892-1913)
Rudyard Kipling,Songs from Books
Rudyard Kipling,The Light That Failed
Rudyard Kipling,Sea Warfare
Rudyard Kipling,"The Day's Work, Volume 1"
Rudyard Kipling,"The Day's Work, Part 1"
Rudyard Kipling,Life's Handicap
Rudyard Kipling,A Song of the English
Rudyard Kipling,Plain Tales from the Hills
Rudyard Kipling,Stalky & Co
Rudyard Kipling,Departmental Ditties and Barrack Room Ballads
Rudyard Kipling,France At War
Rudyard Kipling,Barrack-Room Ballads
Rudyard Kipling,An Almanac of Twelve Sports
Rudyard Kipling,With The Night Mail
Rudyard Kipling,Traffics and Discoveries
Rudyard Kipling,Soldiers Three
Rudyard Kipling,Indian Tales
Rudyard Kipling,"Soldiers Three, Part 2"
Rudyard Kipling,The Kipling Reader
Rudyard Kipling,Kim
Rudyard Kipling,Under the Deodars
Rudyard Kipling,From Sea to Sea
John Locke,Second Treatise of Government
John Locke,"An Essay Concerning Humane Understanding, Volume 2"
John Locke,"An Essay Concerning Humane Understanding, Volume 1"
R M Ballantyne,Wrecked but not Ruined
R M Ballantyne,Jarwin and Cuffy
R M Ballantyne,Martin Rattler
R M Ballantyne,Blue Lights
R M Ballantyne,The Walrus Hunters
R M Ballantyne,The Cannibal Islands
R M Ballantyne,Saved by the Lifeboat
R M Ballantyne,Post Haste
R M Ballantyne,Away in the Wilderness
R M Ballantyne,Fighting the Whales
R M Ballantyne,Twice Bought
R M Ballantyne,The Middy and the Moors
R M Ballantyne,The Life of a Ship
R M Ballantyne,The Madman and the Pirate
R M Ballantyne,Under the Waves
R M Ballantyne,Silver Lake
R M Ballantyne,Hunting the Lions
R M Ballantyne,The Wild Man of the West
R M Ballantyne,"Gascoyne, the Sandal-Wood Trader"
R M Ballantyne,My Doggie and I
R M Ballantyne,The Story of the Rock
R M Ballantyne,The Young Trawler
R M Ballantyne,The Ocean and its Wonders
R M Ballantyne,Sunk at Sea
R M Ballantyne,Hudson Bay
R M Ballantyne,Handbook to the new Gold-fields
R M Ballantyne,The Island Queen
R M Ballantyne,In the Track of the Troops
R M Ballantyne,Red Rooney
R M Ballantyne,The Lonely Island
R M Ballantyne,The Dog Crusoe and his Master
R M Ballantyne,The Rover of the Andes
R M Ballantyne,The Coxswain's Bride
R M Ballantyne,Fort Desolation
R M Ballantyne,The Lighthouse
R M Ballantyne,The Lifeboat
R M Ballantyne,Ungava
R M Ballantyne,The World of Ice
R M Ballantyne,Digging for Gold
R M Ballantyne,The Lively Poll
R M Ballantyne,Chasing the Sun
R M Ballantyne,The Iron Horse
R M Ballantyne,The Eagle Cliff
R M Ballantyne,"Jeff Benson, or the Young Coastguardsman"
R M Ballantyne,Fighting the Flames
R M Ballantyne,Lost in the Forest
R M Ballantyne,The Pirate City
R M Ballantyne,Man on the Ocean
R M Ballantyne,The Garret and the Garden
R M Ballantyne,Erling the Bold
R M Ballantyne,Battles with the Sea
R M Ballantyne,Hunted and Harried
R M Ballantyne,Life in the Red Brigade
R M Ballantyne,The Hot Swamp
R M Ballantyne,Personal Reminiscences in Book Making
R M Ballantyne,Blown to Bits
R M Ballantyne,The Pioneers
R M Ballantyne,Over the Rocky Mountains
R M Ballantyne,The Young Fur Traders
R M Ballantyne,Shifting Winds
R M Ballantyne,The Battery and the Boiler
R M Ballantyne,The Thorogood Family
R M Ballantyne,Fast in the Ice
R M Ballantyne,The Battle and the Breeze
R M Ballantyne,The Floating Light of the Goodwin Sands
R M Ballantyne,Rivers of Ice
R M Ballantyne,The Red Man's Revenge
R M Ballantyne,The Settler and the Savage
R M Ballantyne,The Prairie Chief
R M Ballantyne,Charlie to the Rescue
R M Ballantyne,The Norsemen in the West
R M Ballantyne,The Crew of the Water Wagtail
R M Ballantyne,Black Ivory
R M Ballantyne,The Big Otter
R M Ballantyne,Philosopher Jack
R M Ballantyne,Six Months at the Cape
R M Ballantyne,Freaks on the Fells
R M Ballantyne,Up in the Clouds
R M Ballantyne,"Deep Down, a Tale of the Cornish Mines"
R M Ballantyne,The Gorilla Hunters
R M Ballantyne,Dusty Diamonds Cut and Polished
R M Ballantyne,The Fugitives
R M Ballantyne,The Coral Island
R M Ballantyne,The Giant of the North
R M Ballantyne,The Red Eric
R M Ballantyne,The Buffalo Runners
R M Ballantyne,The Butterfly's Ball
R M Ballantyne,The Golden Dream
Sir Francis Galton,The Art of Travel
Sir Francis Galton,Finger Prints
Sir Francis Galton,Inquiries into Human Faculty and Its Development
William Henry Hudson,A Crystal Age
William Henry Hudson,Dead Man's Plack and an Old Thorn
William Henry Hudson,The Naturalist in La Plata
William Henry Hudson,Birds in Town and Village
William Henry Hudson,A Shepherd's Life
William Henry Hudson,Fan
William Henry Hudson,A Traveller in Little Things
William Henry Hudson,Afoot in England
William Henry Hudson,A Little Boy Lost
