budget,homepage,id,originallanguage,originaltitle,overview,popularity,revenue,runtime,status,tagline,title,voteaverage,votecount
35000000.00,,9726,en,A Good Year,"Failed London banker Max Skinner inherits his uncle's vineyard in Provence, where he spent many childhood holidays. Upon his arrival, he meets a woman from California who tells Max she is his long-lost cousin and that the property is hers.",16.782471,42064105,118,Released,Everything matures... eventually.,A Good Year,6.5,357
35000000.00,,20763,en,Radio Flyer,"A father reminisces about his childhood when he and his younger brother moved to a new town with their mother, her new husband and their dog, Shane. When the younger brother is subjected to physical abuse at the hands of their brutal stepfather, Mike decides to convert their toy trolley, the Radio Flyer, into a plane to fly him to safety.",3.503408,4651977,114,Released,Powered by imagination.,Radio Flyer,6.6,53
35000000.00,,9702,en,Bound by Honor,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the Vatos Locos, and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a home for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his carnal, Miklo.",9.122828,0,180,Released,An epic story of three brothers. Bound by blood. Divided by fate. Driven by destiny.,Bound by Honor,7.7,115
35000000.00,,9311,en,Smilla's Sense of Snow,"Smilla Jaspersen, half Danish, half Greenlander, attempts to understand the death of a small boy who falls from the roof of her apartment building. Suspecting wrongdoing, Smilla uncovers a trail of clues leading towards a secretive corporation that has made several mysterious expeditions to Greenland. Scenes from the film were shot in Copenhagen and western Greenland. The film was entered into the 47th Berlin International Film Festival, where director Bille August was nominated for the Golden Bear.",5.419181,0,121,Released,Some Tracks Should Never Be Uncovered.,Smilla's Sense of Snow,6.6,60
35000000.00,,9280,en,Femme Fatale,"A woman tries to straighten out her life, even as her past as a con-woman comes back to haunt her.",9.07278,16838910,114,Released,Nothing is more desirable or more deadly than a woman with a secret.,Femme Fatale,6.2,142
35000000.00,,26843,en,Lion of the Desert,"This movie tells the story of Omar Mukhtar, an Arab Muslim rebel who fought against the Italian conquest of Libya in WWII. It gives western viewers a glimpse into this little-known region and chapter of history, and exposes the savage means by which the conquering army attempted to subdue the natives.",2.864979,0,173,Released,He was a man of honor in a war without any.,Lion of the Desert,7.4,34
35000000.00,,11876,en,Le Hussard sur le toit,"In a time of war and disease, a young officer gallantly tries to help a young woman find her husband.",2.877488,1.50E+07,135,Released,,The Horseman on the Roof,6.7,25
38000000.00,,22267,en,Ride with the Devil,"Ride with the Devil follows four people who are fighting for truth and justice amidst the turmoil of the American Civil War. Director Ang Lee takes us to a no man's land on the Missouri/Kansas border where a staunch loyalist, an immigrant's son, a freed slave, and a young widow form an unlikely friendship as they learn how to survive in an uncertain time. In a place without rules and redefine the meaning of bravery and honor.",5.516207,635096,138,Released,"In a No-man's Land between North and South, You didn't fight for the Blue or the Grey... You fought for your friends and family.",Ride with the Devil,6.6,49
0.00,,45958,es,Biutiful,"This is a story of a man in free fall. On the road to redemption, darkness lights his way. Connected with the afterlife, Uxbal is a tragic hero and father of two who's sensing the danger of death. He struggles with a tainted reality and a fate that works against him in order to forgive, for love, and forever.",13.930763,25147786,148,Released,"You don't choose your family. We all belong to somebody, but to belong to Uxbal and Marambra, is both a blessing and a curse.",Biutiful,7,291
35000000.00,,1969,es,Bandidas,"Set in the late 19th century. When a ruthless robber baron takes away everything they cherish, a rough-and-tumble, idealistic peasant and a sophisticated heiress embark on a quest for justice, vengeance…and a few good heists.",20.27704,10496317,93,Released,Being BAD never looked so GOOD!,Bandidas,5.8,307
0.00,,310706,en,Black Water Transit,"In this action thriller set in post-Katrina New Orleans, business owner Jack Vermillion (Laurence Fishburne) is struggling to run a legitimate shipping company while bad guy Ernest Pike (Karl Urban) is struggling to get his family's illegal gun collection out of the country. When their paths collide, Jack realizes that exposing Pike might get him just the sway he needs to persuade law enforcement officials to treat his imprisoned son kindly.",0.126738,0,100,Released,,Black Water Transit,0,0
34000000.00,http://themazerunnermovie.com/,198663,en,The Maze Runner,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow runners for a shot at escape.",131.815575,348319861,113,Released,Run - Remember - Survive,The Maze Runner,7,5371
35000000.00,,239573,en,Unfinished Business,"A hard-working small business owner and his two associates travel to Europe to close the most important deal of their lives.  But what began as a routine business trip goes off the rails in every imaginable – and unimaginable – way, including unplanned stops at a massive sex fetish event and a global economic summit.",16.832312,14431253,91,Released,Best business trip ever.,Unfinished Business,5,320
34000000.00,,10436,en,The Age of Innocence,"Tale of 19th century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.",9.133747,32255440,139,Released,In a world of tradition. In an age of innocence. They dared to break the rules.,The Age of Innocence,7,169
35000000.00,http://thefountainmovie.warnerbros.com/,1381,en,The Fountain,"Spanning over one thousand years, and three parallel stories, The Fountain is a story of love, death, spirituality, and the fragility of our existence in this world.",24.606012,15304890,96,Released,Death is the road to awe,The Fountain,6.8,827
70000000.00,,2162,en,Chill Factor,A store clerk and an ice cream truck driver are thrown together when a dying scientist entrusts them with a deadly chemical kept in ice. This chemical will kill every living thing once it melts. They have to take the chemical codenamed 'Elvis' to the next nearest military base while being chased by terrorists who want it to hold the country for ransom.,3.276912,11263966,101,Released,"This Fall, Action is served on the rocks, with a twist.",Chill Factor,5.3,29
35000000.00,,127493,en,Stolen,"A former thief frantically searches for his missing daughter, who has been kidnapped and locked in the trunk of a taxi.",16.830184,2106557,96,Released,Never steal from the world's greatest thief.,Stolen,5.1,344
41677699.00,,12429,ja,崖の上のポニョ,"The son of a sailor, 5-year old Sosuke lives a quiet life on an oceanside cliff with his mother Lisa. One fateful day, he finds a beautiful goldfish trapped in a bottle on the beach and upon rescuing her, names her Ponyo. But she is no ordinary goldfish. The daughter of a masterful wizard and a sea goddess, Ponyo uses her father's magic to transform herself into a young girl and quickly falls in love with Sosuke, but the use of such powerful sorcery causes a dangerous imbalance in the world. As the moon steadily draws nearer to the earth and Ponyo's father sends the ocean's mighty waves to find his daughter, the two children embark on an adventure of a lifetime to save the world and fulfill Ponyo's dreams of becoming human.",39.58676,187479518,100,Released,Welcome To A World Where Anything Is Possible.,Ponyo,7.5,926
34000000.00,,228205,en,The Longest Ride,The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,41.946523,63013281,128,Released,Two couples. Two love stories. One epic tale.,The Longest Ride,7.3,1064
75000000.00,,2900,en,The Astronaut's Wife,"When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?",20.697556,19598588,109,Released,How well do you know the one you love?,The Astronaut's Wife,5.4,254
34000000.00,,21311,en,I Dreamed of Africa,"Inspired by the true story of indomitable Kuki Gallmann, the film tells of a beautiful and inquisitive woman who had the courage to escape from her comfortable yet monotonous life in Italy to start anew in the African wilderness with her son, Emanuele, and her new husband, Paolo. Gallmann faces great danger there but eventually becomes a celebrated conservationist.",1.656695,0,114,Released,Sometimes the adventure of a lifetime becomes life itself.,I Dreamed of Africa,5.3,18
35000000.00,,77875,en,Playing for Keeps,A former sports star who's fallen on hard times starts coaching his son's soccer team in an attempt to get his life together.,17.932561,0,106,Released,,Playing for Keeps,5.4,240
35000000.00,,192136,en,Mandela: Long Walk to Freedom,A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.,15.50957,27330000,141,Released,It is an ideal for which I am prepared to die.,Mandela: Long Walk to Freedom,6.5,224
32000000.00,,18254,en,Reds,A radical American journalist becomes involved with the Communist revolution in Russia and hopes to bring its spirit and idealism to the United States.,4.602185,40382659,195,Released,Not since Gone With The Wind has there been a great romantic epic like it!,Reds,7.1,67
40000000.00,http://www.sonypictures.com/movies/afewgoodmen/,881,en,A Few Good Men,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",40.379966,243240178,138,Released,,A Few Good Men,7.1,877
50000000.00,http://www.exitwounds.net/,10877,en,Exit Wounds,"Maverick cop Orin Boyd always brings down the domestic terrorists he tracks, but he ruffles feathers with his unorthodox techniques -- and soon finds himself reassigned to the toughest district in Detroit. When he discovers a group of detectives secretly operating a drug ring, Boyd joins forces with an unlikely ally -- gangster Latrell Walker -- to bring down the rotten cops.",12.601306,79958599,101,Released,This Is Gonna Hurt,Exit Wounds,5.3,110
30000000.00,,9600,en,Big Momma's House,"When a street-smart FBI agent is sent to Georgia to protect a beautiful single mother and her son from an escaped convict, he is forced to impersonate a crass Southern granny known as Big Momma in order to remain incognito.",24.389194,173959438,98,Released,This FBI agent is going undercover... and he's concealing more than a weapon.,Big Momma's House,5.6,506
34000000.00,http://www.nwave.com/films/3d-feature-films/13-films-cat/feature/95-the-house-of-magic-3d,202575,en,The House of Magic,"Thunder, an abandoned young cat seeking shelter from a storm, stumbles into the strangest house imaginable, owned by an old magician and inhabited by a dazzling array of automatons and gizmos. Not everyone welcomes the new addition to the troupe as Jack Rabbit and Maggie Mouse plot to evict Thunder. The situation gets worse when the magician lands in hospital and his scheming nephew sees his chance to cash in by selling the mansion. Our young hero is determined to earn his place and so he enlists the help of some wacky magician's assistants to protect his magical new home.",12.867326,0,85,Released,One lost little cat. One magical adventure.,Thunder and the House of Magic,6.3,121
30000000.00,http://www.darkesthourmovie.com/,71469,en,The Darkest Hour,"In Moscow, five young people lead the charge against an alien race which has attacked Earth via our power supply.",23.328823,64626786,89,Released,Survive The Holidays,The Darkest Hour,4.8,469
33000000.00,,85446,en,Step Up Revolution,"Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.",29.775441,140470746,99,Released,One Step Can Change Your World,Step Up Revolution,6.7,663
33000000.00,,326,en,Snakes on a Plane,"America is on the search for the murderer Eddie Kim. Sean Jones must fly to L.A. to testify in a hearing against Kim. Accompanied by FBI agent Neville Flynn, the flight receives some unexpected visitors.",19.642328,62022014,105,Released,"At 30,000 feet, snakes aren't the deadliest thing on this plane.",Snakes on a Plane,5.1,497
33000000.00,,10685,en,The Watcher,"FBI agent Joel Campbell, burnt-out and shell-shocked after years spent chasing serial killers, flees L.A. to begin a new life for himself in Chicago. But five months later, Joel's best laid plans are abruptly cut short when his new hometown becomes the setting for some particularly gruesome murders--murders that could only have been committed by one man: David Allen Griffin. One of Joel's most elusive and cunning nemeses, Griffin has followed his former pursuer to Chicago in order to play a sadistic game of cat and mouse. Taunting Joel with photographs of his intended victims and leaving his crime scenes meticulously free of clues in order to keep the police at bay, Griffin derives as much pleasure out of watching Joel react to every movement as watching his victims die. But when Griffin moves into Joel's inner circle, Joel must quickly find some way to stop him before someone close to him becomes the next one to die.",7.339908,0,96,Released,Don't go home alone.,The Watcher,4.9,110
33000000.00,http://marvel.com/movies/movie/5/the_punisher,7220,en,The Punisher,"When undercover FBI agent Frank Castle's wife and son are slaughtered, he becomes 'the Punisher' -- a ruthless vigilante willing to go to any length to avenge his family.",35.099611,54700105,124,Released,"There is no justice, there is only revenge.",The Punisher,6.1,766
30000000.00,,9763,en,Goal!: The Dream Begins,"Like millions of kids around the world, Santiago harbors the dream of being a professional footballer...However, living in the Barrios section of Los Angeles, he thinks it is only that--a dream. Until one day an extraordinary turn of events has him trying out for Premiership club Newcastle United.",16.541791,27610873,118,Released,Every Dream Has A Beginning,Goal!: The Dream Begins,6.6,238
30000000.00,http://www.safethefilm.com/,72387,en,Safe,"After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.",31.92695,40346186,94,Released,She has the code. He is the key.,Safe,6.3,799
33000000.00,,12596,en,Pushing Tin,"Two air traffic controllers (John Cusack, Billy Bob Thornton) who thrive on living dangerously compete to outdo each other on several levels.",9.060642,0,124,Released,A comedy about losing control,Pushing Tin,5.7,116
32350000.00,http://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,1892,en,Return of the Jedi,"As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.",46.509071,572700000,135,Released,The Empire Falls...,Return of the Jedi,7.9,4665
30000000.00,,13460,en,Doomsday,"A lethal virus spreads throughout the British isles,infecting millions and killing hundreds of thousands. To contain the threat, acting authorities brutally quarantine the country as it succumbs to fear and chaos. The quarantine is successful. Three decades later, the Reaper virus violently resurfaces in a major city. An elite group of specialists is urgently dispatched into the still-quarantined country to retrieve a cure by any means necessary. Shut off from the rest of the world, the unit must battle through a landscape that has become a waking nightmare.",21.538222,22211426,108,Released,Mankind has an expiration date.,Doomsday,5.8,363
32000000.00,,8055,en,The Reader,"The story of Michael Berg, a German lawyer who, as a teenager in the late 1950s, had an affair with an older woman, Hanna, who then disappeared only to resurface years later as one of the defendants in a war crimes trial stemming from her actions as a concentration camp guard late in the war. He alone realizes that Hanna is illiterate and may be concealing that fact at the expense of her freedom.",33.923786,113019290,124,Released,Behind the mystery lies a truth that will make you question everything you know.,The Reader,7.2,813
35000000.00,http://www.wanderlust-movie.com/Wanderlust/home.html,50647,en,Wanderlust,"Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",20.908494,24159934,98,Released,Leave your baggage behind,Wanderlust,5.3,394
32000000.00,,10719,en,Elf,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic publisher.",16.901954,173398518,97,Released,"This holiday, discover your inner elf.",Elf,6.4,987
32000000.00,,9294,en,Phenomenon,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",15.039407,152036382,123,Released,Some things in life just can't be explained.,Phenomenon,6.2,323
33000000.00,,11888,en,Snow Dogs,"When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",13.655735,0,99,Released,Get ready for mush hour!,Snow Dogs,5.3,185
0.00,,9647,en,Scrooged,"In this modern take on Charles Dickens' A Christmas Carol, Frank Cross (Bill Murray) is a wildly successful television executive whose cold ambition and curmudgeonly nature has driven away the love of his life, Claire Phillips (Karen Allen). But after firing a staff member, Eliot Loudermilk (Bobcat Goldthwait), on Christmas Eve, Frank is visited by a series of ghosts who give him a chance to re-evaluate his actions and right the wrongs of his past.",21.620317,60328000,101,Released,The spirits will move you in odd and hysterical ways.,Scrooged,6.7,390
32000000.00,http://www.nacholibre.com/,9353,en,Nacho Libre,"Nacho Libre is loosely based on the story of Fray Tormenta (Friar Storm), aka Rev. Sergio Gutierrez Benitez, a real-life Mexican Catholic priest who had a 23-year career as a masked luchador. He competed in order to support the orphanage he directed. The producers are Jack Black, David Klawans, Julia Pistor, and Mike White.",14.642055,80197993,92,Released,He's not lean. He's not mean. He's nacho average hero.,Nacho Libre,5.6,359
32500000.00,http://www.bridesmaidsmovie.com/,55721,en,Bridesmaids,"Annie’s life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian’s maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love.",17.107065,288383523,125,Released,Save the date,Bridesmaids,6.5,1661
32000000.00,http://www.thisistheend.com/,109414,en,This Is the End,"While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the apocalypse.",38.21708,126041322,107,Released,Nothing ruins a party like the end of the world.,This Is the End,6.3,2359
29000000.00,,10307,en,Stigmata,"A young woman with no strong religious beliefs, Frankie Paige begins having strange and violent experiences, showing signs of the wounds that Jesus received when crucified. When the Vatican gets word of Frankie's situation, a high-ranking cardinal requests that the Rev. Andrew Kiernan investigate her case. Soon Kiernan realizes that very sinister forces are at work, and tries to rescue Frankie from the entity that is plaguing her.",14.993169,50041732,103,Released,The messenger must be silenced.,Stigmata,6,242
32000000.00,,11978,en,Men of Honor,"Against formidable odds -- and an old-school diving instructor embittered by the U.S. Navy's new, less prejudicial policies -- Carl Brashear sets his sights on becoming the Navy's first African-American master diver in this uplifting true story. Their relationship starts out on the rocks, but fate ultimately conspires to bring the men together into a setting of mutual respect, triumph and honor.",24.147269,48814909,129,Released,History is made by those who break the rules.,Men of Honor,7,544
32000000.00,http://www.whoarethetakers.com/,22907,en,Takers,"A seasoned team of bank robbers, including Gordon Jennings (Idris Elba), John Rahway (Paul Walker), A.J. (Hayden Christensen), and brothers Jake (Michael Ealy) and Jesse Attica (Chris Brown) successfully complete their latest heist and lead a life of luxury while planning their next job. When Ghost (Tip T.I. Harris), a former member of their team, is released from prison he convinces the group to strike an armored car carrying $20 million. As the Takers carefully plot out their strategy and draw nearer to exacting the grand heist, a reckless police officer (Matt Dillon) inches closer to apprehending the criminals.",18.47242,69055695,107,Released,Who's Taking Who?,Takers,6,394
35000000.00,,87567,en,The Big Wedding,"To the amusement of their adult children and friends, long divorced couple Don and Ellie Griffin are once again forced to play the happy couple for the sake of their adopted son's wedding after his ultra conservative biological mother unexpectedly decides to fly halfway across the world to attend. With all of the wedding guests looking on, the Griffins are hilariously forced to confront their past, present and future - and hopefully avoid killing each other in the process.",18.84332,21819348,90,Released,It's never too late to start acting like a family,The Big Wedding,5.7,414
32000000.00,http://www.bigmommaslikefatherlikeson.com/,38322,en,"Big Mommas: Like Father, Like Son","FBI agent Malcolm Turner and his 17-year-old son, Trent, go undercover at an all-girls performing arts school after Trent witnesses a murder. Posing as Big Momma and Charmaine, they must find the murderer before he finds them.",15.901137,83615414,107,Released,Momma's got back-up.,"Big Mommas: Like Father, Like Son",5.3,313
32000000.00,http://www.enterthesourcecode.com/,45612,en,Source Code,"Decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, discovering he's involved in a mission to find the bomber of a Chicago commuter train. He learns he's part of a top-secret experimental program that enables him to experience the final 8 minutes of another person's life. Colter re-lives the train incident over and over again, gathering more clues each time. But can he discover who is responsible for the attack before the next one happens?",59.19888,147332697,93,Released,Make Every Second Count,Source Code,7.1,2699
32000000.00,,7305,en,Alive,"The amazing, true story of a Uruguayan rugby team's plane that crashed in the middle of the Andes mountains, and their immense will to survive and pull through alive, forced to do anything and everything they could to stay alive on meager rations and through the freezing cold.",14.48851,36733909,120,Released,They survived the impossible...by doing the unthinkable.,Alive,6.7,374
30000000.00,http://wwws.warnerbros.de/number23/,3594,en,The Number 23,"Walter Sparrow is an animal control officer that becomes obsessed with a mysterious book that seems to be based on his own life. As soon as he opens the book, he notices strange parallels between what he reads and what he's experienced. But now he's worried that a fictional murder might materialize.",23.197408,77566815,101,Released,First it takes hold of your mind...then it takes hold of your life.,The Number 23,6.3,1018
33000000.00,,157841,en,The Young and Prodigious T.S. Spivet,A 12-year-old cartographer secretly leaves his family's ranch in Montana where he lives with his cowboy father and scientist mother and travels across the country on board a freight train to receive an award at the Smithsonian Institute.,10.651202,9494789,105,Released,,The Young and Prodigious T.S. Spivet,6.7,232
35000000.00,,11519,en,1941,"It's been six days since the attack on Pearl Harbor. Panic grips California, supposedly the next target of the Japanese forces. Everywhere in California, people are suffering from war nerves. Chaos erupts all over the state. An Army Air Corps Captain, a civilian with a deranged sense of Nationalism, civilian defenders, and a Motor Pool crew all end up chasing a Japanese sub planning to attack LA.",10.032626,31755742,113,Released,Paranoia meets pandemonium.,1941,5.6,143
0.00,,12920,en,Dreamer: Inspired By a True Story,Ben Crane believes that a severely injured racehorse deserves another chance. He and his daughter Cale adopt the horse (in fact is a mare)and save it of being sacrificed by the owner.,6.048743,0,106,Released,,Dreamer: Inspired By a True Story,6.3,67
32000000.00,,59,en,A History of Violence,An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.,34.628738,60740827,96,Released,Tom Stall had the perfect life... until he became a hero.,A History of Violence,6.9,832
32000000.00,,9335,en,Transporter 2,"Professional driver Frank Martin is living in Miami, where he is temporarily filling in for a friend as the chauffeur for a government narcotics control policymaker and his family. The young boy in the family is targeted for kidnapping, and Frank immediately becomes involved in protecting the child and exposing the kidnappers.",47.5612,85167639,87,Released,The Best In The Business Is Back In The Game.,Transporter 2,6.2,1061
32000000.00,,12106,en,The Quick and the Dead,"A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.",16.473355,18552460,107,Released,Think you are quick enough?,The Quick and the Dead,6.3,427
28000000.00,,11141,en,Laws of Attraction,"Amidst a sea of litigation, two New York City divorce lawyers find love.",6.201404,30016165,90,Released,Love always has the last word.,Laws of Attraction,5.6,104
32000000.00,,8649,en,Bringing Out the Dead,"48 hours in the life of a burnt-out paramedic. Once called Father Frank for his efforts to rescue lives, Frank sees the ghosts of those he failed to save around every turn. He has tried everything he can to get fired, calling in sick, delaying taking calls where he might have to face one more victim he couldn't help, yet cannot quit the job on his own.",15.560918,0,121,Released,,Bringing Out the Dead,6.6,225
32000000.00,http://www.repomenarecoming.com/,31867,en,Repo Men,"In the future, medical technology has advanced to the point where people can buy artificial organs to extend their lives. But if they default on payments, an organization known as the Union sends agents to repossess the organs. Remy is one of the best agents in the business, but when he becomes the recipient of an artificial heart, he finds himself in the same dire straits as his many victims.",25.799697,18409891,111,Released,"For a price, any organ in your body can be replaced. But it can also be repossessed.",Repo Men,6.2,620
70000000.00,,10253,ko,디워,"Based on the Korean legend, unknown creatures will return and devastate the planet. Reporter Ethan Kendrick is called in to investigate the matter...",4.822033,53587404,90,Released,They've made our world their battleground,Dragon Wars: D-War,4,104
32000000.00,,3587,en,Bogus,"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.",3.379454,0,110,Released,"A comedy about losing your heart, finding your inner child and meeting the one friend you've always tried to avoid.",Bogus,5.4,44
30000000.00,,124459,en,The Incredible Burt Wonderstone,"After breaking up with his longtime stage partner, a famous but jaded Vegas magician fights for relevance when a new, hip street magician appears on the scene.",26.9385,27437881,100,Released,Abracatastic!,The Incredible Burt Wonderstone,5.3,724
32000000.00,,24662,en,Cats Don't Dance,"Danny, an ambitious singing/dancing cat, goes to Hollywood and overcomes several obstacles to fulfill his dream of becoming a movie star.",4.098444,3566637,75,Released,It's a Jungle Out There!,Cats Don't Dance,7.1,24
0.00,,32274,en,Cradle Will Rock,"A true story of politics and art in the 1930s USA, centered around a leftist musical drama and attempts to stop its production.",4.901553,0,132,Released,,Cradle Will Rock,7.2,18
32000000.00,http://www.the-good-german.de,182,en,The Good German,An American journalist played by George Clooney arrives in Berlin just after the end of World War Two. He becomes involved in a murder mystery surrounding a dead GI who washes up at a lakeside mansion during the Potsdam negotiations between the Allied powers. Soon his investigation connects with his search for his married pre-war German lover played by Cate Blanchett.,5.347936,5914908,108,Released,"If war is Hell, then what comes after?",The Good German,5.9,86
32000000.00,,5494,en,George and the Dragon,A knight returning from the Crusades takes on a dragon and becomes a legend.,4.120549,0,93,Released,,George and the Dragon,5,13
31500000.00,http://www.apocalypsenow.com,28,en,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, does not exist, nor will it ever exist. His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",49.973462,89460381,153,Released,This is the end...,Apocalypse Now,8,2055
32000000.00,http://going-the-distance.warnerbros.com/,38073,en,Going the Distance,"Erin and Garrett are very much in love. When Erin moves to San Francisco to finish her journalism degree and Garrett stays behind in New York to work in the music industry, they gamely keep the romance alive with webcams and frequent-flyer miles. But just when it seems the lovers will soon be reunited, they each score a big break that could separate them for good.",13.611544,42045846,102,Released,A comedy about meeting each other halfway.,Going the Distance,6,262
0.00,,2054,en,Mr. Holland's Opus,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",6.775294,106269971,137,Released,"Of All the Lives He Changed, the One That Changed the Most Was His Own.",Mr. Holland's Opus,6.9,113
31500000.00,,302156,en,Criminal,"Bill Pope is a CIA agent on a mission in London tracking down a shadowy hacker nicknamed The Dutchman. When he gets mysteriously ambushed and killed, an experimental procedure is used to transfer his memories into dangerous ex-convict Jericho Stewart. When he wakes up with the CIA agent's memories, his mission is to find The Dutchman and eliminate him before the hacker launches ICBM's and starts World War III. But complications soon arise and the mission turns personal.",27.891012,14708696,113,Released,,Criminal,5.7,557
31000000.00,,606,en,Out of Africa,"Out of Africa tells the story of the life of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on the autobiographical novel by Karen Blixen from 1937.",13.864975,128499205,161,Released,Based on a true story.,Out of Africa,7,279
31000000.00,http://www.paramount.com/flight,87502,en,Flight,"Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol, though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground. Whip pulls off a miraculous crash-landing that results in only six lives lost. Shaken to the core, Whip vows to get sober -- but when the crash investigation exposes his addiction, he finds himself in an even worse situation.",42.213765,161772375,138,Released,,Flight,6.5,2415
34000000.00,http://www.mgm.com/view/movie/1292/Moonraker/,698,en,Moonraker,During the transportation of a Space Shuttle a Boeing 747 crashes in the Atlantic Ocean yet when they go to look for the destroyed shuttle it is not there. James Bond investigates the missing mission space shuttle and soon learns that the shuttles owner Hugo Drax wants to kill all of mankind.,29.887404,210308099,126,Released,Outer space now belongs to 007.,Moonraker,5.9,541
30000000.00,,120467,en,The Grand Budapest Hotel,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",74.417456,174600318,99,Released,A perfect holiday without leaving home.,The Grand Budapest Hotel,8,4519
31000000.00,,11313,en,Hearts in Atlantis,A widowed mother and her son change when a mysterious stranger enters their lives.,7.06762,24185781,101,Released,What if one of life's great mysteries moved in upstairs?,Hearts in Atlantis,6.4,131
31000000.00,,6488,en,Arachnophobia,"A large spider from the jungles of South America is accidentally transported in a crate with a dead body to America where it mates with a local spider. Soon after, the residents of a small California town disappear as the result of spider bites from the deadly spider offspring. It's up to a couple of doctors with the help of an insect exterminator to annihilate these eight legged freaks.",15.895661,53208180,103,Released,"Eight legs, two fangs, and an attitude.",Arachnophobia,6.2,433
31000000.00,,10559,en,Frequency,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time.",19.258041,68106245,118,Released,The future is listening.,Frequency,7,462
31000000.00,,296099,en,Vacation,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.",47.753598,104384188,99,Released,What could go wrong?,Vacation,6.2,1195
