atomid,Cnt
d283_2,2
d283_5,2
d284_2,2
d284_5,2
d284_8,2
d285_2,2
d285_9,2
d286_3,2
d287_21,2
d288_10,2
d288_14,2
d288_18,2
d288_3,2
d289_10,2
d289_2,2
d28_1,2
d28_10,2
d28_11,2
d28_2,2
d28_3,2
d28_4,2
d28_6,2
d28_7,2
d28_9,2
d290_1,2
d290_11,2
d290_12,2
d290_13,2
d290_2,2
d290_3,2
d290_5,2
d290_6,2
d291_2,2
d292_1,2
d292_13,2
d292_14,2
d292_2,2
d292_9,2
d293_1,2
d293_12,2
d293_2,2
d293_3,2
d293_5,2
d293_6,2
d294_1,2
d294_11,2
d294_12,2
d294_13,2
d294_2,2
d294_3,2
d294_5,2
d294_6,2
d295_2,2
d296_1,2
d296_11,2
d296_12,2
d296_13,2
d296_14,2
d296_2,2
d296_3,2
d296_5,2
d296_6,2
d297_11,2
d297_129,2
d297_163,2
d297_181,2
d297_182,2
d297_49,2
d297_93,2
d298_1,2
d298_12,2
d298_14,2
d298_15,2
d298_16,2
d298_17,2
d298_18,2
d298_2,2
d298_3,2
d298_31,2
d298_5,2
d298_6,2
d299_1,2
d299_2,2
d299_3,2
d299_4,2
d299_5,2
d299_6,2
d29a_1,2
d29a_2,2
d29a_3,2
d29a_4,2
d29a_5,2
d29a_6,2
d29b_1,2
d29b_2,2
d29b_3,2
d29b_4,2
d29b_5,2
d29b_6,2
d2_1,2
d2_12,2
d2_13,2
d2_14,2
d2_15,2
d2_16,2
d2_17,2
d2_2,2
d2_28,2
d2_3,2
d2_5,2
d2_6,2
d300_3,2
d302_3,2
d303_1,2
d303_12,2
d303_2,2
d303_3,2
d303_4,2
d303_5,2
d303_6,2
d304a_1,2
d304a_2,2
d304a_3,2
d304a_4,2
d304a_5,2
d304a_6,2
d304b_1,2
d304b_2,2
d304b_3,2
d304b_4,2
d304b_5,2
d304b_6,2
d305_1,2
d305_14,2
d305_15,2
d305_16,2
d305_17,2
d305_18,2
d305_2,2
d305_3,2
d305_4,2
d305_5,2
d305_6,2
d306_1,2
d308_1,2
d308_13,2
d308_2,2
d308_3,2
d308_5,2
d308_6,2
d30_1,2
d30_11,2
d30_2,2
d30_3,2
d30_4,2
d30_5,2
d30_6,2
d310_1,2
d311_1,2
d311_17,2
d311_18,2
d311_2,2
d311_28,2
d311_3,2
d311_4,2
d311_5,2
d311_6,2
d312_1,2
d312_2,2
d312_3,2
d312_5,2
d312_6,2
d312_7,2
d312_8,2
d313_1,2
d313_10,2
d313_11,2
d313_12,2
d313_13,2
d313_14,2
d313_2,2
d313_3,2
d313_4,2
d313_5,2
d313_6,2
d314_1,2
d314_12,2
d314_13,2
d314_14,2
d314_15,2
d314_16,2
d314_22,2
d314_23,2
d314_24,2
d314_3,2
d314_5,2
d314_8,2
d314_9,2
d315_1,2
d315_12,2
d315_14,2
d315_15,2
d315_16,2
d315_17,2
d315_2,2
d315_25,2
d315_26,2
d315_27,2
d315_3,2
d315_4,2
d315_5,2
d315_6,2
d316_1,2
d316_2,2
d316_3,2
d316_4,2
d316_5,2
d316_6,2
d318_1,2
d318_10,2
d318_11,2
d318_15,2
d318_16,2
d318_17,2
d318_18,2
d318_19,2
d318_2,2
d318_23,2
d318_25,2
d318_3,2
d318_4,2
d318_5,2
d318_6,2
d31a_1,2
d31a_11,2
d31a_12,2
d31a_13,2
d31a_14,2
d31a_15,2
d31a_19,2
d31a_2,2
d31a_3,2
d31a_30,2
d31a_4,2
d31a_5,2
d31a_6,2
d320_1,2
d320_11,2
d320_13,2
d320_2,2
d320_3,2
d320_4,2
d320_5,2
d320_6,2
d322_1,2
d322_10,2
d322_11,2
d322_12,2
d322_14,2
d322_19,2
d322_2,2
d322_20,2
d322_21,2
d322_24,2
d322_25,2
d322_26,2
d322_27,2
d322_28,2
d322_3,2
d322_39,2
d322_4,2
d322_40,2
d322_42,2
d322_43,2
d322_46,2
d322_5,2
d322_50,2
d322_51,2
d322_52,2
d322_53,2
d322_54,2
d322_6,2
d322_8,2
d322_9,2
d323_1,2
d323_13,2
d323_15,2
d323_16,2
d323_17,2
d323_2,2
d323_20,2
d323_21,2
d323_22,2
d323_23,2
d323_3,2
d323_33,2
d323_4,2
d323_5,2
d323_6,2
d324_1,2
d324_11,2
d324_12,2
d324_13,2
d324_14,2
d324_16,2
d324_17,2
d324_18,2
d324_19,2
d324_2,2
d324_21,2
d324_26,2
d324_27,2
d324_3,2
d324_30,2
d324_38,2
d324_39,2
d324_40,2
d324_41,2
d324_42,2
d324_5,2
d324_51,2
d324_6,2
d325_1,2
d325_11,2
d325_12,2
d325_2,2
d325_3,2
d325_4,2
d325_5,2
d325_6,2
d326_1,2
d326_12,2
d326_13,2
d326_2,2
d326_3,2
d326_4,2
d326_5,2
d326_6,2
d327_1,2
d327_11,2
d327_14,2
d327_15,2
d327_16,2
d327_17,2
d327_18,2
d327_26,2
d327_27,2
d327_28,2
d327_29,2
d327_3,2
d327_30,2
d327_34,2
d327_4,2
d327_5,2
d327_6,2
d329_1,2
d329_10,2
d329_11,2
d329_12,2
d329_2,2
d329_3,2
d329_30,2
d329_31,2
d329_32,2
d329_33,2
d329_34,2
d329_39,2
d329_40,2
d329_41,2
d329_42,2
d329_43,2
d329_5,2
d329_58,2
d329_59,2
d329_6,2
d329_60,2
d329_61,2
d329_62,2
d329_68,2
d329_69,2
d329_70,2
d329_71,2
d329_72,2
d329_73,2
d329_74,2
d329_9,2
d32a_1,2
d32a_11,2
d32a_12,2
d32a_13,2
d32a_14,2
d32a_15,2
d32a_19,2
d32a_2,2
d32a_20,2
d32a_3,2
d32a_4,2
d32a_5,2
d32a_6,2
d330_1,2
d330_10,2
d330_11,2
d330_12,2
d330_13,2
d330_14,2
d330_2,2
d330_22,2
d330_23,2
d330_25,2
d330_26,2
d330_28,2
d330_29,2
d330_3,2
d330_30,2
d330_31,2
d330_4,2
d330_41,2
d330_5,2
d330_52,2
d330_53,2
d330_54,2
d330_56,2
d330_58,2
d330_59,2
d330_6,2
d330_60,2
d330_61,2
d330_69,2
d331_1,2
d331_11,2
d331_12,2
d331_13,2
d331_2,2
d331_3,2
d331_5,2
d331_6,2
d332_1,2
d333_1,2
d333_11,2
d333_12,2
d333_13,2
d333_14,2
d333_15,2
d333_2,2
d333_23,2
d333_28,2
d333_3,2
d333_4,2
d333_5,2
d333_6,2
d334_1,2
d334_10,2
d334_12,2
d334_2,2
d334_3,2
d334_4,2
d334_5,2
d334_6,2
d335_1,2
d335_11,2
d335_12,2
d335_2,2
d335_3,2
d335_4,2
d335_5,2
d335_6,2
d336_1,2
d336_16,2
d336_2,2
d336_3,2
d336_4,2
d336_5,2
d336_6,2
d33_1,2
d33_12,2
d33_2,2
d33_3,2
d33_4,2
d33_5,2
d33_6,2
d34_1,2
d34_12,2
d34_13,2
d34_14,2
d34_15,2
d34_16,2
d34_17,2
d34_2,2
d34_3,2
d34_4,2
d34_5,2
d34_6,2
d35_1,2
d35_10,2
d35_2,2
d35_3,2
d35_4,2
d35_5,2
d35_6,2
d36a_1,2
d36a_10,2
d36a_12,2
d36a_13,2
d36a_14,2
d36a_17,2
d36a_18,2
d36a_19,2
d36a_2,2
d36a_20,2
d36a_3,2
d36a_4,2
d36a_5,2
d36a_6,2
d36a_9,2
d37_1,2
d37_11,2
d37_12,2
d37_13,2
d37_14,2
d37_15,2
d37_2,2
d37_3,2
d37_4,2
d37_5,2
d37_6,2
d38_1,2
d38_14,2
d38_15,2
d38_2,2
d38_3,2
d38_4,2
d38_5,2
d38_6,2
d39_1,2
d39_10,2
d39_15,2
d39_2,2
d39_3,2
d39_4,2
d39_5,2
d39_6,2
d3_1,2
d3_11,2
d3_12,2
d3_14,2
d3_15,2
d3_16,2
d3_17,2
d3_18,2
d3_2,2
d3_27,2
d3_3,2
d3_5,2
d3_6,2
d40_1,2
d40_12,2
d40_13,2
d40_14,2
d40_15,2
d40_16,2
d40_2,2
d40_22,2
d40_23,2
d40_3,2
d40_4,2
d40_5,2
d40_6,2
d41_1,2
d41_13,2
d41_16,2
d41_17,2
d41_2,2
d41_3,2
d41_4,2
d41_5,2
d41_6,2
d42_1,2
d42_10,2
d42_2,2
d42_3,2
d42_4,2
d42_5,2
d42_6,2
d43_1,2
d43_10,2
d43_12,2
d43_13,2
d43_14,2
d43_15,2
d43_16,2
d43_2,2
d43_21,2
d43_22,2
d43_27,2
d43_28,2
d43_3,2
d43_5,2
d43_6,2
d43_9,2
d44_1,2
d44_10,2
d44_2,2
d44_3,2
d44_4,2
d44_5,2
d44_6,2
d45_1,2
d45_10,2
d45_2,2
d45_3,2
d45_4,2
d45_5,2
d45_6,2
d45_9,2
d46_1,2
d46_10,2
d46_15,2
d46_2,2
d46_3,2
d46_4,2
d46_5,2
d46_6,2
d47_1,2
d47_12,2
d47_13,2
d47_14,2
d47_15,2
d47_16,2
d47_2,2
d47_20,2
d47_21,2
d47_22,2
d47_23,2
d47_3,2
d47_4,2
d47_5,2
d47_6,2
d48_1,2
d48_10,2
d48_11,2
d48_18,2
d48_2,2
d48_3,2
d48_4,2
d48_5,2
d48_6,2
d49_1,2
d49_10,2
d49_12,2
d49_2,2
d49_3,2
d49_4,2
d49_5,2
d49_6,2
d4_1,2
d4_11,2
d4_2,2
d4_3,2
d4_4,2
d4_5,2
d4_6,2
d50_1,2
d50_2,2
d50_4,2
d50_6,2
d50_7,2
d51_1,2
d51_2,2
d51_3,2
d51_4,2
d51_5,2
d51_6,2
d52_1,2
d52_13,2
d52_14,2
d52_15,2
d52_16,2
d52_17,2
d52_2,2
d52_22,2
d52_3,2
d52_4,2
d52_5,2
d52_6,2
d53_1,2
d53_12,2
d53_2,2
d53_3,2
d53_4,2
d53_5,2
d53_6,2
d53_9,2
d54_1,2
d54_16,2
d54_17,2
d54_2,2
d54_20,2
d54_3,2
d54_4,2
d54_5,2
d54_6,2
d55_1,2
d55_10,2
d55_11,2
d55_12,2
d55_2,2
d55_3,2
d55_4,2
d55_5,2
d55_6,2
d56_1,2
d56_11,2
d56_12,2
d56_2,2
d56_3,2
d56_4,2
d56_5,2
d56_6,2
d57_1,2
d57_11,2
d57_12,2
d57_2,2
d57_3,2
d57_4,2
d57_5,2
d57_6,2
d58_1,2
d58_11,2
d58_12,2
d58_13,2
d58_14,2
d58_15,2
d58_2,2
d58_20,2
d58_21,2
d58_22,2
d58_23,2
d58_24,2
d58_3,2
d58_34,2
d58_35,2
d58_36,2
d58_4,2
d58_5,2
d58_6,2
d59_1,2
d59_11,2
d59_2,2
d59_3,2
d59_4,2
d59_5,2
d59_6,2
d5_1,2
d5_10,2
d5_11,2
d5_2,2
d5_3,2
d5_4,2
d5_5,2
d5_6,2
d60_1,2
d60_11,2
d60_2,2
d60_3,2
d60_4,2
d60_5,2
d60_6,2
d61_1,2
d61_11,2
d61_2,2
d61_3,2
d61_4,2
d61_5,2
d61_6,2
d62_1,2
d62_11,2
d62_13,2
d62_15,2
d62_16,2
d62_17,2
d62_18,2
d62_2,2
d62_22,2
d62_23,2
d62_3,2
d62_5,2
d62_6,2
d63_1,2
d63_10,2
d63_11,2
d63_12,2
d63_2,2
d63_3,2
d63_4,2
d63_5,2
d63_6,2
d64_1,2
d64_11,2
d64_12,2
d64_13,2
d64_14,2
d64_18,2
d64_19,2
d64_2,2
d64_20,2
d64_21,2
d64_22,2
d64_29,2
d64_3,2
d64_5,2
d64_6,2
d65_1,2
d65_11,2
d65_2,2
d65_3,2
d65_4,2
d65_5,2
d65_6,2
d66_1,2
d66_10,2
d66_13,2
d66_14,2
d66_15,2
d66_16,2
d66_17,2
d66_18,2
d66_19,2
d66_2,2
d66_20,2
d66_21,2
d66_3,2
d66_4,2
d66_5,2
d66_51,2
d66_6,2
d66_7,2
d67_1,2
d67_11,2
d67_12,2
d67_18,2
d67_2,2
d67_3,2
d67_4,2
d67_5,2
d67_6,2
d68_1,2
d68_10,2
d68_11,2
d68_2,2
d68_3,2
d68_4,2
d68_5,2
d68_6,2
d69_1,2
d69_10,2
d69_2,2
d69_3,2
d69_4,2
d69_5,2
d69_6,2
d6_1,2
d6_14,2
d6_2,2
d6_3,2
d6_4,2
d6_5,2
d6_6,2
d6_9,2
d70_1,2
d70_10,2
d70_2,2
d70_3,2
d70_4,2
d70_5,2
d70_6,2
d71_1,2
d71_11,2
d71_2,2
d71_3,2
d71_4,2
d71_5,2
d71_6,2
d72_1,2
d72_10,2
d72_11,2
d72_13,2
d72_2,2
d72_3,2
d72_4,2
d72_5,2
d72_6,2
d73_1,2
d73_10,2
d73_11,2
d73_12,2
d73_2,2
d73_3,2
d73_4,2
d73_5,2
d73_6,2
d74_1,2
d74_13,2
d74_14,2
d74_15,2
d74_16,2
d74_17,2
d74_2,2
d74_22,2
d74_23,2
d74_3,2
d74_4,2
d74_5,2
d74_6,2
d75_1,2
d75_10,2
d75_15,2
d75_2,2
d75_3,2
d75_4,2
d75_5,2
d75_6,2
d76_1,2
d76_12,2
d76_14,2
d76_15,2
d76_16,2
d76_2,2
d76_20,2
d76_21,2
d76_22,2
d76_23,2
d76_3,2
d76_4,2
d76_5,2
d76_6,2
d77_1,2
d77_10,2
d77_11,2
d77_12,2
d77_13,2
d77_14,2
d77_15,2
d77_24,2
d77_25,2
d77_26,2
d77_3,2
d77_35,2
d77_36,2
d77_37,2
d77_38,2
d77_39,2
d77_4,2
d77_49,2
d77_5,2
d77_55,2
d77_58,2
d77_6,2
d77_60,2
d77_61,2
d77_62,2
d77_63,2
d77_64,2
d78_1,2
d78_10,2
d78_2,2
d78_25,2
d78_26,2
d78_3,2
d78_4,2
d78_5,2
d78_6,2
d79_1,2
d79_11,2
d79_12,2
d79_13,2
d79_14,2
d79_18,2
d79_2,2
d79_23,2
d79_3,2
d79_5,2
d79_6,2
d7_1,2
d7_10,2
d7_11,2
d7_12,2
d7_13,2
d7_15,2
d7_2,2
d7_21,2
d7_22,2
d7_23,2
d7_24,2
d7_25,2
d7_3,2
d7_30,2
d7_31,2
d7_33,2
d7_34,2
d7_4,2
d7_5,2
d7_6,2
d80_1,2
d80_11,2
d80_12,2
d80_13,2
d80_14,2
d80_18,2
d80_2,2
d80_3,2
d80_5,2
d80_6,2
d81_1,2
d81_11,2
d81_12,2
d81_2,2
d81_3,2
d81_4,2
d81_5,2
d81_6,2
d82_1,2
d82_11,2
d82_12,2
d82_15,2
d82_2,2
d82_29,2
d82_3,2
d82_4,2
d82_5,2
d82_6,2
d83_1,2
d83_13,2
d83_17,2
d83_2,2
d83_3,2
d83_4,2
d83_5,2
d83_6,2
d85_1_1,2
d85_1_10,2
d85_1_11,2
d85_1_12,2
d85_1_2,2
d85_1_3,2
d85_1_4,2
d85_1_5,2
d85_1_6,2
d85_1_9,2
d85_2_1,2
d85_2_10,2
d85_2_11,2
d85_2_12,2
d85_2_2,2
d85_2_3,2
d85_2_4,2
d85_2_5,2
d85_2_6,2
d85_2_9,2
d86a_1,2
d86a_10,2
d86a_11,2
d86a_12,2
d86a_13,2
d86a_14,2
d86a_2,2
d86a_3,2
d86a_4,2
d86a_5,2
d86a_6,2
d86b_1,2
d86b_10,2
d86b_11,2
d86b_12,2
d86b_13,2
d86b_2,2
d86b_3,2
d86b_4,2
d86b_5,2
d86b_6,2
d86b_9,2
d87_1,2
d87_10,2
d87_11,2
d87_12,2
d87_13,2
d87_2,2
d87_3,2
d87_4,2
d87_5,2
d87_6,2
d88_1,2
d88_2,2
d88_3,2
d88_4,2
d88_5,2
d88_6,2
d89_14,2
d89_16,2
d89_2,2
d89_4,2
d89_5,2
d8_1,2
d8_10,2
d8_11,2
d8_12,2
d8_13,2
d8_14,2
d8_15,2
d8_2,2
d8_28,2
d8_29,2
d8_3,2
d8_4,2
d8_5,2
d8_6,2
d90_1,2
d90_2,2
d90_3,2
d90_4,2
d90_5,2
d90_6,2
d91_2,2
d91_4,2
d93_1,2
d93_2,2
d93_3,2
d93_4,2
d93_5,2
d93_6,2
d95_1,2
d95_12,2
d95_13,2
d95_14,2
d95_2,2
d95_3,2
d95_4,2
d95_5,2
d95_6,2
d96_1,2
d96_2,2
d96_3,2
d96_5,2
d97_1,2
d97_12,2
d97_13,2
d97_14,2
d97_15,2
d97_16,2
d97_2,2
d97_23,2
d97_3,2
d97_4,2
d97_5,2
d97_6,2
d98_1,2
d98_2,2
d98_3,2
d98_4,2
d98_5,2
d98_6,2
d99_1,2
d99_10,2
d99_11,2
d99_12,2
d99_2,2
d99_3,2
d99_4,2
d99_5,2
d99_6,2
d99_8,2
d99_9,2
d9_1,2
d9_14,2
d9_2,2
d9_3,2
d9_4,2
d9_5,2
d9_6,2
d101_14,3
d101_5,3
d101_6,3
d101_7,3
d102_2,3
d103_2,3
d104_2,3
d105_1,3
d106_15,3
d106_16,3
d106_5,3
d106_6,3
d106_7,3
d107c_10,3
d107c_13,3
d107c_16,3
d107c_19,3
d107c_2,3
d107c_20,3
d107c_21,3
d107c_24,3
d107c_25,3
d107c_28,3
d107c_3,3
d107c_31,3
d107c_32,3
d107c_35,3
d107c_36,3
d107c_39,3
d107c_42,3
d107c_43,3
d107c_44,3
d107c_47,3
d107c_6,3
d107c_9,3
d107d_13,3
d107d_17,3
d107d_18,3
d107d_2,3
d107d_22,3
d107d_26,3
d107d_3,3
d107d_30,3
d107d_34,3
d107d_35,3
d107d_39,3
d107d_4,3
d107d_43,3
d107d_44,3
d107d_45,3
d107d_46,3
d107d_5,3
d107d_51,3
d107d_6,3
d107d_7,3
d107d_8,3
d107d_9,3
d108_21,3
d108_23,3
d109_15,3
d109_21,3
d112_10,3
d112_16,3
d112_19,3
d112_3,3
d112_5,3
d112_6,3
d112_8,3
d112_9,3
d113_21,3
d113_22,3
d113_23,3
d113_29,3
d113_30,3
d113_36,3
d116_22,3
d117_10,3
d117_17,3
d117_3,3
d117_8,3
d119_10,3
d119_14,3
d119_15,3
d119_2,3
d119_6,3
d11_13,3
d121_10,3
d121_2,3
d121_20,3
d121_25,3
d121_3,3
d121_8,3
d122_21,3
d122_22,3
d122_28,3
d122_33,3
d123_11,3
d123_12,3
d123_2,3
d123_6,3
d124_1,3
d124_20,3
d124_22,3
d124_25,3
d124_5,3
d125_22,3
d126_1,3
d126_2,3
d126_3,3
d126_4,3
d126_5,3
d126_6,3
d128_11,3
d128_12,3
d128_16,3
d128_18,3
d128_2,3
d128_3,3
d128_4,3
d129_5,3
d129_9,3
d12_16,3
d131_10,3
d132_21,3
d132_22,3
d132_24,3
d132_30,3
d132_34,3
d135_12,3
d135_14,3
d135_15,3
d135_16,3
d135_22,3
d135_25,3
d135_28,3
d135_35,3
d135_41,3
d135_42,3
d135_45,3
d135_49,3
d135_51,3
d135_54,3
d135_57,3
d136_1,3
d136_14,3
d136_2,3
d136_8,3
d137_11,3
d137_13,3
d137_14,3
d137_22,3
d137_26,3
d137_27,3
d137_29,3
d137_35,3
d137_36,3
d137_37,3
d137_38,3
d137_46,3
d137_53,3
d137_70,3
d137_75,3
d137_80,3
d139_12,3
d139_15,3
d139_18,3
d139_2,3
d139_21,3
d139_24,3
d139_3,3
d139_6,3
d139_9,3
d13_13,3
d13_20,3
d13_21,3
d13_27,3
d13_28,3
d140_11,3
d140_12,3
d140_15,3
d140_22,3
d140_23,3
d140_26,3
d140_29,3
d140_32,3
d141_12,3
d141_17,3
d143_14,3
d143_15,3
d143_25,3
d144_1,3
d144_14,3
d144_16,3
d144_19,3
d144_22,3
d144_3,3
d144_34,3
d144_35,3
d144_38,3
d144_39,3
d144_4,3
d144_45,3
d144_47,3
d144_50,3
d144_53,3
d144_59,3
d144_62,3
d144_7,3
d144_8,3
d145_12,3
d145_13,3
d145_14,3
d145_17,3
d145_26,3
d146_11,3
d146_15,3
d146_16,3
d146_19,3
d146_25,3
d146_27,3
d146_30,3
d146_33,3
d146_36,3
d146_39,3
d146_42,3
d146_45,3
d147_12,3
d147_14,3
d147_20,3
d147_23,3
d147_30,3
d147_32,3
d147_33,3
d147_36,3
d147_37,3
d147_39,3
d147_4,3
d147_45,3
d147_48,3
d147_5,3
d147_51,3
d147_57,3
d147_60,3
d147_61,3
d147_63,3
d147_69,3
d147_72,3
d147_75,3
d147_8,3
d147_9,3
d148_12,3
d148_13,3
d149_12,3
d149_23,3
d149_27,3
d150_13,3
d150_19,3
d151_14,3
d151_19,3
d151_22,3
d152_12,3
d152_21,3
d152_27,3
d152_32,3
d152_36,3
d153_13,3
d153_14,3
d153_17,3
d153_20,3
d153_23,3
d153_27,3
d154_10,3
d154_11,3
d154_18,3
d155_13,3
d155_15,3
d155_17,3
d155_22,3
d155_26,3
d155_34,3
d155_38,3
d155_43,3
d156_11,3
d156_12,3
d156_27,3
d156_28,3
d156_36,3
d156_41,3
d156_46,3
d157_26,3
d157_27,3
d157_33,3
d157_37,3
d159_12,3
d159_17,3
d159_21,3
d159_22,3
d159_23,3
d159_24,3
d159_25,3
d15_11,3
d160_1,3
d160_11,3
d160_8,3
d161_13,3
d161_14,3
d161_18,3
d161_22,3
d161_27,3
d161_28,3
d161_32,3
d161_36,3
d161_9,3
d163_2,3
d164_1,3
d164_10,3
d164_13,3
d164_19,3
d164_2,3
d164_26,3
d164_3,3
d164_33,3
d164_4,3
d164_8,3
d164_9,3
d165_12,3
d166_13,3
d166_3,3
d166_6,3
d167_12,3
d167_14,3
d167_16,3
d167_22,3
d168_1,3
d168_13,3
d168_2,3
d168_20,3
d168_22,3
d168_26,3
d168_3,3
d168_4,3
d168_5,3
d168_6,3
d16_24,3
d171_11,3
d171_15,3
d171_23,3
d171_24,3
d171_25,3
d171_26,3
d171_27,3
d171_28,3
d173_1,3
d173_13,3
d173_14,3
d173_15,3
d173_2,3
d173_22,3
d173_23,3
d173_24,3
d173_25,3
d173_3,3
d173_32,3
d173_33,3
d173_42,3
d173_46,3
d173_5,3
d173_50,3
d173_52,3
d173_56,3
d173_58,3
d173_6,3
d174_10,3
d174_13,3
d174_16,3
d174_2,3
d174_3,3
d174_7,3
d175_12,3
d175_13,3
d177_10,3
d177_14,3
d177_15,3
d177_18,3
d177_24,3
d177_28,3
d177_29,3
d177_35,3
d177_36,3
d177_42,3
d177_43,3
d177_46,3
d177_49,3
d179_11,3
d179_15,3
d179_22,3
d179_23,3
d179_26,3
d179_29,3
d180_15,3
d180_16,3
d181_12,3
d182_13,3
d182_19,3
d182_22,3
d182_27,3
d182_28,3
d182_35,3
d182_39,3
d183_10,3
d183_15,3
d183_16,3
d183_2,3
d183_22,3
d183_26,3
d183_43,3
d183_47,3
d183_9,3
d184_12,3
d184_13,3
d184_16,3
d185_2,3
d186a_104,3
d186a_106,3
d186a_110,3
d186a_114,3
d186a_118,3
d186a_12,3
d186a_16,3
d186a_17,3
d186a_2,3
d186a_24,3
d186a_25,3
d186a_26,3
d186a_31,3
d186a_32,3
d186a_37,3
d186a_38,3
d186a_39,3
d186a_40,3
d186a_43,3
d186a_52,3
d186a_56,3
d186a_61,3
d186a_67,3
d186a_7,3
d186a_70,3
d186a_71,3
d186a_74,3
d186a_79,3
d186a_84,3
d186a_94,3
d186a_95,3
d186a_96,3
d186a_97,3
d186b_12,3
d186b_15,3
d186b_18,3
d186b_2,3
d186b_21,3
d186b_24,3
d186b_27,3
d186b_30,3
d186b_33,3
d186b_36,3
d186b_39,3
d186b_42,3
d186b_45,3
d186b_48,3
d186b_6,3
d186b_9,3
d187_12,3
d187_14,3
d187_19,3
d188a_11,3
d188a_15,3
d188b_10,3
d188b_15,3
d188c_11,3
d188c_15,3
d188d_12,3
d188d_13,3
d189_12,3
d189_13,3
d189_17,3
d18_12,3
d18_13,3
d190_12,3
d191_10,3
d191_17,3
d191_2,3
d191_6,3
d192_14,3
d193_1,3
d193_3,3
d193_4,3
d193_6,3
d197_26,3
d197_28,3
d197_30,3
d197_33,3
d197_36,3
d198_12,3
d198_14,3
d198_2,3
d19_17,3
d202_1,3
d202_11,3
d202_15,3
d202_19,3
d202_2,3
d202_6,3
d204_1,3
d204_12,3
d204_2,3
d204_8,3
d205_12,3
d205_18,3
d205_2,3
d205_22,3
d205_8,3
d206_1,3
d206_2,3
d206_3,3
d206_6,3
d206_7,3
d206_9,3
d207_13,3
d207_24,3
d208_1_1,3
d208_2_15,3
d208_2_16,3
d208_2_25,3
d208_2_26,3
d208_2_32,3
d208_2_33,3
d208_2_41,3
d208_2_42,3
d208_2_48,3
d208_2_49,3
d208_2_57,3
d208_2_58,3
d208_2_64,3
d208_2_65,3
d208_2_8,3
d208_2_9,3
d209_12,3
d20_13,3
d210_11,3
d210_18,3
d210_22,3
d211_11,3
d211_20,3
d211_6,3
d211_7,3
d212_17,3
d212_41,3
d214_1,3
d214_2,3
d214_25,3
d214_26,3
d214_27,3
d214_28,3
d214_29,3
d214_3,3
d214_4,3
d214_5,3
d214_6,3
d215_10,3
d215_11,3
d216_12,3
d216_18,3
d216_2,3
d216_22,3
d216_8,3
d217_14,3
d217_19,3
d218_10,3
d218_2,3
d218_9,3
d219_10,3
d219_2,3
d219_23,3
d219_24,3
d219_30,3
d219_31,3
d219_9,3
d220a_11,3
d220b_10,3
d221_16,3
d221_33,3
d222_10,3
d222_14,3
d222_18,3
d222_22,3
d222_29,3
d224_1,3
d224_4,3
d224_5,3
d225a_11,3
d225a_13,3
d225a_19,3
d225a_24,3
d225a_30,3
d225a_6,3
d225b_11,3
d225b_13,3
d225b_16,3
d225b_19,3
d225b_23,3
d225b_24,3
d225b_30,3
d225b_6,3
d226_11,3
d227_2,3
d227_3,3
d227_6,3
d228_3,3
d229_2,3
d230_5,3
d231_14,3
d231_17,3
d231_18,3
d231_27,3
d231_28,3
d231_33,3
d231_35,3
d231_36,3
d231_43,3
d231_44,3
d231_45,3
d231_53,3
d231_54,3
d231_60,3
d231_61,3
d231_68,3
d231_72,3
d231_74,3
d231_78,3
d231_80,3
d231_83,3
d231_86,3
d231_89,3
d231_93,3
d232_3,3
d233_16,3
d233_19,3
d233_24,3
d234_13,3
d234_6,3
d234_9,3
d235_15,3
d235_17,3
d235_18,3
d235_21,3
d235_27,3
d235_30,3
d235_4,3
d235_5,3
d235_9,3
d236_1,3
d236_5,3
d236_9,3
d237_5,3
d237_9,3
d238_11,3
d238_12,3
d238_13,3
d238_22,3
d238_23,3
d239_2,3
d240_6,3
d241_2,3
d241_7,3
d242_1,3
d242_16,3
d242_2,3
d242_3,3
d242_4,3
d242_5,3
d242_6,3
d243_12,3
d243_13,3
d243_17,3
d243_3,3
d243_6,3
d244_10,3
d244_6,3
d245_3,3
d245_4,3
d246_12,3
d246_13,3
d246_19,3
d246_20,3
d246_38,3
d246_39,3
d246_40,3
d246_46,3
d246_48,3
d246_49,3
d246_56,3
d246_57,3
d246_58,3
d246_64,3
d246_83,3
d246_84,3
d246_90,3
d246_91,3
d247_1,3
d247_15,3
d247_18,3
d247_2,3
d247_22,3
d247_4,3
d247_5,3
d248_11,3
d248_2,3
d248_7,3
d249_1,3
d249_11,3
d249_16,3
d249_20,3
d249_24,3
d249_3,3
d249_4,3
d249_5,3
d249_6,3
d250_2,3
d250_3,3
d250_7,3
d251_12,3
d251_13,3
d251_2,3
d251_20,3
d251_21,3
d251_4,3
d251_5,3
d252_1,3
d252_5,3
d253_13,3
d253_3,3
d253_8,3
d254_11,3
d254_6,3
d255_2,3
d255_6,3
d256_13,3
d256_17,3
d256_20,3
d256_25,3
d257_11,3
d257_12,3
d257_2,3
d257_30,3
d257_34,3
d257_9,3
d258_15,3
d258_24,3
d258_25,3
d258_31,3
d258_32,3
d258_4,3
d258_9,3
d259_13,3
d25_12,3
d260_18,3
d260_21,3
d260_27,3
d261_2,3
d261_3,3
d261_6,3
d263_2,3
d263_3,3
d264_11,3
d264_12,3
d264_2,3
d264_34,3
d264_9,3
d265_12,3
d265_3,3
d265_5,3
