id,compound_id,text,created_on,datatype,datatype_id
872,61686,.,2011-03-21 00:00:00,General,61686
873,34784,A normal human epidermis eicosanoid whose levels are dramatically elevated in psoriatic lesions.,2011-03-21 00:00:00,General,34784
874,61687,.,2011-03-23 00:00:00,General,61687
875,23899,"A particular eicosanoid is denoted by a four-character abbreviation, composed of: (i)its two-letter abbreviation; (ii) one A-B-C sequence letter; and (iii) a subscript, indicating the number of double bonds.",2011-03-23 00:00:00,General,23899
876,36275,Monohydroxy eicosatetraenoic acids formed rapidly in mammalian cells by reduction of the corresponding monohydroperoxy compounds (HPETEs).,2011-03-23 00:00:00,General,36275
877,267413,"Balsalazide is a prodrug, releasing the anti-inflammatory mesalazine in the large intestine. Generally administered as its disodium salt, it is used in the treatment of ulcerative colitis.",2011-03-23 00:00:00,General,267413
878,29073,"An essential nutrient and antioxidant with possible anticancer role, especially with intravenous administration. A cofactor in several enzymatic reactions of living organisms, it is linked with effective wound healing and  prevention or treatment of scurvy and gout. Also known as vitamin C, it is believed to boost the immune system. Humans alone of the primates require exogenous sources of daily vitamin C.",2011-03-23 00:00:00,General,29073
879,34484,8(R)-HETE is biosynthesized by lipoxygenation of arachidonic acid in marine invertebrates such as gorgonian corals and starfish.,2011-03-23 00:00:00,General,34484
880,490877,"Replacing the 2' and 3'-hydroxy groups of inosine by hydrogen prevents the formation of phosphodiester linkages which are needed for the completion of nucleic acid chains. Didanosine is thus a potent inhibitor of HIV replication, acting as a chain-terminator of viral DNA by binding to reverse transcriptase, and is used in the treatment of HIV infection, usually with other antiretrovirals as part of combination therapy.",2011-03-24 00:00:00,General,490877
881,41308,"Benzophenone is widely used as a building block in organic synthesis, and as a photosensitizer and photo-initiator in UV-curing applications such as inks, imaging, and clear coatings in the printing industry. It also prevents UV light from damaging scents and colors in products such as perfumes and soaps, and can be added to plastic packaging as a UV blocker, so allowing manufacturers to package UV-sensitive products in clear glass or plastic. Substituted benzophenones such as oxybenzone and dioxybenzone are used in some sunscreens.",2011-03-24 00:00:00,General,41308
882,6497,Lipoxygenase interaction products: conjugated tetraenes formed from arachidonic acid by the action of two lipoxygenases.,2011-03-24 00:00:00,General,6497
883,6497,"Abbreviated as ""LX,"" they are short-lived, endogenously-produced nonclassic eicosanoids whose appearance in inflammation signals the resolution of inflammation.",2011-03-24 00:00:00,General,6497
884,15843,"It is one of the essential fatty acids required by most mammals, and the counterpart to the saturated arachidic acid found in peanut oil.",2011-03-24 00:00:00,General,15843
885,15843,"Released from membrane phospholipids upon cell stimulation, arachidonic acid is  converted by a 5-lipoxygenase to leukotrienes, which participate in host defense reactions and pathophysiological conditions such as immediate hypersensitivity and inflammation.",2011-03-24 00:00:00,General,15843
886,25029,Llipoxygenase products of arachidonic acid metabolism.,2011-03-25 00:00:00,General,25029
887,27869,"An organic synthesis catalyst with mutagenic properties. A common phytotoxic aquatic contaminant, it is also a hepatocarcinogenic contaminant of the environmental pollutant trichloroethylene.",2011-03-25 00:00:00,General,27869
888,36201,Trioxilins are the hydrolysis products of hepoxilins.,2011-03-25 00:00:00,General,36201
889,15366,"The active ingredient in vinegar and building block of natural fatty acids which, unlike them, does not occur in natural triglycerides. Reported to suppress accumulation of body fat and liver lipids in mice.",2011-03-25 00:00:00,General,15366
890,36203,The enzymatically formed derivative of hepoxilin A3.,2011-03-25 00:00:00,General,36203
891,36200,Nonclassic eicosanoid hormones derived from arachidonic acid and involved in inflammation.  --Wikipedia.,2011-03-29 00:00:00,General,36200
892,27814,"A very unstable and elusive biochemical intermediate, it is a metabolite of LTB4.",2011-03-29 00:00:00,General,27814
893,30772,"Butyric acid is formed in humans by bacterial fermentation of carbohydrates, which putatively suppresses colon cancer.",2011-03-29 00:00:00,General,30772
894,30813,"Capric acid, together with  caproic (C6) and caprylic (C8) acids, constitutes 15\% of goat milk fat (L. caper = goat). It has antimicrobial activity, and can be used in the production of iron oxide nanoparticles.",2011-03-29 00:00:00,General,30813
895,30776,"Together with caprylic (C8) and capric (C10) acids, caproic acid constitutes 15\% of goat milk fat (L. caper = goat).",2011-03-29 00:00:00,General,30776
896,28837,"Caprylic acid, together with caproic (C6) and capric (C10) acids, constitutes 15\% of goat milk fat (L. caper = goat). Also found naturally in coconuts and breast milk, it makes up 70\% of the fatty acids in commercial medium chain triglycerides (MCT) and is used commercially to produce esters used in perfumery; in dye manufacture; and therapeutically as an antimicrobial agent in the livestock industry.",2011-03-29 00:00:00,General,28837
897,31009,"Found in waxes such as beeswax, which accumulates in biological fluids and tissues in the peroxisome disorded X-linked adrenodystrophy (X-ALD), cerotic acid is linked to cardiovascular disease in children.",2011-03-29 00:00:00,General,31009
898,28125,"The most abundant omega-3 fatty acid in the brain and retina, its deficiency is associated with cognitive decline. It is also known to reduce the incidence and severity of a number of diseases.",2011-03-29 00:00:00,General,28125
899,41131,"Used in organic synthesis, and shown to have strong herbicidal properties.",2011-03-29 00:00:00,General,41131
900,28724,"Used as starting material for the synthesis of wax esters, which have important industrial applications.",2011-03-29 00:00:00,General,28724
901,27997,"Elaidic acid is a major trans-fat in hydrogenated vegetable oils. Also occurring in small amounts in caprine and bovine milk, it is known to have atherogenic effects.",2011-03-29 00:00:00,General,27997
902,28484,"Found in many plants and essential oils, isovaleric acid is putatively associated with prolonged gestation in humans.",2011-03-29 00:00:00,General,28484
903,47381,"A non-steroidal anti-inflammatory drug (NSAID), administered primarily as its sodium salt.",2011-04-01 00:00:00,General,47381
904,61776,Corresponds to the repeating unit of type 14 Streptococcus pneumoniae polysaccharide.,2011-04-04 00:00:00,General,61776
905,61780,Corresponds to the repeating unit of the type V polysaccharide of group B Streptococcus.,2011-04-05 00:00:00,General,61780
906,17761,"Ceramides are a major component of cell membranes, where they can act as signalling molecules.",2011-04-06 00:00:00,General,17761
907,61790,Shown in http://www.ncbi.nlm.nih.gov/books/NBK1899/figure/ch40.f8/?report=objectonly.,2011-04-06 00:00:00,General,61790
908,15440,"Squalene is the biochemical precursor to the whole family of steroids. Oxidation (via squalene monooxygenase) of one of the terminal double bonds of squalene yields 2,3-squalene oxide, which undergoes enzyme-catalyzed cyclization to afford lanosterol, which is then elaborated into cholesterol and other steroids (Wikipedia).",2011-04-06 00:00:00,General,15440
909,2790,"Apramycin is a structurally unique antibiotic produced by a strain of Streptomyces tenebrarius, containing a bicyclic sugar moiety and a monosubstituted deoxystreptamine. An aminoglycoside antibiotic, it has bactericidal activity against many Gram-negative bacteria and is used in veterinary medicine, but is not approved for use in humans.",2011-04-07 00:00:00,General,2790
910,61854,The substituents on the cyclopropane ring are cis.,2011-04-12 00:00:00,General,61854
911,546808,The disaccharide structure of blood groups P(k) and P1.,2011-04-12 00:00:00,General,546808
912,3770,"The trimethoprim-sulfamethoxazole combination, usually employed in the ratio 1:5 has broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. Although it was claimed to be more effective than either of its components individually, this has been disputed, and its use is frequently restricted to specific cases where its improved efficacy has been demonstrated. It is used in the treatment of a variety of bacterial infections, including those caused by by Listeria monocytogenes, Nocardia spp., and Stenotrophomonas maltophilia.",2011-04-12 00:00:00,General,3770
913,18132,"An intermediate in the synthesis of phosphatidylcholine in tissues, it is frequently incorporated into the surface antigens of several pathogenic prokaryotes and eukaryotes.",2011-04-12 00:00:00,General,18132
914,31468,"A cardiac glycoside found in the leaves of the foxglove, Digitalis lanata, deslanoside is used in the management of some cardiac arrhythmias and heart failure, although use of digoxin is usually preferred.",2011-04-13 00:00:00,General,31468
915,49519,Used as a fatty acid ligand model in X-ray crystallography.,2011-04-14 00:00:00,General,49519
916,30768,"The smallest H(CH2)nCOOH acid that exhibits the properties of the other fatty acids. Found in dairy foods and, as an end-product of carbohydrate digestion, in the mammalian gastrointestinal tract. Used as an antifungal agent in food, it is also a major contributor to organic acidurias.",2011-04-14 00:00:00,General,30768
917,60562,Associates with the holoprotein cytochrome c.,2011-04-15 00:00:00,General,60562
918,41531,The hydrochloride salt of methyl L-cysteinate is used as a mucolytic for the treatment of respiratory disorders associated with productive coughs (i.e. coughs associated with the production of sputum).,2011-04-18 00:00:00,General,41531
919,9513,"Originally introduced as a sedative and hypnotic for treatment of morning sickness in 1957, thalidomide was withdrawn from use in the early 1960s after it was shown to produce severe teratogenic effects. It was subsequently found that the (R)-enantiomer is effective against morning sickness, whereas the (S)-enantiomer is teratogenic. However, as the enantiomers can interconvert in vivo, administering only the (R)-enantomer would not prevent the teratogenic effect.",2011-04-19 00:00:00,General,9513
920,9513,"Thalidomide is widely used in Brazil for the treatment of moderate to severe cases of erythema nodosum leprosum (ENL, a painful complication of leprosy).",2011-04-19 00:00:00,General,9513
921,61917,"Racemic thalidomide was originally introduced as a sedative and hypnotic for treatment of morning sickness in 1957, but was withdrawn from use in the early 1960s after it was shown to produce severe teratogenic effects. It was subsequently found that the (R)-enantiomer is effective against morning sickness, whereas the (S)-enantiomer is teratogenic. However, as the enantiomers can interconvert in vivo, administering only the (R)-enantomer would not prevent the teratogenic effect.",2011-04-19 00:00:00,General,61917
922,61918,"Racemic thalidomide was originally introduced as a sedative and hypnotic for treatment of morning sickness in 1957, but was withdrawn from use in the early 1960s after it was shown to produce severe teratogenic effects. It was subsequently found that the (R)-enantiomer is effective against morning sickness, whereas the (S)-enantiomer is teratogenic. However, as the enantiomers can interconvert in vivo, administering only the (R)-enantomer would not prevent the teratogenic effect.",2011-04-19 00:00:00,General,61918
923,41450,"An alpha-amino acid found in blood coagulation proteins, plasma proteins, and proteins from calcified tissue.",2011-04-21 00:00:00,General,41450
924,28528,An intermediate in fatty acid metabolism and a substrate of the enzymes beta-hydroxyacyl-CoA dehydrogenase and 3-hydroxyacyl-CoA dehydrogenase.,2011-04-22 00:00:00,General,28528
925,28264,"A substrate of the acetyl-CoA C-acyltransferase/oxoacyl-CoA thiolase A (EC 2.3.1.16, SCP2/3-oxoacyl-CoA thiolase) present in peroxisomes from normal liver.",2011-04-22 00:00:00,General,28264
926,27648,An intermediate in fatty acid elongation in mitochondria - the 3rd to last step in the synthesis of hexanoyl-CoA.,2011-04-26 00:00:00,General,27648
927,27868,"A human metabolite involved in the fatty acid elongation in the mitochondrial pathway, its formation from acetyl-CoA is catalysed by the enzyme acetyl-CoA C-acyltransferase.",2011-04-26 00:00:00,General,27868
928,2659,"A drug combination containing theophylline and ethylenediamine, it has similar pharmacologic actions to theophylline.  It is most commonly used to treat bronchial asthma, but has been investigated for several other applications.",2020-01-28 00:00:00,General,2659
929,17750,A metabolite of choline.,2011-04-27 00:00:00,General,17750
930,15354,A metabolite of phosphatidylcholine.,2011-04-27 00:00:00,General,15354
931,16110,"The lecithin used by many food manufacturers is a mixture of these phospholipids in oil, 20\% to 90\% of which is phosphatidylcholine.",2011-04-28 00:00:00,General,16110
932,61995,"Not to be confused with 1,2-diacyl-sn-glycero-3-phosphocholine, for which the term 'lecithin' is often used as a synonym.",2011-04-28 00:00:00,General,61995
933,28291,"An end product of leucine degradation, it is converted from 3-methylbut-2-enoyl-CoA by the enzyme enoyl-CoA hydratase.",2011-04-29 00:00:00,General,28291
934,27668,A human metabolite involved in fatty acid elongation in the mitochondrial pathway.,2011-04-29 00:00:00,General,27668
935,27537,"The main metabolite produced in medium-chain acyl-CoA dehydrogenase (EC 1.3.99.3, MCAD) deficiency. http://www.hmdb.ca/metabolites/HMDB03949.",2011-05-03 00:00:00,General,27537
936,10723,"A beta-oxidation intermediate, the substrate of the enzyme peroxisomal acyl-CoA thioesterase 2 (PTE-2, 3.1.2.2), which is localized in the peroxisome. --http://www.hmdb.ca/metabolites/HMDB03948.",2011-05-03 00:00:00,General,10723
937,29126,"An intermediate in fatty acid metabolism, it is the substrate of medium-chain acyl-CoA dehydrogenase (MCAD, EC 1.3.99.3).  --http://www.hmdb.ca/metabolites/HMDB02137.",2011-05-03 00:00:00,General,29126
938,28002,"An intermediate in fatty acid metabolism, it is produced from trans,cis-lauro-2,6-dienoyl-CoA via the enzyme dodecenoyl-CoA delta-isomerase (EC 5.3.3.8).",2011-05-03 00:00:00,General,28002
939,26900,Participates in the biosynthesis of unsaturated fatty acids.,2011-05-03 00:00:00,General,26900
940,34528,Formed in the endoplasmic reticulum as the degradation beta-oxidation product of the dicarboxylic acid formed via omega-oxidation of fatty acids.,2011-08-19 00:00:00,General,34528
941,15346,"Coenzyne A is a universal carrier of acyl groups, notable for its role in the synthesis and oxidation of fatty acids and the oxidation of pyruvate in the citric (tricarboxylic) acid cycle.",2011-07-22 00:00:00,General,15346
942,50189,"A sedating antihistamine with antimuscarinic properties, deptropine was used (generally as the citrate salt) in the treatment of respiratory tract disorders.",2011-05-09 00:00:00,General,50189
943,50190,"A sedating antihistamine with antimuscarinic properties, deptropine citrate was used in the treatment of respiratory tract disorders.",2011-05-09 00:00:00,General,50190
944,59784,"A synthetic derivative of meperidine with little or no analgesic activity, diphenoxylate hydrochloride reduces intestinal motility and is used in the symptomatic treatment of acute and chronic diarrhoea; its active metabolite is the corresponding carboxylic acid, difenoxin. In an attempt to discourage abuse (at high doses, diphenoxylate acts like morphine), preparations usually contain subclinical amounts of atropine sulfate.",2011-05-09 00:00:00,General,59784
945,4639,"A synthetic derivative of meperidine with little or no analgesic activity, diphenoxylate reduces intestinal motility and is used as the hydrochloride in the symptomatic treatment of acute and chronic diarrhoea; its active metabolite is the corresponding carboxylic acid, difenoxin. In an attempt to discourage abuse (at high doses, diphenoxylate acts like morphine), preparations usually contain subclinical amounts of atropine sulfate.",2011-05-09 00:00:00,General,4639
946,4534,"The principal active metabolite of diphenoxylate, difenoxin has similar actions and uses, being administered as the hydrochloride for the symptomatic treatment of acute and chronic diarrhoea. In an attempt to discourage abuse (at high doses, difenoxin acts like morphine), preparations usually contain subclinical amounts of atropine sulfate.",2011-05-09 00:00:00,General,4534
947,27388,Metabolite of 3-phenylpropionyl-CoA and possible degradation product of the petroleum hydrocarbon ethylbenzene in bacteria.,2011-07-22 00:00:00,General,27388
948,15541,A long-chain fatty acyl-CoA thioester that acts as an intermediate metabolite in the biosynthesis of monounsaturated fatty acids.,2011-05-13 00:00:00,General,15541
949,51985,An intermediate in the biosynthesis of unsaturated fatty acids.,2011-05-16 00:00:00,General,51985
950,59033,"Commonly used as the monohydrate, metamizole sodium was introduced as an analgesic in the 1920s and remained in worldwide use until the 1970s, when a risk of serious adverse effects was discovered. The level of risk is controversial. While use of metamizole sodium is banned in many countries, including the U.S., Sweden, Japan and Australia, and is considered justified only for the relief of severe pain where no alternative is available of suitable in others, it remains a popular and widely available over-the counter analgesic while in still others, including Brazil, India, Israel, Mexico and Russia.",2011-05-16 00:00:00,General,59033
951,15514,"An intermediate in the biosynthesis of unsaturated fatty acids, it is produced from 8,11,14-eicosatrienoyl-CoA via the enzyme fatty acid desaturase 1 (EC 1.14.19.-).",2011-05-16 00:00:00,General,15514
952,62099,The antigenic determinant of human blood-group B (Type 2).,2011-05-16 00:00:00,General,62099
953,2379,"A cardioselective beta-blocker, acebutolol is used as the hydrochloride salt for the management of hypertension, angina pectoris, and cardiac arrhythmias.",2011-05-16 00:00:00,General,2379
954,2380,"A cardioselective beta-blocker, acebutolol hydrochloride is used for the management of hypertension, angina pectoris, and cardiac arrhythmias.",2011-05-16 00:00:00,General,2380
955,15515,"An intermediate in phenylalanine (as well as benzoate and salicylate) metabolism. In bacteria and gut microflora, it is formed as a central intermediate in the degradation of a large number of aromatic growth substrates.",2011-05-17 00:00:00,General,15515
956,59308,The sequence corresponds to the cell-wall polysaccharide of Group A Streptococcus.,2011-05-17 00:00:00,General,59308
957,59471,Corresponds to portions of the cell-wall polysaccharide of the Group A Streptococcus.,2011-05-17 00:00:00,General,59471
958,15509,A key intermediate in the biosynthesis of menaquinone (vitamin K2) in bacteria.,2011-05-17 00:00:00,General,15509
959,15507,"Involved in the beta-alanine and propanoate metabolism systems, it is reversibly produced from acrylyl-CoA by enzyme beta-alanyl-CoA ammonia-lyase [4.3.1.6].  --HMDB.",2011-05-17 00:00:00,General,15507
960,15504,A key metabolite in the biosynthetic pathway of E. coli.,2011-05-17 00:00:00,General,15504
961,62175,Corresponds to the repeating unit from the O-polysaccharide from P. syringae pv. atrofaciens IMV 7836.,2011-05-19 00:00:00,General,62175
962,62176,Corresponds to the repeating unit from the O-polysaccharide from P. syringae pv. atrofaciens IMV K-1025.,2011-05-19 00:00:00,General,62176
963,62177,Corresponds to the repeating unit from the O-polysaccharide from P. syringae pv. atrofaciens IMV 4394.,2011-05-19 00:00:00,General,62177
964,62178,Corresponds to the repeating unit from the O-polysaccharide from P. syringae pv. phaseolicola IMV 120a and tagetis ICMP 6370.,2011-05-19 00:00:00,General,62178
965,62179,Corresponds to the repeating unit from the O-polysaccharide from P. syringae pv. morsprunorum GSPB 883,2011-05-19 00:00:00,General,62179
966,62180,Corresponds to the repeating unit from the O-polysaccharide from P. syringae pv. morsprunorum CFBP 1650.,2011-05-19 00:00:00,General,62180
967,15475,A substrate for the peroxisomal enzyme phytanoyl-CoA dioxygenase.,2011-05-19 00:00:00,General,15475
968,30845,A metabolite marker of exposure to the common industrial solvent furfural.,2011-05-19 00:00:00,General,30845
969,30845,A known biomass inhibitor.,2011-05-19 00:00:00,General,30845
970,15351,"Plays key role in metabolism, as in the transfer of both carbon atoms from the acetyl group to the the citric acid cycle for use in oxidative energy production. Important component in the biogenic synthesis of the neurotransmitter acetylcholine.",2011-05-20 00:00:00,General,15351
971,116509,"Diuron is a specific and sensitive inhibitor of photosynthesis (it blocks the plastoquinone binding site of photosystem II, preventing the electron flow from where it is generated, in photosystem II, to plastoquinone, so interrupting the photosynthetic electron transport chain in photosynthesis), and is used as non-selective systemic herbicide (mainly for the control of weeds on hard surfaces, but also selectively before emergence on crops such as asparagus and soft fruits).",2011-05-20 00:00:00,General,116509
972,15537,"A neutotoxic metabolite of phenylacetate, it acts by strong inhibition of choline acetyltransferase through competition for acetyl-CoA.",2011-05-20 00:00:00,General,15537
973,11614,An intermediate in the metabolism of isoleucine.,2011-05-21 00:00:00,General,11614
975,49173,An intermediate in peroxisomal alpha-oxidation of 3-methyl-branched fatty acids.,2011-05-23 00:00:00,General,49173
976,61540,Major species at pH 7.3.,2011-05-24 00:00:00,General,61540
977,52498,"A foliate fungicide used in the control of downy mildews, rusts and redfire disease.",2011-05-24 00:00:00,General,52498
978,58574,Major species at pH 7.3.,2011-05-25 00:00:00,General,58574
979,61430,Major species at pH 7.3.,2011-05-27 00:00:00,General,61430
980,50571,A metabolite intermediate in the microsomal fatty acid chain elongation system.,2011-05-30 00:00:00,General,50571
981,15493,A bile acid intermediate.,2011-05-31 00:00:00,General,15493
982,52381,"Have changed ""(n-C16:1CoA)"" to reflect position of the double bond.",2011-05-31 00:00:00,General,52381
983,61526,Major species at pH 7.3.,2011-05-31 00:00:00,General,61526
984,62255,Rhamnolipid biosurfactant from Pseudomonas aeruginosa UG2; active in removing hydrophobic compounds from soil.,2011-05-31 00:00:00,General,62255
985,59388,"A distal, trisaccharide fragment of the P. penneri 8 LPS core region which constitutes a common epitope for the genus.",2011-06-01 00:00:00,General,59388
986,6364,"Laminarin is found in brown seaweed, particularly the Laminaria species. Laminarin obtained from Laminaria digitata consists of the (major) M-series, containing 20-30 glucosyl residues linked to terminal mannitol, and the (minor) G-series with 22-28 glucosyl residues. There is a 3:1 ratio of M-series to G-series molecules, with an average of 1.3 branches per molecule.",2011-06-14 00:00:00,General,6364
987,6364,Laminarin can be sulfated to varying degrees. Highly sulfated laminarin has anticoagulant properties comparable to heparin.,2011-06-14 00:00:00,General,6364
988,17309,"A soluble dietary fibre, pectin is used  as a gelling agent in jams and jellies.",2011-06-16 00:00:00,General,17309
989,62385,"Obtained from type II collagen (CII), CII259-273 binds to the murine Aq and human DR4 class II Major Histocompatibility Complex (MHC II) proteins, which are associated with development of murine collagen-induced arthritis (CIA) and rheumatoid arthritis, respectively. It has been shown that CII259-273 can be used in therapeutic vaccination of CIA.",2011-06-21 00:00:00,General,62385
990,22152,The (S)-2-cis-(+) enantiomer is the naturally occurring form of abscisic acid.,2011-06-24 00:00:00,General,22152
991,62426,The (S)-2-cis-(+) enantiomer is the naturally occurring form of abscisic acid.,2011-06-24 00:00:00,General,62426
992,62431,The (S)-2-cis-(+) enantiomer is the naturally occurring form of abscisic acid.,2011-06-24 00:00:00,General,62431
993,28937,The (S)-2-cis-(+) enantiomer is the naturally occurring form of abscisic acid.,2011-06-24 00:00:00,General,28937
994,3013,"A thiazide diuretic, it is used in the treatment of familial hyperkalemia, hypertension, edema, and urinary tract disorders.",2011-06-27 00:00:00,General,3013
995,62457,A precursor of helvolic acid.,2011-06-28 00:00:00,General,62457
996,62462,Isoguanine is an oxidation product of adenine in DNA.,2011-06-29 00:00:00,General,62462
997,60652,"After addition of sodium hydroxide to pH 7.2 - 7.9, porfimer is used as a photosensitiser in photodynamic therapy of non-small cell lung cancer, oesophageal cancer, and superficial bladder cancer. The drug is administered by slow intravenous injection and accumulates in malignant tissue. After 40-50 hours, it is activated by laser light at 630 nm, delivered to the tumour using a fibre optic guide. Subsequent spin transfer to oxygen molecules within the tissue, generates highly reactive singlet oxygen, and subsequent radical reactions generate superoxide and hydroxyl radicals. Propagation of radical reactions ultimately kills the tumour cells.",2011-06-29 00:00:00,General,60652
998,17020,"A dietary fibre  obtained from tubers of  Amorphophallus konjac (also known as devil's tongue or snake palm), glucomannan is used commercially as an emulsifier and thickener in the food industry. Flour from the konjac tubers is used to make Japanese shirataki noodles, which are very low in calories.  Glucomannan can absorb up to 200 times its weight in water, so it is also used for absorbent articles such as disposable nappies.",2011-06-29 00:00:00,General,17020
999,28427,"Arabinoxylans usually contain between 1500 and 5000 residues. Wheat and rye arabinoxylans are important functional ingredients in baked products, affecting water binding and viscoelastic properties. Water binding depends on the position and extent of arabinose substitution: where it is absent, the molecule binds less water and becomes less soluble. Sections that are 2.3-disubstituted also bind less water due to steric reasons. The presence of oxidative ferulic acid cross-links increases the strength and permanence of the water-holding capacity and makes gels more elastic.",2011-06-30 00:00:00,General,28427
1000,10278,From Juniperus virginiana; inhibits omega-agatoxin IVA-sensitive Ca(2+) currents and synaptosomal Ca(2+) uptake.,2011-07-04 00:00:00,General,10278
1001,38221,"Fumonisin B1 is the major mycotoxin produced by the fungus Fusarium verticillioides (formerly Fusarium moniliforme) and is found in diverse crops such as corn, wheat, and barley.",2011-07-05 00:00:00,General,38221
1002,17418,"Found in the perennial flowering plant valerian. Useful in the cosmetic, food and pharmaceutical industries.",2011-07-06 00:00:00,General,17418
1003,62560,Corresponds to the repeating unit of the capsular polysaccharide from Escherichia coli K5.,2011-07-07 00:00:00,General,62560
1004,27870,"An intermediate in the metabolism of biotin, biocytin occurs naturally in blood serum and urine. It is used as a histological stain for nerve cells.",2011-07-08 00:00:00,General,27870
1005,59418,"15beta-Hydroxyprogesterone is the principal steroidal component in the defensive anal effluent discharged by Silpha americana, a carrion beetle, acting as a feeding deterrent to predators at the 1 mug level.",2011-07-11 00:00:00,General,59418
1006,9495,Thiram has also been used as a vulcaniser in the production of rubber.,2014-09-22 00:00:00,General,9495
1007,62577,From Mycobacterium tuberculosis.,2011-07-12 00:00:00,General,62577
1008,6820,"An antihistamine and anticholinergic with relatively strong sedative effects, drug products containing methapyrilene were withdrawn from the market in 1979 after being shown to be a potent carcinogen.",2011-07-12 00:00:00,General,6820
1009,48390,"Cinacalcet acts as a calcimimetic, i.e. it mimics the action of calcium on tissues. It is used (generally as the hydrochloride salt) for the treatment of secondary hyperparathyroidism in patients with chronic kidney disease who are on haemodialysis or peritoneal dialysis, and for the treatment of hypercalcaemia in patients with parathyroid carcinoma.",2011-07-12 00:00:00,General,48390
1010,48391,"Cinacalcet acts as a calcimimetic, i.e. it mimics the action of calcium on tissues. The hydrochloride salt is used for the treatment of secondary hyperparathyroidism in patients with chronic kidney disease who are on haemodialysis or peritoneal dialysis, and for the treatment of hypercalcaemia in patients with parathyroid carcinoma.",2011-07-12 00:00:00,General,48391
1011,27436,"Methyltestosterone is a synthetic anabolic steroid. The methyl group at position 17 serves to increase oral bioavailability. Methyltestosterone is used for treating men with testosterone deficiency and similar androgen replacement therapies. In addition, it has antineoplastic properties and so has been used for treatment of breast cancer in postmenopausal women.",2011-07-15 00:00:00,General,27436
1012,27826,A cyanogenic glucoside from the fruit of young Sorghum vulgare.,2011-07-18 00:00:00,General,27826
1013,31731,"Isopropyl unoprostone, marketed under the trade name Rescula (eye drops), is an antihypertensive used for the treatment of open-angle glaucoma and ocular hypertension. A prodrug for the corresponding carboxylic acid, unoprostone, it is believed to reduce intraocular pressure by increasing the outflow of aqueous humor.",2011-07-18 00:00:00,General,31731
1014,35817,"Roxarsone has been widely used agriculturally in feed for chickens, turkeys and pigs as an antibacterial agent and growth promoter. It was primarily used to improve the effectiveness of the animal drugs, narasin or salinomycin, to control coccidiosis, a parasitic disease that infects the intestinal tracts of poultry and can lead to death in animals. Following concerns about arsenic contamination of the food chain and increased levels of inorganic arsenic detected in broiler chickens treated with roxarsone compared with untreated chickens, in June 2011 the U.S. Food and Drug Administration ordered the manufacturer Pfizer to suspend sales of roxarsone within 30 days.",2011-07-25 00:00:00,General,35817
1015,38010,"Apazone is a non-steroidal anti-inflammatory with uricosuric properties. Due to a higher incidence of adverse effects than with some other NSAIDs, its use (generally as the dihydrate) is now restricted to the treatment of rheumatoid arthritis and acute gout in patients for whom other NSAIDs have been ineffective.",2011-07-18 00:00:00,General,38010
1016,38321,"Mesotrione is an inhibitor of 4-hydroxyphenylpyruvate dioxygenase (HPPD). It is used as a herbicide for contol of broadleaf weeds. Following treatment to sensitive plants, carotenoid biosynthesis is disrupted in the chlorophyll pathway, resulting in a bleaching effect.",2011-07-18 00:00:00,General,38321
1017,4798,"Entacapone is a selective and reversible inhibitor of catechol O-methyltransferase, an enzyme involved in dopamine and levodopa metabolism, and thus slows the metabolism of levodopa, so prolonging its effects. It is used as an adjunct to combination preparations of levodopa and dopa-decarboxylase inhibitors in patients with Parkinson's disease and 'end of dose' motor fluctuations who cannot be stabilised using levodopa combinations alone.",2011-07-19 00:00:00,General,4798
1018,9947,"Found in the seeds of Schoenocoulon officinale, veracevine has been used as an insecticide in veterinary medicine.",2011-07-20 00:00:00,General,9947
1019,9119,Serpentine (alkaloid) is obtained from the roots of Rauvolfia serpentina.,2011-07-20 00:00:00,General,9119
1020,8647,"Purpurogallin is the aglycone of several glycosides foundin various nutgalls. It is used as an additive to various edible and inedible fats and oils, hydrocarbon fuels and lubricants to retard oxidation.",2011-07-20 00:00:00,General,8647
1021,8050,"One of the first non-narcotic analgesics without anti-inflammatory properties (1887), phenacetin was widely used as a remedy for fever and pain for nearly a century, usually with aspirin, caffeine or codeine. It is now little used because of nephrotoxicity and adverse haematological effects.",2011-07-20 00:00:00,General,8050
1022,62629,"Nitarsone is used as a feed additive for the control (by prevention) of histomoniasis, a disease caused by a protozoan parasite, Histomonas meleagridis, that infects the caecum, and subsequently the liver, of turkeys (in which most infections are fatal) and chickens.",2011-07-25 00:00:00,General,62629
1023,5769,"An antibacterial compound isolated from the hop plant, Humulus lupulus.",2011-07-26 00:00:00,General,5769
1024,5404,Z stereomer,2011-07-28 00:00:00,DatabaseAccession,99027
1025,5404,Z stereomer,2011-07-28 00:00:00,DatabaseAccession,790544
1026,5407,E stereomer,2011-07-28 00:00:00,DatabaseAccession,790549
1027,5407,Z stereomer,2011-07-28 00:00:00,DatabaseAccession,790550
1028,5009,"A carbamate insecticide, fenoxycarb blocks the ability of an insect to undergo metamorphosis (i.e. to change from the juvenile stage into an adult). It also interferes with the molting of larvae. It has a low toxicity for bees, birds, and humans, but is toxic to fish.",2011-07-29 00:00:00,General,5009
