ArtistID;FirstName;LastName;ArtistURL;Biography;Country;Photo;PhotoCredit;Website
4;Clay;Ellis;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=4;;;;;
7;Mowry;Baden;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=7;"Mowry Baden received his MA from Stanford University in 1965. He taught at the University of Victoria from 1975-1997.  He has had solo exhibitions in Italy, Mexico, England, and a number of places in the USA and Canada including Seattle, New York, San Francisco, Montreal, Banff, Toronto and Vancouver. Baden makes ""task-oriented"" sculptures that require the viewer to interact physically and conceptually with the artwork. In 1998 his work was included in the survey exhibition ""Out of Actions: Between Performance and the Object, 1959-1979"" at the Museum of Contemporary Art in Los Angeles. His work is in many public and private collections including the the Oakland Art Museum, the University of California, the Washington Project for the Arts, the Vancouver Art Gallery and the Art Gallery of Greater Victoria.";Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=7&ImageId=513;;
10;Wade;Baker;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=10;Wade Baker is a member of the Squamish First Nation. Wade is self-taught artist who was inspired as a child by watching his relatives Mungo Martin and Henry Hunt, both master carvers. His understanding of the deep spiritual and religious meaning of traditional ceremonies comes from attending his family's many potlatches in various long houses along the coast.;Canada;;;
30;Paul;Deggan;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=30;Deggan was born and educated in Britain and moved to Canada in 1957. He taught at the Vancouver School of Art and Capilano College.;Canada;;;
31;Robert;Dow Reid;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=31;;;;;
34;Abraham;Etungat;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=34;;Canada;;;
18;Jordi;Bonet;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=18;"Born in Barcelona in 1932, Bonet moved to Quebec in 1954. Initially a  painter, ceramacist and muralist, he later devoted himself to sculpture. From 1960 to 1977, he completed more than 100 murals of ceramics, bronze and aluminium throughout the world. In 1977 he completed his most substantial work of approximately 40x80 sq. ft. at the Grand Theatre in Quebec City.  In one corner of the mural he used a line from Quebec poet Claude Peloquin, translated, ""Aren't you fed up with dying, you fools? Enough!"" Members of the public reacted to the use of ""vulgar"" French in the Grand Theatre. Supporters of the artist organized a demonstration 1800 strong that included sculptor Armand Vaillancourt who wore a suit of armor and rode a horse on stage, waving banners and demanding freedom of expression. The architect and the government supported the artist's rights. (Star Weekly, Sept.4, 1971) Bonet also made two aluminium doors encrusted with glass for King Fahd of Saudi Arabia and the vault ""Our Lady of the Sky"" at the Kennedy Airport in NY. He taught at the School of Architecture, University of Quebec, 1966-1968, and was active in the restoration of the Temple of the Sagrada Familia by Antoni Gaudi in Barcelona. His work showed at Expo 1970 in Osaka in the Quebec Pavillion. He died in Quebec on December 25, 1979, at the age of 47, after a long illness.";Canada;;;http://www.jordibonet.com
26;Doug;Cranmer;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=26;Cranmer is from the 'Namgis First Nation and was born in Alert Bay in 1927. He learned to carve with traditional carvers Arthur Shaughnessy and Mungo Martin. He worked with Bill Reid on the Haida Village at the UBC Museum of Anthropology in 1959. In the 1960s he helped operate The Talking Stick, a retail outlet for First Nations' work. Cranmer contributed extensively to the construction of the U'mista Cultural Centre in Alert Bay. The carved doors for this centre by Cranmer were exhibited at Expo '70 in Oaska, Japan. He oversaw the production of the Spirit Lodge at Expo '86 in Vancouver. He has acted as a teacher to pass on the traditions.  In 1994, the Museum of Anthropology produced an exhibition of Cranmer's paintings and published a book about him entitled Whittling for a Living.;Canada;;;
36;Orville;Fisher;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=36;Fisher was born in 1911 and died in 1999. He studied under Fred Varley at the Vancouver School of Art. After graduation he partnered with Ed Hughes and Paul Goranson to do design and murals. Their first commission in 1936 was 5 murals at the First United Church at Gore and Hastings (torn down in 1963). They were commissioned to do a large 4-panel mural (each 10'x15') for the BC Pavilion at the San Francisco Worlds Fair in 1938. In 1944 he became a war artist and documented the activities of D Day. Fisher taught drawing and painting and was the Head of Graphic Arts at the Vancouver School of Art.;;;;
40;Joan D.;Gambioli;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=40;Gambioli worked primarily in stone and wood and was a participant in the Vancouver International Stone Sculpture Symposium in 1976. Her career was largely in resort and house design.;Canada;;;
43;Oliver;Kellhammer;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=43;"Assistant Director/Curator of Eye Revue, Toronto 1983-87; Director of Public Listening Post, Toronto 1987-90; Co-Founder of T.E.R.R.A, Toronto, 1983 on; Expansion Co-ordinator of Strathcona Community Gardens, Vancouver 1989-94; Permaculture Designer, Teacher, and Guest Lecturer from 1993.  Published in FUSE magazine. Shown in Canada, US, and France. Recent work combines scientific training in ecology with installation art practice and cultural criticism.";Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=43&ImageId=515;;
50;Kathryn;Walter;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=50;"Kathryn Walter graduated from Queen's University in 1982 and subsequently attended Emily Carr College of Art in Vancouver, graduating in 1989. She received her MFA at Concordia and has worked as a Curatorial Assistant at The Power Plant, Toronto, carrying out research for their exhibition ""Housing: A Right"".";;;;
52;Bob;Potegal;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=52;;Canada;;;
63;Frank;Lewis;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=63;Frank Lewis graduated from the Vancouver School of Art and won the Toronto Art Director's Artist of the Year Award for illustration in 1957 and a gold medal for illustration in Montreal in 1958.  He worked as a freelance artist in New York and Toronto and a graphic designer for CBC television in Vancouver in 1965. He and others painted the hoardings around the old Vancouver Court house (late 1970s, early 80s).  He painted a grand mural called Portrait of Vancouver featuring 385 portraits on 1700' of hoarding around the Daon construction site at Burrard and Pacific. The hoarding sections were auctioned off to support the Children's Hospital. Lewis also did one of the murals for the well-known Chemainus mural project on Vancouver Island. -information from the Maritime Museum;;;;
66;Ramona;Gus (nee Taylor);https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=66;"Sheshaht artist and elder

""I first started carving in 1963, seriously carving in 1966.  I made totems, plaques, paddles, masks and speaker staffs selling them to stores in Vancouver, Nanaimo, Qualicum and Seattle; also selling to people who came to my door to buy.  I branched out to painting, cards and silkscreen prints.  I have worked on long houses, in Tsheshaht Village and another for the Canadian Museum of Civilization.""

Totem Poles
- Dee Olsen - Seattle - six foot totem pole

Gallery Shows 
- Rolling Art Gallery, Port Alberni 1976/1980
- Malaspina Art Gallery, Nanaimo 1978
- Seward Park Gallery, South Seattle 1978
- Point Defience, Seattle 1979";Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=66&ImageId=520;;
67;Kristine;Germann;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=67;Kristine Germann graduated from ECIAD in 1993. An artist and a community developer, she has  experience in administration and community development and has worked with various grassroots community, social service, and government organizations to develop a variety of projects in BC and Ontario. Her intention in both her work as an artist and communty developer is to create structures that bring people together in the exploration of creative possibilities.;Canada;;;
75;John;Hooper;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=75;Hooper spent his youth in boarding school and in pre-war China. In 1944 he was a captain in the British army in India. He studied in England with Jacob Epstein and then moved to South Africa and later to New Brunswick. His whimsical figurative sculptures are made of polychromed wood.;;;;
80;Christos;Dikeakos;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=80;Christos Dikeakos was born in Thessaloniki, Greece. He moved to Vancouver at the age of nine and grew up in the Grandview and Kitsilano neighbourhoods. He received his Bachelor of Fine Arts from the University of BC in 1970 and has worked as an artist ever since, using photography as his primary medium and exploring issues of place and human habitation.;Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=80&ImageId=521;2002;http://www.lookoutsculpture.com
81;Charles;James;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=81;Also known as Yakudlas.  Kwakwaka'wakw from the Killer Whale clan.;Canada;;;
86;Letha;Keate;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=86;;Canada;;;
88;Anna-Maria;Kubach-Wilmsen;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=88;Anna-Maria Kubach-Wilmsen (born 1936) worked as a team with Wolfgang Kubach. They came to Vancouver in 1976 as part of the Vancouver International Stone Sculpture Symposium.;Germany;;;
92;George A.;Lawson;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=92;;Scotland;;;
97;Sydney;March;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=97;March was a twentieth century British sculptor.;England;;;
103;Natalie;McHaffie;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=103;Natalie McHaffie was born in Deep River, Ontario, in 1946 and grew up in Toronto. She is a licensed pilot who flies stunt planes for a hobby and has been actively involved in the Toronto Aerospace Museum. In 1999 she wrote and illustrated a children's book titled, C-Growl:The Daring Little Airplane. She is an artist/instructor with the Inner City Angels, a non-profit group in Toronto that brings artists and children together.;Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=103&ImageId=525;;
107;Joseph;Montague;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=107;"Joseph Montague was born in Montreal in 1955 and began his artistic career in his teens, firing ceramics in his backyard kiln in Kitsilano. He studied at Emily Carr College of Art and on scholarship at the Pratt Graphics Center in New York. He usually works in ceramic sculpture and printmaking, and his work has been exhibited and collected internationally. In 1981 he was  guest artist at the Fourth Culturel Moussem in Morocco; several years later he began working at Studio Camnitzer in Italy, where he returned for seven summers. In NY in the 1980s and early 90s he was a preparator's assistant at the Guggenheim Museum and became head of the etching department at Watanabe Studios, NY. He is a member of the Malaspina Printmakers Society in Vancouver.";Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=107&ImageId=526;;
121;Michael;Prentice;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=121;"""I am constantly struck by the irony of being an artist; on one hand you have to be egocentric to maintain confidence and on the other hand you have to be humble and open to produce good work. For me creativity if a form of religion. ""   ""The reason I like stone carving so much is that the process itself has a certain gut-level truthfulness: the physical effort being so great that there is no half-way commitment possible."" (from the catalogue for the Vancouver Intl. Stone Sculpture Symposium, 1976)";France;;;
122;Bill;Reid;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=122;"Bill Reid was born in 1920 in British Columbia. His mother was Haida and his father was of European descent. Except for a brief stint in Toronto where he worked as a broadcaster for CBC, Reid spent most of his life in BC.  His work as an artist was seminal to the revival of West Coast native art production. Reid died in 1998.  His legacy includes wood carving, bronze casting, goldsmithing, and printmaking. ""In a long career, he embraced many art forms, driven always by a passion to create the ""well made object.  This passion, combined with a gradual discovery of his rich Haida cultural heritage, informed and inspired his development as a visual artist..""(excerpt from Bill Reid Foundation pamphlet).";;;;
127;Adolf;Ryszka;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=127;"Ryszka came to Vancouver in 1976 to participate in the Vancouver International Stone Sculpture Symposium in Van Dusen Gardens. An solo exhibition of his work was held at the Centre for Polish Sculpture in 1994. He said in his statement, ""I don't believe in verbal declarations. I believe in wisdom and suffering, self-sacrifice and love, modesty and kindness."" -Vancouver Intl. Stone Sculpture Symposium catalogue";Poland;;;
130;;See-wit;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=130;;Canada;;;
139;;Stonecoat Industries;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=139;Stonecoat Industries Limited is a B.C.-based company established in 1981.;Canada;;;
147;Alan;Tregebov;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=147;Alan Tregebov lives and works in Toronto where he teaches at the School of Architecture at the University of Toronto. He has worked as a city planner and, as a member of Jurecka Lobko Tregebov Architects, has designed and renovated a number of public and private spaces in Canada and internationally.;Canada;;;
149;Henry;Tsang;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=149;"Henry Tsang’s projects take the form of video, photography, language, digital media, sculptural elements and convivial events to explore community and identity through place and the impact of global flows of people, culture and capital. Projects include RIOT FOOD HERE; a public offering of food from five cultural perspectives reflecting on Vancouver’s Anti-Asian Riots in 1907; Maraya, an eight-year collaboration that investigates the reappearance of Vancouver’s False Creek in Dubai as the Dubai Marina; Orange County, and Olympus, video installations shot in California, Beijing, Torino and Vancouver that explore overlapping urban and socio-political spaces; and Welcome to the Land of Light, a public artwork along Vancouver's seawall that underscores Chinook Jargon, the 19th Century trade language, and English that replaced it. Henry is an Associate Professor at Emily Carr University of Art &amp; Design.";Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=149&ImageId=1400;;http://www.henrytsang.ca
150;George;Tsutakawa;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=150;Tsutakawa was born on George Washington's birthday and was therefore named George. At age 7 he was sent to live in Japan and this strongly influenced his aesthetic which blends eastern and western ideas and forms.  He returned to Seattle in 1927 when he decided to become an artist. He studied under Alexander Archipenko and became friends with Mark Tobey and Morris Graves. When WWII began he was drafted and his family business was confiscated. After the war he returned to school and his art career.  He created over 60 fountains in North America and Japan during his career. He taught at the University of Washington from 1947-1976 when he retired.;;;;
163;Ian;Bateson;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=163;Bateson did the illustrations on the Terry Fox Memorial.;Canada;;;
165;Janis;Bowley;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=165;Co-Founded Eye Revue (artist-run centre in Toronto), TERRA (non-profit interdisciplinary arts/research assn.), and Neighborhood Cultural Collective (offers instruction to the public in cultural activities, based in east Vancouver). Taught at public schools and colleges in Ontario and BC. Shown in Canada. Work largely focusses on issues of environmental health.;Canada;;;
167;Alison;Diesvelt;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=167;;Canada;;;
169;Rick;Gibson;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=169;;Canada;;;
172;David;MacWilliam;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=172;After receiving his BFA at NSCAD MacWilliam settled in Vancouver. He taught at SFU from 1980-87 and has taught at ECIAD since 1988. He is primarily a  painter and has a longstanding interest in abstraction.  His work is in collections at the VAG, the CC Art Bank, the AGGV and private collections.;Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=172&ImageId=533;Barbara Cole;
178;Claudia;Cuesta;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=178;Claudia Cuesta was born in Colombia and educated in Britain and Canada. She has taught workshops and art classes at the Emily Carr College of Art and Design, the Vancouver Art Gallery, and the Universidad Nacional, Medellin, Colombia. Her work has been exhibited internationally and she has done private and Corporate Commissions in Canada, USA, Britain, Columbia, Mexico, France, Chile, Italy, and Russia.;Canada;;;
181;Sarah;White;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=181;;Canada;;;
183;Sally;Gregson;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=183;Gregson attended the University of British Columbia and received her BFA at the University of Oregon. She also studied at the New School of Art in Toronto and informally at the Heatherly School in London and the Artists Workshop in Toronto as well as with Herbert Siebner in Victoria. She has worked as an illustrator at the Royal Ontario Museum and an art teacher in pubic schools and at Capilano College in North Vancouver. Her work is in the collections of the Canada Council Art Bank, Imperial Oil (Calgary), and the University of Toronto, among others.;Canada;;;
185;Blake;Williams;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=185;Blake Williams was born in Vancouver and graduated from the photographic program at Langara College and later studied at Emily Carr College of Art. He works primarily with large scale photo-based ceramic and glass murals and also in design, photography, film  and video. He has done music video and cd design for Alpha YaYa Diallo and others. He often involves local community groups in the production of public artworks.;Canada;;;
186;Bill;Horn;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=186;;Canada;;;
190;Karen;Venter;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=190;;Canada;;;
192;Dorrie;Williams;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=192;;Canada;;;
195;;Unknown;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=195;The use of “Unknown” for artist name indicates that the Public Art Program is not aware of the artist’s name. Please note that artworks with the name “Unknown” are not necessarily by the same artist.;;;;
200;Jacqui;Berglund;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=200;;Canada;;;
202;Jacqueline;Metz;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=202;Jacqueline Metz is a visual artist whose background includes photography, archaeology and literature.;Canada;;;
209;Corey;Audet;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=209;;Canada;;;
210;Michael;Dennis;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=210;;Canada;;;
214;Judith;Schwarz;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=214;;Canada;;;
216;;Wyland;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=216;;Canada;;;
227;Lennox;Mackenzie;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=227;Born in Winnipeg in 1900, Lennox came to Vancouver in 1910. From his tiny office on the top floor of the Marine Building, Mackenzie designed lighting for nearly 50 years, starting in 1932. His partner was Ronald Hynd.  During WWII Mackenzie was in charge of enforcing the blackout regulations in Vancouver. He designed the electrical work for the Boeing plant on Sea Island,  the exterior lighting for city hall, and the lighting on the Stanley Park causeway as well as street lighting in Vancouver and Burnaby and lighting on the Vancouver General Hospital. (source: C.David, Province, Oct19,1990);Canada;;;
228;Dana;Irving;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=228;;Canada;;;
234;Greg;Bullen;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=234;;Canada;;;
235;Akiyama;Hiromi;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=235;Hiromi Akiyama was living in Paris at the time he was invited to the Vancouver Intl. Stone Sculpture Symposium in 1976. He participated in a previous sculpture symposium at St. Margarethen and was inspired by the opportunity to work in a situation together with other sculptors.;France;;;
236;Doug;Taylor;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=236;"Doug Taylor was born in Chilliwack, BC in 1947. Kinetic in nature, his public nstallation sculpture has focused largely on wind, water and solar powered features. Whimsical, folk art inspired elements are often signature to his work. (e.g. Khenko and Wind Swimmer).  Addressing the global challenge of sustainability his current sculptures are  ""generating capital ” by selling excess electrical power back to BC Hydro.  These energy systems also feature listening stations which help remind us of sounds that are ever present in the natural world, but often unnoticed (e.g. Seattle Center’s Bird Song Listening Station).  Whimsical, folk art inspired elements are often signature to his work (e.g. Khenko and Wind Swimmer). The challenge is to integrate ecological, historical, social and aesthetic considerations, contextualizing them into the site specific values of place.";Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=236&ImageId=538;;http://www.dougtaylor.co
237;Richard;Hunt;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=237;;Canada;;;
241;Jack;Harman;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=241;"Harman was born in Vancouver in 1927. He studied and worked as a graphic artist and illustrator for 11 years in Vancouver, Toronto, and London, UK. He had a very successful career illustrating covers for Harlequin and Corgi Romances in the 1950s while at the Slade School of Art on London. When he returned to the West Coast, he taught sculpture at the Vancouver School of Art/ Emily Carr College of Art and Design for 14 years. He carved figures in clay and revived an interest in lost-wax casting.  In 1963 Harman built a foundry in North Vancouver, the first large sculpture foundry in Canada.  In 1978, he opened a larger foundry in the old Letson and Burpee Foundry building east of Vancouver's Gastown where, as well as casting his own works, he also cast works by Bill Reid, Robert Davidson, and Joe Fafard. He cast the Bird of Spring on the old courthouse (Vancouver Art Gallery) steps. In 1989 the foundry was moved to Gibsons, BC. Harmon died in January 2001. Honours & Awards include: 1951, O'Keefe Art Award for Canadian Painters under 30; 1973, elected a member of the Royal Canadian Academy; 1996, Order of British Columbia.";Canada;;;http://www.harmanfoundry.com
244;Gerhard;Juchum;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=244;Born in Romania, Juchum arrived in Vancouver (in 1968) from Germany. During his short career in Canada (he died in a car crash in 1977), he produced more than 100 representational sculptures with subjects such as love, athletics, or social issues.;Canada;;;
248;Geert;Maas;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=248;Maas is a Dutch artist living in Canada. He was born in Nijmegen, The Netherlands, in 1944. The Geert Maas Sculpture Gardens and Gallery is located in Kelowna, BC. He works largely in abstract form.;Canada;;;
250;Robert;Studer;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=250;;;;;
252;Illène;Pevec;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=252;;Canada;;;
256;Rita;Beiks;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=256;Graduated from Emily Carr Institute of Art & Design;Canada;;;
257;Bill;Koochin;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=257;Koochin has had solo exhibitions across Canada and his work is in public collections at the Vancouver Art Gallery, University of Oregon, and Museum of Civilization, Ottawa. He was the subject of a CBC documentary, The Hand and Eye (1963).  Koochin was a sculpture instructor at Emily Carr College of Art and Design 1961-1988.;Canada;;;
263;Mark;Grady;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=263;Shown in western Canada, US, and Europe.;Canada;;;
264;George A.;Norris;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=264;Norris was born in Victoria, BC, in 1928. He attended the Vancouver School of Art and studied with Yugoslav sculptor Ivan Mestrevic at Syracuse University. He won a BC scholarship for a year of advanced study at the Slade School of Art, London, in 1965. He later worked as a carpenter's helper, miner, survey crew member, mill worker, and logger, and taught at UBC, VSA, Penticton Summer School of Art, Banff School of Fine Arts, and Emily Carr College of Art. He worked full time as a sculptor/designer in metal, stone and wood from 1958 to 1983, when he moved to Shawnigan Lake. In 2010, he was a recipient of the Mayor's Arts Award in Public Art.;Canada;;;
266;Sally;Michener;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=266;Michenerreceived her MFA from the University of Cincinnati in Ohio and taught ceramics for 25 years at Emily Carr Institute of Art and Design until her retirement in 2002.;Canada;;;
270;Philip;Robbins;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=270;;;;;
271;Elspeth;Pratt;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=271;;Canada;;;
274;Leah;Decter;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=274;;;;;
276;Elyn;Zimmerman;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=276;Please visit website.;USA;;;http://www.elynzimmerman.com/
277;Carol;Sawyer;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=277;Carol Sawyer is a visual artist and singer. She graduated from Emily Car College of Art and Design with Honours in Photography and earned her MFA in Interdisciplinary Studies from the School for Contemporary Arts, Simon Fraser University. Sawyer's work takes the form of photographs, multi-media installations, musical performances and interdisciplinary performance pieces. She has exhibited widely in both solo and group shows across Canada and in the US. Her work is in the collections of the Canada Council Art Bank, Microsoft Corporation, and the Museum of Fine Arts, Houston, Texas. Her teaching experience includes the design and delivery of courses in interdisciplinary studio and the history of photography at ECIAD and studio courses in photography at SFU. Sawyer lives and works in Vancouver, BC, where she sings with her jazz improvisation band, ion Zoo.;Canada;;;
280;Spike;Harris;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=280;Spike (McKinley) Harris attended Grant MacEwan Community College in Edmonton and likes to work with paint on a variety of surfaces including nylon banners.  For community projects his role is that of teacher, facilitator and producer.;Canada;;;
281;Yvonne;Clements;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=281;;;;;
286;Bruce;Wilson;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=286;;;;;
289;Cyndy;Chwelos;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=289;;Canada;;;
291;Diana;Thater;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=291;Diana Thater has an MFA from the Art Center College of Design in Pasadena, CA.;USA;;;
292;Greg;Snider;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=292;Greg Snider was born in Halifax and received his BSc and MFA from the University of Wisconsin. He works as an artist and a professor of art at Simon Fraser University in Burnaby.;Canada;;;
297;Munro;Meghan;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=297;;;;;
