RegistryID;ArtistProjectStatement;Type;Status;SiteName;SiteAddress;PrimaryMaterial;URL;PhotoURL;Ownership;Neighbourhood;LocationOnsite;Geom;GeoLocalArea;DescriptionOfwork;Artists;PhotoCredits;YearOfInstallation;
105;;Sculpture;Under review;Granville Gardens;1616 West 13th Avenue (at Fir);Fiberglass;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=105;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/c35f0715ceccccc9ba03523235e1b64b;private;Fairview;N.E. of the building;"{""type"": ""Point"", ""coordinates"": [-123.141344, 49.25976]}";Fairview;;73;;1975
106;;Sculpture;In place;Queen Elizabeth Park;33rd & Cambie Street;Bronze;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=106;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/b6fd2aa06f4f9ef2f1d94626c2a614dd;City of Vancouver;;Centre of square;"{""type"": ""Point"", ""coordinates"": [-123.11338, 49.241656]}";Riley Park;The two large abstract forms are cast in bronze.;108;;1969
108;The sculpture was chosen over two other entries in a contest held by the women's sub-committee of the Vancouver Centennial Committee. $27000 for the sculpture was raised through luncheons and fashion shows and a $20000 grant was received from the Centennial Committee.   The sculpture cost $20000 and the fountain infrastructure cost $24000. The crab represents the First Nations legend of the crab as the guardian of the harbour and was also the zodiac sign at the time of the Canadian Centennial. The pieces of the sculpture were welded together by Gus Lidberg over a three-month period. The sculpture was barged down False Creek from Ellett Copper and Brass Co on W.2nd where it was built. (M.Jesen, Vancouver Sun, Oct 3 1968);Sculpture;In place;Vanier Park;1100 Chestnut Street;Stainless steel;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=108;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/2625b0207751aaf9e5dbacd993c29a47;City of Vancouver;Kitsilano;Front entrance of Vancouver Museum/HR MacMillan Space Centre;"{""type"": ""Point"", ""coordinates"": [-123.144503, 49.276076]}";Kitsilano;The 20' high, stainless steel fountain sculpture is made of many separate parts in the shape of a crab.  It is sited in front of the Vancouver Museum/Planetarium.;264;Maxime Cyr-Morton;1968
158;;Memorial or monument;In place;Lost Lagoon;Stanley Park;;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=158;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/4462d36c6a4dad5a59bb8807dace6fdd;City of Vancouver;Stanley Park;NE corner of Lost Lagoon;"{""type"": ""Point"", ""coordinates"": [-123.138349, 49.295666]}";;This fountain has a Heritage Monument designation. It was installed to celebrate Vancouver's 50th birthday - the Golden Jubilee - in 1936.;227;;1936
172;"The welcoming figure was made on the Inuit model for the NWT pavillion designed by Bing Thom  and ""shaped like a five-story igloo"" at Expo 86.  The figure was sited at English Bay after the fair. The stones were brought in from a quarry in the Fraser Valley and then shaped and stacked by crane and pinned together with rebar. Inukshuks in the north are usually much smaller and the rocks are balanced on each other.  They act as sign posts or distance markers that can be seen on the flat horizon. Artist Kanak said,  ""By a lake an Inukshuk means lots of fish.""  The figure is a ""reminder of the ingenuity of my people in addressing transportation and communications challenges prior to the introduction of modern technology."" (sources: M.Farrow, V.Sun, April 24, 1985; V.Province, May 5, 1985)";Sculpture;In place;English Bay;Bidwell and shoreline walk;Granite boulders;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=172;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/c75ca4af54353db17ba518c3994421cb;City of Vancouver;West End;Shoreline walk, foot of Bidwell, E. of bathhouse;"{""type"": ""Point"", ""coordinates"": [-123.143704, 49.284323]}";West End;Built of stacked granite blocks in a human form, Inukshuks are symbols of welcome in the north.  This one weighs 31,500 kg. It is built of gigantic rocks and stands 6 meters high.;211;Barbara Cole;1986
173;"""..my fountain sculptures are an attempt to unify water--the life force of the universe that flows in an elusive cyclical course throughout eternity--with an immutable metal sculpture.""";Fountain or water feature;In place;Bentall Bldg.;500 Burrard Street;Bronze;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=173;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/5d33a23037b5b3f196c9dfd9d426bc55;private;Downtown;Front entrance of main tower;"{""type"": ""Point"", ""coordinates"": [-123.11782, 49.286242]}";Downtown;Water splashes down two levels of this abstract rounded form and into the pool below. The sculpture is the centre piece of the long rectangular pool in front of the Bentall towers.;150;;1969
175;;Sculpture;In place;;750 Burrard Street;Metal, plexiglass;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=175;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/0f965866911e91600959e5aa54b04dff;private;Downtown;Exterior, NW corner facing Burrard;"{""type"": ""Point"", ""coordinates"": [-123.12202, 49.283618]}";Downtown;This artwork is a delicate metal relief with plexiglas inserts.  The white sections are lighted at night. It is mounted on the exterior northwest corner of the building at Burrard and Robson (formerly the Vancouver Public Library). The piece was saved when the building was renovated from the old library.;"90;144;145";;1960
176;;Mosaic;Removed;Vancouver Public Library (Downtown);750 Burrard Street (Downtown);Glass mosaic;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=176;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/5085cc6003a80e7921e27d98fa7cca8b;City of Vancouver;Downtown;Interior, main entrance;"{""type"": ""Point"", ""coordinates"": [-123.122071, 49.283355]}";Downtown;;"144;145";;1956
183;;Relief;In place;Fisherman's Credit Union;803 East Hastings Street;Concrete;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=183;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/808fd44460b099617762ed836d918f9b;private;Strathcona;Exterior, N, S, & W. sides of bldg.;"{""type"": ""Point"", ""coordinates"": [-123.08681, 49.281382]}";Strathcona;;32;;1968
187;"The rock was imported from Cortes Island, the artist's home. The artist said, ""I like the tricks of handling it, the blocks and tackle and the jacks. A sculptor likes the balance."" The work was inspired by the natural beach landscape, ""I saw these big timbers there rubbing, the rock and the beams together. I was more constructive, but on the beach is nothing like this, is absolute sculpture..sometimes only for one day, the next, the tide took it away and destroyed it already.""(V.Sun, June 21, 1986)";Sculpture;Removed;Harbour Front Park;Main Street (north end);Red cedar, boulder;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=187;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/087c9a2433898903bc132eccbb08aae9;City of Vancouver;Strathcona;West end of park;;;A structure of large cedar logs is inspired by Japanese architecture. A large black rock (that the artist calls a natural sculpture) sits in the centre of the work.;137;;1986
188;A private commission by F. Cameron Wilkinson to commemorate the 60th anniversary of the Wilkinson Company, a steel and metals distribution and procesing firm. The city planning department originally denied it a permit on the grounds that it viiolated a zoning bylaw forbidding structures in landscaped setbacks of industrial sites.  The company appealed the ruling and won.;Sculpture;In place;Wilkinson Company;888 S.E. Marine Drive;Corten steel;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=188;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/fc77aa1806946fd5a6d04db5b766e8b3;private;Sunset;Lawn in front of bldg.;"{""type"": ""Point"", ""coordinates"": [-123.087875, 49.210433]}";Sunset;Three geometric hard-edge  forms of corten steel reach away from each other to narrow points. The sculpture weighs 7000 lbs. The surface weathers to a dark blue.;41;;1970
190;;Sculpture;In place;VanDusen Botanical Garden;5251 Oak Street;Marble;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=190;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/bf7bcee0d549b7e82d7932b350a200ad;City of Vancouver;Shaughnessy;North of Mountain Ash;"{""type"": ""Point"", ""coordinates"": [-123.134604, 49.239068]}";Shaughnessy;A square marble block with rounded organic forms emerging from top.;121;Heide Dobler;1975
194;"""My thoughts and feelings about family life were built into this work. .Variety of plane and shape, contrast rather than formal unity, is stressed.  The strata of the lower blocks run vertically; the strata of the upper blocks run horizontally.  The western side, facing the setting sun, is like a flat wall with projections and indentations.  The eastern side, facing the sunrise, is organic, rounded. The bottom block is carved in two forms. One is geometric, flat, masculine; the other is organic, rounded, feminine. ....""  -Vancouver Intl. Stone Sculpture Symposium catalogue";Sculpture;In place;VanDusen Botanical Garden;5251 Oak Street;Travertine;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=194;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/76a52ca84c99c85e8f3de8d3a38a7b53;City of Vancouver;Shaughnessy;South of Pinetum / Heron Lake;"{""type"": ""Point"", ""coordinates"": [-123.130676, 49.240287]}";Shaughnessy;A large marble abstract carving that involves two ovoid forms coming out of two rectangular forms and both coming together in the middle.;99;Heide Dobler;1975
197;;Sculpture;In place;VanDusen Botanical Garden;5251 Oak Street;Marble;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=197;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/d0d8462a70e5a306856859b2bf692350;City of Vancouver;Shaughnessy;South central area, south of hydrangeas;"{""type"": ""Point"", ""coordinates"": [-123.132656, 49.238238]}";Shaughnessy;abstract;142;Heide Dobler;1975
202;The pole was originally one of five commissioned in 1955 by Woodwards and installed in front of their store in Edmonton for thirty years before returning here. The pole was renovated by Neel's son Robert, and is now on permanent loan to Stanley Park. (Stewart, Totem Poles, 1990);Totem pole;In place;Brockton Point;Stanley Park;Fibreglass;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=202;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/e2f5d50e998e8ff341283180f9ba231f;City of Vancouver;Stanley Park;Facing east, far left;"{""type"": ""Point"", ""coordinates"": [-123.120828, 49.299207]}";;This is a Kwakwaka'wakw pole which shows an Eagle, a SeaBear, a woman holding a frog, Bookwus (the Wild Man of the woods) and Dzoonokwa and a Raven at the base.;"100;111";City of Vancouver;1955
206;This public artwork is located on part of what was once a shoreline, now a boulevard. Beneath its paving stones are layers of shells, bones, and silence. The work is site specific as it is based on research and archival material, as well as writings about this north shore of False Creek from pre-settlement time onwards. I have quoted from the City Archives, C.P. Railway Archives, anthropologists and poets to find words to sandcarve into 57 blocks of unpolished black granite. Set into pavers, they are like markers on a path (of time), an echo. Although I feel the words selected are specific to this place, they are also general, sometimes evocative, the ardent hope they will bring out a smile on rainy day. A private moment in a public space. Assistance from Anita Green, Melanie Boyle and Patti Lynes are gratefully acknowledged.;Site-integrated work;In place;Yaletown Edge;1300 block of Pacific Blvd.;;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=206;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/c1bcfba0c4a979e018c0b90c9cdc0e4e;City of Vancouver;Downtown;Along north side of Pacific Blvd. on sidewalk between Homer and Drake Street;"{""type"": ""Point"", ""coordinates"": [-123.124754, 49.273312]}";Downtown;"Fifty-seven unpolished black granite tiles are recessed randomly into the sidewalk.  Handcarved into each granite block are words or  texts chosen for their specific reference to the site.  ""The shore is the line between the sea and the land and the shore is the mid-line in the life of the city... beneath these paving stones.""";19;Skai Fowler;1994
208;"This piece is based on, and dependent upon, a part of the mechanical systems within the structure of the building.  The work consists of a series of four four-letter word groups mounted within the 20 X 92"" exhaust airduct vent grills exiting from the underground parking ventilation system... The vents face out onto the pedestrian sidewalk that runs along Pacific Boulevard... The front faces of the letters are highly polished aluminum and are visible only for the moments that they are exactly perpendicular to one's direction of view.  Rotating slowly in the existing flow of air, each block is independent of the next, causing a randomly changing array of letters, occasional words, and sometimes sentences to be swept into the pedestrian world.  The word groupings are derived from four subject areas:  active : work, rest, play; architectural: post, beam, wall; social space: city, park, yard; and weather: wind, rain, smog. ...""  (from artist proposal)";Site-integrated work;In place;Governor's Tower, Yaletown Edge;1300 block Of Pacific Boulevard;Stainless steel;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=208;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/5b0d67b48854d8d4bc3649bd7af4d037;Privately owned;Downtown;Installed in three sections of the retaining wall adjacent to sidewalk;"{""type"": ""Point"", ""coordinates"": [-123.125332, 49.273266]}";Downtown;Four sets of 4 letters rotate to form random words. The letters are installed in the 3 exhaust vents from the underground parkade and turn with the outflow of the exhaust fans.;140;Skai Fowler;1994
213;"""Welcome to the Land of Light is a contemporary monument to the relationship between those who have lived on the False Creek waterfront and those who will arrive in the future to call this area their home. For the artist, this public art project is about the concept of home, the building of community, and with the aid of interactive fibre-based technology, the creation of a new world to experience…"" (Press release)
                                                                                               …""the juxtaposition of English and Chinook Jargon functions as a metaphor for the ongoing development of intercultural communications in this region. Chinook Jargon is a 19th century linga franca that resulted out the need for cross-cultural trade. Most of the approximately 500 word vocabulary of this language can be traced to the dialect of the Columbia River Chinook Tribe in Oregon, with influences of English, French, and Nootkan (Nuu-chah-nulth). At its peak 100,000 to one million people spoke the language from the Pacific coast to the Rocky Mountains, from Northern California to the Alaskan panhandle. Like any pidgin, Chinook Jargon was dynamic and flexible, absorbing different cultural systems of naming as more and more peoples from around the world came to settle on the West Coast. In the first half of the 20th century, the jargon fell out of common use, replaced by the English language.""  (From the Artist's proposal)";Site-integrated work;Removed;Yaletown;False Creek shoreline walk at the foot of Drake Street;"Aluminum lettering; fibre optic lighting";https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=213;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/98460e535c21d3d1bd941ace431c0e90;City of Vancouver;Downtown;Shoreline walk guard railings;"{""type"": ""Point"", ""coordinates"": [-123.120188, 49.271158]}";Downtown;Aluminum letters spelling out phrases in Chinook (an early coastal trading language) and English are placed along the railing of the sea wall in two parallel lines. Coloured light pulses through an inset fibre-optic cable in the sidewalk directly below the letters.;149;Joyce Rautenberg;1997
215;"""The Latin words 'terra nova' mean new land…the geometric forms of the Cone of Analysis represent the broader world of mathematical truths.  Its pure form links cultures and transcends time…Theatre of Discovery dramatically connects the old Roundhouse to the present by alluding to the building's new use as a community arts centre.  Like an imaginary window, this portion of the work creates a mysterious narrative of activities that could occur in the arts centre or in our daily lives."" (Excerpts from press release)";Sculpture;In place;Roundhouse Community Centre;181 Roundhouse Mews;Copper and corten steel;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=215;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/e643d8140f4be6b2ac107d94034109f9;City of Vancouver;Downtown;South exterior wall and sidewalk;"{""type"": ""Point"", ""coordinates"": [-123.121871, 49.272992]}";Downtown;Terra Nova has two main parts: a) the Theatre of Discovery, a bronze curtain and hoop attached to the exterior wall of the Roundhouse   b) the Cone of Analysis resting on the plaza walkway below the wall - a large bronze cone which appears to be cut into parts, the nose of the cone is on a cart.;44;Jim Clare;1996
217;"""Make West is an attempt to represent the history of Coal Harbour and, by extension, Vancouver and Western Canada.  It does so in the form of a series of shards, or extractions which constitute a game.""   -the artist";Site-integrated work;In place;Coal Harbour;Nicola Street to Cardero, along Coal Harbour Quay;Bronze, slate, granite and plants;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=217;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/48d2e3d97f6681918a2afda5803ca312;private;Downtown;Exterior of building, located in three small alcoves at sidewalk level;"{""type"": ""Point"", ""coordinates"": [-123.128163, 49.291453]}";Downtown;The piece can be found along the foundation of the building on the waterfront walkway between Nicola and Cardero Streets. It is made of stones, plaques, and objects cast in bronze that refer to the history of the area and act as a puzzle. Recently, the strata council has posted privacy signs in the 3 alcoves - however, the artwork is visible from the sidewalk.;114;Bill Pechet;1997
219;"""People has a way of identifying special places in their community and world, and making their marks of identity and belonging. In my work, I involve people in the creative process that can result in a landmark. There is a perception that creative art is something framed in a galley, yet aethetic experiences should be availabe in any neighborhood. I am interested in spaces and how they are used, perceived and claimed. Creative thinking exists in every aspect of life. 

""In my travels I have serendipitously stumbled upon Buddhists 'peace poles', simple aluminum posts which indicate the power of a common space and unseen forces. They have always inspired me as a way of establishing a relationship between people and the earth. Placed on intersections of earth energy lines, underground magnetic forces, these posts read 'May Peace Prevail On Earth'. Like distance and direction posts, peace poles are placed on crossraods and acknowledges connections between places. 
""My objective is to creat a transformation in the mind of the viewer, who now places him / herself int he space differently than before. They now question how the space is used and how it has been changed by creative forces of the community. The discovery project process will enable the communities in South East Vancouver to invent methods of detecting and identifying their important places and an opprtunity to acknowledge them and create unique landmarks."" - Celine Rich";Site-integrated work;Removed;Southeast Vancouver (Kensington-Cedar Cottage);"near Knight on 33rd; 37th; 41st; 49th (Kensington-Cedar Cottage)";;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=219;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/abacb6a73bb58e4d2a3c7d7480ae381a;City of Vancouver;;Bus stops;;;"The project was organized to celebrate the unique cultural make-up and history of southeast Vancouver. One component of this project (which also included painted bus shelters and sidewalk inlays by Everett Crowley Park), was a process during which high school students interviewed seniors about their memories and experiences in the neighbourhood. Further historical research was compiled and a book ""Collected Memories: a guide to Community Markers of Southeast Vancouver"" filled with anecdotes and historical memorabilia was published. 138 stainless steel plaques were then engraved with excerpts from the texts and attached to street poles throughout the area.  - Park Board web site
    Schools, community groups and other organizations each adopted a bus shelter, established a theme and jointly painted the shelters with the help of the artist. A list of sites is available at Champlain Heights Public Library, Collingwood Public Library, Fraserview Public Library, and South Hill Public Library.";123;Celine Rich;1996
221;The Salmon Wall was created as a means of fostering understanding between the Musqueam and Southlands communities. It was also envisioned as a process to encourage respect for the Musqueam people and their traditions in the non-Native community. The project was initiated by artist Alison Diesvelt who, together with the Southlands principal, identified Musqueam artist Debra Sparrow as a partner. Sparrow creates traditional weavings and indicated that she was interested in working on the community art piece. Out of community consultations and workshops, a mural was created with colours and patterns drawn from Musqueam visual traditions. Many community members participated in painting the school of salmon along the south wall near the main entrance and a community salmon barbecue was held to celebrate its completion. - Parks Board web site;Mural;In place;Southlands Elementary School;5351 Camosun Street;;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=221;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/ac91582212d5be54768d0903ce4b1098;Vancouver School Board;Dunbar-Southlands;Front wall of school;"{""type"": ""Point"", ""coordinates"": [-123.197495, 49.237801]}";Dunbar-Southlands;This mural is a school of painted salmon, each one unique.;"167;168";Skai Fowler;1995
223;"""Historically, bridges have been the frequent site of public monuments and plaques.... In formulating this particular proposal, I also began to think about more contemporary monuments such as the Vietnam Memorial in Washington.... This monument has a profound effect on visitors as they read through the list of 58,022 names of the war dead....the monument does not reduce history to a generalized commemmoration....it identifies and reclaims each individual for a larger collective history.  For the Grandview Cut Bridges Project, I am interested in constructing a public art component which directs its primary attention to the pedestrian traffic...in vital city neighbourhoods.…";Site-integrated work;In place;Commercial Drive Bridge;Grandview Cut, between 8th and Broadway;Porcelain  tiles;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=223;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/ade35e0ece7d9b21916eb204bab7763b;City of Vancouver;Grandview-Woodland;East sidewalk;"{""type"": ""Point"", ""coordinates"": [-123.069599, 49.262759]}";Grandview-Woodland;Ceramic tiles inscribed with signatures of people set in east sidewalk of bridge.;173;Skai Fowler;1996
226;;Memorial or monument;In place;Median;Pacific Blvd median, near Cambie Bridge;;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=226;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/786c1bc34132336207e7730dd472a577;City of Vancouver;Downtown;;"{""type"": ""Point"", ""coordinates"": [-123.116987, 49.27431]}";Downtown;The 8m high gear is installed as a monument to commemorate the designers and builders of the many bridges across False Creek.  The gear was part of the second Cambie Bridge (or Connaught Bridge) which opened in 1911 and remained in service until 1984. Installed on the centre pier, the gear supported the steel truss swing span.;195;Sylvia Grace Borda;1987
227;"These works were conceptualized as ""a series of modern column capitals....decorated with iconography celebrating self-propelled technology and local history.  Each capital comprises one of fourteen ""Stations of the Crossings....""";Sculpture;In place;Ridgeway Greenway;37th at Granville;Fibreglass and steel;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=227;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/6fc6251e8232ac826659a75880cf0093;City of Vancouver;Shaughnessy;Poles at crossings;"{""type"": ""Point"", ""coordinates"": [-123.139622, 49.238059]}";Shaughnessy;"There are seven sculptures in the Metronoma series, mounted atop the 12-ft high cyclist-activated traffic signal poles. This series of sculptures is located at three intersections along 37th Avenue Ridgeway Greenway at Granville, Cambie, and Fraser Streets. Information about the other pieces can be found at ""Machina Metronoma (South Cambie neighbourhood)"" and  ""Machina Metronoma (Kensington-Cedar Cottage neighbourhood)"".
These pole sculptures are variations of whimsical gizmos with individual iconic objects representing activities such as skating and cycling which happen along the Greenways route.  The sculptures have wind-catching hoods and counterbalanced panels which cause them to move back and forth like a metronome.   Granville Street and 37th Avenue, SW corner:  ""Machina Metronoma:  Even with Modern miniaturized technology, it is still pretty hard to put eighty pounds into a tire"" (icon:  lightweight air pump).   On the NE corner:  ""Machina Metronoma:  All Bicycles Weigh Fifteen Kilograms:  A Five Kilogram Bicycle Needs a Ten Kilogram Lock.  A Ten Kilogram Bicycle Needs a Five Kilogram Lock.  A Fifteen Kilogram Bicycle Doesn't Need a Lock"" (icon:  reinforced bicycle lock).";258;artist;1997
229;The work stands as a literal marker of the bicycle route along the Greenways and also as an icon of twentieth century art, referring to an early work by Marcel Duchamp.;Sculpture;In place;Ridgeway Greenway;37th & Main Street;Aluminum and reinforced wheel;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=229;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/30bb12757c3907def4ec2e4aafdfa044;City of Vancouver;;Crossings;"{""type"": ""Point"", ""coordinates"": [-123.101839, 49.237247]}";Riley Park;Two bicycle-wheel sculptures perch atop two poles which  marks the bike path along the Greenways.;172;Barbara Cole;1997
232;"""....part bench, part gateway and part bike fragment....Our sculpture is a connection marker at the bikeway intersection.  We've played with the scale and materials of standard bike elements to dramatize the intersection and to provoke a reaction from passers-by."" (Artists' statement)";Sculpture;In place;Ridgeway Greenway: Queen Elizabeth Park;37th & Ontario;steel;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=232;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/63c1ce5122bdd2c2969f645341e5308c;City of Vancouver;;SE corner;"{""type"": ""Point"", ""coordinates"": [-123.105648, 49.237447]}";Riley Park;An over-size bicycle which forms a seat for cyclists;"52;164";Barbara Cole;1998
237;;Figurative;In place;BC Sports Hall of Fame and Museum;777 Pacific Blvd;Bronze;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=237;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/16b0486885fa5e297d0d0e522223bc01;BC Sports Hall of Fame & Museum;Downtown;"Near Robson and Beatty entrance, outside ""Sports Hall of Fame, near Gate A";"{""type"": ""Point"", ""coordinates"": [-123.11156, 49.276564]}";Downtown;"The sculpture depicts runner Percy Williams in starting position. It commemmorates Williams' winning of the 100 and 200 meter races at the Olympic Games in Amsterdam, 1928. The 5'6"", 130lb runner was born in Vancouver in 1908 and was 20 when he won the gold. His first victory was such a surprise that the medal ceremony was delayed while they looked for a Canadian flag. He is the only Canadian to win Olympic gold medals in track. He held the 100m world record from 1930-1940. After his career as a runner ended, he said he never liked running. he lived a quiet life out of the public limelight. He took his own life  in 1982. (Vancouver Sun, April 7, 2001, H7)";230;Barbara Cole;1996
242;Clay self-portraits made by children and adults from the Brock School/Riley Park community with arms, hands, legs, and feet sculpted by Kathy Venter linking the faces together. Legs and feet symbolize the  journey taken by members to become part of the community, and arms and hands represent love, care, belonging, outreach, and togetherness.;Sculpture;Removed;General Brock Elementary School (Riley Park);4860 Main Street (Riley Park);;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=242;;City of Vancouver;;;;;"Individual cast and modelled terracotta sculptures of faces, hands, arms, legs, and feet, mounted on a painted plywood background. The terracotta is unglazed, but coated with a clear resin film. The inidividual pieces are mounted with a combination of wire and epoxy resin.

In 1997, an inspection of the work revealed that it was deteriorating due to exposure to the outdoor environment. As much as possible of the work was saved and is intended to be reinstalled at low-humidity sites inside the Riley Park Community Centre and the school.";190;;1996
250;;Mosaic;In place;multiple;"54th & Kerr; 43,47,&59th&Fraser; 41&49th&Victoria; Kingsway&Rupert";;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=250;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/f1cae40eeb16b319ed5d1ebc026689c0;City of Vancouver;Sunset;;;;Working with community groups, the artist facilitated the production of mosaics to cover the cement refuse containers on Fraser, Victoria, Rupert and Kerr streets in the neighbourhood.;200;Lorenz von Fersen;1996
259;Ann Marie Slater worked with 80 participants from the Multicultual Family Centre, the Kettle Friendship Centre, and MOSAIC to create the paintings and mosaics.;Mosaic;In place;Reach Community Health Centre;1145 Commercial Drive;Ceramic tiles, metal inlays;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=259;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/37dd86e618f112239e448380259ad695;"Reach Community Health Centre; Britannia Community";Grandview-Woodland;Sidewalk;"{""type"": ""Point"", ""coordinates"": [-123.069679, 49.274443]}";Grandview-Woodland;The project includes paintings and three sidewalk mosaics of inlaid metal and tile. The sidewalk mosaics are meant to indicate welcome mats for people in the community and visitors to the centre.;282;;1999
263;The objective of the mural is to create better community awareness of the services of the clinic, beautify an institutional building and contribute to the neighbourhood health and beautification.;Mural;In place;Mid-Main Community Health Centre;3998 Main Street;;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=263;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/48fd785a6fdff92275313284ec0c6fb0;Mid-Main Community Health Centre;RileyPark;Exterior on either side of the entrance;"{""type"": ""Point"", ""coordinates"": [-123.100666, 49.249438]}";Riley Park;The mural covers the entire front of the building on either side of the entrance facing south on 24th Ave.   Images are of children playing and people walking, representing the different cultural groups in the community.;45;;1998
271;;Sculpture;In place;Guelph Park;400 8th Avenue;Cedar;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=271;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/56111000b20895d5771136e2297e9675;City of Vancouver;Mount Pleasant;S.W. lawn;"{""type"": ""Point"", ""coordinates"": [-123.096203, 49.263812]}";Mount Pleasant;Driftwood pieces work together to form a figure, situated on a knoll in the park.;210;;1991
272;;Sculpture;Removed;Grandview Park (Grandview Woodland);Commercial Dr. & William Street (Grandview Woodland);Wood;https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=272;https://opendata.vancouver.ca/api/v2/catalog/datasets/public-art/files/5809b90b13ea304ed75a217847f1b229;City of Vancouver;;;"{""type"": ""Point"", ""coordinates"": [-123.070124, 49.273507]}";Grandview-Woodland;Five large wooden pencils;213;Robert Klein;1992
