EIN;NAME;ICO;STREET;CITY;STATE;ZIP;GROUP;SUBSECTION;AFFILIATION;CLASSIFICATION;RULING;DEDUCTIBILITY;FOUNDATION;ACTIVITY;ORGANIZATION;STATUS;TAX_PERIOD;ASSET_CD;INCOME_CD;FILING_REQ_CD;PF_FILING_REQ_CD;ACCT_PD;ASSET_AMT;INCOME_AMT;REVENUE_AMT;NTEE_CD;SORT_NAME
462684452;FAMILY ROLLERS CLUB INC;% SARAH PARKER;SARASOTA 34243;AFGHANISTAN;;00000-0000;0000;07;3;1000;201408;2;00;000000000;1;01;201512;0;0;02;0;12;0;0;0;N50;
462704306;TRAFFIC INJURY RESEARCH FOUNDATION USA INC;;OTTAWA K2P 0B4;CANADA;;00000-0000;0000;03;3;1000;201408;1;15;000000000;1;01;201512;4;4;01;0;12;121710;130112;130112;M42;
462713151;AFCEA EDUCATIONAL FOUNDATION;% HAROLD HENRY;CMR 480 BOX GD;APO;AE;09128-0000;3207;03;9;1200;198410;1;15;040041000;1;01;201509;0;0;02;0;09;0;0;0;;STUTTGART CHAPTER
462753577;NORTHERN ARABIA CATHOLIC FAITH SERVICES INC;% OMAR BILLIGUE;UNIT 61319;APO;AE;09803-1319;0000;03;3;1000;201407;1;15;000000000;1;01;201412;3;3;02;0;12;39061;42049;42049;X22;
463113215;HESED SHARE MISSION INC;;FLUSHING NY 11354;ALBANIA;;00000-0000;0000;03;3;7000;201611;1;15;000000000;1;01;201612;0;0;02;0;12;0;0;0;X21;
463141903;JUST ENERGY FOUNDATION USA INC;% RUSSELL LOVE;MISSISSAUAGA ON L5T 2E6 XO;CANADA;;00000-0000;0000;03;3;1000;201407;1;04;000000000;1;01;201603;3;3;00;1;03;51093;70000;;J12;
463269699;CHRISTIAN NETWORK SOLUTIONS;% BENJAMIN MCGEE;PSC 851 BOX 68032;FPO;AE;09834-0681;0000;03;3;1000;201409;1;15;000000000;1;01;201512;0;0;02;0;12;0;0;0;X02;
463331754;PURSES;% ANGELA JOHNSON;THOMASVILLE 31799;GEORGIA;;00000-0000;0000;03;3;1000;201502;1;16;000000000;1;01;201612;0;0;02;0;12;0;0;0;S81;
463423064;VIRGIN ISLANDS CENTER FOR ARTS AND TECHNOLOGY INC;% BENJAMIN S APPLEYARD;4423 MARYS FANCY;CHRISTIANSTED;VI;00820-0000;0000;03;3;1000;201407;1;15;000000000;1;01;201612;1;0;02;0;12;1;0;0;A99;
463555109;MONTESSORI ECOLOGICAL MARINE CAMP INC;% MARK RICHARDS;5018 GREEN CAY;CHRISTIANSTED;VI;00820-4558;0000;03;3;2000;201506;1;15;000000000;1;01;201412;0;0;02;0;12;0;0;0;C60;
463604982;SOCCER BOOSTERS ASSOCIATION;% SOCCER BOOSTERS ASSOCIATION;PSC 473 BOX 20;FPO;AP;96349-0001;0000;03;3;2000;201409;1;16;000000000;5;01;201412;0;0;02;0;12;0;0;0;N50;
463766273;AFNORTH INTERNATIONAL MIDDLE HIGH SCHOOL PTA;% NICOLE CLEMENT;UNIT 21606;APO;AE;09703-1606;0000;03;3;1200;201509;1;16;000000000;5;01;201606;0;0;02;0;06;0;0;0;B94;
463876756;GIVEMATCHER US;% MARC STEEN;BLACKWOOD SA 5051;AUSTRALIA;;00000-0000;0000;03;3;1000;201406;1;15;000000000;1;01;201606;0;0;02;0;06;0;0;0;W99;
463909027;UNITED STATES BOWLING CONGRESS INC;% GENE DE CAMP;FOSTER BOWLING CENTER MCB;FPO;AP;96379-0000;4348;03;9;1000;200409;1;16;000000000;1;01;201607;0;0;02;0;07;0;0;0;N70;80004 RYUKYU USBC
464067185;DEB PROJECT DESERVING ENRICHED & BLESSED;% SAMMY LANEY;BENTONVILLE 72712;AFGHANISTAN;;00000-0000;0000;03;3;1000;201504;1;15;000000000;1;01;201612;0;0;02;0;12;0;0;0;O50;DEB PROJECT
464584752;BOHEMIARE;% FRANCESCA OWENS;SPOLETO PG 06049;ITALY;;00000-0000;0000;03;3;1200;201606;1;15;000000000;1;01;201612;0;0;02;0;12;0;0;0;A2;
464663423;AMERICAN BUSINESS COUNCIL KUWAIT;% CORPORATION SERVICE COMPANY;25611 SALWA AREA 11;KUWAIT;;00000-0000;0000;06;3;3000;201410;2;00;000000000;1;01;201512;4;4;01;0;12;106599;139786;139786;S41;
464751110;TRANS AFRICA PIPELINE FOUNDATION INC;;TORONTO ONTARIO M5J 2V3;CANADA;;00000-0000;0000;03;3;1000;201410;1;15;000000000;1;01;201612;0;0;02;0;12;0;0;0;Q33;
465115118;KWEI FOUNDATION INC;% P CHEN;CENTRAL CHINA;HONG KONG;;00000-0000;0000;03;3;1000;201609;1;03;000000000;1;01;201505;6;6;00;1;05;1328650;1328650;1328650;T20;
465161741;JOSEPH FOUNDATION INC;;LAGOS LAGOS STATE;NIGERIA;;00000-0000;0000;03;3;1270;201601;1;15;000000000;1;01;201512;0;0;02;0;12;0;0;0;X12;
465247425;ZETA PHI BETA SORORITY;% ROMANDA DILLON;PSC 37 BOX 2342;APO;AE;09459-0024;1474;07;9;1000;196001;2;00;036279040;5;01;201612;0;0;02;0;12;0;0;0;;ALPHA ALPHA ETA ZETA CHAPTER
470845309;UCONNECT ORGANIZATION;% MARK JAUNTY;KAMPALA;UGANDA;;00000-0000;0000;03;3;1000;200203;1;15;000000000;5;01;201511;0;0;02;0;11;0;0;0;Q123;
470900585;TRANSFORM INTERNATIONAL MINISTRIES;% KEN GRETER;ABBOTSFORD BC V2T 6R3;CANADA;;00000-0000;1894;03;9;7000;196709;0;10;029000000;5;01;201512;1;1;06;0;12;657;3090;3090;;TODD BENTLEY
471005386;SOMALI COMMUNITY BARWAAQO INC;;MOGADISHO BANADIR NON;SOMALIA;;00000-0000;0000;03;3;1000;201408;1;15;000000000;1;01;201612;0;0;02;0;12;0;0;0;W99;
471127738;ABCK WORLD FUND;% NABEEL ALEXANDER;SALWA 20001;KUWAIT;;00000-0000;0000;03;3;1200;201511;1;16;000000000;1;01;201512;1;0;02;0;12;1;0;0;Q33;
471188621;JONATHON D FISCHER USA FOUNDATION;% JONATHON D FISCHER;TORONTO M5T 3L7;CANADA;;00000-0000;0000;03;3;1000;201409;1;04;000000000;1;01;;0;0;00;1;12;;;;P12;
471193787;CADILLAC VIKING BOOSTERS;% CADILLAC VIKING BOOSTERS;CADILLAC 49601;AFGHANISTAN;;00000-0000;0000;03;3;1000;201508;1;15;000000000;1;01;201612;0;0;02;0;12;0;0;0;N99;
471197638;YOKOSUKA WARRIORS YOUTH BASKETBALL CLUB;% CESAR VEGA;PSC 475 BOX 1505;FPO;AP;96350-1505;0000;03;3;1000;201504;1;16;000000000;5;01;201506;0;0;02;0;06;0;0;0;N62;
471421281;AIR FORCE SERGEANTS ASSOCIATION;% JAMES J HOLLOWAY;UNIT 2166;APO;AP;96213-2166;1758;19;9;1000;197205;2;00;480908000;5;01;;0;0;01;0;12;;;;;1557 CHAPTER
471497678;AMERICAN ASSOCIATION OF ZOO KEEPERS;% ED HANSEN;NORFOLK VA 23504;AFGHANISTAN;;00000-0000;7155;03;9;2000;199201;1;16;000000000;5;01;201612;0;0;02;0;12;0;0;0;;TIDEWATER CHAPTER OF AAZK
471567542;LAY UP TREASURE IN HEAVEN;% THE MEN OF NEHEMIAH;DALLAS DALLAS 75382;TOGO;;00000-0000;0000;03;3;7000;201411;1;16;000000000;1;01;201612;0;0;02;0;12;0;0;0;X20;
471753732;VISAYAN FORUM FOUNDATION INC;;BERKELEY CA 94701;PHILIPPINES;;00000-0000;0000;03;3;1200;201504;1;15;000000000;1;01;201512;0;0;02;0;12;0;0;0;A80;
471845352;BREIZH AMERIKA;% ANNE-SOPHIE KERGARAVAT;VILLAGE SAINT MATHIEU GUIDEL 56520;FRANCE;;00000-0000;0000;03;3;1200;201508;1;15;000000000;1;01;201508;0;0;02;0;08;0;0;0;A20;
471889789;REAL LIFE EDUCATIONAL FOUNDATION;% ALTHEA GREENE;MEMPHIS 38107;AFGHANISTAN;;00000-0000;0000;03;3;2000;201501;1;15;000000000;1;01;201612;0;0;02;0;12;0;0;0;B99;
471964061;JEWSCHOOL INC;;TORONTO ON M2M 2Y2;CANADA;;00000-0000;0000;03;3;1200;201501;1;16;000000000;1;01;201512;0;0;02;0;12;0;0;0;A23;
472026635;BLACKS IN GOVERNMENT;;CMR 489 BOX 884;APO;AE;09751-0009;3351;03;9;2000;198101;1;15;430000000;1;01;201412;0;0;01;0;12;0;0;0;;STUTTGART CHAPTER
472053956;WOMEN WITHOUT ROOFS;% ANNA TOWNSEND;BOURNEMOUTH DORSET BH1 3HR;UNITED KINGDOM;;00000-0000;0000;03;3;1000;201507;1;15;000000000;2;01;201703;0;0;02;0;03;0;0;0;;
472198708;ORDER OF EASTERN STAR PRINCE HALL AFFILIATION OF LOUISIANA;% DEE DIMOND WM;CMR 480 BOX GD;APO;AE;09128-0000;1872;08;9;1000;196705;2;00;036265000;5;01;201512;0;0;02;0;12;0;0;0;;190 HARRIET R TUBMAN
472372084;ASSOCIATION OF DESK & DERRICK CLUBS;% ELISE LORENZ;COBBLE HILL BRITISH COLUMBIA VOR 1L;CANADA;;00000-0000;7139;06;9;1000;199105;2;00;205000000;5;01;201612;0;0;02;0;12;0;0;0;;REGION VII FUND
472449697;MOUNTAIN PREGNANCY CENTER INC;% DAVE GOLDER;CRESTLINE;SAN MARINO;;00000-0000;0000;03;3;1270;201502;1;15;000000000;1;01;201612;3;3;02;0;12;25943;30962;30962;R62;
472674944;CHARLES STEVEN MONAT FOUNDATION LIMITED;;NO 29 AND 31 TAI TAM RD;HONG KONG;;00000-0000;0000;03;3;1000;201504;1;04;000000000;1;01;201512;5;2;00;1;12;777021;17140;;T22;
472709006;CAMP LIFT INC;;BIRMINGHAM AL 35214;AFGHANISTAN;;00000-0000;0000;03;3;1000;201504;1;15;000000000;1;01;201612;0;0;02;0;12;0;0;0;O50;
472825936;KIRCHNER IMPACT FOUNDATION;% GRAHAM HOEY;GLEN HAVEN NS B3Z 2X2;CANADA;;00000-0000;0000;03;3;1000;201506;1;04;000000000;1;01;201612;5;5;00;1;12;507981;559480;;K99;
472879108;KNIGHTS OF COLUMBUS;% KIM MCCANN;FPO AP 96349;JAPAN;;00000-0000;0188;08;9;1000;194010;2;00;000000000;5;01;201612;0;0;02;0;12;0;0;0;;12488 YOKOSUKA COUNCIL
473103151;PEHLI KIRAN SCHOOLS;% SABIRA QURESHI;WASHINGTON DC 20008;PAKISTAN;;00000-0000;0000;03;3;1000;201504;1;15;000000000;1;01;201612;0;0;02;0;12;0;0;0;Q33;
473173973;493 FS TROPHY CLUB;% JESSICA MITCHELL;UNIT 5220;APO;AE;09461-5220;0000;19;3;1000;201505;2;00;000000000;5;01;201612;0;0;02;0;12;0;0;0;W30;
473257135;FASTINA DERESTILS HANDS FOR HAITI;% ALLYSON OSWALD;PEORIA 61615;AKROTIRI;;00000-0000;0000;03;3;1000;201602;1;15;000000000;1;01;201512;0;0;02;0;12;0;0;0;Q33;
473268390;SAKURA VOLLEYBALL CLUB;% ANTHONY S SAN NICOLAS;PSC 473 BOX 329;FPO;AP;96349-0004;0000;03;3;1000;201609;1;16;000000000;5;01;201612;0;0;02;0;12;0;0;0;N60;
473873570;PTO FOR YOKOSUKA MIDDLE SCHOOL;% PTO FOR YOKOSUKA MIDDLE SCHOOL;PSC 473 BOX 1640;FPO;AP;96349-0017;0000;03;3;1238;201505;1;15;000000000;5;01;201605;0;0;02;0;05;0;0;0;B94;
473912229;COLUMBIA PIPELINE GROUP UNION LIFE AND MEDICAL BENEFITS VEBA TRUST;% DEANNE ALLEN;CALGARY, ALBERTA T2P 5H1;CANADA;;00000-0000;0000;09;3;1000;201603;2;00;000000000;2;01;201512;9;6;01;0;12;63066746;1862451;1917529;Y43;
474089674;MANDELA DAY CORPUS CHRISTI - MDCC;;CORPUS CHRISTI TEXAS 78418;AFGHANISTAN;;00000-0000;0000;03;3;1000;201611;1;15;000000000;1;01;201612;0;0;02;0;12;0;0;0;P20;
474097210;WITHOUT VOWELS PROJECT;% SHAY AGNON 32 STE 29;LOCAL;ISRAEL;;00000-0000;0000;03;3;1000;201512;1;15;000000000;1;01;201701;1;0;02;0;01;1;0;0;X20;
474102582;VICTOR PORTONS FOUNDATION;;ASHKELON 78640;ISRAEL;;00000-0000;0000;03;3;1200;201603;1;16;000000000;1;01;201612;1;0;02;0;01;1;0;0;B99;
474221220;ARMED FORCES COMMUNICATIONS AND ELECTRONICS ASSOCIATION;% AARON A CAMPBELL;PSC 9 BOX 5417;APO;AE;09123-0055;3185;06;9;2000;198209;2;00;065207000;1;01;201612;0;0;02;0;12;0;0;0;;EIFEL CHAPTER
474229127;AFCEA EDUCATIONAL FOUNDATION;% AARON A CAMPBELL;PSC 9 BOX 5417;APO;AE;09123-0055;3207;03;9;1200;198410;1;15;040041000;1;01;201609;0;0;02;0;09;0;0;0;;EIFEL CHAPTER
474368590;CENTER FOR PUBLIC HEALTH & DEVELOPMENT;;NAIROBI;KENYA;;00000-0000;0000;03;3;1000;201602;1;15;000000000;1;01;;0;0;01;0;06;;;;P20;
474623269;AVIANO THRIFT SHOP;% HEATHER DIAZ;45 UNIT 6122;APO;AE;09604-6122;0000;03;3;1000;201507;1;16;000000000;5;01;201605;0;0;02;0;05;0;0;0;P29;
474854103;ASSOCIATION OF SCHOOL BOOSTER CLUBS;% RICKEY LINDSEY;FORT WORTH TX 76108;TURKMENISTAN;;00000-0000;6145;03;9;1000;201506;1;16;000000000;1;01;201606;0;0;02;0;06;0;0;0;B19;BREWER LADY BEARS BASKETBALL BOOSTE
474856091;MBONE INTERNATIONAL;% DANIELLE TANEFO;YAOUNDE;CAMEROON;;00000-0000;0000;03;3;1270;201511;1;15;000000000;1;01;201612;0;0;02;0;12;0;0;0;P11;
475085767;MILITARY ORDER OF THE COOTIE OF THE UNITED STATES;% BARRY L LARSON;PSC 517 BOX 4729;FPO;AP;96517-0000;1710;04;9;1000;196501;2;00;907000000;5;01;201512;0;0;02;0;12;0;0;0;;PUP TENT 15 MIGHTY PINATUBO
475111083;CARING HEALTH CONCIERGE INC;% CINDY L JOSEPH;PO BOX 4554;KINGSHILL;VI;00851-4554;0000;03;3;1200;201509;1;15;000000000;1;01;;0;0;02;0;12;;;;E60;
481067803;WIND OF THE SPIRIT MINISTRIES INC;% DR BARBARA JENNISON;UITENHAGE EASTERN CAPE 6230;SOUTH AFRICA;;00000-0000;0000;03;3;1700;198907;1;15;007000000;1;01;201612;0;0;02;0;12;0;0;0;;
486117286;VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF KANSAS;% DENNIS H OLSON;WAKEFIELD KANSAS;AFGHANISTAN;;00000-0000;0927;19;9;1000;199709;1;00;407000000;1;01;201606;0;0;02;0;06;0;0;0;W30;7774 REPUBLICAN VALLEY MEMORIAL
510138426;NAVAL HOSPITAL CHILD CARE CENTER;;BOX 44;FPO;AP;96630-0000;0000;03;3;1000;197507;1;15;574000000;5;01;;0;0;14;0;12;;;;;
510180636;BARBIERI CENTER INC;% GUY DRAPEAU ACCT SERVICES;ROME 00153;ITALY;;00000-0000;0000;03;3;2000;197602;1;11;030044093;1;01;201606;4;6;01;0;06;457014;2818410;2818410;Q220;
510252071;AIR FORCE SERGEANTS ASSOCIATION;% TERRANCE J KAUP;UNIT 5119;APO;AP;96328-5119;1758;19;9;1000;197205;2;00;480908000;5;01;;0;0;01;0;12;;;;;1551 CHAPTER
510252075;AIR FORCE SERGEANTS ASSOCIATION;% JOE L PERKINS;UNIT 2065 BOX 2;APO;AP;96278-2065;1758;19;9;1000;197205;2;00;480908000;5;01;;0;0;01;0;12;;;;;1556 CHAPTER
510252106;AIR FORCE SERGEANTS ASSOCIATION;% RICHARD W BENNETT;UNIT 5187;APO;AE;09461-5187;1758;19;9;1000;197205;2;00;480908000;5;01;;0;0;01;0;12;;;;;1669 CHAPTER
510252107;AIR FORCE SERGEANTS ASSOCIATION;% JORDAN M GADDIS;PSC 47 BOX 671;APO;AE;09470-0007;1758;19;9;1000;197205;2;00;480908000;5;01;;0;0;02;0;12;;;;;1665 CHAPTER
510252110;AIR FORCE SERGEANTS ASSOCIATION;% MARCO A LARA;PSC 50 BOX 1182;APO;AE;09494-0012;1758;19;9;1000;197205;2;00;480908000;5;01;;0;0;02;0;12;;;;;1671 CHAPTER
510255903;ARMED FORCES COMMUNICATIONS AND ELECTRONICS ASSOCIATION;% COL JEFF SORRELL;86 MWR RAB CTR BLDG 412 BOX 29;APO;AE;09094-0000;3185;06;9;2000;198209;2;00;065000000;1;01;201512;4;3;01;0;12;100812;74946;59576;;KAISERSLAUTERN CHAPTER
510262624;AMERICAN FRIENDS OF THE NATL MUSEUM OF BERMUDA INC;;MANGROVE BAY MA BX;BERMUDA;;00000-0000;0000;03;3;1000;198204;1;15;060030000;1;01;201612;3;4;01;0;12;48747;111833;109685;;
510324414;AEGEAN CENTER FOR THE FINE ARTS INC;% THE AEGEAN CENTER;PAROS KYKLADES 84400;GREECE;;00000-0000;0000;03;3;2000;199209;2;11;046030000;1;01;201612;0;0;02;0;12;0;0;0;A6E0;
510344117;THE LAY CENTRE AT FOYER UNITAS INSTITUTE;% THE LAY CENTRE AT FOYER UNITAS IN;RM 00184;ITALY;;00000-0000;0000;03;3;1200;199304;2;16;042000000;1;01;201607;4;5;01;0;07;167064;764382;764382;B80Z;
510350058;WORLD ASSISTANCE FOR CAMBODIA INC;% BERNARD KRISHER;TOKYO 150-0012;JAPAN;;00000-0000;0000;03;3;1000;199310;1;15;560000000;1;01;201512;4;5;01;0;12;360252;682861;682861;Q300;
510364510;INTERNATIONAL CHARITABLE FUND OF BERMUDA INC;% RICHARD IRVINE PWC;HAMILTON HM 11;BURMA;;00000-0000;0000;03;3;1000;199504;1;15;994602000;1;01;201612;1;2;02;0;12;3189;10208;10208;T20;
510380560;TAIPEI INTERNATIONAL CHURCH CORPORATION;% PETER YEH;TAIPEI 11161;TAIWAN;;00000-0000;0000;03;3;7000;199901;1;15;000000000;1;01;201612;0;0;02;0;12;0;0;0;X21;
510381264;UNITED STATES OPEN UNIVERSITY INC;% MILES HEDGES;MILTON KEYNES MK7 6AA;UNITED KINGDOM;;00000-0000;0000;03;3;1000;200004;2;17;000000000;1;01;201607;1;0;02;0;07;1;0;0;B40;
510381265;OPEN UNIVERSITY WORLDWIDE USA INC;% MILES S HEDGES;MILTON KEYNES MK7 6AA;UNITED KINGDOM;;00000-0000;0000;03;3;1000;200209;2;17;000000000;1;01;201607;1;0;02;0;07;1;0;0;Q113;
510474734;DENTISTS WITHOUT BORDERS ORG INC;% DR K SHARMA;CALGARY AB T2Z 0N3;CANADA;;00000-0000;0000;03;3;1000;200411;4;15;000000000;1;01;201412;0;0;02;0;12;0;0;0;E30;
510545322;LINCOLN SCHOOL FOUNDATION INC;;SAN JOSE 1919-1000;COSTA RICA;;00000-0000;0000;03;3;1000;200606;1;15;000000000;1;01;201606;0;0;02;0;06;0;0;0;T12;
510553809;COYOTE CANYON CABALLOS DANZA;% ROBERT HAYDEN;SANTA YSABEL CA 92070;CANADA;;00000-0000;0000;03;3;1240;201005;1;15;000000000;1;01;201612;0;0;02;0;12;0;0;0;D31;
510616171;DIAMOND DEVELOPMENT INITIATIVE INTERNATIONAL;% RAY SIMMONS;OTTAWA ON K1N 7B7;CANADA;;00000-0000;0000;03;3;1200;200705;4;15;000000000;1;01;201512;5;6;01;0;12;723128;1335523;1335523;Q32;
516018405;AMERICAN OVERSEAS SCHOOL OF ROME INC;;00189 ROME;ITALY;;00000-0000;0000;03;3;2000;196212;2;15;030000000;1;01;201606;8;8;01;0;06;14145477;12535944;12535944;B24Z;
516021687;AMERICAN SCHOOLS ABROAD INC;;FLORENCE 50125;ITALY;;00000-0000;0000;03;3;2000;196712;2;11;046030000;1;01;201606;7;7;01;0;06;5668744;9646704;9646704;;VILLA LE TAVERNULE VIA DEL CAROTA16
516024083;TOKYO UNION CHURCH FOUNDATION INC;% JOSEPH L DUNKLE;TOKYO 150-0001;JAPAN;;00000-0000;0000;03;3;1000;201203;1;04;029000000;1;01;201512;7;4;00;1;12;5519889;430713;;Q11;
520703367;AMERICAN LEGION AUXILIARY;% PATSY CREIGHTON;CAMBRIDGE MARYLAND 21613;ARMENIA;;00000-0000;0964;19;9;1000;194610;1;00;319000000;1;01;201607;0;0;02;0;07;0;0;0;;91 DORCHESTER INC
521182681;LAKEFIELD COLLEGE SCHOOL FOUNDATION AMERICAN INC;;LAKEFIELD ONTARIO K0L 2H0;CANADA;;00000-0000;0000;03;3;1000;198002;4;04;602000000;1;01;201606;1;4;00;1;06;2;163149;;Q113;
521220321;INTERNATIONAL BUSINESS AVIATION COUNCIL INC;% 999 UNIVERSITY ST STE 16 33;MONTREAL QUEBEC H3C 5J9;CANADA;;00000-0000;0000;06;3;2000;198201;2;00;200480000;1;01;201512;6;6;01;0;12;1428601;2016411;2016411;;
521283599;ARMED FORCES COMMUNICATIONS AND ELECTRONICS ASSOCIATION;% MGYSGT ARTHUR ALLEN USMC;UNIT 35023;FPO;AP;96373-2300;3185;06;9;2000;198209;0;00;000000000;5;01;201512;0;0;02;0;12;0;0;0;;OKINAWA CHAPTER
521291786;ASSOCIATION FOR WOMENS RIGHTS IN DEVELOPMENT;% CHRISTINE HAYHURST;TORONTO M5T 2C7;CANADA;;00000-0000;0000;03;3;2000;198308;4;16;205123000;1;01;201512;8;7;01;0;12;10390117;9221879;9221879;Q700;
521326048;AMERICAN AIR MUSEUM IN BRITAIN;% IMPERIAL WAR MUSEUM DUXFORD;CAMBRIDGE CB22 4QR;UNITED KINGDOM;;00000-0000;0000;03;3;1200;198404;1;15;060994000;1;01;201612;6;6;01;0;12;1250595;1694673;1694673;A59Z;
521420520;THE INSTITUTE OF MORALOGY;;KASHIWA CITY CHIBA 277-8654;JAPAN;;00000-0000;0000;03;3;1000;198804;2;15;911123093;3;01;201603;9;8;01;0;03;186018773;33807230;33807230;Q220;
521503236;WORLD ASSOCIATION FOR INFANT MENTAL HEALTH INC;% HIRAM E FITZGERALD PHD;TAMPERE;FINLAND;;00000-0000;0000;03;3;1200;198704;2;16;123000000;1;01;201612;4;5;01;0;12;424699;725333;725333;;
521503913;AMERICAN SOCIETY OF AGRICULTURAL ENGINEERS;% WILLIAM RITTER;HALIFAX NS B3H4R2;CANADA;;00000-0000;5081;03;9;1000;198606;1;15;059000000;1;01;201512;0;0;02;0;12;0;0;0;;NABEC
521519026;SWEET ADELINES INTERNATIONAL;% ADRIANA TOMIE;SAULT STE MARIE ONTARIO P6B 0E3;CANADA;;00000-0000;1321;03;9;2000;195510;1;16;119059000;5;01;201604;0;0;02;0;04;0;0;0;;LOCK CITIES
521552625;THE ALEX SINGER PROJECT INC;;JERUSALEM 93502;ISRAEL;;00000-0000;0000;03;3;1000;198810;1;04;120000000;1;01;201609;2;1;00;1;09;19438;688;;;
521580447;AFRICAN ECONOMIC RESEARCH CONSORTIUM INC;;NAIROBI;KENYA;;00000-0000;0000;03;3;1000;198906;0;15;124000000;5;01;201603;8;8;01;0;03;24480588;11077440;11077440;Q320;
521589141;SOCIETY OF AMERICAN MILITARY ENGINEERS;% HOANG NGUYEN;APO AP 96266;REPUBLIC OF KOREA;;00000-0000;1278;03;9;2800;195411;0;16;059908120;5;01;201612;0;0;02;0;12;0;0;0;;S A M E KOREA POST
521655900;RESERVE OFFICERS ASSOCIATION OF TH UNITED STATES;% MILTON H ISA;TOKYO TOKYO 1040051;JAPAN;;00000-0000;2680;19;9;1000;197512;2;00;907908000;5;01;201703;0;0;02;0;03;0;0;0;;FAR EAST DEPT
521685246;THE SOCIETY FOR THE ADVANCEMENT OF SOCIO-ECONOMICS;;PARIS 75007;FRANCE;;00000-0000;0000;03;3;1000;199108;2;16;123000000;1;01;201512;4;4;01;0;12;343326;431166;431166;V032;714 H GELMAN LIBRARY
521685933;AMERICAN CHAMBER FOUNDATION PHILIPPINES INC;;PALANAN 1235 MAKATI CITY;PHILIPPINES;;00000-0000;0000;03;3;1000;198808;1;15;040000000;1;01;201612;4;3;02;0;12;486029;41431;41431;B82;
521690493;VOLKSWAGEN-STIFTUNG;% RALPH WERNER;30519 HANNOVER;GERMANY;;00000-0000;0000;03;3;1000;199008;2;04;199000000;2;01;201512;9;9;00;1;12;3372273762;358290888;;T21;
521757380;LEONID KOZLOV DANCE INTERNATIONAL INC;% LEONID KOZLOV;ORANJESTAD;ARUBA;;00000-0000;0000;03;3;2000;199202;1;16;088000000;1;01;201612;0;0;02;0;12;0;0;0;A620;
521809771;INTERNATIONAL SOCIETY FOR CELLULAR THERAPY;% MALACHITE MANAGEMENT INC;VANCOUVER BC V6C 2T7;CANADA;;00000-0000;0000;03;3;1000;199411;4;15;199000000;1;01;201612;6;6;01;0;12;2130116;2234704;2234704;;
521868791;QUESTERS INC;% WILLIAM B OGDEN 1247;PHILADELPHIA PENNSYLVANIA 19107;AFGHANISTAN;;00000-0000;1845;03;9;1200;196703;1;16;059062061;5;01;201605;0;0;02;0;05;0;0;0;;1247 WILLIAM B OGDEN
521945379;FONDO MEXICANO PARA LA CONSERVACION DE LA NATURALEZA AC;% WORLD WILDLIFE FUND;MEXICO CITY MEXICO 03900;MEXICO;;00000-0000;0000;03;3;1200;199512;4;15;379000000;1;01;201512;9;8;01;0;12;117982944;13922844;13922844;C99Z;MEXICAN NATURE CONSERVATION FUND AC
521953157;INTERNATIONAL LIVESTOCK RESEARCH INSTITUTE;% AIARC;NAIROBI 00100;KENYA;;00000-0000;0000;03;3;1000;199712;1;15;994000000;1;01;201512;9;9;01;0;12;98502000;76877000;76734000;Q053;ILRI
521960422;U S FOUNDATION FOR QUEENS UNIVERSITY AT KINGSTON;;KINGSTON ON K7L 3N6;CANADA;;00000-0000;0000;03;3;1000;199603;4;15;994000000;1;01;201604;3;6;01;0;04;26000;1576093;1576093;;
521970455;CARLETON UNIVERSITY FOUNDATION U S;% CAPLAN & DRYSDALE;OTTAWA ONTARIO K1S 5B6;CANADA;;00000-0000;0000;03;3;1000;199604;4;16;994059602;1;01;201612;3;4;01;0;12;39201;114281;114281;T30;
522005622;AMERICAN CHAMBER OF COMMERCE IN UZBEKISTAN INC;% IHOR KUNASZ;TASHKENT 100031;UZBEKISTAN;;00000-0000;0000;06;3;3000;199908;2;00;000000000;1;01;201612;3;3;01;0;12;48957;83077;83077;S41;
522039091;AMERICAN SCHOOL OF WARSAW FOUNDATION INC;;KONSTANCIN JEZIORNA;POLAND;;00000-0000;0000;03;3;1000;199809;2;15;059000000;1;01;201606;8;4;14;0;06;14499046;121523;121523;Q113;
522065453;INTERNATIONAL DOI FOUNDATION INC;;RICHMOND SURREYTW EU;UNITED KINGDOM;;00000-0000;0000;06;3;1200;199806;2;00;200000000;1;01;201512;5;6;01;0;12;681266;1029146;1029146;;
522069279;STEP UP INC;% ERIC R MCCLAFFERTY;SAO TOME;SAO TOME & PRINCIPE;;00000-0000;0000;03;3;1000;199812;2;15;994165000;1;01;201512;3;3;02;0;12;27366;26382;26382;Q300;KELLEY DRYE
522138580;PRO-HERMANOS DEL ANCIANO INC;% LEONARD P PURCELL;39907 LA ZANJA ACAPULCO GRO;MEXICO;;00000-0000;0000;03;3;1000;199906;4;15;000000000;1;01;201412;1;4;01;0;12;1;178546;178546;L20;
522194803;INTERNATIONAL HUMANIST AND ETHICAL UNION INC;;LONDON EC1V 8BB;UNITED KINGDOM;;00000-0000;0000;03;3;1000;200201;1;15;000000000;1;01;201512;6;4;01;0;12;2975827;208940;208940;Q20;IHEU
