EIN;NAME;ICO;STREET;CITY;STATE;ZIP;GROUP;SUBSECTION;AFFILIATION;CLASSIFICATION;RULING;DEDUCTIBILITY;FOUNDATION;ACTIVITY;ORGANIZATION;STATUS;TAX_PERIOD;ASSET_CD;INCOME_CD;FILING_REQ_CD;PF_FILING_REQ_CD;ACCT_PD;ASSET_AMT;INCOME_AMT;REVENUE_AMT;NTEE_CD;SORT_NAME
660409592;IGLESIA EVANGELICA PENT ASAMBLEA DE DIOS;;PO BOX 1584;ANASCO;PR;00610-1584;1678;03;9;7000;196408;1;10;001002029;5;01;;0;0;06;0;12;;;;;
660412491;TERCERA IGLESIA BAUTISTA DE PONCE;;PO BOX 7702;PONCE;PR;00732-7702;3125;03;9;7000;195504;1;10;001000000;5;01;;0;0;06;0;12;;;;;7169
660413230;PUERTO RICO COMMUNITY FOUNDATION INC;;PO BOX 70362;SAN JUAN;PR;00936-8362;0000;03;3;1000;198503;1;15;600602000;1;01;201512;8;7;01;0;12;31484912;7116591;7116591;T31;
660413650;ASOCIACION PRO ALBERGUE DE ANIMALES INC;;PO BOX 3537;MAYAGUEZ;PR;00681-3537;0000;03;3;4000;198505;1;15;913000000;1;01;201612;4;4;01;0;12;204791;376314;376314;Z99Z;
660413881;HOGAR RUTH INC;;PO BOX 538;VEGA ALTA;PR;00692-0538;0000;03;3;1000;200403;1;15;000000000;1;01;201606;5;6;01;0;06;914067;1662880;1662880;;HOGAR RUTH PARA MUJERES MALTRATADAS
660415750;IGLESIA CRISTIANA CARISMATICA DE LEVITTOWN INC;% HECTOR PEREZ REV;PO BOX 50445;LEVITTOWN;PR;00950-0445;8141;03;9;7000;199701;1;10;001000000;1;01;;0;0;06;0;12;;;;;
660416567;CORPORACION PARA EL DESARROLLO DEL OESTE INC;;PO BOX 837;MAYAGUEZ;PR;00681-0837;0000;04;3;3000;199709;2;00;381000000;1;01;201609;6;4;01;0;09;4551851;311471;311471;;
660417386;PRIMERA IGLESIA AD;% ERNESTO RIVERA MATOS NO 155;PO BOX 3960;MAYAGUEZ;PR;00681-3960;1678;03;9;7000;196408;1;10;001002029;5;01;;0;0;06;0;12;;;;;GIALDY IRIZARRY
660419912;ASOCIACION DE SALUD PRIMARIA DE PUERTO RICO INC;% EDIFICIO LA EUSKALDUNA;EDIFICIO ALIANZA 400 A MIRANDA;SAN JUAN;PR;00927-0000;0000;03;3;1000;199007;1;15;531000000;1;01;201609;5;6;01;0;09;888400;1260262;1260262;;
660420190;MUSEO DE ARTE CONTEMPORANEO DE PUERTO RICO INC;% THE MUSEUM;PO BOX 362377;SAN JUAN;PR;00936-2377;0000;03;3;1000;199303;1;15;060000000;1;01;201606;0;0;02;0;06;0;0;0;;
660420245;CASA SAN GERARDO INC;;PO BOX 7182;CAGUAS;PR;00726-7182;0000;03;3;1200;200406;1;15;000000000;1;01;201406;3;1;02;0;06;83262;1756;1756;P45;
660420438;IGLESIA CRISTIANA TESALONICA;;URB STA RITA E28 CALLE 3;VEGA ALTA;PR;00692-0000;1678;03;9;7000;196408;1;10;001002029;5;01;;0;0;06;0;12;;;;;
660420997;LUTHERAN SOCIAL SERVICES OF PUERTO RICO;% HECTOR CAMARENO;150 CALLE DEL PARQUE;SAN JUAN;PR;00911-1919;9386;03;9;7000;198804;1;10;001000000;1;01;;0;0;06;0;12;;;;;
660421420;INSTITUTO PREVOCACIONAL E INDUSTRIAL DE PUERTO RICO;;PO BOX 1800;ARECIBO;PR;00613-1800;0000;03;3;2000;199201;1;11;046031000;1;01;201606;6;6;01;0;06;1485350;2410651;2410651;;CALLE EUGENIO M DE HOSTOS ESQ
660421458;ASOCIACION EDUCATIVA PRO-DESARROLLO HUMANO DE CULEBRA INC;;PO BOX 477;CULEBRA;PR;00775-0477;0000;03;3;1200;199501;1;15;560000000;1;01;201606;3;4;01;0;06;67326;138318;138318;P200;
660421941;CORPORACION PARA RESTAURACION TEATRO OLIVER;% CALLE JAUREGUI ESQ;PO BOX 141598;ARECIBO;PR;00614-1598;0000;03;3;1000;199709;1;15;994088000;1;01;201609;6;1;02;0;09;3753300;600;600;A65;
660422002;IGLESIA CARISMATICA DE PONCE INC;% IGLESIA CRISTIANA CARISMATICA;PO BOX 8061;PONCE;PR;00732-8061;8141;03;9;7000;199701;1;10;001000000;1;01;;0;0;06;0;12;;;;;
660423328;PUERTO RICO DEAF MINISTRIES INC;;PO BOX 7423;PONCE;PR;00732-7423;0000;03;3;1000;199508;1;15;998000000;1;01;201612;3;4;01;0;12;73028;133467;133467;X200;
660423489;SPINA BIFIDA & HIDROCEPHALUS ASSOCIATION OF PUERTO RICO INC;;PO BOX 8262;BAYAMON;PR;00960-8262;0000;03;3;1000;200005;1;15;000000000;5;01;201606;4;4;01;0;06;214920;287023;287023;G20;
660423758;CENTRO PARA NINOS EL NUEVO HOGAR INC;% GABRIEL MAS;PO BOX 212;ADJUNTAS;PR;00601-0212;0000;03;3;1200;200403;1;15;000000000;1;01;201612;4;4;01;0;12;220646;248343;248343;P70;
660424169;FUNDACION FELISA RINCON DE GAUTIER;;PO BOX 6607;SAN JUAN;PR;00914-6607;0000;03;3;2000;198606;1;15;120000000;1;01;201606;6;4;01;0;06;1743343;237071;237071;;
660424216;ASOCIACION BENEFICA DE PONCE INC;;PO BOX 8110;PONCE;PR;00732-8110;0000;03;3;1000;201107;1;15;000000000;1;01;201606;4;5;01;0;06;101921;665378;665378;L22;
660425468;LA CASA DE TODOS;;HC 23 BOX 6128;JUNCOS;PR;00777-9710;0000;03;3;1000;200005;1;15;000000000;1;01;201606;4;4;01;0;06;155186;498699;498699;P430;
660425840;INSTITUTO SOCIO-ECONOMICO COMUNITARIO INC;% SR ARLEEN PADUA IRIZARRY;PO BOX 9066542;SAN JUAN;PR;00906-6542;0000;03;3;1000;198802;1;15;560408000;1;01;201609;6;8;01;0;09;4677159;10645690;10645690;;EDIF FUNSECO
660426506;CENTRO DE SALUD DE LARES INC;;PO BOX 379;LARES;PR;00669-0379;0000;03;3;1000;199303;1;15;154000000;1;01;201603;8;8;01;0;03;21324001;23330991;23330991;E32Z;
660426667;SERVICIOS DE SALUD PRIMARIOS DE;;PO BOX 2045;BARCELONETA;PR;00617-2045;0000;03;3;1000;199103;1;12;154904000;1;01;201606;8;8;01;0;06;13341442;15106002;15106002;;
660426787;LA FONDITA DE JESUS;% LA FONDITA DE JESUS;PO BOX 19384;SAN JUAN;PR;00910-1384;0000;03;3;1000;199011;1;15;560000000;1;01;201605;6;6;01;0;12;3724198;3470289;3470289;;
660427194;CORP SERV MED PRIM Y PREV DE HATILLO;;116 AVE DR SUSONI;HATILLO;PR;00659-1847;0000;03;3;1000;199309;1;12;150000000;1;01;201601;8;8;01;0;01;14221735;13286332;13286332;;
660427218;IGLESIA CARISMATICA CRISTIANOS RENOVADOS INC;% PEDRO RODRIGUEZ;BO TORUGO CARRETERA 873;RIO PIEDRAS;PR;00926-0000;8141;03;9;7000;199701;1;10;001000000;1;01;;0;0;06;0;12;;;;;
660427801;MIGRANT HEALTH CENTER;;PO BOX 190;MAYAGUEZ;PR;00681-0190;0000;03;3;1000;198705;1;12;154000000;1;01;201602;8;9;01;0;02;36622456;51221264;51221264;;WESTERN REGION INC
660428120;PRYMED MEDICAL CARE INC;% GLADYS RIVERA;PO BOX 1427;CIALES;PR;00638-1427;0000;03;3;1000;199704;1;12;154000000;1;01;201701;8;8;01;0;01;13306988;11122088;11122088;E20Z;
660428414;IGLESIA ROCA DE REFUGIO DEFENSORES DE LA FE INC;;RR 4 BOX 11162;TOA ALTA;PR;00953-9713;0000;03;3;7000;200211;1;10;000000000;1;01;;0;0;06;0;06;;;;X21;
660428488;COSTA SALUD COMMUNITY HEALTH CENTERS INC;;PO BOX 638;RINCON;PR;00677-0638;0000;03;3;1000;199307;1;15;155000000;1;01;201603;8;8;01;0;03;18627991;21087239;21087239;E39Z;
660428560;TEATRO DE LA COMEDIA INC;% WILMA E REVERON;721 HDEZ ST APT G-15 STE G-15;SANTURCE;PR;00907-0000;0000;03;3;1000;199304;1;15;090000000;1;01;201607;1;1;02;0;07;398;8201;8201;A650;
660428649;ASAMBLEAS DE DIOS DE CIALES;;PO BOX 2787;BAYAMON;PR;00960-2787;1678;03;9;7000;196408;1;10;001002029;5;01;;0;0;06;0;12;;;;;
660428651;PRODUCIR INC UNA CORP DE DESARROLLO COMUNAL Y ECON PARA CUBUY Y LOMAS;;PO BOX 35000;CANOVANAS;PR;00729-0014;0000;03;3;1000;198802;1;15;149408000;1;01;201612;5;4;01;0;12;972218;216526;216526;S200;
660428652;CAMUY HEALTH SERVICES INC;;PO BOX 660;CAMUY;PR;00627-0660;0000;03;3;1000;198609;0;12;000000000;1;01;201601;8;8;01;0;01;14767654;15614814;15614814;;SERVICIO DE SALUD DE CAMUY INC
660428922;CENTRO DE SERVICIOS PRIMARIOS DE SA LUD INC;;PO BOX 368;FLORIDA;PR;00650-0368;0000;03;3;1200;199305;1;12;155000000;1;01;201512;7;6;01;0;12;5523617;2726156;2726156;;
660428997;CENTRO DE SERVICIOS A LA JUVENTUD INC;;PO BOX 9368;ARECIBO;PR;00613-9368;0000;03;3;1000;199909;1;15;000000000;1;01;201609;6;7;01;0;09;1342507;5128208;5128208;P300;
660429598;THE VIEQUES CONSERVATION AND HISTORICAL TRUST INC;;138 CALLE FLAMBOYAN;VIEQUES;PR;00765-4005;0000;03;3;1200;198701;1;15;350119994;1;01;201609;5;4;01;0;09;621497;385610;345399;;
660429762;CORPORACION PARA EL DESARROLLO ECONOMICO DE TRUJILLO ALTO;;PO BOX 1685;TRUJILLO ALTO;PR;00977-1685;0000;03;3;1000;200107;1;16;000000000;1;01;201612;6;5;01;0;12;3174765;579313;579313;L22;
660429983;CEIBA HOUSING AND ECONOMIC DEVELOPMENT CORPORATION;% OLGA I ROCHE CASTRO;555 CALLE JULIAN RIVERA;CEIBA;PR;00735-0000;0000;03;3;1000;199212;1;15;400994000;1;01;201509;6;6;01;0;09;2543405;1851804;84501;;HECTOR I NIEVES BAEZ
660430105;CENTRO RAMON FRADE INC;;RES BENIGNO FNDZ GARCIA BUZON 105;CAYEY;PR;00736-0000;0000;03;3;1000;201604;1;15;998000000;1;01;201509;4;4;01;0;09;241011;396883;396883;P81;
660430211;IGL ASAMBLEAS DE DIOS URBANIZACION MONTE BRISA;;B19 CALLE H;FAJARDO;PR;00738-3352;1678;03;9;7000;196408;1;10;001002029;5;01;;0;0;06;0;12;;;;;
660430826;CENTRO DE SERVICIOS PRIMARIOS DE;% CALLE RIEFKHOL CARR 3;PO BOX 697;PATILLAS;PR;00723-0697;0000;03;3;1000;199210;1;12;154000000;1;01;201603;7;8;01;0;03;9225465;17645545;17645545;;
660431811;NATIONAL ASSOCIATION OF INSURANCE WOMEN;% ARIADNA M HERNANDEZ;PO BOX 193302;SAN JUAN;PR;00919-3302;1937;06;9;2000;196806;2;00;200059205;5;01;201512;0;0;02;0;12;0;0;0;;385 ASS DE PRO DE SERGUROS DE PUERT
660432361;CULTURARTE DE PUERTO RICO INC;% GUILLERMO L MARTINEZ;PO BOX 365051;SAN JUAN;PR;00936-5051;0000;03;3;2000;200111;1;16;000000000;1;01;201512;5;4;01;0;12;841735;244406;244406;A260;
660432461;SOCIEDAD DE INVESTIGACION CIENTIFICA INC;;PO BOX 33060;SAN JUAN;PR;00933-3060;0000;03;3;8000;199104;1;12;161000000;1;01;201609;4;4;01;0;09;211204;403337;403337;U20Z;
660433853;ADMINISTRACION DE SERVICIOS MEDICOS DE PUERTO RICO;% ANGEL RIVERA GARCIA;PO BOX 2129;SAN JUAN;PR;00922-2129;0000;03;3;1200;201505;1;12;000000000;1;01;;0;0;14;0;06;;;;E20;
660434243;CARIBBEAN THEOLOGICAL COLLEGE;;PO BOX 1335;BAYAMON;PR;00960-1335;1678;03;9;7000;196408;1;10;001002029;5;01;;0;0;06;0;12;;;;;
660434923;COSSMA INC;% BRENDA L RIVERA;PO BOX 1330;CIDRA;PR;00739-1330;0000;03;3;1000;198907;1;15;154000000;1;01;201608;9;8;01;0;08;52235723;35297924;35297924;E320;
660436383;CENTRO DE DIAGNOSTICO PARA INTELIGENCIAS MULTIPLES INC;;PO BOX 270076;SAN JUAN;PR;00928-2876;0000;03;3;1000;201012;1;15;179000000;1;01;201606;5;6;01;0;06;828304;2008624;2008624;P80;CENT
660437360;ESCUELA FEDERICO FROEBEL INC;% ESCUELA FEDERICO FROEBEL INC;PO BOX 250641;AGUADILLA;PR;00604-0641;0000;03;3;2000;201505;1;11;000000000;1;01;201612;6;6;01;0;12;1716267;1346662;1346662;B20;
660437924;HPM FOUNDATION INC;% JULIO GOMEZ;2016 AVE BORINQUEN;SAN JUAN;PR;00915-3823;0000;03;3;1000;199304;1;12;154000000;1;01;201603;8;8;01;0;03;24279682;19029776;19029776;E320;
660438765;LA PALABRA DE VIDA ASAMBLEA DE DIOS;% BO QUEBRADA;HC 2 BOX 8040;CAMUY;PR;00627-8953;1678;03;9;7000;196408;1;10;001002029;5;01;;0;0;06;0;03;;;;;
660438770;CHURCH OF SCIENTOLOGY OF PUERTO RICO;;31-35 AVE MAIN;BAYAMON;PR;00959-6531;4168;03;9;7000;199310;1;10;001000000;1;01;;0;0;06;0;12;;;;;
660439432;UNIVERSAL TECHNOLOGY COLLEGE OF PR INC;;PO BOX 1955;AGUADILLA;PR;00605-1955;0000;03;3;2000;201508;1;11;030000000;1;01;;0;0;01;0;09;;;;B30;
660440089;HOGAR INFANTIL JESUS NAZARENO INC;;AVENIDA NOEL ESTRADA 384 ISABELA;ISABELA;PR;00662-0000;0000;03;3;1000;201507;1;15;031150120;1;01;201606;5;4;01;0;06;842416;418319;418319;;
660440170;IGLESIA CRISTIANA JUAN 3-16 INC;% JOSE A LOPEZ;PO BOX 3568;MAYAGUEZ;PR;00681-3568;1678;03;9;7000;196408;1;10;001002029;5;01;;0;0;06;0;12;;;;;
660440240;FONDO CULTURAL DEL OESTE INC;% ENRIQUE SAAVEDRA SEDA;69 ORQUIDEAS ENSANCHE MARTINEZ;MAYAGUEZ;PR;00680-0000;0000;03;3;1000;200211;1;15;000000000;1;01;201512;4;4;01;0;12;355397;142149;142149;P20;
660441600;IGLESIA CARISMATICA DE COROZAL INC;% REINALDO COLON SIFONTE REV;CARR 618 BO CUCHILLAS KM 7 3;COROZAL;PR;00783-0000;8141;03;9;7000;199701;1;10;001000000;1;01;;0;0;06;0;12;;;;;
660441776;IGLESIA MANANTIAL DE VIDA INC;% MARCOS MORALES;EXPRESO ARECIBO A LARES CARR 129 BO;LARES;PR;00669-0000;8141;03;9;7000;199701;1;10;001000000;1;01;;0;0;06;0;12;;;;;
660442156;IGLESIA CARISMATICA JESUS DE NAZARET INC;% ANGEL D NUNEZ;PO BOX 1129;ADJUNTAS;PR;00601-1129;8141;03;9;7000;199701;1;10;001000000;1;01;;0;0;06;0;12;;;;;
660442157;IGLESIA CARISMATICA FILADELFIA INC;% REINALDO DEYNES;CALLE 7 100 SANTA CATALINA;BAYAMON;PR;00956-0000;8141;03;9;7000;199701;1;10;001000000;1;01;;0;0;06;0;12;;;;;
660442165;ASOCIACION PUERTO RICO QUENA DE DIABETES;;PO BOX 19445;SAN JUAN;PR;00910-1445;0000;03;3;1200;200004;1;15;000000000;1;01;201512;3;4;01;0;12;27826;421132;421132;G80;
660442690;IGLESIA CARISMATICA EL CONSOLADOR INC;% FRANCISCO JAVIER ACABA;ROBERTO CLEMENTE CARR 130 KM 10;HATILLO;PR;00659-0000;8141;03;9;7000;199701;1;10;001000000;1;01;;0;0;06;0;12;;;;;
660442768;IGLESIA CARISMATICA JEHOVA JUSTICIA NUESTRA INC;% MARIA M RIVERA;BO HIGUILLAR;DORADO;PR;00961-0000;8141;03;9;7000;199701;1;10;001000000;1;01;;0;0;06;0;12;;;;;
660442843;IGLESIA LA TROMPETA FINAL INC;;HC 2 BOX 16574;ARECIBO;PR;00612-9037;1678;03;9;7000;196401;1;10;001002029;5;01;;0;0;06;0;03;;;;;
660443068;PRIMERA ASAMBLEA DE DIOS BARCELONETA;% REV MORALES;3293 CARR 664;BARCELONETA;PR;00617-0000;1678;03;9;7000;196408;1;10;001002029;5;01;;0;0;06;0;03;;;;;
660443137;CENTRO DE ADULTOS Y NINOS CON IMPEDIMENTOS INC;% MARIA TERESA SANTIAGO;133 CALLE DR GONZALEZ;ISABELA;PR;00662-2633;0000;03;3;1000;199908;1;15;000000000;1;01;201606;7;6;01;0;06;5739084;3555617;3555617;P30;C A N I I
660443295;ACADEMIA MARANATHA INC;;PO BOX 1655;RIO GRANDE;PR;00745-1655;0000;03;3;2000;199303;1;11;046030000;1;01;;0;0;13;0;06;;;;;
660444051;IGLESIA CARISMATICA LIBERADOS POR CRISTO INC;% JOSE M SANTIAGO;HC 2 BOX 8030;CAMUY;PR;00627-9135;8141;03;9;7000;199701;1;10;001000000;1;01;;0;0;06;0;12;;;;;
660444454;PROGRAMA DE EDUCACION COMUNAL DE ENTREGA Y SERVICIO INC;;PO BOX 647;PUNTA STGO;PR;00741-0647;0000;03;3;1000;199108;1;15;059000000;1;01;201606;6;7;01;0;06;3650310;5385633;4864690;P20Z;
660444882;SECOND HARVEST OF PUERTO RICO INC;;PO BOX 2989;BAYAMON;PR;00960-2989;0000;03;3;1000;199201;1;15;560000000;1;01;201606;6;8;01;0;06;1434839;13891597;13891597;K30Z;
660445221;HOGAR UN NUEVO CAMINO INC;% RAFAEL RODRIGUEZ LOPEZ;PO BOX 2037;GUAYAMA;PR;00785-2037;0000;03;3;1000;200211;1;16;000000000;1;01;201512;5;5;01;0;12;712195;999612;999612;P20;
660445431;CENTRO NUEVOS HORIZONTES INC;;URB ALTURA DE FLAMBOYAN N16 CALLE 2;BAYAMON;PR;00959-0000;0000;03;3;1000;200101;1;15;000000000;1;01;201604;4;4;01;0;04;374492;305175;305175;P20;NUEVOS HORIZONTES
660445686;CHRISTO VICTORIOSO;;PARCELAS AMADEO 49 CARRETERA 670;VEGA BAJA;PR;00693-0000;9386;03;9;7000;198804;1;10;001000000;1;01;;0;0;06;0;12;;;;;
660446594;FUNDACION PRO-NINOS IMPEDIDOS DE ORIENTE INC;;URB VILLA HUMACAO A-18 14 ST;HUMACAO;PR;00791-0000;0000;03;3;1000;199801;1;15;559000000;1;01;201606;4;1;02;0;06;414279;4030;4030;P70Z;
660446732;MOVIMIENTO PARA EL ALCANCE DE VIDA INDEPENDIENTE;;PO BOX 25277;SAN JUAN;PR;00928-5277;0000;03;3;1000;200012;1;15;000000000;1;01;201609;6;6;01;0;09;1723908;1999099;1979589;P20;
660447146;VIETNAM VETERANS OF AMERICA INC;;PO BOX 3383;ARECIBO;PR;00613-3383;3202;19;9;1000;198411;1;00;907000000;5;01;201702;0;0;02;0;02;0;0;0;;398 VVA CHAPTER
660447192;COLEGIO FUENTE DE HOREB;;PO BOX 668;NAGUABO;PR;00718-0668;0000;03;3;7200;200304;1;11;000000000;1;01;;0;0;13;0;06;;;;B20;
660447891;CORPORACION HOGAR SANTA MARIA EUFRASIA;;PO BOX 1909;ARECIBO;PR;00613-1909;0928;03;9;7000;194603;1;10;000000000;5;01;;0;0;13;0;12;;;;;
660448496;NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION;% JOSE A OTERO;5000 CARR 190;CAROLINA;PR;00979-7421;3254;05;9;3000;199002;2;00;263000000;1;01;201612;0;0;02;0;12;0;0;0;;SAN JUAN CERAP ZSU
660448888;HOGAR POSADA LA VICTORIA INC;;PO BOX 6789;BAYAMON;PR;00960-5789;0000;03;3;1000;200110;1;15;998000000;1;01;201606;4;4;01;0;06;229208;279205;279205;F22;
660449920;CALVARY EVANGELISTIC MISSION INC;;1409 PONCE DE LEON 4TH FL;SAN JUAN;PR;00907-0000;0000;03;3;7200;196508;1;16;029000000;1;01;201612;6;5;01;0;12;2950448;738057;738057;X21Z;
660450077;EL MUSEO DEL NINO INC;;PO BOX 9022467;SAN JUAN;PR;00902-2467;0000;03;3;1000;199404;1;15;060000000;1;01;201412;0;0;02;0;12;0;0;0;A50Z;
660450087;IGLESIA CRISTIANA EL SENDERO DE LA CRUZ INC;;PO BOX 361444;SAN JUAN;PR;00936-1444;0000;03;3;7000;199308;1;10;001000000;1;01;;0;0;06;0;12;;;;;
660450089;LA IGLESIA EN SAN JUAN INC;% OSCAR CORDERO;URB VILLA NEVAREZ 1042 14TH ST;SAN JUAN;PR;00927-0000;0000;03;3;7000;200610;1;10;000000000;1;01;;0;0;06;0;12;;;;X21;
660450481;FUNDACION DAR INC;;PO BOX 360648;SAN JUAN;PR;00936-0648;0000;03;3;1000;199408;1;15;560000000;1;01;201606;4;4;01;0;06;283227;178220;178220;P600;
660450949;HOGAR DE ENVEJECIENTES IRMA FE POL MENDEZ;;PO BOX 1185;LARES;PR;00669-1185;0000;03;3;1000;200206;1;15;000000000;1;01;201606;5;4;01;0;06;773009;494526;494526;L22;
660451708;SERVICIOS CIENTIFICOS Y TECNICOS INC;% NETTALI GARCIA MARTINEZ;RR-BOX 1722;SAN JUAN;PR;00926-0000;0000;03;3;1000;199405;1;04;995351000;1;01;201512;2;1;00;1;12;16690;2502;;B05;
660451905;NATIONAL ACTIVE AND RETIRED FEDERAL EMPLOYEES ASSOCIATION;% CRUZ M RODRIGUEZ;PO BOX 363554;SAN JUAN;PR;00936-3554;1599;05;9;3000;196310;2;00;264480279;5;01;201612;0;0;02;0;12;0;0;0;;PUERTO RICO FEDERATION
660452525;NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION;% TAMARA SABALIER;CAROLINA PR PUERTO RICO 00984-9710;CAROLINA;PR;00984-0000;3254;05;9;3000;199002;2;00;263000000;5;01;201612;0;0;02;0;12;0;0;0;;NATCA LOCAL SJU
660453740;IGLESIA CARISMATICA PASTILLO CANAS INC;% CELESTINO RIVERA;CALLE LIBRADO NET 26 PASTILLO CANAS;PONCE;PR;00731-1148;8141;03;9;7000;199701;1;10;001000000;1;01;;0;0;06;0;12;;;;;
660453769;LIGA ATLETICA INTERUNIVERSITARIA;;PO BOX 1388;SAN GERMAN;PR;00683-1388;0000;03;3;1000;201308;1;16;000000000;1;01;201606;4;6;01;0;06;242899;1007499;1007499;N40;
660453951;CORPORACION DE PUERTO RICO PARA LA DIFUSION PUBLICA;;PO BOX 190909;SAN JUAN;PR;00919-0909;0000;03;3;2000;199410;1;15;121000000;5;01;201606;8;8;01;0;06;10772400;17950547;17950547;A300;
660454756;CUARZO BLANCO INC;;PO BOX 190851;SAN JUAN;PR;00919-0851;0000;03;3;1000;199804;1;15;088000000;1;01;201612;2;3;01;0;12;14129;72668;72668;A650;
660455051;MABODAMACA CORPORACION PRO-RESCATE ERMITA SAN ANTONIO DE LA TUNA;% JOSE SOTOMAYOR;PO BOX 675;ISABELA;PR;00662-0675;0000;03;3;1000;199703;1;15;602000000;1;01;201612;0;0;02;0;12;0;0;0;T20J;
660455593;IGLESIA ASAMBLEAS DE DIOS PENTECOSTAL;;PO BOX 49;MOCA;PR;00676-0049;1678;03;9;7000;196408;1;10;001002029;5;01;;0;0;06;0;12;;;;;
660458129;IGLESIA CARISMATICA DE JUANA DIAZ INC;% REINALDO RAMIREZ;CALLE DR VEVE 3;JUANA DIAZ;PR;00795-1657;8141;03;9;7000;199701;1;10;001000000;1;01;;0;0;06;0;12;;;;;
660458921;VIETNAM VETERANS OF AMERICA INC;% JOSE VALENTIN;HC 2 BOX 804;YAUCO;PR;00698-9799;3202;19;9;1000;198411;1;00;907000000;5;01;201702;0;0;02;0;02;0;0;0;;483 CHAPTER
660459355;PROGRAMA DEL ADOLESCENTE DE NARANJITO INC;;PO BOX 891;NARANJITO;PR;00719-0891;0000;03;3;1000;200110;1;15;000000000;1;01;201606;3;4;01;0;06;98610;329031;325697;P80;
660461792;EGIDA RYDER INC;;PO BOX 859;HUMACAO;PR;00792-0859;0000;03;3;1000;199705;1;15;995382000;1;01;201509;6;4;01;0;09;1432090;408838;408838;L22;
660462822;CASA PENSAMIENTO DE MUJER DEL CENTRO INC;% JENNIFER M BERRIOS RUBERT;PO BOX 2002;AIBONITO;PR;00705-2002;0000;03;3;1000;201408;1;15;998000000;1;01;201606;0;0;02;0;06;0;0;0;F99;
660463223;VIEQUES HUMANE SOCIETY & ANIMAL RESCUE INC;% BARBARA RUMORE PRESIDENT;PO BOX 1399;VIEQUES;PR;00765-1399;0000;03;3;1000;199006;1;15;913000000;1;01;201606;4;4;01;0;06;184471;347795;347795;D200;
660463753;IGLESIA CARISMATICA EL CAMINO INC;% LUIS MALDONADO REV;953 CALLE JUAN PENA REYES;RIO PIEDRAS;PR;00924-2951;8141;03;9;7000;199701;1;10;001000000;1;01;;0;0;06;0;12;;;;;
660465080;AMERICAN COLLEGE OF CARDIOLOGY;% COND MEDICAL CENTER PLAZA;CALLE 3 SE 1051 URB RIVIERA STE LC;SAN JUAN;PR;00921-3000;0000;06;3;2000;199103;2;00;167000000;1;01;201601;4;4;01;0;01;328582;288530;288530;;PUERTO RICO CHAPTER
660466344;MARANATHA CIVIL EMERGENCY LIFE SUPPORT GROUP & COMMUNICATION INC;% MARANATHA CIVIL EMERGENCY LIFE SU;PO BOX 8735;HUMACAO;PR;00792-8735;0000;03;3;1000;199610;1;15;158000000;1;01;201512;0;0;02;0;12;0;0;0;E62B;
660466365;PUERTO RICO COMMUNITY NETWORK FOR CLINICAL RESEARCH ON AIDS;;PO BOX 20850;SAN JUAN;PR;00928-0850;0000;03;3;1000;199109;1;15;161000000;1;01;201512;6;6;01;0;12;1116839;4094634;4094634;H20Z;
660468007;IGLESIA CRISTIANA EL SHADDAI INC;;PO BOX 427;SABANA GRANDE;PR;00637-0427;0000;03;3;1700;200907;1;10;000000000;1;01;;0;0;06;0;12;;;;X21;
660468226;FUNDACION INFANTIL RONALD MCDONALD INC;% 300 FELISA RINCON AVE SUITE 10;PO BOX 365084;SAN JUAN;PR;00936-5084;0000;03;3;1000;200804;1;15;602000000;1;01;201612;6;5;01;0;12;2071431;634612;559462;P62;FUNDACION INFANTIL RONALD MCDONALD
660468617;FUNDACION PRO-AYUDA DE PUERTO RICO INC;;CAPARRA OFFICE CTR STE 204 AVE GONZ;GUAYNABO;PR;00968-0000;0000;03;3;1000;200301;1;16;000000000;1;01;201604;5;4;01;0;04;716861;367064;137588;P30;
660468712;IGLESIA ASAMBLEAS DE DIOS SILOE;% EDDIE GONZALEZ;PO BOX 428;BARCELONETA;PR;00617-0428;1678;03;9;7000;196408;1;10;000000000;1;01;;0;0;06;0;03;;;;;
660469059;PATRONATO CASTILLO SERRALLES;% FRANCES TORRUELLA DE ALUSTIZA;17 CALLE EL VIGIA;PONCE;PR;00730-2926;0000;03;3;1200;201611;1;16;000000000;1;01;201606;5;6;01;0;06;820793;1143566;1105202;A50;
660469247;AD MONTE DE SION;;PO BOX 2011;VEGA ALTA;PR;00692-2011;1678;03;9;7000;196408;1;10;001002029;5;01;;0;0;06;0;12;;;;;
660469637;HOGAR ALBERGUE DE NINOS MALTRATADOS DE SAN GERMAN INC;% RAFAEL A LUGO PADILLA;PO BOX 1375;SAN GERMAN;PR;00683-1375;0000;03;3;1000;200002;1;15;000000000;1;01;201606;4;5;01;0;06;469291;891661;891661;I73;
660470812;HOGAR NUEVA MUJER INC;% VILMARE RIVERA;PO BOX 370927;CAYEY;PR;00737-0927;0000;03;3;1000;200402;1;15;000000000;1;01;201509;5;5;01;0;09;728889;792939;792939;P43;
660471799;CONSUMER CREDIT COUNSELING INC;% EUGENIO M ALONSO;1607 PONCE DE LEON AVE;SAN JUAN;PR;00909-1820;2545;03;9;1000;197407;1;15;560565000;5;01;201612;6;6;01;0;12;2474928;1428285;1428285;;PUERTO RICO SANTURCE PR
