YEAR;CULTURAL_SPACE_NAME;WEBSITE;TYPE;PRIMARY_USE;ADDRESS;LOCAL_AREA;OWNERSHIP;SQUARE_FEET;NUMBER_OF_SEATS;ACTIVE_SPACE;Geom
2017;East Van Studios;http://eastvanstudios.wordpress.com/;Studio/Rehearsal;Film/Recording Studio;870 E Cordova St, Vancouver, BC, V6A 1M4;Strathcona;Privately Owned;1500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0854969, 49.2817549]}"
2017;Emily Carr University of Art + Design;www.ecuad.ca;Educational;Educational Institution;520 E 1st Av, Vancouver, BC, V5T 0H2;Strathcona;Other;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.092526, 49.267591]}"
2017;Famee Furlane of Vancouver;http://www.fameefurlanevancouver.com/;Community Space;Community Centre/Hall;2605 E Pender St, Vancouver, BC, V5K 2B6;Hastings-Sunrise;Privately Owned;3800;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.051665, 49.280412]}"
2017;Federation Gallery;http://artists.ca/federation_gallery;Museum/Gallery;Museum/Gallery;1241 Cartwright St, Vancouver, BC, V6H 4B7;Fairview;Privately Owned;1200;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.13225, 49.269582]}"
2017;Fei & Milton Wong Experimental Theatre;https://www.sfu.ca/sfuwoodwards/venue/venue-details.html;Theatre/Performance;Theatre;149 W Hastings St, Vancouver, BC, V6B 1H4;Downtown;Other;;440;Yes;"{""type"": ""Point"", ""coordinates"": [-123.10859, 49.282402]}"
2017;Gallery Gachet;www.gachet.org;Museum/Gallery;Museum/Gallery;9 W Hastings St, Vancouver, BC, V6B 1G4;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.104947, 49.281719]}"
2017;Goldcorp Centre for the Arts - SFU;http://www.sfu.ca/sfuwoodwards/goldcorp-centre-for-the-arts.html;Educational;Educational Institution;149 W Hastings St, Vancouver, BC, V6B 1H4;Downtown;Other;125000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.108696, 49.28243]}"
2017;Granville Island Gallery;www.granvilleislandgallery.com;Museum/Gallery;Museum/Gallery;1494 Old Bridge St, Vancouver, BC, V6H 3S6;Fairview;Government;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.134769, 49.270213]}"
2017;H.R. Macmillan Space Centre;http://www.spacecentre.ca/;Museum/Gallery;Garden/Aquarium/Science Centre;1100 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;16275;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.144299, 49.276361]}"
2017;Harbour Dance Center;http://www.harbourdance.com/;Studio/Rehearsal;Rehearsal Studio;927 Granville St, Vancouver, BC, V6Z 1L3;Downtown;Privately Owned;9781;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1221484, 49.2799092]}"
2017;Heffel Gallery Ltd;www.heffel.com;Museum/Gallery;Museum/Gallery;2247 Granville St, Vancouver, BC, V6H 3G1;Fairview;Privately Owned;7500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1389124, 49.2654685]}"
2017;James Tan Gallery;http://www.jamestan.com/home.htm;Museum/Gallery;Museum/Gallery;437 Columbia St, Vancouver, BC, V6A 2R9;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1023067, 49.2810853]}"
2017;Jean Lyons School of Music;http://jeanlyonsmusic.com/;Educational;Educational Institution;77 E 7th Av, Vancouver, BC, V5T 1M4;Mount Pleasant;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1033467, 49.2648965]}"
2017;John Hendry Park (Trout Lake);;Community Space;Plaza/Park/Band Shell;3300 Victoria Dr, Vancouver, BC, V5N 4L9;Kensington-Cedar Cottage;Vancouver Park Board/COV;160565;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.06391, 49.25716]}"
2017;Kitsilano War Memorial Community Centre;http://vancouver.ca/parks-recreation-culture/kitsilano-war-memorial-community-centre.aspx;Community Space;Community Centre/Hall;2690 Larch St, Vancouver, BC, V6K 4K9;Kitsilano;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.160105613733, 49.2620553391672]}"
2017;La Maison de la Francophonie de Vancouver;www.lamaison.bc.ca;Community Space;Community Centre/Hall;1555 W 7th Av, Vancouver, BC, V6J 1S1;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.14003, 49.26567]}"
2017;Left of Main;http://www.plasticorchidfactory.com/left-of-main/;Studio/Rehearsal;Rehearsal Studio;544 Main St, Vancouver, BC, V6A 2T9;Strathcona;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.099729, 49.279824]}"
2017;Magic Trout Imaginarium;https://www.magictroutimaginarium.com/;Community Space;Community Centre/Hall;3360 Victoria Dr, Vancouver, BC, V5N 4M4;Grandview-Woodland;Privately Owned;176;12;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0660729, 49.2549423]}"
2017;Mascall Dance;www.mascalldance.ca;Studio/Rehearsal;Rehearsal Studio;1130 Jervis St, Vancouver, BC, V6E 2C7;West End;Privately Owned;2500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.134145, 49.283306]}"
2017;Memorial South Park Field House;http://vancouver.ca/parks-recreation-culture/memorial-south-park-fieldhouse.aspx;Studio/Rehearsal;Artist Studio;5955 Ross St, Vancouver, BC, V5W 1T7;Sunset;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.082685, 49.2303947]}"
2017;Moberly Park Field House;http://vancouver.ca/parks-recreation-culture/moberly-park-fieldhouse.aspx;Studio/Rehearsal;Artist Studio;7646 Prince Albert, Vancouver, BC, V5X 3Z4;Sunset;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.087095, 49.215253]}"
2017;Octopus Studios;http://octopusstudios.blogspot.ca/;Studio/Rehearsal;Artist Studio;393 Powell St, Vancouver, BC, V6A 1G5;Strathcona;Privately Owned;3000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0957216, 49.2833651]}"
2017;Opus Art Supplies;http://opusartsupplies.com;Other;Retail;207 W Hastings St, Vancouver, BC, V6B 1H7;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.109698, 49.282993]}"
2017;Performing Arts Lodge (PAL);http://www.palvancouver.org/?q=pal-theatre;Studio/Rehearsal;Artist Housing;581 Cardero St, Vancouver, BC, V6G 3L2;Downtown;Non-Profit;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.130114, 49.29119]}"
2017;Plaza of Nations;www.plazaofnations.com;Community Space;Plaza/Park/Band Shell;750 Pacific Blvd, Vancouver, BC, V6B 5E7;Downtown;Privately Owned;140000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.110068, 49.276031]}"
2017;Remington Gallery and Studio;https://www.facebook.com/Remington.Gallery.and.Studio;Museum/Gallery;Museum/Gallery;108 E Hastings St, Vancouver, BC, V6A 4J1;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1019396, 49.281336]}"
2017;Roy Barnett Recital Hall;http://www.music.ubc.ca/about-us/facilities/roy-barnett-recital-hall.html;Theatre/Performance;Performance Space;6361 Memorial Rd, Vancouver, BC, V6T 1Z2;UBC;Other;;255;Yes;"{""type"": ""Point"", ""coordinates"": [-123.256613, 49.267411]}"
2017;Slocan Park Field House;http://vancouver.ca/parks-recreation-culture/slocan-park-fieldhouse.aspx;Studio/Rehearsal;Artist Studio;2750 E 29th Av, Vancouver, BC, V5R 1V6;Renfrew-Collingwood;Vancouver Park Board/COV;2077;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0483891, 49.244559]}"
2017;Soundhouse Studios;http://www.soundhousestudios.com/;Studio/Rehearsal;Film/Recording Studio;33 W 8th Av, Vancouver, BC, V5Y 1M8;Mount Pleasant;Privately Owned;7000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1057281, 49.2640305]}"
2017;Teck Gallery;https://www.sfu.ca/galleries/teck-gallery.html;Museum/Gallery;Museum/Gallery;515 W Hastings St, Vancouver, BC, V6B 0B2;Downtown;Privately Owned;625;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1119735, 49.2841655]}"
2017;The Art Studios;http://vrtas.ca/about/the-art-studios/;Studio/Rehearsal;Artist Studio;2005 E 44th Av, Vancouver, BC, V5P 1N1;Victoria-Fraserview;Privately Owned;3157;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.065163, 49.230484]}"
2017;The Landing Dance Centre;www.thelandingdance.com;Educational;Educational Institution;270 SW Marine Dr, Vancouver, BC, V5X 2R5;Marpole;Privately Owned;5470;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1125632, 49.2113805]}"
2017;Theatre la Seizieme/Studio 16;www.seizieme.ca;Studio/Rehearsal;Rehearsal Studio;1555 W 7th Av, Vancouver, BC, V6J 1S1;Fairview;Privately Owned;;120;Yes;"{""type"": ""Point"", ""coordinates"": [-123.140093, 49.2655999]}"
2017;Vancouver Access Artist Run Centre;www.accessgallery.ca;Museum/Gallery;Museum/Gallery;222 E Georgia St, Vancouver, BC, V6A 1Z7;Strathcona;Privately Owned;1020;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.098757, 49.278453]}"
2017;Vancouver Alpen Club;http://www.vancouveralpenclub.ca/;Community Space;Community Centre/Hall;4875 Victoria Dr, Vancouver, BC, V5N 4P3;Kensington-Cedar Cottage;Privately Owned;8000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0657006, 49.2406492]}"
2017;Vancouver Aquarium;www.vanaqua.org;Museum/Gallery;Garden/Aquarium/Science Centre;845 Avison Way, Vancouver, BC, V6G 3E2;Stanley Park;City of Vancouver;97000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.130997, 49.30067]}"
2017;Vancouver Art Gallery North Plaza;;Community Space;Plaza/Park/Band Shell;850 W Georgia St, Vancouver, BC, V6Z 2H7;Downtown;City of Vancouver;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.119848, 49.283113]}"
2017;Vancouver East Cultural Centre - Vancity Culture Lab;www.thecultch.com;Theatre/Performance;Theatre;1895 Venables St, Vancouver, BC, V5L 2H6;Grandview-Woodland;City of Vancouver;2500;86;Yes;"{""type"": ""Point"", ""coordinates"": [-123.065816, 49.276676]}"
2017;Vancouver Holocaust Education Centre;www.vhec.org;Museum/Gallery;Museum/Gallery;950 W 41st Av, Vancouver, BC, V5Z 2N7;Oakridge;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.126013, 49.233442]}"
2017;Vancouver Public Library;www.vpl.ca;Museum/Gallery;Library/Archives;350 W Georgia St, Vancouver, BC, V6B 6B1;Downtown;City of Vancouver;12000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1151119, 49.2804357]}"
2017;Vancouver Symphony Orchestra School of Music - Recital Hall (Pyatt Hall);www.vsoschoolofmusic.ca;Theatre/Performance;Performance Space;843 Seymour St, Vancouver, BC, V6B 3L4;Downtown;City of Vancouver;;120;Yes;"{""type"": ""Point"", ""coordinates"": [-123.119792, 49.280207]}"
2017;Winsor Gallery;www.winsorgallery.com;Museum/Gallery;Museum/Gallery;258 E 1st Ave, Vancouver, BC, V5T 1A6;Strathcona;Privately Owned;6000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0984496, 49.2689553]}"
2017;Wise Club Hall;www.wisehall.ca;Theatre/Performance;Performance Space;1882 Adanac St, Vancouver, BC, V5L 2E2;Grandview-Woodland;Non-Profit;2600;225;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0660915, 49.2772414]}"
2017;Woodward's Atrium;;Theatre/Performance;Performance Space;111 W Hastings St, Vancouver, BC, V6B 1H4;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.107579, 49.282541]}"
2016;Anza Club (Australia-New Zealand Association);http://www.anzaclub.org;Theatre/Performance;Performance Space;3 W 8th Av, Vancouver, BC, V5Y 1M8;Mount Pleasant;Non-Profit;2885;135;Yes;"{""type"": ""Point"", ""coordinates"": [-123.105108, 49.263974]}"
2016;Arts Club Theatre - Backstage Lounge;www.thebackstagelounge.com;Cafe/Restaurant/Bar;Bar/Lounge/Cabaret;1585 Johnston St, Vancouver, BC, V6H 3R9;Fairview;Government;;60;Yes;"{""type"": ""Point"", ""coordinates"": [-123.134363, 49.272102]}"
2016;Astorino's Hall;http://www.safeamp.org/events/astorinos.html;Theatre/Performance;Performance Space;1739 Venables St, Vancouver, BC, V5L 2H3;Grandview-Woodland;Privately Owned;3000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0698555, 49.2769146]}"
2016;Back Gallery Project;http://www.backgalleryproject.com/;Museum/Gallery;Museum/Gallery;602 E Hastings St, Vancouver, BC, V6A 1R1;Strathcona;Privately Owned;900;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0913998, 49.2811369]}"
2016;BAF Studio;http://www.burrardarts.org/about.html;Museum/Gallery;Museum/Gallery;108 E Broadway Av, Vancouver, BC, V5T 1V9;Mount Pleasant;Privately Owned;2000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.102505, 49.262669]}"
2016;Bau-Xi Gallery;www.bau-xi.com;Museum/Gallery;Museum/Gallery;3045 Granville St, Vancouver, BC, V6H 3J9;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1391799, 49.258496]}"
2016;BMO Theatre Centre;;Theatre/Performance;Theatre;162 W 1st Av, Vancouver, BC, V5Y 1A4;Mount Pleasant;City of Vancouver;44500;250;Yes;"{""type"": ""Point"", ""coordinates"": [-123.108576, 49.270223]}"
2016;Britannia Community Services Centre Society;www.britanniacentre.org;Community Space;Community Centre/Hall;1661 Napier St, Vancouver, BC, V5L 4X4;Grandview-Woodland;City of Vancouver;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0737717, 49.2756486]}"
2016;Carnegie Centre;http://vancouver.ca/parks-recreation-culture/carnegie-community-centre.aspx;Theatre/Performance;Performance Space;401 Main St, Vancouver, BC, V6A 2T7;Downtown;City of Vancouver;40000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1001272, 49.281052]}"
2016;Catriona Jeffries Gallery;www.catrionajeffries.com;Museum/Gallery;Museum/Gallery;274 E 1st Av, Vancouver, BC, V5T 1A6;Strathcona;Privately Owned;6500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0980394, 49.2687198]}"
2016;Centre for Digital Media;www.gnwc.ca;Educational;Educational Institution;555 Great Northern Way, Vancouver, BC, V5T 1E2;Strathcona;Government;51000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.089605, 49.267044]}"
2016;China Cloud;https://www.facebook.com/liveatthechinacloud/;Cafe/Restaurant/Bar;Cafe/Restaurant;524 Main St, Vancouver, BC, V6A 2T9;Strathcona;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.099277, 49.279979]}"
2017;Alliance for Arts and Culture;http://www.allianceforarts.com;Museum/Gallery;Library/Archives;938 Howe St, Vancouver, BC, V6Z 1N9;Downtown;Privately Owned;4095;30;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1228359, 49.2803099]}"
2017;Arts Umbrella;www.artsumbrella.com;Educational;Educational Institution;1286 Cartwright St, Vancouver, BC, V6H 3R8;Fairview;Government;18000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.133395, 49.269611]}"
2017;Basic Inquiry;http://www.lifedrawing.org/index.html;Museum/Gallery;Museum/Gallery;1011 Main St, Vancouver, BC, V6A 4L4;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1000334, 49.2758184]}"
2017;Blue Wave Productions;www.bluewaveproductions.com/;Studio/Rehearsal;Film/Recording Studio;34 W 8th Av, Vancouver, BC, V5Y 1M7;Mount Pleasant;Privately Owned;3475;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.105751, 49.263547]}"
2017;Burrard Marina Field House;http://vancouver.ca/parks-recreation-culture/burrard-marina-fieldhouse.aspx;Studio/Rehearsal;Artist Studio;1655 Whyte Av, Vancouver, BC, V6J 1A9;Kitsilano;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1402263, 49.2756879]}"
2017;Burrardview Park Fieldhouse;http://vancouver.ca/parks-recreation-culture/fieldhouse-programs.aspx;Studio/Rehearsal;Artist Studio;650 North Penticton st, Vancouver, BC, V6G 1Z4;Hastings-Sunrise;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0519037, 49.2912065]}"
2017;Catriona Jeffries Gallery;www.catrionajeffries.com;Museum/Gallery;Museum/Gallery;274 E 1st Av, Vancouver, BC, V5T 1A6;Strathcona;Privately Owned;6500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0980394, 49.2687198]}"
2017;CBC Outdoor Stage;http://www.cbc.ca;Community Space;Plaza/Park/Band Shell;700 Hamilton St, Vancouver, BC, V6B 2R5;Downtown;Government;2623;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.114669, 49.279299]}"
2017;Ceperley Meadow;;Community Space;Plaza/Park/Band Shell;Stanley Park, Vancouver, BC;Stanley Park;City of Vancouver;5558;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.148518, 49.293772]}"
2017;Chapel Arts;www.chapelarts.com;Theatre/Performance;Performance Space;304 Dunlevy St, Vancouver, BC, V6A 3Y4;Strathcona;Privately Owned;2882;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0953265, 49.2821671]}"
2017;Cineplex Odeon International Village Cinemas;http://www.cineplex.com/Theatre/Cineplex-Odeon-International-Village-Cinemas;Theatre/Performance;Cinema;88 W Pender St, Vancouver, BC, V6B 6N9;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.106621, 49.280474]}"
2017;City of Vancouver Archives;www.vancouver.cayour-government/city-of-vancouver-archives.aspx;Museum/Gallery;Library/Archives;1150 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.142663, 49.276084]}"
2017;Clayzone Ceramics Gallery;www.clayzoneceramics.com;Educational;Educational Institution;661 E 15th Av, Vancouver, BC,;Mount Pleasant;Privately Owned;750;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.08964, 49.2571788]}"
2017;Coastal Peoples Fine Arts Gallery Yaletown;http://www.coastalpeoples.com;Museum/Gallery;Museum/Gallery;1024 Mainland St, Vancouver, BC, V6B 2T4;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.119591, 49.2762084]}"
2017;Colbourne House/ Marpole Museum;http://www.marpolehistorical.ca;Museum/Gallery;Museum/Gallery;8743 Sw Marine Dr, Vancouver, BC, V6P 6A5;Marpole;City of Vancouver;2000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1423354, 49.2064788]}"
2017;Commodore Ballroom;http://www.commodoreballroom.ca;Cafe/Restaurant/Bar;Bar/Lounge/Cabaret;868 Granville St, Vancouver, BC, V6Z 1K3;Downtown;Privately Owned;4205;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1208909, 49.2806189]}"
2017;Cottage Bistro;http://cottage-bistro.com/;Cafe/Restaurant/Bar;Bar/Lounge/Cabaret;4470 Main St, Vancouver, BC, V5V 3R3;Riley Park;Privately Owned;;80;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1012058, 49.2448437]}"
2017;Craft Council of British Columbia Gallery;www.craftcouncilbc.ca;Museum/Gallery;Museum/Gallery;1386 Cartwright St, Vancouver, BC, V6H 3R8;Fairview;Government;1200;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.13479, 49.269837]}"
2017;Crystal Ballroom;www.crystalballrom.ca;Educational;Educational Institution;768 SW Marine Dr, Vancouver, BC, V6P 5Y7;Marpole;Privately Owned;5000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1230434, 49.207191]}"
2017;David Lam Park;;Community Space;Plaza/Park/Band Shell;1300 Pacific Blvd, Vancouver, BC, V6Z 2V1;Downtown;City of Vancouver;467154;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1241736, 49.2724252]}"
2017;DeSerres;http://www.deserres.ca/;Other;Retail;1431 W Broadway St, Vancouver, BC, V6H 1H6;Hastings-Sunrise;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.136982, 49.236965]}"
2017;Douglas Udell Gallery;www.douglasudellgallery.com;Museum/Gallery;Museum/Gallery;1558 W 6th Av, Vancouver, BC, V6J 1R2;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1399725, 49.2661804]}"
2017;Eagle Spirit Gallery;www.eaglespiritgallery.com;Museum/Gallery;Museum/Gallery;1803 Maritime Mews, Vancouver, BC, V6H 3W7;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.136077, 49.2710507]}"
2017;Elm Park Field House;http://vancouver.ca/parks-recreation-culture/elm-park-fieldhouse.aspx;Studio/Rehearsal;Artist Studio;5800 Elm St, Vancouver, BC, V6N 1A3;Kerrisdale;Vancouver Park Board/COV;530;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1641351, 49.2341311]}"
2017;Falaise Park Field House;http://vancouver.ca/parks-recreation-culture/falaise-park-fieldhouse.aspx;Studio/Rehearsal;Artist Studio;3434 Falaise Av, Vancouver, BC, V5M 4C1;Renfrew-Collingwood;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.03, 49.2551]}"
2017;GMS Observatory;http://www.spacecentre.ca/gms;Museum/Gallery;Garden/Aquarium/Science Centre;1100 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;2811;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.144436, 49.276261]}"
2017;Great Northern Way Scene Shop;www.gnwshop.ca;Studio/Rehearsal;Workshop;281 Industrial, Vancouver, BC, V5A 2P2;Strathcona;City of Vancouver;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.098432, 49.270087]}"
2017;Hastings Mill Store Museum;www.hastings-mill-museum.ca;Museum/Gallery;Museum/Gallery;1575 Alma St, Vancouver, BC, V6R 3P3;West Point Grey;City of Vancouver;2000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.185988, 49.272817]}"
2017;Hfour Design Studio;https://hfour.ca/;Studio/Rehearsal;Artist Studio;120 Princess Av, Vancouver, BC, V6A 3C3;Strathcona;Privately Owned;600;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.091156, 49.283701]}"
2017;Holy Trinity Ukrainian Orthodox Cathedral;http://uocvancouver.com/;Community Space;Place of Worship;154 E 10th Av, Vancouver, BC, V5T 1Z4;Mount Pleasant;Other;;250;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1021053, 49.2617605]}"
2017;Ice Box Gallery;http://www.iceboxgallery.com;Museum/Gallery;Museum/Gallery;321 Railway St, Vancouver, BC, V6A 1A4;Strathcona;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.097645, 49.2846363]}"
2017;Improv Centre;www.vtsl.com;Theatre/Performance;Performance Space;1502 Duranleau St, Vancouver, BC, V6H 3S4;Fairview;Government;2188;186;Yes;"{""type"": ""Point"", ""coordinates"": [-123.136248, 49.270764]}"
2017;Interurban Gallery;;Museum/Gallery;Museum/Gallery;1 E Hastings St, Vancouver, BC, V6A 1M9;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1043161, 49.2815282]}"
2017;Jennifer Kostuik Gallery;www.kostuikgallery.com;Museum/Gallery;Museum/Gallery;1070 Homer St, Vancouver, BC, V6B 2W9;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1211143, 49.2766268]}"
2017;Jewish Community Centre;www.jewishmuseum.ca;Community Space;Community Centre/Hall;950 W 41st Av, Vancouver, BC, V5Z 2N7;Oakridge;Non-Profit;14000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.125991, 49.233444]}"
2017;Joy Kogawa House;http://www.kogawahouse.com;Studio/Rehearsal;Artist Studio;1450 W 64th Av, Vancouver, BC, V6P 2N4;Marpole;City of Vancouver;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1384686, 49.2128612]}"
2017;Maclean Field House;http://vancouver.ca/parks-recreation-culture/urban-weavers-artists-and-scientist.aspx;Studio/Rehearsal;Artist Studio;710 Keefer St, Vancouver, BC, V6A 1Y5;Strathcona;Vancouver Park Board/COV;500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0884454, 49.2788158]}"
2017;Old Auditorium;http://www.music.ubc.ca/about-us/facilities/old-auditorium.html;Theatre/Performance;Theatre;6344 Memorial Rd, Vancouver, BC, V6T 1Z2;UBC;Government;;530;Yes;"{""type"": ""Point"", ""coordinates"": [-123.255994, 49.266904]}"
2017;Opus Art Supplies;http://opusartsupplies.com;Other;Retail;1360 Johnston St, Vancouver, BC, V6H 3S1;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.133047, 49.270154]}"
2017;Pacific Cinematheque;http://www.thecinematheque.caabout;Theatre/Performance;Cinema;1131 Howe St, Vancouver, BC, V6Z 2L7;Downtown;City of Vancouver;4698;194;Yes;"{""type"": ""Point"", ""coordinates"": [-123.12627, 49.278552]}"
2017;Pandora's Box Rehearsal Studios;http://www.pandorasboxstudios.com/;Studio/Rehearsal;Film/Recording Studio;1890 Pandora St, Vancouver, BC, V5L 1M5;Grandview-Woodland;Privately Owned;8300;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0656267, 49.2830062]}"
2017;Performance Works;www.performanceworks.ca;Theatre/Performance;Performance Space;1218 Cartwright St, Vancouver, BC, V6H 3R8;Fairview;Government;4340;350;Yes;"{""type"": ""Point"", ""coordinates"": [-123.132002, 49.269212]}"
2017;Peter Kiss Gallery;www.peterkiss.com;Museum/Gallery;Museum/Gallery;1327 Railspur Alley, Vancouver, BC, V6H 4G9;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1337947, 49.2701374]}"
2017;Petley Jones Gallery;www.petleyjones.com;Museum/Gallery;Museum/Gallery;554 W 6th Av, Vancouver, BC, V6J 1R2;Mount Pleasant;Privately Owned;1500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0917358, 49.2652275]}"
2017;Portside Studios;;Studio/Rehearsal;Artist Studio;150 McLean Dr, Vancouver, BC, V5L 3L1;Grandview-Woodland;Privately Owned;5000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0740061, 49.2833711]}"
2017;Queen Elizabeth Theatre;http://vancouver.caparks-recreation-culture/queen-elizabeth-theatre.aspx;Theatre/Performance;Theatre;650 Hamilton St, Vancouver, BC, V6B 5N6;Downtown;City of Vancouver;40000;2765;Yes;"{""type"": ""Point"", ""coordinates"": [-123.113401, 49.28046]}"
2017;Rath Art Supplies;https://www.facebook.com/rathartsupplies/;Other;Retail;2412 Main St, Vancouver, BC, V5T 3E2;Mount Pleasant;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.100748, 49.263726]}"
2017;Red Gate - Revue Stage;http://redgate.at.org/red-gate-revue-stage-1;Theatre/Performance;Theatre;1601 Johnston St, Vancouver, BC, V6H 3R9;Fairview;Government;6428;198;Yes;"{""type"": ""Point"", ""coordinates"": [-123.13467, 49.272235]}"
