text,parent_key
Sodium-independent chloride/iodide transporter,BE0009874
Solute carrier family 26 member 4,BE0009874
ATP-binding cassette sub-family B member 4,BE0003641
MDR3,BE0003641
Multidrug resistance protein 3,BE0003641
P-glycoprotein 3,BE0003641
PGY3,BE0003641
Beta-1 metal-binding globulin,BE0000510
Siderophilin,BE0000510
Transferrin,BE0000510
Ferritin L subunit,BE0000085
1.16.3.1,BE0000399
Cell proliferation-inducing gene 15 protein,BE0000399
Ferritin H subunit,BE0000399
FTH,BE0000399
FTHL6,BE0000399
Serum albumin precursor,BE0000530
1.16.3.1,BE0001140
Ferroxidase,BE0001140
DCT1,BE0008685
Divalent cation transporter 1,BE0008685
Divalent metal transporter 1,BE0008685
DMT-1,BE0008685
DMT1,BE0008685
NRAMP 2,BE0008685
NRAMP2,BE0008685
Solute carrier family 11 member 2,BE0008685
Octn3,BE0004785
Organic cation/carnitine transporter 3,BE0004785
Slc22a9,BE0004785
Solute carrier family 22 member 9,BE0004785
EAAT2,BE0000884
GLT1,BE0000884
Glutamate/aspartate transporter II,BE0000884
Sodium-dependent glutamate/aspartate transporter 2,BE0000884
Solute carrier family 1 member 2,BE0000884
EAAT1,BE0001115
GLAST,BE0001115
GLAST-1,BE0001115
GLAST1,BE0001115
Sodium-dependent glutamate/aspartate transporter 1,BE0001115
Solute carrier family 1 member 3,BE0001115
ODC,BE0008678
Solute carrier family 25 member 21,BE0008678
Na(+)/citrate cotransporter,BE0008677
NACT,BE0008677
Sodium-coupled citrate transporter,BE0008677
Sodium-dependent citrate transporter,BE0008677
Citrate transport protein,BE0008676
CTP,BE0008676
SLC20A3,BE0008676
Solute carrier family 25 member 1,BE0008676
Tricarboxylate carrier protein,BE0008676
2.4.1.17,BE0008629
Bilirubin-specific UDPGT isozyme 2,BE0008629
GNT1,BE0008629
hUG-BR2,BE0008629
UDP-glucuronosyltransferase 1-D,BE0008629
UDP-glucuronosyltransferase 1A4,BE0008629
UDPGT 1-4,BE0008629
UGT-1D,BE0008629
UGT1,BE0008629
UGT1D,BE0008629
C15orf6,BE0003949
CDRC2,BE0003949
PDRC2,BE0003949
Rh family type C glycoprotein,BE0003949
Rh glycoprotein kidney,BE0003949
Rh type C glycoprotein,BE0003949
Rhesus blood group family type C glycoprotein,BE0003949
RHGK,BE0003949
Tumor-related protein DRC2,BE0003949
Gibbon ape leukemia virus receptor 1,BE0005055
GLVR-1,BE0005055
GLVR1,BE0005055
Leukemia virus receptor 1 homolog,BE0005055
Phosphate transporter 1,BE0005055
PiT-1,BE0005055
PIT1,BE0005055
Solute carrier family 20 member 1,BE0005055
Gibbon ape leukemia virus receptor 2,BE0008680
GLVR-2,BE0008680
GLVR2,BE0008680
hPit2,BE0008680
Phosphate transporter 2,BE0008680
PiT-2,BE0008680
PIT2,BE0008680
Solute carrier family 20 member 2,BE0008680
Na(+)-dependent phosphate cotransporter 2A,BE0008681
Na(+)/Pi cotransporter 2A,BE0008681
NaPi-2a,BE0008681
NaPi-3,BE0008681
NPT2,BE0008681
SLC17A2,BE0008681
Sodium-phosphate transport protein 2A,BE0008681
Sodium/phosphate cotransporter 2A,BE0008681
Solute carrier family 34 member 1,BE0008681
Na(+)-dependent phosphate cotransporter 2B,BE0008682
Na(+)/Pi cotransporter 2B,BE0008682
NaPi-2b,BE0008682
NaPi3b,BE0008682
Sodium-phosphate transport protein 2B,BE0008682
Sodium/phosphate cotransporter 2B,BE0008682
Solute carrier family 34 member 2,BE0008682
Na(+)-dependent phosphate cotransporter 2C,BE0008683
Na(+)/Pi cotransporter 2C,BE0008683
NaPi-2c,BE0008683
NPT2C,BE0008683
NPTIIC,BE0008683
Sodium-phosphate transport protein 2C,BE0008683
Sodium/inorganic phosphate cotransporter IIC,BE0008683
Sodium/phosphate cotransporter 2C,BE0008683
Solute carrier family 34 member 3,BE0008683
AQP-7,BE0010003
AQP7L,BE0010003
AQP9,BE0010003
AQPap,BE0010003
Aquaglyceroporin-7,BE0010003
Aquaporin adipose,BE0010003
Aquaporin-7-like,BE0010003
AQP-9,BE0010004
Aquaglyceroporin-9,BE0010004
Small solute channel 1,BE0010004
SSC1,BE0010004
Aquaglyceroporin,BE0002037
2.7.11.1,BE0005126
CHAK2,BE0005126
Channel kinase 2,BE0005126
Melastatin-related TRP cation channel 6,BE0005126
ACDP2,BE0008674
Ancient conserved domain-containing protein 2,BE0008674
Cyclin-M2,BE0008674
2.7.11.1,BE0004624
CHAK1,BE0004624
Channel-kinase 1,BE0004624
Long transient receptor potential channel 7,BE0004624
LTrpC-7,BE0004624
LTRPC7,BE0004624
CNC,BE0000986
Na(+)/Ca(2+)-exchange protein 1,BE0000986
NCX1,BE0000986
Solute carrier family 8 member 1,BE0000986
Ca(v)3.3,BE0000012
KIAA1120,BE0000012
Voltage-gated calcium channel subunit alpha Cav3.3,BE0000012
Breast carcinoma-associated antigen DF3,BE0003501
CA 15-3,BE0003501
Cancer antigen 15-3,BE0003501
Carcinoma-associated mucin,BE0003501
EMA,BE0003501
Episialin,BE0003501
H23AG,BE0003501
KL-6,BE0003501
Krebs von den Lungen-6,BE0003501
MUC-1,BE0003501
Peanut-reactive urinary mucin,BE0003501
PEM,BE0003501
PEMT,BE0003501
Polymorphic epithelial mucin,BE0003501
PUM,BE0003501
Tumor-associated epithelial membrane antigen,BE0003501
Tumor-associated mucin,BE0003501
Calcium transport protein 1,BE0005102
CaT-L,BE0005102
CaT-like,BE0005102
CaT1,BE0005102
ECAC2,BE0005102
Epithelial calcium channel 2,BE0005102
TrpV6,BE0005102
Calcium transport protein 2,BE0005112
CaT2,BE0005112
ECaC,BE0005112
ECAC1,BE0005112
Epithelial calcium channel 1,BE0005112
Osm-9-like TRP channel 3,BE0005112
OTRPC3,BE0005112
TrpV5,BE0005112
RYDR,BE0000739
RYR-1,BE0000739
Skeletal muscle calcium release channel,BE0000739
Skeletal muscle ryanodine receptor,BE0000739
Skeletal muscle-type ryanodine receptor,BE0000739
Type 1 ryanodine receptor,BE0000739
Cardiac muscle ryanodine receptor,BE0005295
Cardiac muscle ryanodine receptor-calcium release channel,BE0005295
RYR-2,BE0005295
Type 2 ryanodine receptor,BE0005295
PKD2L,BE0008712
PKDL,BE0008712
Polycystin-2 homolog,BE0008712
Polycystin-2L1,BE0008712
Polycystin-L,BE0008712
Polycystin-L1,BE0008712
TRPP3,BE0008712
Brain ryanodine receptor-calcium release channel,BE0005296
Brain-type ryanodine receptor,BE0005296
HBRR,BE0005296
RYR-3,BE0005296
Type 3 ryanodine receptor,BE0005296
PC1-like 3 protein,BE0008713
Polycystin-1L3,BE0008713
CatSper1,BE0008714
CACH2,BE0008715
CACN2,BE0008715
CACNL1A1,BE0008715
"Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle",BE0008715
CCHL1A1,BE0008715
Voltage-gated calcium channel subunit alpha Cav1.2,BE0008715
BI,BE0008717
Brain calcium channel I,BE0008717
CACH4,BE0008717
CACN3,BE0008717
CACNL1A4,BE0008717
"Calcium channel, L type, alpha-1 polypeptide isoform 4",BE0008717
Voltage-gated calcium channel subunit alpha Cav2.1,BE0008717
Cav3.1c,BE0008716
KIAA1123,BE0008716
NBR13,BE0008716
Voltage-gated calcium channel subunit alpha Cav3.1,BE0008716
BII,BE0008718
Brain calcium channel II,BE0008718
CACH6,BE0008718
CACNL1A6,BE0008718
"Calcium channel, L type, alpha-1 polypeptide, isoform 6",BE0008718
Voltage-gated calcium channel subunit alpha Cav2.3,BE0008718
SELP,BE0005533
SeP,BE0005533
Alpha-TTP,BE0000643
TPP1,BE0000643
TAP3,BE0000076
Tocopherol-associated protein 3,BE0000076
Alpha-tocopherol-associated protein,BE0000256
C22orf6,BE0000256
hTAP,BE0000256
KIAA1186,BE0000256
KIAA1658,BE0000256
SPF,BE0000256
Squalene transfer protein,BE0000256
Supernatant protein factor,BE0000256
TAP,BE0000256
TAP2,BE0000339
Tocopherol-associated protein 2,BE0000339
apoB-48R,BE0005852
APOB48R,BE0005852
Apolipoprotein B-100 receptor,BE0005852
Apolipoprotein B-48 receptor,BE0005852
Apolipoprotein B48 receptor,BE0005852
INSP3R1,BE0004522
IP3 receptor isoform 1,BE0004522
IP3R 1,BE0004522
"Type 1 inositol 1,4,5-trisphosphate receptor",BE0004522
Type 1 InsP3 receptor,BE0004522
Sterolin-1,BE0004750
Sterolin-2,BE0004751
B-cell-specific glycoprotein B29,BE0009680
B29,BE0009680
Ig-beta,BE0009680
IGB,BE0009680
Immunoglobulin-associated B29 protein,BE0009680
Eag homolog,BE0000090
Eag-related protein 1,BE0000090
ERG,BE0000090
ERG-1,BE0000090
ERG1,BE0000090
Ether-a-go-go-related gene potassium channel 1,BE0000090
Ether-a-go-go-related protein 1,BE0000090
H-ERG,BE0000090
HERG,BE0000090
hERG-1,BE0000090
hERG1,BE0000090
Voltage-gated potassium channel subunit Kv11.1,BE0000090
1.4.3.4,BE0002196
MAO-B,BE0002196
Monoamine oxidase type B,BE0002196
Outer membrane porin C,BE0003941
Outer membrane protein C,BE0003941
Uncharacterized protein,BE0003941
Na(+)/myo-inositol cotransporter,BE0009368
SMIT1,BE0009368
Sodium/myo-inositol transporter 1,BE0009368
Solute carrier family 5 member 3,BE0009368
Ferroportin-1,BE0009856
FPN1,BE0009856
IREG1,BE0009856
Iron-regulated transporter 1,BE0009856
SLC11A3,BE0009856
3.6.3.9,BE0000732
Na(+)/K(+) ATPase alpha-1 subunit,BE0000732
Sodium pump subunit alpha-1,BE0000732
3.6.3.10,BE0009378
Gastric H(+)/K(+) ATPase subunit alpha,BE0009378
Proton pump,BE0009378
Alpha-ENaC,BE0000190
Alpha-NaCH,BE0000190
ENaCA,BE0000190
Epithelial Na(+) channel subunit alpha,BE0000190
Nonvoltage-gated sodium channel 1 subunit alpha,BE0000190
SCNEA,BE0000190
SCNN1,BE0000190
Beta-ENaC,BE0000024
Beta-NaCH,BE0000024
ENaCB,BE0000024
Epithelial Na(+) channel subunit beta,BE0000024
Nonvoltage-gated sodium channel 1 subunit beta,BE0000024
SCNEB,BE0000024
ENaCG,BE0000497
Epithelial Na(+) channel subunit gamma,BE0000497
Gamma-ENaC,BE0000497
Gamma-NaCH,BE0000497
Nonvoltage-gated sodium channel 1 subunit gamma,BE0000497
SCNEG,BE0000497
Paracellin-1,BE0009861
PCLN-1,BE0009861
PCLN1,BE0009861
HPT,BE0009864
MRS2-like protein,BE0009864
MRS2L,BE0009864
Solute carrier family 30 member 1,BE0009891
ZnT-1,BE0009891
ZNT1,BE0009891
Solute carrier family 30 member 2,BE0009892
ZnT-2,BE0009892
ZNT2,BE0009892
Solute carrier family 30 member 3,BE0009895
ZnT-3,BE0009895
ZNT3,BE0009895
Solute carrier family 30 member 4,BE0009886
ZnT-4,BE0009886
ZNT4,BE0009886
Solute carrier family 30 member 6,BE0009907
ZnT-6,BE0009907
ZNT6,BE0009907
hZTL1,BE0009898
Solute carrier family 30 member 5,BE0009898
ZnT-5,BE0009898
ZnT-like transporter 1,BE0009898
ZNT5,BE0009898
ZNTL1,BE0009898
ZTL1,BE0009898
Solute carrier family 30 member 7,BE0009885
ZnT-7,BE0009885
Znt-like transporter 2,BE0009885
ZNT7,BE0009885
ZNTL2,BE0009885
Solute carrier family 30 member 8,BE0009896
ZnT-8,BE0009896
ZNT8,BE0009896
C4orf1,BE0009890
HUEL,BE0009890
Human embryonic lung protein,BE0009890
Solute carrier family 30 member 9,BE0009890
ZnT-9,BE0009890
Manganese transporter SLC30A10,BE0009899
Solute carrier family 30 member 10,BE0009899
ZnT-10,BE0009899
ZNT10,BE0009899
ZNT8,BE0009899
hZIP1,BE0009902
IRT1,BE0009902
Solute carrier family 39 member 1,BE0009902
Zinc-iron-regulated transporter-like,BE0009902
ZIP-1,BE0009902
ZIP1,BE0009902
ZIRTL,BE0009902
Zrt- and Irt-like protein 1,BE0009902
6A1,BE0009889
Eti-1,BE0009889
hZIP2,BE0009889
Solute carrier family 39 member 2,BE0009889
ZIP-2,BE0009889
ZIP2,BE0009889
Zrt- and Irt-like protein 2,BE0009889
Solute carrier family 39 member 3,BE0009904
ZIP-3,BE0009904
ZIP3,BE0009904
Zrt- and Irt-like protein 3,BE0009904
Solute carrier family 39 member 4,BE0009894
ZIP-4,BE0009894
ZIP4,BE0009894
Zrt- and Irt-like protein 4,BE0009894
Solute carrier family 39 member 5,BE0009888
ZIP-5,BE0009888
ZIP5,BE0009888
Zrt- and Irt-like protein 5,BE0009888
Estrogen-regulated protein LIV-1,BE0009887
LIV1,BE0009887
Solute carrier family 39 member 6,BE0009887
ZIP-6,BE0009887
ZIP6,BE0009887
Zrt- and Irt-like protein 6,BE0009887
Histidine-rich membrane protein Ke4,BE0009893
HKE4,BE0009893
Really interesting new gene 5 protein,BE0009893
RING5,BE0009893
Solute carrier family 39 member 7,BE0009893
ZIP7,BE0009893
"Zrt-, Irt-like protein 7",BE0009893
BCG-induced integral membrane protein in monocyte clone 103 protein,BE0009901
BIGM103,BE0009901
LIV-1 subfamily of ZIP zinc transporter 6,BE0009901
LZT-Hs6,BE0009901
Solute carrier family 39 member 8,BE0009901
ZIP-8,BE0009901
ZIP8,BE0009901
Zrt- and Irt-like protein 8,BE0009901
Solute carrier family 39 member 9,BE0009905
ZIP-9,BE0009905
ZIP9,BE0009905
Zrt- and Irt-like protein 9,BE0009905
KIAA1265,BE0009884
Solute carrier family 39 member 10,BE0009884
ZIP-10,BE0009884
ZIP10,BE0009884
Zrt- and Irt-like protein 10,BE0009884
C17orf26,BE0009906
Solute carrier family 39 member 11,BE0009906
ZIP-11,BE0009906
ZIP11,BE0009906
Zrt- and Irt-like protein 11,BE0009906
LIV-1 subfamily of ZIP zinc transporter 8,BE0009897
LZT-Hs8,BE0009897
Solute carrier family 39 member 12,BE0009897
ZIP-12,BE0009897
ZIP12,BE0009897
Zrt- and Irt-like protein 12,BE0009897
LIV-1 subfamily of ZIP zinc transporter 9,BE0009900
LZT-Hs9,BE0009900
Solute carrier family 39 member 13,BE0009900
ZIP-13,BE0009900
ZIP13,BE0009900
Zrt- and Irt-like protein 13,BE0009900
KIAA0062,BE0009903
LIV-1 subfamily of ZIP zinc transporter 4,BE0009903
LZT-Hs4,BE0009903
Solute carrier family 39 member 14,BE0009903
ZIP-14,BE0009903
ZIP14,BE0009903
Zrt- and Irt-like protein 14,BE0009903
Multidrug resistance protein mexA precursor,BE0009805
Ferric iron uptake protein,BE0009806
TonB-dependent receptor Fiu,BE0009806
ybiL,BE0009806
cir,BE0004172
feuA,BE0004172
GP3A,BE0001155
GPIIIa,BE0001155
Platelet membrane glycoprotein IIIa,BE0001155
