ref-id,pubmed-id,citation,parent_key
A19925,17188226,"Li B, Schopfer LM, Hinrichs SH, Masson P, Lockridge O: Matrix-assisted laser desorption/ionization time-of-flight mass spectrometry assay for organophosphorus toxicants bound to human albumin at Tyr411. Anal Biochem. 2007 Feb 15;361(2):263-72. Epub 2006 Dec 4.",BE0000530
A1033,16029066,"Sica DA, Gehr TW, Ghosh S: Clinical pharmacokinetics of losartan. Clin Pharmacokinet. 2005;44(8):797-814.",BE0000530
A14238,8695640,"Yamasaki K, Maruyama T, Kragh-Hansen U, Otagiri M: Characterization of site I on human serum albumin: concept about the structure of a drug binding site. Biochim Biophys Acta. 1996 Jul 18;1295(2):147-57.",BE0000530
A15493,20537832,"Joseph KS, Hage DS: The effects of glycation on the binding of human serum albumin to warfarin and L-tryptophan. J Pharm Biomed Anal. 2010 Nov 2;53(3):811-8. doi: 10.1016/j.jpba.2010.04.035. Epub 2010 May 6.",BE0000530
A15494,18721856,"Wybranowski T, Cyrankiewicz M, Ziomkowska B, Kruszewski S: The HSA affinity of warfarin and flurbiprofen determined by fluorescence anisotropy measurements of camptothecin. Biosystems. 2008 Dec;94(3):258-62. doi: 10.1016/j.biosystems.2008.05.034. Epub 2008 Jul 31.",BE0000530
A12195,9275312,"Bertucci C, Wainer IW: Improved chromatographic performance of a modified human albumin based stationary phase. Chirality. 1997;9(4):335-40.",BE0000530
A12212,16290938,"Hazai E, Visy J, Fitos I, Bikadi Z, Simonyi M: Selective binding of coumarin enantiomers to human alpha1-acid glycoprotein genetic variants. Bioorg Med Chem. 2006 Mar 15;14(6):1959-65. Epub 2005 Nov 15.",BE0000925
A11792,14616427,"Nakagawa T, Kishino S, Itoh S, Sugawara M, Miyazaki K: Differential binding of disopyramide and warfarin enantiomers to human alpha(1)-acid glycoprotein variants. Br J Clin Pharmacol. 2003 Dec;56(6):664-9.",BE0000925
A187147,28435101,"Abboud R, Akil M, Charcosset C, Greige-Gerges H: Interaction of glucocorticoids and progesterone derivatives with human serum albumin. Chem Phys Lipids. 2017 Oct;207(Pt B):271-278. doi: 10.1016/j.chemphyslip.2017.04.007. Epub 2017 Apr 21.",BE0000530
A187150,13746120,"SANDBERG AA, SLAUNWHITE WR Jr, CARTER AC: Transcortin: a corticosteroid-binding protein of plasma. III. The effects of various steroids. J Clin Invest. 1960 Dec;39:1914-26. doi: 10.1172/JCI104216.",BE0000209
A15492,2792351,"Lebedev AA, Samokrutova OV: [Study of the binding of diuretics by serum proteins according to changes in tryptophan fluorescence]. Farmakol Toksikol. 1989 May-Jun;52(3):40-3.",BE0000530
A181970,2579968,"Stockigt JR, Lim CF, Barlow JW, Wynne KN, Mohr VS, Topliss DJ, Hamblin PS, Sabto J: Interaction of furosemide with serum thyroxine-binding sites: in vivo and in vitro studies and comparison with other inhibitors. J Clin Endocrinol Metab. 1985 May;60(5):1025-31. doi: 10.1210/jcem-60-5-1025.",BE0000537
A12048,10737910,"Matsushima H, Watanabe T, Higuchi S: Effect of alpha(1)-acid glycoprotein on the pharmacokinetics of tamsulosin in rats treated with turpentine oil. J Pharm Sci. 2000 Apr;89(4):490-8.",BE0000925
A12049,17666829,"Hanada K, Tochikura N, Ogata H: Selective binding of tamsulosin to genetic variants of human alpha1-acid glycoprotein. Biol Pharm Bull. 2007 Aug;30(8):1593-5.",BE0000925
A12050,8973992,"Koiso K, Akaza H, Kikuchi K, Aoyagi K, Ohba S, Miyazaki M, Ito M, Sueyoshi T, Matsushima H, Kamimura H, Watanabe T, Higuchi S: Pharmacokinetics of tamsulosin hydrochloride in patients with renal impairment: effects of alpha 1-acid glycoprotein. J Clin Pharmacol. 1996 Nov;36(11):1029-38.",BE0000925
A19948,15814459,"Bocedi A, Notaril S, Narciso P, Bolli A, Fasano M, Ascenzi P: Binding of anti-HIV drugs to human serum albumin. IUBMB Life. 2004 Oct;56(10):609-14.",BE0000530
A19949,16336266,"Bocedi A, Notari S, Menegatti E, Fanali G, Fasano M, Ascenzi P: Allosteric modulation of anti-HIV drug and ferric heme binding to human serum albumin. FEBS J. 2005 Dec;272(24):6287-96.",BE0000530
A15772,2867185,"Aarons L, Khan AZ, Grennan DM, Alam-Siddiqi M: The binding of flurbiprofen to plasma proteins. J Pharm Pharmacol. 1985 Sep;37(9):644-6.",BE0000530
A15773,16867708,"Takla PG, Schulman SG, Perrin JH: Measurement of flurbiprofen-human serum albumin interaction by fluorimetry. J Pharm Biomed Anal. 1985;3(1):41-50.",BE0000530
A177817,20225277,"Fanali G, Rampoldi V, di Masi A, Bolli A, Lopiano L, Ascenzi P, Fasano M: Binding of anti-Parkinson's disease drugs to human serum albumin is allosterically modulated. IUBMB Life. 2010 May;62(5):371-6. doi: 10.1002/iub.317.",BE0000530
A10367,15063480,Sitruk-Ware R: Pharmacological profile of progestins. Maturitas. 2004 Apr 15;47(4):277-83.,BE0000685
A179629,27767393,"Ariga GG, Naik PN, Nandibewoor ST, Chimatadar SA: Quenching of fluorescence by meclizine, a probe study for structural and conformational changes in human serum albumin. J Biomol Struct Dyn. 2017 Nov;35(14):3161-3175. doi: 10.1080/07391102.2016.1245159. Epub 2016 Nov 10.",BE0000530
A12068,16912126,"Khoromi S, Muniyappa R, Nackers L, Gray N, Baldwin H, Wong KA, Matheny LA, Moquin B, Rainer A, Hill S, Remaley A, Johnson LL, Max MB, Blackman MR: Effects of chronic osteoarthritis pain on neuroendocrine function in men. J Clin Endocrinol Metab. 2006 Nov;91(11):4313-8. Epub 2006 Aug 15.",BE0000685
A12069,17270355,"Stroud LR, Solomon C, Shenassa E, Papandonatos G, Niaura R, Lipsitt LP, Lewinn K, Buka SL: Long-term stability of maternal prenatal steroid hormones from the National Collaborative Perinatal Project: still valid after all these years. Psychoneuroendocrinology. 2007 Feb;32(2):140-50. Epub 2007 Jan 31.",BE0000685
A12070,17494102,"Lombardi G, Mondaini N, Macchiarella A, Del Popolo G: Female sexual dysfunction and hormonal status in spinal cord injured (SCI) patients. J Androl. 2007 Sep-Oct;28(5):722-6. Epub 2007 May 9.",BE0000685
A12071,17507833,"Shifren JL, Desindes S, McIlwain M, Doros G, Mazer NA: A randomized, open-label, crossover study comparing the effects of oral versus transdermal estrogen therapy on serum androgens, thyroid hormones, and adrenal hormones in naturally menopausal women. Menopause. 2007 Nov-Dec;14(6):985-94.",BE0000685
A12072,17628912,"Rizzo L, Dobrovsky V, Danilowicz K, Kral M, Cross G, Serra HA, Bruno OD: Low-dose glucocorticoids in hyperandrogenism. Medicina (B Aires). 2007;67(3):247-52.",BE0000685
A187439,23300763,"Gardill BR, Vogl MR, Lin HY, Hammond GL, Muller YA: Corticosteroid-binding globulin: structure-function implications from species differences. PLoS One. 2012;7(12):e52759. doi: 10.1371/journal.pone.0052759. Epub 2012 Dec 26.",BE0000685
A18381,21371536,"Henley DE, Lightman SL: New insights into corticosteroid-binding globulin and glucocorticoid delivery. Neuroscience. 2011 Apr 28;180:1-8. doi: 10.1016/j.neuroscience.2011.02.053. Epub  2011 Mar 1.",BE0000209
A187436,15634032,"Czock D, Keller F, Rasche FM, Haussler U: Pharmacokinetics and pharmacodynamics of systemically administered glucocorticoids. Clin Pharmacokinet. 2005;44(1):61-98. doi: 10.2165/00003088-200544010-00003.",BE0000209
A12073,16118549,"Port M, Corot C, Violas X, Robert P, Raynal I, Gagneur G: How to compare the efficiency of albumin-bound and nonalbumin-bound contrast agents in vivo: the concept of dynamic relaxivity. Invest Radiol. 2005 Sep;40(9):565-73.",BE0000530
A12074,9055236,"Wendland MF, Saeed M, Lauerma K, Derugin N, Mintorovitch J, Cavagna FM, Higgins CB: Alterations in T1 of normal and reperfused infarcted myocardium after Gd-BOPTA versus GD-DTPA on inversion recovery EPI. Magn Reson Med. 1997 Mar;37(3):448-56.",BE0000530
A12075,9406019,"Cavagna FM, Maggioni F, Castelli PM, Dapra M, Imperatori LG, Lorusso V, Jenkins BG: Gadolinium chelates with weak binding to serum proteins. A new class of high-efficiency, general purpose contrast agents for magnetic resonance imaging. Invest Radiol. 1997 Dec;32(12):780-96.",BE0000530
A9,11752352,"Chen X, Ji ZL, Chen YZ: TTD: Therapeutic Target Database. Nucleic Acids Res. 2002 Jan 1;30(1):412-5.",BE0000530
A20069,17944539,"Li F, Chordia MD, Woodling KA, Macdonald TL: Irreversible alkylation of human serum albumin by zileuton metabolite 2-acetylbenzothiophene-S-oxide: a potential model for hepatotoxicity. Chem Res Toxicol. 2007 Dec;20(12):1854-61. Epub 2007 Oct 19.",BE0000530
A15462,8777148,"Mignot I, Presle N, Lapicque F, Monot C, Dropsy R, Netter P: Albumin binding sites for etodolac enantiomers. Chirality. 1996;8(3):271-80.",BE0000530
A15463,1389961,"Muller N, Lapicque F, Monot C, Payan E, Dropsy R, Netter P: Stereoselective binding of etodolac to human serum albumin. Chirality. 1992;4(4):240-6.",BE0000530
A15464,1362954,"Smith PC, Song WQ, Rodriguez RJ: Covalent binding of etodolac acyl glucuronide to albumin in vitro. Drug Metab Dispos. 1992 Nov-Dec;20(6):962-5.",BE0000530
A15479,15791110,"Liu R, Eckenhoff RG: Weak polar interactions confer albumin binding site selectivity for haloether anesthetics. Anesthesiology. 2005 Apr;102(4):799-805.",BE0000530
A15480,15449957,"Sawas AH, Pentyala SN, Rebecchi MJ: Binding of volatile anesthetics to serum albumin: measurements of enthalpy and solvent contributions. Biochemistry. 2004 Oct 5;43(39):12675-85.",BE0000530
A19987,16569428,"Maiti TK, Ghosh KS, Debnath J, Dasgupta S: Binding of all-trans retinoic acid to human serum albumin: fluorescence, FT-IR and circular dichroism studies. Int J Biol Macromol. 2006 May 30;38(3-5):197-202. Epub 2006 Mar 6.",BE0000530
A19988,17184834,"N'soukpoe-Kossi CN, Sedaghat-Herati R, Ragi C, Hotchandani S, Tajmir-Riahi HA: Retinol and retinoic acid bind human serum albumin: stability and structural features. Int J Biol Macromol. 2007 Apr 10;40(5):484-90. Epub 2006 Nov 24.",BE0000530
A19989,17217919,"Karnaukhova E: Interactions of human serum albumin with retinoic acid, retinal and retinyl acetate. Biochem Pharmacol. 2007 Mar 15;73(6):901-10. Epub 2006 Dec 2.",BE0000530
A15505,1031216,"Bratlid D, Bergan T: Displacement of albumin-bound antimicrobial agents by bilirubin. Pharmacology. 1976;14(5):464-72.",BE0000530
A192615,4729699,"Agren A, Back T: Complex formation between macromolecules and drugs. 8. Binding of saccharine, N-methyl saccharine, and the diuretic drugs hydroflumethiazide and bendroflumethiazide to human serum albumin. Acta Pharm Suec. 1973 Jun;10(3):223-8.",BE0000530
A12097,17171213,"Campusano M C, Brusco G F, Campino J C, Rodriguez P L, Arteaga U E: [Assessment of androgenic decline in the elderly]. Rev Med Chil. 2006 Sep;134(9):1123-8. Epub 2006 Dec 12.",BE0000685
A12098,17201714,"Kuba R, Pohanka M, Zakopcan J, Novotna I, Rektor I: Sexual dysfunctions and blood hormonal profile in men with focal epilepsy. Epilepsia. 2006 Dec;47(12):2135-40.",BE0000685
A12099,17258903,"Bendlova B, Zavadilova J, Vankova M, Vejrazkova D, Lukasova P, Vcelak J, Hill M, Cibula D, Vondra K, Starka L, Vrbikova J: Role of D327N sex hormone-binding globulin gene polymorphism in the pathogenesis of polycystic ovary syndrome. J Steroid Biochem Mol Biol. 2007 Apr;104(1-2):68-74. Epub 2007 Jan 26.",BE0000685
A12100,17274467,"Sablik Z, Samborska-Sablik A, Bolinska-Soltysiak H, Goch JH, Kula K: [Hyperandrogenism as a risk factor of coronary artery disease in young women]. Pol Arch Med Wewn. 2006 Feb;115(2):118-24.",BE0000685
A12101,17435665,"Mohamad MJ, Mohammad MA, Karayyem M, Hairi A, Hader AA: Serum levels of sex hormones in men with acute myocardial infarction. Neuro Endocrinol Lett. 2007 Apr;28(2):182-6.",BE0000685
A12102,8530713,O'Connell MB: Pharmacokinetic and pharmacologic variation between different estrogen products. J Clin Pharmacol. 1995 Sep;35(9S):18S-24S. doi: 10.1002/j.1552-4604.1995.tb04143.x.,BE0000685
A12103,3521955,Pardridge WM: Serum bioavailability of sex steroid hormones. Clin Endocrinol Metab. 1986 May;15(2):259-78.,BE0000685
A190375,15784702,"Ropponen A, Aittomaki K, Vihma V, Tikkanen MJ, Ylikorkala O: Effects of oral and transdermal estradiol administration on levels of sex hormone-binding globulin in postmenopausal women with and without a history of intrahepatic cholestasis of pregnancy. J Clin Endocrinol Metab. 2005 Jun;90(6):3431-4. doi: 10.1210/jc.2005-0352. Epub 2005 Mar 22.",BE0000685
A190378,9749416,"Knochenhauer ES, Boots LR, Potter HD, Azziz R: Differential binding of estradiol and testosterone to SHBG. Relation to circulating estradiol levels. J Reprod Med. 1998 Aug;43(8):665-70.",BE0000685
A12102,8530713,O'Connell MB: Pharmacokinetic and pharmacologic variation between different estrogen products. J Clin Pharmacol. 1995 Sep;35(9S):18S-24S. doi: 10.1002/j.1552-4604.1995.tb04143.x.,BE0000530
A15510,19398502,"Rowland A, Knights KM, Mackenzie PI, Miners JO: Characterization of the binding of drugs to human intestinal fatty acid binding protein (IFABP): potential role of IFABP as an alternative to albumin for in vitro-in vivo extrapolation of drug kinetic parameters. Drug Metab Dispos. 2009 Jul;37(7):1395-403. doi: 10.1124/dmd.109.027656. Epub 2009 Apr 27.",BE0003591
A20284,8946661,"Dasgupta A, Emerson L: Interaction of valproic acid with nonsteroidal antiinflammatory drugs mefenamic acid and fenoprofen in normal and uremic sera: lack of interaction in uremic sera due to the presence of endogenous factors. Ther Drug Monit. 1996 Dec;18(6):654-9.",BE0000530
A180895,29113080,"Abdelhameed AS, Bakheit AH, Almutairi FM, AlRabiah H, Kadi AA: Biophysical and In Silico Studies of the Interaction between the Anti-Viral Agents Acyclovir and Penciclovir, and Human Serum Albumin. Molecules. 2017 Nov 5;22(11). pii: molecules22111906. doi: 10.3390/molecules22111906.",BE0000530
A15488,17125386,"Banerjee T, Singh SK, Kishore N: Binding of naproxen and amitriptyline to bovine serum albumin: biophysical aspects. J Phys Chem B. 2006 Nov 30;110(47):24147-56.",BE0000530
A1991,10592235,"Berman HM, Westbrook J, Feng Z, Gilliland G, Bhat TN, Weissig H, Shindyalov IN, Bourne PE: The Protein Data Bank. Nucleic Acids Res. 2000 Jan 1;28(1):235-42.",BE0000530
A178999,18259051,"Lejon S, Cramer JF, Nordberg P: Structural basis for the binding of naproxen to human serum albumin in the presence of fatty acids and the GA module. Acta Crystallogr Sect F Struct Biol Cryst Commun. 2008 Feb 1;64(Pt 2):64-9. doi: 10.1107/S174430910706770X. Epub 2008 Jan 18.",BE0000530
A179110,9113437,"Davies NM, Anderson KE: Clinical pharmacokinetics of naproxen. Clin Pharmacokinet. 1997 Apr;32(4):268-93. doi: 10.2165/00003088-199732040-00002.",BE0000530
A15476,2071261,"Belpaire FM, Bogaert MG: Binding of alfentanil to human alpha 1-acid glycoprotein, albumin and serum. Int J Clin Pharmacol Ther Toxicol. 1991 Mar;29(3):96-102.",BE0000925
A15477,3146505,"Kumar K, Crankshaw DP, Morgan DJ, Beemer GH: The effect of cardiopulmonary bypass on plasma protein binding of alfentanil. Eur J Clin Pharmacol. 1988;35(1):47-52.",BE0000925
A15476,2071261,"Belpaire FM, Bogaert MG: Binding of alfentanil to human alpha 1-acid glycoprotein, albumin and serum. Int J Clin Pharmacol Ther Toxicol. 1991 Mar;29(3):96-102.",BE0000530
A15477,3146505,"Kumar K, Crankshaw DP, Morgan DJ, Beemer GH: The effect of cardiopulmonary bypass on plasma protein binding of alfentanil. Eur J Clin Pharmacol. 1988;35(1):47-52.",BE0000530
A204041,3395370,"Urien S, Riant P, Renouard A, Coulomb B, Rocher I, Tillement JP: Binding of indapamide to serum proteins and erythrocytes. Biochem Pharmacol. 1988 Aug 1;37(15):2963-6. doi: 10.1016/0006-2952(88)90282-1.",BE0004879
A204041,3395370,"Urien S, Riant P, Renouard A, Coulomb B, Rocher I, Tillement JP: Binding of indapamide to serum proteins and erythrocytes. Biochem Pharmacol. 1988 Aug 1;37(15):2963-6. doi: 10.1016/0006-2952(88)90282-1.",BE0000530
A204041,3395370,"Urien S, Riant P, Renouard A, Coulomb B, Rocher I, Tillement JP: Binding of indapamide to serum proteins and erythrocytes. Biochem Pharmacol. 1988 Aug 1;37(15):2963-6. doi: 10.1016/0006-2952(88)90282-1.",BE0010007
A179536,25314012,"Bista SR, Haywood A, Hardy J, Lobb M, Tapuni A, Norris R: Protein binding of fentanyl and its metabolite nor-fentanyl in human plasma, albumin and alpha-1 acid glycoprotein. Xenobiotica. 2015 Mar;45(3):207-12. doi: 10.3109/00498254.2014.971093. Epub 2014 Oct 14.",BE0000530
A179536,25314012,"Bista SR, Haywood A, Hardy J, Lobb M, Tapuni A, Norris R: Protein binding of fentanyl and its metabolite nor-fentanyl in human plasma, albumin and alpha-1 acid glycoprotein. Xenobiotica. 2015 Mar;45(3):207-12. doi: 10.3109/00498254.2014.971093. Epub 2014 Oct 14.",BE0004879
A190189,30774225,"Bekker A, Kloepping C, Collingwood S: Meloxicam in the management of post-operative pain: Narrative review. J Anaesthesiol Clin Pharmacol. 2018 Oct-Dec;34(4):450-457. doi: 10.4103/joacp.JOACP_133_18.",BE0000530
A190234,20089378,"Trynda-Lemiesz L, Wiglusz K: Interactions of human serum albumin with meloxicam: characterization of binding site. J Pharm Biomed Anal. 2010 Jun 5;52(2):300-4. doi: 10.1016/j.jpba.2009.12.025. Epub 2010 Jan 4.",BE0000530
A12111,16085141,"Chang-Ying Y, An-Xin H, Yi L, Hui T, Song-Sheng Q: Some properties of the interaction between 2,2'-diselenadibenzoic acid and serum albumins. J Pharm Biomed Anal. 2005 Sep 1;39(1-2):263-7.",BE0000530
A12112,16256532,"Choi EJ, Foster MD: Surfactant displacement of human serum albumin adsorbed on loosely packed self-assembled monolayers: cetyltrimethylammonium bromide versus sodium dodecyl sulfate. J Colloid Interface Sci. 2003 May 15;261(2):273-82.",BE0000530
A12113,16256620,"Santos SF, Zanette D, Fischer H, Itri R: A systematic study of bovine serum albumin (BSA) and sodium dodecyl sulfate (SDS) interactions by surface tension and small angle X-ray scattering. J Colloid Interface Sci. 2003 Jun 15;262(2):400-8.",BE0000530
A12114,16379295,"Cao WG, Jiao QC, Liu Q: [Spatial orientation interaction mechanism of three component complex of protein--BSA/SDS/Azur a system]. Guang Pu Xue Yu Guang Pu Fen Xi. 2005 Sep;25(9):1478-81.",BE0000530
A12115,16457837,"Schweitzer B, Felippe AC, Dal Bo A, Minatti E, Zanette D, Lopes A: Sodium dodecyl sulfate promoting a cooperative association process of sodium cholate with bovine serum albumin. J Colloid Interface Sci. 2006 Jun 1;298(1):457-66. Epub 2006 Feb 2.",BE0000530
A9,11752352,"Chen X, Ji ZL, Chen YZ: TTD: Therapeutic Target Database. Nucleic Acids Res. 2002 Jan 1;30(1):412-5.",BE0000530
A15478,17311911,"Bright DP, Adham SD, Lemaire LC, Benavides R, Gruss M, Taylor GW, Smith EH, Franks NP: Identification of anesthetic binding sites on human serum albumin using a novel etomidate photolabel. J Biol Chem. 2007 Apr 20;282(16):12038-47. Epub 2007 Feb 20.",BE0000530
A15479,15791110,"Liu R, Eckenhoff RG: Weak polar interactions confer albumin binding site selectivity for haloether anesthetics. Anesthesiology. 2005 Apr;102(4):799-805.",BE0000530
A15480,15449957,"Sawas AH, Pentyala SN, Rebecchi MJ: Binding of volatile anesthetics to serum albumin: measurements of enthalpy and solvent contributions. Biochemistry. 2004 Oct 5;43(39):12675-85.",BE0000530
A15481,16032968,"Schywalsky M, Ihmsen H, Knoll R, Schwilden H: Binding of propofol to human serum albumin. Arzneimittelforschung. 2005;55(6):303-6.",BE0000530
A12195,9275312,"Bertucci C, Wainer IW: Improved chromatographic performance of a modified human albumin based stationary phase. Chirality. 1997;9(4):335-40.",BE0000530
A11910,2545072,"Brodersen R, Honore B: Drug binding properties of neonatal albumin. Acta Paediatr Scand. 1989 May;78(3):342-6.",BE0000530
A203354,21671987,"Chin PK, Jensen BP, Larsen HS, Begg EJ: Adult age and ex vivo protein binding of lorazepam, oxazepam and temazepam in healthy subjects. Br J Clin Pharmacol. 2011 Dec;72(6):985-9. doi: 10.1111/j.1365-2125.2011.04036.x.",BE0000530
A1713,17139284,"Overington JP, Al-Lazikani B, Hopkins AL: How many drug targets are there? Nat Rev Drug Discov. 2006 Dec;5(12):993-6.",BE0000209
A1715,17016423,"Imming P, Sinning C, Meyer A: Drugs, their targets and the nature and number of drug targets. Nat Rev Drug Discov. 2006 Oct;5(10):821-34.",BE0000209
A5743,10634411,"Emptoz-Bonneton A, Cousin P, Seguchi K, Avvakumov GV, Bully C, Hammond GL, Pugeat M: Novel human corticosteroid-binding globulin variant with low cortisol-binding affinity. J Clin Endocrinol Metab. 2000 Jan;85(1):361-7.",BE0000209
A5744,1504007,"Smith CL, Power SG, Hammond GL: A Leu----His substitution at residue 93 in human corticosteroid binding globulin results in reduced affinity for cortisol. J Steroid Biochem Mol Biol. 1992 Aug;42(7):671-6.",BE0000209
A9,11752352,"Chen X, Ji ZL, Chen YZ: TTD: Therapeutic Target Database. Nucleic Acids Res. 2002 Jan 1;30(1):412-5.",BE0000209
A189354,30391401,"Volpp M, Holzgrabe U: Determination of plasma protein binding for sympathomimetic drugs by means of ultrafiltration. Eur J Pharm Sci. 2019 Jan 15;127:175-184. doi: 10.1016/j.ejps.2018.10.027. Epub 2018 Oct 31.",BE0000530
A188165,8557388,"Schafer-Korting M, Korting HC, Rittler W, Obermuller W: Influence of serum protein binding on the in vitro activity of anti-fungal agents. Infection. 1995 Sep-Oct;23(5):292-7. doi: 10.1007/bf01716289.",BE0000530
A5538,1287164,"Ryder NS, Frank I: Interaction of terbinafine with human serum and serum proteins. J Med Vet Mycol. 1992;30(6):451-60.",BE0000530
A5538,1287164,"Ryder NS, Frank I: Interaction of terbinafine with human serum and serum proteins. J Med Vet Mycol. 1992;30(6):451-60.",BE0004879
A1713,17139284,"Overington JP, Al-Lazikani B, Hopkins AL: How many drug targets are there? Nat Rev Drug Discov. 2006 Dec;5(12):993-6.",BE0000685
A1715,17016423,"Imming P, Sinning C, Meyer A: Drugs, their targets and the nature and number of drug targets. Nat Rev Drug Discov. 2006 Oct;5(10):821-34.",BE0000685
A1713,17139284,"Overington JP, Al-Lazikani B, Hopkins AL: How many drug targets are there? Nat Rev Drug Discov. 2006 Dec;5(12):993-6.",BE0000209
A1715,17016423,"Imming P, Sinning C, Meyer A: Drugs, their targets and the nature and number of drug targets. Nat Rev Drug Discov. 2006 Oct;5(10):821-34.",BE0000209
A5766,6800390,"Frey BM, Frey FJ: Estimation of transcortin concentration by measurements of plasma protein-binding of prednisolone and by electroimmunodiffusion. Br J Clin Pharmacol. 1982 Feb;13(2):245-9.",BE0000209
A5767,7667198,"Ko HC, Almon RR, Jusko WJ: Effect of corticosteroid binding globulin on the pharmacokinetics of prednisolone in rats. Pharm Res. 1995 Jun;12(6):902-4.",BE0000209
A5768,563315,"Angeli A, Frajria R, De Paoli R, Fonzo D, Ceresa F: Diurnal variation of prednisolone binding to serum corticosteroid-binding globulin in man. Clin Pharmacol Ther. 1978 Jan;23(1):47-53.",BE0000209
A9,11752352,"Chen X, Ji ZL, Chen YZ: TTD: Therapeutic Target Database. Nucleic Acids Res. 2002 Jan 1;30(1):412-5.",BE0000209
A187394,378499,Pickup ME: Clinical pharmacokinetics of prednisone and prednisolone. Clin Pharmacokinet. 1979 Mar-Apr;4(2):111-28. doi: 10.2165/00003088-197904020-00004.,BE0000530
A12156,14711308,"Adamski-Werner SL, Palaninathan SK, Sacchettini JC, Kelly JW: Diflunisal analogues stabilize the native state of transthyretin. Potent inhibition of amyloidogenesis. J Med Chem. 2004 Jan 15;47(2):355-74.",BE0000337
A11915,15080795,"Almeida MR, Macedo B, Cardoso I, Alves I, Valencia G, Arsequell G, Planas A, Saraiva MJ: Selective binding to transthyretin and tetramer stabilization in serum from patients with familial amyloidotic polyneuropathy by an iodinated diflunisal derivative. Biochem J. 2004 Jul 15;381(Pt 2):351-6.",BE0000337
A12157,15689188,"Gales L, Macedo-Ribeiro S, Arsequell G, Valencia G, Saraiva MJ, Damas AM: Human transthyretin in complex with iododiflunisal: structural features associated with a potent amyloid inhibitor. Biochem J. 2005 Jun 1;388(Pt 2):615-21.",BE0000337
A11914,14968122,"Miller SR, Sekijima Y, Kelly JW: Native state stabilization by NSAIDs inhibits transthyretin amyloidogenesis from the most common familial disease variants. Lab Invest. 2004 May;84(5):545-52.",BE0000337
A12158,17028027,"Tojo K, Sekijima Y, Kelly JW, Ikeda S: Diflunisal stabilizes familial amyloid polyneuropathy-associated transthyretin variant tetramers in serum against dissociation required for amyloidogenesis. Neurosci Res. 2006 Dec;56(4):441-9. Epub 2006 Oct 6.",BE0000337
A15465,17132209,"Davilas A, Koupparis M, Macheras P, Valsami G: In-vitro study on the competitive binding of diflunisal and uraemic toxins to serum albumin and human plasma using a potentiometric ion-probe technique. J Pharm Pharmacol. 2006 Nov;58(11):1467-74.",BE0000530
A10900,11673972,"Mao H, Hajduk PJ, Craig R, Bell R, Borre T, Fesik SW: Rational design of diflunisal analogues with reduced affinity for human serum albumin. J Am Chem Soc. 2001 Oct 31;123(43):10429-35.",BE0000530
A12216,2751413,"Rehse K, Fiedler B: [Determination of the protein binding of drugs by continuous ultrafiltration. 9. Comparison of the binding of nonsteroid antirheumatics to human serum albumin and their interaction with phenprocoumon]. Arch Pharm (Weinheim). 1989 Apr;322(4):241-3.",BE0000530
A15466,7371361,"Verbeeck RK, De Schepper PJ: Influence of chronic renal failure and hemodialysis on diflunisal plasma protein binding. Clin Pharmacol Ther. 1980 May;27(5):628-35.",BE0000530
A192549,11566558,"Moser J, Hye A, Lovell WW, Earl LK, Castell JV, Miranda MA: Mechanisms of drug photobinding to proteins: photobinding of suprofen to human serum albumin. Toxicol In Vitro. 2001 Aug-Oct;15(4-5):333-7. doi: 10.1016/s0887-2333(01)00033-9.",BE0000530
A192552,6714853,"Hasegawa J, Nakayama T, Nozaki M, Fujimura H: [Interaction of suprofen and serum albumin]. Nihon Yakurigaku Zasshi. 1984 Jan;83(1):85-91.",BE0000530
A192555,1400761,"Noctor TA, Wainer IW, Hage DS: Allosteric and competitive displacement of drugs from human serum albumin by octanoic acid, as revealed by high-performance liquid affinity chromatography, on a human serum albumin-based stationary phase. J Chromatogr. 1992 Jun 10;577(2):305-15. doi: 10.1016/0378-4347(92)80252-l.",BE0000530
A190435,4269593,"Hjeljord LG, Rolla G, Bonesvoll P: Chlorhexidine-protein interactions. J Periodontal Res Suppl. 1973;12:11-6. doi: 10.1111/j.1600-0765.1973.tb02158.x.",BE0000530
A19948,15814459,"Bocedi A, Notaril S, Narciso P, Bolli A, Fasano M, Ascenzi P: Binding of anti-HIV drugs to human serum albumin. IUBMB Life. 2004 Oct;56(10):609-14.",BE0000530
A19949,16336266,"Bocedi A, Notari S, Menegatti E, Fanali G, Fasano M, Ascenzi P: Allosteric modulation of anti-HIV drug and ferric heme binding to human serum albumin. FEBS J. 2005 Dec;272(24):6287-96.",BE0000530
A185003,27418394,"Shi JH, Pan DQ, Jiang M, Liu TT, Wang Q: In vitro study on binding interaction of quinapril with bovine serum albumin (BSA) using multi-spectroscopic and molecular docking methods. J Biomol Struct Dyn. 2017 Aug;35(10):2211-2223. doi: 10.1080/07391102.2016.1213663. Epub 2016 Aug 7.",BE0000530
A16855,10084288,Macdougall IC: Strategies for iron supplementation: oral versus intravenous. Kidney Int Suppl. 1999 Mar;69:S61-6.,BE0000510
A16856,11576368,"Salahudeen AK, Oliver B, Bower JD, Roberts LJ 2nd: Increase in plasma esterified F2-isoprostanes following intravenous iron infusion in patients on hemodialysis. Kidney Int. 2001 Oct;60(4):1525-31.",BE0000510
