action,parent_id
inhibitor,BE0003708
inhibitor,BE0004651
inhibitor,BE0004652
inhibitor,BE0003710
inhibitor,BE0001105
binder,BE0000502
inhibitor,BE0000971
inhibitor,BE0000091
substrate,BE0000507
inhibitor,BE0009711
antagonist,BE0000968
antagonist,BE0001090
antagonist,BE0001206
other/unknown,BE0001177
other/unknown,BE0000885
antagonist,BE0003602
agonist,BE0000368
agonist,BE0003561
inducer,BE0000732
inhibitor,BE0000743
inhibitor,BE0001002
inhibitor,BE0000667
inhibitor,BE0002166
inhibitor,BE0002173
binder,BE0000956
binder,BE0000849
binder,BE0003446
inhibitor,BE0009014
binder,BE0009015
potentiator,BE0004872
inhibitor,BE0000920
inhibitor,BE0000642
antagonist,BE0001116
antagonist,BE0003690
inhibitor,BE0001182
inhibitor,BE0000058
antagonist,BE0003689
antagonist,BE0003691
inhibitor,BE0000966
inhibitor,BE0003692
inhibitor,BE0003693
inhibitor,BE0001637
inhibitor,BE0003694
inhibitor,BE0003695
inhibitor,BE0003696
inhibitor,BE0003697
inhibitor,BE0003698
inhibitor,BE0003699
inhibitor,BE0009742
inhibitor,BE0003701
inhibitor,BE0003702
inhibitor,BE0003703
potentiator,BE0001403
inhibitor,BE0000633
inhibitor,BE0003559
inhibitor,BE0000030
inhibitor,BE0000069
antagonist,BE0001893
antagonist,BE0003997
agonist,BE0000442
other/unknown,BE0000942
inhibitor,BE0000575
inhibitor,BE0000715
inhibitor,BE0001096
inhibitor,BE0009788
antagonist,BE0000681
inhibitor,BE0000282
inhibitor,BE0001261
inhibitor,BE0000117
inhibitor,BE0000799
inhibitor,BE0000798
potentiator,BE0002346
potentiator,BE0002345
inhibitor,BE0002083
inhibitor,BE0003634
inhibitor,BE0000880
inhibitor,BE0003558
inhibitor,BE0000138
inhibitor,BE0000354
inducer,BE0001186
inducer,BE0001122
inducer,BE0003416
antagonist,BE0008715
inhibitor,BE0000468
antagonist,BE0000666
inhibitor,BE0004350
antagonist,BE0000557
modulator,BE0000947
blocker,BE0008670
inducer,BE0000451
inducer,BE0002180
inhibitor,BE0000067
inducer,BE0000067
inhibitor,BE0004952
inhibitor,BE0001051
inducer,BE0001051
inhibitor,BE0004903
downregulator,BE0004956
modulator,BE0000215
antagonist,BE0004716
cleavage,BE0004827
binder,BE0001070
other/unknown,BE0002419
inhibitor,BE0000896
activator,BE0004925
activator,BE0004926
activator,BE0004927
activator,BE0004928
other/unknown,BE0000716
partial agonist,BE0000694
inhibitor,BE0004878
inhibitor,BE0001086
inhibitor,BE0004924
inhibitor,BE0001029
inducer,BE0000050
chelator,BE0004825
allosteric modulator,BE0003556
allosteric modulator,BE0003557
inhibitor,BE0000695
inducer,BE0000118
antagonist,BE0000197
antagonist,BE0000165
antagonist,BE0000293
inhibitor,BE0002386
other,BE0000695
other/unknown,BE0001015
inhibitor,BE0000601
inhibitor,BE0000047
antagonist,BE0001195
inhibitor,BE0000120
activator,BE0000629
activator,BE0000130
other,BE0000399
other,BE0000085
agonist,BE0000049
agonist,BE0000015
agonist,BE0000745
substrate,BE0000250
inhibitor,BE0000814
other/unknown,BE0000770
agonist,BE0002375
inhibitor,BE0000249
inhibitor,BE0002082
inhibitor,BE0000192
inhibitor,BE0003635
inhibitor,BE0003636
inhibitor,BE0003637
inhibitor,BE0003638
inhibitor,BE0003626
inhibitor,BE0003627
inhibitor,BE0003628
inhibitor,BE0003630
inhibitor,BE0003631
inhibitor,BE0003632
inhibitor,BE0003633
inhibitor,BE0002441
inhibitor,BE0000630
potentiator,BE0004435
inhibitor,BE0009695
inhibitor,BE0009696
agonist,BE0003522
potentiator,BE0001024
inducer,BE0000708
inducer,BE0002441
inhibitor,BE0003688
inhibitor,BE0002442
inhibitor,BE0003539
other,BE0004810
binder,BE0000451
inhibitor,BE0000126
inverse agonist,BE0000172
inverse agonist,BE0001012
other,BE0000897
other,BE0002398
inhibitor,BE0000521
inducer,BE0003380
acetylation,BE0003380
binding,BE0001098
inhibitor,BE0004876
inhibitor,BE0003469
downregulator,BE0004952
inhibitor,BE0000444
downregulator,BE0000444
inhibitor,BE0001162
downregulator,BE0001162
downregulator,BE0001027
downregulator,BE0004689
downregulator,BE0009045
downregulator,BE0009669
ligand,BE0000156
partial agonist,BE0000132
partial agonist,BE0000215
inhibitor,BE0004951
inhibitor,BE0000112
inhibitor,BE0003997
inhibitor,BE0001117
inhibitor,BE0000802
inhibitor,BE0000105
other,BE0001078
chelator,BE0004812
inhibitor,BE0000631
multitarget,BE0000515
multitarget,BE0000327
other/unknown,BE0000663
inhibitor,BE0000113
inducer,BE0000647
ligand,BE0000138
modulator,BE0001109
inhibitor,BE0000907
activator,BE0002398
activator,BE0002400
inhibitor,BE0000553
antagonist,BE0001191
inducer,BE0001403
antagonist,BE0002090
inhibitor,BE0000875
other,BE0003552
inhibitor,BE0000731
other/unknown,BE0001246
agonist,BE0000509
antagonist,BE0000803
modulator,BE0000469
inhibitor,BE0000703
inhibitor,BE0000119
inhibitor,BE0004923
inhibitor,BE0000406
inhibitor,BE0009748
modulator,BE0001051
inhibitor,BE0000163
negative modulator,BE0000444
negative modulator,BE0001162
negative modulator,BE0001009
inhibitor,BE0009853
inhibitor,BE0000005
activator,BE0003578
inducer,BE0000403
other,BE0000418
other,BE0003566
other,BE0001024
antagonist,BE0000885
antagonist,BE0000125
inhibitor,BE0000689
inhibitor,BE0000690
inhibitor,BE0004873
antagonist,BE0000956
unknown,BE0000503
inhibitor,BE0001066
inhibitor,BE0000879
inhibitor,BE0003645
antagonist,BE0003719
inhibitor,BE0000077
inhibitor,BE0000374
inhibitor,BE0004941
inhibitor,BE0000801
inhibitor,BE0000800
inhibitor,BE0000558
inhibitor,BE0000959
other,BE0000892
antagonist,BE0001086
antagonist,BE0000748
antagonist,BE0000262
binder,BE0000365
inhibitor,BE0009666
inhibitor,BE0003724
inhibitor,BE0003725
inhibitor,BE0003726
inhibitor,BE0003727
inducer,BE0000765
agonist,BE0004659
antagonist,BE0009376
agonist,BE0009376
antagonist,BE0004862
agonist,BE0004862
modulator,BE0000246
inducer,BE0001151
binder,BE0003591
inhibitor,BE0001195
inducer,BE0001025
inducer,BE0003756
inhibitor,BE0002388
inhibitor,BE0004654
substrate,BE0003645
substrate,BE0001018
inhibitor,BE0001018
inhibitor,BE0001134
inhibitor,BE0000331
inhibitor,BE0001047
other/unknown,BE0004851
inhibitor,BE0009851
inducer,BE0000923
agonist,BE0000955
agonist,BE0002383
agonist,BE0002384
activator,BE0003429
agonist,BE0000515
agonist,BE0000327
agonist,BE0003554
inhibitor,BE0003555
inhibitor,BE0009827
inducer,BE0009847
agonist,BE0002804
inhibitor,BE0000179
inhibitor,BE0000854
ligand,BE0003848
antagonist,BE0000084
partial agonist,BE0000084
inhibitor,BE0000683
inhibitor,BE0003620
partial agonist,BE0000405
other/unknown,BE0002459
inhibitor,BE0000220
inducer,BE0001133
inducer,BE0000487
inducer,BE0002353
inducer,BE0001287
other/unknown,BE0001088
antagonist,BE0000411
inhibitor,BE0005034
inhibitor,BE0005047
inhibitor,BE0004608
antagonist,BE0000232
inhibitor,BE0000382
antagonist,BE0000871
inhibitor,BE0000021
inhibitor,BE0001077
inhibitor,BE0001081
downregulator,BE0000749
inhibitor,BE0004897
downregulator,BE0000486
partial antagonist,BE0000464
inhibitor,BE0000051
inhibitor,BE0000059
allosteric modulator,BE0000123
allosteric modulator,BE0000792
inhibitor,BE0001159
inhibitor,BE0000263
inhibitor,BE0004906
inhibitor,BE0008716
inhibitor,BE0004428
inhibitor,BE0000612
downregulator,BE0004872
antagonist,BE0009811
binder,BE0009811
agonist,BE0009812
other,BE0000732
other,BE0000553
binder,BE0000207
other/unknown,BE0000163
other/unknown,BE0000048
inhibitor,BE0000403
inhibitor,BE0009940
inhibitor,BE0009941
inhibitor,BE0008669
inhibitor,BE0009961
potentiator,BE0000501
inhibitor,BE0000173
other,BE0000163
other,BE0000979
other,BE0001095
inhibitor,BE0001114
inhibitor,BE0001074
modulator,BE0002374
inhibitor,BE0005187
inhibitor,BE0009710
inhibitor,BE0001069
inhibitor,BE0000785
inhibitor,BE0004782
inducer,BE0000896
inducer,BE0001358
inhibitor,BE0000142
inhibitor,BE0004647
inhibitor,BE0002475
other/unknown,BE0000575
inhibitor,BE0003395
inhibitor,BE0002392
other,BE0000172
antagonist,BE0004803
negative modulator,BE0000311
binder,BE0003582
binder,BE0003583
antagonist,BE0000534
allosteric modulator,BE0000433
other,BE0001200
inhibitor,BE0001030
inhibitor,BE0000503
other/unknown,BE0000795
other/unknown,BE0001080
other/unknown,BE0000948
inhibitor,BE0009972
antagonist,BE0000475
inducer,BE0000984
inducer,BE0001154
inhibitor,BE0001979
inducer,BE0001040
antagonist,BE0001027
inducer,BE0001062
inducer,BE0000428
inducer,BE0000486
antagonist,BE0004909
inhibitor,BE0000092
inhibitor,BE0000533
inhibitor,BE0000951
agonist,BE0000736
other/unknown,BE0000958
inhibitor,BE0000131
binder,BE0000732
other/unknown,BE0000484
inhibitor,BE0010002
inhibitor,BE0009850
inhibitor,BE0005295
antagonist,BE0001100
antagonist,BE0001169
other/unknown,BE0000792
inhibitor,BE0001680
inhibitor,BE0000186
agonist,BE0000993
antagonist,BE0003592
antagonist,BE0000471
antagonist,BE0004003
antagonist,BE0000759
inhibitor,BE0001893
inhibitor,BE0000227
inhibitor,BE0000400
inhibitor,BE0000465
inhibitor,BE0001207
inhibitor,BE0001694
antagonist,BE0000739
partial agonist,BE0000756
binder,BE0000420
antagonist,BE0004957
antagonist,BE0004958
potentiator,BE0000311
substrate,BE0000422
ligand,BE0000797
ligand,BE0000659
ligand,BE0000476
ligand,BE0000533
ligand,BE0000311
ligand,BE0000650
ligand,BE0000145
ligand,BE0000581
ligand,BE0000389
ligand,BE0000560
ligand,BE0000405
ligand,BE0000247
partial agonist,BE0000560
other/unknown,BE0003584
inhibitor,BE0000246
inducer,BE0000956
stimulator,BE0000074
negative modulator,BE0000005
activator,BE0009966
partial agonist,BE0000451
partial agonist,BE0000581
partial agonist,BE0000650
partial agonist,BE0000533
ligand,BE0000020
partial agonist,BE0000389
ligand,BE0000572
partial agonist,BE0000145
inverse agonist,BE0000393
ligand,BE0004688
ligand,BE0000172
ligand,BE0000694
ligand,BE0000112
ligand,BE0000968
ligand,BE0000146
ligand,BE0000092
ligand,BE0000045
ligand,BE0000632
ligand,BE0000770
ligand,BE0000420
ligand,BE0004852
modulator,BE0000647
modulator,BE0000749
inhibitor,BE0004862
inducer,BE0000117
inhibitor,BE0001004
inhibitor,BE0001042
inhibitor,BE0003659
inhibitor,BE0000672
binder,BE0000418
partial agonist,BE0000738
inhibitor,BE0000987
multitarget,BE0000014
multitarget,BE0000838
antagonist,BE0000841
multitarget,BE0000842
inhibitor,BE0000840
inhibitor,BE0000891
multitarget,BE0000435
multitarget,BE0000839
inhibitor,BE0000843
antibody,BE0000855
antagonist,BE0000511
inhibitor,BE0000205
inhibitor,BE0000453
inhibitor,BE0000369
inhibitor,BE0000023
inhibitor,BE0000147
inhibitor,BE0000853
inhibitor,BE0000852
suppressor,BE0000767
binder,BE0004494
cleavage,BE0004831
partial agonist,BE0000849
partial agonist,BE0003585
partial agonist,BE0003587
partial agonist,BE0000850
inhibitor,BE0000060
inducer,BE0002374
agonist,BE0000858
agonist,BE0000859
agonist,BE0000860
agonist,BE0000861
antagonist,BE0000847
antagonist,BE0000846
antagonist,BE0000848
agonist,BE0000848
agonist,BE0001026
antagonist,BE0000058
antagonist,BE0002387
inhibitor,BE0003720
inhibitor,BE0003723
inhibitor,BE0000930
inhibitor,BE0003486
inhibitor,BE0004430
binder,BE0009685
binder,BE0003685
binder,BE0004816
antagonist,BE0003426
inhibitor,BE0001065
inhibitor,BE0001152
inhibitor,BE0000983
potentiator,BE0000831
negative modulator,BE0000486
negative modulator,BE0000749
inverse agonist,BE0000486
activator,BE0000246
inhibitor,BE0002464
inhibitor,BE0001091
ligand,BE0000430
agonist,BE0000218
agonist,BE0003566
agonist,BE0001024
agonist,BE0004593
stimulator,BE0001024
inhibitor,BE0002468
inhibitor,BE0002469
inhibitor,BE0002470
negative modulator,BE0000795
negative modulator,BE0002346
negative modulator,BE0003592
other/unknown,BE0000644
neutralizer,BE0004849
inhibitor,BE0004905
binder,BE0000143
antagonist,BE0000918
negative modulator,BE0000203
negative modulator,BE0000472
stimulator,BE0001094
other/unknown,BE0000704
antagonist,BE0001208
other/unknown,BE0000908
other/unknown,BE0001086
other/unknown,BE0001034
inhibitor,BE0003676
inhibitor,BE0001534
chelator,BE0004811
inhibitor,BE0001223
inhibitor,BE0009963
inhibitor,BE0004908
inhibitor,BE0009708
agonist,BE0004841
agonist,BE0002344
agonist,BE0002378
agonist,BE0001063
inducer,BE0000194
positive allosteric modulator,BE0000051
inducer,BE0001638
inducer,BE0000592
agonist,BE0000947
potentiator,BE0003593
potentiator,BE0003592
potentiator,BE0003594
potentiator,BE0002344
potentiator,BE0003599
potentiator,BE0003595
potentiator,BE0003596
potentiator,BE0000129
potentiator,BE0003598
potentiator,BE0003619
inhibitor,BE0004888
inducer,BE0004888
inducer,BE0000622
cofactor,BE0001608
cofactor,BE0000123
cofactor,BE0002365
cofactor,BE0003523
cofactor,BE0000187
cofactor,BE0008994
cofactor,BE0005538
cofactor,BE0009092
cofactor,BE0009093
cofactor,BE0003392
other/unknown,BE0000141
inhibitor,BE0001148
inhibitor,BE0001568
inhibitor,BE0009681
inhibitor,BE0002015
antagonist,BE0000155
antagonist,BE0001171
agonist,BE0000997
other/unknown,BE0000092
inverse agonist,BE0000146
substrate,BE0001533
agonist,BE0005001
agonist,BE0003722
activator,BE0000792
binder,BE0000123
agonist,BE0004956
activator,BE0003848
substrate,BE0001246
agonist,BE0003416
activator,BE0003416
inhibitor,BE0001122
activator,BE0001186
inhibitor,BE0001238
ligand,BE0000748
inhibitor,BE0000417
agonist,BE0004797
cofactor,BE0001531
product of,BE0001531
binder,BE0004810
inhibitor,BE0000890
binder,BE0001082
inhibitor,BE0001072
inhibitor,BE0002700
inhibitor,BE0001551
inhibitor,BE0001452
inhibitor,BE0001197
inhibitor,BE0000329
substrate,BE0009962
inhibitor,BE0001055
inhibitor,BE0001165
inhibitor,BE0002365
inhibitor,BE0002367
inhibitor,BE0002368
inhibitor,BE0002101
stimulator,BE0000165
ligand,BE0001534
product of,BE0001869
binder,BE0001717
product of,BE0001241
inhibitor,BE0001796
inhibitor,BE0001800
inhibitor,BE0001542
inhibitor,BE0003074
inhibitor,BE0000428
inhibitor,BE0000230
inhibitor,BE0000923
inhibitor,BE0001739
inhibitor,BE0000424
substrate,BE0001521
inhibitor,BE0001089
inhibitor,BE0002199
cofactor,BE0000305
activator,BE0001189
substrate,BE0000648
activator,BE0002282
activator,BE0010006
substrate,BE0004639
inhibitor,BE0009350
substrate,BE0009977
antagonist,BE0001379
antagonist,BE0000126
partial agonist,BE0000792
ligand,BE0000215
inhibitor,BE0001149
inhibitor,BE0003392
ligand,BE0000071
activator,BE0000412
activator,BE0000078
activator,BE0000707
inhibitor,BE0005540
substrate,BE0001976
product of,BE0001413
activator,BE0009974
ligand,BE0002639
inhibitor,BE0001082
ligand,BE0002281
ligand,BE0002196
modulator,BE0001517
inhibitor,BE0000566
antagonist,BE0001156
inhibitor,BE0001156
blocker,BE0005300
inhibitor,BE0005461
inhibitor,BE0001914
substrate,BE0001524
inhibitor,BE0001524
weak inhibitor,BE0001482
inhibitor,BE0009973
substrate,BE0005530
ligand,BE0001967
inhibitor,BE0002201
ligand,BE0003074
inhibitor,BE0003722
inhibitor,BE0001759
ligand,BE0009096
inducer,BE0002376
ligand,BE0001777
inhibitor,BE0001016
antagonist,BE0002401
inhibitor,BE0003362
antagonist,BE0000387
agonist,BE0000739
inhibitor,BE0004946
antagonist,BE0000911
antagonist,BE0000418
inhibitor,BE0001415
antagonist,BE0004800
blocker,BE0004800
inhibitor,BE0000687
antagonist,BE0004749
antagonist,BE0003833
inducer,BE0003528
agonist,BE0002147
binder,BE0000556
antibody,BE0000847
inducer,BE0001032
binder,BE0009912
inhibitor,BE0009913
disruptor,BE0009914
agonist,BE0002447
antagonist,BE0004746
inhibitor,BE0002414
ligand,BE0002386
ligand,BE0002417
ligand,BE0001132
inhibitor,BE0008667
antagonist,BE0003513
ligand,BE0003508
inhibitor,BE0004224
other/unknown,BE0009744
other/unknown,BE0009715
other/unknown,BE0009714
other/unknown,BE0009716
other/unknown,BE0000332
inhibitor,BE0000870
binder,BE0002416
inhibitor,BE0003813
antagonist,BE0000724
modulator,BE0004801
inhibitor,BE0003003
antagonist,BE0001051
antagonist,BE0002423
inhibitor,BE0000767
inhibitor,BE0004731
inhibitor,BE0003379
inhibitor,BE0002440
inverse agonist,BE0000451
agonist,BE0003440
inhibitor,BE0000619
agonist,BE0000968
agonist,BE0000146
substrate,BE0009346
unknown,BE0009875
inhibitor,BE0004701
binder,BE0004845
unknown,BE0000993
inhibitor,BE0001315
antibody,BE0003405
antagonist,BE0009697
inhibitor,BE0000232
inhibitor,BE0000981
inhibitor,BE0008663
activator,BE0003508
activator,BE0004703
antagonist,BE0000961
modulator,BE0000993
blocker,BE0002226
binding,BE0004857
antibody,BE0000183
suppressor,BE0000956
binder,BE0003473
binding,BE0008666
inhibitor,BE0000988
inhibitor,BE0000132
antagonist,BE0000843
blocker,BE0000291
binder,BE0000393
inhibitor,BE0004826
stimulator,BE0000185
activator,BE0000030
reducer,BE0004839
ligand,BE0000481
activator,BE0000417
activator,BE0000365
activator,BE0000760
activator,BE0000396
activator,BE0000641
antagonist,BE0000012
agonist,BE0000012
agonist,BE0000130
agonist,BE0000629
antagonist,BE0009339
antagonist,BE0000061
binder,BE0001051
antagonist,BE0002365
antagonist,BE0002366
inhibitor,BE0003523
inhibitor,BE0000887
inhibitor,BE0001078
inhibitor,BE0001192
modulator,BE0001143
negative modulator,BE0000123
inverse agonist,BE0000095
modulator,BE0009857
metabolizer,BE0009857
antagonist,BE0000588
antagonist,BE0003579
antagonist,BE0004647
antagonist,BE0008485
inhibitor,BE0008485
blocker,BE0000197
blocker,BE0004717
blocker,BE0003604
blocker,BE0000090
binder,BE0004826
antagonist,BE0000216
antagonist,BE0000404
blocker,BE0000404
activator,BE0001162
activator,BE0009964
activator,BE0001826
inhibitor,BE0002859
antibody,BE0002859
antagonist,BE0003516
binder,BE0003508
inhibitor,BE0004004
antagonist,BE0004753
inhibitor,BE0004753
modulator,BE0003492
inhibitor,BE0000858
binder,BE0004734
binder,BE0004735
inhibitor,BE0002093
inhibitor,BE0001529
inhibitor,BE0004672
inhibitor,BE0001021
inhibitor,BE0001088
suppressor,BE0000779
activator,BE0000132
antagonist,BE0000647
antagonist,BE0002371
inhibitor,BE0000239
inhibitor,BE0000110
inverse agonist,BE0000533
agonist,BE0003513
partial agonist,BE0008668
inhibitor,BE0002133
inhibitor,BE0001341
inhibitor,BE0004714
antagonist,BE0001132
inhibitor,BE0001132
ligand,BE0002446
agonist,BE0002098
agonist,BE0002097
agonist,BE0000901
agonist,BE0000274
agonist,BE0000710
inhibitor,BE0001424
inhibitor,BE0000838
inhibitor,BE0004744
inhibitor,BE0004745
inhibitor,BE0004384
antagonist,BE0000781
antagonist,BE0004715
antagonist,BE0004502
antagonist,BE0004717
antagonist,BE0004718
antagonist,BE0004719
antagonist,BE0004720
antagonist,BE0004721
antagonist,BE0004722
antagonist,BE0004723
antagonist,BE0004724
antagonist,BE0004725
antagonist,BE0004726
antagonist,BE0003603
antagonist,BE0003604
antibody,BE0003517
inhibitor,BE0003417
inverse agonist,BE0004957
other,BE0001102
chelator,BE0004817
activator,BE0004672
binder,BE0004824
binder,BE0009719
binder,BE0000557
activator,BE0000557
degradation,BE0002114
positive allosteric modulator,BE0000280
binder,BE0009339
antisense oligonucleotide,BE0009326
antisense oligonucleotide,BE0009327
antagonist,BE0000429
antagonist,BE0003726
antagonist,BE0000366
antagonist,BE0003724
binder,BE0001391
binder,BE0000026
incorporation into and destabilization,BE0008968
allosteric modulator,BE0004671
binder,BE0004817
other,BE0001777
substrate,BE0000622
inhibitor,BE0000967
activator,BE0004659
agonist,BE0003528
antagonist,BE0003628
antagonist,BE0004796
inhibitor,BE0004855
inhibitor,BE0000590
binder,BE0001150
inhibitor,BE0001544
inhibitor,BE0001167
inhibitor,BE0000915
weak inhibitor,BE0000507
inhibitor,BE0003862
inhibitor,BE0002085
inhibitor,BE0001126
inhibitor,BE0004689
antagonist,BE0000017
agonist,BE0000005
antagonist,BE0000631
binder,BE0004512
binder,BE0004606
binder,BE0004930
binder,BE0004933
binder,BE0004935
binder,BE0004936
binder,BE0004940
binder,BE0004944
binder,BE0004948
binder,BE0004952
binder,BE0004942
binder,BE0004943
potentiator,BE0001195
antagonist,BE0004659
ligand,BE0000568
inhibitor,BE0001355
inhibitor,BE0002343
inhibitor,BE0004784
blocker,BE0000781
antagonist,BE0004661
antagonist,BE0000644
antagonist,BE0002226
agonist,BE0004768
inhibitor,BE0001209
inhibitor,BE0003761
inhibitor,BE0000872
inhibitor,BE0001316
inhibitor,BE0004776
inhibitor,BE0004733
inhibitor,BE0004777
agonist,BE0000402
agonist,BE0000036
agonist,BE0000872
inhibitor,BE0000359
modulator,BE0002432
modulator,BE0008652
modulator,BE0009882
modulator,BE0009881
binder,BE0000625
binder,BE0003479
inhibitor,BE0004732
antagonist,BE0000915
antagonist,BE0002411
inhibitor,BE0004145
inhibitor,BE0002408
neutralizer,BE0000999
binder,BE0000163
binder,BE0003148
binder,BE0004736
cleavage,BE0001180
ligand,BE0000910
ligand,BE0001125
inhibitor,BE0004739
inhibitor,BE0004737
inhibitor,BE0002349
inhibitor,BE0004738
agonist,BE0003502
stimulator,BE0000654
antagonist,BE0002408
inhibitor,BE0003493
inhibitor,BE0000748
inhibitor,BE0004741
inhibitor,BE0001039
inhibitor,BE0000841
inhibitor,BE0003390
inhibitor,BE0004742
metabolizer,BE0004838
inhibitor,BE0001203
inhibitor,BE0000842
inhibitor,BE0004315
antibody,BE0004747
inhibitor,BE0004748
neutralizer,BE0000704
binder,BE0004756
antagonist,BE0000870
antagonist,BE0004744
antagonist,BE0000634
antagonist,BE0000036
antagonist,BE0004757
inhibitor,BE0004757
antagonist,BE0004758
inhibitor,BE0004758
antagonist,BE0004759
inhibitor,BE0004759
inhibitor,BE0000511
inhibitor,BE0004772
agonist,BE0003578
stimulator,BE0003578
inhibitor,BE0002403
antagonist,BE0000749
inhibitor,BE0008651
antagonist,BE0005863
antagonist,BE0000928
antibody,BE0003414
antagonist,BE0005864
antagonist,BE0005865
antibody,BE0003436
antibody,BE0000918
antagonist,BE0003436
antagonist,BE0000477
inhibitor,BE0002395
agonist,BE0003376
activator,BE0003496
activator,BE0003456
inhibitor,BE0001284
antagonist,BE0000844
antagonist,BE0000773
inhibitor,BE0003894
inhibitor,BE0002831
inhibitor,BE0001430
inhibitor,BE0002029
inhibitor,BE0004185
inhibitor,BE0008648
inhibitor,BE0008649
inhibitor,BE0008650
inhibitor,BE0008647
modulator,BE0000061
antagonist,BE0000095
inverse agonist,BE0009153
allosteric modulator,BE0004857
potentiator,BE0000414
antagonist,BE0005802
agonist,BE0001122
activator,BE0009158
activator,BE0009159
activator,BE0000013
stimulator,BE0000574
stimulator,BE0000648
stimulator,BE0000816
inhibitor,BE0000693
inhibitor,BE0001111
inhibitor,BE0002362
inhibitor,BE0002363
inhibitor,BE0002390
inhibitor,BE0002433
inhibitor,BE0003612
inhibitor,BE0009154
inhibitor,BE0009156
antagonist,BE0000359
ligand,BE0008658
partial agonist,BE0000797
blocker,BE0000486
inhibitor,BE0004521
inhibitor,BE0002216
inhibitor,BE0002212
inhibitor,BE0001717
inhibitor,BE0003798
inhibitor,BE0004049
inhibitor,BE0008624
inhibitor,BE0004631
modulator,BE0000739
modulator,BE0005295
blocker,BE0009738
activator,BE0008716
antagonist,BE0002355
stimulator,BE0002366
binder,BE0003833
cofactor,BE0000008
cofactor,BE0000542
cofactor,BE0000011
cofactor,BE0000162
cofactor,BE0000780
agonist,BE0000075
agonist,BE0000452
agonist,BE0003529
agonist,BE0009273
substrate,BE0000687
substrate,BE0000315
agonist,BE0000453
agonist,BE0008652
ligand,BE0008653
binding,BE0001043
binder,BE0000048
oxidizer,BE0000130
oxidizer,BE0000629
oxidizer,BE0004467
antagonist,BE0000193
inhibitor,BE0000193
inhibitor,BE0000425
inhibitor,BE0000068
antagonist,BE0005793
ligand,BE0000557
ligand,BE0000134
activator,BE0000033
aggregation inhibitor,BE0003392
allosteric modulator,BE0001684
cofactor,BE0005816
cofactor,BE0003394
agonist,BE0000335
activator,BE0000335
agonist,BE0005803
activator,BE0005803
binder,BE0000085
binder,BE0000130
binder,BE0000629
binder,BE0003392
ligand,BE0004961
ligand,BE0008720
antagonist,BE0005561
inhibitor,BE0008655
negative modulator,BE0000246
modulator,BE0001151
modulator,BE0001088
activator,BE0000469
inhibitor,BE0000918
inhibitor,BE0000125
agonist,BE0000029
agonist,BE0001094
agonist,BE0000205
agonist,BE0001120
agonist,BE0001898
antagonist,BE0000486
antagonist,BE0000430
antagonist,BE0002359
antagonist,BE0002357
agonist,BE0000303
antagonist,BE0008716
agonist,BE0000263
blocker,BE0008716
inhibitor,BE0003578
inhibitor,BE0000960
antagonist,BE0000280
antagonist,BE0000775
ligand,BE0009334
cofactor,BE0000027
cofactor,BE0000176
inhibitor,BE0003393
inhibitor,BE0008642
antagonist,BE0003089
modulator,BE0001195
antagonist,BE0000248
antagonist,BE0003490
antagonist,BE0001023
modulator,BE0000640
antagonist,BE0000266
antagonist,BE0002376
inhibitor,BE0009677
inhibitor,BE0009678
inhibitor,BE0008643
ligand,BE0000123
inhibitor,BE0000302
antagonist,BE0000960
antagonist,BE0000324
antibody,BE0005459
agonist,BE0000048
agonist,BE0000333
agonist,BE0000364
agonist,BE0000216
agonist,BE0000380
agonist,BE0000403
agonist,BE0000943
antagonist,BE0009333
binder,BE0002446
binder,BE0000066
antagonist,BE0003546
antagonist,BE0000669
inhibitor,BE0002193
inhibitor,BE0009346
ligand,BE0008659
blocker,BE0004852
substrate,BE0008660
binding,BE0000085
binding,BE0000130
binding,BE0000629
ligand,BE0000318
inhibitor,BE0004525
ligand,BE0000033
antagonist,BE0008719
potentiator,BE0000317
potentiator,BE0004500
potentiator,BE0000377
potentiator,BE0002247
stimulator,BE0000239
agonist,BE0000918
agonist,BE0000565
agonist,BE0001861
agonist,BE0000689
agonist,BE0000944
agonist,BE0000748
agonist,BE0000984
agonist,BE0000767
agonist,BE0001051
agonist,BE0000852
agonist,BE0000163
inducer,BE0009883
binder,BE0001057
other,BE0000457
inactivator,BE0000180
agonist,BE0000090
ligand,BE0002109
ligand,BE0008691
agonist,BE0005812
ligand,BE0008692
agonist,BE0008693
ligand,BE0002145
ligand,BE0001011
ligand,BE0008694
ligand,BE0001177
ligand,BE0008695
ligand,BE0005259
ligand,BE0008696
ligand,BE0002950
ligand,BE0008697
ligand,BE0008698
ligand,BE0000885
ligand,BE0008699
ligand,BE0008700
ligand,BE0008701
agonist,BE0000418
ligand,BE0008702
ligand,BE0008703
agonist,BE0008704
agonist,BE0008705
agonist,BE0008706
ligand,BE0008707
ligand,BE0008708
ligand,BE0008709
agonist,BE0008710
ligand,BE0008711
agonist,BE0005274
ligand,BE0004557
coating agent,BE0009373
activator,BE0002375
substrate,BE0001173
antagonist,BE0004905
inhibitor,BE0009159
antagonist,BE0004347
antagonist,BE0009063
agonist,BE0003789
antagonist,BE0004660
inverse agonist,BE0009144
protector,BE0009373
activator,BE0002442
antagonist,BE0009546
antagonist,BE0009547
dilator,BE0009547
inhibitor,BE0001035
partial agonist,BE0004889
binder,BE0003482
binder,BE0004790
activator,BE0001021
