group,drugbank-id
experimental,DB01429
approved,DB01430
experimental,DB01431
approved,DB01432
investigational,DB01432
experimental,DB01433
illicit,DB01433
experimental,DB01434
illicit,DB01434
approved,DB01435
investigational,DB01435
approved,DB01436
nutraceutical,DB01436
approved,DB01437
illicit,DB01437
approved,DB01438
experimental,DB01439
illicit,DB01439
approved,DB01440
illicit,DB01440
investigational,DB01440
experimental,DB01441
illicit,DB01441
experimental,DB01442
illicit,DB01442
experimental,DB01443
illicit,DB01443
experimental,DB01444
illicit,DB01444
experimental,DB01445
illicit,DB01445
experimental,DB01446
illicit,DB01446
experimental,DB01447
illicit,DB01447
experimental,DB01448
illicit,DB01448
experimental,DB01450
illicit,DB01450
experimental,DB01451
illicit,DB01451
approved,DB01452
illicit,DB01452
investigational,DB01452
experimental,DB01453
illicit,DB01453
experimental,DB01454
illicit,DB01454
investigational,DB01454
experimental,DB01455
illicit,DB01455
experimental,DB01456
illicit,DB01456
experimental,DB01458
illicit,DB01458
experimental,DB01459
illicit,DB01459
withdrawn,DB01459
experimental,DB01460
illicit,DB01460
experimental,DB01461
illicit,DB01461
experimental,DB01462
illicit,DB01462
experimental,DB01463
illicit,DB01463
withdrawn,DB01463
experimental,DB01464
illicit,DB01464
experimental,DB01465
illicit,DB01465
experimental,DB01466
illicit,DB01466
experimental,DB01467
illicit,DB01467
experimental,DB01468
illicit,DB01468
experimental,DB01469
illicit,DB01469
illicit,DB01470
experimental,DB01471
illicit,DB01471
experimental,DB01472
illicit,DB01472
experimental,DB01473
illicit,DB01473
experimental,DB01474
illicit,DB01474
experimental,DB01475
illicit,DB01475
experimental,DB01476
illicit,DB01476
experimental,DB01477
illicit,DB01477
experimental,DB01478
illicit,DB01478
experimental,DB01479
illicit,DB01479
experimental,DB01480
illicit,DB01480
experimental,DB01481
illicit,DB01481
investigational,DB01481
experimental,DB01482
illicit,DB01483
experimental,DB01484
illicit,DB01484
experimental,DB01485
illicit,DB01485
experimental,DB01486
illicit,DB01486
experimental,DB01487
illicit,DB01487
experimental,DB01488
illicit,DB01488
experimental,DB01489
illicit,DB01489
experimental,DB01490
illicit,DB01490
experimental,DB01491
illicit,DB01491
withdrawn,DB01493
illicit,DB01494
withdrawn,DB01494
approved,DB01495
illicit,DB01495
experimental,DB01496
illicit,DB01496
illicit,DB01497
vet_approved,DB01497
experimental,DB01498
illicit,DB01498
experimental,DB01499
illicit,DB01499
experimental,DB01500
illicit,DB01500
approved,DB01501
illicit,DB01501
experimental,DB01502
illicit,DB01502
experimental,DB01503
illicit,DB01503
experimental,DB01505
illicit,DB01505
experimental,DB01506
illicit,DB01506
experimental,DB01509
illicit,DB01509
experimental,DB01510
illicit,DB01510
experimental,DB01511
illicit,DB01511
experimental,DB01512
illicit,DB01512
experimental,DB01513
illicit,DB01513
illicit,DB01514
experimental,DB01515
illicit,DB01515
experimental,DB01516
illicit,DB01516
experimental,DB01518
illicit,DB01518
experimental,DB01520
illicit,DB01520
investigational,DB01520
experimental,DB01521
illicit,DB01521
experimental,DB01522
illicit,DB01522
experimental,DB01523
illicit,DB01523
experimental,DB01524
illicit,DB01524
experimental,DB01525
illicit,DB01525
experimental,DB01526
illicit,DB01526
experimental,DB01527
experimental,DB01528
illicit,DB01528
experimental,DB01529
illicit,DB01529
experimental,DB01530
illicit,DB01530
experimental,DB01531
illicit,DB01531
illicit,DB01532
experimental,DB01533
illicit,DB01533
experimental,DB01534
illicit,DB01534
illicit,DB01535
investigational,DB01535
vet_approved,DB01535
experimental,DB01536
illicit,DB01536
experimental,DB01537
illicit,DB01537
experimental,DB01538
illicit,DB01538
experimental,DB01539
illicit,DB01539
illicit,DB01540
illicit,DB01541
vet_approved,DB01541
experimental,DB01542
illicit,DB01542
experimental,DB01543
illicit,DB01543
approved,DB01544
illicit,DB01544
experimental,DB01545
illicit,DB01545
illicit,DB01546
investigational,DB01546
withdrawn,DB01546
experimental,DB01547
illicit,DB01547
illicit,DB01548
vet_approved,DB01548
experimental,DB01549
illicit,DB01549
experimental,DB01550
illicit,DB01550
withdrawn,DB01550
approved,DB01551
illicit,DB01551
experimental,DB01552
illicit,DB01552
experimental,DB01553
experimental,DB01554
illicit,DB01554
experimental,DB01555
illicit,DB01555
illicit,DB01556
withdrawn,DB01556
illicit,DB01557
approved,DB01558
illicit,DB01558
investigational,DB01558
approved,DB01559
illicit,DB01559
illicit,DB01560
experimental,DB01561
illicit,DB01561
experimental,DB01562
illicit,DB01562
approved,DB01563
illicit,DB01563
investigational,DB01563
vet_approved,DB01563
experimental,DB01564
illicit,DB01564
experimental,DB01565
illicit,DB01565
experimental,DB01566
illicit,DB01566
experimental,DB01567
illicit,DB01567
experimental,DB01568
illicit,DB01568
experimental,DB01569
illicit,DB01569
illicit,DB01570
illicit,DB01571
experimental,DB01572
illicit,DB01572
experimental,DB01573
illicit,DB01573
approved,DB01574
vet_approved,DB01574
approved,DB01575
approved,DB01576
illicit,DB01576
approved,DB01577
illicit,DB01577
experimental,DB01578
approved,DB01579
illicit,DB01579
approved,DB01580
approved,DB01581
vet_approved,DB01581
approved,DB01582
investigational,DB01582
vet_approved,DB01582
approved,DB01583
approved,DB01584
withdrawn,DB01584
approved,DB01586
investigational,DB01586
approved,DB01587
approved,DB01588
illicit,DB01588
approved,DB01589
illicit,DB01589
approved,DB01590
approved,DB01591
approved,DB01592
approved,DB01593
investigational,DB01593
experimental,DB01594
approved,DB01595
approved,DB01597
investigational,DB01597
approved,DB01598
approved,DB01599
investigational,DB01599
approved,DB01600
approved,DB01601
approved,DB01602
investigational,DB01602
approved,DB01603
investigational,DB01603
approved,DB01604
approved,DB01605
approved,DB01606
approved,DB01607
investigational,DB01607
vet_approved,DB01607
approved,DB01608
investigational,DB01608
approved,DB01609
investigational,DB01609
approved,DB01610
investigational,DB01610
approved,DB01611
approved,DB01612
approved,DB01613
experimental,DB01613
investigational,DB01613
experimental,DB01614
vet_approved,DB01614
experimental,DB01615
approved,DB01616
investigational,DB01616
approved,DB01618
approved,DB01619
approved,DB01620
approved,DB01621
investigational,DB01621
experimental,DB01622
approved,DB01623
approved,DB01624
investigational,DB01624
approved,DB01625
vet_approved,DB01625
approved,DB01626
approved,DB01627
vet_approved,DB01627
approved,DB01628
investigational,DB01628
experimental,DB01629
experimental,DB01630
experimental,DB01631
approved,DB01632
experimental,DB01632
investigational,DB01632
experimental,DB01633
investigational,DB01633
experimental,DB01634
experimental,DB01635
experimental,DB01637
investigational,DB01637
approved,DB01638
experimental,DB01639
experimental,DB01640
experimental,DB01641
experimental,DB01642
experimental,DB01643
experimental,DB01644
investigational,DB01645
experimental,DB01646
experimental,DB01647
experimental,DB01648
experimental,DB01649
experimental,DB01650
experimental,DB01651
experimental,DB01652
experimental,DB01655
approved,DB01656
experimental,DB01657
experimental,DB01658
experimental,DB01659
experimental,DB01661
experimental,DB01662
experimental,DB01663
experimental,DB01664
experimental,DB01665
experimental,DB01666
experimental,DB01667
experimental,DB01668
experimental,DB01669
experimental,DB01670
experimental,DB01671
experimental,DB01672
experimental,DB01673
experimental,DB01674
experimental,DB01675
experimental,DB01676
experimental,DB01677
investigational,DB01677
experimental,DB01678
experimental,DB01679
experimental,DB01681
experimental,DB01682
experimental,DB01683
experimental,DB01684
experimental,DB01685
experimental,DB01686
experimental,DB01687
experimental,DB01688
experimental,DB01689
experimental,DB01690
experimental,DB01691
experimental,DB01692
experimental,DB01694
experimental,DB01695
experimental,DB01697
approved,DB01698
experimental,DB01698
investigational,DB01698
experimental,DB01699
experimental,DB01700
investigational,DB01700
experimental,DB01701
experimental,DB01702
experimental,DB01703
experimental,DB01704
experimental,DB01705
experimental,DB01706
experimental,DB01707
approved,DB01708
investigational,DB01708
nutraceutical,DB01708
experimental,DB01709
experimental,DB01710
experimental,DB01711
experimental,DB01712
experimental,DB01713
experimental,DB01714
experimental,DB01715
experimental,DB01716
experimental,DB01717
approved,DB01718
experimental,DB01719
experimental,DB01720
experimental,DB01721
experimental,DB01723
experimental,DB01724
experimental,DB01725
experimental,DB01726
experimental,DB01727
experimental,DB01728
experimental,DB01729
experimental,DB01731
experimental,DB01732
experimental,DB01733
experimental,DB01734
experimental,DB01735
experimental,DB01736
experimental,DB01737
experimental,DB01738
experimental,DB01739
experimental,DB01740
experimental,DB01741
experimental,DB01742
approved,DB01744
experimental,DB01745
experimental,DB01746
experimental,DB01747
experimental,DB01748
experimental,DB01749
experimental,DB01750
experimental,DB01751
experimental,DB01752
experimental,DB01753
experimental,DB01754
experimental,DB01755
experimental,DB01756
experimental,DB01758
experimental,DB01759
experimental,DB01760
experimental,DB01761
experimental,DB01762
experimental,DB01763
approved,DB01764
experimental,DB01765
experimental,DB01766
experimental,DB01767
experimental,DB01768
experimental,DB01771
experimental,DB01772
experimental,DB01773
experimental,DB01774
experimental,DB01775
experimental,DB01776
experimental,DB01777
experimental,DB01778
experimental,DB01779
experimental,DB01780
experimental,DB01782
approved,DB01783
nutraceutical,DB01783
vet_approved,DB01783
experimental,DB01784
experimental,DB01785
experimental,DB01786
experimental,DB01788
experimental,DB01789
experimental,DB01790
experimental,DB01791
experimental,DB01792
experimental,DB01793
experimental,DB01794
experimental,DB01795
experimental,DB01796
experimental,DB01797
experimental,DB01798
experimental,DB01799
experimental,DB01800
experimental,DB01802
experimental,DB01803
experimental,DB01804
experimental,DB01805
experimental,DB01806
experimental,DB01807
experimental,DB01808
experimental,DB01809
experimental,DB01810
experimental,DB01811
experimental,DB01812
experimental,DB01813
experimental,DB01814
experimental,DB01815
experimental,DB01816
experimental,DB01817
experimental,DB01818
experimental,DB01819
experimental,DB01820
experimental,DB01821
experimental,DB01822
experimental,DB01823
experimental,DB01824
experimental,DB01825
experimental,DB01826
experimental,DB01827
experimental,DB01828
experimental,DB01829
experimental,DB01830
experimental,DB01831
experimental,DB01832
experimental,DB01833
experimental,DB01834
experimental,DB01835
experimental,DB01836
experimental,DB01837
experimental,DB01838
approved,DB01839
investigational,DB01839
experimental,DB01840
experimental,DB01841
experimental,DB01842
experimental,DB01843
experimental,DB01844
experimental,DB01846
experimental,DB01847
experimental,DB01849
experimental,DB01850
experimental,DB01851
experimental,DB01852
experimental,DB01853
experimental,DB01854
experimental,DB01855
experimental,DB01856
experimental,DB01857
experimental,DB01858
experimental,DB01859
experimental,DB01860
experimental,DB01861
experimental,DB01862
experimental,DB01863
experimental,DB01864
experimental,DB01865
experimental,DB01866
experimental,DB01868
experimental,DB01870
experimental,DB01871
experimental,DB01872
investigational,DB01873
experimental,DB01874
experimental,DB01875
experimental,DB01876
experimental,DB01877
experimental,DB01878
experimental,DB01879
experimental,DB01880
investigational,DB01880
experimental,DB01881
experimental,DB01882
experimental,DB01883
experimental,DB01884
experimental,DB01885
experimental,DB01887
experimental,DB01888
experimental,DB01889
experimental,DB01890
experimental,DB01891
nutraceutical,DB01892
experimental,DB01893
experimental,DB01895
experimental,DB01896
experimental,DB01897
experimental,DB01898
experimental,DB01899
experimental,DB01901
experimental,DB01902
experimental,DB01903
experimental,DB01905
experimental,DB01906
experimental,DB01908
experimental,DB01909
experimental,DB01910
experimental,DB01911
experimental,DB01912
approved,DB01914
investigational,DB01914
vet_approved,DB01914
experimental,DB01915
experimental,DB01917
experimental,DB01918
experimental,DB01919
experimental,DB01920
experimental,DB01921
experimental,DB01922
experimental,DB01923
experimental,DB01924
experimental,DB01925
experimental,DB01926
experimental,DB01927
experimental,DB01929
experimental,DB01930
experimental,DB01931
experimental,DB01932
experimental,DB01933
investigational,DB01933
experimental,DB01934
experimental,DB01935
experimental,DB01936
investigational,DB01936
experimental,DB01937
experimental,DB01938
experimental,DB01939
experimental,DB01940
experimental,DB01941
experimental,DB01942
investigational,DB01942
experimental,DB01944
experimental,DB01945
experimental,DB01946
experimental,DB01947
experimental,DB01948
experimental,DB01949
experimental,DB01950
experimental,DB01951
experimental,DB01952
experimental,DB01953
investigational,DB01954
experimental,DB01955
approved,DB01956
nutraceutical,DB01956
experimental,DB01957
experimental,DB01958
experimental,DB01959
experimental,DB01960
experimental,DB01961
experimental,DB01962
experimental,DB01963
experimental,DB01964
experimental,DB01965
experimental,DB01966
experimental,DB01967
experimental,DB01968
experimental,DB01969
experimental,DB01970
experimental,DB01971
experimental,DB01972
experimental,DB01973
experimental,DB01974
experimental,DB01975
experimental,DB01976
experimental,DB01977
experimental,DB01978
experimental,DB01979
experimental,DB01980
experimental,DB01981
experimental,DB01982
experimental,DB01983
experimental,DB01984
experimental,DB01985
experimental,DB01986
approved,DB01987
experimental,DB01987
experimental,DB01988
experimental,DB01989
experimental,DB01990
experimental,DB01991
investigational,DB01992
nutraceutical,DB01992
experimental,DB01993
experimental,DB01994
experimental,DB01995
experimental,DB01996
experimental,DB01997
experimental,DB01998
experimental,DB01999
experimental,DB02001
experimental,DB02002
experimental,DB02004
experimental,DB02005
experimental,DB02006
experimental,DB02007
experimental,DB02008
experimental,DB02009
experimental,DB02010
experimental,DB02011
experimental,DB02013
experimental,DB02014
experimental,DB02015
experimental,DB02016
experimental,DB02017
experimental,DB02018
experimental,DB02019
experimental,DB02020
experimental,DB02021
experimental,DB02022
experimental,DB02023
experimental,DB02024
experimental,DB02025
experimental,DB02026
experimental,DB02027
experimental,DB02028
experimental,DB02029
experimental,DB02030
experimental,DB02031
experimental,DB02032
experimental,DB02033
experimental,DB02034
experimental,DB02035
experimental,DB02036
experimental,DB02037
experimental,DB02038
experimental,DB02039
experimental,DB02041
experimental,DB02042
experimental,DB02043
experimental,DB02044
experimental,DB02045
experimental,DB02046
experimental,DB02047
experimental,DB02048
experimental,DB02049
experimental,DB02051
experimental,DB02052
experimental,DB02053
experimental,DB02054
experimental,DB02055
investigational,DB02056
experimental,DB02057
experimental,DB02058
experimental,DB02059
experimental,DB02060
experimental,DB02061
experimental,DB02062
experimental,DB02063
experimental,DB02065
experimental,DB02066
experimental,DB02067
experimental,DB02068
experimental,DB02069
experimental,DB02070
experimental,DB02071
experimental,DB02072
experimental,DB02073
experimental,DB02074
experimental,DB02075
experimental,DB02076
experimental,DB02077
experimental,DB02078
experimental,DB02079
experimental,DB02080
experimental,DB02081
experimental,DB02082
experimental,DB02083
experimental,DB02084
experimental,DB02085
experimental,DB02086
experimental,DB02087
experimental,DB02088
experimental,DB02089
experimental,DB02090
experimental,DB02091
experimental,DB02092
experimental,DB02093
experimental,DB02094
experimental,DB02095
experimental,DB02096
experimental,DB02097
experimental,DB02098
experimental,DB02099
experimental,DB02100
experimental,DB02101
experimental,DB02102
experimental,DB02103
experimental,DB02104
experimental,DB02105
experimental,DB02106
experimental,DB02107
experimental,DB02108
experimental,DB02109
experimental,DB02110
experimental,DB02111
experimental,DB02112
experimental,DB02113
experimental,DB02114
experimental,DB02115
experimental,DB02116
experimental,DB02118
experimental,DB02119
experimental,DB02120
experimental,DB02121
experimental,DB02122
experimental,DB02123
experimental,DB02124
experimental,DB02125
experimental,DB02126
experimental,DB02127
experimental,DB02128
experimental,DB02129
experimental,DB02130
experimental,DB02131
experimental,DB02132
experimental,DB02133
experimental,DB02134
experimental,DB02135
experimental,DB02136
experimental,DB02137
experimental,DB02138
experimental,DB02139
experimental,DB02140
experimental,DB02141
experimental,DB02142
experimental,DB02143
experimental,DB02144
experimental,DB02145
experimental,DB02146
experimental,DB02147
experimental,DB02148
experimental,DB02151
experimental,DB02152
experimental,DB02153
experimental,DB02154
experimental,DB02155
experimental,DB02156
experimental,DB02158
experimental,DB02159
experimental,DB02160
experimental,DB02161
experimental,DB02162
experimental,DB02163
experimental,DB02164
experimental,DB02165
experimental,DB02166
experimental,DB02167
experimental,DB02168
experimental,DB02169
experimental,DB02170
experimental,DB02172
experimental,DB02173
experimental,DB02174
experimental,DB02175
experimental,DB02176
experimental,DB02177
experimental,DB02178
experimental,DB02179
experimental,DB02180
experimental,DB02181
experimental,DB02182
experimental,DB02183
experimental,DB02184
experimental,DB02185
experimental,DB02186
experimental,DB02187
experimental,DB02188
experimental,DB02189
experimental,DB02190
experimental,DB02191
experimental,DB02192
experimental,DB02194
experimental,DB02195
experimental,DB02196
experimental,DB02197
experimental,DB02198
experimental,DB02199
experimental,DB02200
experimental,DB02201
experimental,DB02202
experimental,DB02203
experimental,DB02205
experimental,DB02207
experimental,DB02209
experimental,DB02210
experimental,DB02211
experimental,DB02213
experimental,DB02214
experimental,DB02215
experimental,DB02216
experimental,DB02217
experimental,DB02218
experimental,DB02219
experimental,DB02220
experimental,DB02221
experimental,DB02222
experimental,DB02223
experimental,DB02224
experimental,DB02225
experimental,DB02226
experimental,DB02227
experimental,DB02228
experimental,DB02229
experimental,DB02230
experimental,DB02232
experimental,DB02233
experimental,DB02234
experimental,DB02235
experimental,DB02236
experimental,DB02237
experimental,DB02238
experimental,DB02239
experimental,DB02240
experimental,DB02241
experimental,DB02242
experimental,DB02243
experimental,DB02245
experimental,DB02247
experimental,DB02248
experimental,DB02249
experimental,DB02251
experimental,DB02252
experimental,DB02253
experimental,DB02254
experimental,DB02255
experimental,DB02256
experimental,DB02257
experimental,DB02258
experimental,DB02259
experimental,DB02260
experimental,DB02261
investigational,DB02262
experimental,DB02263
experimental,DB02264
experimental,DB02265
approved,DB02266
experimental,DB02267
experimental,DB02268
experimental,DB02269
experimental,DB02270
experimental,DB02271
experimental,DB02272
experimental,DB02273
experimental,DB02274
experimental,DB02275
experimental,DB02276
experimental,DB02277
experimental,DB02278
experimental,DB02279
experimental,DB02280
experimental,DB02281
experimental,DB02282
experimental,DB02283
experimental,DB02285
experimental,DB02286
experimental,DB02287
experimental,DB02288
experimental,DB02289
experimental,DB02290
investigational,DB02292
experimental,DB02293
experimental,DB02294
experimental,DB02295
experimental,DB02296
experimental,DB02297
experimental,DB02298
experimental,DB02299
approved,DB02300
experimental,DB02301
experimental,DB02302
experimental,DB02303
experimental,DB02304
experimental,DB02305
experimental,DB02306
experimental,DB02307
experimental,DB02308
experimental,DB02309
experimental,DB02310
experimental,DB02311
experimental,DB02312
experimental,DB02313
experimental,DB02314
experimental,DB02315
experimental,DB02316
experimental,DB02317
experimental,DB02318
experimental,DB02319
experimental,DB02320
experimental,DB02321
experimental,DB02322
experimental,DB02323
experimental,DB02324
approved,DB02325
investigational,DB02325
experimental,DB02326
experimental,DB02327
experimental,DB02328
experimental,DB02329
experimental,DB02331
experimental,DB02332
experimental,DB02333
experimental,DB02334
experimental,DB02335
experimental,DB02336
experimental,DB02337
experimental,DB02338
experimental,DB02339
experimental,DB02340
experimental,DB02341
investigational,DB02342
experimental,DB02343
experimental,DB02345
experimental,DB02346
experimental,DB02347
experimental,DB02348
experimental,DB02349
experimental,DB02350
experimental,DB02352
experimental,DB02353
experimental,DB02354
experimental,DB02355
experimental,DB02356
experimental,DB02357
experimental,DB02358
experimental,DB02359
experimental,DB02360
experimental,DB02361
approved,DB02362
experimental,DB02362
experimental,DB02363
experimental,DB02364
experimental,DB02365
experimental,DB02366
experimental,DB02367
experimental,DB02368
experimental,DB02369
experimental,DB02370
experimental,DB02371
experimental,DB02372
experimental,DB02373
experimental,DB02374
experimental,DB02375
experimental,DB02376
experimental,DB02377
experimental,DB02378
experimental,DB02379
experimental,DB02380
investigational,DB02381
experimental,DB02382
withdrawn,DB02383
experimental,DB02384
experimental,DB02385
experimental,DB02386
experimental,DB02388
experimental,DB02390
experimental,DB02391
experimental,DB02393
experimental,DB02394
experimental,DB02395
experimental,DB02396
experimental,DB02397
experimental,DB02398
experimental,DB02399
experimental,DB02400
experimental,DB02401
experimental,DB02402
experimental,DB02403
experimental,DB02404
experimental,DB02405
experimental,DB02406
experimental,DB02407
experimental,DB02408
experimental,DB02409
experimental,DB02410
experimental,DB02411
experimental,DB02412
experimental,DB02413
experimental,DB02414
experimental,DB02415
experimental,DB02416
experimental,DB02417
experimental,DB02418
experimental,DB02419
experimental,DB02420
experimental,DB02421
experimental,DB02422
experimental,DB02423
experimental,DB02424
investigational,DB02424
experimental,DB02425
experimental,DB02426
experimental,DB02427
experimental,DB02428
experimental,DB02429
experimental,DB02430
experimental,DB02431
experimental,DB02432
experimental,DB02433
experimental,DB02434
experimental,DB02435
experimental,DB02436
experimental,DB02437
experimental,DB02438
experimental,DB02441
experimental,DB02442
experimental,DB02443
experimental,DB02445
experimental,DB02446
experimental,DB02447
experimental,DB02448
experimental,DB02449
experimental,DB02450
experimental,DB02451
experimental,DB02452
experimental,DB02453
experimental,DB02454
experimental,DB02455
experimental,DB02456
experimental,DB02457
experimental,DB02458
experimental,DB02459
experimental,DB02460
experimental,DB02461
experimental,DB02462
experimental,DB02463
experimental,DB02464
experimental,DB02465
experimental,DB02466
experimental,DB02467
experimental,DB02468
experimental,DB02469
experimental,DB02470
experimental,DB02471
experimental,DB02472
experimental,DB02473
experimental,DB02474
experimental,DB02475
experimental,DB02477
experimental,DB02479
experimental,DB02480
experimental,DB02481
experimental,DB02482
experimental,DB02483
experimental,DB02484
experimental,DB02485
experimental,DB02486
experimental,DB02488
experimental,DB02489
experimental,DB02490
experimental,DB02491
experimental,DB02492
experimental,DB02493
experimental,DB02494
experimental,DB02495
experimental,DB02496
experimental,DB02497
experimental,DB02498
experimental,DB02499
experimental,DB02500
experimental,DB02501
experimental,DB02502
experimental,DB02503
experimental,DB02504
experimental,DB02505
experimental,DB02506
experimental,DB02508
experimental,DB02509
experimental,DB02510
experimental,DB02511
experimental,DB02512
approved,DB02513
experimental,DB02514
experimental,DB02515
experimental,DB02516
experimental,DB02517
experimental,DB02518
experimental,DB02519
experimental,DB02520
experimental,DB02521
experimental,DB02522
experimental,DB02523
experimental,DB02524
experimental,DB02525
experimental,DB02526
experimental,DB02527
experimental,DB02528
experimental,DB02529
approved,DB02530
investigational,DB02530
experimental,DB02531
experimental,DB02532
experimental,DB02534
experimental,DB02535
experimental,DB02536
experimental,DB02537
experimental,DB02538
experimental,DB02540
experimental,DB02541
experimental,DB02542
experimental,DB02543
experimental,DB02544
experimental,DB02545
approved,DB02546
investigational,DB02546
experimental,DB02547
experimental,DB02548
experimental,DB02549
experimental,DB02550
experimental,DB02551
experimental,DB02552
experimental,DB02553
experimental,DB02554
experimental,DB02555
experimental,DB02556
experimental,DB02557
experimental,DB02558
experimental,DB02559
experimental,DB02560
experimental,DB02561
experimental,DB02562
experimental,DB02563
experimental,DB02565
experimental,DB02566
experimental,DB02567
investigational,DB02568
experimental,DB02569
experimental,DB02570
experimental,DB02571
experimental,DB02572
experimental,DB02573
experimental,DB02574
experimental,DB02576
experimental,DB02577
experimental,DB02578
experimental,DB02579
experimental,DB02580
experimental,DB02581
experimental,DB02582
experimental,DB02583
experimental,DB02585
experimental,DB02586
experimental,DB02587
investigational,DB02587
experimental,DB02588
experimental,DB02589
experimental,DB02590
experimental,DB02591
experimental,DB02592
experimental,DB02593
experimental,DB02594
investigational,DB02594
experimental,DB02595
experimental,DB02596
experimental,DB02597
experimental,DB02598
experimental,DB02599
experimental,DB02600
experimental,DB02601
experimental,DB02602
experimental,DB02603
experimental,DB02604
experimental,DB02606
investigational,DB02606
experimental,DB02607
experimental,DB02608
experimental,DB02609
experimental,DB02610
experimental,DB02611
experimental,DB02613
experimental,DB02614
experimental,DB02615
experimental,DB02616
experimental,DB02617
experimental,DB02618
experimental,DB02619
experimental,DB02620
experimental,DB02621
experimental,DB02622
experimental,DB02623
experimental,DB02624
experimental,DB02625
experimental,DB02626
experimental,DB02627
experimental,DB02628
experimental,DB02629
experimental,DB02630
experimental,DB02632
experimental,DB02633
experimental,DB02635
experimental,DB02636
experimental,DB02637
approved,DB02638
investigational,DB02638
experimental,DB02639
experimental,DB02640
experimental,DB02641
experimental,DB02642
experimental,DB02643
experimental,DB02644
experimental,DB02645
experimental,DB02646
experimental,DB02647
experimental,DB02648
experimental,DB02649
experimental,DB02650
experimental,DB02651
experimental,DB02652
experimental,DB02654
experimental,DB02655
experimental,DB02656
experimental,DB02657
experimental,DB02658
approved,DB02659
experimental,DB02660
experimental,DB02661
experimental,DB02662
experimental,DB02663
experimental,DB02664
experimental,DB02665
experimental,DB02666
experimental,DB02667
experimental,DB02668
experimental,DB02669
experimental,DB02670
experimental,DB02671
experimental,DB02673
experimental,DB02674
experimental,DB02675
experimental,DB02676
experimental,DB02677
experimental,DB02678
experimental,DB02679
experimental,DB02680
experimental,DB02681
experimental,DB02683
experimental,DB02684
experimental,DB02685
experimental,DB02686
experimental,DB02688
experimental,DB02689
experimental,DB02690
experimental,DB02691
investigational,DB02691
experimental,DB02693
experimental,DB02694
experimental,DB02695
experimental,DB02696
experimental,DB02697
experimental,DB02698
experimental,DB02699
experimental,DB02700
approved,DB02701
investigational,DB02701
experimental,DB02702
approved,DB02703
investigational,DB02703
experimental,DB02704
experimental,DB02705
experimental,DB02706
experimental,DB02707
investigational,DB02709
experimental,DB02710
experimental,DB02711
experimental,DB02712
investigational,DB02712
experimental,DB02713
experimental,DB02714
experimental,DB02715
experimental,DB02716
experimental,DB02717
experimental,DB02719
experimental,DB02720
experimental,DB02721
experimental,DB02722
experimental,DB02723
experimental,DB02724
experimental,DB02725
experimental,DB02726
experimental,DB02727
experimental,DB02728
experimental,DB02729
experimental,DB02730
experimental,DB02731
experimental,DB02732
experimental,DB02733
experimental,DB02734
experimental,DB02735
experimental,DB02736
experimental,DB02738
experimental,DB02740
experimental,DB02741
experimental,DB02742
experimental,DB02743
experimental,DB02744
experimental,DB02745
investigational,DB02745
experimental,DB02746
experimental,DB02747
experimental,DB02749
experimental,DB02750
experimental,DB02751
experimental,DB02752
experimental,DB02753
experimental,DB02754
experimental,DB02755
experimental,DB02756
experimental,DB02757
experimental,DB02758
experimental,DB02759
experimental,DB02760
experimental,DB02761
experimental,DB02762
experimental,DB02763
experimental,DB02765
experimental,DB02766
experimental,DB02767
experimental,DB02768
experimental,DB02770
approved,DB02772
experimental,DB02772
investigational,DB02772
experimental,DB02773
experimental,DB02774
experimental,DB02776
experimental,DB02777
experimental,DB02778
experimental,DB02779
experimental,DB02780
experimental,DB02781
experimental,DB02783
experimental,DB02784
experimental,DB02785
experimental,DB02786
experimental,DB02787
experimental,DB02788
approved,DB02789
experimental,DB02789
experimental,DB02790
experimental,DB02792
experimental,DB02793
experimental,DB02794
experimental,DB02795
experimental,DB02796
experimental,DB02797
experimental,DB02798
experimental,DB02799
experimental,DB02800
experimental,DB02801
experimental,DB02802
experimental,DB02803
experimental,DB02804
experimental,DB02805
experimental,DB02806
experimental,DB02807
experimental,DB02808
experimental,DB02809
experimental,DB02810
experimental,DB02811
experimental,DB02812
experimental,DB02813
experimental,DB02814
experimental,DB02816
experimental,DB02817
experimental,DB02818
experimental,DB02819
experimental,DB02820
experimental,DB02821
experimental,DB02822
experimental,DB02823
experimental,DB02824
experimental,DB02825
experimental,DB02827
experimental,DB02828
experimental,DB02829
experimental,DB02830
experimental,DB02831
experimental,DB02832
experimental,DB02833
experimental,DB02834
experimental,DB02835
experimental,DB02836
experimental,DB02837
experimental,DB02838
experimental,DB02839
experimental,DB02840
experimental,DB02841
experimental,DB02842
experimental,DB02843
experimental,DB02844
experimental,DB02845
experimental,DB02846
experimental,DB02847
experimental,DB02848
experimental,DB02849
experimental,DB02850
experimental,DB02851
experimental,DB02852
experimental,DB02853
experimental,DB02854
experimental,DB02855
experimental,DB02856
experimental,DB02857
investigational,DB02857
experimental,DB02858
experimental,DB02859
experimental,DB02860
experimental,DB02861
experimental,DB02862
experimental,DB02864
experimental,DB02865
experimental,DB02866
experimental,DB02867
experimental,DB02868
experimental,DB02869
experimental,DB02870
experimental,DB02871
experimental,DB02872
experimental,DB02873
experimental,DB02875
experimental,DB02876
experimental,DB02877
experimental,DB02878
experimental,DB02879
experimental,DB02880
experimental,DB02881
experimental,DB02882
experimental,DB02883
experimental,DB02884
experimental,DB02885
experimental,DB02887
