id,name,organism,known_action,position,parent_key
BE0001066,Solute carrier family 22 member 6,Humans,unknown,1,DB00607
BE0001032,P-glycoprotein 1,Humans,unknown,6,DB00608
BE0001032,P-glycoprotein 1,Humans,unknown,3,DB00612
BE0001032,P-glycoprotein 1,Humans,unknown,6,DB00613
BE0001032,P-glycoprotein 1,Humans,unknown,10,DB00615
BE0003648,Solute carrier family 22 member 1,Humans,unknown,10,DB00619
BE0001032,P-glycoprotein 1,Humans,unknown,11,DB00619
BE0003647,Solute carrier family 22 member 2,Humans,unknown,12,DB00619
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,13,DB00619
BE0003671,ATP-binding cassette sub-family A member 3,Humans,unknown,14,DB00619
BE0000703,Bile salt export pump,Humans,no,17,DB00619
BE0001032,P-glycoprotein 1,Humans,unknown,15,DB00622
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,19,DB00622
BE0000703,Bile salt export pump,Humans,no,20,DB00622
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00623
BE0003645,Solute carrier family 22 member 8,Humans,unknown,17,DB00624
BE0003646,Solute carrier family 22 member 7,Humans,unknown,18,DB00624
BE0003644,Sodium/bile acid cotransporter,Humans,unknown,19,DB00624
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,20,DB00624
BE0003659,Solute carrier organic anion transporter family member 1B3,Humans,unknown,23,DB00624
BE0000703,Bile salt export pump,Humans,no,11,DB00625
BE0003648,Solute carrier family 22 member 1,Humans,unknown,12,DB00625
BE0009705,Bacitracin transport ATP-binding protein BcrA,Bacillus licheniformis,unknown,4,DB00626
BE0009706,Bacitracin transport permease protein BCRB,Bacillus licheniformis,unknown,5,DB00626
BE0009707,Bacitracin transport permease protein BcrC,Bacillus licheniformis,unknown,6,DB00626
BE0000106,Solute carrier family 22 member 5,Humans,unknown,1,DB00627
BE0001042,Solute carrier organic anion transporter family member 2B1,Humans,unknown,2,DB00627
BE0000669,Monocarboxylate transporter 1,Humans,unknown,3,DB00627
BE0004708,Sodium-coupled monocarboxylate transporter 1,Humans,unknown,5,DB00627
BE0000449,Monocarboxylate transporter 4,Humans,unknown,6,DB00627
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,2,DB00631
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00635
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans,unknown,2,DB00635
BE0001032,P-glycoprotein 1,Humans,unknown,3,DB00637
BE0000703,Bile salt export pump,Humans,no,8,DB00637
BE0003672,Solute carrier family 28 member 3,Humans,unknown,5,DB00640
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00641
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans,unknown,2,DB00641
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,3,DB00641
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,10,DB00641
BE0000703,Bile salt export pump,Humans,no,12,DB00641
BE0001042,Solute carrier organic anion transporter family member 2B1,Humans,unknown,14,DB00641
BE0003659,Solute carrier organic anion transporter family member 1B3,Humans,unknown,15,DB00641
BE0003645,Solute carrier family 22 member 8,Humans,unknown,6,DB00642
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,2,DB00646
BE0003659,Solute carrier organic anion transporter family member 1B3,Humans,unknown,3,DB00646
BE0001032,P-glycoprotein 1,Humans,unknown,6,DB00648
BE0001066,Solute carrier family 22 member 6,Humans,unknown,1,DB00649
BE0004705,Sodium/nucleoside cotransporter 1,Humans,unknown,3,DB00649
BE0003645,Solute carrier family 22 member 8,Humans,unknown,1,DB00650
BE0001032,P-glycoprotein 1,Humans,unknown,2,DB00652
BE0003655,Solute carrier organic anion transporter family member 2A1,Humans,unknown,1,DB00654
BE0001066,Solute carrier family 22 member 6,Humans,unknown,2,DB00654
BE0003645,Solute carrier family 22 member 8,Humans,unknown,3,DB00654
BE0001042,Solute carrier organic anion transporter family member 2B1,Humans,unknown,2,DB00655
BE0001032,P-glycoprotein 1,Humans,unknown,3,DB00655
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans,unknown,4,DB00655
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,5,DB00655
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,6,DB00655
BE0003645,Solute carrier family 22 member 8,Humans,unknown,17,DB00655
BE0001032,P-glycoprotein 1,Humans,unknown,8,DB00656
BE0000536,Proton-coupled amino acid transporter 1,Humans,unknown,0,DB00659
BE0001032,P-glycoprotein 1,Humans,unknown,5,DB00661
BE0003648,Solute carrier family 22 member 1,Humans,unknown,12,DB00661
BE0000757,Solute carrier family 22 member 4,Humans,unknown,13,DB00661
BE0000106,Solute carrier family 22 member 5,Humans,unknown,14,DB00661
BE0001061,Canalicular multispecific organic anion transporter 2,Humans,unknown,15,DB00661
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,16,DB00661
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans,unknown,17,DB00661
BE0000785,Multidrug resistance-associated protein 1,Humans,unknown,18,DB00661
BE0001188,Multidrug resistance-associated protein 4,Humans,unknown,19,DB00661
BE0003651,Multidrug resistance-associated protein 7,Humans,unknown,19,DB00661
BE0003657,Multidrug and toxin extrusion protein 1,Humans,unknown,20,DB00661
BE0004752,Multidrug and toxin extrusion protein 2,Humans,unknown,20,DB00661
BE0003647,Solute carrier family 22 member 2,Humans,unknown,1,DB00668
BE0003648,Solute carrier family 22 member 1,Humans,unknown,2,DB00668
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans,unknown,2,DB00669
BE0001032,P-glycoprotein 1,Humans,unknown,3,DB00669
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,4,DB00669
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,5,DB00669
BE0000106,Solute carrier family 22 member 5,Humans,unknown,2,DB00671
BE0001018,Solute carrier family 15 member 1,Humans,unknown,3,DB00671
BE0001134,Solute carrier family 15 member 2,Humans,unknown,4,DB00671
BE0001018,Solute carrier family 15 member 1,Humans,unknown,2,DB00672
BE0001134,Solute carrier family 15 member 2,Humans,unknown,3,DB00672
BE0001066,Solute carrier family 22 member 6,Humans,unknown,4,DB00672
BE0001032,P-glycoprotein 1,Humans,no,4,DB00674
BE0001032,P-glycoprotein 1,Humans,unknown,2,DB00675
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,4,DB00675
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,20,DB00675
BE0000703,Bile salt export pump,Humans,no,28,DB00675
BE0000119,ATP-binding cassette sub-family A member 1,Humans,unknown,34,DB00675
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00678
BE0001066,Solute carrier family 22 member 6,Humans,unknown,2,DB00678
BE0004782,Solute carrier family 22 member 12,Humans,unknown,10,DB00678
BE0004783,"Solute carrier family 2, facilitated glucose transporter member 9",Humans,unknown,11,DB00678
BE0000703,Bile salt export pump,Humans,no,12,DB00678
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,13,DB00688
BE0003659,Solute carrier organic anion transporter family member 1B3,Humans,unknown,14,DB00688
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,15,DB00688
BE0001032,P-glycoprotein 1,Humans,unknown,16,DB00688
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,19,DB00688
BE0000106,Solute carrier family 22 member 5,Humans,unknown,1,DB00689
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00690
BE0003647,Solute carrier family 22 member 2,Humans,unknown,2,DB00690
BE0001018,Solute carrier family 15 member 1,Humans,unknown,1,DB00691
BE0001134,Solute carrier family 15 member 2,Humans,unknown,2,DB00691
BE0001066,Solute carrier family 22 member 6,Humans,unknown,1,DB00693
BE0000703,Bile salt export pump,Humans,unknown,2,DB00693
BE0000785,Multidrug resistance-associated protein 1,Humans,unknown,3,DB00693
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00694
BE0000785,Multidrug resistance-associated protein 1,Humans,unknown,2,DB00694
BE0003651,Multidrug resistance-associated protein 7,Humans,unknown,3,DB00694
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,3,DB00694
BE0003640,Multidrug resistance-associated protein 6,Humans,unknown,3,DB00694
BE0000703,Bile salt export pump,Humans,unknown,3,DB00694
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,4,DB00694
BE0001066,Solute carrier family 22 member 6,Humans,unknown,2,DB00695
BE0000106,Solute carrier family 22 member 5,Humans,unknown,3,DB00695
BE0003645,Solute carrier family 22 member 8,Humans,unknown,4,DB00695
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,5,DB00695
BE0003655,Solute carrier organic anion transporter family member 2A1,Humans,unknown,6,DB00695
BE0000879,Solute carrier family 22 member 11,Humans,unknown,7,DB00695
BE0001032,P-glycoprotein 1,Humans,unknown,9,DB00696
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,1,DB00698
BE0000703,Bile salt export pump,Humans,no,5,DB00698
BE0001032,P-glycoprotein 1,Humans,unknown,6,DB00698
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,7,DB00698
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00701
BE0000785,Multidrug resistance-associated protein 1,Humans,unknown,2,DB00701
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,8,DB00701
BE0001066,Solute carrier family 22 member 6,Humans,unknown,1,DB00703
BE0000785,Multidrug resistance-associated protein 1,Humans,unknown,1,DB00709
BE0001066,Solute carrier family 22 member 6,Humans,unknown,2,DB00709
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,3,DB00709
BE0003648,Solute carrier family 22 member 1,Humans,unknown,4,DB00709
BE0003647,Solute carrier family 22 member 2,Humans,unknown,5,DB00709
BE0003650,Solute carrier family 22 member 3,Humans,unknown,6,DB00709
BE0001032,P-glycoprotein 1,Humans,unknown,14,DB00709
BE0001188,Multidrug resistance-associated protein 4,Humans,unknown,15,DB00709
BE0001061,Canalicular multispecific organic anion transporter 2,Humans,unknown,16,DB00709
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,17,DB00709
BE0001188,Multidrug resistance-associated protein 4,Humans,unknown,4,DB00712
BE0001066,Solute carrier family 22 member 6,Humans,unknown,5,DB00712
BE0001018,Solute carrier family 15 member 1,Humans,unknown,1,DB00713
BE0001134,Solute carrier family 15 member 2,Humans,unknown,2,DB00713
BE0000118,Synaptic vesicular amine transporter,Humans,unknown,27,DB00714
BE0001032,P-glycoprotein 1,Humans,unknown,4,DB00715
BE0001032,P-glycoprotein 1,Humans,unknown,9,DB00717
BE0001066,Solute carrier family 22 member 6,Humans,unknown,1,DB00718
BE0001188,Multidrug resistance-associated protein 4,Humans,unknown,2,DB00718
BE0003639,Multidrug resistance-associated protein 5,Humans,unknown,3,DB00718
BE0003650,Solute carrier family 22 member 3,Humans,unknown,4,DB00718
BE0000647,Sodium-dependent dopamine transporter,Humans,unknown,12,DB00721
BE0000486,Sodium-dependent noradrenaline transporter,Humans,unknown,13,DB00721
BE0000749,Sodium-dependent serotonin transporter,Humans,unknown,14,DB00721
BE0001018,Solute carrier family 15 member 1,Humans,unknown,1,DB00722
BE0001134,Solute carrier family 15 member 2,Humans,unknown,2,DB00722
BE0001032,P-glycoprotein 1,Humans,unknown,9,DB00726
BE0003648,Solute carrier family 22 member 1,Humans,unknown,2,DB00728
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans,unknown,3,DB00728
BE0001188,Multidrug resistance-associated protein 4,Humans,unknown,1,DB00731
BE0000669,Monocarboxylate transporter 1,Humans,unknown,2,DB00731
BE0001018,Solute carrier family 15 member 1,Humans,unknown,3,DB00731
BE0001134,Solute carrier family 15 member 2,Humans,unknown,4,DB00731
BE0001066,Solute carrier family 22 member 6,Humans,unknown,5,DB00731
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00734
BE0001032,P-glycoprotein 1,Humans,unknown,2,DB00736
BE0003645,Solute carrier family 22 member 8,Humans,unknown,3,DB00736
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,3,DB00740
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00741
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans,unknown,2,DB00741
BE0003645,Solute carrier family 22 member 8,Humans,unknown,7,DB00741
BE0001032,P-glycoprotein 1,Humans,unknown,6,DB00747
BE0001066,Solute carrier family 22 member 6,Humans,unknown,5,DB00749
BE0001032,P-glycoprotein 1,Humans,unknown,7,DB00751
BE0000508,Cellular retinoic acid-binding protein 1,Humans,unknown,1,DB00755
BE0000782,Cellular retinoic acid-binding protein 2,Humans,unknown,2,DB00755
BE0001032,P-glycoprotein 1,Humans,unknown,6,DB00758
BE0003648,Solute carrier family 22 member 1,Humans,unknown,7,DB00758
BE0003647,Solute carrier family 22 member 2,Humans,unknown,8,DB00758
BE0001066,Solute carrier family 22 member 6,Humans,unknown,2,DB00759
BE0003645,Solute carrier family 22 member 8,Humans,unknown,3,DB00759
BE0000879,Solute carrier family 22 member 11,Humans,unknown,4,DB00759
BE0003646,Solute carrier family 22 member 7,Humans,unknown,5,DB00759
BE0001042,Solute carrier organic anion transporter family member 2B1,Humans,unknown,10,DB00759
BE0000281,Solute carrier family 12 member 2,Humans,unknown,1,DB00761
BE0000502,Solute carrier family 12 member 1,Humans,unknown,2,DB00761
BE0000047,Solute carrier family 12 member 5,Humans,unknown,3,DB00761
BE0000140,Solute carrier family 12 member 6,Humans,unknown,4,DB00761
BE0000276,Solute carrier family 12 member 7,Humans,unknown,5,DB00761
BE0000601,Solute carrier family 12 member 4,Humans,unknown,6,DB00761
BE0003650,Solute carrier family 22 member 3,Humans,unknown,10,DB00762
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,11,DB00762
BE0000785,Multidrug resistance-associated protein 1,Humans,unknown,12,DB00762
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,13,DB00762
BE0001032,P-glycoprotein 1,Humans,unknown,15,DB00762
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,16,DB00762
BE0004754,Sodium/glucose cotransporter 1,Humans,unknown,3,DB00766
BE0001032,P-glycoprotein 1,Humans,no,12,DB00768
BE0003639,Multidrug resistance-associated protein 5,Humans,unknown,1,DB00770
BE0001042,Solute carrier organic anion transporter family member 2B1,Humans,unknown,2,DB00770
BE0003661,Solute carrier organic anion transporter family member 3A1,Humans,unknown,3,DB00770
BE0001188,Multidrug resistance-associated protein 4,Humans,unknown,4,DB00770
BE0003655,Solute carrier organic anion transporter family member 2A1,Humans,unknown,5,DB00770
BE0001066,Solute carrier family 22 member 6,Humans,unknown,7,DB00770
BE0001061,Canalicular multispecific organic anion transporter 2,Humans,unknown,2,DB00773
BE0003640,Multidrug resistance-associated protein 6,Humans,unknown,3,DB00773
BE0001032,P-glycoprotein 1,Humans,unknown,4,DB00773
BE0000785,Multidrug resistance-associated protein 1,Humans,unknown,5,DB00773
BE0003651,Multidrug resistance-associated protein 7,Humans,unknown,6,DB00773
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,7,DB00773
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,8,DB00773
BE0001066,Solute carrier family 22 member 6,Humans,unknown,10,DB00774
BE0003645,Solute carrier family 22 member 8,Humans,unknown,11,DB00774
BE0001032,P-glycoprotein 1,Humans,unknown,7,DB00776
BE0001066,Solute carrier family 22 member 6,Humans,unknown,1,DB00779
BE0003647,Solute carrier family 22 member 2,Humans,unknown,6,DB00783
BE0003650,Solute carrier family 22 member 3,Humans,unknown,7,DB00783
BE0003651,Multidrug resistance-associated protein 7,Humans,unknown,8,DB00783
BE0000879,Solute carrier family 22 member 11,Humans,unknown,9,DB00783
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,10,DB00783
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,11,DB00783
BE0001032,P-glycoprotein 1,Humans,unknown,12,DB00783
BE0003645,Solute carrier family 22 member 8,Humans,unknown,18,DB00783
BE0003659,Solute carrier organic anion transporter family member 1B3,Humans,unknown,19,DB00783
BE0003660,Solute carrier organic anion transporter family member 1C1,Humans,unknown,20,DB00783
BE0003648,Solute carrier family 22 member 1,Humans,unknown,1,DB00787
BE0001066,Solute carrier family 22 member 6,Humans,unknown,2,DB00787
BE0003645,Solute carrier family 22 member 8,Humans,unknown,3,DB00787
BE0003643,Ileal sodium/bile acid cotransporter,Humans,unknown,4,DB00787
BE0003657,Multidrug and toxin extrusion protein 1,Humans,unknown,5,DB00787
BE0004752,Multidrug and toxin extrusion protein 2,Humans,unknown,6,DB00787
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans,unknown,3,DB00788
BE0001066,Solute carrier family 22 member 6,Humans,unknown,4,DB00788
BE0000703,Bile salt export pump,Humans,no,7,DB00788
BE0001032,P-glycoprotein 1,Humans,no,8,DB00788
BE0003645,Solute carrier family 22 member 8,Humans,unknown,15,DB00788
BE0001018,Solute carrier family 15 member 1,Humans,unknown,1,DB00790
BE0001134,Solute carrier family 15 member 2,Humans,unknown,2,DB00790
BE0009808,Transient receptor potential cation channel subfamily M member 3,Humans,unknown,14,DB00794
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,1,DB00795
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,2,DB00795
BE0001048,Proton-coupled folate transporter,Humans,unknown,9,DB00795
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,12,DB00795
BE0003659,Solute carrier organic anion transporter family member 1B3,Humans,unknown,13,DB00795
BE0001042,Solute carrier organic anion transporter family member 2B1,Humans,unknown,14,DB00795
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00796
BE0001066,Solute carrier family 22 member 6,Humans,unknown,1,DB00798
BE0001032,P-glycoprotein 1,Humans,unknown,3,DB00802
BE0001204,Equilibrative nucleoside transporter 1,Humans,unknown,0,DB00811
BE0003672,Solute carrier family 28 member 3,Humans,unknown,1,DB00811
BE0001066,Solute carrier family 22 member 6,Humans,unknown,1,DB00812
BE0003645,Solute carrier family 22 member 8,Humans,unknown,2,DB00812
BE0000879,Solute carrier family 22 member 11,Humans,unknown,3,DB00812
BE0001032,P-glycoprotein 1,Humans,unknown,2,DB00813
BE0001188,Multidrug resistance-associated protein 4,Humans,unknown,2,DB00814
BE0009848,Human vesicular glutamate transporters,Humans,unknown,6,DB00814
BE0001032,P-glycoprotein 1,Humans,unknown,16,DB00818
BE0001066,Solute carrier family 22 member 6,Humans,unknown,1,DB00819
BE0001066,Solute carrier family 22 member 6,Humans,unknown,2,DB00821
BE0000703,Bile salt export pump,Humans,no,4,DB00822
BE0001066,Solute carrier family 22 member 6,Humans,unknown,3,DB00827
BE0001032,P-glycoprotein 1,Humans,unknown,2,DB00829
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00831
BE0001018,Solute carrier family 15 member 1,Humans,unknown,1,DB00833
BE0001134,Solute carrier family 15 member 2,Humans,unknown,2,DB00833
BE0003645,Solute carrier family 22 member 8,Humans,unknown,4,DB00833
BE0000703,Bile salt export pump,Humans,no,5,DB00833
BE0001032,P-glycoprotein 1,Humans,unknown,3,DB00834
BE0000785,Multidrug resistance-associated protein 1,Humans,unknown,4,DB00834
BE0000703,Bile salt export pump,Humans,no,8,DB00834
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,no,11,DB00834
BE0003659,Solute carrier organic anion transporter family member 1B3,Humans,no,12,DB00834
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00836
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,9,DB00843
BE0001032,P-glycoprotein 1,Humans,unknown,6,DB00845
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,7,DB00845
BE0000785,Multidrug resistance-associated protein 1,Humans,unknown,8,DB00845
BE0000486,Sodium-dependent noradrenaline transporter,Humans,unknown,13,DB00852
BE0000647,Sodium-dependent dopamine transporter,Humans,unknown,14,DB00852
BE0000749,Sodium-dependent serotonin transporter,Humans,unknown,15,DB00852
BE0001018,Solute carrier family 15 member 1,Humans,unknown,1,DB00855
BE0001134,Solute carrier family 15 member 2,Humans,unknown,2,DB00855
BE0009791,ABC multidrug transporter MDR2,Trichophyton interdigitale (strain MR816),unknown,5,DB00857
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,1,DB00859
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans,unknown,3,DB00860
BE0001032,P-glycoprotein 1,Humans,unknown,4,DB00860
BE0001066,Solute carrier family 22 member 6,Humans,unknown,5,DB00861
BE0001032,P-glycoprotein 1,Humans,unknown,4,DB00862
BE0003648,Solute carrier family 22 member 1,Humans,unknown,1,DB00863
BE0001032,P-glycoprotein 1,Humans,unknown,2,DB00863
BE0003645,Solute carrier family 22 member 8,Humans,unknown,3,DB00863
BE0003647,Solute carrier family 22 member 2,Humans,unknown,6,DB00863
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00864
BE0003670,ATP-binding cassette sub-family A member 5,Humans,unknown,2,DB00864
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,5,DB00864
BE0004782,Solute carrier family 22 member 12,Humans,unknown,4,DB00870
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00872
BE0001032,P-glycoprotein 1,Humans,unknown,5,DB00875
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,1,DB00876
BE0001032,P-glycoprotein 1,Humans,unknown,4,DB00877
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,5,DB00877
BE0003657,Multidrug and toxin extrusion protein 1,Humans,unknown,6,DB00877
BE0003657,Multidrug and toxin extrusion protein 1,Humans,unknown,4,DB00879
BE0001066,Solute carrier family 22 member 6,Humans,unknown,1,DB00880
BE0001018,Solute carrier family 15 member 1,Humans,unknown,1,DB00881
BE0001134,Solute carrier family 15 member 2,Humans,unknown,2,DB00881
BE0003645,Solute carrier family 22 member 8,Humans,unknown,3,DB00881
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00882
BE0003644,Sodium/bile acid cotransporter,Humans,unknown,1,DB00887
BE0001066,Solute carrier family 22 member 6,Humans,unknown,2,DB00887
BE0003645,Solute carrier family 22 member 8,Humans,unknown,3,DB00887
BE0000879,Solute carrier family 22 member 11,Humans,unknown,4,DB00887
BE0003646,Solute carrier family 22 member 7,Humans,unknown,5,DB00887
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans,unknown,6,DB00887
BE0001066,Solute carrier family 22 member 6,Humans,unknown,1,DB00900
BE0001204,Equilibrative nucleoside transporter 1,Humans,unknown,3,DB00900
BE0004706,Equilibrative nucleoside transporter 2,Humans,unknown,4,DB00900
BE0001066,Solute carrier family 22 member 6,Humans,unknown,2,DB00903
BE0003647,Solute carrier family 22 member 2,Humans,unknown,5,DB00907
BE0000647,Sodium-dependent dopamine transporter,Humans,no,9,DB00907
BE0003647,Solute carrier family 22 member 2,Humans,unknown,7,DB00908
BE0003648,Solute carrier family 22 member 1,Humans,unknown,8,DB00908
BE0000106,Solute carrier family 22 member 5,Humans,unknown,9,DB00908
BE0001032,P-glycoprotein 1,Humans,unknown,10,DB00908
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans,unknown,11,DB00908
BE0003645,Solute carrier family 22 member 8,Humans,unknown,12,DB00908
BE0001069,Canalicular multispecific organic anion transporter 1,Humans,unknown,13,DB00908
BE0000757,Solute carrier family 22 member 4,Humans,unknown,14,DB00908
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,15,DB00908
BE0000703,Bile salt export pump,Humans,no,21,DB00908
BE0001032,P-glycoprotein 1,Humans,unknown,35,DB00909
BE0000703,Bile salt export pump,Humans,no,2,DB00911
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,4,DB00912
BE0000703,Bile salt export pump,Humans,no,5,DB00912
BE0003647,Solute carrier family 22 member 2,Humans,unknown,1,DB00914
BE0003648,Solute carrier family 22 member 1,Humans,unknown,2,DB00914
BE0003647,Solute carrier family 22 member 2,Humans,unknown,1,DB00915
BE0003648,Solute carrier family 22 member 1,Humans,unknown,2,DB00915
BE0001032,P-glycoprotein 1,Humans,unknown,5,DB00916
BE0003647,Solute carrier family 22 member 2,Humans,unknown,1,DB00917
BE0003639,Multidrug resistance-associated protein 5,Humans,unknown,2,DB00917
BE0001066,Solute carrier family 22 member 6,Humans,unknown,3,DB00917
BE0003645,Solute carrier family 22 member 8,Humans,unknown,4,DB00917
BE0000879,Solute carrier family 22 member 11,Humans,unknown,5,DB00917
BE0003646,Solute carrier family 22 member 7,Humans,unknown,6,DB00917
BE0001188,Multidrug resistance-associated protein 4,Humans,unknown,7,DB00917
BE0001042,Solute carrier organic anion transporter family member 2B1,Humans,unknown,8,DB00917
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans,unknown,9,DB00917
BE0003667,Organic solute transporter subunit alpha,Humans,unknown,10,DB00917
BE0003668,Organic solute transporter subunit beta,Humans,unknown,11,DB00917
BE0003655,Solute carrier organic anion transporter family member 2A1,Humans,unknown,12,DB00917
BE0003656,Solute carrier organic anion transporter family member 4A1,Humans,unknown,13,DB00917
BE0003660,Solute carrier organic anion transporter family member 1C1,Humans,unknown,14,DB00917
BE0003661,Solute carrier organic anion transporter family member 3A1,Humans,unknown,15,DB00917
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,16,DB00917
BE0001032,P-glycoprotein 1,Humans,unknown,1,DB00921
BE0001067,ATP-binding cassette sub-family G member 2,Humans,unknown,2,DB00921
BE0003647,Solute carrier family 22 member 2,Humans,unknown,1,DB00925
BE0003648,Solute carrier family 22 member 1,Humans,unknown,2,DB00925
BE0003650,Solute carrier family 22 member 3,Humans,unknown,3,DB00925
BE0001066,Solute carrier family 22 member 6,Humans,no,1,DB00927
BE0003645,Solute carrier family 22 member 8,Humans,no,2,DB00927
BE0003647,Solute carrier family 22 member 2,Humans,no,3,DB00927
BE0003657,Multidrug and toxin extrusion protein 1,Humans,no,4,DB00927
BE0000703,Bile salt export pump,Humans,unknown,2,DB00932
BE0001042,Solute carrier organic anion transporter family member 2B1,Humans,unknown,4,DB00932
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,5,DB00932
BE0003659,Solute carrier organic anion transporter family member 1B3,Humans,unknown,6,DB00932
BE0001032,P-glycoprotein 1,Humans,unknown,7,DB00932
BE0001066,Solute carrier family 22 member 6,Humans,unknown,5,DB00936
BE0003652,Solute carrier family 22 member 10,Humans,unknown,6,DB00936
BE0003645,Solute carrier family 22 member 8,Humans,unknown,7,DB00936
BE0000879,Solute carrier family 22 member 11,Humans,unknown,8,DB00936
BE0001042,Solute carrier organic anion transporter family member 2B1,Humans,unknown,9,DB00936
BE0000669,Monocarboxylate transporter 1,Humans,unknown,10,DB00936
BE0003646,Solute carrier family 22 member 7,Humans,unknown,11,DB00936
BE0003648,Solute carrier family 22 member 1,Humans,unknown,1,DB00938
BE0003650,Solute carrier family 22 member 3,Humans,unknown,2,DB00938
BE0003647,Solute carrier family 22 member 2,Humans,unknown,4,DB00938
BE0001066,Solute carrier family 22 member 6,Humans,unknown,1,DB00939
BE0003660,Solute carrier organic anion transporter family member 1C1,Humans,unknown,2,DB00939
BE0001066,Solute carrier family 22 member 6,Humans,unknown,1,DB00943
BE0003646,Solute carrier family 22 member 7,Humans,unknown,2,DB00943
BE0001204,Equilibrative nucleoside transporter 1,Humans,unknown,4,DB00943
BE0004706,Equilibrative nucleoside transporter 2,Humans,unknown,5,DB00943
BE0001066,Solute carrier family 22 member 6,Humans,unknown,4,DB00945
