drugbank-id,name,unii,cas-number,inchikey,average-mass,monoisotopic-mass,parent_key
DBSALT000691,Colistin sulfate,WP15DXU577,1264-72-8,ZJIWRHLZXQPFAD-LRYSGCCDSA-N,1267.55,1266.732957062,DB00803
DBSALT000698,Dicyclomine hydrochloride,CQ903KQA31,67-92-5,GUBNMFJOJGDCEL-UHFFFAOYSA-N,345.948,345.243457108,DB00804
DBSALT000305,Minaprine dihydrochloride,82Y7NT6DFT,25953-17-7,GNUCGROXDZMCJI-UHFFFAOYSA-N,371.305,370.132716824,DB00805
DBSALT000459,Proparacaine hydrochloride,U96OL57GOY,5875-06-9,BFUUJUGQJUTPAF-UHFFFAOYSA-N,330.85,330.171020447,DB00807
DBSALT000804,Biperiden hydrochloride,K35N76CUHF,1235-82-1,RDNLAULGBSQZMP-UHFFFAOYSA-N,347.922,347.201592294,DB00810
DBSALT001327,Biperiden lactate,09TD6C5147,7085-45-2,GLPUBCPQWZZFNJ-UHFFFAOYSA-N,401.547,401.256608611,DB00810
DBSALT000301,Fentanyl citrate,MUN5LYG46H,990-73-8,IVLVTNPOHDFFCJ-UHFFFAOYSA-N,528.594,528.247166138,DB00813
DBSALT001226,Fentanyl hydrochloride,59H156XY46,1443-54-5,LHCBOXPPRUIAQT-UHFFFAOYSA-N,372.94,372.1968413,DB00813
DBSALT000295,Orciprenaline Sulfate,GJ20H50YF0,5874-97-5,MKFFGUZYVNDHIH-UHFFFAOYSA-N,520.594,520.209066072,DB00816
DBSALT000539,Acetazolamide sodium,429ZT169UH,1424-27-7,MRSXAJAOWWFZJJ-UHFFFAOYSA-M,244.227,243.970076101,DB00819
DBSALT000780,Fosfomycin calcium monohydrate,T330QG2NYS,26469-67-0,MSHCINMVQZDXTG-JSTPYPERSA-N,196.152,195.981351065,DB00828
DBSALT000454,Fosfomycin disodium,97MMO19FNO,26016-99-9,QZIQJIKUVJMTDG-UHFFFAOYSA-L,182.0227,181.97208451,DB00828
DBSALT000781,Fosfomycin tromethamine,7FXW6U30GY,78964-85-9,QZJIMDIBFFHQDW-LMLSDSMGSA-N,259.1941,259.082088447,DB00828
DBSALT002258,Diazepam hydrochloride,6JD21U639H,52468-36-7,BPYZIOINRAWEQL-UHFFFAOYSA-N,321.2,320.0483185,DB00829
DBSALT000705,Phenmetrazine hydrochloride,6U85YRT588,1707-14-8,VJNXVAVKCZJOFQ-UHFFFAOYSA-N,213.704,213.092041846,DB00830
DBSALT000569,Trifluoperazine hydrochloride,6P1Y2SNF5V,440-17-5,BXDAOUXDMHXPDI-UHFFFAOYSA-N,480.417,479.117658566,DB00831
DBSALT001804,Cefaclor monohydrate,69K7K19H4L,70356-03-5,WKJGTOYAEQDNIA-IOOZKYRYSA-N,385.82,385.0499195,DB00833
DBSALT000940,Brompheniramine maleate,IXA7C9ZN03,980-71-2,SRGKFVAASLQVBO-BTJKTKAUSA-N,435.318,434.08412,DB00835
DBSALT000709,Loperamide hydrochloride,77TI35393C,34552-83-5,PGYPOBZJRVSMDS-UHFFFAOYSA-N,513.498,512.199733756,DB00836
DBSALT001365,Clocortolone pivalate,QBL8IZH14X,34097-16-0,SXYZQZLHAIHKKY-GSTUPEFVSA-N,495.03,494.2235301,DB00838
DBSALT000711,Dobutamine hydrochloride,0WR771DJXV,49745-95-1,BQKADKWNRWCIJL-UHFFFAOYSA-N,337.841,337.144471346,DB00841
DBSALT002324,Dobutamine tartrate,5D1IB9AI6J,101626-66-8,WZIUXGZIVZDXIG-WUUYCOTASA-N,451.472,451.184231518,DB00841
DBSALT000938,Donepezil hydrochloride,3O2T2PJ89D,120011-70-3,XWAIAVWHZJNZQQ-UHFFFAOYSA-N,415.96,415.1914215,DB00843
DBSALT000125,Nalbuphine hydrochloride,ZU4275277R,23277-43-2,YZLZPSJXMWGIFH-BCXQGASESA-N,393.904,393.170686096,DB00844
DBSALT000032,Cysteamine bitartrate,QO84GZ3TST,27761-19-9,NSKJTUFFDRENDM-UHFFFAOYSA-N,227.236,227.046357843,DB00847
DBSALT000033,Cysteamine hydrochloride,IF1B771SVB,156-57-0,OGMADIBCHLQMIP-UHFFFAOYSA-N,113.61,113.006597658,DB00847
DBSALT000822,Levamisole hydrochloride,DL9055K809,16595-80-5,LAZPBGZRMVRFKY-HNCPQSOCSA-N,240.752,240.048796823,DB00848
DBSALT001628,Levamisole phosphate,FIG89N8AZY,32093-35-9,QEMMFDPTLWDHKP-HNCPQSOCSA-N,302.28,302.049015143,DB00848
DBSALT001626,Levamisole resinate,,,,,,DB00848
DBSALT000149,Pseudoephedrine hydrochloride,6V9V2RYJ8N,345-78-8,BALXUFOVQVENIU-KXNXZCPBSA-N,201.693,201.092041846,DB00852
DBSALT000150,Pseudoephedrine sulfate,Y9DL7QPE6B,7460-12-0,CAVQBDOACNULDN-NRCOEFLKSA-N,428.54,428.198107932,DB00852
DBSALT000935,Levorphanol tartrate,04WQU6T9QI,,UMZNDVASJKIQCB-QLFXFZCRSA-N,443.493,443.215531647,DB00854
DBSALT000934,Aminolevulinic acid hydrochloride,V35KBM8JGR,5451-09-2,ZLHFONARZHCSET-UHFFFAOYSA-N,167.59,167.0349209,DB00855
DBSALT000470,Terbinafine hydrochloride,012C11ZU6G,78628-80-5,BWMISRWJRUSYEX-SZKNIZGXSA-N,327.891,327.175377544,DB00857
DBSALT001741,Vardenafil hydrochloride,5M8S2CU0TS,330808-88-3,FBCDRHDULQYRTB-UHFFFAOYSA-N,579.11,578.2289465,DB00862
DBSALT001128,Ranitidine bismuth citrate,7AJ51I17KG,128345-62-0,XAUTYMZTJWXZHZ-UHFFFAOYSA-K,712.48,712.12519,DB00863
DBSALT000487,Ranitidine hydrochloride,BK76465IHM,66357-59-3,GGWBHVILAJZWKJ-UHFFFAOYSA-N,350.86,350.1179395,DB00863
DBSALT000167,Tacrolimus hydrate,WM0HAQ4WNM,109581-93-3,NWJQLQGQZSIBAF-MSLXHMNKSA-N,822.0334,821.492541363,DB00864
DBSALT000832,Benzphetamine hydrochloride,43DWT87QT7,5411-22-3,ANFSNXAXVLRZCG-UHFFFAOYSA-N,275.816,275.144077416,DB00865
DBSALT000932,Alprenolol hydrochloride,2502C2OIRK,13707-88-5,RRCPAXJDDNWJBI-UHFFFAOYSA-N,285.81,285.1495567,DB00866
DBSALT000489,Ritodrine hydrochloride,ESJ56Q60GC,23239-51-2,IDLSITKDRVDKRV-UHFFFAOYSA-N,323.814,323.128821282,DB00867
DBSALT000931,Dorzolamide hydrochloride,QZO5366EW7,130693-82-2,OSRUSFPMRGDLAG-QMGYSKNISA-N,360.89,360.0038983,DB00869
DBSALT000297,Terbutaline sulfate,576PU70Y8E,23031-32-5,MUPQZWGSBCWCAV-UHFFFAOYSA-N,323.363,323.103872721,DB00871
DBSALT000793,Conivaptan hydrochloride,75L57R6X36,168626-94-6,BTYHAFSDANBVMJ-UHFFFAOYSA-N,535.035,534.182253835,DB00872
DBSALT000928,Flupentixol decanoate,3B2FE28C1W,30909-51-4,UIKWDDSLMBHIFT-UHFFFAOYSA-N,588.77,588.299734296,DB00875
DBSALT000929,Flupentixol dihydrochloride,96L0Z069N1,51529-01-2,IOVDQEIIMOZNNA-MHKBYHAFSA-N,507.44,506.1173246,DB00875
DBSALT000927,Eprosartan mesylate,8N2L1NX8S3,144143-96-4,DJSLTDBPKHORNY-XMMWENQYSA-N,520.62,520.133793598,DB00876
DBSALT001123,Chlorhexidine acetate,5908ZUF22Y,56-95-1,WDRFFJWBUDTUCA-UHFFFAOYSA-N,625.56,624.2454551,DB00878
DBSALT000023,Chlorhexidine gluconate,MOR84MUD8E,18472-51-0,YZIYKJHYYHPJIB-UUPCJSQJSA-N,897.76,896.3198019,DB00878
DBSALT001610,Chlorhexidine hydrochloride,E64XL9U38K,3697-42-5,WJLVQTJZDCGNJN-UHFFFAOYSA-N,578.37,576.1565519,DB00878
DBSALT000926,Chlorothiazide sodium,SN86FG7N2K,7085-44-1,CPIWHAFLBZQYLQ-UHFFFAOYSA-N,317.69,316.93077,DB00880
DBSALT000465,Quinapril Hydrochloride,33067B3N2M,82586-55-8,IBBLRJGOOANPTQ-JKVLGAQCSA-N,474.977,474.192149819,DB00881
DBSALT000490,Clomifene citrate,1B8447E7YI,50-41-9,PYTMYKVIJXPNBD-UHFFFAOYSA-N,598.09,597.2129448,DB00882
DBSALT000494,Risedronate sodium,OFG5EXG60L,115436-72-1,DRFDPXKCEWYIAW-UHFFFAOYSA-M,305.0941,304.983019378,DB00884
DBSALT001515,Risedronate sodium hemi-pentahydrate,HU2YAQ274O,329003-65-8,HYFDYHPNTXOPPO-UHFFFAOYSA-L,700.264,700.01886331,DB00884
DBSALT001516,Risedronate sodium monohydrate,F67L43UT5C,353228-19-0,KLQNARDFMJRXSF-UHFFFAOYSA-M,323.109,322.99358463,DB00884
DBSALT000925,Pemirolast potassium,497A17OUUE,100299-08-9,NMMVKSMGBDRONO-UHFFFAOYSA-N,266.305,266.03184036,DB00885
DBSALT000904,Mechlorethamine hydrochloride,L0MR697HHI,55-86-7,QZIQJVCYUQZDIR-UHFFFAOYSA-N,192.51,191.0035325,DB00888
DBSALT000485,Granisetron hydrochloride,318F6L70J8,107007-99-8,QYZRTBKYBJRGJB-WQTKJZBYSA-N,348.88,348.1716891,DB00889
DBSALT000226,Oxybuprocaine hydrochloride,0VE4U49K15,5987-82-6,PRGUDWLMFLCODA-UHFFFAOYSA-N,344.877,344.186670511,DB00892
DBSALT001450,Remifentanil hydrochloride,5V444H5WIC,132539-07-2,WFBMIPUMYUHANP-UHFFFAOYSA-N,412.91,412.1764997,DB00899
DBSALT002788,Bitolterol mesylate,4E53T3611U,30392-41-7,HODFCFXCOMKRCG-UHFFFAOYSA-N,557.66,557.208338265,DB00901
DBSALT000486,Methdilazine Hydrochloride,T0GSO02UEZ,1229-35-2,IEISBKIVLDXSMZ-UHFFFAOYSA-N,332.891,332.111397079,DB00902
DBSALT001225,Ethacrynate sodium,K41MYV7MPM,6500-81-8,CWCSCNSKBSCYCS-UHFFFAOYSA-M,325.12,323.9932085,DB00903
DBSALT000921,Ondansetron hydrochloride,2999F27MAD,99614-01-4,MKBLHFILKIKSQM-UHFFFAOYSA-N,329.83,329.12949,DB00904
DBSALT001248,Ondansetron hydrochloride dihydrate,NMH84OZK2B,103639-04-9,VRSLTNZJOUZKLX-UHFFFAOYSA-N,365.86,365.1506193,DB00904
DBSALT001255,Tiagabine hydrochloride,DQH6T6D8OY,145821-59-6,YUKARLAABCGMCN-PKLMIRHRSA-N,412.0,411.1093491,DB00906
DBSALT001521,Cocaine hydrochloride,XH8T8T6WZH,53-21-4,PIQVDUKEQYOJNR-VZXSFKIWSA-N,339.82,339.1237359,DB00907
DBSALT001251,Quinidine gluconate,R6875N380F,7054-25-3,XHKUDCCTVQUHJQ-LCYSNFERSA-N,520.579,520.242080747,DB00908
DBSALT002206,Quinidine hydrochloride,S4P5V5597B,1668-99-1,LBSFSRMTJJPTCW-VJAUXQICSA-N,360.88,360.1604558,DB00908
DBSALT001344,Quinidine polygalacturonate,H0C54E9D68,27555-34-6,,,,DB00908
DBSALT000363,Quinidine sulfate,J13S2394HE,6591-63-5,LOUPRKONTZGTKE-UYVJDWJCSA-N,324.4168,324.183778022,DB00908
DBSALT001408,Anileridine hydrochloride,915Q054DLC,126-12-5,ZYTHLJLPPSSDIP-UHFFFAOYSA-N,425.39,424.1684336,DB00913
DBSALT001390,Anileridine phosphate,3584484N8V,1976-75-6,FLQCEKVTYABVSH-UHFFFAOYSA-N,450.472,450.191973724,DB00913
DBSALT000273,Phenformin hydrochloride,91XC93EU03,834-28-6,YSUCWSWKRIOILX-UHFFFAOYSA-N,241.721,241.109423244,DB00914
DBSALT000203,Amantadine hydrochloride,M6Q1EO9TD0,665-66-7,WOLHOYHSEKDWQH-UHFFFAOYSA-N,187.71,187.112777288,DB00915
DBSALT000830,Amantadine sulfate,9921T5P019,31377-23-8,MYWTWSQFJLXGGQ-UHFFFAOYSA-N,400.58,400.239578821,DB00915
DBSALT000362,Metronidazole hydrochloride,76JC1633UF,69198-10-3,FPTPAIQTXYFGJC-UHFFFAOYSA-N,207.615,207.041068908,DB00916
DBSALT001204,Almotriptan malate,PJP312605E,181183-52-8,QHATUKWEVNMHRY-UHFFFAOYSA-N,469.55,469.188271524,DB00918
DBSALT001630,Spectinomycin dihydrochloride pentahydrate,,,,,,DB00919
DBSALT000380,Spectinomycin hydrochloride,HWT06H303Z,22189-32-8,BIPVCOUVVAMJMZ-MTTMTQIXSA-N,368.811,368.135028871,DB00919
DBSALT001637,Spectinomycin hydrochloride pentahydrate,,,,,,DB00919
DBSALT002282,Spectinomycin sulfate,BZ0H4TLF9X,23312-56-3,XGBFWQUQYQIFLB-MTTMTQIXSA-N,430.43,430.125730839,DB00919
DBSALT001629,Spectinomycin sulfate tetrahydrate,YS91P54918,64058-48-6,OBZDRKHRQYPQDZ-SACNDDTHSA-N,502.49,502.167989577,DB00919
DBSALT001856,Ketotifen fumarate,HBD503WORO,34580-14-8,YNQQEYBLVYAWNX-WLHGVMLRSA-N,425.5,425.129694019,DB00920
DBSALT000019,Buprenorphine hydrochloride,56W8MW3EN1,53152-21-9,UAIXRPCCYXNJMQ-RZIPZOSSSA-N,504.101,503.280236544,DB00921
DBSALT000479,Cyclobenzaprine hydrochloride,0VE05JYS2P,6202-23-9,VXEAYBOGHINOKW-UHFFFAOYSA-N,311.848,311.144077416,DB00924
DBSALT000480,Phenoxybenzamine Hydrochloride,X1IEG24OHL,63-92-3,VBCPVIWPDJVHAN-UHFFFAOYSA-N,340.287,339.115669777,DB00925
DBSALT000790,Colesevelam hydrochloride,P4SG24WI5Q,182815-44-7,VTAKZNRDSPNOAU-UHFFFAOYSA-M,618.249,616.438045907,DB00930
DBSALT001479,Metacycline hydrochloride,9GJ0N7ZAP0,3963-95-9,VZQARNDJLLWXGL-CCHMMTNSSA-N,478.88,478.1142934,DB00931
DBSALT001882,Tipranavir disodium,9BAN2XG1ZW,191150-83-1,ZBWMQTUSVWBMQE-KPHXKKTMSA-M,646.63,646.17011633,DB00932
DBSALT001396,Mesoridazine besylate,T4G2I958J2,32672-69-8,CRJHBCPQHRVYBS-UHFFFAOYSA-N,544.74,544.15242104,DB00933
DBSALT001073,Mesoridazine mesilate,,,,,,DB00933
DBSALT000482,Maprotiline Hydrochloride,7C8J54PVFI,10347-81-6,NZDMFGKECODQRY-UHFFFAOYSA-N,313.864,313.15972748,DB00934
DBSALT000821,Oxymetazoline hydrochloride,K89MJ0S5VY,2315-02-8,BEEDODBODQVSIM-UHFFFAOYSA-N,296.836,296.165541139,DB00935
DBSALT001950,Choline magnesium trisalicylate,,64425-90-7,FQCQGOZEWWPOKI-UHFFFAOYSA-K,539.814,539.164188051,DB00936
DBSALT002536,Potassium salicylate,K91YT16P5M,578-36-9,FRMWBRPWYBNAFB-UHFFFAOYSA-M,176.212,175.98757551,DB00936
DBSALT001552,Sodium salicylate,WIQ1H85SYP,54-21-7,ABBQHOQBGMUPJH-UHFFFAOYSA-M,160.1026,160.013638701,DB00936
DBSALT000484,Diethylpropion hydrochloride,19V2PL39NG,134-80-5,ICFXZZFWRWNZMA-UHFFFAOYSA-N,241.757,241.123341974,DB00937
DBSALT001372,Salmeterol xinafoate,6EW8Q962A5,94749-08-3,XTZNCVSCVHTPAI-UHFFFAOYSA-N,603.756,603.319602793,DB00938
DBSALT001241,Meclofenamate sodium,94NJ818U2W,67254-91-5,QHJLLDJTVQAFAN-UHFFFAOYSA-M,336.14,335.0091929,DB00939
DBSALT000228,Methantheline bromide,090519SAPF,53-46-3,PQMWYJDJHJQZDE-UHFFFAOYSA-M,420.34,419.10960635,DB00940
DBSALT000566,Hexafluronium bromide,B64NJG83K2,317-52-2,WDEFPRUEZRUYNW-UHFFFAOYSA-L,662.54,660.171474648,DB00941
DBSALT000820,Cycrimine hydrochloride,9RB4L4K895,126-02-3,WBCWFMFZMRFRLT-UHFFFAOYSA-N,323.901,323.201592294,DB00942
DBSALT000567,Demecarium bromide,61D5V4OKTP,56-94-0,YHKBUDZECQDYBR-UHFFFAOYSA-L,716.588,714.235531466,DB00944
DBSALT002350,Mezlocillin sodium,RX227TP94U,42057-22-7,GTGQRSIMEUWHPA-ZBJAFUORSA-M,561.56,561.09639938,DB00948
DBSALT001339,Mezlocillin sodium monohydrate,3CWW8B5904,80495-46-1,CZXDIDROKIDGNE-SYNJJEHYSA-M,579.57,579.10696407,DB00948
DBSALT001227,Fexofenadine hydrochloride,2S068B75ZU,153439-40-8,RRJFVPUCXDGFJB-UHFFFAOYSA-N,538.13,537.2645865,DB00950
DBSALT001246,Naratriptan hydrochloride,10X8X4P12Z,143388-64-1,AWEZYKMQFAUBTD-UHFFFAOYSA-N,371.92,371.143426,DB00952
DBSALT001798,Rizatriptan benzoate,WR978S7QHH,145202-66-0,JPRXYLQNJJVCMZ-UHFFFAOYSA-N,391.475,391.200825065,DB00953
DBSALT001164,Netilmicin sulfate,S741ZJS97U,56391-57-2,,,,DB00955
DBSALT001233,Hydrocodone bitartrate,NO70W886KK,34195-34-1,JMBRWJAVUIITGV-LNNMZZBZSA-N,988.987,988.389986329,DB00956
DBSALT002210,Hydrocodone hydrochloride,QKZ0920OV3,25968-91-6,GCJAEXSZUXBMFS-RNWHKREASA-N,335.83,335.1288213,DB00956
DBSALT001602,Hydrocodone polistirex,,,,,,DB00956
DBSALT001157,Methylprednisolone acetate,43502P7F0P,53-36-1,PLBHSZGDDKCEHR-LFYFAGGJSA-N,416.514,416.21988875,DB00959
DBSALT000478,Mepivacaine hydrochloride,4VFX2L7EM5,1722-62-9,RETIMRUQNCDCQB-UHFFFAOYSA-N,282.809,282.149891075,DB00961
DBSALT000356,Bromfenac sodium,8ECV571Y37,120638-55-3,PPOSVVJOVKVBPW-UHFFFAOYSA-L,766.339,763.995695148,DB00963
DBSALT000819,Apraclonidine hydrochloride,D2VW67N38H,73218-79-8,OTQYGBJVDRBCHC-UHFFFAOYSA-N,281.569,280.004929493,DB00964
DBSALT001139,Methyldopa hydrochloride,7PX435DN5A,2508-79-4,QSRVZCCJDKYRRF-YDALLXLXSA-N,275.73,275.0924358,DB00968
DBSALT000988,Methyldopa sesquihydrate,56LH93261Y,41372-08-1,YKFCISHFRZHKHY-NGQGLHOPSA-N,476.479,476.200609858,DB00968
DBSALT000247,Alosetron hydrochloride,2F5R1A46YW,122852-69-1,FNYQZOVOVDSGJH-UHFFFAOYSA-N,330.812,330.124738957,DB00969
DBSALT000013,Azelastine hydrochloride,0L591QR10I,79307-93-0,YEJAJYAHJQIWNU-UHFFFAOYSA-N,418.359,417.137467851,DB00972
DBSALT000795,Lomefloxacin hydrochloride,9VC7S3ZXXB,98079-52-8,KXEBLAPZMOQCKO-UHFFFAOYSA-N,387.809,387.116125638,DB00978
DBSALT000476,Cyclopentolate hydrochloride,736I6971TE,5870-29-1,RHKZVMUBMXGOLL-UHFFFAOYSA-N,327.846,327.16012141,DB00979
DBSALT001541,Physostigmine salicylate,2046ZRO9VU,57-64-7,HZOTZTANVBDFOF-PBCQUBLHSA-N,413.474,413.195070981,DB00981
DBSALT000243,Physostigmine Sulfate,G63V2J2N71,64-47-1,YYBNDIVPHIWTPK-KYJQVDHRSA-N,648.771,648.294133104,DB00981
DBSALT001371,Formoterol fumarate,W34SHF8J2K,183814-30-4,RATSWNOMCHFQGJ-AYJOUMQSSA-N,840.924,840.379302499,DB00983
DBSALT001183,Glycopyrronium bromide,V92SO9WP2I,51186-83-5,VPNYRYCIDCJBOM-UHFFFAOYSA-M,398.341,397.125257,DB00986
DBSALT002800,Glycopyrronium tosylate,1PVF6JLU7B,1624259-25-1,UOWOLENSDISMPG-UHFFFAOYSA-M,507.64,507.229073709,DB00986
DBSALT002381,Cytarabine hydrochloride,33K3DB6591,69-74-9,KCURWTAZOZXKSJ-JBMRGDGGSA-N,279.68,279.0621983,DB00987
DBSALT000508,Dopamine hydrochloride,7L3E358N9L,62-31-7,CTENFNNZBMHDDG-UHFFFAOYSA-N,189.639,189.05565634,DB00988
DBSALT001252,Rivastigmine tartrate,9IY2357JPE,129101-54-8,GWHQHAUAXRMMOT-MBANBULQSA-N,400.428,400.18456587,DB00989
DBSALT001452,Oxaprozin potassium,ML56O2Z92I,174064-08-5,QTAQWNSMRSLSCG-UHFFFAOYSA-M,331.412,331.0610748,DB00991
DBSALT001462,Methyl aminolevulinate hydrochloride,7S73606O1A,79416-27-6,UJYSYPVQHFNBML-UHFFFAOYSA-N,181.62,181.050571,DB00992
DBSALT000012,Azathioprine sodium,AM94R510MS,55774-33-9,WISNYKIQFMKSDQ-UHFFFAOYSA-N,299.244,299.020137836,DB00993
DBSALT001620,Neomycin palmitate,3I9J454G9F,55298-68-5,,,,DB00994
DBSALT000472,Neomycin sulfate,057Y626693,1405-10-3,,,,DB00994
DBSALT002287,Doxorubicin citrate,AJQ2ZNG2WL,111266-55-8,INEKNBHAPBIAFK-RUELKSSGSA-N,735.648,735.201063355,DB00997
DBSALT000060,Doxorubicin hydrochloride,82F2G7BL4E,25316-40-9,MWWSFMDVAYGXBV-RUELKSSGSA-N,579.98,579.1507385,DB00997
DBSALT001958,Frovatriptan succinate,D28J6W18HY,158930-17-7,CUETXFMONOSVJA-KLQYNRQASA-N,379.413,379.174335537,DB00998
DBSALT001957,Frovatriptan succinate anhydrous,36K05YF32G,158930-09-7,WHTHWNUUXINXHN-SBSPUUFOSA-N,361.398,361.163770853,DB00998
DBSALT000257,Salbutamol sulfate,021SEF3731,51022-70-9,BNPSSFBOAGDEEL-UHFFFAOYSA-N,576.7,576.271666328,DB01001
DBSALT000834,Levobupivacaine hydrochloride,J998RDZ51I,27262-48-2,SIEYLFHKZGLBNX-NTISSMGPSA-N,324.889,324.196841267,DB01002
DBSALT000985,Cromoglicate sodium,Q2WXR1I0PK,15826-37-6,VLARUOGDXDTHEH-UHFFFAOYSA-L,512.334,512.03314983,DB01003
DBSALT000309,Ganciclovir sodium,02L083W284,107910-75-8,JJICLMJFIKGAAU-UHFFFAOYSA-M,277.2124,277.078698572,DB01004
DBSALT002308,Tioconazole hydrochloride,T1QKM21KYB,61675-64-7,UKQXXGSDDSCAHA-UHFFFAOYSA-N,424.16,421.9580951,DB01007
DBSALT002292,Ketoprofen sodium,5R10M39KS7,57495-14-4,OAPDLBHLMVYMCW-UHFFFAOYSA-M,276.267,276.07623856,DB01009
DBSALT002779,Edrophonium bromide,KX008093VW,302-83-0,CAEPIUXAUPYIIJ-UHFFFAOYSA-N,246.148,245.041527,DB01010
DBSALT000475,Edrophonium chloride,QO611KSM5P,116-38-1,BXKDSDJJOVIHMX-UHFFFAOYSA-N,201.693,201.092041846,DB01010
DBSALT001463,Cinacalcet hydrochloride,1K860WSG25,364782-34-3,QANQWUQOEJZMLL-PKLMIRHRSA-N,393.88,393.1471119,DB01012
DBSALT000835,Balsalazide disodium,1XL6BJI034,150399-21-6,XDCNKOBSQURQOZ-MVIJUDHYSA-L,437.316,437.08110308,DB01014
DBSALT000721,Minocycline hydrochloride,0020414E5U,13614-98-7,GLMUAFMGXXHGLU-VQAITOIOSA-N,493.94,493.161578,DB01017
DBSALT000509,Guanfacine hydrochloride,PML56A160O,29110-48-3,DGFYECXYGUIODH-UHFFFAOYSA-N,282.554,280.988945078,DB01018
DBSALT000234,Bethanechol chloride,H4QBZ2LO84,590-63-6,XXRMYXBSBOVVBH-UHFFFAOYSA-N,196.675,196.097855505,DB01019
DBSALT001740,Mycophenolate sodium,WX877SQI1G,37415-62-6,DOZYTHNHLLSNIK-JOKMOOFLSA-M,342.323,342.10793261,DB01024
DBSALT002632,Irbesartan hydrochloride,3OGC31WUMZ,329055-23-4,ZUYFSRQJPNUOQU-UHFFFAOYSA-N,465.0,464.2091373,DB01029
DBSALT000322,Topotecan hydrochloride,956S425ZCY,119413-54-6,DGHHQBMTXTWTJV-BQAIUKQQSA-N,457.907,457.1404486,DB01030
DBSALT001026,Mercaptopurine monohydrate,E7WED276I5,6112-76-1,WFFQYWAAEWLHJC-UHFFFAOYSA-N,170.19,170.026232003,DB01033
DBSALT000724,Procainamide hydrochloride,SI4064O0LX,614-39-1,ABTXGJFUQRCPNH-UHFFFAOYSA-N,271.786,271.145140048,DB01035
DBSALT000467,Tolterodine tartrate,5T619TQR3R,124937-52-6,TWHNMSJGYKMTRB-KXYUELECSA-N,475.5745,475.257002543,DB01036
DBSALT000260,Selegiline hydrochloride,6W731X367Q,14611-52-0,IYETZZCWLLUHIJ-UTONKHPSSA-N,223.742,223.112777288,DB01037
DBSALT001419,Carphenazine maleate,0HX1Z0A2MC,2975-34-0,TVPJGGZLZLUPOB-SPIKMXEPSA-N,657.74,657.235615642,DB01038
DBSALT001019,Melphalan hydrochloride,1VXP4V453T,3223-07-2,OUUYBRCCFUEMLH-YDALLXLXSA-N,341.66,340.051211,DB01042
DBSALT000456,Memantine hydrochloride,JY0WD0UA60,41100-52-1,LDDHMLJTFXJGPI-UHFFFAOYSA-N,215.763,215.144077416,DB01043
DBSALT002718,Gatifloxacin hemihydrate,AN201CY09J,404858-36-2,ISCAXBHESPTGIQ-UHFFFAOYSA-N,768.816,768.329433411,DB01044
DBSALT001829,Gatifloxacin sesquihydrate,L4618BD7KJ,180200-66-2,RMJMZKDEVNTXHE-UHFFFAOYSA-N,804.846,804.35056278,DB01044
DBSALT001014,Rifampicin sodium,GPE7477YEK,38776-75-9,PPGHYTPFGILTSZ-LGIBZRBQSA-M,844.935,844.38706757,DB01045
DBSALT000871,Abacavir sulfate,J220T4J9Q2,188062-50-2,WMHSRBZIJNQHKT-FFKFEZPRSA-N,670.743,670.275797698,DB01048
DBSALT002285,Ibuprofen aluminum,D0YGZ1VO1B,61054-06-6,QAZIXAUMDFPQRW-UHFFFAOYSA-K,454.543,454.2299877,DB01050
DBSALT001397,Ibuprofen lysine,N01ORX9D6S,57469-77-9,IHHXIUAEPKVVII-ZSCHJXSPSA-N,352.475,352.236207518,DB01050
DBSALT002284,Ibuprofen potassium,48304089JJ,79261-49-7,XJELUCTZEAQYGF-UHFFFAOYSA-M,244.375,244.08656128,DB01050
DBSALT001483,Ibuprofen sodium,RM1CE97Z4N,527688-20-6,VTGPMVCGAVZLQI-UHFFFAOYSA-M,264.297,264.13375344,DB01050
DBSALT001020,Novobiocin sodium,Q9S9NQ5YIY,1476-53-5,WWPRGAYLRGSOSU-RNROJPEYSA-M,634.614,634.21385424,DB01051
DBSALT002391,Benethamine penicillin,O3S7RWT8R5,751-84-8,JAQPGQYDZJZOIN-LQDWTQKMSA-N,545.7,545.234827793,DB01053
DBSALT002769,Benzathine benzylpenicillin,SSZ1S4I0US,1538-09-6,BVGLIYRKPOITBQ-ANPZCEIESA-N,909.13,908.360105135,DB01053
DBSALT002768,Benzylpenicillin benzathine hydrate,RIT82F58GK,41372-02-5,WIDKTXGNSOORHA-CJHXQPGBSA-N,981.19,980.402363873,DB01053
DBSALT002767,Benzylpenicillin calcium,Z1GL5S1Z1Z,973-53-5,PEWXRXAGXPYMIB-ANPZCEIESA-L,706.84,706.1443973,DB01053
DBSALT002390,Benzylpenicillin potassium,VL775ZTH4C,113-98-4,IYNDLOXRXUOGIU-LQDWTQKMSA-M,372.48,372.0546097,DB01053
DBSALT000726,Benzylpenicillin sodium,YS5LY7JF4N,69-57-8,FCPVYOBCFFNJFS-LQDWTQKMSA-M,356.37,356.08067249,DB01053
DBSALT001138,Tocainide hydrochloride,2K7I38CKN5,71395-14-7,AMZACPWEJDQXGW-UHFFFAOYSA-N,228.72,228.1029409,DB01056
DBSALT001098,Echothiophate iodide,BA9QH3P00T,513-10-0,OVXQHPWHMXOFRD-UHFFFAOYSA-M,383.23,383.0181,DB01057
