category,description,parent_key
process,feeding behavior,BE0009879
process,female genitalia development,BE0009879
process,head development,BE0009879
process,head morphogenesis,BE0009879
process,heart development,BE0009879
process,kidney development,BE0009879
process,learning,BE0009879
process,lung alveolus development,BE0009879
process,lung development,BE0009879
process,lung vasculature development,BE0009879
process,neuromuscular process,BE0009879
process,nose morphogenesis,BE0009879
process,paramesonephric duct development,BE0009879
process,positive regulation of behavior,BE0009879
process,pulmonary artery morphogenesis,BE0009879
process,pulmonary valve morphogenesis,BE0009879
process,retinoid metabolic process,BE0009879
process,retinol transport,BE0009879
process,smooth muscle tissue development,BE0009879
process,uterus morphogenesis,BE0009879
process,ventricular septum development,BE0009879
process,vitamin A import,BE0009879
process,vocal learning,BE0009879
component,caveola,BE0000189
component,cell surface,BE0000189
component,endocytic vesicle membrane,BE0000189
component,extracellular exosome,BE0000189
component,integral component of membrane,BE0000189
component,intracellular membrane-bounded organelle,BE0000189
component,lysosomal membrane,BE0000189
component,plasma membrane,BE0000189
function,1-phosphatidylinositol binding,BE0000189
function,apolipoprotein A-I binding,BE0000189
function,apolipoprotein binding,BE0000189
function,high-density lipoprotein particle receptor activity,BE0000189
function,lipopolysaccharide binding,BE0000189
function,lipopolysaccharide receptor activity,BE0000189
function,low-density lipoprotein particle binding,BE0000189
function,phosphatidylserine binding,BE0000189
function,transporter activity,BE0000189
function,virus receptor activity,BE0000189
process,adhesion of symbiont to host,BE0000189
process,cell adhesion,BE0000189
process,cholesterol efflux,BE0000189
process,cholesterol homeostasis,BE0000189
process,cholesterol import,BE0000189
process,detection of lipopolysaccharide,BE0000189
process,high-density lipoprotein particle clearance,BE0000189
process,high-density lipoprotein particle remodeling,BE0000189
process,lipopolysaccharide transport,BE0000189
process,lipopolysaccharide-mediated signaling pathway,BE0000189
process,lipoprotein metabolic process,BE0000189
process,low-density lipoprotein particle clearance,BE0000189
process,phospholipid transport,BE0000189
process,positive regulation of cholesterol storage,BE0000189
process,positive regulation of endothelial cell migration,BE0000189
process,positive regulation of nitric-oxide synthase activity,BE0000189
process,positive regulation of triglyceride biosynthetic process,BE0000189
process,receptor-mediated endocytosis,BE0000189
process,recognition of apoptotic cell,BE0000189
process,regulation of phagocytosis,BE0000189
process,regulation of phosphatidylcholine catabolic process,BE0000189
process,reverse cholesterol transport,BE0000189
process,small molecule metabolic process,BE0000189
process,triglyceride homeostasis,BE0000189
process,vitamin transmembrane transport,BE0000189
process,wound healing,BE0000189
component,endocytic vesicle,BE0000119
component,external side of plasma membrane,BE0000119
component,Golgi apparatus,BE0000119
component,integral component of plasma membrane,BE0000119
component,membrane raft,BE0000119
component,perinuclear region of cytoplasm,BE0000119
component,phagocytic vesicle,BE0000119
component,plasma membrane,BE0000119
function,anion transmembrane transporter activity,BE0000119
function,apolipoprotein A-I binding,BE0000119
function,apolipoprotein A-I receptor activity,BE0000119
function,apolipoprotein binding,BE0000119
function,ATP binding,BE0000119
function,"ATPase activity, coupled to transmembrane movement of substances",BE0000119
function,ATPase binding,BE0000119
function,cholesterol binding,BE0000119
function,cholesterol transporter activity,BE0000119
function,phospholipid binding,BE0000119
function,phospholipid transporter activity,BE0000119
function,receptor binding,BE0000119
function,small GTPase binding,BE0000119
function,syntaxin binding,BE0000119
process,apolipoprotein A-I-mediated signaling pathway,BE0000119
process,cellular lipid metabolic process,BE0000119
process,cellular response to lipopolysaccharide,BE0000119
process,cellular response to retinoic acid,BE0000119
process,cholesterol efflux,BE0000119
process,cholesterol homeostasis,BE0000119
process,cholesterol metabolic process,BE0000119
process,endosomal transport,BE0000119
process,G-protein coupled receptor signaling pathway,BE0000119
process,high-density lipoprotein particle assembly,BE0000119
process,interleukin-1 beta secretion,BE0000119
process,intracellular cholesterol transport,BE0000119
process,lipoprotein metabolic process,BE0000119
process,lysosome organization,BE0000119
process,negative regulation of cholesterol storage,BE0000119
process,negative regulation of macrophage derived foam cell differentiation,BE0000119
process,peptide secretion,BE0000119
process,"phagocytosis, engulfment",BE0000119
process,phospholipid efflux,BE0000119
process,phospholipid homeostasis,BE0000119
process,phospholipid translocation,BE0000119
process,platelet dense granule organization,BE0000119
process,positive regulation of cAMP biosynthetic process,BE0000119
process,positive regulation of cholesterol efflux,BE0000119
process,protein lipidation,BE0000119
process,regulation of Cdc42 protein signal transduction,BE0000119
process,response to laminar fluid shear stress,BE0000119
process,response to low-density lipoprotein particle,BE0000119
process,reverse cholesterol transport,BE0000119
process,small molecule metabolic process,BE0000119
process,transmembrane transport,BE0000119
component,apical plasma membrane,BE0000802
component,brush border membrane,BE0000802
component,cytoplasmic vesicle membrane,BE0000802
component,integral component of membrane,BE0000802
component,plasma membrane,BE0000802
function,drug binding,BE0000802
function,hedgehog receptor activity,BE0000802
function,myosin V binding,BE0000802
function,Rab GTPase binding,BE0000802
process,cholesterol biosynthetic process,BE0000802
process,cholesterol homeostasis,BE0000802
process,cholesterol transport,BE0000802
process,intestinal cholesterol absorption,BE0000802
process,lipoprotein metabolic process,BE0000802
process,response to drug,BE0000802
process,small molecule metabolic process,BE0000802
process,sterol transport,BE0000802
component,endoplasmic reticulum membrane,BE0001168
component,endosome,BE0001168
component,external side of plasma membrane,BE0001168
component,Golgi apparatus,BE0001168
component,Golgi membrane,BE0001168
component,integral component of membrane,BE0001168
component,integral component of plasma membrane,BE0001168
component,intracellular membrane-bounded organelle,BE0001168
component,mitochondrion,BE0001168
component,nucleoplasm,BE0001168
component,plasma membrane,BE0001168
component,recycling endosome,BE0001168
function,ADP binding,BE0001168
function,ATP binding,BE0001168
function,cholesterol binding,BE0001168
function,cholesterol transporter activity,BE0001168
function,glycoprotein transporter activity,BE0001168
function,phospholipid binding,BE0001168
function,phospholipid transporter activity,BE0001168
function,protein dimerization activity,BE0001168
function,protein heterodimerization activity,BE0001168
function,protein homodimerization activity,BE0001168
function,sterol-transporting ATPase activity,BE0001168
function,toxin transporter activity,BE0001168
process,amyloid precursor protein catabolic process,BE0001168
process,cholesterol efflux,BE0001168
process,cholesterol homeostasis,BE0001168
process,cholesterol metabolic process,BE0001168
process,detection of hormone stimulus,BE0001168
process,glycoprotein transport,BE0001168
process,high-density lipoprotein particle remodeling,BE0001168
process,intracellular cholesterol transport,BE0001168
process,lipoprotein metabolic process,BE0001168
process,low-density lipoprotein particle remodeling,BE0001168
process,negative regulation of cholesterol storage,BE0001168
process,negative regulation of macrophage derived foam cell differentiation,BE0001168
process,phospholipid efflux,BE0001168
process,phospholipid homeostasis,BE0001168
process,positive regulation of cholesterol biosynthetic process,BE0001168
process,positive regulation of cholesterol efflux,BE0001168
process,regulation of cholesterol esterification,BE0001168
process,"regulation of transcription, DNA-templated",BE0001168
process,response to high density lipoprotein particle,BE0001168
process,response to lipid,BE0001168
process,response to organic substance,BE0001168
process,reverse cholesterol transport,BE0001168
process,small molecule metabolic process,BE0001168
process,toxin transport,BE0001168
process,transmembrane transport,BE0001168
component,anchored component of membrane,BE0003546
component,extracellular exosome,BE0003546
component,extracellular space,BE0003546
component,integral component of membrane,BE0003546
component,membrane,BE0003546
component,plasma membrane,BE0003546
component,proteinaceous extracellular matrix,BE0003546
function,alkaline phosphatase activity,BE0003546
function,metal ion binding,BE0003546
function,pyrophosphatase activity,BE0003546
process,cellular response to organic cyclic compound,BE0003546
process,cementum mineralization,BE0003546
process,developmental process involved in reproduction,BE0003546
process,endochondral ossification,BE0003546
process,osteoblast differentiation,BE0003546
process,response to antibiotic,BE0003546
process,response to glucocorticoid,BE0003546
process,response to lipopolysaccharide,BE0003546
process,response to vitamin D,BE0003546
process,skeletal system development,BE0003546
component,apical plasma membrane,BE0000879
component,external side of plasma membrane,BE0000879
component,extracellular exosome,BE0000879
component,integral component of plasma membrane,BE0000879
component,plasma membrane,BE0000879
function,inorganic anion exchanger activity,BE0000879
function,organic anion transmembrane transporter activity,BE0000879
function,sodium-independent organic anion transmembrane transporter activity,BE0000879
process,anion transmembrane transport,BE0000879
process,organic anion transport,BE0000879
process,sodium-independent organic anion transport,BE0000879
process,transmembrane transport,BE0000879
process,urate metabolic process,BE0000879
component,integral component of plasma membrane,BE0001042
component,plasma membrane,BE0001042
function,bile acid transmembrane transporter activity,BE0001042
function,organic anion transmembrane transporter activity,BE0001042
function,sodium-independent organic anion transmembrane transporter activity,BE0001042
process,anion transmembrane transport,BE0001042
process,bile acid and bile salt transport,BE0001042
process,sodium-independent organic anion transport,BE0001042
process,transmembrane transport,BE0001042
component,integral component of plasma membrane,BE0003642
component,plasma membrane,BE0003642
function,bile acid transmembrane transporter activity,BE0003642
function,organic anion transmembrane transporter activity,BE0003642
function,sodium-independent organic anion transmembrane transporter activity,BE0003642
process,anion transmembrane transport,BE0003642
process,bile acid and bile salt transport,BE0003642
process,bile acid metabolic process,BE0003642
process,mitophagy in response to mitochondrial depolarization,BE0003642
process,organic anion transport,BE0003642
process,small molecule metabolic process,BE0003642
process,sodium-independent organic anion transport,BE0003642
process,transmembrane transport,BE0003642
component,basolateral plasma membrane,BE0003646
component,integral component of plasma membrane,BE0003646
component,membrane,BE0003646
component,plasma membrane,BE0003646
function,sodium-independent organic anion transmembrane transporter activity,BE0003646
process,anion transmembrane transport,BE0003646
process,organic anion transport,BE0003646
process,transmembrane transport,BE0003646
component,brush border,BE0001018
component,integral component of plasma membrane,BE0001018
component,membrane,BE0001018
component,plasma membrane,BE0001018
function,peptide,BE0001018
function,proton-dependent oligopeptide secondary active transmembrane transporter activity,BE0001018
process,digestion,BE0001018
process,ion transport,BE0001018
process,protein transport,BE0001018
process,proton transport,BE0001018
process,transmembrane transport,BE0001018
process,transport,BE0001018
component,extracellular exosome,BE0001134
component,integral component of plasma membrane,BE0001134
component,plasma membrane,BE0001134
function,antibiotic transporter activity,BE0001134
function,dipeptide transporter activity,BE0001134
function,high-affinity oligopeptide transporter activity,BE0001134
function,peptide,BE0001134
process,drug transport,BE0001134
process,ion transport,BE0001134
process,protein transport,BE0001134
process,proton transport,BE0001134
process,transmembrane transport,BE0001134
process,transport,BE0001134
component,integral component of membrane,BE0003657
component,membrane-bounded vesicle,BE0003657
component,plasma membrane,BE0003657
function,drug transmembrane transporter activity,BE0003657
function,monovalent cation,BE0003657
process,drug transmembrane transport,BE0003657
process,organic cation transport,BE0003657
process,transmembrane transport,BE0003657
component,integral component of membrane,BE0004752
component,plasma membrane,BE0004752
function,antiporter activity,BE0004752
function,drug transmembrane transporter activity,BE0004752
process,drug transmembrane transport,BE0004752
process,transmembrane transport,BE0004752
component,apical plasma membrane,BE0001054
component,extracellular exosome,BE0001054
component,integral component of plasma membrane,BE0001054
component,membrane,BE0001054
component,plasma membrane,BE0001054
function,cysteine transmembrane transporter activity,BE0001054
function,glutamate,BE0001054
function,glutamate binding,BE0001054
function,L-glutamate transmembrane transporter activity,BE0001054
function,sodium,BE0001054
process,cysteine transmembrane transport,BE0001054
process,cysteine transport,BE0001054
process,D-aspartate import,BE0001054
process,glutamate secretion,BE0001054
process,ion transport,BE0001054
process,L-glutamate import,BE0001054
process,L-glutamate transmembrane transport,BE0001054
process,neurotransmitter secretion,BE0001054
process,positive regulation of heart rate,BE0001054
process,protein homooligomerization,BE0001054
process,synaptic transmission,BE0001054
process,transmembrane transport,BE0001054
component,endoplasmic reticulum membrane,BE0003672
component,integral component of plasma membrane,BE0003672
component,plasma membrane,BE0003672
function,purine-specific nucleoside,BE0003672
function,pyrimidine- and adenine-specific,BE0003672
process,purine nucleobase transport,BE0003672
process,purine nucleoside transmembrane transport,BE0003672
process,pyrimidine nucleobase transport,BE0003672
process,pyrimidine nucleoside transport,BE0003672
process,pyrimidine-containing compound transmembrane transport,BE0003672
process,retina homeostasis,BE0003672
process,sodium ion transmembrane transport,BE0003672
process,transmembrane transport,BE0003672
component,integral component of plasma membrane,BE0003660
component,plasma membrane,BE0003660
function,bile acid transmembrane transporter activity,BE0003660
function,sodium-independent organic anion transmembrane transporter activity,BE0003660
function,thyroid hormone transmembrane transporter activity,BE0003660
process,anion transmembrane transport,BE0003660
process,bile acid and bile salt transport,BE0003660
process,bile acid metabolic process,BE0003660
process,sodium-independent organic anion transport,BE0003660
process,transmembrane transport,BE0003660
component,integral component of plasma membrane,BE0002369
component,plasma membrane,BE0002369
function,ATP binding,BE0002369
function,"ATPase activity, coupled to transmembrane movement of substances",BE0002369
function,efflux transmembrane transporter activity,BE0002369
process,"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-dependent",BE0002369
process,"antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway, TAP-dependent",BE0002369
process,"antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent",BE0002369
process,cell differentiation,BE0002369
process,compound eye corneal lens development,BE0002369
process,positive regulation of antigen processing and presentation of peptide antigen via MHC class I,BE0002369
process,regulation of membrane potential,BE0002369
process,transmembrane transport,BE0002369
component,extracellular exosome,BE0004704
component,integral component of membrane,BE0004704
component,plasma membrane,BE0004704
component,vacuolar membrane,BE0004704
function,glycine transmembrane transporter activity,BE0004704
function,hydrogen,BE0004704
function,hydrogen ion transmembrane transporter activity,BE0004704
function,L-alanine transmembrane transporter activity,BE0004704
function,L-proline transmembrane transporter activity,BE0004704
process,amino acid transport,BE0004704
process,glycine transport,BE0004704
process,hydrogen ion transmembrane transport,BE0004704
process,ion transport,BE0004704
process,L-alanine transport,BE0004704
process,proline transmembrane transport,BE0004704
process,proton transport,BE0004704
process,transmembrane transport,BE0004704
component,apical plasma membrane,BE0004907
component,cytoplasm,BE0004907
component,cytosol,BE0004907
component,intracellular,BE0004907
component,nucleotide-activated protein kinase complex,BE0004907
component,nucleus,BE0004907
function,[acetyl-CoA carboxylase] kinase activity,BE0004907
function,[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity,BE0004907
function,AMP-activated protein kinase activity,BE0004907
function,ATP binding,BE0004907
function,cAMP-dependent protein kinase activity,BE0004907
function,chromatin binding,BE0004907
function,histone serine kinase activity,BE0004907
function,metal ion binding,BE0004907
function,protein kinase activity,BE0004907
function,tau-protein kinase activity,BE0004907
process,activation of MAPK activity,BE0004907
process,cell cycle arrest,BE0004907
process,cellular response to ethanol,BE0004907
process,cellular response to glucose starvation,BE0004907
process,cellular response to hydrogen peroxide,BE0004907
process,cellular response to hypoxia,BE0004907
process,cellular response to nutrient levels,BE0004907
process,cellular response to prostaglandin E stimulus,BE0004907
process,cholesterol biosynthetic process,BE0004907
process,cold acclimation,BE0004907
process,fatty acid biosynthetic process,BE0004907
process,fatty acid homeostasis,BE0004907
process,fatty acid oxidation,BE0004907
process,gene expression,BE0004907
process,glucose homeostasis,BE0004907
process,glucose metabolic process,BE0004907
process,histone-serine phosphorylation,BE0004907
process,insulin receptor signaling pathway,BE0004907
process,intracellular signal transduction,BE0004907
process,lipid biosynthetic process,BE0004907
process,macroautophagy,BE0004907
process,negative regulation of apoptotic process,BE0004907
process,negative regulation of glucose import in response to insulin stimulus,BE0004907
process,negative regulation of glucosylceramide biosynthetic process,BE0004907
process,negative regulation of lipid catabolic process,BE0004907
process,negative regulation of TOR signaling,BE0004907
process,positive regulation of autophagy,BE0004907
process,positive regulation of cell proliferation,BE0004907
process,positive regulation of cholesterol biosynthetic process,BE0004907
process,positive regulation of gene expression,BE0004907
process,positive regulation of glycolytic process,BE0004907
process,positive regulation of skeletal muscle tissue development,BE0004907
process,protein heterooligomerization,BE0004907
process,protein phosphorylation,BE0004907
process,regulation of circadian rhythm,BE0004907
process,regulation of energy homeostasis,BE0004907
process,regulation of peptidyl-serine phosphorylation,BE0004907
process,"regulation of transcription, DNA-templated",BE0004907
process,regulation of vesicle-mediated transport,BE0004907
process,response to activity,BE0004907
process,response to caffeine,BE0004907
process,response to camptothecin,BE0004907
process,response to gamma radiation,BE0004907
process,response to hypoxia,BE0004907
process,response to UV,BE0004907
process,rhythmic process,BE0004907
process,signal transduction,BE0004907
process,transcription initiation from RNA polymerase II promoter,BE0004907
process,Wnt signaling pathway,BE0004907
component,basolateral plasma membrane,BE0003653
component,extracellular exosome,BE0003653
component,integral component of plasma membrane,BE0003653
component,plasma membrane,BE0003653
function,sodium-independent organic anion transmembrane transporter activity,BE0003653
process,anion transmembrane transport,BE0003653
process,cell differentiation,BE0003653
process,multicellular organismal development,BE0003653
process,sodium-independent organic anion transport,BE0003653
process,spermatogenesis,BE0003653
process,transmembrane transport,BE0003653
component,integral component of plasma membrane,BE0003656
component,plasma membrane,BE0003656
function,sodium-independent organic anion transmembrane transporter activity,BE0003656
function,thyroid hormone transmembrane transporter activity,BE0003656
process,anion transmembrane transport,BE0003656
process,sodium-independent organic anion transport,BE0003656
process,thyroid hormone metabolic process,BE0003656
process,thyroid hormone transport,BE0003656
process,transmembrane transport,BE0003656
component,integral component of plasma membrane,BE0003652
function,inorganic anion exchanger activity,BE0003652
function,sodium-independent organic anion transmembrane transporter activity,BE0003652
process,anion transmembrane transport,BE0003652
process,sodium-independent organic anion transport,BE0003652
component,endoplasmic reticulum membrane,BE0003667
component,integral component of membrane,BE0003667
component,plasma membrane,BE0003667
component,protein complex,BE0003667
function,protein heterodimerization activity,BE0003667
function,protein homodimerization activity,BE0003667
function,transporter activity,BE0003667
process,bile acid and bile salt transport,BE0003667
process,transport,BE0003667
component,integral component of membrane,BE0003668
component,plasma membrane,BE0003668
component,protein complex,BE0003668
function,protein heterodimerization activity,BE0003668
function,transporter activity,BE0003668
process,bile acid and bile salt transport,BE0003668
process,positive regulation of protein exit from endoplasmic reticulum,BE0003668
process,positive regulation of protein glycosylation,BE0003668
process,positive regulation of protein targeting to membrane,BE0003668
process,regulation of protein stability,BE0003668
component,integral component of plasma membrane,BE0003661
component,plasma membrane,BE0003661
function,sodium-independent organic anion transmembrane transporter activity,BE0003661
process,anion transmembrane transport,BE0003661
process,prostaglandin transport,BE0003661
process,sodium-independent organic anion transport,BE0003661
process,transmembrane transport,BE0003661
component,apical plasma membrane,BE0003640
component,basolateral plasma membrane,BE0003640
component,endoplasmic reticulum membrane,BE0003640
component,integral component of membrane,BE0003640
component,lateral plasma membrane,BE0003640
component,nucleus,BE0003640
component,plasma membrane,BE0003640
function,ATP binding,BE0003640
function,"ATPase activity, coupled to transmembrane movement of substances",BE0003640
function,transporter activity,BE0003640
process,response to drug,BE0003640
process,transmembrane transport,BE0003640
process,transport,BE0003640
process,visual perception,BE0003640
component,apical plasma membrane,BE0004775
component,integral component of membrane,BE0004775
component,plasma membrane,BE0004775
function,monoamine transmembrane transporter activity,BE0004775
function,nucleoside transmembrane transporter activity,BE0004775
process,transmembrane transport,BE0004775
component,axon,BE0000249
component,cell surface,BE0000249
component,integral component of membrane,BE0000249
component,integral component of plasma membrane,BE0000249
component,membrane,BE0000249
component,neuron projection,BE0000249
component,plasma membrane,BE0000249
function,gamma-aminobutyric acid,BE0000249
function,neurotransmitter,BE0000249
process,gamma-aminobutyric acid import,BE0000249
process,gamma-aminobutyric acid transport,BE0000249
process,learning,BE0000249
process,mitophagy in response to mitochondrial depolarization,BE0000249
process,"negative regulation of synaptic transmission, GABAergic",BE0000249
process,neurotransmitter secretion,BE0000249
process,neurotransmitter transport,BE0000249
process,positive regulation of gamma-aminobutyric acid secretion,BE0000249
process,protein homooligomerization,BE0000249
process,response to calcium ion,BE0000249
process,response to cocaine,BE0000249
process,response to estradiol,BE0000249
process,response to lead ion,BE0000249
process,response to purine-containing compound,BE0000249
process,response to sucrose,BE0000249
process,response to toxic substance,BE0000249
process,synaptic transmission,BE0000249
process,transmembrane transport,BE0000249
process,transport,BE0000249
component,cytoplasm,BE0004733
component,integral component of membrane,BE0004733
component,integral component of plasma membrane,BE0004733
component,neuron projection,BE0004733
component,plasma membrane,BE0004733
function,gamma-aminobutyric acid,BE0004733
function,neurotransmitter,BE0004733
function,neurotransmitter binding,BE0004733
process,brain development,BE0004733
process,gamma-aminobutyric acid transport,BE0004733
process,neurotransmitter secretion,BE0004733
process,neurotransmitter transport,BE0004733
process,response to drug,BE0004733
process,synaptic transmission,BE0004733
process,transmembrane transport,BE0004733
component,integral component of plasma membrane,BE0000486
component,membrane,BE0000486
component,neuron projection,BE0000486
component,plasma membrane,BE0000486
function,monoamine transmembrane transporter activity,BE0000486
function,norepinephrine,BE0000486
process,monoamine transport,BE0000486
process,norepinephrine transport,BE0000486
process,response to pain,BE0000486
process,synaptic transmission,BE0000486
process,transmembrane transport,BE0000486
process,transport,BE0000486
component,cytoplasm,BE0003665
component,cytosol,BE0003665
component,nucleoplasm,BE0003665
component,nucleus,BE0003665
component,transcription factor complex,BE0003665
function,DNA binding,BE0003665
function,miRNA binding,BE0003665
function,poly(A) RNA binding,BE0003665
function,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",BE0003665
function,sequence-specific DNA binding,BE0003665
function,"transcription factor activity, sequence-specific DNA binding",BE0003665
function,transcription factor binding,BE0003665
function,transcription regulatory region DNA binding,BE0003665
function,transcription regulatory region sequence-specific DNA binding,BE0003665
function,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",BE0003665
function,ubiquitin protein ligase binding,BE0003665
process,anatomical structure morphogenesis,BE0003665
process,blastocyst development,BE0003665
process,BMP signaling pathway involved in heart induction,BE0003665
process,cardiac cell fate determination,BE0003665
process,cell fate commitment involved in formation of primary germ layer,BE0003665
process,endodermal cell fate specification,BE0003665
process,mRNA transcription from RNA polymerase II promoter,BE0003665
process,negative regulation of gene silencing by miRNA,BE0003665
process,negative regulation of transcription from RNA polymerase II promoter,BE0003665
process,positive regulation of catenin import into nucleus,BE0003665
process,positive regulation of SMAD protein import into nucleus,BE0003665
process,positive regulation of transcription from RNA polymerase II promoter,BE0003665
process,regulation of asymmetric cell division,BE0003665
process,regulation of gene expression,BE0003665
process,regulation of heart induction by regulation of canonical Wnt signaling pathway,BE0003665
process,regulation of methylation-dependent chromatin silencing,BE0003665
process,"regulation of transcription, DNA-templated",BE0003665
process,response to wounding,BE0003665
process,somatic stem cell population maintenance,BE0003665
process,transcription from RNA polymerase II promoter,BE0003665
component,cytosol,BE0000749
component,endomembrane system,BE0000749
component,endosome membrane,BE0000749
component,integral component of plasma membrane,BE0000749
component,membrane raft,BE0000749
component,neuron projection,BE0000749
component,plasma membrane,BE0000749
function,actin filament binding,BE0000749
function,cocaine binding,BE0000749
function,monoamine transmembrane transporter activity,BE0000749
function,Rab GTPase binding,BE0000749
function,serotonin,BE0000749
function,serotonin transmembrane transporter activity,BE0000749
process,brain morphogenesis,BE0000749
process,cellular response to cGMP,BE0000749
process,cellular response to retinoic acid,BE0000749
process,circadian rhythm,BE0000749
process,memory,BE0000749
process,monoamine transport,BE0000749
process,negative regulation of cerebellar granule cell precursor proliferation,BE0000749
process,negative regulation of neuron differentiation,BE0000749
process,negative regulation of organ growth,BE0000749
process,"negative regulation of synaptic transmission, dopaminergic",BE0000749
process,positive regulation of cell cycle,BE0000749
process,positive regulation of gene expression,BE0000749
process,protein homooligomerization,BE0000749
process,protein oligomerization,BE0000749
process,response to drug,BE0000749
process,response to estradiol,BE0000749
process,response to hypoxia,BE0000749
process,response to nutrient,BE0000749
process,response to toxic substance,BE0000749
process,serotonin transport,BE0000749
process,serotonin uptake,BE0000749
process,social behavior,BE0000749
process,sperm ejaculation,BE0000749
process,synaptic transmission,BE0000749
process,thalamus development,BE0000749
process,vasoconstriction,BE0000749
component,cytosol,BE0004770
component,membrane,BE0004770
function,ATPase activity,BE0004770
function,"ATPase activity, coupled to movement of substances",BE0004770
function,GTPase activator activity,BE0004770
function,Rac GTPase binding,BE0004770
function,Ral GTPase binding,BE0004770
function,transmembrane transporter activity,BE0004770
process,chemotaxis,BE0004770
process,endocytosis,BE0004770
process,positive regulation of GTPase activity,BE0004770
process,regulation of GTPase activity,BE0004770
process,regulation of small GTPase mediated signal transduction,BE0004770
process,signal transduction,BE0004770
process,small GTPase mediated signal transduction,BE0004770
process,transmembrane transport,BE0004770
process,transport,BE0004770
component,integral component of plasma membrane,BE0004705
component,membrane,BE0004705
component,plasma membrane,BE0004705
function,nucleoside transmembrane transporter activity,BE0004705
function,pyrimidine- and adenine-specific,BE0004705
process,nucleobase-containing compound metabolic process,BE0004705
process,nucleoside transmembrane transport,BE0004705
process,nucleoside transport,BE0004705
process,purine nucleobase transport,BE0004705
process,pyrimidine nucleobase transport,BE0004705
process,pyrimidine-containing compound transmembrane transport,BE0004705
process,transmembrane transport,BE0004705
component,apical plasma membrane,BE0001204
component,basolateral plasma membrane,BE0001204
component,integral component of plasma membrane,BE0001204
component,membrane,BE0001204
component,plasma membrane,BE0001204
function,nucleoside transmembrane transporter activity,BE0001204
process,cellular response to glucose stimulus,BE0001204
process,cellular response to hypoxia,BE0001204
process,excitatory postsynaptic potential,BE0001204
process,lactation,BE0001204
process,nucleobase-containing compound metabolic process,BE0001204
process,nucleoside transmembrane transport,BE0001204
process,nucleoside transport,BE0001204
process,sleep,BE0001204
process,transmembrane transport,BE0001204
process,uridine transport,BE0001204
component,basolateral plasma membrane,BE0004706
component,integral component of plasma membrane,BE0004706
component,nuclear membrane,BE0004706
component,nucleolus,BE0004706
component,plasma membrane,BE0004706
function,nucleoside transmembrane transporter activity,BE0004706
process,cell proliferation,BE0004706
process,nucleobase-containing compound metabolic process,BE0004706
process,nucleoside transmembrane transport,BE0004706
process,nucleoside transport,BE0004706
process,transmembrane transport,BE0004706
component,integral component of plasma membrane,BE0003649
component,late endosome,BE0003649
component,neuronal cell body,BE0003649
component,plasma membrane,BE0003649
component,recycling endosome,BE0003649
function,copper ion transmembrane transporter activity,BE0003649
function,copper uptake transmembrane transporter activity,BE0003649
process,cellular copper ion homeostasis,BE0003649
process,cellular response to cisplatin,BE0003649
process,copper ion import into cell,BE0003649
process,copper ion transport,BE0003649
process,drug transmembrane transport,BE0003649
process,transmembrane transport,BE0003649
component,integral component of plasma membrane,BE0003662
component,late endosome,BE0003662
component,recycling endosome,BE0003662
function,copper ion transmembrane transporter activity,BE0003662
process,cellular copper ion homeostasis,BE0003662
process,copper ion transport,BE0003662
process,regulation of copper ion transmembrane transport,BE0003662
component,Golgi membrane,BE0003664
component,integral component of plasma membrane,BE0003664
component,late endosome,BE0003664
component,membrane,BE0003664
component,mitochondrion,BE0003664
component,trans-Golgi network,BE0003664
function,ATP binding,BE0003664
function,copper ion binding,BE0003664
function,copper-exporting ATPase activity,BE0003664
process,cellular copper ion homeostasis,BE0003664
process,cellular zinc ion homeostasis,BE0003664
process,copper ion export,BE0003664
process,copper ion import,BE0003664
process,copper ion transport,BE0003664
process,intracellular copper ion transport,BE0003664
process,ion transmembrane transport,BE0003664
process,lactation,BE0003664
process,response to copper ion,BE0003664
process,sequestering of calcium ion,BE0003664
process,transmembrane transport,BE0003664
component,basolateral plasma membrane,BE0003666
component,brush border membrane,BE0003666
component,cytosol,BE0003666
component,endoplasmic reticulum,BE0003666
component,Golgi apparatus,BE0003666
component,integral component of plasma membrane,BE0003666
component,late endosome,BE0003666
component,membrane,BE0003666
component,neuron projection,BE0003666
component,neuronal cell body,BE0003666
component,perinuclear region of cytoplasm,BE0003666
component,plasma membrane,BE0003666
component,secretory granule,BE0003666
component,trans-Golgi network,BE0003666
component,trans-Golgi network transport vesicle,BE0003666
function,ATP binding,BE0003666
function,copper ion binding,BE0003666
function,copper ion transmembrane transporter activity,BE0003666
function,copper-dependent protein binding,BE0003666
function,copper-exporting ATPase activity,BE0003666
function,superoxide dismutase copper chaperone activity,BE0003666
process,ATP metabolic process,BE0003666
process,blood vessel development,BE0003666
process,blood vessel remodeling,BE0003666
process,cartilage development,BE0003666
process,catecholamine metabolic process,BE0003666
process,cellular copper ion homeostasis,BE0003666
process,central nervous system neuron development,BE0003666
process,cerebellar Purkinje cell differentiation,BE0003666
process,collagen fibril organization,BE0003666
