resource,identifier,parent_key
PubChem Substance,46505538,DB02468
PDB,1FH,DB02468
PubChem Compound,447845,DB02469
PubChem Substance,46507559,DB02469
ChemSpider,394823,DB02469
PDB,DAG,DB02469
ChEBI,43786,DB02470
PubChem Compound,449154,DB02470
PubChem Substance,46506671,DB02470
ChemSpider,395763,DB02470
PDB,M7P,DB02470
ZINC,ZINC000004097442,DB02470
PubChem Compound,445245,DB02471
PubChem Substance,46506623,DB02471
ChemSpider,392938,DB02471
PDB,NTZ,DB02471
ZINC,ZINC000017193216,DB02471
PubChem Compound,6323375,DB02472
PubChem Substance,46505878,DB02472
ChemSpider,4883389,DB02472
PDB,HPR,DB02472
ZINC,ZINC000038321449,DB02472
PubChem Compound,447735,DB02473
PubChem Substance,46508461,DB02473
ChemSpider,394748,DB02473
BindingDB,50138667,DB02473
PDB,155,DB02473
ChEMBL,CHEMBL109367,DB02473
ZINC,ZINC000005962501,DB02473
PubChem Compound,447137,DB02474
PubChem Substance,46504594,DB02474
ChemSpider,394315,DB02474
PDB,233,DB02474
ZINC,ZINC000006482316,DB02474
ChEBI,15426,DB02475
PubChem Compound,441123,DB02475
PubChem Substance,46508834,DB02475
KEGG Compound,C06656,DB02475
ChemSpider,389919,DB02475
PDB,PCX,DB02475
ZINC,ZINC000001530512,DB02475
PubChem Compound,446385,DB02477
PubChem Substance,46504453,DB02477
ChemSpider,393759,DB02477
BindingDB,50034993,DB02477
PDB,MIM,DB02477
ChEMBL,CHEMBL6269,DB02477
ZINC,ZINC000014880363,DB02477
PubChem Compound,446276,DB02479
PubChem Substance,46508474,DB02479
ChemSpider,393678,DB02479
PDB,SBR,DB02479
ZINC,ZINC000002547583,DB02479
PubChem Compound,17754158,DB02480
PubChem Substance,46507951,DB02480
ChemSpider,24681854,DB02480
PDB,SBH,DB02480
ChEMBL,CHEMBL185586,DB02480
ChEBI,41117,DB02481
PubChem Compound,80654,DB02481
PubChem Substance,46506926,DB02481
KEGG Compound,C15561,DB02481
ChemSpider,72839,DB02481
BindingDB,50064288,DB02481
PDB,BNF,DB02481
ChEMBL,CHEMBL46293,DB02481
ZINC,ZINC000087515328,DB02481
PubChem Compound,10976469,DB02482
PubChem Substance,46506053,DB02482
ChemSpider,9151670,DB02482
PDB,D11,DB02482
ZINC,ZINC000001574932,DB02482
PubChem Compound,131675359,DB02483
PubChem Substance,46505630,DB02483
ChemSpider,148756,DB02483
PDB,ENA,DB02483
PubChem Compound,447253,DB02484
PubChem Substance,46505163,DB02484
ChemSpider,394400,DB02484
PDB,C2G,DB02484
ZINC,ZINC000008551188,DB02484
ChEBI,16556,DB02485
PubChem Compound,448209,DB02485
PubChem Substance,46504831,DB02485
KEGG Compound,C00128,DB02485
ChemSpider,395082,DB02485
PDB,NCC,DB02485
ChEMBL,CHEMBL1234647,DB02485
ZINC,ZINC000008215638,DB02485
ChEBI,43136,DB02486
PubChem Compound,15906,DB02486
PubChem Substance,46508790,DB02486
ChemSpider,15117,DB02486
PDB,HED,DB02486
ChEMBL,CHEMBL1233278,DB02486
ZINC,ZINC000001665970,DB02486
PubChem Compound,17753917,DB02488
PubChem Substance,46507037,DB02488
ChemSpider,16743916,DB02488
PDB,CR0,DB02488
ZINC,ZINC000012502163,DB02488
PubChem Compound,79639,DB02489
PubChem Substance,46504666,DB02489
ChemSpider,71942,DB02489
BindingDB,50143052,DB02489
PDB,9MG,DB02489
ChEMBL,CHEMBL1230674,DB02489
ZINC,ZINC000000039178,DB02489
PubChem Compound,4635864,DB02490
PubChem Substance,46505043,DB02490
ChemSpider,3826052,DB02490
PDB,IOM,DB02490
ZINC,ZINC000019329420,DB02490
PubChem Compound,447622,DB02491
PubChem Substance,46505042,DB02491
ChemSpider,394661,DB02491
BindingDB,50206280,DB02491
PDB,AA2,DB02491
ChEMBL,CHEMBL233209,DB02491
ZINC,ZINC000012502169,DB02491
PubChem Compound,131704205,DB02492
PubChem Substance,46507384,DB02492
PDB,GHA,DB02492
PubChem Compound,446561,DB02493
PubChem Substance,46507659,DB02493
ChemSpider,393883,DB02493
BindingDB,50149203,DB02493
PDB,H5P,DB02493
ChEMBL,CHEMBL323799,DB02493
ZINC,ZINC000013507911,DB02493
ChEBI,43065,DB02494
PubChem Compound,444718,DB02494
PubChem Substance,46509007,DB02494
ChemSpider,392566,DB02494
PDB,HFA,DB02494
ZINC,ZINC000000388089,DB02494
PubChem Compound,448110,DB02495
PubChem Substance,46507186,DB02495
ChemSpider,395019,DB02495
BindingDB,21866,DB02495
PDB,BPG,DB02495
ChEMBL,CHEMBL406254,DB02495
ChEBI,16493,DB02496
PubChem Compound,443201,DB02496
PubChem Substance,46506007,DB02496
KEGG Compound,C11437,DB02496
ChemSpider,391473,DB02496
PDB,DXP,DB02496
Wikipedia,1-Deoxy-D-xylulose_5-phosphate,DB02496
ChEMBL,CHEMBL1232414,DB02496
ChEBI,64945,DB02497
PubChem Compound,444182,DB02497
PubChem Substance,46505969,DB02497
ChemSpider,392176,DB02497
PDB,GSE,DB02497
PubChem Compound,163884,DB02498
PubChem Substance,46507626,DB02498
ChemSpider,143731,DB02498
PDB,CNA,DB02498
ZINC,ZINC000024666703,DB02498
PubChem Compound,657087,DB02499
PubChem Substance,46506971,DB02499
ChemSpider,571292,DB02499
PDB,DIR,DB02499
ChEBI,41485,DB02500
PubChem Compound,1855,DB02500
PubChem Substance,46505570,DB02500
ChemSpider,1787,DB02500
PDB,CCV,DB02500
ZINC,ZINC000002046904,DB02500
ChEBI,17705,DB02501
PubChem Compound,439968,DB02501
PubChem Substance,46507643,DB02501
KEGG Compound,C03296,DB02501
ChemSpider,388993,DB02501
PDB,SUG,DB02501
ZINC,ZINC000001529628,DB02501
ChEBI,40304,DB02502
PubChem Compound,73318,DB02502
PubChem Substance,46506618,DB02502
ChemSpider,66049,DB02502
PDB,8HG,DB02502
Wikipedia,8-Oxo-2%27-deoxyguanosine,DB02502
ChEMBL,CHEMBL1230628,DB02502
ZINC,ZINC000016051666,DB02502
PubChem Compound,5288001,DB02503
PubChem Substance,46506817,DB02503
ChemSpider,4450249,DB02503
BindingDB,50067886,DB02503
PDB,CVB,DB02503
ChEMBL,CHEMBL139928,DB02503
ZINC,ZINC000169745114,DB02503
PubChem Compound,3711,DB02504
PubChem Substance,46506847,DB02504
ChemSpider,3580,DB02504
BindingDB,50055341,DB02504
PDB,8IN,DB02504
ChEMBL,CHEMBL149502,DB02504
ZINC,ZINC000001540045,DB02504
PubChem Compound,657149,DB02505
PubChem Substance,46507876,DB02505
ChemSpider,571336,DB02505
PDB,IH4,DB02505
ZINC,ZINC000014880389,DB02505
PubChem Compound,17753820,DB02506
PubChem Substance,46508526,DB02506
ChemSpider,16743816,DB02506
PDB,ADD,DB02506
ZINC,ZINC000033821183,DB02506
PubChem Compound,448400,DB02508
PubChem Substance,46509078,DB02508
ChemSpider,395209,DB02508
PDB,IPR,DB02508
ZINC,ZINC000002579357,DB02508
ChEBI,42680,DB02509
PubChem Compound,1549107,DB02509
PubChem Substance,46508260,DB02509
KEGG Compound,C01493,DB02509
ChemSpider,1266073,DB02509
BindingDB,11021,DB02509
PDB,FOH,DB02509
Wikipedia,Farnesol,DB02509
ZINC,ZINC000013507232,DB02509
RxCUI,1362903,DB02509
PubChem Compound,447378,DB02510
PubChem Substance,46506105,DB02510
ChemSpider,394498,DB02510
PDB,P5A,DB02510
ChEMBL,CHEMBL1163086,DB02510
ZINC,ZINC000013542769,DB02510
PubChem Compound,17754104,DB02511
PubChem Substance,46507750,DB02511
ChemSpider,26329750,DB02511
PDB,NBQ,DB02511
ZINC,ZINC000012502206,DB02511
ChEBI,49093,DB02512
PubChem Compound,189150,DB02512
PubChem Substance,46507105,DB02512
ChemSpider,164348,DB02512
PDB,P6T,DB02512
ChEMBL,CHEMBL1235115,DB02512
ZINC,ZINC000004523255,DB02512
Drugs Product Database (DPD),10230,DB02513
ChEBI,27607,DB02513
PubChem Compound,6989,DB02513
PubChem Substance,46504674,DB02513
KEGG Compound,C09908,DB02513
KEGG Drug,D01039,DB02513
ChemSpider,21105998,DB02513
BindingDB,50240432,DB02513
PDB,IPB,DB02513
IUPHAR,2499,DB02513
Guide to Pharmacology,2499,DB02513
Wikipedia,Thymol,DB02513
ChEMBL,CHEMBL29411,DB02513
ZINC,ZINC000000967597,DB02513
RxCUI,10553,DB02513
PubChem Compound,16133778,DB02514
PubChem Substance,46506956,DB02514
ChemSpider,17290360,DB02514
PDB,CP5,DB02514
ChEBI,15978,DB02515
PubChem Compound,439162,DB02515
PubChem Substance,46508424,DB02515
KEGG Compound,C00093,DB02515
ChemSpider,388308,DB02515
PDB,G3P,DB02515
Wikipedia,Glycerol_3-phosphate,DB02515
ChEMBL,CHEMBL1232920,DB02515
ZINC,ZINC000003830896,DB02515
ChEBI,41482,DB02516
PubChem Compound,5287894,DB02516
PubChem Substance,46508772,DB02516
ChemSpider,4450174,DB02516
PDB,CCQ,DB02516
ChEBI,15966,DB02517
PubChem Compound,23327,DB02517
PubChem Substance,46508281,DB02517
KEGG Compound,C00217,DB02517
ChemSpider,21814,DB02517
BindingDB,26431,DB02517
PDB,DGL,DB02517
IUPHAR,1369,DB02517
Guide to Pharmacology,1369,DB02517
ChEMBL,CHEMBL76232,DB02517
ZINC,ZINC000000895124,DB02517
RxCUI,1428878,DB02517
ChEBI,40992,DB02518
PubChem Compound,88064,DB02518
PubChem Substance,46504953,DB02518
ChemSpider,79449,DB02518
PDB,AYA,DB02518
ZINC,ZINC000000114134,DB02518
PubChem Compound,5288641,DB02519
PubChem Substance,46507110,DB02519
ChemSpider,4450762,DB02519
BindingDB,84534,DB02519
PDB,INR,DB02519
PubChem Compound,8987,DB02520
PubChem Substance,46504708,DB02520
KEGG Compound,C19150,DB02520
ChemSpider,8639,DB02520
BindingDB,50428474,DB02520
PDB,DCD,DB02520
ChEMBL,CHEMBL961,DB02520
ZINC,ZINC000003633221,DB02520
RxCUI,1427193,DB02520
ChEBI,42646,DB02521
PubChem Compound,160478,DB02521
PubChem Substance,46505645,DB02521
KEGG Compound,C18012,DB02521
ChemSpider,14346744,DB02521
PDB,FLV,DB02521
ChEMBL,CHEMBL1232770,DB02521
ChEBI,30935,DB02522
PubChem Compound,439811,DB02522
PubChem Substance,46508869,DB02522
KEGG Compound,C02798,DB02522
ChemSpider,388862,DB02522
PDB,PPR,DB02522
ZINC,ZINC000004095926,DB02522
PubChem Compound,49866595,DB02523
PubChem Substance,46509003,DB02523
ChemSpider,25058297,DB02523
PDB,AAD,DB02523
PubChem Compound,644358,DB02524
PubChem Substance,46507848,DB02524
ChemSpider,559362,DB02524
PDB,128,DB02524
ZINC,ZINC000096900390,DB02524
PubChem Compound,448963,DB02525
PubChem Substance,46508446,DB02525
ChemSpider,395613,DB02525
PDB,GTL,DB02525
PubChem Compound,6119062,DB02526
PubChem Substance,46505180,DB02526
ChemSpider,20138878,DB02526
BindingDB,14144,DB02526
PDB,655,DB02526
ChEMBL,CHEMBL303992,DB02526
ZINC,ZINC000012354873,DB02526
ChEBI,17489,DB02527
PubChem Compound,6076,DB02527
PubChem Substance,46508991,DB02527
KEGG Compound,C00575,DB02527
ChemSpider,5851,DB02527
BindingDB,10851,DB02527
PDB,CMP,DB02527
Wikipedia,Cyclic_adenosine_monophosphate,DB02527
ChEMBL,CHEMBL316966,DB02527
ZINC,ZINC000003873977,DB02527
RxCUI,1314330,DB02527
PubChem Compound,17754111,DB02528
PubChem Substance,46505135,DB02528
ChemSpider,16744139,DB02528
PDB,NZH,DB02528
ZINC,ZINC000058638991,DB02528
PubChem Compound,17753990,DB02529
PubChem Substance,46508969,DB02529
ChemSpider,16743980,DB02529
PDB,G28,DB02529
ZINC,ZINC000033821311,DB02529
ChEBI,59888,DB02530
PubChem Compound,119,DB02530
PubChem Substance,46507841,DB02530
KEGG Compound,C00334,DB02530
KEGG Drug,D00058,DB02530
ChemSpider,116,DB02530
BindingDB,24183,DB02530
PDB,ABU,DB02530
IUPHAR,1067,DB02530
Guide to Pharmacology,1067,DB02530
Wikipedia,Gamma-Aminobutyric_acid,DB02530
ChEMBL,CHEMBL96,DB02530
ZINC,ZINC000001532620,DB02530
RxCUI,4617,DB02530
ChEBI,16135,DB02531
PubChem Compound,6590,DB02531
PubChem Substance,46506341,DB02531
KEGG Compound,C02632,DB02531
ChemSpider,6341,DB02531
PDB,ALQ,DB02531
IUPHAR,1060,DB02531
Guide to Pharmacology,1060,DB02531
Wikipedia,Isobutyric_acid,DB02531
ChEMBL,CHEMBL108778,DB02531
ZINC,ZINC000000901420,DB02531
PubChem Compound,292661,DB02532
PubChem Substance,46508636,DB02532
ChemSpider,258260,DB02532
BindingDB,50404663,DB02532
PDB,TAQ,DB02532
ChEMBL,CHEMBL6885,DB02532
ZINC,ZINC000012343994,DB02532
ChEBI,39826,DB02534
PubChem Compound,15624,DB02534
PubChem Substance,46508761,DB02534
ChemSpider,14864,DB02534
PDB,2LP,DB02534
ChEMBL,CHEMBL1229950,DB02534
ZINC,ZINC000001576883,DB02534
PubChem Compound,2144,DB02535
PubChem Substance,46505568,DB02535
ChemSpider,2059,DB02535
PDB,EG2,DB02535
ChEBI,17378,DB02536
PubChem Compound,79014,DB02536
PubChem Substance,46508159,DB02536
KEGG Compound,C00577,DB02536
ChemSpider,71347,DB02536
PDB,3GR,DB02536
Wikipedia,Glyceraldehyde,DB02536
ZINC,ZINC000000895313,DB02536
PubChem Compound,52941757,DB02537
PubChem Substance,46509095,DB02537
ChemSpider,26354103,DB02537
PDB,MBQ,DB02537
ZINC,ZINC000103549492,DB02537
PubChem Compound,447652,DB02538
PubChem Substance,46508432,DB02538
ChemSpider,394683,DB02538
BindingDB,7642,DB02538
PDB,HDU,DB02538
ChEMBL,CHEMBL99842,DB02538
PubChem Compound,444725,DB02540
PubChem Substance,46507892,DB02540
ChemSpider,392571,DB02540
PDB,NHS,DB02540
ZINC,ZINC000003870536,DB02540
PubChem Compound,448524,DB02541
PubChem Substance,46506838,DB02541
ChemSpider,395294,DB02541
PDB,4HA,DB02541
PubChem Compound,15227560,DB02542
PubChem Substance,46506320,DB02542
ChemSpider,16744083,DB02542
PDB,LEF,DB02542
ChEBI,36751,DB02543
PubChem Compound,12473,DB02543
PubChem Substance,46507534,DB02543
KEGG Compound,C05942,DB02543
ChemSpider,11963,DB02543
BindingDB,50260723,DB02543
PDB,PYC,DB02543
ChEMBL,CHEMBL509027,DB02543
ZINC,ZINC000000158648,DB02543
PubChem Compound,445992,DB02544
PubChem Substance,46504525,DB02544
ChemSpider,393468,DB02544
BindingDB,50128063,DB02544
PDB,R79,DB02544
ChEMBL,CHEMBL67133,DB02544
ZINC,ZINC000001546452,DB02544
ChEBI,80003,DB02545
PubChem Compound,5326713,DB02545
PubChem Substance,46505254,DB02545
KEGG Compound,C15649,DB02545
ChemSpider,4484057,DB02545
BindingDB,50167161,DB02545
PDB,FEX,DB02545
IUPHAR,2744,DB02545
Guide to Pharmacology,2744,DB02545
Wikipedia,Fexaramine,DB02545
ChEMBL,CHEMBL192966,DB02545
ZINC,ZINC000013831232,DB02545
Drugs Product Database (DPD),20475,DB02546
ChEBI,45716,DB02546
PubChem Compound,5311,DB02546
PubChem Substance,46508989,DB02546
KEGG Drug,D06320,DB02546
ChemSpider,5120,DB02546
BindingDB,19149,DB02546
PharmGKB,PA164748224,DB02546
PDB,SHH,DB02546
Therapeutic Targets Database,DAP001082,DB02546
Wikipedia,Vorinostat,DB02546
ChEMBL,CHEMBL98,DB02546
ZINC,ZINC000001543873,DB02546
RxCUI,194337,DB02546
ChEBI,17661,DB02547
PubChem Compound,439912,DB02547
PubChem Substance,46504876,DB02547
KEGG Compound,C03117,DB02547
ChemSpider,388945,DB02547
PDB,GDR,DB02547
ChEMBL,CHEMBL1233001,DB02547
ZINC,ZINC000008218184,DB02547
ChEBI,17044,DB02548
PubChem Compound,152306,DB02548
PubChem Substance,46508367,DB02548
KEGG Compound,C01096,DB02548
ChemSpider,134245,DB02548
PDB,S6P,DB02548
ZINC,ZINC000002516111,DB02548
PubChem Compound,445182,DB02549
PubChem Substance,46506629,DB02549
ChemSpider,392895,DB02549
PDB,ATY,DB02549
ZINC,ZINC000012502259,DB02549
ChEBI,47628,DB02550
PubChem Compound,448972,DB02550
PubChem Substance,46505988,DB02550
ChemSpider,395620,DB02550
BindingDB,15381,DB02550
PDB,PU1,DB02550
ChEMBL,CHEMBL112953,DB02550
ZINC,ZINC000001552694,DB02550
PubChem Compound,447731,DB02551
PubChem Substance,46507312,DB02551
ChemSpider,394744,DB02551
PDB,497,DB02551
ZINC,ZINC000024770217,DB02551
ChEBI,17211,DB02552
PubChem Compound,445995,DB02552
PubChem Substance,46504900,DB02552
KEGG Compound,C05847,DB02552
ChemSpider,393471,DB02552
PDB,GPP,DB02552
ChEMBL,CHEMBL41342,DB02552
ZINC,ZINC000008215849,DB02552
PubChem Compound,449555,DB02553
PubChem Substance,46505065,DB02553
ChemSpider,396047,DB02553
PDB,TS4,DB02553
ZINC,ZINC000195757935,DB02553
ChEBI,15855,DB02554
PubChem Compound,443244,DB02554
PubChem Substance,46508966,DB02554
KEGG Compound,C11521,DB02554
ChemSpider,391507,DB02554
PDB,USQ,DB02554
ZINC,ZINC000008419260,DB02554
PubChem Compound,656989,DB02555
PubChem Substance,46506770,DB02555
ChemSpider,571220,DB02555
PDB,FRI,DB02555
ZINC,ZINC000053683837,DB02555
ChEBI,57981,DB02556
PubChem Compound,71567,DB02556
PubChem Substance,46505758,DB02556
KEGG Compound,C02265,DB02556
ChemSpider,64639,DB02556
PDB,DPN,DB02556
Wikipedia,Phenylalanine,DB02556
ChEMBL,CHEMBL379630,DB02556
ZINC,ZINC000000001927,DB02556
ChEBI,45353,DB02557
PubChem Compound,445114,DB02557
PubChem Substance,46506179,DB02557
KEGG Compound,C00563,DB02557
ChemSpider,392848,DB02557
BindingDB,50251742,DB02557
PDB,RDF,DB02557
Therapeutic Targets Database,DNC001121,DB02557
Wikipedia,Phosphoramidon,DB02557
ChEMBL,CHEMBL479579,DB02557
ZINC,ZINC000004475339,DB02557
PubChem Compound,448249,DB02558
PubChem Substance,46505323,DB02558
ChemSpider,395108,DB02558
PDB,OIR,DB02558
ZINC,ZINC000015894751,DB02558
PubChem Compound,17754203,DB02559
PubChem Substance,46505268,DB02559
ChemSpider,16744236,DB02559
PDB,TQT,DB02559
ZINC,ZINC000053683846,DB02559
PubChem Compound,17753903,DB02560
PubChem Substance,46506797,DB02560
ChemSpider,25056931,DB02560
PDB,CLD,DB02560
ZINC,ZINC000169748474,DB02560
ChEBI,48645,DB02561
PubChem Compound,6992107,DB02561
PubChem Substance,46505700,DB02561
ChemSpider,5360257,DB02561
PDB,BDF,DB02561
ZINC,ZINC000001532739,DB02561
ChEBI,43120,DB02562
PubChem Compound,133246,DB02562
PubChem Substance,46506636,DB02562
KEGG Compound,C00268,DB02562
ChemSpider,117564,DB02562
PDB,H2B,DB02562
ChEBI,27540,DB02563
PubChem Compound,449118,DB02563
PubChem Substance,46507427,DB02563
KEGG Compound,C05270,DB02563
ChemSpider,395736,DB02563
PDB,HXC,DB02563
ZINC,ZINC000008551760,DB02563
ChEBI,125562,DB02565
PubChem Compound,3994,DB02565
PubChem Substance,46507995,DB02565
ChemSpider,3856,DB02565
BindingDB,50082665,DB02565
PDB,B3N,DB02565
ChEMBL,CHEMBL140000,DB02565
ZINC,ZINC000012502280,DB02565
PubChem Compound,5289243,DB02566
PubChem Substance,46504771,DB02566
ChemSpider,4451244,DB02566
PDB,QUA,DB02566
ZINC,ZINC000006929734,DB02566
ChEBI,49791,DB02567
PubChem Compound,447077,DB02567
PubChem Substance,46504639,DB02567
ChemSpider,394270,DB02567
BindingDB,6568,DB02567
PDB,P17,DB02567
ChEMBL,CHEMBL386051,DB02567
ZINC,ZINC000002047743,DB02567
PubChem Compound,60817,DB02568
PubChem Substance,46505332,DB02568
ChemSpider,54805,DB02568
BindingDB,50039542,DB02568
PDB,BC3,DB02568
ChEMBL,CHEMBL311300,DB02568
ZINC,ZINC000005420970,DB02568
PubChem Compound,461279,DB02569
PubChem Substance,46508621,DB02569
ChemSpider,405849,DB02569
PDB,D4D,DB02569
ChEMBL,CHEMBL405730,DB02569
ZINC,ZINC000012502287,DB02569
PubChem Compound,444306,DB02570
PubChem Substance,46508266,DB02570
ChemSpider,392278,DB02570
PDB,ISA,DB02570
ZINC,ZINC000003873623,DB02570
ChEBI,58321,DB02571
PubChem Compound,160603,DB02571
PubChem Substance,46505195,DB02571
KEGG Compound,C04076,DB02571
ChemSpider,141126,DB02571
PDB,DO2,DB02571
Wikipedia,Allysine,DB02571
ZINC,ZINC000001529204,DB02571
PubChem Compound,131704207,DB02572
PubChem Substance,46504668,DB02572
PDB,BV4,DB02572
PubChem Compound,448286,DB02573
PubChem Substance,46508944,DB02573
ChemSpider,395132,DB02573
PDB,CPA,DB02573
ChEMBL,CHEMBL1088749,DB02573
ZINC,ZINC000015894754,DB02573
PubChem Compound,131704208,DB02574
PubChem Substance,46508919,DB02574
PDB,BV2,DB02574
PubChem Compound,7311735,DB02576
PubChem Substance,46506822,DB02576
ChemSpider,5641721,DB02576
PDB,FOP,DB02576
PubChem Compound,131704209,DB02577
PubChem Substance,46508983,DB02577
PubChem Compound,446306,DB02578
PubChem Substance,46508348,DB02578
ChemSpider,393699,DB02578
PDB,REX,DB02578
ZINC,ZINC000015599994,DB02578
ChEBI,18308,DB02579
PubChem Compound,6581,DB02579
PubChem Substance,46508370,DB02579
KEGG Compound,C00511,DB02579
ChemSpider,6333,DB02579
PDB,AKR,DB02579
Wikipedia,Acrylic_acid,DB02579
ChEMBL,CHEMBL1213529,DB02579
ZINC,ZINC000000895281,DB02579
RxCUI,1364500,DB02579
ChEBI,44934,DB02580
PubChem Compound,70931,DB02580
PubChem Substance,46506612,DB02580
ChemSpider,64093,DB02580
PDB,PG6,DB02580
ZINC,ZINC000004530388,DB02580
ChEBI,47417,DB02581
PubChem Compound,5288251,DB02581
PubChem Substance,46505835,DB02581
ChemSpider,4450452,DB02581
PDB,FRH,DB02581
ChEMBL,CHEMBL429852,DB02581
ZINC,ZINC000003990365,DB02581
PubChem Compound,131704210,DB02582
PubChem Substance,46506795,DB02582
ChemSpider,64873359,DB02582
PDB,CDH,DB02582
PubChem Compound,444617,DB02583
PubChem Substance,46508317,DB02583
ChemSpider,392497,DB02583
BindingDB,50051913,DB02583
PDB,PRD,DB02583
ChEMBL,CHEMBL32113,DB02583
PubChem Compound,448513,DB02585
PubChem Substance,46506913,DB02585
ChemSpider,395287,DB02585
BindingDB,50153443,DB02585
PDB,4BZ,DB02585
ChEMBL,CHEMBL184048,DB02585
ZINC,ZINC000006535656,DB02585
PubChem Compound,72792,DB02586
PubChem Substance,46508081,DB02586
ChemSpider,65628,DB02586
BindingDB,50401348,DB02586
PDB,DPT,DB02586
ChEMBL,CHEMBL593442,DB02586
ZINC,ZINC000000120461,DB02586
ChEBI,42471,DB02587
PubChem Compound,47936,DB02587
PubChem Substance,46509044,DB02587
KEGG Compound,C09076,DB02587
KEGG Drug,D03584,DB02587
ChemSpider,43607,DB02587
BindingDB,50010261,DB02587
PharmGKB,PA146096022,DB02587
PDB,FOK,DB02587
Wikipedia,Forskolin,DB02587
ChEMBL,CHEMBL52606,DB02587
ZINC,ZINC000003977779,DB02587
PubChem Compound,131704211,DB02588
PubChem Substance,46506599,DB02588
ChemSpider,26328061,DB02588
PDB,MOX,DB02588
ZINC,ZINC000015529397,DB02588
PubChem Compound,449633,DB02589
PubChem Substance,46504841,DB02589
ChemSpider,396099,DB02589
PDB,ISU,DB02589
ChEBI,59992,DB02590
PubChem Compound,447147,DB02590
PubChem Substance,46508356,DB02590
KEGG Compound,C06471,DB02590
ChemSpider,394325,DB02590
PDB,ABE,DB02590
ChEBI,15890,DB02591
PubChem Compound,675,DB02591
PubChem Substance,46505064,DB02591
KEGG Compound,C03114,DB02591
ChemSpider,655,DB02591
BindingDB,50208872,DB02591
PDB,DMD,DB02591
ChEMBL,CHEMBL351132,DB02591
ZINC,ZINC000000388593,DB02591
PubChem Compound,445131,DB02592
PubChem Substance,46505074,DB02592
ChemSpider,392863,DB02592
PDB,CRB,DB02592
PubChem Compound,5287417,DB02593
PubChem Substance,46507964,DB02593
ChemSpider,4449806,DB02593
PDB,113,DB02593
ZINC,ZINC000003973878,DB02593
ChEBI,15698,DB02594
PubChem Compound,13711,DB02594
PubChem Substance,46508326,DB02594
KEGG Compound,C00881,DB02594
ChemSpider,13117,DB02594
BindingDB,50367094,DB02594
PDB,DCZ,DB02594
Wikipedia,Deoxycytidine,DB02594
ChEMBL,CHEMBL66115,DB02594
ZINC,ZINC000018286013,DB02594
PubChem Compound,101059193,DB02595
PubChem Substance,46507352,DB02595
ChemSpider,4450095,DB02595
PDB,BLG,DB02595
ChEBI,35056,DB02596
PubChem Compound,91557,DB02596
PubChem Substance,46507991,DB02596
KEGG Compound,C13740,DB02596
ChemSpider,82670,DB02596
BindingDB,50118221,DB02596
PDB,APC,DB02596
ChEMBL,CHEMBL132722,DB02596
ZINC,ZINC000008295117,DB02596
PubChem Compound,5289469,DB02597
PubChem Substance,46505753,DB02597
ChemSpider,4451431,DB02597
PDB,TI1,DB02597
Therapeutic Targets Database,DNC001441,DB02597
ZINC,ZINC000006352218,DB02597
PubChem Compound,447701,DB02598
PubChem Substance,46507272,DB02598
ChemSpider,394720,DB02598
PDB,IYG,DB02598
ZINC,ZINC000014880426,DB02598
PubChem Compound,446623,DB02599
PubChem Substance,46505445,DB02599
ChemSpider,393934,DB02599
PDB,APQ,DB02599
ZINC,ZINC000005838995,DB02599
ChEBI,73139,DB02600
PubChem Compound,449381,DB02600
PubChem Substance,46509088,DB02600
ChemSpider,395929,DB02600
BindingDB,4994,DB02600
PDB,G39,DB02600
ChEMBL,CHEMBL674,DB02600
ZINC,ZINC000003929509,DB02600
RxCUI,1546279,DB02600
ChEBI,50418,DB02601
PubChem Compound,92143,DB02601
PubChem Substance,46507906,DB02601
ChemSpider,83189,DB02601
Wikipedia,4-Hydroxyphenylglycine,DB02601
ChEMBL,CHEMBL130865,DB02601
PubChem Compound,1604,DB02602
PubChem Substance,46507527,DB02602
ChemSpider,1546,DB02602
BindingDB,11935,DB02602
PDB,AL1,DB02602
ChEMBL,CHEMBL331858,DB02602
ZINC,ZINC000003870866,DB02602
PubChem Compound,445967,DB02603
PubChem Substance,46508985,DB02603
ChemSpider,393445,DB02603
PDB,207,DB02603
ZINC,ZINC000020149007,DB02603
PubChem Compound,46936435,DB02604
PubChem Substance,46506221,DB02604
ChemSpider,26329770,DB02604
PDB,0NZ,DB02604
ZINC,ZINC000004097096,DB02604
ChEBI,35686,DB02606
PubChem Compound,84682,DB02606
PubChem Substance,46507541,DB02606
ChemSpider,76392,DB02606
PDB,SBT,DB02606
Wikipedia,2-Butanol,DB02606
ZINC,ZINC000001622055,DB02606
PubChem Compound,448505,DB02607
PubChem Substance,46507434,DB02607
ChemSpider,395282,DB02607
PDB,SON,DB02607
ChEMBL,CHEMBL1236003,DB02607
ZINC,ZINC000016051493,DB02607
PubChem Compound,247978,DB02608
PubChem Substance,46507211,DB02608
ChemSpider,217100,DB02608
PDB,CLC,DB02608
ZINC,ZINC000000174039,DB02608
ChEBI,18336,DB02609
PubChem Compound,440901,DB02609
PubChem Substance,46505076,DB02609
KEGG Compound,C06055,DB02609
ChemSpider,389731,DB02609
PDB,4TP,DB02609
PubChem Compound,445770,DB02610
PubChem Substance,46506936,DB02610
ChemSpider,393312,DB02610
BindingDB,12023,DB02610
PDB,FFB,DB02610
PubChem Compound,448326,DB02611
PubChem Substance,46504542,DB02611
ChemSpider,395161,DB02611
