id,name,organism,known_action,position,parent_key,inhibition-strength,induction-strength
BE0002793,Cytochrome P450 2C9,Humans,unknown,4,DB00503,,weak
BE0003536,Cytochrome P450 2C19,Humans,no,5,DB00503,,weak
BE0003549,Cytochrome P450 2B6,Humans,no,6,DB00503,unknown,weak
BE0002887,Cytochrome P450 2C8,Humans,unknown,7,DB00503,strong,unknown
BE0002433,Cytochrome P450 1A2,Humans,unknown,8,DB00503,,unknown
BE0002362,Cytochrome P450 3A5,Humans,unknown,9,DB00503,strong,
BE0003612,Cytochrome P450 3A7,Humans,no,10,DB00503,strong,
BE0009758,UDP-glucuronosyltransferases (UGTs),Humans,no,11,DB00503,,unknown
BE0002674,Pyruvate-flavodoxin oxidoreductase,Desulfovibrio africanus,yes,2,DB00507,unknown,
BE0002180,Cholinesterase,Humans,unknown,6,DB00508,unknown,
BE0003539,Aldehyde oxidase,Humans,unknown,1,DB00513,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,1,DB00514,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB00514,,
BE0003612,Cytochrome P450 3A7,Humans,unknown,2,DB00514,,
BE0003549,Cytochrome P450 2B6,Humans,unknown,3,DB00514,,
BE0003536,Cytochrome P450 2C19,Humans,unknown,4,DB00514,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,5,DB00514,,
BE0001075,Myeloperoxidase,Humans,unknown,1,DB00515,,unknown
BE0002204,Xanthine dehydrogenase/oxidase,Humans,unknown,2,DB00515,,unknown
BE0000421,Cytochrome P450 4A11,Humans,unknown,3,DB00515,,unknown
BE0000262,Prostaglandin G/H synthase 2,Humans,unknown,4,DB00515,unknown,
BE0004429,Arylamine N-acetyltransferase,Mycobacterium tuberculosis,unknown,5,DB00515,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,6,DB00515,unknown,
BE0003549,Cytochrome P450 2B6,Humans,unknown,7,DB00515,unknown,
BE0002180,Cholinesterase,Humans,unknown,8,DB00515,unknown,
BE0000818,Glutathione S-transferase theta-1,Humans,unknown,12,DB00515,,
BE0004778,Metallothionein-1A,Humans,unknown,13,DB00515,,
BE0004779,Metallothionein-2,Humans,unknown,14,DB00515,,
BE0002390,Superoxide dismutase [Cu-Zn],Humans,unknown,15,DB00515,,
BE0000814,Glutathione S-transferase P,Humans,unknown,16,DB00515,,
BE0001184,NAD(P)H dehydrogenase [quinone] 1,Humans,unknown,17,DB00515,,
BE0000807,Glutathione S-transferase Mu 1,Humans,unknown,18,DB00515,,
BE0003543,Cytochrome P450 1A1,Humans,unknown,0,DB00518,,strong
BE0002433,Cytochrome P450 1A2,Humans,unknown,2,DB00518,,strong
BE0002638,Cytochrome P450 3A4,Humans,unknown,4,DB00518,,
BE0003536,Cytochrome P450 2C19,Humans,no,5,DB00518,,
BE0002705,Liver carboxylesterase 1,Humans,unknown,3,DB00519,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,6,DB00520,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,,DB00521,,
BE0000818,Glutathione S-transferase theta-1,Humans,unknown,5,DB00526,,
BE0004778,Metallothionein-1A,Humans,unknown,6,DB00526,,
BE0004779,Metallothionein-2,Humans,unknown,7,DB00526,,
BE0001075,Myeloperoxidase,Humans,unknown,8,DB00526,,
BE0002390,Superoxide dismutase [Cu-Zn],Humans,unknown,9,DB00526,,
BE0000814,Glutathione S-transferase P,Humans,unknown,10,DB00526,,
BE0000807,Glutathione S-transferase Mu 1,Humans,unknown,11,DB00526,,
BE0001184,NAD(P)H dehydrogenase [quinone] 1,Humans,unknown,12,DB00526,,
BE0002180,Cholinesterase,Humans,unknown,,DB00527,unknown,
BE0003612,Cytochrome P450 3A7,Humans,unknown,,DB00528,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00528,unknown,
BE0002362,Cytochrome P450 3A5,Humans,unknown,,DB00528,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,1,DB00528,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB00530,unknown,
BE0002362,Cytochrome P450 3A5,Humans,unknown,2,DB00530,,
BE0002433,Cytochrome P450 1A2,Humans,unknown,3,DB00530,,
BE0003543,Cytochrome P450 1A1,Humans,unknown,4,DB00530,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,5,DB00530,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,6,DB00530,strong,
BE0001111,Cytochrome P450 1B1,Humans,unknown,7,DB00530,,
BE0003541,UDP-glucuronosyltransferase 1-1,Humans,unknown,8,DB00530,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,,DB00531,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00531,,unknown
BE0003549,Cytochrome P450 2B6,Humans,unknown,,DB00531,,unknown
BE0003536,Cytochrome P450 2C19,Humans,unknown,,DB00531,,
BE0003336,Cytochrome P450 2A6,Humans,unknown,1,DB00531,,
BE0003611,Cytochrome P450 2C18,Humans,unknown,2,DB00531,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,3,DB00531,,unknown
BE0002362,Cytochrome P450 3A5,Humans,unknown,4,DB00531,,
BE0003536,Cytochrome P450 2C19,Humans,unknown,1,DB00532,unknown,
BE0003549,Cytochrome P450 2B6,Humans,unknown,2,DB00532,,
BE0002433,Cytochrome P450 1A2,Humans,unknown,3,DB00532,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,4,DB00532,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,5,DB00532,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,6,DB00532,,
BE0002433,Cytochrome P450 1A2,Humans,unknown,,DB00533,strong,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00533,,unknown
BE0000017,Prostaglandin G/H synthase 1,Humans,unknown,2,DB00533,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,3,DB00533,weak,
BE0002793,Cytochrome P450 2C9,Humans,unknown,4,DB00533,,
BE0002433,Cytochrome P450 1A2,Humans,unknown,1,DB00537,strong,
BE0002638,Cytochrome P450 3A4,Humans,unknown,3,DB00537,moderate,
BE0002362,Cytochrome P450 3A5,Humans,unknown,4,DB00537,moderate,
BE0003612,Cytochrome P450 3A7,Humans,unknown,5,DB00537,moderate,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00539,unknown,
BE0003543,Cytochrome P450 1A1,Humans,unknown,2,DB00539,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,1,DB00540,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,2,DB00540,,
BE0002433,Cytochrome P450 1A2,Humans,unknown,3,DB00540,,
BE0003536,Cytochrome P450 2C19,Humans,unknown,4,DB00540,,
BE0002362,Cytochrome P450 3A5,Humans,unknown,5,DB00540,,
BE0003533,Cytochrome P450 2E1,Humans,unknown,6,DB00540,unknown,
BE0002362,Cytochrome P450 3A5,Humans,no,,DB00541,,
BE0003612,Cytochrome P450 3A7,Humans,unknown,,DB00541,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00541,,
BE0002176,Methylenetetrahydrofolate reductase,Humans,unknown,2,DB00542,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,,DB00543,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,,DB00544,unknown,
BE0002433,Cytochrome P450 1A2,Humans,unknown,,DB00544,,
BE0002193,Thymidine phosphorylase,Humans,unknown,,DB00544,,
BE0000960,Dihydropyrimidine dehydrogenase [NADP(+)],Humans,unknown,2,DB00544,,
BE0002456,Uridine phosphorylase 1,Humans,unknown,3,DB00544,,
BE0002457,Uridine phosphorylase 2,Humans,unknown,4,DB00544,,
BE0003336,Cytochrome P450 2A6,Humans,unknown,7,DB00544,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,8,DB00544,,
BE0002176,Methylenetetrahydrofolate reductase,Humans,unknown,9,DB00544,,
BE0000324,Thymidylate synthase,Humans,unknown,9,DB00544,,
BE0004473,Uridine 5'-monophosphate synthase,Humans,unknown,10,DB00544,,
BE0000374,Amidophosphoribosyltransferase,Humans,unknown,11,DB00544,,
BE0003536,Cytochrome P450 2C19,Humans,unknown,,DB00546,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB00546,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,1,DB00549,unknown,
BE0002887,Cytochrome P450 2C8,Humans,unknown,2,DB00549,strong,
BE0000017,Prostaglandin G/H synthase 1,Humans,unknown,3,DB00549,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,4,DB00549,unknown,
BE0002433,Cytochrome P450 1A2,Humans,unknown,5,DB00549,unknown,
BE0003536,Cytochrome P450 2C19,Humans,unknown,6,DB00549,strong,
BE0003533,Cytochrome P450 2E1,Humans,unknown,7,DB00549,weak,
BE0001075,Myeloperoxidase,Humans,unknown,1,DB00550,unknown,
BE0000138,Dopamine beta-hydroxylase,Humans,unknown,2,DB00550,unknown,
BE0003543,Cytochrome P450 1A1,Humans,no,3,DB00550,,unknown
BE0002433,Cytochrome P450 1A2,Humans,unknown,,DB00553,unknown,
BE0003336,Cytochrome P450 2A6,Humans,unknown,,DB00553,unknown,
BE0003543,Cytochrome P450 1A1,Humans,unknown,1,DB00553,unknown,
BE0003534,Cytochrome P450 2A13,Humans,unknown,2,DB00553,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,,DB00554,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,6,DB00554,,
BE0009758,UDP-glucuronosyltransferases (UGTs),Humans,unknown,,DB00555,,
BE0000330,Dihydrofolate reductase,Humans,unknown,18,DB00555,unknown,
BE0002363,Cytochrome P450 2D6,Humans,no,,DB00557,unknown,
BE0002638,Cytochrome P450 3A4,Humans,no,1,DB00557,,
BE0002362,Cytochrome P450 3A5,Humans,no,2,DB00557,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00559,,moderate
BE0002793,Cytochrome P450 2C9,Humans,unknown,,DB00559,,moderate
BE0000330,Dihydrofolate reductase,Humans,unknown,1,DB00563,,
BE0003539,Aldehyde oxidase,Humans,unknown,3,DB00563,,
BE0002176,Methylenetetrahydrofolate reductase,Humans,unknown,4,DB00563,,
BE0003559,"6-phosphogluconate dehydrogenase, decarboxylating",Humans,unknown,5,DB00563,unknown,
BE0000700,"Folylpolyglutamate synthase, mitochondrial",Humans,unknown,6,DB00563,,
BE0000324,Thymidylate synthase,Humans,unknown,7,DB00563,,
BE0001240,Bifunctional purine biosynthesis protein PURH,Humans,unknown,8,DB00563,unknown,
BE0000265,Gamma-glutamyl hydrolase,Humans,unknown,9,DB00563,,
BE0002638,Cytochrome P450 3A4,Humans,no,32,DB00563,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB00564,,strong
BE0002887,Cytochrome P450 2C8,Humans,unknown,2,DB00564,,unknown
BE0002433,Cytochrome P450 1A2,Humans,unknown,3,DB00564,unknown,strong
BE0002793,Cytochrome P450 2C9,Humans,unknown,4,DB00564,,unknown
BE0003536,Cytochrome P450 2C19,Humans,unknown,5,DB00564,unknown,moderate
BE0003549,Cytochrome P450 2B6,Humans,unknown,6,DB00564,,strong
BE0002362,Cytochrome P450 3A5,Humans,unknown,7,DB00564,,strong
BE0003679,UDP-glucuronosyltransferase 2B7,Humans,unknown,8,DB00564,,
BE0003541,UDP-glucuronosyltransferase 1-1,Humans,no,13,DB00564,,unknown
BE0004694,UDP-glucuronosyltransferase 1-6,Humans,unknown,14,DB00564,,unknown
BE0004695,UDP-glucuronosyltransferase 1-7,Humans,unknown,15,DB00564,,unknown
BE0002363,Cytochrome P450 2D6,Humans,unknown,1,DB00568,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,2,DB00568,,
BE0002433,Cytochrome P450 1A2,Humans,unknown,3,DB00568,,
BE0003549,Cytochrome P450 2B6,Humans,unknown,4,DB00568,,
BE0003336,Cytochrome P450 2A6,Humans,unknown,5,DB00568,,
BE0003543,Cytochrome P450 1A1,Humans,unknown,6,DB00568,,
BE0002638,Cytochrome P450 3A4,Humans,no,11,DB00568,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00570,unknown,unknown
BE0002363,Cytochrome P450 2D6,Humans,unknown,6,DB00570,weak,
BE0002362,Cytochrome P450 3A5,Humans,unknown,,DB00571,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,,DB00571,weak,
BE0003612,Cytochrome P450 3A7,Humans,unknown,,DB00571,,
BE0002433,Cytochrome P450 1A2,Humans,unknown,,DB00571,,
BE0003536,Cytochrome P450 2C19,Humans,unknown,,DB00571,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00571,,
BE0003543,Cytochrome P450 1A1,Humans,unknown,9,DB00571,unknown,
BE0002198,Amine oxidase [flavin-containing] A,Humans,unknown,10,DB00571,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,,DB00574,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,,DB00575,,
BE0002433,Cytochrome P450 1A2,Humans,unknown,7,DB00575,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,8,DB00575,,
BE0003543,Cytochrome P450 1A1,Humans,unknown,9,DB00575,,
BE0002362,Cytochrome P450 3A5,Humans,unknown,10,DB00575,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,3,DB00576,unknown,
BE0002351,Guanylate kinase,Humans,unknown,7,DB00577,,
BE0000514,Thymidine kinase,,unknown,8,DB00577,,
BE0000657,Cytosolic phospholipase A2,Humans,unknown,3,DB00578,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00580,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,,DB00580,weak,
BE0003538,UDP-glucuronosyltransferase 1-9,Humans,unknown,1,DB00580,,
BE0003609,Dimethylaniline monooxygenase [N-oxide-forming] 1,Humans,unknown,,DB00582,,
BE0003606,Dimethylaniline monooxygenase [N-oxide-forming] 3,Humans,unknown,,DB00582,,
BE0002362,Cytochrome P450 3A5,Humans,unknown,,DB00582,moderate,
BE0003612,Cytochrome P450 3A7,Humans,unknown,,DB00582,moderate,
BE0003536,Cytochrome P450 2C19,Humans,unknown,,DB00582,weak,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00582,strong,
BE0002793,Cytochrome P450 2C9,Humans,unknown,,DB00582,weak,
BE0000017,Prostaglandin G/H synthase 1,Humans,unknown,1,DB00582,,
BE0003549,Cytochrome P450 2B6,Humans,unknown,3,DB00582,unknown,
BE0002180,Cholinesterase,Humans,unknown,2,DB00585,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,1,DB00586,,
BE0003536,Cytochrome P450 2C19,Humans,unknown,2,DB00586,,
BE0002433,Cytochrome P450 1A2,Humans,unknown,3,DB00586,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,4,DB00586,,
BE0003679,UDP-glucuronosyltransferase 2B7,Humans,unknown,5,DB00586,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,5,DB00586,unknown,
BE0003549,Cytochrome P450 2B6,Humans,unknown,6,DB00586,,
BE0003611,Cytochrome P450 2C18,Humans,unknown,7,DB00586,,
BE0003533,Cytochrome P450 2E1,Humans,unknown,8,DB00586,unknown,
BE0003677,UDP-glucuronosyltransferase 1-3,Humans,unknown,11,DB00586,,
BE0003538,UDP-glucuronosyltransferase 1-9,Humans,unknown,12,DB00586,,
BE0003681,UDP-glucuronosyltransferase 2B4,Humans,unknown,13,DB00586,,
BE0000248,Arachidonate 5-lipoxygenase,Humans,unknown,14,DB00586,,
BE0001640,"Phospholipase A2, membrane associated",Humans,unknown,19,DB00586,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00588,unknown,
BE0002362,Cytochrome P450 3A5,Humans,unknown,5,DB00588,unknown,
BE0003612,Cytochrome P450 3A7,Humans,unknown,6,DB00588,,
BE0002887,Cytochrome P450 2C8,Humans,no,7,DB00588,strong,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00589,,
BE0003536,Cytochrome P450 2C19,Humans,unknown,5,DB00590,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,6,DB00590,,
BE0002638,Cytochrome P450 3A4,Humans,no,8,DB00590,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,10,DB00590,,
BE0002638,Cytochrome P450 3A4,Humans,no,3,DB00591,,unknown
BE0002363,Cytochrome P450 2D6,Humans,unknown,1,DB00592,,
BE0003533,Cytochrome P450 2E1,Humans,unknown,,DB00593,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00593,,
BE0004866,Cytochrome P450 3A Subfamily,Humans,unknown,1,DB00593,,
BE0000351,Amiloride-sensitive amine oxidase [copper-containing],Humans,unknown,12,DB00594,unknown,
BE0004667,Amiloride-sensitive amine oxidase [copper-containing],Pig,unknown,13,DB00594,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,4,DB00598,unknown,
BE0003536,Cytochrome P450 2C19,Humans,unknown,5,DB00598,,
BE0003541,UDP-glucuronosyltransferase 1-1,Humans,unknown,9,DB00598,,
BE0003679,UDP-glucuronosyltransferase 2B7,Humans,unknown,10,DB00598,,
BE0003538,UDP-glucuronosyltransferase 1-9,Humans,unknown,11,DB00598,,
BE0004866,Cytochrome P450 3A Subfamily,Humans,unknown,12,DB00599,,
BE0003536,Cytochrome P450 2C19,Humans,no,14,DB00599,,
BE0002198,Amine oxidase [flavin-containing] A,Humans,unknown,,DB00601,unknown,
BE0002196,Amine oxidase [flavin-containing] B,Humans,unknown,1,DB00601,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,5,DB00602,,unknown
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB00603,,unknown
BE0002887,Cytochrome P450 2C8,Humans,unknown,2,DB00603,moderate,
BE0000059,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,Humans,unknown,3,DB00603,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,4,DB00603,unknown,
BE0004760,Cytochrome P450 3A1,Rat,unknown,5,DB00603,,
BE0003612,Cytochrome P450 3A7,Humans,unknown,,DB00604,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00604,,
BE0002362,Cytochrome P450 3A5,Humans,unknown,,DB00604,,
BE0003336,Cytochrome P450 2A6,Humans,unknown,5,DB00604,,
BE0003549,Cytochrome P450 2B6,Humans,unknown,6,DB00604,,
BE0003536,Cytochrome P450 2C19,Humans,unknown,7,DB00604,moderate,
BE0002887,Cytochrome P450 2C8,Humans,unknown,8,DB00604,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,9,DB00604,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,10,DB00604,strong,
BE0003543,Cytochrome P450 1A1,Humans,unknown,9,DB00605,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00607,,unknown
BE0002433,Cytochrome P450 1A2,Humans,unknown,,DB00607,,unknown
BE0002887,Cytochrome P450 2C8,Humans,unknown,1,DB00608,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,2,DB00608,,
BE0002362,Cytochrome P450 3A5,Humans,no,2,DB00608,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,3,DB00608,moderate,
BE0003543,Cytochrome P450 1A1,Humans,unknown,4,DB00608,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00612,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,1,DB00613,,
BE0003543,Cytochrome P450 1A1,Humans,unknown,2,DB00613,,
BE0001111,Cytochrome P450 1B1,Humans,unknown,3,DB00613,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,4,DB00613,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,5,DB00613,unknown,
BE0002196,Amine oxidase [flavin-containing] B,Humans,unknown,,DB00614,unknown,
BE0002198,Amine oxidase [flavin-containing] A,Humans,unknown,1,DB00614,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00615,,unknown
BE0003536,Cytochrome P450 2C19,Humans,no,6,DB00615,,moderate
BE0003549,Cytochrome P450 2B6,Humans,no,7,DB00615,,weak
BE0002887,Cytochrome P450 2C8,Humans,no,8,DB00615,,weak
BE0002793,Cytochrome P450 2C9,Humans,no,9,DB00615,,unknown
BE0003533,Cytochrome P450 2E1,Humans,unknown,1,DB00617,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,2,DB00617,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,3,DB00617,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,4,DB00617,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB00619,unknown,
BE0002362,Cytochrome P450 3A5,Humans,unknown,2,DB00619,unknown,
BE0003612,Cytochrome P450 3A7,Humans,unknown,3,DB00619,unknown,
BE0002433,Cytochrome P450 1A2,Humans,unknown,4,DB00619,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,5,DB00619,moderate,
BE0002363,Cytochrome P450 2D6,Humans,unknown,6,DB00619,weak,
BE0003536,Cytochrome P450 2C19,Humans,unknown,7,DB00619,,
BE0000017,Prostaglandin G/H synthase 1,Humans,unknown,8,DB00619,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,18,DB00619,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,3,DB00620,,unknown
BE0000262,Prostaglandin G/H synthase 2,Humans,unknown,4,DB00620,unknown,
BE0002180,Cholinesterase,Humans,unknown,5,DB00620,,unknown
BE0002362,Cytochrome P450 3A5,Humans,unknown,6,DB00620,,unknown
BE0003612,Cytochrome P450 3A7,Humans,unknown,7,DB00620,,unknown
BE0002793,Cytochrome P450 2C9,Humans,unknown,1,DB00621,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB00622,moderate,
BE0002363,Cytochrome P450 2D6,Humans,unknown,2,DB00622,moderate,
BE0003536,Cytochrome P450 2C19,Humans,unknown,3,DB00622,unknown,
BE0002887,Cytochrome P450 2C8,Humans,unknown,4,DB00622,moderate,
BE0003549,Cytochrome P450 2B6,Humans,unknown,16,DB00622,,unknown
BE0003533,Cytochrome P450 2E1,Humans,unknown,17,DB00622,,
BE0002362,Cytochrome P450 3A5,Humans,unknown,18,DB00622,unknown,
BE0002793,Cytochrome P450 2C9,Humans,no,21,DB00622,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,,DB00623,weak,
BE0003533,Cytochrome P450 2E1,Humans,unknown,4,DB00623,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB00624,,unknown
BE0002362,Cytochrome P450 3A5,Humans,unknown,2,DB00624,,
BE0003612,Cytochrome P450 3A7,Humans,unknown,3,DB00624,,
BE0003550,Cytochrome P450 3A43,Humans,unknown,4,DB00624,,
BE0002090,Cytochrome P450 19A1,Humans,unknown,5,DB00624,,
BE0002198,Amine oxidase [flavin-containing] A,Humans,unknown,6,DB00624,,unknown
BE0003537,"Cholesterol side-chain cleavage enzyme, mitochondrial",Humans,unknown,7,DB00624,unknown,
BE0003543,Cytochrome P450 1A1,Humans,unknown,8,DB00624,,
BE0001111,Cytochrome P450 1B1,Humans,unknown,9,DB00624,,
BE0003534,Cytochrome P450 2A13,Humans,unknown,10,DB00624,,
BE0003549,Cytochrome P450 2B6,Humans,unknown,11,DB00624,,
BE0003536,Cytochrome P450 2C19,Humans,unknown,12,DB00624,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,13,DB00624,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,15,DB00624,,
BE0003536,Cytochrome P450 2C19,Humans,unknown,1,DB00625,,unknown
BE0002793,Cytochrome P450 2C9,Humans,unknown,2,DB00625,moderate,
BE0003549,Cytochrome P450 2B6,Humans,unknown,3,DB00625,,unknown
BE0002638,Cytochrome P450 3A4,Humans,unknown,4,DB00625,strong,moderate
BE0002362,Cytochrome P450 3A5,Humans,unknown,5,DB00625,,moderate
BE0003612,Cytochrome P450 3A7,Humans,unknown,6,DB00625,,moderate
BE0002433,Cytochrome P450 1A2,Humans,unknown,8,DB00625,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,8,DB00625,unknown,
BE0002887,Cytochrome P450 2C8,Humans,unknown,9,DB00625,moderate,
BE0003541,UDP-glucuronosyltransferase 1-1,Humans,no,10,DB00625,,unknown
BE0002363,Cytochrome P450 2D6,Humans,unknown,4,DB00627,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,8,DB00627,unknown,
BE0003533,Cytochrome P450 2E1,Humans,unknown,9,DB00627,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00628,,
BE0002433,Cytochrome P450 1A2,Humans,unknown,,DB00629,,
BE0002804,Deoxycytidine kinase,Humans,unknown,,DB00631,,
BE0003533,Cytochrome P450 2E1,Humans,unknown,1,DB00633,,
BE0002433,Cytochrome P450 1A2,Humans,unknown,2,DB00633,unknown,
BE0003543,Cytochrome P450 1A1,Humans,unknown,3,DB00633,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,4,DB00633,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00635,,unknown
BE0003536,Cytochrome P450 2C19,Humans,unknown,3,DB00635,,unknown
BE0002362,Cytochrome P450 3A5,Humans,unknown,5,DB00635,,unknown
BE0004866,Cytochrome P450 3A Subfamily,Humans,unknown,7,DB00635,,unknown
BE0003336,Cytochrome P450 2A6,Humans,unknown,8,DB00635,,unknown
BE0001111,Cytochrome P450 1B1,Humans,unknown,9,DB00635,,unknown
BE0003549,Cytochrome P450 2B6,Humans,unknown,10,DB00635,,unknown
BE0002887,Cytochrome P450 2C8,Humans,unknown,11,DB00635,,unknown
BE0002793,Cytochrome P450 2C9,Humans,unknown,12,DB00635,,unknown
BE0000329,Corticosteroid 11-beta-dehydrogenase isozyme 1,Humans,unknown,13,DB00635,,
BE0003533,Cytochrome P450 2E1,Humans,unknown,,DB00636,,unknown
BE0002189,Glutathione S-transferase A2,Humans,unknown,,DB00636,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB00636,,unknown
BE0003543,Cytochrome P450 1A1,Humans,unknown,2,DB00636,,unknown
BE0000421,Cytochrome P450 4A11,Humans,unknown,3,DB00636,,unknown
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB00637,unknown,
BE0002362,Cytochrome P450 3A5,Humans,unknown,2,DB00637,,
BE0003612,Cytochrome P450 3A7,Humans,unknown,3,DB00637,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,4,DB00637,,
BE0003683,Cytochrome P450 2J2,Humans,unknown,5,DB00637,,
BE0002214,Adenosine deaminase,Humans,unknown,,DB00640,,
BE0003540,Adenosine kinase,Humans,unknown,,DB00640,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB00641,,
BE0002362,Cytochrome P450 3A5,Humans,unknown,2,DB00641,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,3,DB00641,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,4,DB00641,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,5,DB00641,,
BE0003549,Cytochrome P450 2B6,Humans,unknown,6,DB00641,weak,unknown
BE0003541,UDP-glucuronosyltransferase 1-1,Humans,unknown,7,DB00641,,
BE0003677,UDP-glucuronosyltransferase 1-3,Humans,unknown,8,DB00641,,
BE0003679,UDP-glucuronosyltransferase 2B7,Humans,unknown,9,DB00641,,
BE0003536,Cytochrome P450 2C19,Humans,unknown,13,DB00641,,
BE0002804,Deoxycytidine kinase,Humans,unknown,,DB00642,,unknown
BE0001204,Equilibrative nucleoside transporter 1,Humans,unknown,5,DB00642,,unknown
BE0003543,Cytochrome P450 1A1,Humans,unknown,3,DB00643,,unknown
BE0004866,Cytochrome P450 3A Subfamily,Humans,unknown,4,DB00643,,
