id,name,organism,known_action,position,parent_key
BE0000803,Dihydropteroate synthase,Escherichia coli (strain K12),yes,1,DB00634
BE0004657,Dihydropteroate synthase type-1,Escherichia coli,yes,2,DB00634
BE0004658,Folic acid synthesis protein FOL1,Baker's yeast,yes,3,DB00634
BE0000794,Glucocorticoid receptor,Humans,yes,,DB00635
BE0000071,Peroxisome proliferator-activated receptor alpha,Humans,yes,1,DB00636
BE0000442,Histamine H1 receptor,Humans,yes,1,DB00637
BE0000090,Potassium voltage-gated channel subfamily H member 2,Humans,unknown,2,DB00637
BE0005191,Potassium voltage-gated channel subfamily H member 1,Humans,unknown,6,DB00637
BE0003474,Microtubule-associated protein tau,Humans,unknown,7,DB00637
BE0002352,Cycloinulo-oligosaccharide fructanotransferase,Paenibacillus macerans,no,,DB00638
BE0004803,Ergosterol,Candida albicans,yes,1,DB00639
BE0000924,Adenosine receptor A2a,Humans,yes,1,DB00640
BE0000241,Adenosine receptor A2b,Humans,yes,2,DB00640
BE0000354,Adenosine receptor A3,Humans,yes,3,DB00640
BE0000013,Adenosine receptor A1,Humans,yes,4,DB00640
BE0000574,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Humans,yes,,DB00641
BE0000516,Integrin alpha-L,Humans,unknown,11,DB00641
BE0002366,Histone deacetylase 2,Humans,unknown,16,DB00641
BE0000324,Thymidylate synthase,Humans,yes,1,DB00642
BE0001240,Bifunctional purine biosynthesis protein PURH,Humans,yes,2,DB00642
BE0000330,Dihydrofolate reductase,Humans,yes,3,DB00642
BE0000882,Trifunctional purine biosynthetic protein adenosine-3,Humans,yes,4,DB00642
BE0001340,Tubulin alpha-1A chain,Humans,yes,1,DB00643
BE0001367,Tubulin beta-4B chain,Humans,yes,2,DB00643
BE0000203,Gonadotropin-releasing hormone receptor,Humans,yes,,DB00644
BE0000472,Putative gonadotropin-releasing hormone II receptor,Humans,yes,,DB00644
BE0000177,Sodium channel protein type 10 subunit alpha,Humans,yes,,DB00645
BE0004803,Ergosterol,Candida albicans,yes,1,DB00646
BE0000770,Mu-type opioid receptor,Humans,yes,,DB00647
BE0000420,Delta-type opioid receptor,Humans,yes,,DB00647
BE0000632,Kappa-type opioid receptor,Humans,yes,,DB00647
BE0002705,Liver carboxylesterase 1,Humans,unknown,1,DB00647
BE0000731,"Cytochrome P450 11B1, mitochondrial",Humans,yes,,DB00648
BE0000242,"Adrenodoxin, mitochondrial",Humans,unknown,,DB00648
BE0000123,Estrogen receptor alpha,Humans,unknown,2,DB00648
BE0000557,Progesterone receptor,Humans,unknown,3,DB00648
BE0000132,Androgen receptor,Humans,unknown,4,DB00648
BE0004136,Reverse transcriptase/RNaseH,Human immunodeficiency virus 1,yes,2,DB00649
BE0000487,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",Humans,yes,1,DB00651
BE0001133,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",Humans,yes,2,DB00651
BE0002353,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C",Humans,yes,3,DB00651
BE0001287,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",Humans,yes,4,DB00651
BE0000013,Adenosine receptor A1,Humans,yes,5,DB00651
BE0000924,Adenosine receptor A2a,Humans,yes,6,DB00651
BE0000770,Mu-type opioid receptor,Humans,yes,,DB00652
BE0000632,Kappa-type opioid receptor,Humans,yes,,DB00652
BE0000156,Sigma non-opioid intracellular receptor 1,Humans,yes,1,DB00652
BE0008715,Voltage-dependent L-type calcium channel,Humans,yes,1,DB00653
BE0000610,Prostaglandin F2-alpha receptor,Humans,yes,,DB00654
BE0000123,Estrogen receptor alpha,Humans,yes,,DB00655
BE0000792,Estrogen receptor beta,Humans,unknown,13,DB00655
BE0000132,Androgen receptor,Humans,unknown,14,DB00655
BE0002090,Cytochrome P450 19A1,Humans,unknown,15,DB00655
BE0000685,Sex hormone-binding globulin,Humans,unknown,16,DB00655
BE0000451,5-hydroxytryptamine receptor 2A,Humans,yes,1,DB00656
BE0000533,5-hydroxytryptamine receptor 2C,Humans,yes,2,DB00656
BE0000749,Sodium-dependent serotonin transporter,Humans,yes,3,DB00656
BE0000291,5-hydroxytryptamine receptor 1A,Humans,yes,4,DB00656
BE0000442,Histamine H1 receptor,Humans,unknown,5,DB00656
BE0000501,Alpha-1A adrenergic receptor,Humans,no,6,DB00656
BE0000289,Alpha-2A adrenergic receptor,Humans,no,7,DB00656
BE0004882,5-hydroxytryptamine receptor 1C,Rat,unknown,9,DB00656
BE0000738,Neuronal acetylcholine receptor subunit alpha-2,Humans,yes,,DB00657
BE0002341,Neuronal acetylcholine receptor subunit alpha-7,Humans,unknown,1,DB00657
BE0000849,Neuronal acetylcholine receptor subunit alpha-4,Humans,unknown,2,DB00657
BE0000850,Neuronal acetylcholine receptor subunit beta-2,Humans,unknown,3,DB00657
BE0004815,Phosphate,Humans,yes,1,DB00658
BE0004797,GABA(A) Receptor,Humans,yes,1,DB00659
BE0004852,Glutamate (NMDA) receptor,Humans,yes,2,DB00659
BE0001192,Metabotropic glutamate receptor 5,Humans,yes,3,DB00659
BE0000430,Voltage-dependent L-type calcium channel subunit alpha-1C,Humans,yes,1,DB00661
BE0002226,Voltage-dependent N-type calcium channel subunit alpha-1B,Humans,unknown,2,DB00661
BE0000356,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,Humans,unknown,3,DB00661
BE0000708,ATP-sensitive inward rectifier potassium channel 11,Humans,unknown,4,DB00661
BE0000483,Voltage-dependent T-type calcium channel subunit alpha-1G,Humans,unknown,5,DB00661
BE0000864,Voltage-dependent T-type calcium channel subunit alpha-1H,Humans,unknown,6,DB00661
BE0000090,Potassium voltage-gated channel subfamily H member 2,Humans,unknown,7,DB00661
BE0000749,Sodium-dependent serotonin transporter,Humans,unknown,8,DB00661
BE0000501,Alpha-1A adrenergic receptor,Humans,unknown,9,DB00661
BE0000575,Alpha-1B adrenergic receptor,Humans,unknown,10,DB00661
BE0000715,Alpha-1D adrenergic receptor,Humans,unknown,11,DB00661
BE0000794,Glucocorticoid receptor,Humans,yes,,DB00663
BE0002360,Dihydropteroate synthetase,Plasmodium falciparum,yes,,DB00664
BE0000132,Androgen receptor,Humans,yes,,DB00665
BE0000203,Gonadotropin-releasing hormone receptor,Humans,yes,,DB00666
BE0000472,Putative gonadotropin-releasing hormone II receptor,Humans,yes,,DB00666
BE0000501,Alpha-1A adrenergic receptor,Humans,yes,1,DB00668
BE0000575,Alpha-1B adrenergic receptor,Humans,yes,2,DB00668
BE0000172,Beta-1 adrenergic receptor,Humans,yes,3,DB00668
BE0000694,Beta-2 adrenergic receptor,Humans,yes,3,DB00668
BE0000289,Alpha-2A adrenergic receptor,Humans,yes,3,DB00668
BE0000572,Alpha-2B adrenergic receptor,Humans,yes,4,DB00668
BE0000715,Alpha-1D adrenergic receptor,Humans,unknown,5,DB00668
BE0000704,Tumor necrosis factor,Humans,unknown,6,DB00668
BE0000659,5-hydroxytryptamine receptor 1D,Humans,yes,,DB00669
BE0000797,5-hydroxytryptamine receptor 1B,Humans,yes,,DB00669
BE0000460,5-hydroxytryptamine receptor 1F,Humans,yes,,DB00669
BE0000291,5-hydroxytryptamine receptor 1A,Humans,yes,1,DB00669
BE0000092,Muscarinic acetylcholine receptor M1,Humans,yes,,DB00670
BE0000103,Penicillin-binding protein 2,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),yes,1,DB00671
BE0000207,ATP-binding cassette sub-family C member 8,Humans,yes,1,DB00672
BE0000384,Neurokinin 1 receptor,Humans,yes,,DB00673
BE0000426,Acetylcholinesterase,Humans,yes,1,DB00674
BE0002341,Neuronal acetylcholine receptor subunit alpha-7,Humans,yes,2,DB00674
BE0010000,Muscle nicotinic acetylcholine receptor,Humans,unknown,3,DB00674
BE0002180,Cholinesterase,Humans,unknown,4,DB00674
BE0000123,Estrogen receptor alpha,Humans,yes,2,DB00675
BE0000792,Estrogen receptor beta,Humans,yes,4,DB00675
BE0004877,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",Humans,unknown,21,DB00675
BE0004895,Protein kinase C,Humans,yes,22,DB00675
BE0000132,Androgen receptor,Humans,unknown,23,DB00675
BE0000090,Potassium voltage-gated channel subfamily H member 2,Humans,unknown,24,DB00675
BE0000956,Nuclear receptor subfamily 1 group I member 2,Humans,unknown,25,DB00675
BE0002088,Estrogen-related receptor gamma,Humans,unknown,26,DB00675
BE0000685,Sex hormone-binding globulin,Humans,yes,27,DB00675
BE0003790,Mitogen-activated protein kinase 8,Humans,unknown,35,DB00675
BE0000426,Acetylcholinesterase,Humans,yes,1,DB00677
BE0002180,Cholinesterase,Humans,yes,2,DB00677
BE0000510,Serotransferrin,Humans,unknown,5,DB00677
BE0000062,Type-1 angiotensin II receptor,Humans,yes,,DB00678
BE0000756,Dopamine D2 receptor,Humans,yes,1,DB00679
BE0000020,Dopamine D1 receptor,Humans,yes,2,DB00679
BE0000501,Alpha-1A adrenergic receptor,Humans,yes,3,DB00679
BE0000575,Alpha-1B adrenergic receptor,Humans,yes,4,DB00679
BE0000451,5-hydroxytryptamine receptor 2A,Humans,yes,5,DB00679
BE0000090,Potassium voltage-gated channel subfamily H member 2,Humans,unknown,6,DB00679
BE0000197,Sodium channel protein type 5 subunit alpha,Humans,yes,,DB00680
BE0004803,Ergosterol,Candida albicans,yes,1,DB00681
BE0000713,Vitamin K epoxide reductase complex subunit 1,Humans,yes,1,DB00682
BE0000956,Nuclear receptor subfamily 1 group I member 2,Humans,unknown,7,DB00682
BE0004797,GABA(A) Receptor,Humans,yes,2,DB00683
BE0008668,GABA(A) Receptor Benzodiazepine Binding Site,Humans,yes,3,DB00683
BE0000279,30S ribosomal protein S12,Escherichia coli (strain K12),yes,,DB00684
BE0004799,16S ribosomal RNA,Enteric bacteria and other eubacteria,unknown,,DB00684
BE0000366,DNA gyrase subunit A,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),yes,,DB00685
BE0000429,DNA topoisomerase 4 subunit A,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),yes,,DB00685
BE0000742,DNA topoisomerase 2-alpha,Humans,unknown,,DB00685
BE0001015,Fibroblast growth factor 2,Humans,yes,1,DB00686
BE0000689,Fibroblast growth factor 1,Humans,yes,2,DB00686
BE0000326,Fibroblast growth factor 4,Humans,unknown,3,DB00686
BE0000668,Mineralocorticoid receptor,Humans,yes,,DB00687
BE0000794,Glucocorticoid receptor,Humans,unknown,1,DB00687
BE0000761,Inosine-5'-monophosphate dehydrogenase 1,Humans,yes,1,DB00688
BE0000722,Inosine-5'-monophosphate dehydrogenase 2,Humans,yes,2,DB00688
BE0004520,6-pyruvoyl tetrahydrobiopterin synthase,Humans,unknown,17,DB00688
BE0000488,Penicillin-binding protein 1B,Escherichia coli (strain K12),yes,2,DB00689
BE0004797,GABA(A) Receptor,Humans,yes,3,DB00690
BE0008668,GABA(A) Receptor Benzodiazepine Binding Site,Humans,yes,4,DB00690
BE0000221,Angiotensin-converting enzyme,Humans,yes,,DB00691
BE0000289,Alpha-2A adrenergic receptor,Humans,yes,,DB00692
BE0000501,Alpha-1A adrenergic receptor,Humans,yes,1,DB00692
BE0000575,Alpha-1B adrenergic receptor,Humans,unknown,2,DB00692
BE0000715,Alpha-1D adrenergic receptor,Humans,unknown,3,DB00692
BE0003837,Ig kappa chain V-II region RPMI 6410,Humans,no,,DB00693
BE0004796,DNA,Humans,no,,DB00693
BE0004796,DNA,Humans,yes,1,DB00694
BE0000742,DNA topoisomerase 2-alpha,Humans,yes,2,DB00694
BE0002425,DNA topoisomerase 2-beta,Humans,yes,3,DB00694
BE0000502,Solute carrier family 12 member 1,Humans,yes,,DB00695
BE0000322,Carbonic anhydrase 2,Humans,no,9,DB00695
BE0005562,G-protein coupled receptor 35,Humans,unknown,12,DB00695
BE0000659,5-hydroxytryptamine receptor 1D,Humans,yes,1,DB00696
BE0000797,5-hydroxytryptamine receptor 1B,Humans,yes,2,DB00696
BE0000451,5-hydroxytryptamine receptor 2A,Humans,yes,3,DB00696
BE0000756,Dopamine D2 receptor,Humans,unknown,4,DB00696
BE0000501,Alpha-1A adrenergic receptor,Humans,yes,5,DB00696
BE0000575,Alpha-1B adrenergic receptor,Humans,yes,6,DB00696
BE0000715,Alpha-1D adrenergic receptor,Humans,yes,7,DB00696
BE0000289,Alpha-2A adrenergic receptor,Humans,unknown,8,DB00696
BE0004889,D(1) dopamine receptor,Humans,unknown,10,DB00696
BE0000291,5-hydroxytryptamine receptor 1A,Humans,unknown,11,DB00696
BE0000460,5-hydroxytryptamine receptor 1F,Humans,unknown,12,DB00696
BE0000533,5-hydroxytryptamine receptor 2C,Humans,unknown,13,DB00696
BE0000393,5-hydroxytryptamine receptor 2B,Humans,unknown,14,DB00696
BE0000342,Alpha-2C adrenergic receptor,Humans,unknown,15,DB00696
BE0004864,Alpha-2 adrenergic receptors,Humans,unknown,,DB00697
BE0003580,Nischarin,Humans,no,1,DB00697
BE0004863,Alpha-1 adrenergic receptors,Humans,unknown,2,DB00697
BE0002361,Probable pyruvate-flavodoxin oxidoreductase,Escherichia coli (strain K12),yes,1,DB00698
BE0000621,Oxygen-insensitive NADPH nitroreductase,Escherichia coli (strain K12),yes,2,DB00698
BE0000158,30S ribosomal protein S10,Escherichia coli (strain K12),unknown,3,DB00698
BE0000501,Alpha-1A adrenergic receptor,Humans,yes,,DB00699
BE0000668,Mineralocorticoid receptor,Humans,yes,,DB00700
BE0004854,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,yes,,DB00701
BE0000267,Carbonic anhydrase 1,Humans,yes,1,DB00703
BE0000535,Carbonic anhydrase 4,Humans,yes,2,DB00703
BE0000322,Carbonic anhydrase 2,Humans,yes,2,DB00703
BE0003629,Carbonic anhydrase 7,Humans,yes,2,DB00703
BE0003625,Carbonic anhydrase 3,Humans,unknown,2,DB00703
BE0000420,Delta-type opioid receptor,Humans,yes,,DB00704
BE0000770,Mu-type opioid receptor,Humans,yes,,DB00704
BE0000632,Kappa-type opioid receptor,Humans,yes,,DB00704
BE0000290,"HCG20471, isoform CRA_c",Humans,yes,1,DB00704
BE0004136,Reverse transcriptase/RNaseH,Human immunodeficiency virus 1,yes,3,DB00705
BE0000501,Alpha-1A adrenergic receptor,Humans,yes,1,DB00706
BE0000715,Alpha-1D adrenergic receptor,Humans,unknown,2,DB00706
BE0000575,Alpha-1B adrenergic receptor,Humans,unknown,3,DB00706
BE0000499,Low-density lipoprotein receptor,Humans,unknown,,DB00707
BE0000710,High affinity immunoglobulin gamma Fc receptor I,Humans,unknown,,DB00707
BE0000770,Mu-type opioid receptor,Humans,yes,,DB00708
BE0000420,Delta-type opioid receptor,Humans,unknown,1,DB00708
BE0000632,Kappa-type opioid receptor,Humans,unknown,2,DB00708
BE0004136,Reverse transcriptase/RNaseH,Human immunodeficiency virus 1,yes,1,DB00709
BE0004796,DNA,Humans,yes,2,DB00709
BE0000555,Protein P,HBV-F,yes,3,DB00709
BE0000776,Farnesyl pyrophosphate synthase,Humans,yes,,DB00710
BE0004801,Hydroxylapatite,Humans,yes,1,DB00710
BE0003570,Geranylgeranyl pyrophosphate synthase,Humans,yes,2,DB00710
BE0000248,Arachidonate 5-lipoxygenase,Humans,yes,,DB00711
BE0000017,Prostaglandin G/H synthase 1,Humans,unknown,1,DB00711
BE0000017,Prostaglandin G/H synthase 1,Humans,unknown,1,DB00712
BE0000262,Prostaglandin G/H synthase 2,Humans,yes,2,DB00712
BE0004643,Penicillin-binding protein 3,Streptococcus pneumoniae,yes,1,DB00713
BE0004644,Penicillin-binding protein 2a,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),yes,2,DB00713
BE0004290,Penicillin-binding protein 1A,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),yes,3,DB00713
BE0003624,Penicillin-binding protein 2B,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),yes,4,DB00713
BE0004335,Penicillin-binding protein 1b,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),yes,5,DB00713
BE0000576,Penicillin-binding protein 1A,Clostridium perfringens (strain 13 / Type A),yes,6,DB00713
BE0001018,Solute carrier family 15 member 1,Humans,unknown,7,DB00713
BE0008389,Penicillin-binding protein 2,Staphylococcus aureus,unknown,8,DB00713
BE0001134,Solute carrier family 15 member 2,Humans,unknown,9,DB00713
BE0000389,Dopamine D4 receptor,Humans,yes,1,DB00714
BE0000756,Dopamine D2 receptor,Humans,yes,2,DB00714
BE0000581,Dopamine D3 receptor,Humans,yes,3,DB00714
BE0000145,Dopamine D5 receptor,Humans,unknown,4,DB00714
BE0000020,Dopamine D1 receptor,Humans,unknown,5,DB00714
BE0000342,Alpha-2C adrenergic receptor,Humans,unknown,6,DB00714
BE0000572,Alpha-2B adrenergic receptor,Humans,unknown,7,DB00714
BE0000291,5-hydroxytryptamine receptor 1A,Humans,unknown,8,DB00714
BE0000451,5-hydroxytryptamine receptor 2A,Humans,unknown,9,DB00714
BE0000393,5-hydroxytryptamine receptor 2B,Humans,unknown,10,DB00714
BE0000533,5-hydroxytryptamine receptor 2C,Humans,unknown,11,DB00714
BE0000289,Alpha-2A adrenergic receptor,Humans,unknown,12,DB00714
BE0000659,5-hydroxytryptamine receptor 1D,Humans,unknown,13,DB00714
BE0000797,5-hydroxytryptamine receptor 1B,Humans,unknown,14,DB00714
BE0000749,Sodium-dependent serotonin transporter,Humans,yes,1,DB00715
BE0000486,Sodium-dependent noradrenaline transporter,Humans,unknown,2,DB00715
BE0000451,5-hydroxytryptamine receptor 2A,Humans,unknown,3,DB00715
BE0004863,Alpha-1 adrenergic receptors,Humans,unknown,8,DB00715
BE0004864,Alpha-2 adrenergic receptors,Humans,unknown,9,DB00715
BE0004872,Beta adrenergic receptor,Humans,unknown,10,DB00715
BE0000756,Dopamine D2 receptor,Humans,unknown,11,DB00715
BE0000442,Histamine H1 receptor,Humans,unknown,12,DB00715
BE0004862,Serotonin Receptors,Humans,unknown,13,DB00715
BE0004890,Muscarinic acetylcholine receptor,Humans,unknown,14,DB00715
BE0000393,5-hydroxytryptamine receptor 2B,Humans,unknown,15,DB00715
BE0004889,D(1) dopamine receptor,Humans,unknown,16,DB00715
BE0000705,Cysteinyl leukotriene receptor 1,Humans,yes,1,DB00716
BE0000099,Cysteinyl leukotriene receptor 2,Humans,yes,2,DB00716
BE0000995,fMet-Leu-Phe receptor,Humans,unknown,3,DB00716
BE0000296,Prostaglandin D2 receptor,Humans,unknown,4,DB00716
BE0001120,Heat shock protein HSP 90-alpha,Humans,unknown,5,DB00716
BE0000557,Progesterone receptor,Humans,yes,1,DB00717
BE0000132,Androgen receptor,Humans,unknown,2,DB00717
BE0000794,Glucocorticoid receptor,Humans,unknown,4,DB00717
BE0000312,DNA polymerase/reverse transcriptase,HBV-D,yes,,DB00718
BE0000442,Histamine H1 receptor,Humans,yes,,DB00719
BE0004801,Hydroxylapatite,Humans,yes,1,DB00720
BE0000599,ADP/ATP translocase 1,Humans,yes,2,DB00720
BE0000709,ADP/ATP translocase 2,Humans,yes,3,DB00720
BE0000624,ADP/ATP translocase 3,Humans,yes,4,DB00720
BE0000177,Sodium channel protein type 10 subunit alpha,Humans,yes,1,DB00721
BE0000641,"Glutamate receptor ionotropic, NMDA 3A",Humans,yes,2,DB00721
BE0000311,5-hydroxytryptamine receptor 3A,Humans,yes,3,DB00721
BE0000647,Sodium-dependent dopamine transporter,Humans,yes,3,DB00721
BE0000738,Neuronal acetylcholine receptor subunit alpha-2,Humans,unknown,4,DB00721
BE0004906,Calcium-activated potassium channel,Humans,unknown,6,DB00721
BE0000657,Cytosolic phospholipase A2,Humans,unknown,7,DB00721
BE0009743,60 kDa lysophospholipase,Humans,unknown,8,DB00721
BE0004909,Monoamine oxidase,Humans,unknown,9,DB00721
BE0000892,DNA (cytosine-5)-methyltransferase 1,Humans,unknown,10,DB00721
BE0009880,DNA (cytosine-5)-methyltransferase 3A,Humans,unknown,15,DB00721
BE0000221,Angiotensin-converting enzyme,Humans,yes,,DB00722
BE0000270,Renin,Humans,unknown,3,DB00722
BE0000501,Alpha-1A adrenergic receptor,Humans,yes,,DB00723
BE0000575,Alpha-1B adrenergic receptor,Humans,unknown,,DB00723
BE0000715,Alpha-1D adrenergic receptor,Humans,unknown,1,DB00723
BE0000155,Toll-like receptor 7,Humans,yes,,DB00724
BE0003518,Toll-like receptor 8,Humans,unknown,1,DB00724
BE0000560,Muscarinic acetylcholine receptor M2,Humans,yes,,DB00725
BE0000092,Muscarinic acetylcholine receptor M1,Humans,yes,,DB00725
BE0000405,Muscarinic acetylcholine receptor M4,Humans,yes,,DB00725
BE0000247,Muscarinic acetylcholine receptor M5,Humans,yes,,DB00725
BE0000045,Muscarinic acetylcholine receptor M3,Humans,yes,,DB00725
BE0000749,Sodium-dependent serotonin transporter,Humans,yes,,DB00726
BE0000486,Sodium-dependent noradrenaline transporter,Humans,yes,,DB00726
BE0000647,Sodium-dependent dopamine transporter,Humans,unknown,1,DB00726
BE0000451,5-hydroxytryptamine receptor 2A,Humans,unknown,2,DB00726
BE0000291,5-hydroxytryptamine receptor 1A,Humans,unknown,3,DB00726
BE0000501,Alpha-1A adrenergic receptor,Humans,unknown,4,DB00726
BE0000575,Alpha-1B adrenergic receptor,Humans,unknown,5,DB00726
BE0000756,Dopamine D2 receptor,Humans,unknown,6,DB00726
BE0000572,Alpha-2B adrenergic receptor,Humans,unknown,7,DB00726
BE0000442,Histamine H1 receptor,Humans,unknown,8,DB00726
BE0000533,5-hydroxytryptamine receptor 2C,Humans,unknown,11,DB00726
BE0000311,5-hydroxytryptamine receptor 3A,Humans,unknown,12,DB00726
BE0000659,5-hydroxytryptamine receptor 1D,Humans,unknown,13,DB00726
BE0000289,Alpha-2A adrenergic receptor,Humans,unknown,14,DB00726
BE0004889,D(1) dopamine receptor,Humans,unknown,15,DB00726
BE0004872,Beta adrenergic receptor,Humans,unknown,16,DB00726
BE0004890,Muscarinic acetylcholine receptor,Humans,unknown,17,DB00726
BE0004882,5-hydroxytryptamine receptor 1C,Rat,unknown,18,DB00726
BE0000556,Atrial natriuretic peptide receptor 1,Humans,yes,,DB00727
BE0000738,Neuronal acetylcholine receptor subunit alpha-2,Humans,yes,,DB00728
BE0000560,Muscarinic acetylcholine receptor M2,Humans,yes,,DB00728
BE0000311,5-hydroxytryptamine receptor 3A,Humans,unknown,1,DB00728
BE0000548,Fumarate reductase flavoprotein subunit,Escherichia coli (strain K12),yes,,DB00730
BE0000207,ATP-binding cassette sub-family C member 8,Humans,yes,1,DB00731
BE0000215,Peroxisome proliferator-activated receptor gamma,Humans,unknown,2,DB00731
BE0000738,Neuronal acetylcholine receptor subunit alpha-2,Humans,yes,,DB00732
BE0000426,Acetylcholinesterase,Humans,yes,1,DB00733
BE0002180,Cholinesterase,Humans,yes,2,DB00733
BE0000451,5-hydroxytryptamine receptor 2A,Humans,yes,2,DB00734
BE0000756,Dopamine D2 receptor,Humans,yes,3,DB00734
BE0000575,Alpha-1B adrenergic receptor,Humans,unknown,4,DB00734
BE0000572,Alpha-2B adrenergic receptor,Humans,unknown,5,DB00734
BE0000501,Alpha-1A adrenergic receptor,Humans,unknown,6,DB00734
BE0000342,Alpha-2C adrenergic receptor,Humans,unknown,7,DB00734
BE0000442,Histamine H1 receptor,Humans,unknown,8,DB00734
BE0000533,5-hydroxytryptamine receptor 2C,Humans,unknown,9,DB00734
BE0000659,5-hydroxytryptamine receptor 1D,Humans,unknown,10,DB00734
BE0000291,5-hydroxytryptamine receptor 1A,Humans,unknown,11,DB00734
BE0000650,5-hydroxytryptamine receptor 7,Humans,unknown,12,DB00734
BE0004915,D(2L) dopamine receptor,Humans,unknown,13,DB00734
BE0000020,Dopamine D1 receptor,Humans,unknown,14,DB00734
BE0000577,Squalene monooxygenase,Humans,yes,,DB00735
BE0000349,Potassium-transporting ATPase alpha chain 1,Humans,yes,,DB00736
BE0000766,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",Humans,unknown,1,DB00736
BE0000442,Histamine H1 receptor,Humans,yes,,DB00737
BE0003848,Nuclear receptor subfamily 1 group I member 3,Humans,unknown,1,DB00737
BE0004796,DNA,Humans,unknown,,DB00738
BE0002517,tRNA (cytosine(38)-C(5))-methyltransferase,Humans,unknown,1,DB00738
BE0004644,Penicillin-binding protein 2a,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),yes,1,DB00739
BE0004335,Penicillin-binding protein 1b,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),yes,2,DB00739
BE0004643,Penicillin-binding protein 3,Streptococcus pneumoniae,yes,3,DB00739
BE0004290,Penicillin-binding protein 1A,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),yes,4,DB00739
BE0003624,Penicillin-binding protein 2B,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),yes,5,DB00739
BE0000197,Sodium channel protein type 5 subunit alpha,Humans,yes,1,DB00740
BE0000030,Cystine/glutamate transporter,Humans,yes,2,DB00740
BE0000794,Glucocorticoid receptor,Humans,yes,1,DB00741
BE0000422,Annexin A1,Humans,yes,2,DB00741
BE0000248,Arachidonate 5-lipoxygenase,Humans,yes,,DB00744
BE0000647,Sodium-dependent dopamine transporter,Humans,yes,,DB00745
BE0000575,Alpha-1B adrenergic receptor,Humans,unknown,,DB00745
BE0004807,Iron,Humans,yes,1,DB00746
BE0004818,Aluminum,Humans,yes,2,DB00746
BE0003392,Amyloid beta A4 protein,Humans,unknown,3,DB00746
BE0000092,Muscarinic acetylcholine receptor M1,Humans,yes,,DB00747
BE0001176,"Sucrase-isomaltase, intestinal",Humans,unknown,1,DB00747
BE0000560,Muscarinic acetylcholine receptor M2,Humans,unknown,2,DB00747
BE0000045,Muscarinic acetylcholine receptor M3,Humans,unknown,3,DB00747
BE0000405,Muscarinic acetylcholine receptor M4,Humans,unknown,4,DB00747
BE0000247,Muscarinic acetylcholine receptor M5,Humans,unknown,5,DB00747
BE0000849,Neuronal acetylcholine receptor subunit alpha-4,Humans,unknown,7,DB00747
BE0000850,Neuronal acetylcholine receptor subunit beta-2,Humans,unknown,8,DB00747
BE0000442,Histamine H1 receptor,Humans,yes,,DB00748
BE0000262,Prostaglandin G/H synthase 2,Humans,yes,1,DB00749
BE0000017,Prostaglandin G/H synthase 1,Humans,unknown,2,DB00749
BE0000412,Retinoic acid receptor RXR-alpha,Humans,unknown,3,DB00749
BE0000197,Sodium channel protein type 5 subunit alpha,Humans,yes,,DB00750
BE0000442,Histamine H1 receptor,Humans,yes,1,DB00751
BE0000112,Histamine H2 receptor,Humans,yes,2,DB00751
BE0000501,Alpha-1A adrenergic receptor,Humans,unknown,3,DB00751
BE0000289,Alpha-2A adrenergic receptor,Humans,unknown,4,DB00751
BE0000451,5-hydroxytryptamine receptor 2A,Humans,unknown,5,DB00751
BE0000650,5-hydroxytryptamine receptor 7,Humans,unknown,6,DB00751
BE0002196,Amine oxidase [flavin-containing] B,Humans,yes,1,DB00752
BE0002198,Amine oxidase [flavin-containing] A,Humans,yes,1,DB00752
BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,Humans,yes,1,DB00753
BE0000218,Calcium-transporting ATPase type 2C member 1,Humans,yes,2,DB00753
BE0000433,Glycine receptor subunit alpha-1,Humans,yes,3,DB00753
BE0000640,Glutamate receptor 1,Humans,yes,4,DB00753
BE0000781,Potassium voltage-gated channel subfamily A member 1,Humans,yes,5,DB00753
BE0000484,"ATP synthase subunit delta, mitochondrial",Humans,unknown,6,DB00753
BE0000418,Calmodulin,Humans,unknown,7,DB00753
BE0004797,GABA(A) Receptor,Humans,yes,10,DB00753
