number,country,approved,expires,pediatric-extension,parent_key
2125667,Canada,2000-03-13,2012-12-04,false,DB00588
5873360,United States,1999-02-23,2016-08-23,true,DB00588
6446627,United States,2002-09-10,2017-12-18,false,DB00588
6743413,United States,2004-06-01,2021-12-01,true,DB00588
6938796,United States,2005-09-06,2018-07-16,true,DB00588
6997349,United States,2006-02-14,2018-07-16,true,DB00588
6431168,United States,2002-08-13,2018-12-08,true,DB00588
7107986,United States,2006-09-19,2018-12-06,true,DB00588
7500444,United States,2009-03-10,2026-08-26,true,DB00588
6315173,United States,2001-11-13,2018-06-23,true,DB00588
7143908,United States,2006-12-05,2018-07-16,true,DB00588
6170717,United States,2001-01-09,2018-06-23,true,DB00588
7350676,United States,2008-04-01,2019-02-24,true,DB00588
7832351,United States,2010-11-16,2023-12-19,true,DB00588
6161724,United States,2000-12-19,2018-07-16,true,DB00588
6510969,United States,2003-01-28,2018-06-23,true,DB00588
6966467,United States,2005-11-22,2018-06-23,true,DB00588
6435372,United States,2002-08-20,2018-07-16,true,DB00588
7300669,United States,2007-11-27,2019-10-20,false,DB00588
8163723,United States,2012-04-24,2024-02-29,true,DB00588
9259428,United States,2016-02-16,2023-12-13,true,DB00588
8168620,United States,2012-05-01,2026-08-24,true,DB00588
6871646,United States,2005-03-29,2021-06-23,false,DB00588
8978966,United States,2015-03-17,2032-01-13,false,DB00588
6701917,United States,2004-03-09,2021-06-23,false,DB00588
7540282,United States,2009-06-02,2023-05-06,false,DB00588
6748947,United States,2004-06-15,2021-06-23,false,DB00588
8006690,United States,2011-08-30,2021-06-23,false,DB00588
6718972,United States,2004-04-13,2021-06-23,false,DB00588
9216260,United States,2015-12-22,2031-06-28,false,DB00588
8651103,United States,2014-02-18,2028-03-26,false,DB00588
9463288,United States,2016-10-11,2025-05-19,false,DB00588
8714149,United States,2014-05-06,2032-02-25,false,DB00588
9616024,United States,2017-04-11,2024-09-01,false,DB00588
9066957,United States,2015-06-30,2034-10-06,false,DB00588
9415008,United States,2016-08-16,2034-10-06,false,DB00588
9731087,United States,2017-08-15,2031-05-18,false,DB00588
8327844,United States,2012-12-11,2023-10-03,false,DB00588
7975690,United States,2011-07-12,2025-08-18,false,DB00588
6715485,United States,2004-04-06,2020-03-03,false,DB00588
8550073,United States,2013-10-08,2029-10-22,false,DB00588
8978647,United States,2015-03-17,2030-12-06,false,DB00588
9072857,United States,2015-07-07,2021-04-10,false,DB00588
9468727,United States,2016-10-18,2020-07-30,false,DB00588
8522778,United States,2013-09-03,2022-05-11,false,DB00588
8555878,United States,2013-10-15,2020-03-20,false,DB00588
9901585,United States,2018-02-27,2023-06-13,false,DB00588
9861771,United States,2018-01-09,2020-10-11,false,DB00588
9987229,United States,2018-06-05,2024-09-01,false,DB00588
10022510,United States,2018-07-17,2031-05-18,false,DB00588
10076615,United States,2018-09-18,2029-07-30,false,DB00588
10076614,United States,2018-09-18,2034-10-20,false,DB00588
10124132,United States,2018-11-13,2027-03-06,false,DB00588
10124131,United States,2018-11-13,2031-05-18,false,DB00588
10179216,United States,2019-01-15,2033-07-08,false,DB00588
10195375,United States,2019-02-05,2031-02-14,false,DB00588
10252010,United States,2019-04-09,2031-02-07,false,DB00588
10300229,United States,2019-05-28,2035-07-07,false,DB00588
9782550,United States,2017-10-10,2035-08-28,false,DB00588
9782551,United States,2017-10-10,2035-08-28,false,DB00588
10478574,United States,2019-11-19,2033-11-04,false,DB00588
10569034,United States,2016-08-16,2036-08-16,false,DB00588
10561808,United States,2012-01-01,2032-01-01,false,DB00588
8247395,United States,2012-08-21,2022-10-22,false,DB00591
8653053,United States,2014-02-18,2022-10-25,false,DB00591
7939516,United States,2011-05-10,2025-05-04,false,DB00591
7915243,United States,2011-03-29,2026-03-22,false,DB00591
6217895,United States,2001-04-17,2019-03-22,false,DB00591
6548078,United States,2003-04-15,2019-03-22,false,DB00591
6375972,United States,2002-04-23,2020-04-26,false,DB00591
8252307,United States,2012-08-28,2019-06-27,false,DB00591
8871241,United States,2014-10-28,2027-08-12,false,DB00591
8932610,United States,2015-01-13,2030-03-24,false,DB00591
9849085,United States,2017-12-26,2020-04-26,false,DB00591
8574659,United States,2013-11-05,2020-04-26,false,DB00591
8574613,United States,2013-11-05,2020-04-26,false,DB00591
9192579,United States,2015-11-24,2020-04-26,false,DB00591
8962028,United States,2015-02-24,2033-06-19,false,DB00596
8809307,United States,2014-08-19,2031-11-02,false,DB00596
6517847,United States,2003-02-11,2020-08-03,false,DB00596
10251895,United States,2019-04-09,2036-06-06,false,DB00596
10478502,United States,2019-11-19,2031-11-02,false,DB00596
10426787,United States,2019-10-01,2036-06-06,false,DB00596
5474756,United States,1995-12-12,2012-12-12,false,DB00597
1341176,Canada,2001-01-30,2018-01-30,false,DB00597
5846519,United States,1998-12-08,2015-12-08,false,DB00597
5688792,United States,1997-11-18,2014-11-18,false,DB00601
2168560,Canada,2001-08-14,2014-08-16,false,DB00601
6559305,United States,2003-05-06,2021-07-29,true,DB00601
6514529,United States,2003-02-04,2021-09-15,true,DB00601
8927595,United States,2015-01-06,2027-10-12,false,DB00602
8791153,United States,2014-07-29,2027-10-12,false,DB00602
6103248,United States,2000-08-15,2018-05-22,false,DB00602
9089587,United States,2015-07-28,2034-03-13,false,DB00602
8470788,United States,2013-06-25,2024-04-22,false,DB00602
9233118,United States,2016-01-12,2034-03-13,false,DB00602
9233117,United States,2016-01-12,2034-03-13,false,DB00602
7550440,United States,2009-06-23,2024-04-22,false,DB00602
8815816,United States,2014-08-26,2024-04-22,false,DB00602
8093219,United States,2012-01-10,2024-04-22,false,DB00602
8080530,United States,2011-12-20,2024-04-22,false,DB00602
6133310,United States,2000-10-17,2019-04-26,false,DB00602
5952372,United States,1999-09-14,2018-09-18,false,DB00602
8415311,United States,2013-04-09,2024-04-22,false,DB00602
9782425,United States,2017-10-10,2034-03-13,false,DB00602
10206939,United States,2019-02-19,2034-03-13,false,DB00602
2409059,Canada,2006-04-18,2021-04-25,false,DB00603
6495534,United States,2002-12-17,2020-05-15,false,DB00603
5648093,United States,1997-07-15,2014-07-15,false,DB00604
9603806,United States,2017-03-28,2034-02-12,false,DB00615
9498445,United States,2016-11-22,2034-02-12,false,DB00615
9050263,United States,2015-06-09,2034-02-12,false,DB00615
10238606,United States,2019-03-26,2034-02-12,false,DB00615
2093203,Canada,2002-11-26,2013-04-01,false,DB00619
RE43932,United States,2013-01-15,2019-07-16,true,DB00619
7544799,United States,2009-06-09,2019-07-16,true,DB00619
6894051,United States,2005-05-17,2019-11-23,true,DB00619
6958335,United States,2005-10-25,2022-06-19,true,DB00619
5521184,United States,1996-05-28,2015-07-04,true,DB00619
2268927,Canada,2003-09-23,2017-07-02,false,DB00620
5976573,United States,1999-11-02,2016-07-03,false,DB00620
6143329,United States,2000-11-07,2016-07-03,false,DB00620
7977045,United States,2011-07-12,2016-07-03,false,DB00620
6395294,United States,2002-05-28,2020-01-13,false,DB00620
8211880,United States,2012-07-03,2029-03-10,false,DB00620
8128960,United States,2012-03-06,2029-12-17,false,DB00620
8828440,United States,2014-09-09,2031-08-04,false,DB00620
9555048,United States,2017-01-31,2031-08-04,false,DB00620
6670351,United States,2003-12-30,2012-10-20,false,DB00621
5872147,United States,1999-02-16,2017-12-05,false,DB00621
6090799,United States,2000-07-18,2017-07-18,false,DB00621
6576659,United States,2003-06-10,2017-12-05,false,DB00621
6828313,United States,2004-12-07,2017-12-05,false,DB00621
5164405,United States,1992-11-17,2009-11-17,false,DB00622
7659291,United States,2010-02-09,2027-04-18,false,DB00622
8455524,United States,2013-06-04,2027-04-18,false,DB00622
7612102,United States,2009-11-03,2027-12-26,false,DB00622
9364564,United States,2016-06-14,2027-12-26,false,DB00622
5152997,United States,1992-10-06,2010-12-11,false,DB00624
2366856,Canada,2006-05-16,2020-03-27,false,DB00624
1332570,Canada,1994-10-18,2011-10-18,false,DB00624
6348210,United States,2002-02-19,2019-11-10,false,DB00624
5840327,United States,1998-11-24,2016-08-15,false,DB00624
6503894,United States,2003-01-07,2021-03-01,true,DB00624
9132089,United States,2015-09-15,2021-03-02,true,DB00624
9125816,United States,2015-09-08,2021-03-02,true,DB00624
6299900,United States,2001-10-09,2017-02-19,false,DB00624
6818226,United States,2004-11-16,2017-02-19,false,DB00624
6923983,United States,2005-08-02,2017-02-19,false,DB00624
7320968,United States,2008-01-22,2025-01-18,false,DB00624
7608605,United States,2009-10-27,2023-04-21,false,DB00624
7608606,United States,2009-10-27,2023-04-21,false,DB00624
7608607,United States,2009-10-27,2023-04-21,false,DB00624
7608608,United States,2009-10-27,2023-04-21,false,DB00624
7608609,United States,2009-10-27,2023-04-21,false,DB00624
7608610,United States,2009-10-27,2023-04-21,false,DB00624
7935690,United States,2011-05-03,2023-04-21,false,DB00624
8063029,United States,2011-11-22,2023-04-21,false,DB00624
8178518,United States,2012-05-15,2023-04-21,false,DB00624
6319913,United States,2001-11-20,2018-11-09,false,DB00624
6579865,United States,2003-06-17,2018-11-09,false,DB00624
6248358,United States,2001-06-19,2019-08-23,false,DB00624
8466138,United States,2013-06-18,2026-10-12,false,DB00624
8466137,United States,2013-06-18,2026-10-12,false,DB00624
8741881,United States,2014-06-03,2026-10-12,false,DB00624
8729057,United States,2014-05-20,2026-10-12,false,DB00624
8759329,United States,2014-06-24,2026-10-12,false,DB00624
8466136,United States,2013-06-18,2026-10-12,false,DB00624
8486925,United States,2013-07-16,2026-10-12,false,DB00624
8754070,United States,2014-06-17,2026-10-12,false,DB00624
9289586,United States,2016-03-22,2027-02-26,false,DB00624
9180194,United States,2015-11-10,2026-06-02,false,DB00624
8071075,United States,2011-12-06,2017-02-19,false,DB00624
8419307,United States,2013-04-16,2027-02-26,false,DB00624
8784878,United States,2014-07-22,2023-07-13,false,DB00624
8807861,United States,2014-08-19,2027-02-26,false,DB00624
8435944,United States,2013-05-07,2027-09-27,false,DB00624
8993520,United States,2015-03-31,2026-06-02,false,DB00624
8877230,United States,2014-11-04,2024-02-04,false,DB00624
8784882,United States,2014-07-22,2024-02-04,false,DB00624
8574622,United States,2013-11-05,2024-02-04,false,DB00624
8784869,United States,2014-07-22,2024-02-04,false,DB00624
8338395,United States,2012-12-25,2026-02-27,false,DB00624
7718640,United States,2010-05-18,2027-03-14,false,DB00624
9295675,United States,2016-03-29,2034-02-11,false,DB00624
8785426,United States,2014-07-22,2034-02-11,false,DB00624
9622340,United States,2017-04-11,2034-02-11,false,DB00624
9662340,United States,2017-05-30,2034-02-11,false,DB00624
5811423,United States,1998-09-22,2012-08-07,false,DB00625
2279198,Canada,2009-04-14,2018-02-02,false,DB00625
2101572,Canada,2001-08-28,2013-07-29,false,DB00625
5914331,United States,1999-06-22,2018-01-02,true,DB00625
6043230,United States,2000-03-28,2018-01-25,true,DB00625
5814639,United States,1998-09-29,2017-03-29,true,DB00625
6555133,United States,2003-04-29,2019-10-06,true,DB00625
6939964,United States,2005-09-06,2018-07-20,true,DB00625
6639071,United States,2003-10-28,2018-08-14,true,DB00625
6238695,United States,2001-05-29,2019-10-06,true,DB00625
6642245,United States,2003-11-04,2021-05-04,true,DB00625
6703396,United States,2004-03-09,2021-09-09,true,DB00625
5922695,United States,1999-07-13,2018-01-25,true,DB00625
5935946,United States,1999-08-10,2018-01-25,true,DB00625
5977089,United States,1999-11-02,2018-01-25,true,DB00625
8592397,United States,2013-11-26,2024-01-13,false,DB00625
8716264,United States,2014-05-06,2024-01-13,false,DB00625
9018192,United States,2015-04-28,2026-06-13,false,DB00625
8598185,United States,2013-12-03,2028-05-01,false,DB00625
9545414,United States,2017-01-17,2026-06-13,false,DB00625
9457036,United States,2016-10-04,2024-01-13,false,DB00625
9744181,United States,2017-08-29,2024-01-13,false,DB00625
6129930,United States,2000-10-10,2013-09-20,false,DB00627
2283159,Canada,2007-06-19,2018-03-06,false,DB00627
2298549,Canada,2006-01-10,2018-07-31,false,DB00627
6080428,United States,2000-06-27,2017-05-27,false,DB00627
6469035,United States,2002-10-22,2018-03-15,false,DB00627
5358941,United States,1994-10-25,2012-12-02,false,DB00630
2190148,Canada,2006-02-14,2015-05-12,false,DB00630
2294595,Canada,2001-08-21,2018-07-17,false,DB00630
5994329,United States,1999-11-30,2019-01-17,true,DB00630
6015801,United States,2000-01-18,2019-01-17,true,DB00630
6225294,United States,2001-05-01,2019-01-17,true,DB00630
7964212,United States,2011-06-21,2023-03-06,false,DB00630
7488496,United States,2009-02-10,2023-08-11,false,DB00630
2102782,Canada,2003-09-16,2012-05-07,false,DB00631
5661136,United States,1997-08-26,2018-07-14,true,DB00631
4874794,United States,1989-10-17,2014-04-28,false,DB00632
5534554,United States,1996-07-09,2013-12-13,false,DB00632
2421026,Canada,2005-02-15,2022-10-15,false,DB00632
2156063,Canada,1999-06-29,2019-06-29,false,DB00632
5344840,United States,1994-09-06,2011-09-06,false,DB00633
2326339,Canada,2008-12-23,2019-03-31,false,DB00633
1337659,Canada,1995-11-28,2012-11-28,false,DB00633
8455527,United States,2013-06-04,2032-07-04,true,DB00633
6716867,United States,2004-04-06,2019-10-01,true,DB00633
8242158,United States,2012-08-14,2032-07-04,true,DB00633
8338470,United States,2012-12-25,2032-07-04,true,DB00633
8648106,United States,2014-02-11,2032-07-04,true,DB00633
9320712,United States,2016-04-26,2032-07-04,true,DB00633
9616049,United States,2017-04-11,2032-07-04,true,DB00633
9649296,United States,2017-05-16,2036-04-20,false,DB00633
9717796,United States,2017-08-01,2036-04-20,false,DB00633
10016396,United States,2018-07-10,2032-01-04,false,DB00633
9186332,United States,2015-11-17,2024-04-23,false,DB00635
8168218,United States,2012-05-01,2028-01-07,false,DB00635
8309124,United States,2012-11-13,2024-04-23,false,DB00635
8394407,United States,2013-03-12,2024-04-23,false,DB00635
9040085,United States,2015-05-26,2024-04-23,false,DB00635
6488960,United States,2002-12-03,2020-03-14,false,DB00635
6677326,United States,2004-01-13,2020-03-14,false,DB00635
9504699,United States,2016-11-29,2027-08-03,false,DB00635
5266329,United States,1993-11-30,2010-11-30,false,DB00639
5993856,United States,1999-11-30,2017-11-17,false,DB00639
5731296,United States,1998-03-24,2015-03-24,false,DB00640
5846966,United States,1998-12-08,2013-09-21,false,DB00641
7326708,United States,2008-02-05,2026-04-11,false,DB00641
6080428,United States,2000-06-27,2017-05-27,false,DB00641
6469035,United States,2002-10-22,2018-03-15,false,DB00641
6699871,United States,2004-03-02,2022-07-26,false,DB00641
7125873,United States,2006-10-24,2022-07-26,false,DB00641
RE37721,United States,2002-05-28,2017-04-25,true,DB00641
RE42461,United States,2011-06-14,2017-04-25,true,DB00641
6303661,United States,2001-10-16,2017-04-24,false,DB00641
6890898,United States,2005-05-10,2019-02-02,false,DB00641
7078381,United States,2006-07-18,2019-02-02,false,DB00641
7459428,United States,2008-12-02,2019-02-02,false,DB00641
8168637,United States,2012-05-01,2022-06-26,false,DB00641
9597289,United States,2017-03-21,2030-02-23,false,DB00641
10300041,United States,2019-05-28,2027-04-26,false,DB00641
5217974,United States,1993-06-08,2011-03-29,false,DB00642
2400155,Canada,2009-09-15,2021-02-12,false,DB00642
1340794,Canada,1999-10-19,2016-10-19,false,DB00642
7772209,United States,2010-08-10,2022-05-24,true,DB00642
5344932,United States,1994-09-06,2017-01-24,true,DB00642
7135465,United States,2006-11-14,2023-08-18,true,DB00649
6946149,United States,2005-09-20,2023-03-07,false,DB00653
5296504,United States,1994-03-22,2011-03-22,false,DB00654
6429226,United States,2002-08-06,2009-09-06,false,DB00654
1339132,Canada,1997-07-29,2014-07-29,false,DB00654
9539262,United States,2017-01-10,2035-04-20,false,DB00654
9629852,United States,2017-04-25,2029-09-12,false,DB00654
8394826,United States,2013-03-12,2030-11-10,false,DB00654
9096569,United States,2015-08-04,2026-07-11,false,DB00654
8450344,United States,2013-05-28,2026-07-11,false,DB00654
9415043,United States,2016-08-16,2034-03-14,false,DB00654
9931336,United States,2018-04-03,2034-03-14,false,DB00654
9993470,United States,2018-06-12,2034-03-14,false,DB00654
10174017,United States,2019-01-08,2030-01-27,false,DB00654
10532993,United States,2006-07-11,2026-07-11,false,DB00654
10588901,United States,2014-03-14,2034-03-14,false,DB00654
8133893,United States,2012-03-13,2029-03-13,false,DB00656
6607748,United States,2003-08-19,2020-06-29,false,DB00656
7829120,United States,2010-11-09,2027-03-27,false,DB00656
5496545,United States,1996-03-05,2013-08-11,false,DB00658
2310960,Canada,2003-05-27,2014-08-10,false,DB00658
2169356,Canada,2000-07-04,2014-08-10,false,DB00658
7985418,United States,2011-07-26,2025-10-27,false,DB00658
6733780,United States,2004-05-11,2020-10-18,false,DB00658
9095509,United States,2015-08-04,2030-12-06,false,DB00658
6407128,United States,2002-06-18,2021-12-03,false,DB00660
7122566,United States,2006-10-17,2026-02-06,false,DB00660
7714006,United States,2010-05-11,2021-12-03,false,DB00660
5785994,United States,1998-07-28,2009-10-22,false,DB00661
6096339,United States,2000-08-01,2017-04-04,false,DB00661
1336401,Canada,1999-07-25,2012-07-25,false,DB00666
5665071,United States,1997-09-09,2013-05-27,false,DB00668
7794432,United States,2010-09-14,2025-09-11,false,DB00668
8870827,United States,2014-10-28,2025-09-11,false,DB00668
7449012,United States,2008-11-11,2025-09-11,false,DB00668
8048035,United States,2011-11-01,2025-09-11,false,DB00668
7297136,United States,2007-11-20,2025-01-18,false,DB00668
7621891,United States,2009-11-24,2025-02-04,false,DB00668
6629968,United States,2003-10-07,2020-06-30,false,DB00668
6635045,United States,2003-10-21,2021-06-29,false,DB00668
9149579,United States,2015-10-06,2025-07-19,false,DB00668
8425462,United States,2013-04-23,2024-11-23,false,DB00668
8231573,United States,2012-07-31,2028-11-25,false,DB00668
8016788,United States,2011-09-13,2025-03-21,false,DB00668
9259539,United States,2016-02-16,2026-02-01,false,DB00668
8206360,United States,2012-06-26,2027-02-27,false,DB00668
9238108,United States,2016-01-19,2027-01-22,false,DB00668
8226610,United States,2012-07-24,2029-04-10,false,DB00668
7918823,United States,2011-04-05,2024-11-23,false,DB00668
8608698,United States,2013-12-17,2024-11-23,false,DB00668
8021344,United States,2011-09-20,2029-11-02,false,DB00668
8361029,United States,2013-01-29,2024-11-23,false,DB00668
8313466,United States,2012-11-20,2024-11-23,false,DB00668
7731690,United States,2010-06-08,2025-01-15,false,DB00668
9278182,United States,2016-03-08,2026-02-01,false,DB00668
8920377,United States,2014-12-30,2024-11-23,false,DB00668
7731686,United States,2010-06-08,2026-06-01,false,DB00668
8926594,United States,2015-01-06,2026-03-31,false,DB00668
7749194,United States,2010-07-06,2028-10-30,false,DB00668
9056170,United States,2015-06-16,2024-11-23,false,DB00668
7947017,United States,2011-05-24,2028-03-12,false,DB00668
9295657,United States,2016-03-29,2035-03-13,false,DB00668
9119876,United States,2015-09-01,2035-03-13,false,DB00668
9283197,United States,2016-03-15,2034-08-15,false,DB00668
9586010,United States,2017-03-07,2025-09-11,false,DB00668
7905352,United States,2011-03-15,2027-04-12,false,DB00668
9724471,United States,2017-08-08,2027-05-23,false,DB00668
9737669,United States,2017-08-22,2024-11-23,false,DB00668
9833573,United States,2017-12-05,2024-11-23,false,DB00668
10039728,United States,2018-08-07,2034-08-14,false,DB00668
10004700,United States,2018-06-26,2034-08-14,false,DB00668
10130592,United States,2018-11-20,2035-03-13,false,DB00668
8367734,United States,2013-02-05,2026-01-26,false,DB00668
10314977,United States,2019-06-11,2024-11-23,false,DB00668
10335549,United States,2019-07-02,2025-04-30,false,DB00668
10166344,United States,2019-01-01,2025-01-21,false,DB00668
10166334,United States,2019-01-01,2025-01-21,false,DB00668
5705520,United States,1998-01-06,2011-12-10,false,DB00669
2469019,Canada,2005-09-13,2022-12-04,false,DB00669
2098302,Canada,2001-10-16,2011-12-10,false,DB00669
6060499,United States,2000-05-09,2018-02-14,true,DB00669
7332183,United States,2008-02-19,2026-04-02,true,DB00669
6586458,United States,2003-07-01,2018-02-14,true,DB00669
5872145,United States,1999-02-16,2018-02-14,true,DB00669
8022095,United States,2011-09-20,2018-02-14,true,DB00669
8491524,United States,2013-07-23,2022-11-21,false,DB00669
6681810,United States,2004-01-27,2015-12-13,false,DB00669
8287489,United States,2012-10-16,2024-12-06,false,DB00669
6135979,United States,2000-10-24,2017-03-21,false,DB00669
6280410,United States,2001-08-28,2017-03-27,false,DB00669
6174304,United States,2001-01-16,2015-12-13,false,DB00669
8343130,United States,2013-01-01,2022-10-18,false,DB00669
8241243,United States,2012-08-14,2023-08-10,false,DB00669
8241244,United States,2012-08-14,2022-11-21,false,DB00669
5957886,United States,1999-09-28,2016-03-08,false,DB00669
8267903,United States,2012-09-18,2023-03-18,false,DB00669
7901385,United States,2011-03-08,2026-07-31,false,DB00669
6251091,United States,2001-06-26,2016-12-09,false,DB00669
8118771,United States,2012-02-21,2023-08-10,false,DB00669
7776007,United States,2010-08-17,2026-11-22,false,DB00669
7811254,United States,2010-10-12,2027-08-26,false,DB00669
7973058,United States,2011-07-05,2027-04-12,false,DB00669
8155737,United States,2012-04-10,2027-04-12,false,DB00669
8366600,United States,2013-02-05,2029-04-21,false,DB00669
8470853,United States,2013-06-25,2027-04-12,false,DB00669
8983594,United States,2015-03-17,2030-11-19,false,DB00669
6745071,United States,2004-06-01,2023-02-21,false,DB00669
8597272,United States,2013-12-03,2027-04-12,false,DB00669
9272137,United States,2016-03-01,2027-09-07,false,DB00669
8875704,United States,2014-11-04,2028-04-07,false,DB00669
8590530,United States,2013-11-26,2025-09-15,false,DB00669
8327844,United States,2012-12-11,2023-10-03,false,DB00669
7975690,United States,2011-07-12,2025-08-18,false,DB00669
8899229,United States,2014-12-02,2030-08-18,false,DB00669
9108015,United States,2015-08-18,2025-09-15,false,DB00669
6715485,United States,2004-04-06,2020-03-03,false,DB00669
8555877,United States,2013-10-15,2020-03-03,false,DB00669
8550073,United States,2013-10-08,2029-10-22,false,DB00669
8978647,United States,2015-03-17,2030-12-06,false,DB00669
8047202,United States,2011-11-01,2023-07-02,false,DB00669
9119932,United States,2015-09-01,2024-04-23,false,DB00669
9327114,United States,2016-05-03,2032-10-08,false,DB00669
9427578,United States,2016-08-30,2027-04-12,false,DB00669
9649456,United States,2017-05-16,2030-10-21,false,DB00669
10076615,United States,2018-09-18,2029-07-30,false,DB00669
10076614,United States,2018-09-18,2034-10-20,false,DB00669
10124132,United States,2018-11-13,2027-03-06,false,DB00669
9211282,United States,2015-12-15,2031-07-19,false,DB00669
9974770,United States,2018-05-22,2030-06-16,false,DB00669
8440631,United States,2013-05-14,2026-05-09,false,DB00669
9610280,United States,2017-04-04,2030-06-16,false,DB00669
9283280,United States,2016-03-15,2025-07-01,false,DB00669
8268791,United States,2012-09-18,2026-05-09,false,DB00669
10478574,United States,2019-11-19,2033-11-04,false,DB00669
10398859,United States,2019-09-03,2027-12-19,false,DB00669
10537554,United States,2016-01-29,2036-01-29,false,DB00669
10603305,United States,2010-06-16,2030-06-16,false,DB00669
9233112,United States,2016-01-12,2028-12-14,false,DB00671
5145684,United States,1992-09-08,2011-01-25,false,DB00673
2469315,Canada,2008-12-02,2022-12-19,false,DB00673
8258132,United States,2012-09-04,2027-09-26,false,DB00673
6096742,United States,2000-08-01,2018-07-01,false,DB00673
9561229,United States,2017-02-07,2035-09-18,false,DB00673
9808465,United States,2017-11-07,2035-09-18,false,DB00673
9974794,United States,2018-05-22,2035-09-18,false,DB00673
9974793,United States,2018-05-22,2035-09-18,false,DB00673
9974742,United States,2018-05-22,2035-09-18,false,DB00673
10500208,United States,2019-12-10,2035-09-18,false,DB00673
10624850,United States,2015-09-18,2035-09-18,false,DB00673
2358062,Canada,2006-12-19,2019-12-20,false,DB00674
2310926,Canada,2001-11-20,2017-06-06,false,DB00674
6358527,United States,2002-03-19,2017-06-06,false,DB00674
6099863,United States,2000-08-08,2017-06-06,false,DB00674
7160559,United States,2007-01-09,2019-12-20,false,DB00674
6127425,United States,2000-10-03,2018-06-26,false,DB00675
5210079,United States,1993-05-11,2010-11-11,false,DB00678
5608075,United States,1997-03-04,2009-03-04,false,DB00678
2085584,Canada,2003-02-11,2011-06-07,false,DB00678
1334092,Canada,1995-01-24,2012-01-24,false,DB00678
1339008,Canada,1997-03-25,2014-03-25,false,DB00681
1336890,Canada,1995-09-05,2012-09-05,false,DB00681
6406713,United States,2002-06-18,2019-06-18,false,DB00681
5874104,United States,1999-02-23,2016-02-23,false,DB00681
5965156,United States,1999-10-12,2016-10-12,false,DB00681
9289432,United States,2016-03-22,2028-01-18,false,DB00683
9687495,United States,2017-06-27,2028-01-18,false,DB00683
8217033,United States,2012-07-10,2028-01-18,false,DB00683
8809322,United States,2014-08-19,2028-01-18,false,DB00683
5508269,United States,1996-04-16,2014-10-19,false,DB00684
5149694,United States,1992-09-22,2009-09-22,false,DB00684
2414737,Canada,2009-01-06,2021-06-26,false,DB00684
7795316,United States,2010-09-14,2028-08-03,false,DB00684
8101582,United States,2012-01-24,2027-12-19,false,DB00684
8450287,United States,2013-05-28,2027-12-19,false,DB00684
7368102,United States,2008-05-06,2022-12-19,false,DB00684
8715623,United States,2014-05-06,2022-12-19,false,DB00684
7559325,United States,2009-07-14,2025-10-27,false,DB00684
7442388,United States,2008-10-28,2020-05-10,false,DB00684
7097827,United States,2006-08-29,2016-04-16,false,DB00684
8349294,United States,2013-01-08,2020-05-10,false,DB00684
8069851,United States,2011-12-06,2024-09-24,false,DB00684
7516741,United States,2009-04-14,2024-01-11,false,DB00684
7939502,United States,2011-05-10,2022-06-14,false,DB00684
6987094,United States,2006-01-17,2022-09-22,false,DB00684
7696178,United States,2010-04-13,2023-03-17,false,DB00684
10207066,United States,2019-02-19,2030-11-04,false,DB00684
8664187,United States,2014-03-04,2025-06-20,false,DB00684
8869794,United States,2014-10-28,2028-09-12,false,DB00684
9421166,United States,2016-08-23,2022-12-19,false,DB00684
5164402,United States,1992-11-17,2009-11-17,false,DB00685
2023217,Canada,1996-12-10,2010-08-14,false,DB00685
6187341,United States,2001-02-13,2019-01-20,false,DB00685
5180715,United States,1993-01-19,2010-01-19,false,DB00686
5688529,United States,1997-11-18,2014-11-18,false,DB00688
5543408,United States,1996-08-06,2013-09-15,false,DB00688
2172506,Canada,2007-07-17,2014-09-27,false,DB00688
1333285,Canada,1994-11-29,2011-11-29,false,DB00688
6764678,United States,2004-07-20,2021-05-11,false,DB00692
7569230,United States,2009-08-04,2023-10-17,false,DB00692
6872390,United States,2005-03-29,2021-05-11,false,DB00692
7229630,United States,2007-06-12,2023-06-20,false,DB00692
7575757,United States,2009-08-18,2025-04-21,false,DB00692
10293047,United States,2019-05-21,2037-11-15,false,DB00693
7850990,United States,2010-12-14,2027-01-23,false,DB00694
8022279,United States,2011-09-20,2027-09-14,false,DB00694
8431806,United States,2013-04-30,2025-04-22,false,DB00694
8092828,United States,2012-01-10,2029-04-01,false,DB00694
8518437,United States,2013-08-27,2026-06-07,false,DB00694
9271931,United States,2016-03-01,2027-01-23,false,DB00694
10028912,United States,2018-07-24,2034-09-29,false,DB00694
10166184,United States,2019-01-01,2032-10-15,false,DB00694
6455557,United States,2002-09-24,2021-11-28,false,DB00697
6863902,United States,2005-03-08,2020-10-10,false,DB00700
6410054,United States,2002-06-25,2020-06-08,true,DB00700
6410524,United States,2002-06-25,2020-05-05,true,DB00700
6495165,United States,2002-12-17,2020-06-08,true,DB00700
6534093,United States,2003-03-18,2020-06-08,true,DB00700
6558707,United States,2003-05-06,2020-06-08,true,DB00700
6747020,United States,2004-06-08,2020-05-05,true,DB00700
7157101,United States,2007-01-02,2020-06-08,true,DB00700
5585397,United States,1996-12-17,2013-12-17,false,DB00701
6730679,United States,2004-05-04,2017-11-11,false,DB00701
4761237,United States,1988-08-02,2009-08-09,false,DB00702
6077836,United States,2000-06-20,2017-06-20,false,DB00702
