affected_organism,drugbank_id
Humans and other mammals,DB00839
Humans and other mammals,DB00840
Humans and other mammals,DB00841
Humans and other mammals,DB00842
Humans and other mammals,DB00843
Humans and other mammals,DB00844
Mycobacteria,DB00845
Mycobacterium leprae,DB00845
Humans and other mammals,DB00846
Humans and other mammals,DB00847
Humans and other mammals,DB00848
Humans and other mammals,DB00849
Humans and other mammals,DB00850
Humans and other mammals,DB00851
Humans and other mammals,DB00852
Humans and other mammals,DB00853
Humans and other mammals,DB00854
Humans and other mammals,DB00855
Humans and other mammals,DB00856
Fungi,DB00857
Humans and other mammals,DB00858
Humans and other mammals,DB00859
Humans and other mammals,DB00860
Humans and other mammals,DB00861
Humans and other mammals,DB00862
Humans and other mammals,DB00863
Humans and other mammals,DB00864
Humans and other mammals,DB00865
Humans and other mammals,DB00866
Humans and other mammals,DB00867
Humans and other mammals,DB00868
Humans and other mammals,DB00869
Humans and other mammals,DB00870
Humans and other mammals,DB00871
Humans and other mammals,DB00872
Humans and other mammals,DB14596
Humans and other mammals,DB00874
Humans and other mammals,DB00875
Humans and other mammals,DB00876
Humans and other mammals,DB00877
Bacteria,DB00878
Human Immunodeficiency Virus,DB00879
Humans and other mammals,DB00880
Humans and other mammals,DB00881
Humans and other mammals,DB00882
Humans and other mammals,DB00883
Humans and other mammals,DB00884
Humans and other mammals,DB00885
Humans and other mammals,DB00886
Humans and other mammals,DB00887
Humans and other mammals,DB00888
Humans and other mammals,DB00889
Humans and other mammals,DB00890
Humans and other mammals,DB00891
Humans and other mammals,DB00892
Humans and other mammals,DB00893
Humans and other mammals,DB00894
Humans and other mammals,DB00895
Humans and other mammals,DB00896
Humans and other mammals,DB00897
Humans and other mammals,DB00898
Humans and other mammals,DB00899
Human Immunodeficiency Virus,DB00900
Humans and other mammals,DB00901
Humans and other mammals,DB00902
Humans and other mammals,DB00903
Humans and other mammals,DB00904
Humans and other mammals,DB00905
Humans and other mammals,DB00906
Humans and other mammals,DB00907
Humans and other mammals,DB00908
Humans and other mammals,DB00909
Humans and other mammals,DB00910
"Trichomonas vaginalis, Giardia duodenalis, and Entamoeba histolytica",DB00911
Humans and other mammals,DB00912
Humans and other mammals,DB00913
Humans and other mammals,DB00914
Humans and other mammals,DB00915
Various viruses,DB00915
Bacteria and protozoa,DB00916
Helicobacter pylori,DB00916
Peptoclostridium difficile,DB00916
Humans and other mammals,DB00917
Humans and other mammals,DB00918
Enteric bacteria and other eubacteria,DB00919
Humans and other mammals,DB00920
Humans and other mammals,DB00921
Humans and other mammals,DB00922
Enteric bacteria and other eubacteria,DB00923
Humans and other mammals,DB00924
Humans and other mammals,DB00925
Humans and other mammals,DB00926
Humans and other mammals,DB00927
Humans and other mammals,DB00928
Humans and other mammals,DB00929
Humans and other mammals,DB00930
Enteric bacteria and other eubacteria,DB00931
Human Immunodeficiency Virus,DB00932
Humans and other mammals,DB00933
Humans and other mammals,DB00934
Humans and other mammals,DB00935
Humans and other mammals,DB00936
Humans and other mammals,DB00937
Humans and other mammals,DB00938
Humans and other mammals,DB00939
Humans and other mammals,DB00940
Humans and other mammals,DB00941
Humans and other mammals,DB00942
Human Immunodeficiency Virus,DB00943
Humans and other mammals,DB00944
Humans and other mammals,DB00945
Humans and other mammals,DB00946
Humans and other mammals,DB00947
Enteric bacteria and other eubacteria,DB00948
Humans and other mammals,DB00949
Humans and other mammals,DB00950
Mycobacteria,DB00951
Mycobacterium tuberculosis,DB00951
Humans and other mammals,DB00952
Humans and other mammals,DB00953
Enteric bacteria and other eubacteria,DB00954
Enteric bacteria and other eubacteria,DB00955
Humans and other mammals,DB00956
Humans and other mammals,DB00957
Humans and other mammals,DB00958
Humans and other mammals,DB00959
Humans and other mammals,DB00960
Humans and other mammals,DB00961
Humans and other mammals,DB00962
Humans and other mammals,DB00963
Humans and other mammals,DB00964
Humans and other mammals,DB00965
Humans and other mammals,DB00966
Humans and other mammals,DB00967
Humans and other mammals,DB00968
Humans and other mammals,DB00969
Humans and other mammals,DB00970
Humans and other mammals,DB00971
Fungi,DB00971
Bacteria,DB00971
Humans and other mammals,DB00972
Humans and other mammals,DB00973
Humans and other mammals,DB00974
Humans and other mammals,DB00975
Enteric bacteria and other eubacteria,DB00976
Humans and other mammals,DB00977
Enteric bacteria and other eubacteria,DB00978
Humans and other mammals,DB00979
Humans and other mammals,DB00980
Humans and other mammals,DB00981
Humans and other mammals,DB00982
Humans and other mammals,DB00983
Humans and other mammals,DB00984
Humans and other mammals,DB00985
Humans and other mammals,DB00986
Humans and other mammals,DB00987
Humans and other mammals,DB00988
Humans and other mammals,DB00989
Humans and other mammals,DB00990
Humans and other mammals,DB00991
Humans and other mammals,DB00992
Humans and other mammals,DB00993
Enteric bacteria and other eubacteria,DB00994
Escherichia coli,DB00994
Klebsiella,DB00994
Enterobacter,DB00994
Bacteroides,DB00994
Pseudomonas aeruginosa,DB00994
Haemophilus influenzae,DB00994
Enterobacter spp.,DB00994
Humans and other mammals,DB00995
Humans and other mammals,DB00996
Humans and other mammals,DB00997
Humans and other mammals,DB00998
Humans and other mammals,DB00999
Enteric bacteria and other eubacteria,DB01000
Streptococcus pneumoniae,DB01000
Haemophilus influenzae,DB01000
Humans and other mammals,DB01001
Humans and other mammals,DB01002
Humans and other mammals,DB01003
Human Herpes Virus,DB01004
Humans and other mammals,DB01005
Humans and other mammals,DB01006
Yeast and other fungi,DB01007
Humans and other mammals,DB01008
Humans and other mammals,DB01009
Humans and other mammals,DB01010
Humans and other mammals,DB01011
Humans and other mammals,DB01012
Humans and other mammals,DB01013
Humans and other mammals,DB01014
Haemophilus influenzae,DB01015
Neisseria gonorrhoeae,DB01015
Klebsiella spp.,DB01015
Enterobacter aerogenes,DB01015
Proteus mirabilis,DB01015
Proteus vulgaris,DB01015
Shigella,DB01015
Vibrio cholerae,DB01015
Streptococcus pyogenes,DB01015
Streptococcus viridans,DB01015
Staphylococcus aureus,DB01015
Staphylococcus epidermidis,DB01015
Streptococcus pneumoniae,DB01015
Pneumocystis carinii,DB01015
Escherichia coli,DB01015
Salmonella spp.,DB01015
Brucella melitensis,DB01015
Nocardia asteroides,DB01015
Nocardia brasiliensis,DB01015
Paracoccidioides brasiliensis,DB01015
Streptomyces somaliensis,DB01015
Morganella morganii,DB01015
Humans and other mammals,DB01016
Enteric bacteria and other eubacteria,DB01017
Bacillus anthracis,DB01017
Listeria monocytogenes,DB01017
Staphylococcus aureus,DB01017
Streptococcus pneumoniae,DB01017
Francisella tularensis,DB01017
Vibrio cholerae,DB01017
Yersinia pestis,DB01017
Acinetobacter,DB01017
Enterobacter aerogenes,DB01017
Escherichia coli,DB01017
Haemophilus influenzae,DB01017
Klebsiella,DB01017
Neisseria gonorrhoeae,DB01017
Neisseria meningitidis,DB01017
Shigella,DB01017
Chlamydophila psittaci,DB01017
Chlamydia trachomatis,DB01017
Clostridium,DB01017
Fusobacterium nucleatum,DB01017
Mycoplasma pneumoniae,DB01017
Propionibacterium acnes,DB01017
Treponema pallidum,DB01017
Humans and other mammals,DB01018
Humans and other mammals,DB01019
Humans and other mammals,DB01020
Humans and other mammals,DB01021
Humans and other mammals,DB01022
Humans and other mammals,DB01023
Humans and other mammals,DB01024
Humans and other mammals,DB01025
Humans and other mammals,DB01028
Humans and other mammals,DB01029
Humans and other mammals,DB01030
Humans and other mammals,DB01031
Humans and other mammals,DB01032
Humans and other mammals,DB01033
Humans and other mammals,DB01034
Fungi,DB01034
Bacteria,DB01034
Mycobacterium tuberculosis,DB01034
Humans and other mammals,DB01035
Humans and other mammals,DB01036
Humans and other mammals,DB01037
Humans and other mammals,DB01038
Humans and other mammals,DB01039
Humans and other mammals,DB01041
Humans and other mammals,DB01042
Humans and other mammals,DB01043
Enteric bacteria and other eubacteria,DB01044
Mycoplasma pneumoniae,DB01044
Chlamydia psittaci,DB01044
Chlamydia pneumoniae,DB01044
Chlamydia trachomatis,DB01044
Legionella pneumophila,DB01044
Mycobacterium,DB01044
Mycobacteria,DB01045
Various gram-negative and gram-positive eubacteria,DB01045
Mycobacterium tuberculosis,DB01045
Humans and other mammals,DB01046
Humans and other mammals,DB01047
Human Immunodeficiency Virus,DB01048
Humans and other mammals,DB01049
Humans and other mammals,DB01050
Enteric bacteria and other eubacteria,DB01051
Enteric bacteria and other eubacteria,DB01053
Streptococcus pyogenes,DB01053
Staphylococcus aureus,DB01053
Staphylococcus epidermidis,DB01053
Humans and other mammals,DB01054
Humans and other mammals,DB01055
Humans and other mammals,DB01056
Humans and other mammals,DB01057
Enteric bacteria and other eubacteria,DB01059
Enteric bacteria and other eubacteria,DB01060
Gram negative and gram positive bacteria,DB01060
Streptococcus pyogenes,DB01060
Streptococcus pneumoniae,DB01060
Salmonella typhi,DB01060
Borrelia burgdorferi,DB01060
Chlamydia psittaci,DB01060
Chlamydia pneumoniae,DB01060
Enteric bacteria and other eubacteria,DB01061
Humans and other mammals,DB01062
Humans and other mammals,DB01063
Humans and other mammals,DB01064
Humans and other mammals,DB01065
Enteric bacteria and other eubacteria,DB01066
Humans and other mammals,DB01067
Humans and other mammals,DB01068
Humans and other mammals,DB01069
Humans and other mammals,DB01070
Humans and other mammals,DB01071
Human Immunodeficiency Virus,DB01072
Humans and other mammals,DB01073
Humans and other mammals,DB01074
Humans and other mammals,DB01075
Humans and other mammals,DB01076
Humans and other mammals,DB01077
Humans and other mammals,DB01078
Humans and other mammals,DB01079
Humans and other mammals,DB01080
Humans and other mammals,DB01081
Enteric bacteria and other eubacteria,DB01082
Mycobacteria,DB01082
Mycobacterium tuberculosis,DB01082
Staphylococcus aureus,DB01082
Enterococcus faecalis,DB01082
Yersinia pestis,DB01082
Francisella tularensis,DB01082
Humans and other mammals,DB01083
Humans and other mammals,DB01084
Humans and other mammals,DB01085
Humans and other mammals,DB01086
Plasmodium,DB01087
Humans and other mammals,DB01088
Humans and other mammals,DB01089
Humans and other mammals,DB01090
Fungi,DB01091
Humans and other mammals,DB01092
Humans and other mammals,DB01093
Humans and other mammals,DB01094
Humans and other mammals,DB01095
Schistosoma mansoni,DB01096
Humans and other mammals,DB01097
Humans and other mammals,DB01098
Yeast and other fungi,DB01099
Humans and other mammals,DB01100
Humans and other mammals,DB01101
Humans and other mammals,DB01102
Parasitic protozoa and helminths,DB01103
Humans and other mammals,DB01104
Humans and other mammals,DB01105
Humans and other mammals,DB01106
Humans and other mammals,DB01107
Humans and other mammals,DB01108
Humans and other mammals,DB01109
"Fungi, yeast and protozoans",DB01110
Gram-negative bacilli,DB01111
Enteric bacteria and other eubacteria,DB01112
Humans and other mammals,DB01113
Humans and other mammals,DB01114
Humans and other mammals,DB01115
Humans and other mammals,DB01116
Plasmodium,DB01117
Humans and other mammals,DB01118
Humans and other mammals,DB01119
Humans and other mammals,DB01120
Humans and other mammals,DB01121
Humans and other mammals,DB01122
Enteric bacteria and other eubacteria,DB01123
Humans and other mammals,DB01124
Humans and other mammals,DB01125
Humans and other mammals,DB01126
Yeast and other fungi,DB01127
Humans and other mammals,DB01128
Humans and other mammals,DB01129
Humans and other mammals,DB01130
Plasmodium,DB01131
Humans and other mammals,DB01132
Humans and other mammals,DB01133
Humans and other mammals,DB01134
Humans and other mammals,DB01135
Humans and other mammals,DB01136
Enterococcus faecalis,DB01137
Staphylococcus aureus,DB01137
Staphylococcus epidermidis,DB01137
Staphylococcus saprophyticus,DB01137
Streptococcus pneumoniae,DB01137
Streptococcus pyogenes,DB01137
Enterobacter cloacae,DB01137
Escherichia coli,DB01137
Haemophilus influenzae,DB01137
Haemophilus parainfluenzae,DB01137
Klebsiella pneumoniae,DB01137
Legionella pneumophila,DB01137
Moraxella catarrhalis,DB01137
Proteus mirabilis,DB01137
Pseudomonas aeruginosa,DB01137
Serratia marcescens,DB01137
Chlamydophila pneumoniae,DB01137
Mycoplasma pneumoniae,DB01137
Staphylococcus haemolyticus,DB01137
Streptococcus sp. group G,DB01137
Streptococcus agalactiae,DB01137
Streptococcus viridans,DB01137
Bacillus anthracis,DB01137
Acinetobacter baumannii,DB01137
Acinetobacter lwoffii,DB01137
Bordetella pertussis,DB01137
Citrobacter freundii,DB01137
Enterobacter aerogenes,DB01137
Klebsiella oxytoca,DB01137
Morganella morganii,DB01137
Proteus vulgaris,DB01137
Providencia rettgeri,DB01137
Providencia stuartii,DB01137
Pseudomonas fluorescens,DB01137
Yersinia pestis,DB01137
Clostridium perfringens,DB01137
Group C Streptococcus sp.,DB01137
Streptococcus milleri,DB01137
Citrobacter koseri,DB01137
Cronobacter sakazakii,DB01137
Pantoea agglomerans,DB01137
Humans and other mammals,DB01138
Enteric bacteria and other eubacteria,DB01139
Enteric bacteria and other eubacteria,DB01140
"Aspergillis, Candida and other fungi",DB01141
Humans and other mammals,DB01142
Humans and other mammals,DB01143
Humans and other mammals,DB01144
Enteric bacteria and other eubacteria,DB01145
Humans and other mammals,DB01146
Enteric bacteria and other eubacteria,DB01147
Humans and other mammals,DB01148
Humans and other mammals,DB01149
Enteric bacteria and other eubacteria,DB01150
Humans and other mammals,DB01151
Various Fungus Species,DB01152
Yeast and other fungi,DB01153
Humans and other mammals,DB01154
Enteric bacteria and other eubacteria,DB01155
Humans and other mammals,DB01156
Bacteria and protozoa,DB01157
Humans and other mammals,DB01157
Pneumocystis carinii,DB01157
Humans and other mammals,DB01158
Humans and other mammals,DB01159
Humans and other mammals,DB01160
Humans and other mammals,DB01161
Humans and other mammals,DB01162
Gram-negative Bacteria,DB01163
Escherichia coli,DB01163
Staphylococcus saprophyticus,DB01163
Proteus mirabilis,DB01163
Humans and other mammals,DB01164
Enteric bacteria and other eubacteria,DB01165
Humans and other mammals,DB01166
"Fungi, yeast and protozoans",DB01167
Humans and other mammals,DB01168
Humans and other mammals,DB01169
Humans and other mammals,DB01170
Humans and other mammals,DB01171
Enteric bacteria and other eubacteria,DB01172
Humans and other mammals,DB01173
Humans and other mammals,DB01174
Humans and other mammals,DB01175
Humans and other mammals,DB01176
Humans and other mammals,DB01177
Bacteria,DB01177
Humans and other mammals,DB01178
Condyloma acuminatum,DB01179
Humans and other mammals,DB01180
Humans and other mammals,DB01181
Humans and other mammals,DB01182
Humans and other mammals,DB01183
Humans and other mammals,DB01184
Humans and other mammals,DB01185
Humans and other mammals,DB01186
Humans and other mammals,DB01187
Humans and other mammals,DB01188
Yeast and other fungi,DB01188
Humans and other mammals,DB01189
Staphylococcus aureus,DB01190
Streptococcus pneumoniae,DB01190
Streptococcus pyogenes,DB01190
Clostridium perfringens,DB01190
Fusobacterium nucleatum,DB01190
Staphylococcus epidermidis,DB01190
Streptococcus agalactiae,DB01190
Streptococcus anginosus,DB01190
Streptococcus mitis,DB01190
Streptococcus oralis,DB01190
Finegoldia magna,DB01190
Propionibacterium acnes,DB01190
Fusobacterium necrophorum,DB01190
Peptostreptococcus anaerobius,DB01190
Prevotella melaninogenica,DB01190
Actinomyces israelii,DB01190
Clostridium clostridioforme,DB01190
Eggerthella lenta,DB01190
Parvimonas micra,DB01190
Prevotella bivia,DB01190
Prevotella intermedia,DB01190
Humans and other mammals,DB01191
Humans and other mammals,DB01192
Humans and other mammals,DB01193
Humans and other mammals,DB01194
Humans and other mammals,DB01195
Humans and other mammals,DB01196
Humans and other mammals,DB01197
Humans and other mammals,DB01198
Humans and other mammals,DB01199
Humans and other mammals,DB01200
Mycobacterium,DB01201
Mycobacterium tuberculosis,DB01201
Humans and other mammals,DB01202
Humans and other mammals,DB01203
Humans and other mammals,DB01204
Humans and other mammals,DB01205
Humans and other mammals,DB01206
Humans and other mammals,DB01207
Enteric bacteria and other eubacteria,DB01208
Humans and other mammals,DB01209
Humans and other mammals,DB01210
Enteric bacteria and other eubacteria,DB01211
Helicobacter pylori,DB01211
Haemophilus influenzae,DB01211
Streptococcus pneumoniae,DB01211
Streptococcus pyogenes,DB01211
Mycobacterium avium,DB01211
Mycobacterium leprae,DB01211
Mycobacterium,DB01211
Enteric bacteria and other eubacteria,DB01212
Salmonella typhi,DB01212
Neisseria meningitidis,DB01212
Neisseria gonorrhoeae,DB01212
Haemophilus influenzae,DB01212
Escherichia coli,DB01212
Humans and other mammals,DB01213
Humans and other mammals,DB01214
Humans and other mammals,DB01215
Humans and other mammals,DB01216
Humans and other mammals,DB01217
Plasmodium,DB01218
Humans and other mammals,DB01219
Enteric bacteria and other eubacteria,DB01220
Humans and other mammals,DB01221
Humans and other mammals,DB01222
Humans and other mammals,DB01223
Humans and other mammals,DB01224
Humans and other mammals,DB01225
Humans and other mammals,DB01226
Humans and other mammals,DB01227
Humans and other mammals,DB01228
Humans and other mammals,DB01229
Humans and other mammals,DB01230
Humans and other mammals,DB01231
Human Immunodeficiency Virus,DB01232
Humans and other mammals,DB01233
Humans and other mammals,DB01234
Humans and other mammals,DB01235
Humans and other mammals,DB01236
Humans and other mammals,DB01237
Humans and other mammals,DB01238
Humans and other mammals,DB01239
Humans and other mammals,DB01240
Humans and other mammals,DB01241
Humans and other mammals,DB01242
Humans and other mammals,DB01243
Humans and other mammals,DB01244
Humans and other mammals,DB01245
Humans and other mammals,DB01246
Humans and other mammals,DB01247
Humans and other mammals,DB01248
Humans and other mammals,DB01249
Humans and other mammals,DB01250
Humans and other mammals,DB01251
Humans and other mammals,DB01253
Humans and other mammals,DB01254
Humans and other mammals,DB01255
Bacteria,DB01256
Humans and other mammals,DB01257
Humans and other mammals,DB01259
Humans and other mammals,DB01260
Humans and other mammals,DB01261
Humans and other mammals,DB01262
"Aspergillis, Candida and other fungi",DB01263
Human Immunodeficiency Virus,DB01264
SARS-CoV-2,DB01264
Hepatitis B virus,DB01265
Humans and other mammals,DB01266
Humans and other mammals,DB01267
Humans and other mammals,DB01268
Humans and other mammals,DB01269
Humans and other mammals,DB01270
Humans and other mammals,DB01271
Humans and other mammals,DB01272
Humans and other mammals,DB01273
Humans and other mammals,DB01274
Humans and other mammals,DB01275
Humans and other mammals,DB01276
Humans and other mammals,DB01277
Humans and other mammals,DB01278
Humans and other mammals,DB01279
Humans and other mammals,DB01280
Humans and other mammals,DB01281
Humans and other mammals,DB01282
Humans and other mammals,DB01283
Humans and other mammals,DB01284
Humans and other mammals,DB01285
Humans and other mammals,DB01288
Humans and other mammals,DB01291
Humans and other mammals,DB01295
Humans and other mammals,DB01296
Bacteria,DB01298
Humans and other mammals,DB01303
Humans and other mammals,DB01306
Humans and other mammals,DB01307
Humans and other mammals,DB01309
Human Immunodeficiency Virus,DB01319
Humans and other mammals,DB01320
Enteric bacteria and other eubacteria,DB01321
Humans and other mammals,DB01324
Humans and other mammals,DB01325
Enteric bacteria and other eubacteria,DB01326
Enteric bacteria and other eubacteria,DB01327
Enteric bacteria and other eubacteria,DB01328
Enteric bacteria and other eubacteria,DB01329
Enteric bacteria and other eubacteria,DB01330
Enteric bacteria and other eubacteria,DB01331
Staphylococcus aureus,DB01332
Staphylococcus epidermidis,DB01332
Streptococcus agalactiae,DB01332
Streptococcus pneumoniae,DB01332
Streptococcus pyogenes,DB01332
Enterobacter,DB01332
Escherichia coli,DB01332
Haemophilus influenzae,DB01332
Klebsiella pneumoniae,DB01332
Morganella morganii,DB01332
Neisseria gonorrhoeae,DB01332
Proteus mirabilis,DB01332
Proteus vulgaris,DB01332
Providencia rettgeri,DB01332
Pseudomonas aeruginosa,DB01332
Serratia marcescens,DB01332
Bacteroides,DB01332
Peptococcus spp.,DB01332
Peptostreptococcus,DB01332
Aeromonas hydrophila,DB01332
Citrobacter spp.,DB01332
Moraxella catarrhalis,DB01332
Neisseria meningitidis,DB01332
Providencia stuartii,DB01332
Humans and other mammals,DB01337
Humans and other mammals,DB01338
Humans and other mammals,DB01342
Humans and other mammals,DB01344
Humans and other mammals,DB01347
Humans and other mammals,DB01348
Humans and other mammals,DB01353
Humans and other mammals,DB01354
Humans and other mammals,DB01355
Humans and other mammals,DB01359
Humans and other mammals,DB01362
Humans and other mammals,DB01363
Humans,DB01364
Humans and other mammals,DB01365
Humans and other mammals,DB01366
Humans and other mammals,DB01367
Enteric bacteria and other eubacteria,DB01369
Enterococcus faecalis,DB01369
Humans and other mammals,DB01373
Humans and other mammals,DB01380
Humans and other mammals,DB01382
Humans and other mammals,DB01384
Humans and other mammals,DB01388
Humans and other mammals,DB01390
Humans and other mammals,DB01392
Humans and other mammals,DB01393
Humans and other mammals,DB01394
Humans and other mammals,DB01395
Humans and other mammals,DB01396
Humans and other mammals,DB01399
Humans and other mammals,DB01400
Humans and other mammals,DB01403
Enteric bacteria and other eubacteria,DB01405
Humans and other mammals,DB01406
Humans and other mammals,DB01407
Humans and other mammals,DB01408
Humans and other mammals,DB01409
Humans and other mammals,DB01410
Humans and other mammals,DB01411
Enteric bacteria and other eubacteria,DB01413
Enteric bacteria and other eubacteria,DB01414
Enteric bacteria and other eubacteria,DB01415
Enteric bacteria and other eubacteria,DB01416
Humans and other mammals,DB01418
Humans and other mammals,DB01420
Enteric bacteria and other eubacteria,DB01421
Humans and other mammals,DB01423
Humans and other mammals,DB01424
Humans and other mammals,DB01426
Humans and other mammals,DB01427
Humans and other mammals,DB01428
Humans and other mammals,DB01430
Humans and other mammals,DB01432
Humans and other mammals,DB01433
Humans and other mammals,DB01434
Humans and other mammals,DB01435
Humans and other mammals,DB01436
Humans and other mammals,DB01437
Humans and other mammals,DB01438
Humans and other mammals,DB01439
Humans and other mammals,DB01440
Humans and other mammals,DB01441
Humans and other mammals,DB01442
Humans and other mammals,DB01443
Humans and other mammals,DB01444
Humans and other mammals,DB01445
Humans and other mammals,DB01452
Humans and other mammals,DB01463
Humans and other mammals,DB01466
Humans and other mammals,DB01481
Humans and other mammals,DB01486
Humans and other mammals,DB01497
Humans and other mammals,DB01515
Humans and other mammals,DB01520
Humans and other mammals,DB01541
Humans and other mammals,DB01544
Humans and other mammals,DB01549
Humans and other mammals,DB01558
Humans and other mammals,DB01559
Humans and other mammals,DB01560
Humans and other mammals,DB01562
Humans and other mammals,DB01564
Humans and other mammals,DB01567
Humans and other mammals,DB01571
Humans and other mammals,DB01576
Humans and other mammals,DB01577
Humans and other mammals,DB01578
Humans and other mammals,DB01579
Humans and other mammals,DB01580
Humans and other mammals,DB01583
Humans and other mammals,DB01586
Humans and other mammals,DB01588
Humans and other mammals,DB01589
Humans and other mammals,DB01590
Humans and other mammals,DB01591
Humans and other mammals,DB01592
Humans and other mammals,DB01593
Humans and other mammals,DB01594
Humans and other mammals,DB01595
Humans and other mammals,DB01597
Staphylococcus aureus,DB01598
Escherichia coli,DB01598
Enterococcus faecalis,DB01598
Haemophilus influenzae,DB01598
Haemophilus parainfluenzae,DB01598
Serratia marcescens,DB01598
Morganella morganii,DB01598
Proteus vulgaris,DB01598
Providencia rettgeri,DB01598
Pseudomonas aeruginosa,DB01598
Staphylococcus epidermidis,DB01598
Streptococcus agalactiae,DB01598
Enterobacter cloacae,DB01598
Klebsiella pneumoniae,DB01598
Klebsiella aerogenes,DB01598
Citrobacter freundii,DB01598
Bacteroides caccae,DB01598
Bacteroides ovatus,DB01598
Bacteroides thetaiotaomicron,DB01598
Bacteroides stercoris,DB01598
Bacteroides uniformis,DB01598
Bacteroides vulgatus,DB01598
Fusobacterium nucleatum,DB01598
Parabacteroides distasonis,DB01598
Acinetobacter spp.,DB01598
Enterobacter spp.,DB01598
Klebsiella spp.,DB01598
Citrobacter spp.,DB01598
Proteus spp.,DB01598
Bifidobacterium spp.,DB01598
Clostridium spp.,DB01598
Eubacterium spp.,DB01598
Peptococcus spp.,DB01598
Peptostreptococcus spp.,DB01598
Propionibacterium spp.,DB01598
Bacteroides spp.,DB01598
Fusobacterium spp.,DB01598
Serratia spp.,DB01598
Gardnerella vaginalis,DB01598
Humans and other mammals,DB01599
Humans and other mammals,DB01600
Human Immunodeficiency Virus,DB01601
SARS-CoV-2,DB01601
Enteric bacteria and other eubacteria,DB01602
Enteric bacteria and other eubacteria,DB01603
Staphylococcus aureus,DB01603
Gram-positive Bacteria,DB01603
Staphylococcus epidermidis,DB01603
Streptococcus pyogenes,DB01603
Streptococcus pneumoniae,DB01603
Enteric bacteria and other eubacteria,DB01604
Enteric bacteria and other eubacteria,DB01605
Humans and other mammals,DB01606
Enteric bacteria and other eubacteria,DB01607
Humans and other mammals,DB01608
Humans and other mammals,DB01609
Human Herpes Virus,DB01610
Plasmodium,DB01611
Humans and other mammals,DB01612
Humans and other mammals,DB01613
Humans and other mammals,DB01614
Humans and other mammals,DB01615
Humans and other mammals,DB01616
Humans and other mammals,DB01618
Humans and other mammals,DB01619
Humans and other mammals,DB01620
Humans and other mammals,DB01621
Humans and other mammals,DB01622
Humans and other mammals,DB01623
Humans and other mammals,DB01624
Humans and other mammals,DB01625
Humans and other mammals,DB01626
Enteric bacteria and other eubacteria,DB01627
Humans and other mammals,DB01628
Humans and other mammals,DB01638
Humans and other mammals,DB01645
Helminthic Microorganisms,DB01645
Parasitic nematodes and other roundworms,DB01645
Humans and other mammals,DB01656
Humans and other mammals,DB01665
Bacteria,DB01669
Humans and other mammals,DB01678
Humans and other mammals,DB01686
Humans and other mammals,DB01698
Humans and other mammals,DB01708
Enteric bacteria and other eubacteria,DB01764
Enterococcus faecalis,DB01764
Humans and other mammals,DB01783
Humans and other mammals,DB01791
Humans and other mammals,DB01956
Humans and other mammals,DB02071
Humans and other mammals,DB02187
Humans and other mammals,DB02300
Humans and other mammals,DB02325
Humans and other mammals,DB02342
Humans and other mammals,DB02383
Humans and other mammals,DB02527
Humans and other mammals,DB02546
Humans and other mammals,DB02638
Enteric bacteria and other eubacteria,DB02703
Humans and other mammals,DB02709
Humans and other mammals,DB02877
Humans and other mammals,DB02901
Humans and other mammals,DB02959
Treponema pallidum,DB02968
Streptococcus pyogenes,DB02968
Streptococcus pneumoniae,DB02968
Streptococcus agalactiae,DB02968
Staphylococcus saprophyticus,DB02968
Neisseria meningitidis,DB02968
Leptospira interrogans,DB02968
Clostridium perfringens,DB02968
Humans and other mammals,DB02998
Humans and other mammals,DB03010
Humans and other mammals,DB03088
Humans and other mammals,DB03147
Bacteria,DB03166
Mycobacterium,DB03177
Humans and other mammals,DB03193
Humans and other mammals,DB03255
Humans and other mammals,DB03326
Humans and other mammals,DB03348
Humans and other mammals,DB03424
Humans and other mammals,DB03501
Humans and other mammals,DB03516
Humans and other mammals,DB03575
Enteric bacteria and other eubacteria,DB03615
Humans and other mammals,DB03615
Humans and other mammals,DB03619
Humans and other mammals,DB03766
Humans and other mammals,DB03783
Humans and other mammals,DB03852
Humans and other mammals,DB03880
Enteric bacteria and other eubacteria,DB03966
"Trichomonas vaginalis, Giardia duodenalis, and Entamoeba histolytica",DB04209
Bacteria and protozoa,DB04209
Candida albicans and other yeasts,DB04209
Bacteroides,DB04209
Peptostreptococcus,DB04209
Humans and other mammals,DB04258
Humans and other mammals,DB04272
Humans and other mammals,DB04335
Humans and other mammals,DB04339
Humans and other mammals,DB04468
Humans and other mammals,DB04552
Humans and other mammals,DB04572
Humans and other mammals,DB04573
Humans and other mammals,DB04574
Humans and other mammals,DB04575
Humans and other mammals,DB04577
Humans and other mammals,DB04581
Humans and other mammals,DB04599
Humans and other mammals,DB04620
Enteric bacteria and other eubacteria,DB04626
Humans and other mammals,DB04630
Humans and other mammals,DB04633
Humans and other mammals,DB04660
Humans and other mammals,DB04690
Humans and other mammals,DB04711
Humans and other mammals,DB04725
Humans and other mammals,DB04738
Humans and other mammals,DB04743
Enteric bacteria and other eubacteria,DB04785
"Yeast, Molds, Trypanosomes",DB04786
Fungi,DB04794
Humans and other mammals,DB04795
Humans and other mammals,DB04805
Humans and other mammals,DB04812
Humans and other mammals,DB04817
Humans and other mammals,DB04818
Humans and other mammals,DB04819
Humans and other mammals,DB04820
Humans and other mammals,DB04821
Humans and other mammals,DB04822
Humans and other mammals,DB04824
