manufacturer,generic,url,drugbank-id
Biovail corp international,false,,DB00343
Biovail laboratories international srl,false,,DB00343
Apotex inc richmond hill,true,,DB00343
Baxter healthcare corp anesthesia and critical care,true,,DB00343
Bedford laboratories div ben venue laboratories inc,true,,DB00343
Hospira inc,true,,DB00343
International medication systems ltd,true,,DB00343
Taylor pharmacal co,true,,DB00343
Teva parenteral medicines inc,true,,DB00343
Apothecon inc div bristol myers squibb,true,,DB00343
Dava pharmaceuticals inc,true,,DB00343
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,true,,DB00343
Teva pharmaceuticals usa,true,,DB00343
Merck and co inc,false,,DB00343
Sanofi aventis us llc,false,,DB00344
Pfizer laboratories div pfizer inc,false,,DB00344
Roxane laboratories inc,true,,DB00344
Sigmapharm laboratories llc,true,,DB00344
Odyssey pharmaceuticals inc,false,,DB00344
Merck and co inc,true,,DB00345
Sanofi aventis us llc,false,,DB00346
Abbott laboratories pharmaceutical products div,false,,DB00347
Rare disease therapeutics inc,false,,DB00348
Johnson and johnson group consumer companies,false,,DB00350
Actavis mid atlantic llc,false,,DB00350
Bausch and lomb pharmaceuticals inc,false,,DB00350
Copley pharmaceutical inc,false,,DB00350
Hi tech pharmacal co inc,false,,DB00350
Novex pharma,false,,DB00350
Perrigo co,false,,DB00350
Sight pharmaceuticals inc,false,,DB00350
Teva pharmaceuticals usa inc,false,,DB00350
Wockhardt eu operations (swiss) ag,false,,DB00350
Avacor products llc,false,,DB00350
L perrigo co,false,,DB00350
Perrigo new york inc,false,,DB00350
Harmony laboratories,false,,DB00350
Pharmacia and upjohn co,false,,DB00350
Quantum pharmics ltd,false,,DB00350
Mutual pharmaceutical co inc,true,,DB00350
Par pharmaceutical inc,true,,DB00350
Royce laboratories inc,true,,DB00350
Usl pharma inc,true,,DB00350
Watson laboratories inc,true,,DB00350
Bristol myers squibb,false,,DB00351
Par pharmaceutical inc,false,,DB00351
Apotex inc richmond hill,true,,DB00351
Roxane laboratories inc,true,,DB00351
Teva pharmaceuticals usa,true,,DB00351
Wockhardt eu operations (swiss) ag,true,,DB00351
Barr laboratories inc,true,,DB00351
Teva pharmaceuticals usa inc,true,,DB00351
Usl pharma inc,true,,DB00351
Glaxosmithkline,true,,DB00352
Novartis pharmaceuticals corp,false,,DB00353
Pharmaforce inc,true,,DB00353
Stuart pharmaceuticals div ici americas,false,,DB00354
Gilead sciences inc,false,,DB00355
Bristol myers squibb,false,,DB00355
Bristol myers squibb co,false,,DB00355
App pharmaceuticals llc,true,,DB00355
Actavis totowa llc,true,,DB00356
Barr laboratories inc,true,,DB00356
Mikart inc,true,,DB00356
Mutual pharmaceutical co inc,true,,DB00356
Ohm laboratories inc,true,,DB00356
Par pharmaceutical inc,true,,DB00356
Pioneer pharmaceuticals inc,true,,DB00356
Sandoz inc,true,,DB00356
Watson laboratories inc,true,,DB00356
Ortho mcneil pharmaceutical inc,false,,DB00356
Ortho mcneil janssen pharmaceuticals inc,false,,DB00356
Ferndale laboratories inc,false,,DB00356
Novartis pharmaceuticals corp,false,,DB00357
Hoffmann la roche inc,false,,DB00358
Barr laboratories inc,true,,DB00358
Roxane laboratories inc,true,,DB00358
Sandoz inc,true,,DB00358
United states army walter reed army institute research,true,,DB00358
West ward pharmaceutical corp,true,,DB00358
Abbott laboratories pharmaceutical products div,true,,DB00359
Everylife,true,,DB00359
Impax laboratories inc,true,,DB00359
Lannett co inc,true,,DB00359
Lederle laboratories div american cyanamid co,true,,DB00359
Eli lilly and co,true,,DB00359
Sandoz inc,true,,DB00359
Biomarin pharmaceutical inc,false,,DB00360
Pierre fabre medicament,false,,DB00361
Actavis totowa llc,true,,DB00361
App pharmaceuticals llc,true,,DB00361
Baxter healthcare corp anesthesia and critical care,true,,DB00361
Bedford laboratories div ben venue laboratories inc,true,,DB00361
Ebewe pharma ges mbh nfg kg,true,,DB00361
Hospira inc,true,,DB00361
Teva parenteral medicines inc,true,,DB00361
Vicuron pharmaceuticals inc,false,,DB00362
Azur pharma international iii ltd,false,,DB00363
Caraco pharmaceutical laboratories ltd,true,,DB00363
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,true,,DB00363
Mylan pharmaceuticals inc,true,,DB00363
Par pharmaceutical,true,,DB00363
Sandoz inc,true,,DB00363
Novartis pharmaceuticals corp,false,,DB00363
Axcan pharma us inc,false,,DB00364
Nostrum laboratories inc,true,,DB00364
Teva pharmaceuticals usa inc,true,,DB00364
Otsuka pharmaceutical co ltd,false,,DB00365
Wyeth pharmaceuticals inc,true,,DB00367
Population council,false,,DB00367
Population council center for biomedical research,false,,DB00367
Bayer healthcare pharmaceuticals inc,false,,DB00367
Watson laboratories inc,true,,DB00367
Duramed pharmaceuticals inc,false,,DB00367
Hospira inc,false,,DB00368
Gilead sciences inc,false,,DB00369
Actavis totowa llc,true,,DB00370
Aurobindo pharma ltd inc,true,,DB00370
Teva pharmaceuticals usa inc,true,,DB00370
Watson laboratories inc,true,,DB00370
Organon usa inc,false,,DB00370
Actavis elizabeth llc,true,,DB00370
Alphapharm party ltd,true,,DB00370
Apotex inc etobicoke site,true,,DB00370
Aurobindo pharma ltd,true,,DB00370
Caraco pharmaceutical laboratories ltd,true,,DB00370
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,true,,DB00370
Mylan pharmaceuticals inc,true,,DB00370
Roxane laboratories inc,true,,DB00370
Sandoz inc,true,,DB00370
Watson laboratories inc florida,true,,DB00370
Glaxosmithkline llc,false,,DB00371
Medpointe pharmaceuticals medpointe healthcare inc,false,,DB00371
Wyeth ayerst laboratories,false,,DB00371
Ferndale laboratories inc,false,,DB00371
Alra laboratories inc,false,,DB00371
Teva pharmaceuticals usa inc,false,,DB00371
Alembic ltd,true,,DB00371
Barr laboratories inc,true,,DB00371
Elkins sinn div ah robins co inc,true,,DB00371
Heather drug co inc,true,,DB00371
Impax laboratories inc,true,,DB00371
Invagen pharmaceuticals inc,true,,DB00371
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,true,,DB00371
Ivc industries inc dba inverness medical nutritionals group,true,,DB00371
Lannett co inc,true,,DB00371
Lederle laboratories div american cyanamid co,true,,DB00371
Km lee laboratories inc,true,,DB00371
Mallard inc,true,,DB00371
Mk laboratories inc,true,,DB00371
Mutual pharmaceutical co inc,true,,DB00371
Mylan pharmaceuticals inc,true,,DB00371
Nexgen pharma inc,true,,DB00371
Parke davis div warner lambert co,true,,DB00371
L perrigo co,true,,DB00371
Pharmavite pharmaceuticals,true,,DB00371
Purepac pharmaceutical co,true,,DB00371
Private formulations inc,true,,DB00371
Roxane laboratories inc,true,,DB00371
Sandoz inc,true,,DB00371
Scherer laboratories inc,true,,DB00371
Solvay pharmaceuticals,true,,DB00371
Stanlabs pharmaceutical co sub simpak corp,true,,DB00371
Tablicaps inc,true,,DB00371
Usl pharma inc,true,,DB00371
Valeant pharmaceuticals international,true,,DB00371
Vangard laboratories inc div midway medical co,true,,DB00371
Watson laboratories inc,true,,DB00371
West ward pharmaceutical corp,true,,DB00371
Whiteworth towne paulsen inc,true,,DB00371
Halsey drug co inc,false,,DB00371
Novartis pharmaceuticals corp,false,,DB00372
Santen oy,false,,DB00373
Falcon pharmaceuticals ltd,true,,DB00373
Aton pharma inc,false,,DB00373
Ista pharmaceuticals,false,,DB00373
Akorn inc,true,,DB00373
Bausch and lomb pharmaceuticals inc,true,,DB00373
Bausch and lomb inc,true,,DB00373
Falcon pharmaceuticals inc,true,,DB00373
Fdc ltd,true,,DB00373
E fougera div altana inc,true,,DB00373
Hi tech pharmacal co inc,true,,DB00373
Novex pharma,true,,DB00373
Pacific pharma inc,true,,DB00373
Pacific pharma,true,,DB00373
Wockhardt ltd,true,,DB00373
Merck research laboratories div merck co inc,false,,DB00373
Mylan pharmaceuticals inc,true,,DB00373
Quantum pharmics ltd,true,,DB00373
Sandoz inc,true,,DB00373
Teva pharmaceuticals usa inc,true,,DB00373
Usl pharma inc,true,,DB00373
Watson laboratories inc,true,,DB00373
United therapeutics corp,false,,DB00374
Pharmacia and upjohn co,false,,DB00375
Impax laboratories inc,true,,DB00375
Lederle laboratories div american cyanamid co,false,,DB00376
Mikart inc,true,,DB00376
Pharmaceutical assoc inc div beach products,true,,DB00376
Pharmaceutical ventures ltd,true,,DB00376
Schering corp sub schering plough corp,false,,DB00376
Nylos trading co inc,true,,DB00376
Vangard laboratories inc div midway medical co,true,,DB00376
Vintage pharmaceuticals inc,true,,DB00376
Watson laboratories inc,true,,DB00376
West ward pharmaceutical corp,true,,DB00376
Helsinn healthcare sa,false,,DB00377
Solvay pharmaceuticals,false,,DB00378
Sandoz inc,true,,DB00379
Teva pharmaceuticals usa inc,true,,DB00379
Watson laboratories inc,true,,DB00379
Boehringer ingelheim,false,,DB00379
Bedford laboratories div ben venue laboratories inc,true,,DB00380
Topotarget as,false,,DB00380
Pharmacia and upjohn co,false,,DB00380
Synthon pharmaceuticals inc,true,,DB00381
Actavis totowa llc,true,,DB00381
Alkem laboratories ltd,true,,DB00381
Amneal pharmaceuticals ny llc,true,,DB00381
Apotex inc,true,,DB00381
Aurobindo pharma ltd,true,,DB00381
Caraco pharmaceutical laboratories ltd,true,,DB00381
Dr reddys laboratories ltd,true,,DB00381
Gedeon richter usa inc,true,,DB00381
Genpharm inc,true,,DB00381
Glenmark generics ltd,true,,DB00381
Invagen pharmaceuticals inc,true,,DB00381
Lek pharmaceuticals dd,true,,DB00381
Lupin ltd,true,,DB00381
Matrix laboratories ltd,true,,DB00381
Mutual pharmacal co,true,,DB00381
Mylan laboratories inc,true,,DB00381
Orchid healthcare,true,,DB00381
Ranbaxy laboratories ltd,true,,DB00381
Roxane laboratories inc,true,,DB00381
Teva pharmaceuticals usa inc,true,,DB00381
Torrent pharmaceuticals ltd,true,,DB00381
Upsher smith laboratories inc,true,,DB00381
Vintage pharmaceuticals llc,true,,DB00381
Watson laboratories inc,true,,DB00381
Wockhardt ltd,true,,DB00381
World gen llc,true,,DB00381
Zydus pharmaceuticals usa inc,true,,DB00381
Pfizer inc,false,http://www.pfizer.com/,DB00381
Dr reddys laboratories inc,false,,DB00381
Shionogi pharma inc,false,,DB00382
Pfizer laboratories div pfizer inc,false,,DB00383
Wellspring pharmaceutical corp,false,,DB00384
Endo pharmaceutical solutions inc,false,,DB00385
Monarch pharmaceuticals inc,false,,DB00387
Glaxosmithkline llc,false,,DB00390
Roxane laboratories inc,true,,DB00390
Abraxis pharmaceutical products,true,,DB00390
Baxter healthcare corp anesthesia and critical care,true,,DB00390
Hospira inc,true,,DB00390
Sandoz canada inc,true,,DB00390
Wyeth ayerst laboratories,true,,DB00390
Actavis totowa llc,true,,DB00390
Caraco pharmaceutical laboratories ltd,true,,DB00390
Impax laboratories inc,true,,DB00390
Jerome stevens pharmaceuticals inc,true,,DB00390
West ward pharmaceutical corp,true,,DB00390
Smithkline beecham corp dba glaxosmithkline,false,,DB00390
Parke davis div warner lambert co,false,,DB00392
Banner pharmacaps inc,true,,DB00393
Barr laboratories inc,true,,DB00393
Sun pharmaceutical industries inc,true,,DB00393
Bayer pharmaceuticals corp,false,,DB00393
Glaxosmithkline,false,,DB00394
Schering corp sub schering plough corp,false,,DB00394
Schering corp,false,,DB00394
Meda pharmaceuticals meda pharmaceuticals inc,false,,DB00395
Able laboratories inc,true,,DB00395
Actavis totowa llc,true,,DB00395
Advent pharmaceuticals inc,true,,DB00395
Aurobindo pharma ltd,true,,DB00395
Concord laboratories inc,true,,DB00395
Corepharma llc,true,,DB00395
Mutual pharmaceutical co inc,true,,DB00395
Pioneer pharmaceuticals inc,true,,DB00395
Sandoz inc,true,,DB00395
Sun pharmaceutical industries ltd,true,,DB00395
Vintage pharmaceuticals inc,true,,DB00395
Watson laboratories inc,true,,DB00395
West ward pharmaceutical corp,true,,DB00395
Schering corp sub schering plough corp,false,,DB00395
Bristol myers squibb,false,,DB00396
Amarin pharmaceuticals inc,false,,DB00396
Solvay pharmaceuticals,false,,DB00396
Esi pharmacal,false,,DB00396
Unimed pharmaceuticals llc,false,,DB00396
Watson laboratories inc,false,,DB00396
App pharmaceuticals llc,true,,DB00396
Eli lilly and co,true,,DB00396
Pharmaforce inc,true,,DB00396
Alza corp,false,,DB00396
Ferring pharmaceuticals inc,false,,DB00396
Bayer healthcare pharmaceuticals inc,false,,DB00398
Novartis pharmaceuticals corp,false,,DB00399
Wyeth ayerst laboratories,false,,DB00400
Johnson and johnson consumer companies inc,false,,DB00400
Orthoneutrogena,false,,DB00400
Actavis mid atlantic llc,false,,DB00400
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,false,,DB00400
Perrigo co tennessee inc,false,,DB00400
Elorac inc,false,,DB00400
Johnson and johnson consumer products inc,false,,DB00400
Schering corp sub schering plough corp,false,,DB00400
Pedinol pharmacal inc,false,,DB00400
Pliva inc,false,,DB00400
Mylan pharmaceuticals inc,true,,DB00401
Shionogi pharma inc,false,,DB00401
Sepracor inc,false,,DB00402
Sepracor Inc.,false,,DB00402
Pharmacia and upjohn co,false,,DB00403
Roxane laboratories inc,true,,DB00404
Actavis elizabeth llc,true,,DB00404
Amneal pharmaceuticals ny llc,true,,DB00404
Apotex inc,true,,DB00404
Barr laboratories inc,true,,DB00404
Corepharma llc,true,,DB00404
Impax laboratories inc,true,,DB00404
Mylan pharmaceuticals inc,true,,DB00404
Sandoz inc,true,,DB00404
Teva pharmaceuticals usa,true,,DB00404
Vintage pharmaceuticals llc,true,,DB00404
Watson laboratories inc florida,true,,DB00404
Zydus pharmaceuticals usa inc,true,,DB00404
Pharmacia and upjohn,false,,DB00404
Par pharmaceutical inc,true,,DB00404
Schwarz pharma inc,false,,DB00404
Alphapharm party ltd,true,,DB00404
Dava international inc,true,,DB00404
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,true,,DB00404
Sun pharma global inc,true,,DB00404
Teva pharmaceuticals usa inc,true,,DB00404
Watson laboratories inc,true,,DB00404
Pharmacia and upjohn co,false,,DB00404
Schering corp sub schering plough corp,false,,DB00405
Savage laboratories inc div altana inc,false,,DB00406
Key pharmaceuticals inc sub schering plough corp,false,,DB00406
Wyeth ayerst laboratories,false,,DB00407
Watson laboratories inc,false,,DB00408
Actavis totowa llc,true,,DB00408
Mylan pharmaceuticals inc,true,,DB00408
Glaxosmithkline,false,,DB00410
Perrigo new york inc,false,,DB00410
Altana inc,true,,DB00410
Taro pharmaceuticals usa inc,true,,DB00410
Teva pharmaceuticals usa inc,true,,DB00410
Pharmafair inc,true,,DB00411
Novartis pharmaceuticals corp,false,,DB00411
Alcon laboratories inc,false,,DB00411
Sb pharmco puerto rico inc,false,,DB00412
Glaxosmithkline,false,,DB00412
Boehringer ingelheim,false,,DB00413
Barr laboratories inc,true,,DB00414
Usl pharma inc,true,,DB00414
Watson laboratories inc,true,,DB00414
Eli lilly industries inc,false,,DB00414
Acic fine chemicals inc,true,,DB00415
Apothecon inc div bristol myers squibb,true,,DB00415
Baxter healthcare corp anesthesia and critical care,true,,DB00415
Consolidated pharmaceutical group inc,true,,DB00415
Gc hanford manufacturing co,true,,DB00415
Istituto biochimico italiano spa,true,,DB00415
Instituto biochemico italiano spa,true,,DB00415
International medication systems ltd,true,,DB00415
Eli lilly and co,true,,DB00415
Marsam pharmaceuticals llc,true,,DB00415
Sandoz inc,true,,DB00415
Wyeth ayerst laboratories,false,,DB00415
Bristol laboratories inc div bristol myers co,false,,DB00415
Glaxosmithkline,false,,DB00415
Parke davis div warner lambert co,false,,DB00415
American antibiotics llc,false,,DB00415
Dava pharmaceuticals inc,false,,DB00415
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,false,,DB00415
Lederle laboratories div american cyanamid co,false,,DB00415
Mylan pharmaceuticals inc,false,,DB00415
Purepac pharmaceutical co,false,,DB00415
Teva pharmaceuticals usa inc,false,,DB00415
Vitarine pharmaceuticals inc,false,,DB00415
Pfizer laboratories div pfizer inc,false,,DB00415
Bristol myers squibb co,false,,DB00415
Apothecon sub bristol myers squibb co,false,,DB00415
Eli lilly and co,false,,DB00416
Eli lilly and co,false,,DB00417
Glaxosmithkline,false,,DB00417
Apothecon inc div bristol myers squibb,false,,DB00417
Lederle laboratories div american cyanamid co,false,,DB00417
Parke davis div warner lambert co,false,,DB00417
American antibiotics llc,true,,DB00417
Dava pharmaceuticals inc,true,,DB00417
Mylan pharmaceuticals inc,true,,DB00417
Purepac pharmaceutical co,true,,DB00417
Teva pharmaceuticals usa inc,false,,DB00417
Wyeth ayerst laboratories,false,,DB00417
Pfizer laboratories div pfizer inc,false,,DB00417
Apothecon sub bristol myers squibb co,false,,DB00417
Bristol laboratories inc div bristol myers co,false,,DB00417
Aurobindo pharma ltd,true,,DB00417
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,true,,DB00417
Sandoz inc,true,,DB00417
Pharmacia and upjohn co,false,,DB00417
Anabolic inc,true,,DB00418
Barr laboratories inc,true,,DB00418
Everylife,true,,DB00418
Halsey drug co inc,true,,DB00418
Ivax pharmaceuticals inc,true,,DB00418
Kv pharmaceutical co,true,,DB00418
Lannett co inc,true,,DB00418
Parke davis div warner lambert co,true,,DB00418
L perrigo co,true,,DB00418
Purepac pharmaceutical co,true,,DB00418
Valeant pharmaceuticals international,true,,DB00418
Vitarine pharmaceuticals inc,true,,DB00418
Watson laboratories inc,true,,DB00418
West ward pharmaceutical corp,true,,DB00418
Whiteworth towne paulsen inc,true,,DB00418
Wyeth ayerst laboratories,true,,DB00418
Ranbaxy pharmaceuticals inc,false,,DB00418
Elkins sinn div ah robins co inc,true,,DB00418
Eli lilly and co,false,,DB00418
Actelion pharmaceuticals ltd,false,,DB00419
Wyeth ayerst laboratories,false,,DB00420
Watson laboratories inc,true,,DB00420
Baxter healthcare corp anesthesia critical care,false,,DB00420
Apothecon sub bristol myers squibb co,false,,DB00420
Apothecon inc div bristol myers squibb,false,,DB00420
Bristol myers squibb co,false,,DB00420
Gd searle llc,false,,DB00421
Actavis elizabeth llc,true,,DB00421
Amneal pharmaceuticals,true,,DB00421
Ascot hosp pharmaceuticals inc div travenol laboratories inc,true,,DB00421
Ivax pharmaceuticals inc,true,,DB00421
Lederle laboratories div american cyanamid co,true,,DB00421
Mutual pharmaceutical co inc,true,,DB00421
Mylan pharmaceuticals inc,true,,DB00421
Purepac pharmaceutical co,true,,DB00421
Sandoz inc,true,,DB00421
Superpharm corp,true,,DB00421
Upsher smith laboratories inc,true,,DB00421
Vangard laboratories inc div midway medical co,true,,DB00421
Vintage pharmaceuticals llc,true,,DB00421
Warner chilcott div warner lambert co,true,,DB00421
Watson laboratories inc,true,,DB00421
Shire development inc,false,,DB00422
Ucb inc,false,,DB00422
Novartis pharmaceuticals corp,false,,DB00422
Mallinckrodt inc,false,,DB00422
Tris pharma inc,true,,DB00422
Ortho mcneil janssen pharmaceutical inc,false,,DB00422
Able laboratories inc,true,,DB00422
Actavis elizabeth llc,true,,DB00422
Watson laboratories inc,true,,DB00422
"Ortho-McNeil-Janssen Pharmaceuticals, Inc.",false,,DB00422
Marsam pharmaceuticals llc,true,,DB00423
Watson laboratories inc,true,,DB00423
Baxter healthcare corp anesthesia critical care,false,,DB00423
Ferndale laboratories inc,false,,DB00423
Forest laboratories inc,false,,DB00423
Able laboratories inc,true,,DB00423
American therapeutics inc,true,,DB00423
Ascot hosp pharmaceuticals inc div travenol laboratories inc,true,,DB00423
Clonmel healthcare ltd,true,,DB00423
Heather drug co inc,true,,DB00423
Hetero drugs ltd,true,,DB00423
Impax laboratories inc,true,,DB00423
Inwood laboratories inc sub forest laboratories inc,true,,DB00423
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,true,,DB00423
Kv pharmaceutical co,true,,DB00423
Lannett co inc,true,,DB00423
Mutual pharmaceutical co inc,true,,DB00423
Mylan pharmaceuticals inc,true,,DB00423
Nylos trading co inc,true,,DB00423
Pharmeral inc,true,,DB00423
Pioneer pharmaceuticals inc,true,,DB00423
Purepac pharmaceutical co,true,,DB00423
Roxane laboratories inc,true,,DB00423
Sandoz inc,true,,DB00423
Solco healthcare us llc,true,,DB00423
Solvay pharmaceuticals,true,,DB00423
Superpharm corp,true,,DB00423
Tablicaps inc,true,,DB00423
Upsher smith laboratories inc,true,,DB00423
Vintage pharmaceuticals inc,true,,DB00423
West ward pharmaceutical corp,true,,DB00423
Schwarz pharma inc,false,,DB00423
Novadel pharma inc,false,,DB00425
Sanofi aventis us llc,false,,DB00425
Biovail laboratories international srl,false,,DB00425
Apotex inc,true,,DB00425
Aurobindo pharma ltd,true,,DB00425
Caraco pharmaceutical laboratories ltd,true,,DB00425
Carlsbad technology inc,true,,DB00425
Dr reddys laboratories ltd,true,,DB00425
Genpharm inc,true,,DB00425
Hikma pharmaceuticals,true,,DB00425
Invagen pharmaceuticals inc,true,,DB00425
Lek pharmaceuticals dd,true,,DB00425
Mutual pharmacal co,true,,DB00425
Mylan pharmaceuticals inc,true,,DB00425
Ranbaxy laboratories ltd,true,,DB00425
Roxane laboratories inc,true,,DB00425
Synthon pharmaceuticals ltd,true,,DB00425
Teva pharmaceuticals usa inc,true,,DB00425
Torrent pharmaceuticals ltd,true,,DB00425
Vintage pharmaceuticals llc,true,,DB00425
Watson laboratories inc,true,,DB00425
Wockhardt ltd,true,,DB00425
World gen llc,true,,DB00425
Meda pharmaceuticals,false,,DB00425
Pfizer inc,false,http://www.pfizer.com/,DB00425
Teva pharmaceuticals usa,true,,DB00426
Novartis pharmaceuticals corp,false,,DB00426
Glaxosmithkline,false,,DB00427
Usl pharma inc,false,,DB00427
Alpharma us pharmaceuticals division,true,,DB00427
Halsey drug co inc,true,,DB00427
Pharmaceutical assoc inc div beach products,true,,DB00427
Vitarine pharmaceuticals inc,true,,DB00427
Watson laboratories inc,true,,DB00427
Teva parenteral medicines inc,false,,DB00428
Pharmacia and upjohn co,false,,DB00429
Hospira inc,false,,DB00429
Wyeth ayerst laboratories,true,,DB00430
Reed and carnrick pharmaceuticals div block drug co inc,false,,DB00431
Sola barnes hind,false,,DB00431
Olta pharmaceuticals corp,true,,DB00431
Wockhardt eu operations (swiss) ag,true,,DB00431
Stiefel laboratories inc,false,,DB00431
Alcon laboratories inc,true,,DB00432
Monarch pharmaceuticals inc,false,,DB00432
Glaxosmithkline,false,,DB00433
Paddock laboratories inc,false,,DB00433
Able laboratories inc,true,,DB00433
G and w laboratories inc,true,,DB00433
Alpharma us pharmaceuticals division,false,,DB00433
Morton grove pharmaceuticals inc,true,,DB00433
Baxter healthcare corp anesthesia and critical care,false,,DB00433
Bedford laboratories div ben venue laboratories inc,true,,DB00433
Hospira inc,true,,DB00433
Marsam pharmaceuticals llc,true,,DB00433
Smith and nephew solopak div smith and nephew,true,,DB00433
Teva parenteral medicines inc,true,,DB00433
Watson laboratories inc,true,,DB00433
Wyeth ayerst laboratories,true,,DB00433
Duramed pharmaceuticals inc sub barr laboratories inc,true,,DB00433
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,true,,DB00433
Mylan pharmaceuticals inc,true,,DB00433
Sandoz inc,true,,DB00433
Teva pharmaceuticals usa,true,,DB00433
Cadista pharmaceuticals inc,false,,DB00433
Merck and co inc,false,,DB00434
Ino therapeutics inc,false,,DB00435
Apothecon inc div bristol myers squibb,false,,DB00436
Apotex inc etobicoke site,true,,DB00437
Caraco pharmaceutical laboratories ltd,true,,DB00437
Mutual pharmaceutical co inc,true,,DB00437
Mylan pharmaceuticals inc,true,,DB00437
Northstar healthcare holdings ltd,true,,DB00437
Par pharmaceutical inc,true,,DB00437
Purepac pharmaceutical co,true,,DB00437
Sandoz inc,true,,DB00437
Superpharm corp,true,,DB00437
Vintage pharmaceuticals inc,true,,DB00437
Watson laboratories inc,true,,DB00437
Abbott laboratories pharmaceutical products div,false,,DB00437
Dr reddys laboratories louisiana llc,false,,DB00437
Prometheus laboratories inc,false,,DB00437
Bedford laboratories,true,,DB00437
Bioniche pharma usa llc,false,,DB00437
Acs dobfar spa,true,,DB00438
Aurobindo pharma ltd,true,,DB00438
Wockhardt ltd,true,,DB00438
Glaxosmithkline,false,,DB00438
Hospira inc,false,,DB00438
Eli lilly and co,false,,DB00438
Baxter healthcare corp,false,,DB00438
Bayer pharmaceuticals corp,false,,DB00439
Monarch pharmaceuticals inc,false,,DB00440
Mutual pharmaceutical co inc,true,,DB00440
Teva pharmaceuticals usa inc,true,,DB00440
Watson laboratories inc,true,,DB00440
Hoffmann la roche inc,false,,DB00440
Fsc laboratories inc,false,,DB00440
Teva parenteral medicines inc,true,,DB00441
Eli lilly and co,false,,DB00441
Bristol myers squibb,false,,DB00442
Schering corp sub schering plough corp,false,,DB00443
Parke davis div warner lambert co,false,,DB00443
Parke davis pharmaceutical research div warner lambert co,false,,DB00443
Altana inc,true,,DB00443
Glenmark generics inc usa,true,,DB00443
Perrigo new york inc,true,,DB00443
Taro pharmaceuticals usa inc,true,,DB00443
Tolmar inc,true,,DB00443
Schering corp,false,,DB00443
Savage laboratories inc div altana inc,false,,DB00443
Actavis mid atlantic llc,true,,DB00443
E fougera div altana inc,true,,DB00443
Pharmaderm div altana inc,true,,DB00443
Teva pharmaceuticals usa inc,true,,DB00443
Alpharma us pharmaceuticals division,true,,DB00443
Taro pharmaceuticals inc,true,,DB00443
Teva pharmaceuticals usa,true,,DB00443
Watson laboratories inc,true,,DB00443
Connectics corp,false,,DB00443
Tj roaco ltd,false,,DB00443
Pharmafair inc,true,,DB00443
Stat trade inc,true,,DB00443
Bristol myers squibb co pharmaceutical research institute,false,,DB00444
Pfizer inc,false,http://www.pfizer.com/,DB00445
Actavis totowa llc,true,,DB00445
Akorn inc,true,,DB00445
App pharmaceuticals llc,true,,DB00445
Bedford laboratories div ben venue laboratories inc,true,,DB00445
Bioniche pharma usa llc,true,,DB00445
Ebewe pharma ges mbh nfg kg,true,,DB00445
Fresenius kabi oncology plc,true,,DB00445
Hospira inc,true,,DB00445
Teva parenteral medicines inc,true,,DB00445
Watson laboratories inc,true,,DB00445
X gen pharmaceuticals inc,true,,DB00445
John j ferrante,false,,DB00446
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,true,,DB00446
Parkedale pharmaceuticals inc,false,,DB00446
Armenpharm ltd,false,,DB00446
Parke davis pharmaceutical research div warner lambert co,false,,DB00446
Altana inc,true,,DB00446
Pharmafair inc,false,,DB00446
Allergan pharmaceutical,false,,DB00446
Alcon laboratories inc,false,,DB00446
Akorn inc,true,,DB00446
Optopics laboratories corp,false,,DB00446
Elkins sinn div ah robins co inc,false,,DB00446
App pharmaceuticals llc,true,,DB00446
Gruppo lepetit spa sub merrell dow pharmaceuticals inc,true,,DB00446
Angus chemical co,false,,DB00446
King pharmaceuticals inc,false,,DB00447
Matrix laboratories ltd,true,,DB00448
Teva pharmaceuticals usa,true,,DB00448
Takeda pharmaceuticals north america inc,false,,DB00448
Novartis consumer health inc,false,,DB00448
Sandoz inc,true,,DB00448
Akorn inc,false,,DB00449
Bausch and lomb pharmaceuticals inc,true,,DB00449
Falcon pharmaceuticals ltd,true,,DB00449
Allergan pharmaceutical,false,,DB00449
Abraxis pharmaceutical products,true,,DB00450
Astrazeneca lp,true,,DB00450
Hospira inc,true,,DB00450
Luitpold pharmaceuticals inc,true,,DB00450
Smith and nephew solopak div smith and nephew,true,,DB00450
Solopak laboratories inc,true,,DB00450
Watson laboratories inc,true,,DB00450
Akorn inc,false,,DB00450
Institute biochimique sa (ibsa),false,,DB00451
Institut biochimique sa ibsa,false,,DB00451
Vintage pharmaceuticals llc,false,,DB00451
Alara pharmaceutical corporation,false,,DB00451
Lloyd inc,false,,DB00451
Merck kgaa,true,,DB00451
Mylan pharmaceuticals inc,true,,DB00451
King pharmaceuticals inc,false,,DB00451
Abbott laboratories,false,,DB00451
