ref-id,isbn,citation,parent_key
T146,978-3-642-71112-1,"Gary R. Strichartz (1987). Local Anesthetics. Springer, Berlin, Heidelberg.",DB09088
T37,940111725X,"Godfraind T, Govoni S, Paoletti R, Vanhoutte PM (2013). Calcium Antagonists: Pharmacology and Clinical Research (pp. 306-307). Springer Science & Business Media.",DB09090
T65,,Rietschel R. and Fowler J. (2008). Fisher's contact dermatitis. BC Decker.,DB09091
T66,,Rainsford K. and Velo G. (1989). New developments in antirheumatic therapy. Kluwer Academic Publishers.,DB09091
T53,,Seyffart G. (1992). Drug dosage in renal insufficiency (2nd ed.). Springer Science+Business Media Dordrecht.,DB09092
T67,,Turner P. and Volans G. (1986). The drugs handbook 1985-86. Macmillan Reference Books.,DB09092
T28,978-0-7020-3471-8,"49, 50. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 614, 629). Edinburgh: Elsevier/Churchill Livingstone.",DB09093
T28,978-0-7020-3471-8,"32. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 397-398). Edinburgh: Elsevier/Churchill Livingstone.",DB09097
T28,978-0-7020-3471-8,"29, 30, 32, 33, 41, . (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 362, 372, 377, 394-395, 412, 522). Edinburgh: Elsevier/Churchill Livingstone.",DB09099
T68,,Trahan P. (1999). Clinical Handbook for biotherapy. Jones and Bartlett Publishers Inc..,DB09103
T69,1741031443,"Galbraith A., Bullock S., Manias E., Hunt B., and Richards A. (2013). Fundamentals of Pharmacology: An applied approach for nursing and health (2nd ed.). Pearson Education Limited.",DB09103
T70,,"Jackson, J.C. (2012). Avery's diseases of the newborn  (9th ed., pp. 633-646). Elsevier.",DB09114
T71,,"Sweet D. and Speer C. (2012). The newborn lung: neonatology questions and controversies (2nd ed., pp. 283-299). Elsevier.",DB09114
T72,,"1. (2010). In Ashcraft's pediatric surgery (5th ed., pp. 3-18). Elsevier.",DB09114
T73,,"52. (2011). In Pediatric Critical Care (4th ed., pp. 706-716). Mosby.",DB09114
T74,,"Barh D., Dhawan D. and Ganguly NK. (2013). Omics for personalized medicine. Springer.",DB09116
T75,,"Vasiliou V. and Petersen D. (2010). Comprehensive toxicology (2nd ed., pp. 131-147). Elsevier.",DB09116
T147,9780323511216,Arthur H. Jeske (2017). Mosby's Dental Drug Reference - E-Book (pp. 120-122). Elsevier Health Sciences.,DB09121
T149,9781437710359,Ronald I. Shorr (2007). Drugs for the Geriatric Patient . Elsevier Health Sciences.,DB09121
T76,,"Jones & Bartlett (2016). 2016 Nurse's drug handbook (15th ed., pp. 985). Jones and Bartlett Publishers Inc..",DB09124
T77,,"Clark M., Harvey R., Finkel R., Rey J. and Whalen K. (2011). Pharmacology (5th ed.). Lippincott Williams & Wilkins.",DB09124
T78,,Hinman F. (1983). Benign prostatic hypertrophy (1st ed.). Kingsport Press.,DB09124
T79,,"Lobo R., Crosignani P., Paoletti R. and Bruschi F. (2002). Women's health and menopause  (1st ed.). Kluwer Academic Publishers.",DB09124
T80,,Carp H. (2015). Progestogens in obstetrics and gynecology.. Springer.,DB09124
T81,,"Oura K., Lifshits G., Saranin A., Zotov V. and Katayama M. (2003). Surface science, an introduction. Springer.",DB09139
T118,,Underwood E. (1977). Trace elements in human and animal nutrition (4th ed.). Academic press.,DB09147
T82,,Jadvar H. (2014). Cancer theranostics. Academic press.,DB09160
T28,978-0-7020-3471-8,"43. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 533-538). Edinburgh: Elsevier/Churchill Livingstone.",DB09166
T28,978-0-7020-3471-8,"45. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 559). Edinburgh: Elsevier/Churchill Livingstone.",DB09167
T45,,Ellis G.P. and West G.B.  (1986). Progress in Medicinal Chemistry Volume 23 (pp. 159). Elsevier.,DB09194
T46,,Morrison-Valfre M.  (2016). Foundations of Mental Health Care (pp. 245). Elsevier .,DB09194
T47,,Taylor and Francis (2000). Index Nominum 2000: International drug directory. Swiss Pharmaceutical Society.,DB09194
T48,,O'Brien R.A. (1986). Receptor Binding in drug research. Marcel Dekker Inc..,DB09194
T49,,Barceloux D.G. (2012). Medical toxicology of drug abuse: Synthesized chemicals and psychoactive plants.. Wiley.,DB09194
T83,,Elks J. and Ganellin C.R. (1990). The dictionary of drugs. Springer Science.,DB09195
T77,,"Clark M., Harvey R., Finkel R., Rey J. and Whalen K. (2011). Pharmacology (5th ed.). Lippincott Williams & Wilkins.",DB09195
T86,,"Szyndler J., Skorzewska A. and Plaznik A. (2003). Pharmacotherapy in psychiatry and neurology (3rd ed.). Institute of psychiatry and neurology.",DB09195
T87,,Ganten D. and Mulrow P.J. (1990). Pharmacology of anti-hypertensive therapeutics (1st ed.). Springer .,DB09204
T88,,Allen R.  (1988). Annual reports in medicinal chemistry  (23rd ed.). Academic press.,DB09204
T89,,"Kato R., Estabrook W. and Cayen M. (1988). Xenobiotic metabolism and disposition (2nd ed.). Taylor and Francis.",DB09204
T90,,Pillay V.V. (2013). Modern medical toxicology (4th ed.). Jaypee Brothers.,DB09204
T91,,WHO (1987). WHO drug information (4th ed.). WHO.,DB09205
T45,,Ellis G.P. and West G.B.  (1986). Progress in Medicinal Chemistry Volume 23. Elsevier.,DB09205
T28,978-0-7020-3471-8,"26. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 318-323). Edinburgh: Elsevier/Churchill Livingstone.",DB09213
T28,978-0-7020-3471-8,"21. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 261). Edinburgh: Elsevier/Churchill Livingstone.",DB09220
T110,,"Koppel, J et al. (1988). Gas chromatographic- mass spectrometric study of urinary metabolism of melperone. Journal of Biomedical Chromatography.",DB09224
T108,,Wright P. and O'Neill M. (2012). Core psychiatry (3rd ed.). Elsevier.,DB09225
T109,,Macdonald G. and Bartolome J.M. (2010). Progress in Medicinal Chemistry. Lawton and Witty.,DB09225
T88,,Allen R.  (1988). Annual reports in medicinal chemistry  (23rd ed.). Academic press.,DB09229
T119,,"Henrich W. (2012). Principles and practice of dialysis. Lippincott, Williams & Wilkins.",DB09232
T28,978-0-7020-3471-8,"22. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 273). Edinburgh: Elsevier/Churchill Livingstone.",DB09243
T120,,"Gray A., Wright J., Goodey V. and Bruce L. (2011). Injectable drugs guide. Royal pharmaceutical society .",DB09255
T121,,Collins P. (2006). Dictionary of carbohydrates (2nd ed.). Taylor and Francis.,DB09255
T28,978-0-7020-3471-8,"55. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 680-681). Edinburgh: Elsevier/Churchill Livingstone.",DB09256
T28,978-0-7020-3471-8,"Rang, H. P. and Dale, M. M. (2012). Rang and Dale's Pharmacology  (7th ed.). Edinburgh: Elsevier/Churchill Livingstone.",DB09279
T83,,Elks J. and Ganellin C.R. (1990). The dictionary of drugs. Springer Science.,DB09284
T239,,Wolpe P. and Howard J. (2007). Comprehensive Medicinal Chemistry II. Elsevier.,DB09299
T24,,14. (2015). In Pharmacology for Women’s Health. Jones & Bartlett Publishers.,DB09317
T24,,14. (2015). In Pharmacology for Women’s Health. Jones & Bartlett Publishers.,DB09318
T33,978-0-7020-5362-7,"51. (2016). In Rang & Dale's pharmacology (8th ed., pp. 626-641). Elsevier Churchill Livingstone.",DB09320
T122,,Ashley C. and Dunleavy A. (2014). The renal drug handbook. Caroline Ashley and Aileen Dunleavy.,DB09327
T124,,Wellington K. and Goa K. (2001). Drugs and aging. Springer .,DB09327
T85,,Woo T.M. and Robinson M. (2016). Pharmacotherapeutics for advanced practice nurse prescribers (4th ed.). Davis Company.,DB09333
T125,,"Swanson D., et al.  (1990). Pharmaceuticals in medical imaging. McGraw-Hill Professional.",DB09333
T126,,"Honjo T., Alt F. and Neuberger M. (2004). Molecular biology of B cells. Elsevier .",DB09336
T36,978-0-07-17803-2,"Barrett KE, Barman SM, Boitano S, Brooks HL (2012). Ganong's Review of Medical Physiology (24th ed.). McGraw Hill.",DB09337
T28,978-0-7020-3471-8,"30. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 372-377). Edinburgh: Elsevier/Churchill Livingstone.",DB09341
T35,0-7167-3136-3,16. (2000). In Molecular Cell Biology (4th ed.). New York: W. H. Freeman.,DB09341
T127,,American Medical Association (1973). American Medical Associaton Drug Evaluation (2nd ed.). Publishing Sciences group.,DB09344
T128,,"Budavari S., et al. (1996). The Merck Index. Merck and Co..",DB09344
T129,,Benedich A. and Deckelbaum R. (2015). Preventive nutrition (5th ed.). Springer .,DB09344
T130,,Sandberg F. and Corrigan D. (2001). Natural remedies their origins and uses. Taylor and Francis.,DB09344
T125,,"Swanson D., et al.  (1990). Pharmaceuticals in medical imaging. McGraw-Hill Professional.",DB09347
T131,,Dawson P. (1999). Textbook of contrast media. Oxford.,DB09347
T29,9780071624428,"Goodman, Louis Sanford, Brunton, Laurence L. Chabner, Bruce. Knollman, Bjorn C. (2011). Goodman and Gilman's the pharmacological basis of therapeutics, Pharmacological basis of therapeutics (12th ed.). New York: McGraw-Hill.",DB09351
T169,978-81-96396-15-2,"Kokate C., Purohit A. and Gokhale S. (2008). Pharmacognosy (42nd ed.). Pragati Book House.",DB09379
T28,978-0-7020-3471-8,"29. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 364). Edinburgh: Elsevier/Churchill Livingstone.",DB09409
T29,9780071624428,"46. (2011). In Goodman and Gilman's the pharmacological basis of therapeutics, Pharmacological basis of therapeutics (12th ed.). New York: McGraw-Hill.",DB09409
T30,9780729582261,"2. (2013). In Clinical naturopathic medicine (pp. 76-78). Elsevier Health Sciences, 2013.",DB09409
T31,9780080536279,"Civitelli, R., Ziambaras, K. and Leelawattana, R. (1997). 6. In Metabolic Bone Disease and Clinically Related Disorders (pp. 191-194). Academic Press.",DB09409
T171,1468448269,"Nancy B. Cummings, S. Klahr (2012). Chronic Renal Disease: Causes, Complications, and Treatment. Springer Science & Business Media.",DB09419
T44,978 92 4 153077 4,Peter Watts and Paul Howe (2010). Strontium and Strontium compounds. World Health Organization.,DB09498
T182,,Kleiman N (2018). Dry Skin. In Compendium of Therapeutic Choices for Minor Ailments (2nd ed.). Canadian Pharmacists Association.,DB11057
T216,,"O'Connor, Davies, G.A. Hopkins, R.M. Hopkins (2014). The Actions and Uses of Ophthalmic Drugs. Butterworth-Heinemann.",DB11060
T177,,Silverman R. (2002). The organic chemistry of enzyme-catalyzed reactions. Academic Press.,DB11065
T28,978-0-7020-3471-8,"26. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 318-322). Edinburgh: Elsevier/Churchill Livingstone.",DB11079
T36,978-0-07-17803-2,"21. (2012). In Ganong's Review of Medical Physiology (24th ed., pp. 377-385). McGraw Hill.",DB11093
T140,978-1-4612-9793-2,2. (1984). In Vitamin D: Basic and Clinical Aspects (pp. 81). Martinus Nijhoff Publishing.,DB11094
T199,,Encyclopedia (2007). The encyclopedia of Ultraviolet Filters. Allured.,DB11096
T200,978-0-8493-3968-4,Draelos D. and Thaman L. (2006). Cosmetic formulation of skin care products. Taylor and Francis Group.,DB11096
T201,,IARC Working Group (2001). IARC Handbooks of Cancer Prevention. WHO.,DB11096
T145,9780323399166,"Jennifer J. Yeager, Mary Beth Winton, Linda E. McCuistion, Kathleen DiMaggio (2018). Pharmacology: A Patient-Centered Nursing Process Approach. Elsevier Health Sciences.",DB11097
T141,,The American Heritage Science Dictionary  (2018). Stedman's Medical Dictionary . Houghton Mifflin Company.,DB11098
T142,,Rost M.  (2007). Drugs during prgnancy and lactation (2nd ed.). Academic press.,DB11098
T143,,Smith M. and Morton D. (2010). The digestive system  (2nd ed.). Churchill Livingstone.,DB11098
T144,,"German A., Maddison J. and Guilford G. (2008). Small animal clinical pharmacology (2nd ed.). Elsevier.",DB11098
T215,,Kim D. and Pickhardt P. (2010). CT Colonography. Elsevier.,DB11110
T28,978-0-7020-3471-8,"14. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 174-175, 181-182). Edinburgh: Elsevier/Churchill Livingstone.",DB11124
T136,,Lee M. and Abrahams M.  (2012). Clinical pharmacology (11th ed.). Churchill Livingstone.,DB11130
T137,,"Michael-Titus A., Revest P. and Shortland P. (2010). The nervous system (2nd ed.). Churchill Livingstone.",DB11130
T138,,"Hanna M., Ouanes J. and Garcia V. (2014). Practical Management of Pain (5th ed.). Mosby.",DB11130
T139,,Le Coutuer P. and Burreson J. (2003). Napoleon's Buttons: 17 molecules that changed history. Tarcher.,DB11130
T28,978-0-7020-3471-8,"23. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 291-2). Edinburgh: Elsevier/Churchill Livingstone.",DB11133
T172,1-58255-320-3,Schilling J. (2004). Pharmacology. A2-in-1 reference for nurses. Lippincott Williams & Wilkins.,DB11148
T173,,Buch J. (2010). Clinically oriented pharmacology (2nd ed.). PDU Medical College.,DB11148
T174,978-0323-07371-4,Daskalos D. (2012). Local anesthesia for the dental hygienist. Elsevier.,DB11148
T175,,Rossoff I. (1974). Handbook of veterinary drugs. Springer.,DB11148
T176,3-7186-5247-1,Whateley T. (1992). Microencapsulation of drugs. Hardwood Academic Publishers..,DB11148
T150,,"Kluwer W. (2008). Clinical pharmacology made incredibly easy (3rd ed.). Lippincott, Williams & Wilkins.",DB11158
T152,,International Atomic Energy Agency (2008). Technetium-99m radiopharmaceuticals: Manufacture of kits. IAEA.,DB11164
T153,,Kowalsky R. (2006). Technetium radiopharmaceutical chemistry. University of New Mexico Health Sciences Center.,DB11164
T154,,"Grunwald F., Kasper S., Biersack J. and Moller J. (1995). Brain SPECT Imaging in psychiatry. Walter de Gruyter.",DB11164
T82,,Jadvar H. (2014). Cancer theranostics. Academic press.,DB11180
T28,978-0-7020-3471-8,"13. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 159-161). Edinburgh: Elsevier/Churchill Livingstone.",DB11181
T116,978-1-25-958473-2,"Chapter 39: Histamine, Bradykinin, and Their Antagonists. (2018). In Goodman & Gilman's: The Pharmacological Basis of Therapeutics (13th ed.). McGraw-Hill Education.",DB11235
T190,0-12-260807-0,Florey K. (1978). Analytical profiles of drug substances (7th ed.). Academic Press.,DB11273
T191,978-3-642-66777-0,Berde B. and Schild H. (1978). Ergot alkaloids and related compounds. Springer-Verlag.,DB11273
T192,978-0-470-33447-4,Barceloux D. (2008). Medical toxicology of natural substances. Wiley.,DB11273
T194,,Preston S. (1917). Endocrinology. Williams & Wilkins Co..,DB11273
T195,3-7692-3483-9,"Steinhilber, D., Schubert M. and Roth H. (2005). Medizinische Chemie. Deutscher Apotheker Verlag.",DB11274
T195,3-7692-3483-9,"Steinhilber, D., Schubert M. and Roth H. (2005). Medizinische Chemie. Deutscher Apotheker Verlag.",DB11275
T217,,"Steven B. Karch, Olaf Drummer (1996). Karch's Pathology of Drug Abuse, Third Edition. CRC Press.",DB11278
T155,0781728452,Richard C. Dart (2004). Medical Toxicology Third Edition (3rd ed.). Lippincott Williams & Wilkins.,DB11300
T36,978-0-07-17803-2,"Barrett KE, Barman SM, Boitano S, Brooks HL (2012). Ganong's Review of Medical Physiology (24th ed.). McGraw Hill.",DB11348
T218,,Wollschlaeger B. (2003). The ABC Clinical Guide to Herbs. American botanical council.,DB11358
T219,978-0-443-06241-4,Tisserand R. and Young R. (2014). Essential Oil Safety (2nd ed.). Elsevier.,DB11361
T220,978-966-382-553-3,"Bobyrov V., Devyatkina T., Vazhnicha O. and Khristyuk V. (2015). Pharmacology: Textbook for medical higher education institutions (3rd ed.). Nova Knyha.",DB11361
T29,9780071624428,"53. (2011). In Goodman and Gilman's the pharmacological basis of therapeutics, Pharmacological basis of therapeutics (12th ed.). New York: McGraw-Hill.",DB11367
T4,1584884169,"Yannai, Shmuel (2003). Dictionary of Food Compounds with : Additives, Flavors, and Ingredients. CRC Press LLC.",DB11387
T4,1584884169,"Yannai, Shmuel (2003). Dictionary of Food Compounds with : Additives, Flavors, and Ingredients. CRC Press LLC.",DB11397
T4,1584884169,"Yannai, Shmuel (2003). Dictionary of Food Compounds with : Additives, Flavors, and Ingredients. CRC Press LLC.",DB11404
T4,1584884169,"Yannai, Shmuel (2003). Dictionary of Food Compounds with : Additives, Flavors, and Ingredients. CRC Press LLC.",DB11410
T4,1584884169,"Yannai, Shmuel (2003). Dictionary of Food Compounds with : Additives, Flavors, and Ingredients. CRC Press LLC.",DB11412
T4,1584884169,"Yannai, Shmuel (2003). Dictionary of Food Compounds with : Additives, Flavors, and Ingredients. CRC Press LLC.",DB11421
T236,978-0-12-407691-4,Brittain H. (2013). Profiles of drug substances and related methodology. Volume 38 (1st ed.). Elsevier.,DB11431
T237,,Varga M. (2014). Textbook of rabbit medicine (2nd ed.). Butterworth Heinmann.,DB11431
T4,1584884169,"Yannai, Shmuel (2003). Dictionary of Food Compounds with : Additives, Flavors, and Ingredients. CRC Press LLC.",DB11433
T4,1584884169,"Yannai, Shmuel (2003). Dictionary of Food Compounds with : Additives, Flavors, and Ingredients. CRC Press LLC.",DB11437
T4,1584884169,"Yannai, Shmuel (2003). Dictionary of Food Compounds with : Additives, Flavors, and Ingredients. CRC Press LLC.",DB11446
T4,1584884169,"Yannai, Shmuel (2003). Dictionary of Food Compounds with : Additives, Flavors, and Ingredients. CRC Press LLC.",DB11457
T4,1584884169,"Yannai, Shmuel (2003). Dictionary of Food Compounds with : Additives, Flavors, and Ingredients. CRC Press LLC.",DB11458
T4,1584884169,"Yannai, Shmuel (2003). Dictionary of Food Compounds with : Additives, Flavors, and Ingredients. CRC Press LLC.",DB11464
T4,1584884169,"Yannai, Shmuel (2003). Dictionary of Food Compounds with : Additives, Flavors, and Ingredients. CRC Press LLC.",DB11480
T221,,Grieve M. (1995). A modern herbal. Botanical.,DB11482
T222,978-0-7020-51-821,"Bolognia J., Jorizzo J. and Schaffer J. (2009). Dermatology E-book (3rd ed.). Elsevier.",DB11482
T223,0-85369-578-4,Lis-Balchin M. (2006). Aromatherapy science (1st ed.). Pharmaceutical Press.,DB11482
T4,1584884169,"Yannai, Shmuel (2003). Dictionary of Food Compounds with : Additives, Flavors, and Ingredients. CRC Press LLC.",DB11496
T211,1-890595-66-7,"Ash M. and Ash I. (2004). Handbook of preservatives. Synapse information resources, Inc.",DB11583
T212,978-0-323-35669-5,Stull J. and Weese J. (2015). Infection Control. Elsevier.,DB11583
T53,,Seyffart G. (1992). Drug dosage in renal insufficiency (2nd ed.). Springer Science+Business Media Dordrecht.,DB11583
T178,,10. (2013). In Novel Psychoactive Substances. Academic Press.,DB11584
T179,,"Walter S. Root, Frederick G. Hofmann (2015). The Nervous System: Central Nervous System Drugs. Academic Press.",DB11584
T183,978-1-4377-1984-0,"Castile RG, Davis SD (2012). 12. In Kendig & Chernick's Disorders of the Respiratory Tract in Children (8th ed., pp. 211). Elsevier Saunders.",DB11589
T28,978-0-7020-3471-8,"6. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 82-84). Edinburgh: Elsevier/Churchill Livingstone.",DB11601
T116,978-1-25-958473-2,"Brunton LL, Hilal-Dandan R, Knollmann BC. eds (2018). Goodman & Gilman's: The Pharmacological Basis of Therapeutics (13th ed.). McGraw-Hill Education.",DB11626
T188,0323140211,Rene Germanier (2012). Bacterial Vaccines. Academic Press.,DB11735
T366,,"Kerr P. (2013). Fighting multidrug resistance with herbal extracts, essential oils and their components. Academic Press.",DB11753
T28,978-0-7020-3471-8,"49. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 612-614). Edinburgh: Elsevier/Churchill Livingstone.",DB11943
T367,,Bethesda (2006). Drugs and Lactation Database. National Library of Medicine.,DB11963
T367,,Bethesda (2006). Drugs and Lactation Database. National Library of Medicine.,DB11978
T28,978-0-7020-3471-8,"39. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 489-490). Edinburgh: Elsevier/Churchill Livingstone.",DB12161
T213,,Parakh R. and Patil N. (2017). International Journal of Research in Medical Sciences. MSJ Online.,DB12532
T214,978-93-5090-655-2,Kapoor A. and Raju S. (2013). Ilustrated Medical Pharmacology. Jaypee Brothers.,DB12532
T181,1498794610,"Caroline Ashley, Aileen Dunleavy (2017). The Renal Drug Handbook: The Ultimate Prescribing Guide for Renal Practitioners (4th ed.). CRC Press.",DB12783
T34,978-1-4377-0310-8,12. (2011). In Applied Pharmacology (pp. 129). Elsevier Health Sciences.,DB13163
T184,,Kapalka G. (2010). Practical resources for the Mental Health Professional. Academic Press.,DB13178
T28,978-0-7020-3471-8,"5. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 614, 631-632). Edinburgh: Elsevier/Churchill Livingstone.",DB13179
T56,,"Konkle B., Huston H. and Fletcher S. (2017). Gene Reviews. University of Washington..",DB13192
T57,,Hodgson B and Kizior R. (2014). Saunders Nursing Drug Handbook. Elsevier.,DB13192
T28,978-0-7020-3471-8,"25. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 315). Edinburgh: Elsevier/Churchill Livingstone.",DB13200
T397,1137490934,8. (2015). In Psychiatry in Communist Europe. Palgrave Macmillan.,DB13213
T203,,Troy B. and Beringer P. (2006). Remington: The Science and Practice of Pharmacy (21st ed.). Lippincott Williams & Wilkins.,DB13235
T436,3662076772,"Kanerva, P. Elsner, J.E. Wahlberg, H.I. Maibach (2013). Handbook of Occupational Dermatology. Springer Science & Business Media.",DB13245
T186,978-0-12-387667-6,"Rashid I., Nidal H. Daraghmeh M., Omari A., Babur Z., Chowdhry S., Leharne H., Adnan A. (2011). Profiles of drug substances and related methodology. Academic Press.",DB13249
T478,9789401162234,M.J. Denham (2012). The Treatment of Medical Problems in the Elderly Volume 3. Springer Science & Business Media.,DB13265
T187,81-7648-125-4,Nath R. (2000). Health and disease role of micronutrients and trace elements. New Apcon.,DB13268
T189,0-398-05860-1,Morton W. and Schuman J. (1993). Toxicology of the eye (4th ed.). Charles C Thomas.,DB13268
T487,9780080862545,"G. P. Ellis, G.B. West (2011). Progress in Medicinal Chemistry, Volume 6. Butterworth-Heinemann.",DB13277
T49,,Barceloux D.G. (2012). Medical toxicology of drug abuse: Synthesized chemicals and psychoactive plants.. Wiley.,DB13293
T202,,Benzoni T. and Gossman W. (2017). Ipecac. Treasure Island: StatPearls Publishing.,DB13293
T196,978-3-642-46844-5,Buthiau D. and Khayat D. (1995). CT and MRI in oncology. Springer-Verlag.,DB13444
T53,,Seyffart G. (1992). Drug dosage in renal insufficiency (2nd ed.). Springer Science+Business Media Dordrecht.,DB13444
T197,978-0-8138-1753-8,Coyne C. (2006). Comparative diagnostics pharmacology. Blackwell publishing.,DB13444
T206,,Bycroft B. and Payne D. (2014). Dictionary of Antibiotic and Related Substances (2nd ed.). CRC Press.,DB13456
T207,,"Omura S. (2002). Macrolide antibiotics: Chemistry, Biology and Practice (2nd ed.). Academic Press.",DB13456
T208,,"Garbis H., Tonningen M. and Reuvers M. (2007). Drugs during Pregnancy and Lactation (2nd ed.). Academic Press.",DB13456
T332,9780857113092,Alison Brayfield (2017). Martindale the Complete Drug Reference - Volume A (39th ed.). Pharmaceutical Press.,DB13501
T28,978-0-7020-3471-8,"37. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 455). Edinburgh: Elsevier/Churchill Livingstone.",DB13532
T204,,Gloria M. (2003). Encyclopedia of food sciences and nutrition (2nd ed.). Academic Press.,DB13751
T205,,"Sharma M., Dwivedi P., Singh A. and Dwivedi A. (2016). Nutraceuticals. Academic Press.",DB13751
T112,0470755067," Maillard, Adam P. Fraise, Peter A. Lambert, Jean-Yves (2007). Principles and Practice of Disinfection, Preservation and Sterilization (pp. 4). Oxford: John Wiley & Sons.",DB13765
T50,,"Acton A.  (2011). Issues in Pharmacology, Pharmacy, Drug Research and Drug Innovation . ScholarlyEditions.",DB13783
T51,,Sneader W. (2005). Drug discovery a history. Wiley.,DB13783
T52,,"Chian R., Nargund G. and Huang J. (2017). Development of In vitro maturation for human oocytes. Springer.",DB13783
T53,,Seyffart G. (1992). Drug dosage in renal insufficiency (2nd ed.). Springer Science+Business Media Dordrecht.,DB13783
T28,978-0-7020-3471-8,"43. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 533-534). Edinburgh: Elsevier/Churchill Livingstone.",DB13872
T165,3319637576,"Sandip Pravin Patel, Razelle Kurzrock (2017). Early Phase Cancer Immunotherapy: Current Cancer Research. Springer.",DB13896
T28,978-0-7020-3471-8,"13. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 159-161). Edinburgh: Elsevier/Churchill Livingstone.",DB13913
T59,,Barnett A.  (2012). Type 2 diabetes (2nd ed.). Oxford.,DB13928
T56,,"Konkle B., Huston H. and Fletcher S. (2017). Gene Reviews. University of Washington..",DB13933
T28,978-0-7020-3471-8,"25. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 310-312). Edinburgh: Elsevier/Churchill Livingstone.",DB13949
T84,978-3-642-60107-1,"W. KuhnzH. BlodeH. Zimmermann (1993). Pharmacokinetics of Exogenous Natural and Synthetic Estrogens and Antiestrogens. In: Estrogens and Antiestrogens II. (pp. 261). Springer, Berlin, Heidelberg.",DB13952
T84,978-3-642-60107-1,"W. KuhnzH. BlodeH. Zimmermann (1993). Pharmacokinetics of Exogenous Natural and Synthetic Estrogens and Antiestrogens. In: Estrogens and Antiestrogens II.. Springer, Berlin, Heidelberg.",DB13953
T84,978-3-642-60107-1,"W. KuhnzH. BlodeH. Zimmermann (1993). Pharmacokinetics of Exogenous Natural and Synthetic Estrogens and Antiestrogens. In: Estrogens and Antiestrogens II.. Springer, Berlin, Heidelberg.",DB13954
T84,978-3-642-60107-1,"W. KuhnzH. BlodeH. Zimmermann (1993). Pharmacokinetics of Exogenous Natural and Synthetic Estrogens and Antiestrogens. In: Estrogens and Antiestrogens II.. Springer, Berlin, Heidelberg.",DB13955
T84,978-3-642-60107-1,"W. KuhnzH. BlodeH. Zimmermann (1993). Pharmacokinetics of Exogenous Natural and Synthetic Estrogens and Antiestrogens. In: Estrogens and Antiestrogens II.. Springer, Berlin, Heidelberg.",DB13956
T41,978-1-4398-0713-2,"Iris F. F. Benzie, Sissi Wachtel-Galor (2011). Herbal Medicine: Biomolecular and Clinical Aspects (2nd ed.). CRC Press/Taylor & Francis.",DB13964
T224,978-1-4899-0729-5,"Bailey J. (1991). Prostaglandins, leukotrienes, lipoxins and PAF. Springer.",DB13964
T225,,Roland P. (2008). Otolaryngology: Head and Neck Surgery. J. Othons.,DB13964
T226,,Mueller R (2008). Small Animal Clinical Pharmacology. Elsevier.,DB13964
T227,,Braun L. and Cohen M. (2010). Herbs & Natural Supplement: An evidence-based guide. Elsevier.,DB13964
T151,9780323292658,"Kathy Moscou, Karen Snipe (2014). Pharmacology for Pharmacy Technicians. Elsevier Health Sciences.",DB13966
T132,978-3-527-32937-3,"Stefan Dubel, Janice M. Reichert (2014). Handbook of Therapeutic Antibodies, Volume 3: Approved Therapeutic Antibodies (3rd ed.). John Wiley & Sons.",DB13979
T604,,"Nairne J., Iveson P. and Meijer A. (2015). Progress in medicinal chemistry (54th ed.). Elsevier.",DB13980
T118,,Underwood E. (1977). Trace elements in human and animal nutrition (4th ed.). Academic press.,DB13995
T166,0309069491,"Institute of Medicine (US) Panel on Dietary Antioxidants and Related Compounds (2000). Dietary Reference Intakes for Vitamin C, Vitamin E, Selenium, and Carotenoids. National Academies Press (US).",DB14001
T166,0309069491,"Institute of Medicine (US) Panel on Dietary Antioxidants and Related Compounds (2000). Dietary Reference Intakes for Vitamin C, Vitamin E, Selenium, and Carotenoids. National Academies Press (US).",DB14002
T166,0309069491,"Institute of Medicine (US) Panel on Dietary Antioxidants and Related Compounds (2000). Dietary Reference Intakes for Vitamin C, Vitamin E, Selenium, and Carotenoids. National Academies Press (US).",DB14003
