smpdb_id,name,category,parent_key
SMP0000714,Paromomycin Action Pathway,drug_action,DB00161
SMP0000727,Methacycline Action Pathway,drug_action,DB00161
SMP0000728,Lincomycin Action Pathway,drug_action,DB00161
SMP0000729,Chloramphenicol Action Pathway,drug_action,DB00161
SMP0000032,"Valine, Leucine, and Isoleucine Degradation",metabolic,DB00161
SMP0000074,Retinol Metabolism,metabolic,DB00162
SMP0000336,Vitamin A Deficiency,disease,DB00162
SMP0000017,Vitamin B6 Metabolism,metabolic,DB00165
SMP0000503,Hypophosphatasia,disease,DB00165
SMP0000137,2-Methyl-3-hydroxybutryl-CoA Dehydrogenase Deficiency,disease,DB00167
SMP0000139,3-Methylglutaconic Aciduria Type I,disease,DB00167
SMP0000173,beta-Ketothiolase Deficiency,disease,DB00167
SMP0000248,Clarithromycin Action Pathway,drug_action,DB00167
SMP0000251,Roxithromycin Action Pathway,drug_action,DB00167
SMP0000254,Gentamicin Action Pathway,drug_action,DB00167
SMP0000293,Oxytetracycline Action Pathway,drug_action,DB00167
SMP0000294,Tetracycline Action Pathway,drug_action,DB00167
SMP0000524,Isovaleric Acidemia,disease,DB00167
SMP0000713,Arbekacin Action Pathway,drug_action,DB00167
SMP0000730,Troleandomycin Action Pathway,drug_action,DB00167
SMP0000731,Josamycin Action Pathway,drug_action,DB00167
SMP0000138,3-Hydroxy-3-methylglutaryl-CoA Lyase Deficiency,disease,DB00167
SMP0000200,Methylmalonic Aciduria,disease,DB00167
SMP0000252,Telithromycin Action Pathway,drug_action,DB00167
SMP0000253,Amikacin Action Pathway,drug_action,DB00167
SMP0000258,Spectinomycin Action Pathway,drug_action,DB00167
SMP0000290,Demeclocycline Action Pathway,drug_action,DB00167
SMP0000291,Doxycycline Action Pathway,drug_action,DB00167
SMP0000292,Minocycline Action Pathway,drug_action,DB00167
SMP0000295,Lymecycline Action Pathway,drug_action,DB00167
SMP0000523,Isobutyryl-CoA Dehydrogenase Deficiency,disease,DB00167
SMP0000712,Tigecycline Action Pathway,drug_action,DB00167
SMP0000714,Paromomycin Action Pathway,drug_action,DB00167
SMP0000727,Methacycline Action Pathway,drug_action,DB00167
SMP0000728,Lincomycin Action Pathway,drug_action,DB00167
SMP0000729,Chloramphenicol Action Pathway,drug_action,DB00167
SMP0000032,"Valine, Leucine, and Isoleucine Degradation",metabolic,DB00167
SMP0000140,3-Methylglutaconic Aciduria Type III,disease,DB00167
SMP0000141,3-Methylglutaconic Aciduria Type IV,disease,DB00167
SMP0000099,Lovastatin Action Pathway,drug_action,DB00169
SMP0000111,Cerivastatin Action Pathway,drug_action,DB00169
SMP0000209,Hypercholesterolemia,disease,DB00169
SMP0000388,"Chondrodysplasia Punctata II, X-Linked Dominant (CDPX2)",disease,DB00169
SMP0000389,Smith-Lemli-Opitz Syndrome (SLOS),disease,DB00169
SMP0000510,Mevalonic Aciduria,disease,DB00169
SMP0000082,Simvastatin Action Pathway,drug_action,DB00169
SMP0000089,Pravastatin Action Pathway,drug_action,DB00169
SMP0000092,Rosuvastatin Action Pathway,drug_action,DB00169
SMP0000107,Zoledronate Action Pathway,drug_action,DB00169
SMP0000117,Pamidronate Action Pathway,drug_action,DB00169
SMP0000119,Fluvastatin Action Pathway,drug_action,DB00169
SMP0000319,Lysosomal Acid Lipase Deficiency (Wolman Disease),disease,DB00169
SMP0000508,Cholesteryl Ester Storage Disease,disease,DB00169
SMP0000023,Steroid Biosynthesis,metabolic,DB00169
SMP0000079,Ibandronate Action Pathway,drug_action,DB00169
SMP0000095,Alendronate Action Pathway,drug_action,DB00169
SMP0000112,Risedronate Action Pathway,drug_action,DB00169
SMP0000131,Atorvastatin Action Pathway,drug_action,DB00169
SMP0000386,Desmosterolosis,disease,DB00169
SMP0000387,CHILD Syndrome,disease,DB00169
SMP0000509,Hyper-IgD Syndrome,disease,DB00169
SMP0000511,Wolman Disease,disease,DB00169
SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,DB00171
SMP0000003,Argininosuccinic Aciduria,disease,DB00171
SMP0000004,Glycine and Serine Metabolism,metabolic,DB00171
SMP0000009,Ammonia Recycling,metabolic,DB00171
SMP0000011,Inositol Metabolism,metabolic,DB00171
SMP0000016,Propanoate Metabolism,metabolic,DB00171
SMP0000020,Arginine and Proline Metabolism,metabolic,DB00171
SMP0000029,Selenoamino Acid Metabolism,metabolic,DB00171
SMP0000031,Pentose Phosphate Pathway,metabolic,DB00171
SMP0000039,Glycerolipid Metabolism,metabolic,DB00171
SMP0000043,Galactose Metabolism,metabolic,DB00171
SMP0000044,Histidine Metabolism,metabolic,DB00171
SMP0000046,Pyrimidine Metabolism,metabolic,DB00171
SMP0000050,Purine Metabolism,metabolic,DB00171
SMP0000051,Fatty Acid Metabolism,metabolic,DB00171
SMP0000057,Citric Acid Cycle,metabolic,DB00171
SMP0000058,Starch and Sucrose Metabolism,metabolic,DB00171
SMP0000060,Pyruvate Metabolism,metabolic,DB00171
SMP0000072,Glutamate Metabolism,metabolic,DB00171
SMP0000073,Butyrate Metabolism,metabolic,DB00171
SMP0000076,Thiamine Metabolism,metabolic,DB00171
SMP0000082,Simvastatin Action Pathway,drug_action,DB00171
SMP0000089,Pravastatin Action Pathway,drug_action,DB00171
SMP0000092,Rosuvastatin Action Pathway,drug_action,DB00171
SMP0000107,Zoledronate Action Pathway,drug_action,DB00171
SMP0000117,Pamidronate Action Pathway,drug_action,DB00171
SMP0000119,Fluvastatin Action Pathway,drug_action,DB00171
SMP0000123,Betaine Metabolism,metabolic,DB00171
SMP0000128,Gluconeogenesis,metabolic,DB00171
SMP0000137,2-Methyl-3-hydroxybutryl-CoA Dehydrogenase Deficiency,disease,DB00171
SMP0000020,Arginine and Proline Metabolism,metabolic,DB00172
SMP0000188,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),disease,DB00172
SMP0000248,Clarithromycin Action Pathway,drug_action,DB00172
SMP0000251,Roxithromycin Action Pathway,drug_action,DB00172
SMP0000254,Gentamicin Action Pathway,drug_action,DB00172
SMP0000293,Oxytetracycline Action Pathway,drug_action,DB00172
SMP0000294,Tetracycline Action Pathway,drug_action,DB00172
SMP0000360,Hyperprolinemia Type II,disease,DB00172
SMP0000361,Hyperprolinemia Type I,disease,DB00172
SMP0000507,L-Arginine:Glycine Amidinotransferase Deficiency,disease,DB00172
SMP0000713,Arbekacin Action Pathway,drug_action,DB00172
SMP0000730,Troleandomycin Action Pathway,drug_action,DB00172
SMP0000731,Josamycin Action Pathway,drug_action,DB00172
SMP0002292,The Oncogenic Action of Succinate,disease,DB00172
SMP0000247,Azithromycin Action Pathway,drug_action,DB00172
SMP0000249,Clindamycin Action Pathway,drug_action,DB00172
SMP0000250,Erythromycin Action Pathway,drug_action,DB00172
SMP0000255,Kanamycin Action Pathway,drug_action,DB00172
SMP0000256,Neomycin Action Pathway,drug_action,DB00172
SMP0000257,Netilmicin Action Pathway,drug_action,DB00172
SMP0000259,Streptomycin Action Pathway,drug_action,DB00172
SMP0000262,Clomocycline Action Pathway,drug_action,DB00172
SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,DB00172
SMP0000504,"Creatine Deficiency, Guanidinoacetate Methyltransferase Deficiency",disease,DB00172
SMP0000505,Hyperornithinemia with Gyrate Atrophy (HOGA),disease,DB00172
SMP0000711,Tobramycin Action Pathway,drug_action,DB00172
SMP0000726,Rolitetracycline Action Pathway,drug_action,DB00172
SMP0002295,The Oncogenic Action of Fumarate,disease,DB00172
SMP0000207,Prolidase Deficiency (PD),disease,DB00172
SMP0000208,Prolinemia Type II,disease,DB00172
SMP0000167,Adenylosuccinate Lyase Deficiency,disease,DB00173
SMP0000220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,DB00173
SMP0000512,Xanthinuria Type I,disease,DB00173
SMP0000536,Mitochondrial DNA Depletion Syndrome,disease,DB00173
SMP0000537,Myoadenylate Deaminase Deficiency,disease,DB00173
SMP0000050,Purine Metabolism,metabolic,DB00173
SMP0000210,Purine Nucleoside Phosphorylase Deficiency,disease,DB00173
SMP0000364,Lesch-Nyhan Syndrome (LNS),disease,DB00173
SMP0000365,Gout or Kelley-Seegmiller Syndrome,disease,DB00173
SMP0000428,Mercaptopurine Action Pathway,drug_action,DB00173
SMP0000535,Adenine Phosphoribosyltransferase Deficiency (APRT),disease,DB00173
SMP0000144,Adenosine Deaminase Deficiency,disease,DB00173
SMP0000168,AICA-Ribosiduria,disease,DB00173
SMP0000203,Molybdenum Cofactor Deficiency,disease,DB00173
SMP0000427,Azathioprine Action Pathway,drug_action,DB00173
SMP0000430,Thioguanine Action Pathway,drug_action,DB00173
SMP0000513,Xanthinuria Type II,disease,DB00173
SMP0000009,Ammonia Recycling,metabolic,DB00174
SMP0000248,Clarithromycin Action Pathway,drug_action,DB00174
SMP0000251,Roxithromycin Action Pathway,drug_action,DB00174
SMP0000254,Gentamicin Action Pathway,drug_action,DB00174
SMP0000293,Oxytetracycline Action Pathway,drug_action,DB00174
SMP0000294,Tetracycline Action Pathway,drug_action,DB00174
SMP0000713,Arbekacin Action Pathway,drug_action,DB00174
SMP0000730,Troleandomycin Action Pathway,drug_action,DB00174
SMP0000731,Josamycin Action Pathway,drug_action,DB00174
SMP0000247,Azithromycin Action Pathway,drug_action,DB00174
SMP0000249,Clindamycin Action Pathway,drug_action,DB00174
SMP0000250,Erythromycin Action Pathway,drug_action,DB00174
SMP0000255,Kanamycin Action Pathway,drug_action,DB00174
SMP0000256,Neomycin Action Pathway,drug_action,DB00174
SMP0000257,Netilmicin Action Pathway,drug_action,DB00174
SMP0000259,Streptomycin Action Pathway,drug_action,DB00174
SMP0000262,Clomocycline Action Pathway,drug_action,DB00174
SMP0000711,Tobramycin Action Pathway,drug_action,DB00174
SMP0000726,Rolitetracycline Action Pathway,drug_action,DB00174
SMP0000067,Aspartate Metabolism,metabolic,DB00174
SMP0000175,Canavan Disease,disease,DB00174
SMP0000192,Hypoacetylaspartia,disease,DB00174
SMP0000252,Telithromycin Action Pathway,drug_action,DB00174
SMP0000253,Amikacin Action Pathway,drug_action,DB00174
SMP0000258,Spectinomycin Action Pathway,drug_action,DB00174
SMP0000290,Demeclocycline Action Pathway,drug_action,DB00174
SMP0000291,Doxycycline Action Pathway,drug_action,DB00174
SMP0000292,Minocycline Action Pathway,drug_action,DB00174
SMP0000295,Lymecycline Action Pathway,drug_action,DB00174
SMP0000712,Tigecycline Action Pathway,drug_action,DB00174
SMP0000089,Pravastatin Action Pathway,drug_action,DB00175
SMP0000165,Valsartan Action Pathway,drug_action,DB00177
SMP0000154,Ramipril Action Pathway,drug_action,DB00178
SMP0000597,Ramipril Metabolism Pathway,drug_metabolism,DB00178
SMP0000431,Nicotine Action Pathway,drug_action,DB00184
SMP0000628,Nicotine Metabolism Pathway,drug_metabolism,DB00184
SMP0000301,Esmolol Action Pathway,drug_action,DB00187
SMP0000671,Tramadol Action Action Pathway,drug_action,DB00193
SMP0000637,Tramadol Metabolism Pathway,drug_metabolism,DB00193
SMP0000299,Betaxolol Action Pathway,drug_action,DB00195
SMP0000250,Erythromycin Action Pathway,drug_action,DB00199
SMP0000028,Caffeine Metabolism,metabolic,DB00201
SMP0000247,Azithromycin Action Pathway,drug_action,DB00207
SMP0000261,Ticlopidine Action Pathway,drug_action,DB00208
SMP0000611,Ticlopidine Metabolism Pathway,drug_metabolism,DB00208
SMP0000615,Pantoprazole Metabolism Pathway,drug_metabolism,DB00213
SMP0000228,Pantoprazole Action Pathway,drug_action,DB00213
SMP0000118,Torsemide Action Pathway,drug_action,DB00214
SMP0000424,Citalopram Action Pathway,drug_action,DB00215
SMP0000627,Citalopram Metabolism Pathway,drug_metabolism,DB00215
SMP0000099,Lovastatin Action Pathway,drug_action,DB00227
SMP0000081,Methyclothiazide Action Pathway,drug_action,DB00232
SMP0000642,Nevirapine Metabolism Pathway,drug_metabolism,DB00238
SMP0000743,Nevirapine  Action Pathway,drug_action,DB00238
SMP0000327,Phenytoin (Antiarrhythmic) Action Pathway,drug_action,DB00252
SMP0000326,Fosphenytoin (Antiarrhythmic) Action Pathway,drug_action,DB00252
SMP0000618,Fosphenytoin (Antiarrhythmic) Metabolism Pathway,drug_metabolism,DB00252
SMP0000291,Doxycycline Action Pathway,drug_action,DB00254
SMP0000295,Lymecycline Action Pathway,drug_action,DB00256
SMP0000302,Metoprolol Action Pathway,drug_action,DB00264
SMP0000270,Dicumarol Action Pathway,drug_action,DB00266
SMP0000656,Dicoumarol Action Pathway,drug_action,DB00266
SMP0000378,Isradipine Action Pathway,drug_action,DB00270
SMP0000736,Betazole Action Pathway,drug_action,DB00272
SMP0000163,Olmesartan Action Pathway,drug_action,DB00275
SMP0000028,Caffeine Metabolism,metabolic,DB00277
SMP0000276,Argatroban Action Pathway,drug_action,DB00278
SMP0000716,Thyroid Hormone Synthesis,metabolic,DB00279
SMP0000325,Disopyramide Action Pathway,drug_action,DB00280
SMP0000328,Lidocaine (Antiarrhythmic) Action Pathway,drug_action,DB00281
SMP0000398,Lidocaine (Local Anaesthetic) Action Pathway,drug_action,DB00281
SMP0000620,Lidocaine (Local Anaesthetic) Metabolism Pathway,drug_metabolism,DB00281
SMP0000117,Pamidronate Action Pathway,drug_action,DB00282
SMP0058891,Clemastine H1-Antihistamine Action,drug_action,DB00283
SMP0000636,Venlafaxine Metabolism Pathway,drug_metabolism,DB00285
SMP0000406,Morphine Action Pathway,drug_action,DB00295
SMP0000405,Codeine Action Pathway,drug_action,DB00295
SMP0000623,Heroin Metabolism Pathway,drug_metabolism,DB00295
SMP0000407,Heroin Action Pathway,drug_action,DB00295
SMP0000621,Codeine Metabolism Pathway,drug_metabolism,DB00295
SMP0000622,Morphine Metabolism Pathway,drug_metabolism,DB00295
SMP0000404,Ropivacaine Action Pathway,drug_action,DB00296
SMP0000393,Bupivacaine Action Pathway,drug_action,DB00297
SMP0000630,Tenofovir Metabolism Pathway,drug_metabolism,DB00300
SMP0000287,Tranexamic Acid Action Pathway,drug_action,DB00302
SMP0000332,Ibutilide Action Pathway,drug_action,DB00308
SMP0000438,Vindesine Action Pathway,drug_action,DB00309
SMP0000122,Chlorthalidone Action Pathway,drug_action,DB00310
SMP0000635,Valproic Acid Metabolism Pathway,drug_metabolism,DB00313
SMP0000640,Acetaminophen Metabolism Pathway,drug_metabolism,DB00316
SMP0000710,Acetaminophen  Action Pathway,drug_action,DB00316
SMP0000473,Gefitinib Action Pathway,drug_action,DB00317
SMP0000621,Codeine Metabolism Pathway,drug_metabolism,DB00318
SMP0000405,Codeine Action Pathway,drug_action,DB00318
SMP0000410,Hydromorphone Action Pathway,drug_action,DB00327
SMP0000104,Indomethacin Action Pathway,drug_action,DB00328
SMP0000408,Methadone Action Pathway,drug_action,DB00333
SMP0000624,Methadone Metabolism Pathway,drug_metabolism,DB00333
SMP0000298,Atenolol Action Pathway,drug_action,DB00335
SMP0000613,Omeprazole Metabolism Pathway,drug_metabolism,DB00338
SMP0000226,Omeprazole Action Pathway,drug_action,DB00338
SMP0059058,Cetirizine H1-Antihistamine Action,drug_action,DB00341
SMP0060208,Terfenadine H1-Antihistamine Action,drug_action,DB00342
SMP0000359,Diltiazem Action Pathway,drug_action,DB00343
SMP0000430,Thioguanine Action Pathway,drug_action,DB00352
SMP0000647,Thioguanine Metabolism Pathway,drug_metabolism,DB00352
SMP0058964,Buclizine H1-Antihistamine Action,drug_action,DB00354
SMP0000063,Tryptophan Metabolism,metabolic,DB00360
SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,DB00360
SMP0000486,DOPA-Responsive Dystonia,disease,DB00360
SMP0000504,"Creatine Deficiency, Guanidinoacetate Methyltransferase Deficiency",disease,DB00360
SMP0000505,Hyperornithinemia with Gyrate Atrophy (HOGA),disease,DB00360
SMP0000650,Doxorubicin Metabolism Pathway,drug_metabolism,DB00360
SMP0000006,Tyrosine Metabolism,metabolic,DB00360
SMP0000020,Arginine and Proline Metabolism,metabolic,DB00360
SMP0000188,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),disease,DB00360
SMP0000218,Tyrosinemia Type I,disease,DB00360
SMP0000360,Hyperprolinemia Type II,disease,DB00360
SMP0000361,Hyperprolinemia Type I,disease,DB00360
SMP0000429,Disulfiram Action Pathway,drug_action,DB00360
SMP0000487,Hyperphenylalaniemia Due to Guanosine Triphosphate Cyclohydrolase Deficiency,disease,DB00360
SMP0000488,Hyperphenylalaninemia Due to 6-Pyruvoyltetrahydropterin Synthase Deficiency (ptps),disease,DB00360
SMP0000507,L-Arginine:Glycine Amidinotransferase Deficiency,disease,DB00360
SMP0000005,Pterine Biosynthesis,metabolic,DB00360
SMP0000169,Alkaptonuria,disease,DB00360
SMP0000190,Hawkinsinuria,disease,DB00360
SMP0000207,Prolidase Deficiency (PD),disease,DB00360
SMP0000208,Prolinemia Type II,disease,DB00360
SMP0000363,Ornithine Aminotransferase Deficiency (OAT Deficiency),disease,DB00360
SMP0000489,Hyperphenylalaninemia Due to DHPR-Deficiency,disease,DB00360
SMP0000490,Segawa Syndrome,disease,DB00360
SMP0000491,Sepiapterin Reductase Deficiency,disease,DB00360
SMP0000494,"Tyrosinemia, Transient, of the Newborn",disease,DB00360
SMP0000498,Dopamine beta-Hydroxylase Deficiency,disease,DB00360
SMP0000506,Hyperornithinemia-Hyperammonemia-Homocitrullinuria [HHH-syndrome],disease,DB00360
SMP0000533,Monoamine Oxidase-A Deficiency (MAO-A),disease,DB00360
SMP0063777,Nitric Oxide Signaling Pathway,signaling,DB00360
SMP0000439,Vinorelbine Action Pathway,drug_action,DB00361
SMP0058803,Doxylamine H1-Antihistamine Action,drug_action,DB00366
SMP0000170,Aromatic L-Aminoacid Decarboxylase Deficiency,disease,DB00368
SMP0000392,Benzocaine Action Pathway,drug_action,DB00368
SMP0000393,Bupivacaine Action Pathway,drug_action,DB00368
SMP0000398,Lidocaine (Local Anaesthetic) Action Pathway,drug_action,DB00368
SMP0000403,Proparacaine Action Pathway,drug_action,DB00368
SMP0000405,Codeine Action Pathway,drug_action,DB00368
SMP0000410,Hydromorphone Action Pathway,drug_action,DB00368
SMP0000415,Fentanyl Action Pathway,drug_action,DB00368
SMP0000417,Sufentanil Action Pathway,drug_action,DB00368
SMP0000678,Methadyl Acetate Action Pathway,drug_action,DB00368
SMP0000680,Dimethylthiambutene Action Pathway,drug_action,DB00368
SMP0000689,Dihydromorphine Action Pathway,drug_action,DB00368
SMP0000690,Ketobemidone  Action Pathway,drug_action,DB00368
SMP0000169,Alkaptonuria,disease,DB00368
SMP0000190,Hawkinsinuria,disease,DB00368
SMP0000400,Oxybuprocaine Action Pathway,drug_action,DB00368
SMP0000406,Morphine Action Pathway,drug_action,DB00368
SMP0000411,Hydrocodone Action Pathway,drug_action,DB00368
SMP0000412,Oxymorphone Action Pathway,drug_action,DB00368
SMP0000416,Remifentanil Action Pathway,drug_action,DB00368
SMP0000426,Fluoxetine Action Pathway,drug_action,DB00368
SMP0000431,Nicotine Action Pathway,drug_action,DB00368
SMP0000494,"Tyrosinemia, Transient, of the Newborn",disease,DB00368
SMP0000497,Tyrosine Hydroxylase Deficiency,disease,DB00368
SMP0000498,Dopamine beta-Hydroxylase Deficiency,disease,DB00368
SMP0000533,Monoamine Oxidase-A Deficiency (MAO-A),disease,DB00368
SMP0000672,Propoxyphene Action Pathway,drug_action,DB00368
SMP0000674,Anileridine Action Pathway,drug_action,DB00368
SMP0000679,3-Methylthiofentanyl Action Pathway,drug_action,DB00368
SMP0000683,Levallorphan Action Pathway,drug_action,DB00368
SMP0062885,Mirtazapine H1-Antihistamine Action,drug_action,DB00370
SMP0000469,Capecitabine Action Pathway,drug_action,DB00371
SMP0000607,Capecitabine Metabolism Pathway,drug_metabolism,DB00371
SMP0000659,Timolol Action Pathway,drug_action,DB00373
SMP0000329,Mexiletine Action Pathway,drug_action,DB00379
SMP0000376,Amlodipine Action Pathway,drug_action,DB00381
SMP0000132,Triamterene Action Pathway,drug_action,DB00384
SMP0000380,Nimodipine Action Pathway,drug_action,DB00393
SMP0000371,Congenital Lipoid Adrenal Hyperplasia (CLAH) or Lipoid CAH,disease,DB00396
SMP0000575,11-beta-Hydroxylase Deficiency (CYP11B1),disease,DB00396
SMP0000717,Apparent Mineralocorticoid Excess Syndrome,disease,DB00396
SMP0000372,Adrenal Hyperplasia Type 5 or Congenital Adrenal Hyperplasia Due to 17 alpha-Hydroxylase Deficiency,disease,DB00396
SMP0000577,Corticosterone Methyl Oxidase I Deficiency (CMO I),disease,DB00396
SMP0000718,3-beta-Hydroxysteroid Dehydrogenase Deficiency,disease,DB00396
SMP0000130,Steroidogenesis,metabolic,DB00396
SMP0000373,Adrenal Hyperplasia Type 3 or Congenital Adrenal Hyperplasia Due to 21-Hydroxylase Deficiency,disease,DB00396
SMP0000566,17-alpha-Hydroxylase Deficiency (CYP17),disease,DB00396
SMP0000576,21-Hydroxylase Deficiency (CYP21),disease,DB00396
SMP0000578,Corticosterone Methyl Oxidase II Deficiency (CMO II),disease,DB00396
SMP0000648,Sorafenib Metabolism Pathway,drug_metabolism,DB00398
SMP0000107,Zoledronate Action Pathway,drug_action,DB00399
SMP0000381,Nisoldipine Action Pathway,drug_action,DB00401
SMP0057580,Dexbrompheniramine H1-Antihistamine Action,drug_action,DB00405
SMP0000272,Enoxaparin Action Pathway,drug_action,DB00407
SMP0000275,Ardeparin Action Pathway,drug_action,DB00407
SMP0000653,Rosiglitazone Metabolism Pathway,drug_metabolism,DB00412
SMP0000134,Spironolactone Action Pathway,drug_action,DB00421
SMP0057581,Triprolidine H1-Antihistamine Action,drug_action,DB00427
SMP0059694,Cyproheptadine H1-Antihistamine Action,drug_action,DB00434
SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,DB00435
SMP0000504,"Creatine Deficiency, Guanidinoacetate Methyltransferase Deficiency",disease,DB00435
SMP0000505,Hyperornithinemia with Gyrate Atrophy (HOGA),disease,DB00435
SMP0000020,Arginine and Proline Metabolism,metabolic,DB00435
SMP0000188,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),disease,DB00435
SMP0000360,Hyperprolinemia Type II,disease,DB00435
SMP0000361,Hyperprolinemia Type I,disease,DB00435
SMP0000507,L-Arginine:Glycine Amidinotransferase Deficiency,disease,DB00435
SMP0000207,Prolidase Deficiency (PD),disease,DB00435
SMP0000208,Prolinemia Type II,disease,DB00435
SMP0000363,Ornithine Aminotransferase Deficiency (OAT Deficiency),disease,DB00435
SMP0000506,Hyperornithinemia-Hyperammonemia-Homocitrullinuria [HHH-syndrome],disease,DB00435
SMP0063777,Nitric Oxide Signaling Pathway,signaling,DB00435
SMP0000090,Bendroflumethiazide Action Pathway,drug_action,DB00436
SMP0000111,Cerivastatin Action Pathway,drug_action,DB00439
SMP0000603,Gemcitabine Metabolism Pathway,drug_metabolism,DB00441
SMP0000446,Gemcitabine Action Pathway,drug_action,DB00441
SMP0000443,Teniposide Action Pathway,drug_action,DB00444
SMP0000602,Teniposide Metabolism Pathway,drug_metabolism,DB00444
SMP0000729,Chloramphenicol Action Pathway,drug_action,DB00446
SMP0000614,Lansoprazole Metabolism Pathway,drug_metabolism,DB00448
SMP0000227,Lansoprazole Action Pathway,drug_action,DB00448
SMP0000716,Thyroid Hormone Synthesis,metabolic,DB00451
SMP0000256,Neomycin Action Pathway,drug_action,DB00452
SMP0000262,Clomocycline Action Pathway,drug_action,DB00453
SMP0060195,Loratadine H1-Antihistamine Action,drug_action,DB00455
SMP0000422,Imipramine Action Pathway,drug_action,DB00458
SMP0000625,Imipramine Metabolism Pathway,drug_metabolism,DB00458
SMP0000114,Nabumetone Action Pathway,drug_action,DB00461
SMP0000098,Ketorolac Action Pathway,drug_action,DB00465
SMP0000706,Tenoxicam Action Pathway,drug_action,DB00469
SMP0000646,Fluoxetine Metabolism Pathway,drug_metabolism,DB00472
SMP0000426,Fluoxetine Action Pathway,drug_action,DB00472
SMP0000253,Amikacin Action Pathway,drug_action,DB00479
SMP0000096,Celecoxib Action Pathway,drug_action,DB00482
SMP0000644,Celecoxib Metabolism Pathway,drug_metabolism,DB00482
SMP0000660,Sotalol Action Pathway,drug_action,DB00489
SMP0000149,Fosinopril Action Pathway,drug_action,DB00492
SMP0000594,Fosinopril Metabolism Pathway,drug_metabolism,DB00492
SMP0000747,Zidovudine Action Pathway,drug_action,DB00495
SMP0000409,Oxycodone Action Pathway,drug_action,DB00497
SMP0000655,Phenindione Action Pathway,drug_action,DB00498
SMP0000704,Tolmetin Action Pathway,drug_action,DB00500
SMP0000232,Cimetidine Action Pathway,drug_action,DB00501
SMP0000617,Cimetidine Metabolism Pathway,drug_metabolism,DB00501
SMP0000683,Levallorphan Action Pathway,drug_action,DB00504
SMP0000286,Aminocaproic Acid Action Pathway,drug_action,DB00513
SMP0000157,Trandolapril Action Pathway,drug_action,DB00519
SMP0000599,Trandolapril Metabolism Pathway,drug_metabolism,DB00519
SMP0000658,Carteolol Action Pathway,drug_action,DB00521
SMP0000074,Retinol Metabolism,metabolic,DB00523
SMP0000336,Vitamin A Deficiency,disease,DB00523
SMP0000105,Metolazone Action Pathway,drug_action,DB00524
SMP0000396,Dibucaine Action Pathway,drug_action,DB00527
SMP0000472,Erlotinib Action Pathway,drug_action,DB00530
SMP0000447,Cyclophosphamide Action Pathway,drug_action,DB00531
SMP0000604,Cyclophosphamide Metabolism Pathway,drug_metabolism,DB00531
SMP0000087,Rofecoxib Action Pathway,drug_action,DB00533
SMP0000437,Vincristine Action Pathway,drug_action,DB00541
SMP0000145,Benazepril Action Pathway,drug_action,DB00542
SMP0000591,Benazepril Metabolism Pathway,drug_metabolism,DB00542
SMP0000469,Capecitabine Action Pathway,drug_action,DB00544
SMP0000470,Fluorouracil Action Pathway,drug_action,DB00544
SMP0000607,Capecitabine Metabolism Pathway,drug_metabolism,DB00544
SMP0000608,Fluorouracil Metabolism Pathway,drug_metabolism,DB00544
SMP0000077,Piroxicam Action Pathway,drug_action,DB00554
SMP0058936,Hydroxyzine H1-Antihistamine Action,drug_action,DB00557
SMP0000712,Tigecycline Action Pathway,drug_action,DB00560
SMP0000432,Methotrexate Action Pathway,drug_action,DB00563
SMP0000634,Carbamazepine Metabolism Pathway,drug_metabolism,DB00564
SMP0059110,Cinnarizine H1-Antihistamine Action,drug_action,DB00568
SMP0000273,Fondaparinux Action Pathway,drug_action,DB00569
SMP0000436,Vinblastine Action Pathway,drug_action,DB00570
SMP0000307,Propranolol Action Pathway,drug_action,DB00571
SMP0000696,Fenoprofen Action Pathway,drug_action,DB00573
SMP0000116,Valdecoxib Action Pathway,drug_action,DB00580
SMP0000052,Beta Oxidation of Very Long Chain Fatty Acids,metabolic,DB00583
SMP0000539,Long Chain Acyl-CoA Dehydrogenase Deficiency (LCAD),disease,DB00583
SMP0000541,Carnitine Palmitoyl Transferase Deficiency II,disease,DB00583
SMP0000051,Fatty Acid Metabolism,metabolic,DB00583
SMP0000465,Carnitine Synthesis,metabolic,DB00583
SMP0000482,Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,metabolic,DB00583
SMP0000538,Carnitine Palmitoyl Transferase Deficiency I,disease,DB00583
SMP0000540,Very-Long-Chain Acyl-CoA Dehydrogenase Deficiency (VLCAD),disease,DB00583
SMP0000545,Trifunctional Protein Deficiency,disease,DB00583
SMP0000030,Oxidation of Branched-Chain Fatty Acids,metabolic,DB00583
SMP0000181,Ethylmalonic Encephalopathy,disease,DB00583
SMP0000185,Glutaric Aciduria Type I,disease,DB00583
SMP0000235,Short-Chain Acyl-CoA Dehydrogenase Deficiency (SCAD Deficiency),disease,DB00583
