drugbank-id,name,parent_key
DB02530,gamma-Aminobutyric acid,SMP0000385
DB03147,Flavin adenine dinucleotide,SMP0000385
DB03408,gamma-Glutamylcysteine,SMP0000385
DB04160,Pyrophosphoric acid,SMP0000385
DB00114,Pyridoxal phosphate,SMP0000484
DB00116,Tetrahydrofolic acid,SMP0000484
DB00118,Ademetionine,SMP0000484
DB00119,Pyruvic acid,SMP0000484
DB00125,Arginine,SMP0000484
DB00131,Adenosine phosphate,SMP0000484
DB00133,Serine,SMP0000484
DB00134,Methionine,SMP0000484
DB00142,Glutamic acid,SMP0000484
DB00145,Glycine,SMP0000484
DB00148,Creatine,SMP0000484
DB00151,Cysteine,SMP0000484
DB00157,NADH,SMP0000484
DB00160,Alanine,SMP0000484
DB00171,ATP,SMP0000484
DB00855,Aminolevulinic acid,SMP0000484
DB01378,Magnesium cation,SMP0000484
DB01593,Zinc,SMP0000484
DB02083,"N,N-dimethylglycine",SMP0000484
DB02751,Glycocyamine,SMP0000484
DB02951,3-Hydroxypyruvic Acid,SMP0000484
DB02957,Orotidine-5'-Monophosphate,SMP0000484
DB03147,Flavin adenine dinucleotide,SMP0000484
DB03587,Pyruvaldehyde,SMP0000484
DB03843,Formaldehyde,SMP0000484
DB03915,2-Amino-3-Ketobutyric Acid,SMP0000484
DB03929,D-Serine,SMP0000484
DB04160,Pyrophosphoric acid,SMP0000484
DB04343,Glyoxylic acid,SMP0000484
DB04522,Dexfosfoserine,SMP0000484
DB04553,2-Oxobutanoic Acid,SMP0000484
DB00114,Pyridoxal phosphate,SMP0000485
DB00116,Tetrahydrofolic acid,SMP0000485
DB00118,Ademetionine,SMP0000485
DB00119,Pyruvic acid,SMP0000485
DB00125,Arginine,SMP0000485
DB00131,Adenosine phosphate,SMP0000485
DB00133,Serine,SMP0000485
DB00134,Methionine,SMP0000485
DB00142,Glutamic acid,SMP0000485
DB00145,Glycine,SMP0000485
DB00148,Creatine,SMP0000485
DB00151,Cysteine,SMP0000485
DB00157,NADH,SMP0000485
DB00160,Alanine,SMP0000485
DB00171,ATP,SMP0000485
DB00855,Aminolevulinic acid,SMP0000485
DB01378,Magnesium cation,SMP0000485
DB01593,Zinc,SMP0000485
DB02083,"N,N-dimethylglycine",SMP0000485
DB02751,Glycocyamine,SMP0000485
DB02951,3-Hydroxypyruvic Acid,SMP0000485
DB02957,Orotidine-5'-Monophosphate,SMP0000485
DB03147,Flavin adenine dinucleotide,SMP0000485
DB03587,Pyruvaldehyde,SMP0000485
DB03843,Formaldehyde,SMP0000485
DB03915,2-Amino-3-Ketobutyric Acid,SMP0000485
DB03929,D-Serine,SMP0000485
DB04160,Pyrophosphoric acid,SMP0000485
DB04343,Glyoxylic acid,SMP0000485
DB04522,Dexfosfoserine,SMP0000485
DB04553,2-Oxobutanoic Acid,SMP0000485
DB00119,Pyruvic acid,SMP0000531
DB00157,NADH,SMP0000531
DB00171,ATP,SMP0000531
DB01345,Potassium cation,SMP0000531
DB01378,Magnesium cation,SMP0000531
DB01709,2-phospho-D-glyceric acid,SMP0000531
DB01819,Phosphoenolpyruvate,SMP0000531
DB02263,Glyceraldehyde-3-Phosphate,SMP0000531
DB04326,Dihydroxyacetone phosphate,SMP0000531
DB00119,Pyruvic acid,SMP0000534
DB00130,L-Glutamine,SMP0000534
DB00141,N-Acetylglucosamine,SMP0000534
DB00142,Glutamic acid,SMP0000534
DB00171,ATP,SMP0000534
DB01296,Glucosamine,SMP0000534
DB01378,Magnesium cation,SMP0000534
DB01819,Phosphoenolpyruvate,SMP0000534
DB02431,Cytidine-5'-Triphosphate,SMP0000534
DB03166,Acetic acid,SMP0000534
DB03435,Uridine-5'-Diphosphate,SMP0000534
DB04160,Pyrophosphoric acid,SMP0000534
DB00119,Pyruvic acid,SMP0000559
DB00121,Biotin,SMP0000559
DB00131,Adenosine phosphate,SMP0000559
DB00143,Glutathione,SMP0000559
DB00157,NADH,SMP0000559
DB00171,ATP,SMP0000559
DB01345,Potassium cation,SMP0000559
DB01378,Magnesium cation,SMP0000559
DB01593,Zinc,SMP0000559
DB01819,Phosphoenolpyruvate,SMP0000559
DB01839,Propylene glycol,SMP0000559
DB02897,Acetylphosphate,SMP0000559
DB03066,D-Lactic acid,SMP0000559
DB03147,Flavin adenine dinucleotide,SMP0000559
DB03166,Acetic acid,SMP0000559
DB03587,Pyruvaldehyde,SMP0000559
DB03776,Lactaldehyde,SMP0000559
DB04160,Pyrophosphoric acid,SMP0000559
DB04524,Malonyl-CoA,SMP0000559
DB00119,Pyruvic acid,SMP0000560
DB00121,Biotin,SMP0000560
DB00157,NADH,SMP0000560
DB00171,ATP,SMP0000560
DB01378,Magnesium cation,SMP0000560
DB01709,2-phospho-D-glyceric acid,SMP0000560
DB01819,Phosphoenolpyruvate,SMP0000560
DB02263,Glyceraldehyde-3-Phosphate,SMP0000560
DB04326,Dihydroxyacetone phosphate,SMP0000560
DB00119,Pyruvic acid,SMP0000573
DB00121,Biotin,SMP0000573
DB00157,NADH,SMP0000573
DB00171,ATP,SMP0000573
DB01378,Magnesium cation,SMP0000573
DB01709,2-phospho-D-glyceric acid,SMP0000573
DB01819,Phosphoenolpyruvate,SMP0000573
DB02263,Glyceraldehyde-3-Phosphate,SMP0000573
DB04326,Dihydroxyacetone phosphate,SMP0000573
DB00114,Pyridoxal phosphate,SMP0000721
DB00116,Tetrahydrofolic acid,SMP0000721
DB00118,Ademetionine,SMP0000721
DB00119,Pyruvic acid,SMP0000721
DB00125,Arginine,SMP0000721
DB00131,Adenosine phosphate,SMP0000721
DB00133,Serine,SMP0000721
DB00134,Methionine,SMP0000721
DB00142,Glutamic acid,SMP0000721
DB00145,Glycine,SMP0000721
DB00148,Creatine,SMP0000721
DB00151,Cysteine,SMP0000721
DB00157,NADH,SMP0000721
DB00160,Alanine,SMP0000721
DB00171,ATP,SMP0000721
DB00855,Aminolevulinic acid,SMP0000721
DB01378,Magnesium cation,SMP0000721
DB01593,Zinc,SMP0000721
DB02083,"N,N-dimethylglycine",SMP0000721
DB02751,Glycocyamine,SMP0000721
DB02951,3-Hydroxypyruvic Acid,SMP0000721
DB02957,Orotidine-5'-Monophosphate,SMP0000721
DB03147,Flavin adenine dinucleotide,SMP0000721
DB03587,Pyruvaldehyde,SMP0000721
DB03843,Formaldehyde,SMP0000721
DB03915,2-Amino-3-Ketobutyric Acid,SMP0000721
DB03929,D-Serine,SMP0000721
DB04160,Pyrophosphoric acid,SMP0000721
DB04343,Glyoxylic acid,SMP0000721
DB04522,Dexfosfoserine,SMP0000721
DB04553,2-Oxobutanoic Acid,SMP0000721
DB00114,Pyridoxal phosphate,SMP0000722
DB00119,Pyruvic acid,SMP0000722
DB00131,Adenosine phosphate,SMP0000722
DB00142,Glutamic acid,SMP0000722
DB00151,Cysteine,SMP0000722
DB00157,NADH,SMP0000722
DB00171,ATP,SMP0000722
DB01592,Iron,SMP0000722
DB01593,Zinc,SMP0000722
DB03408,gamma-Glutamylcysteine,SMP0000722
DB04160,Pyrophosphoric acid,SMP0000722
DB00119,Pyruvic acid,SMP0002295
DB00121,Biotin,SMP0002295
DB00126,Ascorbic acid,SMP0002295
DB00139,Succinic acid,SMP0002295
DB00157,NADH,SMP0002295
DB00171,ATP,SMP0002295
DB00172,Proline,SMP0002295
DB01378,Magnesium cation,SMP0002295
DB01592,Iron,SMP0002295
DB03147,Flavin adenine dinucleotide,SMP0002295
DB04272,Citric acid,SMP0002295
DB04299,Maleic Acid,SMP0002295
DB00119,Pyruvic acid,SMP0002358
DB00121,Biotin,SMP0002358
DB00130,L-Glutamine,SMP0002358
DB00139,Succinic acid,SMP0002358
DB00142,Glutamic acid,SMP0002358
DB00157,NADH,SMP0002358
DB00171,ATP,SMP0002358
DB01378,Magnesium cation,SMP0002358
DB03147,Flavin adenine dinucleotide,SMP0002358
DB04272,Citric acid,SMP0002358
DB04299,Maleic Acid,SMP0002358
DB00114,Pyridoxal phosphate,SMP0000001
DB00119,Pyruvic acid,SMP0000001
DB00125,Arginine,SMP0000001
DB00128,Aspartic acid,SMP0000001
DB00129,Ornithine,SMP0000001
DB00130,L-Glutamine,SMP0000001
DB00131,Adenosine phosphate,SMP0000001
DB00142,Glutamic acid,SMP0000001
DB00155,Citrulline,SMP0000001
DB00157,NADH,SMP0000001
DB00160,Alanine,SMP0000001
DB00171,ATP,SMP0000001
DB01373,Calcium,SMP0000001
DB03904,Urea,SMP0000001
DB04160,Pyrophosphoric acid,SMP0000001
DB04299,Maleic Acid,SMP0000001
DB00114,Pyridoxal phosphate,SMP0000059
DB00119,Pyruvic acid,SMP0000059
DB00125,Arginine,SMP0000059
DB00128,Aspartic acid,SMP0000059
DB00129,Ornithine,SMP0000059
DB00130,L-Glutamine,SMP0000059
DB00131,Adenosine phosphate,SMP0000059
DB00142,Glutamic acid,SMP0000059
DB00155,Citrulline,SMP0000059
DB00157,NADH,SMP0000059
DB00160,Alanine,SMP0000059
DB00171,ATP,SMP0000059
DB01373,Calcium,SMP0000059
DB03904,Urea,SMP0000059
DB04160,Pyrophosphoric acid,SMP0000059
DB04299,Maleic Acid,SMP0000059
DB00114,Pyridoxal phosphate,SMP0000127
DB00119,Pyruvic acid,SMP0000127
DB00142,Glutamic acid,SMP0000127
DB00157,NADH,SMP0000127
DB00160,Alanine,SMP0000127
DB00114,Pyridoxal phosphate,SMP0000136
DB00119,Pyruvic acid,SMP0000136
DB00121,Biotin,SMP0000136
DB00128,Aspartic acid,SMP0000136
DB00130,L-Glutamine,SMP0000136
DB00131,Adenosine phosphate,SMP0000136
DB00139,Succinic acid,SMP0000136
DB00142,Glutamic acid,SMP0000136
DB00143,Glutathione,SMP0000136
DB00145,Glycine,SMP0000136
DB00151,Cysteine,SMP0000136
DB00157,NADH,SMP0000136
DB00160,Alanine,SMP0000136
DB00171,ATP,SMP0000136
DB01378,Magnesium cation,SMP0000136
DB01593,Zinc,SMP0000136
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,SMP0000136
DB01972,Guanosine-5'-Monophosphate,SMP0000136
DB02530,gamma-Aminobutyric acid,SMP0000136
DB03147,Flavin adenine dinucleotide,SMP0000136
DB03408,gamma-Glutamylcysteine,SMP0000136
DB04160,Pyrophosphoric acid,SMP0000136
DB00114,Pyridoxal phosphate,SMP0000205
DB00119,Pyruvic acid,SMP0000205
DB00125,Arginine,SMP0000205
DB00128,Aspartic acid,SMP0000205
DB00129,Ornithine,SMP0000205
DB00130,L-Glutamine,SMP0000205
DB00131,Adenosine phosphate,SMP0000205
DB00142,Glutamic acid,SMP0000205
DB00155,Citrulline,SMP0000205
DB00157,NADH,SMP0000205
DB00160,Alanine,SMP0000205
DB00171,ATP,SMP0000205
DB01373,Calcium,SMP0000205
DB03904,Urea,SMP0000205
DB04160,Pyrophosphoric acid,SMP0000205
DB04299,Maleic Acid,SMP0000205
DB00114,Pyridoxal phosphate,SMP0000243
DB00119,Pyruvic acid,SMP0000243
DB00121,Biotin,SMP0000243
DB00128,Aspartic acid,SMP0000243
DB00130,L-Glutamine,SMP0000243
DB00131,Adenosine phosphate,SMP0000243
DB00139,Succinic acid,SMP0000243
DB00142,Glutamic acid,SMP0000243
DB00143,Glutathione,SMP0000243
DB00145,Glycine,SMP0000243
DB00151,Cysteine,SMP0000243
DB00157,NADH,SMP0000243
DB00160,Alanine,SMP0000243
DB00171,ATP,SMP0000243
DB01378,Magnesium cation,SMP0000243
DB01593,Zinc,SMP0000243
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,SMP0000243
DB01972,Guanosine-5'-Monophosphate,SMP0000243
DB02530,gamma-Aminobutyric acid,SMP0000243
DB03147,Flavin adenine dinucleotide,SMP0000243
DB03408,gamma-Glutamylcysteine,SMP0000243
DB04160,Pyrophosphoric acid,SMP0000243
DB00114,Pyridoxal phosphate,SMP0000313
DB00119,Pyruvic acid,SMP0000313
DB00121,Biotin,SMP0000313
DB00131,Adenosine phosphate,SMP0000313
DB00142,Glutamic acid,SMP0000313
DB00145,Glycine,SMP0000313
DB00160,Alanine,SMP0000313
DB00171,ATP,SMP0000313
DB01593,Zinc,SMP0000313
DB04160,Pyrophosphoric acid,SMP0000313
DB04343,Glyoxylic acid,SMP0000313
DB00114,Pyridoxal phosphate,SMP0000352
DB00119,Pyruvic acid,SMP0000352
DB00121,Biotin,SMP0000352
DB00131,Adenosine phosphate,SMP0000352
DB00142,Glutamic acid,SMP0000352
DB00145,Glycine,SMP0000352
DB00160,Alanine,SMP0000352
DB00171,ATP,SMP0000352
DB01593,Zinc,SMP0000352
DB04160,Pyrophosphoric acid,SMP0000352
DB04343,Glyoxylic acid,SMP0000352
DB00114,Pyridoxal phosphate,SMP0000357
DB00119,Pyruvic acid,SMP0000357
DB00125,Arginine,SMP0000357
DB00128,Aspartic acid,SMP0000357
DB00129,Ornithine,SMP0000357
DB00130,L-Glutamine,SMP0000357
DB00131,Adenosine phosphate,SMP0000357
DB00142,Glutamic acid,SMP0000357
DB00155,Citrulline,SMP0000357
DB00157,NADH,SMP0000357
DB00160,Alanine,SMP0000357
DB00171,ATP,SMP0000357
DB01373,Calcium,SMP0000357
DB03904,Urea,SMP0000357
DB04160,Pyrophosphoric acid,SMP0000357
DB04299,Maleic Acid,SMP0000357
DB00114,Pyridoxal phosphate,SMP0000206
DB00120,Phenylalanine,SMP0000206
DB00131,Adenosine phosphate,SMP0000206
DB00135,Tyrosine,SMP0000206
DB00142,Glutamic acid,SMP0000206
DB00171,ATP,SMP0000206
DB01373,Calcium,SMP0000206
DB01378,Magnesium cation,SMP0000206
DB01592,Iron,SMP0000206
DB01762,Acetoacetic Acid,SMP0000206
DB03147,Flavin adenine dinucleotide,SMP0000206
DB03884,Phenylpyruvic acid,SMP0000206
DB04160,Pyrophosphoric acid,SMP0000206
DB04299,Maleic Acid,SMP0000206
DB07718,3-(4-HYDROXY-PHENYL)PYRUVIC ACID,SMP0000206
DB08327,"2-(3,6-DIHYDROXYPHENYL)ACETIC ACID",SMP0000206
DB00114,Pyridoxal phosphate,SMP0000008
DB00120,Phenylalanine,SMP0000008
DB00131,Adenosine phosphate,SMP0000008
DB00135,Tyrosine,SMP0000008
DB00142,Glutamic acid,SMP0000008
DB00171,ATP,SMP0000008
DB01373,Calcium,SMP0000008
DB01378,Magnesium cation,SMP0000008
DB01592,Iron,SMP0000008
DB01762,Acetoacetic Acid,SMP0000008
DB03147,Flavin adenine dinucleotide,SMP0000008
DB03884,Phenylpyruvic acid,SMP0000008
DB04160,Pyrophosphoric acid,SMP0000008
DB04299,Maleic Acid,SMP0000008
DB07718,3-(4-HYDROXY-PHENYL)PYRUVIC ACID,SMP0000008
DB08327,"2-(3,6-DIHYDROXYPHENYL)ACETIC ACID",SMP0000008
DB00114,Pyridoxal phosphate,SMP0000369
DB00120,Phenylalanine,SMP0000369
DB00131,Adenosine phosphate,SMP0000369
DB00135,Tyrosine,SMP0000369
DB00142,Glutamic acid,SMP0000369
DB00171,ATP,SMP0000369
DB01373,Calcium,SMP0000369
DB01378,Magnesium cation,SMP0000369
DB01592,Iron,SMP0000369
DB01762,Acetoacetic Acid,SMP0000369
DB03147,Flavin adenine dinucleotide,SMP0000369
DB03884,Phenylpyruvic acid,SMP0000369
DB04160,Pyrophosphoric acid,SMP0000369
DB04299,Maleic Acid,SMP0000369
DB07718,3-(4-HYDROXY-PHENYL)PYRUVIC ACID,SMP0000369
DB08327,"2-(3,6-DIHYDROXYPHENYL)ACETIC ACID",SMP0000369
DB00121,Biotin,SMP0000066
DB00123,L-Lysine,SMP0000066
DB00171,ATP,SMP0000066
DB04160,Pyrophosphoric acid,SMP0000066
DB00114,Pyridoxal phosphate,SMP0000138
DB00121,Biotin,SMP0000138
DB00139,Succinic acid,SMP0000138
DB00142,Glutamic acid,SMP0000138
DB00147,Pyridoxal,SMP0000138
DB00149,Leucine,SMP0000138
DB00157,NADH,SMP0000138
DB00161,Valine,SMP0000138
DB00167,Isoleucine,SMP0000138
DB00171,ATP,SMP0000138
DB01762,Acetoacetic Acid,SMP0000138
DB03147,Flavin adenine dinucleotide,SMP0000138
DB03229,2-Oxo-4-Methylpentanoic Acid,SMP0000138
DB04074,alpha-Ketoisovalerate,SMP0000138
DB04183,Methylmalonic Acid,SMP0000138
DB00114,Pyridoxal phosphate,SMP0000198
DB00121,Biotin,SMP0000198
DB00131,Adenosine phosphate,SMP0000198
DB00142,Glutamic acid,SMP0000198
DB00157,NADH,SMP0000198
DB00161,Valine,SMP0000198
DB00171,ATP,SMP0000198
DB03107,Beta-Alanine,SMP0000198
DB03147,Flavin adenine dinucleotide,SMP0000198
DB03688,3-Hydroxy-Propanoic Acid,SMP0000198
DB03766,Propanoic acid,SMP0000198
DB04160,Pyrophosphoric acid,SMP0000198
DB04183,Methylmalonic Acid,SMP0000198
DB04524,Malonyl-CoA,SMP0000198
DB04553,2-Oxobutanoic Acid,SMP0000198
DB00114,Pyridoxal phosphate,SMP0000200
DB00121,Biotin,SMP0000200
DB00139,Succinic acid,SMP0000200
DB00142,Glutamic acid,SMP0000200
DB00147,Pyridoxal,SMP0000200
DB00149,Leucine,SMP0000200
DB00157,NADH,SMP0000200
DB00161,Valine,SMP0000200
DB00167,Isoleucine,SMP0000200
DB00171,ATP,SMP0000200
DB01762,Acetoacetic Acid,SMP0000200
DB03147,Flavin adenine dinucleotide,SMP0000200
DB03229,2-Oxo-4-Methylpentanoic Acid,SMP0000200
DB04074,alpha-Ketoisovalerate,SMP0000200
DB04183,Methylmalonic Acid,SMP0000200
DB00119,Pyruvic acid,SMP0000374
DB00121,Biotin,SMP0000374
DB00157,NADH,SMP0000374
DB00171,ATP,SMP0000374
DB01378,Magnesium cation,SMP0000374
DB01709,2-phospho-D-glyceric acid,SMP0000374
DB01819,Phosphoenolpyruvate,SMP0000374
DB02263,Glyceraldehyde-3-Phosphate,SMP0000374
DB04326,Dihydroxyacetone phosphate,SMP0000374
DB00119,Pyruvic acid,SMP0000466
DB00121,Biotin,SMP0000466
DB00157,NADH,SMP0000466
DB00171,ATP,SMP0000466
DB04272,Citric acid,SMP0000466
DB00114,Pyridoxal phosphate,SMP0000523
DB00121,Biotin,SMP0000523
DB00139,Succinic acid,SMP0000523
DB00142,Glutamic acid,SMP0000523
DB00147,Pyridoxal,SMP0000523
DB00149,Leucine,SMP0000523
DB00157,NADH,SMP0000523
DB00161,Valine,SMP0000523
DB00167,Isoleucine,SMP0000523
DB00171,ATP,SMP0000523
DB01762,Acetoacetic Acid,SMP0000523
DB03147,Flavin adenine dinucleotide,SMP0000523
DB03229,2-Oxo-4-Methylpentanoic Acid,SMP0000523
DB04074,alpha-Ketoisovalerate,SMP0000523
DB04183,Methylmalonic Acid,SMP0000523
DB00119,Pyruvic acid,SMP0000546
DB00121,Biotin,SMP0000546
DB00139,Succinic acid,SMP0000546
DB00157,NADH,SMP0000546
DB00171,ATP,SMP0000546
DB01378,Magnesium cation,SMP0000546
DB03147,Flavin adenine dinucleotide,SMP0000546
DB04272,Citric acid,SMP0000546
DB04299,Maleic Acid,SMP0000546
DB00119,Pyruvic acid,SMP0000547
DB00121,Biotin,SMP0000547
DB00139,Succinic acid,SMP0000547
DB00157,NADH,SMP0000547
DB00171,ATP,SMP0000547
DB01378,Magnesium cation,SMP0000547
DB03147,Flavin adenine dinucleotide,SMP0000547
DB04272,Citric acid,SMP0000547
DB04299,Maleic Acid,SMP0000547
DB00119,Pyruvic acid,SMP0000548
DB00121,Biotin,SMP0000548
DB00139,Succinic acid,SMP0000548
DB00157,NADH,SMP0000548
DB00171,ATP,SMP0000548
DB01378,Magnesium cation,SMP0000548
DB03147,Flavin adenine dinucleotide,SMP0000548
DB04272,Citric acid,SMP0000548
DB04299,Maleic Acid,SMP0000548
DB00119,Pyruvic acid,SMP0000549
DB00121,Biotin,SMP0000549
DB00139,Succinic acid,SMP0000549
DB00157,NADH,SMP0000549
DB00171,ATP,SMP0000549
DB01378,Magnesium cation,SMP0000549
DB03147,Flavin adenine dinucleotide,SMP0000549
DB04272,Citric acid,SMP0000549
DB04299,Maleic Acid,SMP0000549
DB00119,Pyruvic acid,SMP0000562
DB00121,Biotin,SMP0000562
DB00157,NADH,SMP0000562
DB00171,ATP,SMP0000562
DB01378,Magnesium cation,SMP0000562
DB01709,2-phospho-D-glyceric acid,SMP0000562
DB01819,Phosphoenolpyruvate,SMP0000562
DB02263,Glyceraldehyde-3-Phosphate,SMP0000562
DB04326,Dihydroxyacetone phosphate,SMP0000562
DB00119,Pyruvic acid,SMP0000563
DB00121,Biotin,SMP0000563
DB00157,NADH,SMP0000563
DB00171,ATP,SMP0000563
DB01378,Magnesium cation,SMP0000563
DB01709,2-phospho-D-glyceric acid,SMP0000563
DB01819,Phosphoenolpyruvate,SMP0000563
DB02263,Glyceraldehyde-3-Phosphate,SMP0000563
DB04326,Dihydroxyacetone phosphate,SMP0000563
DB00114,Pyridoxal phosphate,SMP0000567
DB00119,Pyruvic acid,SMP0000567
DB00121,Biotin,SMP0000567
DB00128,Aspartic acid,SMP0000567
DB00130,L-Glutamine,SMP0000567
DB00131,Adenosine phosphate,SMP0000567
DB00139,Succinic acid,SMP0000567
DB00142,Glutamic acid,SMP0000567
DB00143,Glutathione,SMP0000567
DB00145,Glycine,SMP0000567
DB00151,Cysteine,SMP0000567
DB00157,NADH,SMP0000567
DB00160,Alanine,SMP0000567
DB00171,ATP,SMP0000567
DB01378,Magnesium cation,SMP0000567
DB01593,Zinc,SMP0000567
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,SMP0000567
DB01972,Guanosine-5'-Monophosphate,SMP0000567
DB02530,gamma-Aminobutyric acid,SMP0000567
DB03147,Flavin adenine dinucleotide,SMP0000567
DB03408,gamma-Glutamylcysteine,SMP0000567
DB04160,Pyrophosphoric acid,SMP0000567
DB00119,Pyruvic acid,SMP0000654
DB00121,Biotin,SMP0000654
DB00130,L-Glutamine,SMP0000654
DB00139,Succinic acid,SMP0000654
DB00142,Glutamic acid,SMP0000654
DB00157,NADH,SMP0000654
DB00171,ATP,SMP0000654
DB01345,Potassium cation,SMP0000654
DB01378,Magnesium cation,SMP0000654
DB01709,2-phospho-D-glyceric acid,SMP0000654
DB01819,Phosphoenolpyruvate,SMP0000654
DB02263,Glyceraldehyde-3-Phosphate,SMP0000654
DB03147,Flavin adenine dinucleotide,SMP0000654
DB04034,Ribulose-5-Phosphate,SMP0000654
DB04272,Citric acid,SMP0000654
DB04299,Maleic Acid,SMP0000654
DB04326,Dihydroxyacetone phosphate,SMP0000654
DB00119,Pyruvic acid,SMP0002291
DB00121,Biotin,SMP0002291
DB00130,L-Glutamine,SMP0002291
DB00139,Succinic acid,SMP0002291
DB00142,Glutamic acid,SMP0002291
DB00157,NADH,SMP0002291
DB00171,ATP,SMP0002291
DB01378,Magnesium cation,SMP0002291
DB03147,Flavin adenine dinucleotide,SMP0002291
DB04272,Citric acid,SMP0002291
DB04299,Maleic Acid,SMP0002291
DB00114,Pyridoxal phosphate,SMP0000032
DB00121,Biotin,SMP0000032
DB00139,Succinic acid,SMP0000032
DB00142,Glutamic acid,SMP0000032
DB00147,Pyridoxal,SMP0000032
DB00149,Leucine,SMP0000032
DB00157,NADH,SMP0000032
DB00161,Valine,SMP0000032
DB00167,Isoleucine,SMP0000032
DB00171,ATP,SMP0000032
DB01762,Acetoacetic Acid,SMP0000032
DB03147,Flavin adenine dinucleotide,SMP0000032
DB03229,2-Oxo-4-Methylpentanoic Acid,SMP0000032
DB04074,alpha-Ketoisovalerate,SMP0000032
DB04183,Methylmalonic Acid,SMP0000032
DB00114,Pyridoxal phosphate,SMP0000140
DB00121,Biotin,SMP0000140
DB00139,Succinic acid,SMP0000140
DB00142,Glutamic acid,SMP0000140
DB00147,Pyridoxal,SMP0000140
DB00149,Leucine,SMP0000140
DB00157,NADH,SMP0000140
DB00161,Valine,SMP0000140
DB00167,Isoleucine,SMP0000140
DB00171,ATP,SMP0000140
DB01762,Acetoacetic Acid,SMP0000140
DB03147,Flavin adenine dinucleotide,SMP0000140
DB03229,2-Oxo-4-Methylpentanoic Acid,SMP0000140
DB04074,alpha-Ketoisovalerate,SMP0000140
DB04183,Methylmalonic Acid,SMP0000140
DB00114,Pyridoxal phosphate,SMP0000141
DB00121,Biotin,SMP0000141
DB00139,Succinic acid,SMP0000141
DB00142,Glutamic acid,SMP0000141
DB00147,Pyridoxal,SMP0000141
DB00149,Leucine,SMP0000141
DB00157,NADH,SMP0000141
DB00161,Valine,SMP0000141
DB00167,Isoleucine,SMP0000141
DB00171,ATP,SMP0000141
DB01762,Acetoacetic Acid,SMP0000141
DB03147,Flavin adenine dinucleotide,SMP0000141
DB03229,2-Oxo-4-Methylpentanoic Acid,SMP0000141
DB04074,alpha-Ketoisovalerate,SMP0000141
DB04183,Methylmalonic Acid,SMP0000141
DB00114,Pyridoxal phosphate,SMP0000199
DB00121,Biotin,SMP0000199
DB00139,Succinic acid,SMP0000199
DB00142,Glutamic acid,SMP0000199
DB00147,Pyridoxal,SMP0000199
DB00149,Leucine,SMP0000199
DB00157,NADH,SMP0000199
DB00161,Valine,SMP0000199
DB00167,Isoleucine,SMP0000199
DB00171,ATP,SMP0000199
DB01762,Acetoacetic Acid,SMP0000199
DB03147,Flavin adenine dinucleotide,SMP0000199
DB03229,2-Oxo-4-Methylpentanoic Acid,SMP0000199
DB04074,alpha-Ketoisovalerate,SMP0000199
DB04183,Methylmalonic Acid,SMP0000199
DB00114,Pyridoxal phosphate,SMP0000201
DB00121,Biotin,SMP0000201
DB00131,Adenosine phosphate,SMP0000201
DB00142,Glutamic acid,SMP0000201
DB00157,NADH,SMP0000201
DB00161,Valine,SMP0000201
DB00171,ATP,SMP0000201
DB03107,Beta-Alanine,SMP0000201
DB03147,Flavin adenine dinucleotide,SMP0000201
DB03688,3-Hydroxy-Propanoic Acid,SMP0000201
DB03766,Propanoic acid,SMP0000201
DB04160,Pyrophosphoric acid,SMP0000201
DB04183,Methylmalonic Acid,SMP0000201
DB04524,Malonyl-CoA,SMP0000201
DB04553,2-Oxobutanoic Acid,SMP0000201
DB00114,Pyridoxal phosphate,SMP0000236
DB00121,Biotin,SMP0000236
DB00139,Succinic acid,SMP0000236
DB00142,Glutamic acid,SMP0000236
DB00147,Pyridoxal,SMP0000236
DB00149,Leucine,SMP0000236
DB00157,NADH,SMP0000236
DB00161,Valine,SMP0000236
DB00167,Isoleucine,SMP0000236
DB00171,ATP,SMP0000236
DB01762,Acetoacetic Acid,SMP0000236
DB03147,Flavin adenine dinucleotide,SMP0000236
DB03229,2-Oxo-4-Methylpentanoic Acid,SMP0000236
DB04074,alpha-Ketoisovalerate,SMP0000236
DB04183,Methylmalonic Acid,SMP0000236
DB00114,Pyridoxal phosphate,SMP0000237
DB00121,Biotin,SMP0000237
DB00139,Succinic acid,SMP0000237
DB00142,Glutamic acid,SMP0000237
DB00147,Pyridoxal,SMP0000237
DB00149,Leucine,SMP0000237
DB00157,NADH,SMP0000237
DB00161,Valine,SMP0000237
DB00167,Isoleucine,SMP0000237
DB00171,ATP,SMP0000237
DB01762,Acetoacetic Acid,SMP0000237
DB03147,Flavin adenine dinucleotide,SMP0000237
DB03229,2-Oxo-4-Methylpentanoic Acid,SMP0000237
DB04074,alpha-Ketoisovalerate,SMP0000237
DB04183,Methylmalonic Acid,SMP0000237
DB00114,Pyridoxal phosphate,SMP0000238
DB00121,Biotin,SMP0000238
DB00139,Succinic acid,SMP0000238
DB00142,Glutamic acid,SMP0000238
DB00147,Pyridoxal,SMP0000238
DB00149,Leucine,SMP0000238
DB00157,NADH,SMP0000238
DB00161,Valine,SMP0000238
DB00167,Isoleucine,SMP0000238
DB00171,ATP,SMP0000238
