name,url,parent_key
Heritage Pharmaceuticals,http://www.heritagepharma.com,DB00393
Neuman Distributors Inc.,,DB00393
Pharmaceutics International Inc.,http://www.pharm-int.com,DB00393
Sandhills Packaging Inc.,http://www.sandhillspackaging.com,DB00393
3M Health Care,http://www.3m.com,DB00394
A-S Medication Solutions LLC,http://orders.a-smeds.com,DB00394
Dispensing Solutions,http://www.drxdispensing.com,DB00394
GlaxoSmithKline Inc.,http://www.gsk.com,DB00394
Graceway Pharmaceuticals,http://www.gracewaypharma.com,DB00394
Medisca Inc.,http://www.medisca.com,DB00394
Pharmedix,http://www.pharmedixrx.com,DB00394
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00394
Stat Rx Usa,http://statrxusa.exporterus.com,DB00394
Teva Pharmaceutical Industries Ltd.,http://www.tevapharm.com,DB00394
Aidarex Pharmacuticals LLC,http://www.aidarex.com,DB00395
Amerisource Health Services Corp.,http://www.amerisourcebergen.com,DB00395
Apotheca Inc.,,DB00395
A-S Medication Solutions LLC,http://orders.a-smeds.com,DB00395
Aurobindo Pharma Ltd.,http://www.aurobindo.com,DB00395
Blenheim Pharmacal,http://www.bpipack.com,DB00395
Bryant Ranch Prepack,http://bryantranchprepack.com,DB00395
Cardinal Health,http://www.cardinal.com,DB00395
Carlisle Laboratories Inc.,,DB00395
Chattem Chemicals Inc.,http://www.chattem.com,DB00395
Corepharma LLC,http://www.corepharma.com,DB00395
Darby Dental Supply Co. Inc.,http://www.darbydental.com,DB00395
Direct Dispensing Inc.,,DB00395
Dispensing Solutions,http://www.drxdispensing.com,DB00395
Diversified Healthcare Services Inc.,http://www.dhscorp.com,DB00395
Duramed,http://www.duramed.ca,DB00395
Eon Labs,,DB00395
Gm Pharmaceuticals Inc.,,DB00395
H and H Laboratories,http://www.hhlabs.com,DB00395
H.J. Harkins Co. Inc.,http://hjharkinscompanyinc.com,DB00395
Heartland Repack Services LLC,,DB00395
Innoviant Pharmacy Inc.,http://www.innoviantpharmacy.com,DB00395
Kaiser Foundation Hospital,,DB00395
Keltman Pharmaceuticals Inc.,http://www.keltman.com,DB00395
Lake Erie Medical and Surgical Supply,,DB00395
Major Pharmaceuticals,http://www.majorpharmaceuticals.com,DB00395
Mckesson Corp.,http://www.mckesson.com,DB00395
Meda AB,http://www.meda.se,DB00395
Medisca Inc.,http://www.medisca.com,DB00395
Murfreesboro Pharmaceutical Nursing Supply,http://www.unitdosesupply.com,DB00395
Mutual Pharmaceutical Co.,,DB00395
Nucare Pharmaceuticals Inc.,http://www.nucarerx.com,DB00395
Palmetto Pharmaceuticals Inc.,http://www.palmettopharm.com,DB00395
PCA LLC,,DB00395
PD-Rx Pharmaceuticals Inc.,http://www.pdrx.com,DB00395
Pharmaceutical Utilization Management Program VA Inc.,,DB00395
Pharmedix,http://www.pharmedixrx.com,DB00395
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00395
Preferred Pharmaceuticals Inc.,http://www.preferredpharmaceuticals.com,DB00395
Prepackage Specialists,,DB00395
Prepak Systems Inc.,http://www.prepaksys.com,DB00395
Prescription Dispensing Service Inc.,,DB00395
Qualitest,http://www.worldoftest.com,DB00395
Ranbaxy Laboratories,http://www.ranbaxy.com,DB00395
Rebel Distributors Corp.,http://www.rebelrx.com,DB00395
Redpharm Drug,,DB00395
Sandhills Packaging Inc.,http://www.sandhillspackaging.com,DB00395
Sandoz,http://www.sandoz.ca,DB00395
Southwood Pharmaceuticals,http://www.southwoodhealthcare.com,DB00395
St Mary's Medical Park Pharmacy,,DB00395
Stat Rx Usa,http://statrxusa.exporterus.com,DB00395
Sun Pharmaceutical Industries Ltd.,http://www.sunpharma.com,DB00395
UDL Laboratories,http://www.udllabs.com,DB00395
Vintage Pharmaceuticals Inc.,,DB00395
Vision Pharma LLC,http://www.visionpharma.com,DB00395
Wallace Pharmaceuticals Inc.,http://www.wallacepharma.net,DB00395
Watson Pharmaceuticals,http://www.watson.com,DB00395
West-Ward Pharmaceuticals,http://www.west-ward.com,DB00395
Abraxis BioScience Inc.,http://www.abraxisbio.com,DB00396
APP Pharmaceuticals,http://www.apppharma.com,DB00396
Ascend Therapeutics,http://www.ascendtherapeutics.com,DB00396
Carlisle Laboratories Inc.,,DB00396
Catalent Pharma Solutions,http://www.catalent.com,DB00396
Columbia Labs,http://www.columbialabs.com,DB00396
Consolidated Midland Corp.,,DB00396
Cutis Pharma Inc.,http://www.cutispharma.com,DB00396
Darby Dental Supply Co. Inc.,http://www.darbydental.com,DB00396
Fleet Laboratories Ltd.,http://www.fleetlabs.co.uk,DB00396
Lyne Laboratories Inc.,http://www.lyne.com,DB00396
Marlex Pharmaceuticals,http://www.marlexpharm.com,DB00396
Martica Enterprises Inc.,,DB00396
Martin Surgical Supply,,DB00396
Merit Pharmaceuticals,http://www.meritpharm.com,DB00396
My Healthcare Packaging Ltd. Contract Packaging,,DB00396
Paddock Labs,http://www.paddocklabs.com,DB00396
Pharmaceutics International Inc.,http://www.pharm-int.com,DB00396
Pharmaforce Inc.,http://www.pharmaforceinc.com,DB00396
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00396
Primedics Laboratories,,DB00396
Redpharm Drug,,DB00396
Solvay Pharmaceuticals,http://global.abbottgrowth.com,DB00396
Spectrum Chemicals and Laboratory Products,http://www.spectrumchemical.com,DB00396
V Sab Medical Labs Inc.,,DB00396
Watson Pharmaceuticals,http://www.watson.com,DB00396
Amerisource Health Services Corp.,http://www.amerisourcebergen.com,DB00397
Boca Pharmacal,http://www.bocapharmacal.com,DB00397
Breckenridge Pharmaceuticals,http://www.bpirx.com,DB00397
Bristol-Myers Squibb Co.,http://www.bms.com,DB00397
C.O. Truxton Inc.,,DB00397
Carlisle Laboratories Inc.,,DB00397
Century Pharmaceuticals Inc.,http://www.dakins.net,DB00397
Chattem Chemicals Inc.,http://www.chattem.com,DB00397
Corvit Pharmaceuticals,,DB00397
DHHS Program Support Center Supply Service Center,,DB00397
Direct Dispensing Inc.,,DB00397
Duramed,http://www.duramed.ca,DB00397
Econolab Inc.,http://www.econo-lab.com,DB00397
Equipharm Inc.,,DB00397
Farmaquimia SA de CV,http://www.farmaquimia.com,DB00397
Generics Puerto Rico Inc.,,DB00397
Gm Pharmaceuticals Inc.,,DB00397
Golden State Medical Supply Inc.,http://www.gsms.us,DB00397
H and H Laboratories,http://www.hhlabs.com,DB00397
Hi Tech Pharmacal Co. Inc.,http://www.hitechpharm.com,DB00397
International Ethical Labs Inc.,http://www.intetlab.com,DB00397
Iopharm Laboratories Inc.,,DB00397
Kaiser Foundation Hospital,,DB00397
Kraft Pharmaceutical Co. Inc.,,DB00397
Lark Pharmaceuticals Inc.,http://www.larklab.com,DB00397
Llorens Pharmaceutical,http://www.llorenspharm.com,DB00397
Long Island Pharmacal,,DB00397
Major Pharmaceuticals,http://www.majorpharmaceuticals.com,DB00397
Mallinckrodt Inc.,http://www.mallinckrodt.com,DB00397
Mcgregor Pharmaceuticals Inc.,,DB00397
Midland Pharmaceutical LLC,,DB00397
Murfreesboro Pharmaceutical Nursing Supply,http://www.unitdosesupply.com,DB00397
Nexgen Pharma Inc.,http://www.nexgenpharma.com,DB00397
Norega Laboratories Inc.,,DB00397
Novartis AG,http://www.novartis.com,DB00397
Pamlab LLC,http://www.pamlab.com,DB00397
Patient First Corp.,http://www.patientfirst.com,DB00397
PD-Rx Pharmaceuticals Inc.,http://www.pdrx.com,DB00397
Pecos Pharmaceutical Inc.,,DB00397
Pharmaceutical Utilization Management Program VA Inc.,,DB00397
Pharmedix,http://www.pharmedixrx.com,DB00397
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00397
Prometic Pharma Inc.,http://www.prometic.com,DB00397
Qualitest,http://www.worldoftest.com,DB00397
Respa Pharmaceuticals Inc.,http://www.respainc.com,DB00397
Sandhills Packaging Inc.,http://www.sandhillspackaging.com,DB00397
Sanofi-Aventis Inc.,http://www.sanofi-aventis.com,DB00397
Seatrace Pharmaceuticals Inc.,,DB00397
Southwood Pharmaceuticals,http://www.southwoodhealthcare.com,DB00397
St Mary's Medical Park Pharmacy,,DB00397
Talbert Medical Management Corp.,,DB00397
Topco,http://www.topco.com,DB00397
Tri Med Laboratories Inc.,http://trimedlabs.com,DB00397
United Research Laboratories Inc.,http://www.urlpharma.com,DB00397
Veratex Corp.,,DB00397
Vista Pharmaceuticals Inc.,http://vistapharmaceuticals.com,DB00397
Bayer Healthcare,http://www.bayerhealthcare.com,DB00398
Novartis AG,http://www.novartis.com,DB00399
Actavis Group,http://www.actavis.com,DB00400
Amerisource Health Services Corp.,http://www.amerisourcebergen.com,DB00400
Cipla Ltd.,http://www.cipla.com,DB00400
Dept Health Central Pharmacy,,DB00400
Dispensing Solutions,http://www.drxdispensing.com,DB00400
Diversified Healthcare Services Inc.,http://www.dhscorp.com,DB00400
Medisca Inc.,http://www.medisca.com,DB00400
Murfreesboro Pharmaceutical Nursing Supply,http://www.unitdosesupply.com,DB00400
Novartis AG,http://www.novartis.com,DB00400
Nucare Pharmaceuticals Inc.,http://www.nucarerx.com,DB00400
Ortho Mcneil Janssen Pharmaceutical Inc.,http://www.ortho-mcneil.com,DB00400
Ortho-McNeil-Janssen Pharmaceuticals Inc.,http://www.ortho-mcneil.com,DB00400
Patriot Pharmaceuticals,http://www.patriotpharmaceuticals.com,DB00400
PD-Rx Pharmaceuticals Inc.,http://www.pdrx.com,DB00400
PEDiNOL,http://www.pedinol.com,DB00400
Perrigo Co.,http://www.perrigo.com,DB00400
Pharmaceutical Utilization Management Program VA Inc.,,DB00400
Pharmedix,http://www.pharmedixrx.com,DB00400
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00400
Pliva Inc.,http://www.pliva.com,DB00400
Remedy Repack,http://www.remedyrepack.com,DB00400
Teva Pharmaceutical Industries Ltd.,http://www.tevapharm.com,DB00400
A-S Medication Solutions LLC,http://orders.a-smeds.com,DB00401
Atlantic Biologicals Corporation,http://www.atlanticbiologicals.com,DB00401
Bayer Healthcare,http://www.bayerhealthcare.com,DB00401
Bryant Ranch Prepack,http://bryantranchprepack.com,DB00401
Heartland Repack Services LLC,,DB00401
Murfreesboro Pharmaceutical Nursing Supply,http://www.unitdosesupply.com,DB00401
Mylan,http://www.mylan.com,DB00401
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00401
Quality Care,,DB00401
Remedy Repack,http://www.remedyrepack.com,DB00401
Sciele Pharma Inc.,,DB00401
Shionogi Pharma Inc.,http://www.shionogi-inc.com,DB00401
Skyepharma Production Sas,http://www.skyepharma.fr,DB00401
United Research Laboratories Inc.,http://www.urlpharma.com,DB00401
A-S Medication Solutions LLC,http://orders.a-smeds.com,DB00402
Caremark LLC,http://www.caremark.com,DB00402
Centaur Pharmaceuticals Pvt Ltd.,http://www.centaurpharma.com,DB00402
DispenseXpress Inc.,,DB00402
Dispensing Solutions,http://www.drxdispensing.com,DB00402
Diversified Healthcare Services Inc.,http://www.dhscorp.com,DB00402
H.J. Harkins Co. Inc.,http://hjharkinscompanyinc.com,DB00402
Innoviant Pharmacy Inc.,http://www.innoviantpharmacy.com,DB00402
Lake Erie Medical and Surgical Supply,,DB00402
Lupin Pharmaceuticals Inc.,http://www.lupinpharmaceuticals.com,DB00402
Mckesson Corp.,http://www.mckesson.com,DB00402
Murfreesboro Pharmaceutical Nursing Supply,http://www.unitdosesupply.com,DB00402
Nucare Pharmaceuticals Inc.,http://www.nucarerx.com,DB00402
Palmetto Pharmaceuticals Inc.,http://www.palmettopharm.com,DB00402
Patheon Inc.,http://www.patheon.com,DB00402
PD-Rx Pharmaceuticals Inc.,http://www.pdrx.com,DB00402
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00402
Rebel Distributors Corp.,http://www.rebelrx.com,DB00402
Sepracor Pharmaceuticals Inc.,http://www.sepracor.com,DB00402
Southwood Pharmaceuticals,http://www.southwoodhealthcare.com,DB00402
Stat Rx Usa,http://statrxusa.exporterus.com,DB00402
Actavis Group,http://www.actavis.com,DB00404
Aidarex Pharmacuticals LLC,http://www.aidarex.com,DB00404
Alphapharm Party Ltd.,http://www.alphapharm.com.au,DB00404
Amerisource Health Services Corp.,http://www.amerisourcebergen.com,DB00404
Amneal Pharmaceuticals,http://www.amneal.com,DB00404
Apotheca Inc.,,DB00404
A-S Medication Solutions LLC,http://orders.a-smeds.com,DB00404
AzurPharma Inc.,http://www.azurpharma.com,DB00404
Barr Pharmaceuticals,,DB00404
Bryant Ranch Prepack,http://bryantranchprepack.com,DB00404
Cardinal Health,http://www.cardinal.com,DB00404
Caremark LLC,http://www.caremark.com,DB00404
Centaur Pharmaceuticals Pvt Ltd.,http://www.centaurpharma.com,DB00404
Cima Laboratories Inc.,http://www.cimalabs.com,DB00404
Corepharma LLC,http://www.corepharma.com,DB00404
DAVA Pharmaceuticals,http://www.davapharma.com,DB00404
Direct Dispensing Inc.,,DB00404
Dispensing Solutions,http://www.drxdispensing.com,DB00404
Diversified Healthcare Services Inc.,http://www.dhscorp.com,DB00404
Emcure Pharmaceuticals Ltd.,http://www.emcure.co.in,DB00404
Eon Labs,,DB00404
Global Pharmaceuticals,http://www.globalphar.com,DB00404
Greenstone LLC,http://www.greenstonellc.com,DB00404
H.J. Harkins Co. Inc.,http://hjharkinscompanyinc.com,DB00404
Heartland Repack Services LLC,,DB00404
Innoviant Pharmacy Inc.,http://www.innoviantpharmacy.com,DB00404
Ivax Pharmaceuticals,,DB00404
Kaiser Foundation Hospital,,DB00404
Keltman Pharmaceuticals Inc.,http://www.keltman.com,DB00404
Lake Erie Medical and Surgical Supply,,DB00404
Liberty Pharmaceuticals,,DB00404
Major Pharmaceuticals,http://www.majorpharmaceuticals.com,DB00404
Mckesson Corp.,http://www.mckesson.com,DB00404
Medisca Inc.,http://www.medisca.com,DB00404
Medvantx Inc.,http://www.medvantx.com,DB00404
Murfreesboro Pharmaceutical Nursing Supply,http://www.unitdosesupply.com,DB00404
Mylan,http://www.mylan.com,DB00404
Novopharm Ltd.,,DB00404
Nucare Pharmaceuticals Inc.,http://www.nucarerx.com,DB00404
Palmetto Pharmaceuticals Inc.,http://www.palmettopharm.com,DB00404
Par Pharmaceuticals,http://www.parpharm.com,DB00404
PD-Rx Pharmaceuticals Inc.,http://www.pdrx.com,DB00404
Pfizer Inc.,http://www.pfizer.com,DB00404
Pharmacia Inc.,http://www.pharmaciaupjohn.com,DB00404
Pharmedix,http://www.pharmedixrx.com,DB00404
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00404
Preferred Pharmaceuticals Inc.,http://www.preferredpharmaceuticals.com,DB00404
Prepak Systems Inc.,http://www.prepaksys.com,DB00404
Qualitest,http://www.worldoftest.com,DB00404
Rebel Distributors Corp.,http://www.rebelrx.com,DB00404
Redpharm Drug,,DB00404
Remedy Repack,http://www.remedyrepack.com,DB00404
Rising Pharmaceuticals,http://www.risingpharma.com,DB00404
Roxane Labs,http://www.roxane.com,DB00404
Sandhills Packaging Inc.,http://www.sandhillspackaging.com,DB00404
Sandoz,http://www.sandoz.ca,DB00404
Southwood Pharmaceuticals,http://www.southwoodhealthcare.com,DB00404
Stat Rx Usa,http://statrxusa.exporterus.com,DB00404
Sun Pharmaceutical Industries Ltd.,http://www.sunpharma.com,DB00404
Teva Pharmaceutical Industries Ltd.,http://www.tevapharm.com,DB00404
UDL Laboratories,http://www.udllabs.com,DB00404
Ultratab Labs Inc.,,DB00404
Va Cmop Dallas,,DB00404
Vintage Pharmaceuticals Inc.,,DB00404
Zydus Pharmaceuticals,http://www.zydususa.com,DB00404
Poly Pharmaceuticals Inc.,http://www.polypharmaceuticals.net,DB00405
Humco,http://www.humco.com,DB00406
Actavis Group,http://www.actavis.com,DB00408
Amerisource Health Services Corp.,http://www.amerisourcebergen.com,DB00408
Major Pharmaceuticals,http://www.majorpharmaceuticals.com,DB00408
Murfreesboro Pharmaceutical Nursing Supply,http://www.unitdosesupply.com,DB00408
Mylan,http://www.mylan.com,DB00408
Pharmaceutical Utilization Management Program VA Inc.,,DB00408
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00408
Remedy Repack,http://www.remedyrepack.com,DB00408
Resource Optimization and Innovation LLC,,DB00408
UDL Laboratories,http://www.udllabs.com,DB00408
Watson Pharmaceuticals,http://www.watson.com,DB00408
A-S Medication Solutions LLC,http://orders.a-smeds.com,DB00410
Atlantic Biologicals Corporation,http://www.atlanticbiologicals.com,DB00410
Dispensing Solutions,http://www.drxdispensing.com,DB00410
Diversified Healthcare Services Inc.,http://www.dhscorp.com,DB00410
E. Fougera and Co.,http://www.fougera.com,DB00410
Gallipot,http://www.gallipot.com,DB00410
GlaxoSmithKline Inc.,http://www.gsk.com,DB00410
Innoviant Pharmacy Inc.,http://www.innoviantpharmacy.com,DB00410
Lake Erie Medical and Surgical Supply,,DB00410
Medimetriks Pharmaceuticals Inc.,http://www.medimetriks.com,DB00410
Nycomed Inc.,http://www.nycomed.com,DB00410
Ortho Mcneil Janssen Pharmaceutical Inc.,http://www.ortho-mcneil.com,DB00410
Palmetto Pharmaceuticals Inc.,http://www.palmettopharm.com,DB00410
Perrigo Co.,http://www.perrigo.com,DB00410
Pharmedix,http://www.pharmedixrx.com,DB00410
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00410
Preferred Pharmaceuticals Inc.,http://www.preferredpharmaceuticals.com,DB00410
Rebel Distributors Corp.,http://www.rebelrx.com,DB00410
Stat Scripts LLC,http://www.stat-scripts.com,DB00410
Taro Pharmaceuticals USA,http://www.tarousa.com,DB00410
Teva Pharmaceutical Industries Ltd.,http://www.tevapharm.com,DB00410
Alcon Laboratories,http://www.alcon.com,DB00411
Novartis AG,http://www.novartis.com,DB00411
OMJ Pharmaceuticals,,DB00411
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00411
Professional Co.,,DB00411
A-S Medication Solutions LLC,http://orders.a-smeds.com,DB00412
Atlantic Biologicals Corporation,http://www.atlanticbiologicals.com,DB00412
Cardinal Health,http://www.cardinal.com,DB00412
Diversified Healthcare Services Inc.,http://www.dhscorp.com,DB00412
GlaxoSmithKline Inc.,http://www.gsk.com,DB00412
Kaiser Foundation Hospital,,DB00412
Lake Erie Medical and Surgical Supply,,DB00412
Murfreesboro Pharmaceutical Nursing Supply,http://www.unitdosesupply.com,DB00412
PD-Rx Pharmaceuticals Inc.,http://www.pdrx.com,DB00412
Pharmacy Service Center,,DB00412
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00412
Prepackage Specialists,,DB00412
Resource Optimization and Innovation LLC,,DB00412
Searle and Co.,,DB00412
Southwood Pharmaceuticals,http://www.southwoodhealthcare.com,DB00412
Tya Pharmaceuticals,,DB00412
Vangard Labs Inc.,,DB00412
West-Ward Pharmaceuticals,http://www.west-ward.com,DB00412
Barr Pharmaceuticals,,DB00413
Boehringer Ingelheim Ltd.,http://www.boehringer-ingelheim.com,DB00413
Cardinal Health,http://www.cardinal.com,DB00413
Kaiser Foundation Hospital,,DB00413
Murfreesboro Pharmaceutical Nursing Supply,http://www.unitdosesupply.com,DB00413
Pfizer Inc.,http://www.pfizer.com,DB00413
Pharmacia Inc.,http://www.pharmaciaupjohn.com,DB00413
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00413
Rebel Distributors Corp.,http://www.rebelrx.com,DB00413
Resource Optimization and Innovation LLC,,DB00413
Sandoz,http://www.sandoz.ca,DB00413
Stat Rx Usa,http://statrxusa.exporterus.com,DB00413
Teva Pharmaceutical Industries Ltd.,http://www.tevapharm.com,DB00413
Vangard Labs Inc.,,DB00413
Zydus Pharmaceuticals,http://www.zydususa.com,DB00413
Barr Pharmaceuticals,,DB00414
Murfreesboro Pharmaceutical Nursing Supply,http://www.unitdosesupply.com,DB00414
American Antibiotics LLC,,DB00415
Apotheca Inc.,,DB00415
APP Pharmaceuticals,http://www.apppharma.com,DB00415
A-S Medication Solutions LLC,http://orders.a-smeds.com,DB00415
Bryant Ranch Prepack,http://bryantranchprepack.com,DB00415
C.O. Truxton Inc.,,DB00415
Cardinal Health,http://www.cardinal.com,DB00415
Carlisle Laboratories Inc.,,DB00415
Central Texas Community Health Centers,http://www.chcsct.com,DB00415
Claris Lifesciences Inc.,http://www.clarislifesciences.com,DB00415
Clonmel Healthcare Ltd.,http://www.clonmel-health.ie,DB00415
Comprehensive Consultant Services Inc.,,DB00415
Comptoir Francaise De Productores,,DB00415
Cura Pharmaceutical Co. Inc.,http://www.curapharma.com,DB00415
Darby Dental Supply Co. Inc.,http://www.darbydental.com,DB00415
DAVA Pharmaceuticals,http://www.davapharma.com,DB00415
Dispensing Solutions,http://www.drxdispensing.com,DB00415
Diversified Healthcare Services Inc.,http://www.dhscorp.com,DB00415
E.R. Squibb and Sons LLC,,DB00415
GC Hanford Manufacturing Co.,http://www.hanford.com,DB00415
H and H Laboratories,http://www.hhlabs.com,DB00415
H.J. Harkins Co. Inc.,http://hjharkinscompanyinc.com,DB00415
Ibi Istituto Biochimico Italiano Giovanni Lorenzini SPA,http://www.ibi-lorenzini.com,DB00415
Major Pharmaceuticals,http://www.majorpharmaceuticals.com,DB00415
Marnel Pharmaceuticals Inc.,,DB00415
Mead Johnson and Co.,http://www.meadjohnson.com,DB00415
Medpharm Inc.,http://www.medpharm.net,DB00415
Nucare Pharmaceuticals Inc.,http://www.nucarerx.com,DB00415
Palmetto Pharmaceuticals Inc.,http://www.palmettopharm.com,DB00415
Par Pharmaceuticals,http://www.parpharm.com,DB00415
PCA LLC,,DB00415
PD-Rx Pharmaceuticals Inc.,http://www.pdrx.com,DB00415
Pharmedix,http://www.pharmedixrx.com,DB00415
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00415
Preferred Pharmaceuticals Inc.,http://www.preferredpharmaceuticals.com,DB00415
Prepackage Specialists,,DB00415
Prescript Pharmaceuticals,http://www.prescript.net,DB00415
Putney Inc.,http://www.putneyvet.com,DB00415
Sagent Pharmaceuticals,http://www.sagentpharma.com,DB00415
Sandhills Packaging Inc.,http://www.sandhillspackaging.com,DB00415
Sandoz,http://www.sandoz.ca,DB00415
SC Antibiotice SA,http://www.antibiotice.ro,DB00415
Signal Health Ltd.,http://www.signal-health.com,DB00415
Southwood Pharmaceuticals,http://www.southwoodhealthcare.com,DB00415
Teva Pharmaceutical Industries Ltd.,http://www.tevapharm.com,DB00415
WG Critical Care LLC,,DB00415
Advanced Pharmaceutical Services Inc.,,DB00417
American Antibiotics LLC,,DB00417
Apogee Bio Pharm Corp.,,DB00417
Apotheca Inc.,,DB00417
A-S Medication Solutions LLC,http://orders.a-smeds.com,DB00417
Aurobindo Pharma Ltd.,http://www.aurobindo.com,DB00417
Bristol-Myers Squibb Co.,http://www.bms.com,DB00417
Bryant Ranch Prepack,http://bryantranchprepack.com,DB00417
C.O. Truxton Inc.,,DB00417
Carlisle Laboratories Inc.,,DB00417
Casa De Amigos Pharmacy,,DB00417
Central Texas Community Health Centers,http://www.chcsct.com,DB00417
Clonmel Healthcare Ltd.,http://www.clonmel-health.ie,DB00417
DAVA Pharmaceuticals,http://www.davapharma.com,DB00417
Direct Dispensing Inc.,,DB00417
Dispensing Solutions,http://www.drxdispensing.com,DB00417
Diversified Healthcare Services Inc.,http://www.dhscorp.com,DB00417
E.R. Squibb and Sons LLC,,DB00417
Golden State Medical Supply Inc.,http://www.gsms.us,DB00417
Greenstone LLC,http://www.greenstonellc.com,DB00417
H.J. Harkins Co. Inc.,http://hjharkinscompanyinc.com,DB00417
Kaiser Foundation Hospital,,DB00417
Lake Erie Medical and Surgical Supply,,DB00417
Liberty Pharmaceuticals,,DB00417
Major Pharmaceuticals,http://www.majorpharmaceuticals.com,DB00417
Medpharm Inc.,http://www.medpharm.net,DB00417
Novopharm Ltd.,,DB00417
Nucare Pharmaceuticals Inc.,http://www.nucarerx.com,DB00417
Palmetto Pharmaceuticals Inc.,http://www.palmettopharm.com,DB00417
Par Pharmaceuticals,http://www.parpharm.com,DB00417
Patient First Corp.,http://www.patientfirst.com,DB00417
PCA LLC,,DB00417
PD-Rx Pharmaceuticals Inc.,http://www.pdrx.com,DB00417
Pharmedix,http://www.pharmedixrx.com,DB00417
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00417
Preferred Pharmaceuticals Inc.,http://www.preferredpharmaceuticals.com,DB00417
Prepackage Specialists,,DB00417
Prescription Dispensing Service Inc.,,DB00417
Rebel Distributors Corp.,http://www.rebelrx.com,DB00417
Redpharm Drug,,DB00417
Sandhills Packaging Inc.,http://www.sandhillspackaging.com,DB00417
Sandoz,http://www.sandoz.ca,DB00417
Southwood Pharmaceuticals,http://www.southwoodhealthcare.com,DB00417
St Mary's Medical Park Pharmacy,,DB00417
Stat Scripts LLC,http://www.stat-scripts.com,DB00417
Talbert Medical Management Corp.,,DB00417
Teva Pharmaceutical Industries Ltd.,http://www.tevapharm.com,DB00417
Veratex Corp.,,DB00417
Marathon Pharmaceuticals,http://www.marathonpharma.com,DB00418
Ohm Laboratories Inc.,http://www.ohmlabs.com,DB00418
Ranbaxy Laboratories,http://www.ranbaxy.com,DB00418
Actelion Pharmaceuticals Inc.,http://www.actelion.com,DB00419
Pharmaceutical Development and Manufacturing Services Ltd.,http://www.pdms-almac.com,DB00419
Baxter International Inc.,http://www.baxter.com,DB00420
Liberty Pharmaceuticals,,DB00420
Prescript Pharmaceuticals,http://www.prescript.net,DB00420
Primedics Laboratories,,DB00420
Sandoz,http://www.sandoz.ca,DB00420
Actavis Group,http://www.actavis.com,DB00421
Advanced Pharmaceutical Services Inc.,,DB00421
Amerisource Health Services Corp.,http://www.amerisourcebergen.com,DB00421
A-S Medication Solutions LLC,http://orders.a-smeds.com,DB00421
Cardinal Health,http://www.cardinal.com,DB00421
Caremark LLC,http://www.caremark.com,DB00421
Comprehensive Consultant Services Inc.,,DB00421
Dept Health Central Pharmacy,,DB00421
DHHS Program Support Center Supply Service Center,,DB00421
Direct Dispensing Inc.,,DB00421
Dispensing Solutions,http://www.drxdispensing.com,DB00421
Diversified Healthcare Services Inc.,http://www.dhscorp.com,DB00421
GD Searle LLC,,DB00421
Greenstone LLC,http://www.greenstonellc.com,DB00421
Guna Inc.,http://www.gunainc.com,DB00421
H and H Laboratories,http://www.hhlabs.com,DB00421
Heartland Repack Services LLC,,DB00421
Innoviant Pharmacy Inc.,http://www.innoviantpharmacy.com,DB00421
Lake Erie Medical and Surgical Supply,,DB00421
Liberty Pharmaceuticals,,DB00421
Major Pharmaceuticals,http://www.majorpharmaceuticals.com,DB00421
Mckesson Corp.,http://www.mckesson.com,DB00421
Medisca Inc.,http://www.medisca.com,DB00421
Murfreesboro Pharmaceutical Nursing Supply,http://www.unitdosesupply.com,DB00421
Mutual Pharmaceutical Co.,,DB00421
Mylan,http://www.mylan.com,DB00421
Neighborcare Repackaging Inc.,,DB00421
Neuman Distributors Inc.,,DB00421
Nucare Pharmaceuticals Inc.,http://www.nucarerx.com,DB00421
Palmetto Pharmaceuticals Inc.,http://www.palmettopharm.com,DB00421
PD-Rx Pharmaceuticals Inc.,http://www.pdrx.com,DB00421
Pfizer Inc.,http://www.pfizer.com,DB00421
Pharmaceutical Utilization Management Program VA Inc.,,DB00421
Pharmacia Inc.,http://www.pharmaciaupjohn.com,DB00421
Pharmedix,http://www.pharmedixrx.com,DB00421
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00421
Preferred Pharmaceuticals Inc.,http://www.preferredpharmaceuticals.com,DB00421
Prepackage Specialists,,DB00421
Prepak Systems Inc.,http://www.prepaksys.com,DB00421
Professional Co.,,DB00421
Qualitest,http://www.worldoftest.com,DB00421
Rebel Distributors Corp.,http://www.rebelrx.com,DB00421
Remedy Repack,http://www.remedyrepack.com,DB00421
