Ratepayer,Property Address,Propref,Billing Address,RV,Property Description,Relief Code
,"114-116 Gibbet Street, Halifax, HX1 5BZ",65164879,,5400,Shop And Premises,Empty Relief - Post 01/04/2008
James Robinson Fibres Ltd,"1 Catherine Street, Elland, HX5 0EZ",56032001,"Millersdale Close, Euroway Industrial Estate, Bradford, BD4 6SG",7200,Shop and Premises,Empty Relief - Post 01/04/2008
,"Offices 6-8, Calder Street, West Vale, Halifax              HX4 8AQ",64480717,,7300,Offices And Premises,Listed Building
,"19 Boothtown Road, Halifax, HX3 6EU",64284819,,2275,Cafe and Premises,Rateable Value below threshold
,"229 King Cross Road, Halifax, HX1 3JL",65516229,,8900,Shop and Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Unit 5, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",29420739,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",3450,Warehouse And Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"'Unofficial' Unit 301 -302, Victoria Works Business Park, Calder Street, Brighouse            HD6 1LZ",29124742,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",3600,Offices And Premises,Empty Relief - Post 01/04/2008
Bizspace Ltd,"Unit 10A, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628847,"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",1150,Office,Rateable Value below threshold
Warmco Space Heating Ltd,"Unit 6, Victoria Works Business Park, Calder Street, Brighouse            HD6 1LZ",29124720,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",8400,Workshop And Premises,Empty Relief - Post 01/04/2008
Due West Ltd,"10 Albion Street, Halifax, HX1 1DU",64052010,"C/O O & C Management Services Ltd, 9 Harrison Road, Halifax, HX1 2AF",18750,Shop and Premises,Awaiting occupation
Units To Let [Northern] Ltd,"Unit 6 Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340729,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",1750,Workshop And Premises,Qualifying industrial hereditament
,"109 Wakefield Road, Lightcliffe, Halifax, HX3 8SH",69248109,,7100,Hairdressing Salon And Premises,Awaiting occupation
,"Unit 1F South Mill, Holdsworth Road, Halifax, HX3 6SN",65344749,,2100,Workshop And Premises,Empty Property - RV < 15000
P P L Supplies Ltd,"1ST & 2ND Floors, 5 Stainland Road, Greetland, Halifax              HX4 8AD",68772763,"Unit 3-4, Margram Ind Estate, Horn Street, Halifax, HX1 5UA",4350,Offices And Premises,Empty Relief - Post 01/04/2008
,"Office 5 Britannia Works, Garden Street North, Halifax, HX3 6AE",65132707,,3550,Office,Empty Relief - Post 01/04/2008
,"Office 3 Britannia Works, Garden Street North, Halifax, HX3 6AE",65132705,,2275,Office,Empty Property - RV < 15000
,"Office 4 Britannia Works, Garden Street North, Halifax, HX3 6AE",65132706,,1000,Office,Empty Property - RV < 15000
Halifax Casting Ltd,"Unit 6, Grantham Works, Grantham Road, Halifax              HX3 6PL",65192721,,19000,Factory and Premises,Qualifying industrial hereditament
Bamford Developments Limited Pension Scheme,"Unit 6 Causey Hall, Dispensary Walk, Halifax, HX1 1QL",64824703,"8 St Stephen Street, Manchester, M3 6AY",830,Office,Rateable Value below threshold
Newriver Retail (Uk) Ltd,"Puzzle Hall Inn, 21 Hollins Mill Lane, Sowerby Bridge, HX6 2RF",77276723,"37 Maddox Street, London, W1S 2PP",8200,Public House and Premises,Empty Relief - Post 01/04/2008
Towngate Plc,"Junction Bradford Road/, Thornhills Beck Lane, Brighouse, HD6 4AH",29572702,"Woodvale House, Woodvale Road, Brighouse, HD6 4AB",2800,Car Park,Empty Relief - Post 01/04/2008
Edwards Excavations Ltd,"Unit 3 Springwood Bu'ss Park, Brookwoods Industrial Park, Burrwood Way, Holywell Green       HX4 9BH",64456708,"Unit 6, Woodman Works, South Lane, Elland, HX5 0PA",18500,Warehouse And Premises,Empty Relief - Post 01/04/2008
A T C Properties Ltd,"Suite 4 3RD Floor, Fountain Chambers, 22 Fountain Street, Halifax              HX1 1LW",65100712,"7 Cottage Road, Headingley, Leeds, LS6 4DD",4700,Offices and Premises,Empty Relief - Post 01/04/2008
Kino & Co,"Unit 5B, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",65344516,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",4950,Warehouse And Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Unofficial Address, Unit 5 Victoria Works B Pk, Calder Street, Brighouse            HD6 1LZ",29124732,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",3750,Warehouse And Premises,Empty Relief - Post 01/04/2008
Units To Let [Northern] Ltd,"Unit 31 First Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",77690712,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",510,Store And Premises,Awaiting occupation
,"2 Crown Street, Hebden Bridge, HX7 8EH",76176002,,7900,Surgery And Premises,Empty Relief - Post 01/04/2008
Heathleigh Ltd,"Unit 17 Woodman Works, South Lane, Elland, HX5 0PA",56220755,"Unit 2, Woodman Works, South Lane, Elland, HX5 0PA",5800,Workshop And Premises,Qualifying industrial hereditament
C F K 052 Llp,"Office B21 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ",69360737,"Unit 1, Rudgate Court, Walton, Wetherby, LS23 7BF",2750,Offices and Premises,Empty Relief - Post 01/04/2008
Bpc Yorkshire Ltd,"Queen Victoria Inn, 10/12 Victoria Place, Bradford Road, Northowram           HX3 7HY",69192700,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",9400,Public House and Premises,Awaiting occupation
,"7 Crown Street, Hebden Bridge, HX7 8EH",76176007,,7300,Shop and Premises,Empty Relief - Post 01/04/2008
All Counties Logistics Ltd,"D Y L Motor Group, Queens Road, Halifax, HX1 3XY",68308801,"3rd Floor, 207 Regent Street, London, W1B 3HH",76500,Car Showroom And Premises,Empty Relief - Post 01/04/2008
Valley Hall Developments Ltd,"Suite 1, The Wellbeing Centre, 2 Briggate, Elland               HX5 9DP",56020723,,1275,Offices And Premises,Rateable Value below threshold
,"40 Town Hall Street, Sowerby Bridge, HX6 2EA",77600040,,3400,Shop and Premises,Empty Relief - Post 01/04/2008
Heathleigh Ltd,"Woodman Works, South Lane, Elland, HX5 0PA",56220806,"Unit 2, Woodman Works, South Lane, Elland, HX5 0PA",1300,Land Used For Storage And Premises,Empty Property - RV < 15000
Thornber Chicks Ltd,"Unit 4A, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",76160801,"Dean Hey Farm, Cragg Road, Mytholmroyd, Hebden Bridge, HX7 5RU",8900,Offices And Premises,Awaiting occupation
Dean Clough Ltd,"Office Suites D130, & D180/182/184, Dean Clough Office Park, Halifax              HX3 5AX",64788751,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",19000,Offices and Premises,Listed Building
Hebden Bridge Community Association,"Unit 23 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500747,"Hebden Bridge Town Hall, St George's Street, Hebden Bridge, HX7 7BY",2000,Offices And Premises,Awaiting occupation
Shaw Lodge Mills Ltd,"Office G3 Shaw Lodge Hse, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526753,"Sunrise House, Hulley Road, Macclesfield, Cheshire, SK10 2LP",1500,Offices And Premises,Listed Building
Shaw Lodge Mills Ltd,"G1,G2,G3 The Design Studios, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526748,"Sunrise House, Hulley Road, Macclesfield, Cheshire, SK10 2LP",7000,Offices And Premises,Listed Building
Shaw Lodge Mills Ltd,"The Weaving Shed, Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526761,"Sunrise House, Hulley Road, Macclesfield, Cheshire, SK10 2LP",23500,Warehouse And Premises,Listed Building
,"1 Elland Lane, Elland, HX5 9DU",56084704,,7300,Workshop And Premises,Empty Relief - Post 01/04/2008
Gouranga Properties Limited,"Elland Fire Station, South Lane, Elland, HX5 0HQ",56220704,"16 Hullen Edge Road, Elland, HX5 0QY",30750,Fire Station And Premises,Occupation prohibited by law
,"204 King Cross Road, Halifax, HX1 3JP",65516204,,5400,Shop and Premises,Empty Relief - Post 01/04/2008
,"Shop 3 Croft Mill, Albert Street, Hebden Bridge, HX7 8AH",76012733,,8600,Showroom And Premises,Awaiting occupation
Threadneedle Uk Property Trust,"Unit J6 Lowfields Way, Lowfields Business Park, Elland, HX5 9DA",56174780,"C/O Workman Llp, 4th Floor Minton Place, Station Road, Swindon, SN1 1DA",500000,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"Enterprise House, 250 Halifax Road, Todmorden, OL14 5SQ",78192250,,9500,Workshop And Premises,Empty Relief - Post 01/04/2008
,"18 Crown Street, Halifax, HX1 1TT",64756018,,10250,Shop and Premises,Empty Relief - Post 01/04/2008
,"166 King Cross Road, Halifax, HX1 3LN",65516166,,3000,Shop and Premises,Empty Relief - Post 01/04/2008
Bizspace Ltd,"Unit 16H, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628792,"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",5500,Offices and Premises,Empty Relief - Post 01/04/2008
Bizspace Ltd,"Unit 1B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628849,"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",17500,Warehouse And Premises,Empty Relief - Post 01/04/2008
Dean Clough Ltd,"3RD Flr, Bowling Dyke Mill, Dean Clough Industrial Park, Halifax              HX3 5AX",64885724,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",139000,Offices And Premises,Listed Building
,"Harrison House, 10 Harrison Road, Halifax, HX1 2AF",65276712,,3800,Shop and Premises,Listed Building
Claybar Ltd,"3 Waterhouse Street, Halifax, HX1 1XX",69304700,"C/O Lee Baron Ltd, The West End Office, 7 Swallow Place, London, W1B 2AG",13000,Gymnasium And Premises,Empty Relief - Post 01/04/2008
,"First Floor, 259/261 Queens Road, Halifax, HX1 4NS",68308827,,3150,Showroom And Premises,Empty Relief - Post 01/04/2008
Shaw Lodge Mills Ltd,"Level 3 The 1862 Warehouse, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526735,"Sunrise House, Hulley Road, Macclesfield, Cheshire, SK10 2LP",5100,Warehouse And Premises,Listed Building
Shaw Lodge Mills Ltd,"Level 4 The 1862 Warehouse, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526733,"Sunrise House, Hulley Road, Macclesfield, Cheshire, SK10 2LP",5100,Warehouse And Premises,Listed Building
Castledene Yorkshire Ltd,"21 Roils Head Road, Halifax, HX2 0NQ",68396021,"Suite 1, Easington Business Centre, Seaside Lane, Easington, SR8 3LJ",1950,Shop and Premises,Rateable Value below threshold
,"Suite 3, Nursery Lane Health Care, Nursery Lane, Halifax              HX3 5SW",68104711,,4200,Offices And Premises,Empty Relief - Post 01/04/2008
Heritage Lofts Ltd (In Administration),"Office 8, James Street Mills, South Lane, Elland               HX5 0HB",56220791,"C/O Begbies Traynor, 9th Floor, Bond Court, Leeds, LS1 2JZ",1500,Office,Rateable Value below threshold
Royal London Mutual Insurance Society Ltd,"New Road Bus Park (Empty), New Road, Halifax, HX1 2LH",68028715,"C/O Capita Fao C Grose, 65 Gresham Street, London, EC2V 7NQ",4600,Workshop And Premises,Empty Relief - Post 01/04/2008
Setbray Properties Ltd,"Suite 3 1ST Floor Unauth Add, Unit 8 Pennine Ind Park, Valley Road, Hebden Bridge        HX7 7BZ",76552758,"Suite 1 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",18500,Offices And Premises,Empty Relief - Post 01/04/2008
,"Machpelah Works, Machpelah, Hebden Bridge, HX7 8AU",76356701,,4550,Workshop And Premises,Listed Building
Millcraft Associates,"Unit 21b, Hebble End, Hebden Bridge, HX7 6HJ",76256732,"Bridge Mill, St George's Square, Hebden Bridge, HX7 8ET",1150,Store And Premises,Empty Property - RV < 15000
,"Part First Floor, 25B Union Street, Halifax, HX1 1PR",69144710,,6000,Offices and Premises,Empty Relief - Post 01/04/2008
Blackshaw Holdings Ltd,"Unit 26 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",29056749,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",1975,Offices And Premises,Rateable Value below threshold
,"173 Queens Road, Halifax, HX1 4LN",68308173,,2425,Hairdressing Salon and Premises,Rateable Value below threshold
Roundabout Properties Ltd,"Unit 8, Margram Business Centre, Horne Street, Halifax             HX1 5UA",65376705,"9 Coalpit Lane, Huddersfield, HD8 8PL",5200,Store And Premises,Empty Relief - Post 01/04/2008
Maramar Holdings Ltd,"295 Claremount Road, Halifax, HX3 6AW",64592295,"Mile Thorn Works, Gibbet Street, Halifax, HX1 4JR",3700,Shop and Premises,Empty Relief - Post 01/04/2008
,"36 Lister Lane, Halifax, HX1 5AX",65652731,,8200,Shop and Premises,Empty Relief - Post 01/04/2008
,"5/6 Park Road, Halifax, HX1 2TS",68208006,,35000,Offices and Premises,Listed Building
Setbray Properties Ltd,"1st Floor, Burlees House, Hangingroyd Lane, Hebden Bridge       HX7 7DD",76244710,"Suite 1 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",2375,Clinic And Premises,Empty Property - RV < 15000
Aquaspersions Limited,"Listers Road, Halifax, HX3 6AG",65654700,"Beacon Hill Road, Halifax, HX3 6AQ",12250,Vehicle Repair Workshop And Premises,Empty Relief - Post 01/04/2008
,"90 Parkinson Lane, Halifax, HX1 3QH",68224090,,1875,Shop And Premises,Rateable Value below threshold
,"11A Bradford Road, Brighouse, HD6 1RW",29080730,,3800,Offices And Premises,Empty Relief - Post 01/04/2008
Mad Motors Ltd,"Unit 2 Owenshaw Mill, Old Cawsey, Sowerby Bridge, HX6 2AJ",77404709,,1650,Store And Premises,Rateable Value below threshold
,"3RD Floor, 39/47 Commercial Street, Halifax, HX1 1BE",64660745,,23000,Offices And Premises,Empty Relief - Post 01/04/2008
,"85 Highfield Road, Rastrick, Brighouse, HD6 3JA",29328703,,5000,Shop And Premises,Empty Relief - Post 01/04/2008
,"2/4 Conway Street, Halifax, HX1 4DT",64662002,,1475,Shop and Premises,Rateable Value below threshold
,"Mozart House, 34 & 34a Prescott Street, Halifax, HX1 2QW",68280034,,4300,Guest House And Premises,Empty Relief - Post 01/04/2008
A - Z Motor Factors Ltd,"269/271 Queens Road, Halifax, HX1 4NS",68308269,,10750,Shop and Premises,Empty Relief - Post 01/04/2008
,"13 West End, Hebden Bridge, HX7 8JP",76576705,,2300,Shop and Premises,Flood Relief Application 2015/16
Calderdale Mbc Children & Young People's Services,"Lower Ground Floor, Carlton Mill, Wharf Street, Sowerby Bridge      HX6 2AS",77652738,"Fao Paul Ward Finance Manager, 3rd Floor, Westgate House, Halifax, HX1 1PS",27750,Offices and Premises,Listed Building
Banana Beach Tanning Corporation Ltd,"26 Southgate, Halifax, HX1 1DL",68652026,"4 Blackbrook Court, Brighouse, HD6 2RP",26000,Salon And Premises,Listed Building
,"First Floor, 8 Wards End, Halifax, HX1 1BX",69264723,,4350,Offices and Premises,Listed Building
Calderdale Mbc,"36 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252748,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2500,Shop and Premises,Listed Building
Cullingworth Commercials & Freight Services Ltd,"Mezzanine Office 8, Lumbrook Mills, Westercroft Lane, Halifax              HX3 7TY",69388708,"Lumbrook Mills, Westercroft Lane, Shelf, Halifax, HX3 7TY",1250,Office,Rateable Value below threshold
Dean Clough Ltd,"Office Suite D 09, Dean Clough Mills, Halifax, HX3 5AX",64885704,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",3350,Warehouse And Premises,Listed Building
Pennine Housing 2000 Ltd,"5 Beech Grove, Lightcliffe, Halifax, HX3 8UU",64196005,"Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",2450,Shop and Premises,Rateable Value below threshold
Royds Properties Ltd,"Unit 15 Wellington Mills, Quebec Street, Elland, HX5 9AS",56196738,"Estate Office, Gledholt Business Park, Allen Row, Paddock, Huddersfield, HD1 4SB",370,Store,Rateable Value below threshold
Dean Clough Ltd,"Office Suites D156/158 &D171, Dean Clough, Halifax, HX3 5AX",64788815,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",18500,Offices and Premises,Listed Building
Dean Clough Ltd,"Unit J1, Dean Clough Industrial Park, Halifax, HX3 5WF",64784790,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",16000,Warehouse And Premises,Listed Building
Pennine Housing 2000 Ltd,"43 Stanningley Road, Mixenden, Halifax, HX2 8RJ",68804043,"Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",1025,Shop and Premises,Rateable Value below threshold
Nestle Uk Ltd,"Bailey Hall Mills, Bailey Hall Road, Halifax, HX3 9XT",64124720,"Fao Viv Guinan, Nestle Rowntree Division, Albion Mills, Halifax, HX3 9XT",37250,Warehouse And Premises,Listed Building
Grantham House Properties Ltd,"Grantham House, Grantham Road, Halifax, HX3 6PL",65192713,"C/O James Garside & Son Ltd, Grantham Works, Grantham Road, Halifax, HX3 6PL",9300,Offices and Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc Markets Manager,"Balcony Store 10, Borough Market, Halifax, HX1 1DZ",64288782,"19 Albion Street, Halifax, HX1 1DU",750,Store And Premises,Rateable Value below threshold
Calderdale Mbc Markets Manager,"Balcony Store 31, Borough Market, Halifax, HX1 1DZ",64288803,"19 Albion Street, Halifax, HX1 1DU",240,Store And Premises,Rateable Value below threshold
,"41 Mount Pellon, Pellon, Halifax, HX2 0EE",65876041,,2325,Workshop And Premises,Rateable Value below threshold
Grantham House Properties Ltd,"Unit 5b, Grantham House, Grantham Road, Halifax             HX3 6PL",65192712,"C/O James Garside & Son Ltd, Grantham Works, Grantham Road, Halifax, HX3 6PL",1150,Offices and Premises,Rateable Value below threshold
Blackshaw Holdings Ltd,"Unit 30 Birkby House, Birkby Lane, Brighouse, HD6 4JJ",29056726,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",1975,Offices and Premises,Rateable Value below threshold
,"Part Albion Iron Works, Beacon Hill Road, Halifax, HX3 6AF",64184703,,2950,Store And Premises,Empty Relief - Post 01/04/2008
Eureka! The National Childrens Museum Ltd,"The Great Northern Shed, Discovery Road, Halifax, HX1 2LY",68632705,"Fao Liz Iburg, Discovery Road, Halifax, HX1 2LY",33000,Warehouse And Premises,Listed Building
Pennine Housing 2000 Ltd,"124 Oak Avenue, Todmorden, OL14 5PD",78340124,"Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",2025,Shop and Premises,Rateable Value below threshold
,"Pear Street, Halifax, HX1 3UA",68232701,,1150,Garage And Premises,Rateable Value below threshold
Roch Valley Homes Ltd,"Rear Hollins Mill, Rochdale Road, Todmorden, OL14 6SJ",78400702,"2nd Floor, Hollins Mill, Walsden, Todmorden, OL14 6SA",4800,Workshop And Premises,Listed Building
Pennine Housing 2000 Ltd,"37/39 Stanningley Road, Mixenden, Halifax, HX2 8RJ",68804701,"Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",2225,Shop and Premises,Rateable Value below threshold
,"Buckland Place, Gibraltar Road, Halifax, HX1 4HJ",65168705,,2200,Vehicle Repair Workshop And Premises,Rateable Value below threshold
,"Carlton Works, The Boulevard, R/O 24 Savile Park Road, Halifax             HX1 2EN",68472715,,1675,Workshop And Premises,Rateable Value below threshold
Brittania Developments Ltd,"Old Lane Dyeworks, Old Lane, Halifax, HX3 6TQ",68132721,"J H Walker House, Calder Road, Ravensthorpe, Dewsbury, WF13 3JS",10500,Warehouse And Premises,Listed Building
,"R/O 25 Bethel Street, Brighouse, HD6 1JR",29048712,,990,Store And Premises,Rateable Value below threshold
,"12 Pellon Lane, Halifax, HX1 5SP",68236012,,5900,Shop and Premises,Empty Relief - Post 01/04/2008
Swinton Group Ltd,"Lakeside House, Hebble Brook Business Park, Hays Lane, Halifax              HX2 8UL",65288706,"Attn Andrew Mellor, Swinton House, 6 Great Marlborough Street, Manchester, M1 5SW",24000,Offices and Premises,Empty Relief - Post 01/04/2008
Units To Let [Northern] Ltd,"Unit 11 First Floor, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",77340746,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",610,Band Practice Room,Rateable Value below threshold
,"Unit 2, 38 Sunderland Street, Halifax, HX1 5AF",68880705,,2375,Store And Premises,Rateable Value below threshold
Calderdale Mbc Markets Manager,"Balcony Store 14, Borough Market, Halifax, HX1 1DZ",64288786,"19 Albion Street, Halifax, HX1 1DU",530,Store And Premises,Listed Building
Calderbrook Estates Ltd,"Office No 1, Ladyship Industrial Estate, Old Lane, Halifax             HX3 5QN",68132730,"Waterside House, Central Works, Oldham Road, Ripponden, HX6 4DN",1875,Offices and Premises,Rateable Value below threshold
Property Holdings Executive Scheme,"Trinity House, Blackwall, Halifax, HX1 2QR",64268710,"Woodthorpe, 1 Gleddings Close, Halifax, HX3 0JD",65000,Offices and Premises,Listed Building
Hutchinson Construction [Northern] Ltd,"Empire House, 11 Mulcture Hall Road, Halifax, HX1 1SP",65900707,"C/O Mr P Hutchinson, 5 Lydgate Park, Lightcliffe, Halifax, HX3 8TB",10250,Offices and Premises,Empty Relief - Post 01/04/2008
,"39/41 Crown Street, Halifax, HX1 1HY",64756041,,20500,Shop and Premises,Empty Relief - Post 01/04/2008
Units To Let [Northern] Ltd,"Container No. 3, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",77340732,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",200,Steel Container,Rateable Value below threshold
Calderdale Mbc Markets Manager,"Balcony Store 12, Borough Market, Halifax, HX1 1DZ",64288784,"19 Albion Street, Halifax, HX1 1DU",570,Store And Premises,Listed Building
Calderdale Mbc,"8 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252735,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2550,Shop and Premises,Listed Building
Mobile Broadband Network Ltd,"Telecommunications Mast, Site Ref HX0008, Adj 175 Keighley Road, Halifax              HX2 9LL",65484179,"C/O Gva, Business Rates (Tm), Po Box 6079, Wolverhampton, WV1 9RA",3150,Communication Station and Premises,Unoccupied Land
Blackshaw Holdings Ltd,"3RD Flr Space Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",29084814,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",6200,Factory and Premises,Empty Relief - Post 01/04/2008
The Owner,"Watson Mill Lane, Sowerby Bridge, HX6 3BW",77644719,"Fao Mr Colin Roberts, Walker Singletons, Property House, Lister Lane, Halifax, HX1 5AS",12250,Car Sales Site and Premises,Unoccupied Land
,"Lower Grd Floor & Basement, 354 Pellon Lane, Halifax, HX1 4QD",68236781,,1925,Store And Premises,Rateable Value below threshold
Units To Let [Northern] Ltd,"Unit 17a, Mill House Works, Mill House Lane, Sowerby Bridge      HX6 3LN",77352708,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",405,Store And Premises,Listed Building
W.Y.P.T.E,"Bus Station, Wade Street, Halifax, HX1 1SN",69220707,"Wellington House, 40-50 Wellington Street, Leeds, LS1 2DE",25750,Cafe and Premises,Empty Relief - Post 01/04/2008
,"Part Basement, 2 Wards End, Halifax, HX1 1DD",69264730,,880,Store And Premises,Rateable Value below threshold
,"Garage 1, Old Town Mill, Wadsworth, Hebden Bridge        HX7 8SW",76420725,,1400,Store And Premises,Empty Property - RV < 15000
Radiance Lighting Shop Ltd,"26 Market Street, Hebden Bridge, HX7 6AA",76360026,"Fao Hannah Nunn, 13 Brunswick Street, Hebden Bridge, HX7 6AJ",5900,Shop And Premises,Flood Relief Application 2015/16
,"Heart Gallery, The Arts Centre, 4A Market Street, Hebden Bridge        HX7 4AA",76360736,,5500,Art Gallery And Premises,Flood Relief Application 2015/16
Lapco Ltd,"14 Market Street, Hebden Bridge, HX7 6AA",76360014,,6900,Shop and Premises,Flood Relief Application 2015/16
,"13/15 Bull Green, Halifax, HX1 2EB",64436716,,8300,Shop And Premises,Empty Relief - Post 01/04/2008
Recycle Shop Ltd,"222 Queens Road, Halifax, HX1 4NE",68308826,"Willow Road, Lenton, Nottingham, NG7 2TA",3700,Shop and Premises,Awaiting occupation
,"Lane Ends, Wheatley, Halifax, HX2 8TW",65572700,,480,Workshop And Premises,Rateable Value below threshold
Dean Clough Ltd,"Unit E.001  E Mill, Dean Clough, Halifax, HX3 5AX",64788854,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",4000,Office,Listed Building
Warmco Space Heating Ltd,"Unit 202 Second Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",29420725,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",680,Store And Premises,Empty Property - RV < 15000
Warmco Space Heating Ltd,"Unit 302 Third Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",29420726,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1600,Warehouse And Premises,Empty Property - RV < 15000
,"Grd Floor Unit 1, New Oxford House, Albert Street, Hebden Bridge        HX7 8AH",76012724,,7000,Shop and Premises,Flood Relief Application 2015/16
E.P.I.C Plc,"28 Bridge Gate, Hebden Bridge, HX7 8EX",76060028,"Robin Hood Works, Wakefield Road, Brighouse, HD6 1PE",3000,Offices and Premises,Empty Relief - Post 01/04/2008
,"Hollins Mill, Hollins Mill Lane, Sowerby Bridge, HX6 2RF",77276733,,25250,Warehouse And Premises,Empty Relief - Post 01/04/2008
Bizspace Ltd,"Unit 2A, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628854,"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",4750,Warehouse And Premises,Empty Relief - Post 01/04/2008
Units To Let [Northern] Ltd,"Unit 29A First Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",77690715,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",2175,Store And Premises,Rateable Value below threshold
Warmco Space Heating Ltd,"Unit 104 1ST Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212725,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",600,Store And Premises,Listed Building
Insite Poster Properties Ltd,"Advertising Right 2018, 36 Bradford Road, Brighouse, HD6 1RW",29080733,"Barton Hall, 29 Gloucester Street, Cirencester, GL7 2DJ",1625,Advertising Right And Premises,Empty Property - RV < 15000
C H Property Trustee Quality Course Ltd,"Commercial Mills, Ripponden, Sowerby Bridge, HX6 4EH",77408704,"33 Park Square West, Leeds, LS1 2PF",13000,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"Unit 1 Carlton Mills, South Street, Halifax, HX1 2TE",68640700,,880,Store And Premises,Empty Property - RV < 15000
Bizspace Ltd,"Unit 4G, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628816,"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",41250,Warehouse And Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc Land & Property Services,"65 Rustic, Piece Hall, Halifax, HX1 1RE",68252717,"Northgate House, Northgate, Halifax, HX1 1UN",1675,Shop and Premises,Listed Building
