Publisher Label,Publisher URI,Organisationname,OrganisationCode,Effectivedate,ContractReferencenumber,OpenContractingID,TitleoftheAgreement,Contracttype,Serviceresponsible,ServiceCategorylabel,ServicecategoryURI,Descriptionofgoodsandservices,Procurementclassification,CPVlabel,CPVcode,Proclasslabel,Proclasscode,Contractstartdate,Enddate,Reviewdate,Lastextensiondate,Contractvalue,Fixedorestimatedcost,IrrecoverableVAT,SupplierName,Supplierregisteredcompanynumber,Supplierregisteredcharitynumber,OthersupplierID,SMEsupplier,VCSEsupplier,VCSEsuppliertype,Nominatedcontactpointname,Nominatedcontactpointemail,NominatedcontactpointURL
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,368,,Retail Planning & Sustainability consultancy support services framework.,,Planning & Sustainability & Sustainability,,,Retail Planning & Sustainability consultancy support services framework.,,,,,,01/07/2015,30/06/2018,01/01/2018,,40000,,N/A,Nexus Planning & Sustainability,,,,,,,,gerard.coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,369,,Retail Planning & Sustainability consultancy support services framework,,Planning & Sustainability & Sustainability,,,Retail Planning & Sustainability consultancy support services framework,,,,,,01/07/2015,30/06/2018,01/01/2018,,40000,,N/A,Peter Brett,,,,,,,,gerard.coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,370,,Retail Planning & Sustainability consultancy support services framework,,Planning & Sustainability & Sustainability,,,Retail Planning & Sustainability consultancy support services framework,,,,,,01/07/2015,30/06/2018,01/01/2018,,40000,,N/A,WYG,,,,,,,,gerard.coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,371,,Green infra structure suport,,Planning & Sustainability & Sustainability,,,Green infra structure suport,,,,,,01/12/2015,30/11/2018,01/01/2018,,30000,,N/A,Bell fischer landscape Architects,,,,,,,,gerard.coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,378,,WDC Service Level Agreement SUDS advice on Planning & Sustainability applications,,Planning & Sustainability & Sustainability,,,WDC Service Level Agreement SUDS advice on Planning & Sustainability applications,,,,,,18/04/2016,31/03/2017,31/03/2017,,25000,,N/A,Bucks County Council,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,382,,In Life care plans MSCP's,,Human Resources ICT/CSC & Shared Support Services,,,In Life care plans MSCP's,,,,,,25/04/2016,24/04/2020,24/04/2017,,71500,,N/A,Stripe Consulting,,,,,,,,marcus.allen@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,383,,Public Convenience Cleaning,,Human Resources ICT/CSC & Shared Support Services,,,Public Convenience Cleaning,,,,,,01/04/2016,02/03/2020,03/04/2018,,594300,,N/A,Danfo Uk Ltd,,,,,,,,marcus.allen@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,385,,ICES - BPU services provision,,Environment,,,ICES - BPU services provision,,,,,,04/07/2016,04/06/2018,30/04/2018,,90000,,N/A,ICES - Imperial Civil enforcement Solutions,,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,389,,Pigeon Control,,Environment,,,Pigeon Control,,,,,,01/04/2017,31/03/2018,30/12/2016,,9360,,N/A,Avian bird Control Services,,,,,,,,julian.smith@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,390,,Quantity Surveying services for QEII project,,Human Resources ICT/CSC & Shared Support Services,,,Quantity Surveying services for QEII project,,,,,,01/07/2016,30/06/2018,30/04/2108,,10500,,N/A,Pro Com,,,,,,,,catherine.silvadonayre@wycombe.gov.uk@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,392,,Structural Calculations Framework,,Planning & Sustainability & Sustainability,,,Structural Calculations Framework,,,,,,01/09/2016,31/08/2018,30/04/2018,31/08/2020,20000,,N/A,Peter Brett Associates,,,,,,,,alan.mason@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,393,,Structural Calculations Framework,,Planning & Sustainability & Sustainability,,,Structural Calculations Framework,,,,,,01/09/2016,31/08/2018,01/05/2018,31/08/2020,20000,,N/A,NPS,,,,,,,,alan.mason@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,394,,Structural Calculations Framework,,Planning & Sustainability & Sustainability,,,Structural Calculations Framework,,,,,,01/09/2016,31/08/2018,01/05/2018,31/08/2020,20000,,N/A,JNP,,,,,,,,alan.mason@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,407,,Desborough Square - professional sevices,,Major Projects & Estates,,,Desborough Square - professional sevices,,,,,,29/09/2016,30/11/2017,03/09/2017,,215000,,N/A,Faithful & Gould,,,,,,,,martin.stannells@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,413,,VMware VSAN and AppVolume licences,,Human Resources ICT/CSC & Shared Support Services,,,VMware VSAN and AppVolume licences,,,,,,31/10/2016,30/10/2019,01/01/2019,,77500,,N/A,Phoenix software,,,,,,,,mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,414,,Planning Appeals framework,,Planning & Sustainability & Sustainability,,,Planning Appeals framework,,,,,,01/05/2017,30/04/2020,01/08/2019,,22500,,,SBW Planning ltd,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,415,,Planning Applications,,Planning & Sustainability & Sustainability,,,Planning Applications,,,,,,01/05/2017,30/04/2020,01/08/2019,,36000,,,WYG Environmental,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,416,,planning Appeals framework,,Planning & Sustainability & Sustainability,,,planning Appeals framework,,,,,,01/05/2017,30/04/2020,01/08/2019,,22500,,,WYG Environmental,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,417,,Planning Applications,,Planning & Sustainability & Sustainability,,,Planning Applications,,,,,,01/05/2017,30/04/2020,01/08/2019,,36000,,,Sterling Planning,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,418,,Planning appeals framework,,Planning & Sustainability & Sustainability,,,Planning appeals framework,,,,,,01/05/2017,30/04/2020,01/08/2019,,22500,,,Philippa Jarvis planning,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,419,,Planning Applications,,Planning & Sustainability & Sustainability,,,Planning Applications,,,,,,01/05/2017,30/04/2020,01/08/2019,,36000,,,RSK ADAS Ltd,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,420,,Planning Apeals framework,,Planning & Sustainability & Sustainability,,,Planning Apeals framework,,,,,,01/05/2017,30/04/2020,01/08/2019,,22500,,,RK ADAS ltd,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,421,,Agricultural technical report,,Planning & Sustainability & Sustainability,,,Agricultural technical report,,,,,,01/05/2017,30/04/2020,01/08/2019,,18000,,,RSK ADAS ltd,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,422,,Agricultural Technical reports,,Planning & Sustainability & Sustainability,,,Agricultural Technical reports,,,,,,01/05/2017,30/04/2020,01/08/2019,,18000,,,Bourne Rural Planning Consultancy Ltd,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,423,,Agricultural Technical Reports,,Planning & Sustainability & Sustainability,,,Agricultural Technical Reports,,,,,,01/05/2017,30/04/2020,01/08/2019,,18000,,,Wardell Armstrong LLP,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,424,,Agriculturl technical reports,,Planning & Sustainability & Sustainability,,,Agriculturl technical reports,,,,,,01/05/2017,30/04/2020,01/08/2019,,18000,,,Acorus Rural Property Services,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,425,,Project management and professional Services - Ashwells,,Major Projects & Estates,,,Project management and professional Services - Ashwells,,,,,,01/04/2017,31/10/2018,01/07/2018,,500000,,,Perfect Cirle,,,,,,,,martin.stannells@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,426,,Project management and QS roles for Handy Cross phase 5,,Major Projects & Estates,,,Project management and QS roles for Handy Cross phase 5,,,,,,01/04/2017,30/04/2018,01/01/2018,,115000,,,TUV PMSS,,,,,,,,martin.stannells@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,428,,"Design and build community room, QEII playing fields",,Community,,,"Design and build community room, QEII playing fields",,,,,,21/04/2017,01/05/2018,29/12/2017,,150000,,,Integra buildings ltd,,,,,,,,alison.clark@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,429,,Hughenden play area,,Community,,,Hughenden play area,,,,,,01/05/2017,30/04/2018,31/10/2017,,168000,,,Kompan Ltd,,,,,,,,andy.sherwood@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,430,,leagl advise for Desborough square site,,Major Projects & Estates,,,leagl advise for Desborough square site,,,,,,01/04/2017,31/03/2019,31/05/2018,,40000,,,Trower and Hamlin,,,,,,,,martin.stannells@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,431,,FIO and complaints handling software,,Democratic Legal & Policy,,,FIO and complaints handling software,,,,,,03/05/2017,02/05/2020,01/05/2018,,16000,,,Covalent ltd,,,,,,,,jennifer.griffin@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,432,,Project management and design works- Hatters lane remedial works,,Planning & Sustainability & Sustainability,,,Project management and design works- Hatters lane remedial works,,,,,,01/02/2017,28/02/2018,29/12/2017,,14000,,,JNP,,,,,,,,alison.pipes@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16767,,Temporary staff for Housing Options,,Housing,,,Temporary staff for Housing Options,,,,,,05/01/2017,,,,10000,,,Macdonald & Company,,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16768,,Temporary staff for Housing Options,,Housing,,,Temporary staff for Housing Options,,,,,,05/01/2017,,,,10000,,,Sellick Partnership Group Ltd,,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16769,,LGA Subscription17/18,,Democratic Legal & Policy,,,LGA Subscription17/18,,,,,,05/01/2017,,,,10450,,,Local Government Association,,,,,,,,ian.hunt@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16771,,Hughenden Quarter - Consultancy Fees for Lee,,Major Projects & Estates,,,Hughenden Quarter - Consultancy Fees for Lee,,,,,,05/01/2017,,,,5000,,,Newton Property Solutions Ltd,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16773,,B & B 5 Amersham Hill,,Housing,,,B & B 5 Amersham Hill,,,,,,05/01/2017,,,,10000,,,The Coin Group Ltd,,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16787,,Castlefield Allotments Installation of a new,,Community,,,Castlefield Allotments Installation of a new,,,,,,09/01/2017,,,,6736.5,,,Sandys Plumbing,,,,,,,,elaine.jewell@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16794,,B & B in slough,,Housing,,,B & B in slough,,,,,,11/01/2017,,,,10000,,,Martin Conway,,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16795,,B & B for 5 Amersham Hill and 46 West Wycombe,,Housing,,,B & B for 5 Amersham Hill and 46 West Wycombe,,,,,,11/01/2017,,,,10000,,,The Coin Group Ltd,,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16808,,Locata membership and support,,Housing,,,Locata membership and support,,,,,,13/01/2017,,,,10000,,,Locata (Housing Services) Ltd,,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16811,,Design Services for Desbox -Container Wroking,,Major Projects & Estates,,,Design Services for Desbox -Container Wroking,,,,,,16/01/2017,,,,5000,,,Container City Projects Ltd,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16813,,Professional Fees,,Democratic Legal & Policy,,,Professional Fees,,,,,,16/01/2017,,,,9135,,,Law Absolute Recruitment Specialists,,,,,,,,kiran.khanna@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16834,,Front office and Integrator support 010217-31,,Human Resources ICT/CSC & Shared Support Services,,,Front office and Integrator support 010217-31,,,,,,17/01/2017,,,,34670.73,,,Northgate Public Services (Uk) Ltd,,,,,,,,john.mcmillan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16841,,Learning Pool Subscription for 2017,,Human Resources ICT/CSC & Shared Support Services,,,Learning Pool Subscription for 2017,,,,,,17/01/2017,,,,6000,,,Learning Pool Limited,,,,,,,,jo.whiteley@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16843,,"12 Bluetooth, 3"" mobile zebra printers",,Environment,,,"12 Bluetooth, 3"" mobile zebra printers",,,,,,17/01/2017,,,,7754.04,,,The Barcode Warehouse,,,,,,,,caroline.hughes@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16855,,PostageCreditBought16DEC2016,,Finance & Commercial,,,PostageCreditBought16DEC2016,,,,,,18/01/2017,,,,5000,,,Neopost Neofunds,,,,,,,,paul.spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16857,,Repair to vandalised machine,,Environment,,,Repair to vandalised machine,,,,,,18/01/2017,,,,6000,,,Parking Pal Ltd,,,,,,,,caroline.hughes@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16863,,Wycombe SA review and specialist advice,,Planning & Sustainability & Sustainability,,,Wycombe SA review and specialist advice,,,,,,18/01/2017,,,,22656,,,Aecom Infrastructure & Environment Uk Ltd,,,,,,,,ian.manktelow@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16865,,For Paying Royal Mail Invoices 2016-2017,,Finance & Commercial,,,For Paying Royal Mail Invoices 2016-2017,,,,,,19/01/2017,,,,5000,,,Royal Mail,,,,,,,,paul.spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16867,,Brimmers Hill traffic calming,,Planning & Sustainability & Sustainability,,,Brimmers Hill traffic calming,,,,,,19/01/2017,,,,6962.43,,,Ringway Jacobs Ltd,,,,,,,,john.callaghan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16868,,Westborne Street link road construction,,Planning & Sustainability & Sustainability,,,Westborne Street link road construction,,,,,,19/01/2017,,,,24420.18,,,Bucks County Council,,,,,,,,penelope.tollitt@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16869,,B & B at Montem Guest House,,Housing,,,B & B at Montem Guest House,,,,,,19/01/2017,,,,9805,,,Montem Guest House,,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16876,,cage covers for speaker system,,Environment,,,cage covers for speaker system,,,,,,20/01/2017,,,,5000,,,Pel Services Ltd,,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16884,,Professional Fees,,Democratic Legal & Policy,,,Professional Fees,,,,,,23/01/2017,,,,8300,,,Thomson Reuters,,,,,,,,julie.openshaw@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16885,,Higg Park replace badly worn net with same an,,Community,,,Higg Park replace badly worn net with same an,,,,,,24/01/2017,,,,10540,,,Reids Playground Maint'Nce Ltd,,,,,,,,elaine.jewell@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16896,,3rd installment of the BID levy 16-17,,Finance & Commercial,,,3rd installment of the BID levy 16-17,,,,,,25/01/2017,,,,55005,,,Hwbidco Ltd,,,,,,,,brenda.watson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16899,,Temporary staff planning,,Planning & Sustainability & Sustainability,,,Temporary staff planning,,,,,,26/01/2017,,,,11682.31,,,Kevin Mcgill Planning Ltd,,,,,,,,penelope.tollitt@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16907,,Cisco support 3 years Feb 2017-Jan 2020 as pe,,Human Resources ICT/CSC & Shared Support Services,,,Cisco support 3 years Feb 2017-Jan 2020 as pe,,,,,,27/01/2017,,,,70374.27,,,Logicalis Uk Ltd,,,,,,,,john.mcmillan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16908,,Professional Services for Cisco Telephony upg,,Human Resources ICT/CSC & Shared Support Services,,,Professional Services for Cisco Telephony upg,,,,,,27/01/2017,,,,27200,,,Logicalis Uk Ltd,,,,,,,,john.mcmillan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16922,,Agency Fees - as per instruction from Robert,,Major Projects & Estates,,,Agency Fees - as per instruction from Robert,,,,,,31/01/2017,,,,10000,,,Macdonald & Company,,,,,,,,robert.daniels@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16924,,Cisco hardware and licences for upgrade as pe,,Human Resources ICT/CSC & Shared Support Services,,,Cisco hardware and licences for upgrade as pe,,,,,,31/01/2017,,,,50072.98,,,Logicalis Uk Ltd,,,,,,,,john.mcmillan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16928,,Handy Cross Hub - Consultants Fees as per C B,,Major Projects & Estates,,,Handy Cross Hub - Consultants Fees as per C B,,,,,,01/02/2017,,,,25000,,,Holman Project Management,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16930,,Investment Surveying Advice & Negotiations re,,Major Projects & Estates,,,Investment Surveying Advice & Negotiations re,,,,,,01/02/2017,,,,9750,,,Bisham Asset Management Ltd,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16931,,Gomm Valley Terriers Farm Dev Briefs,,Planning & Sustainability & Sustainability,,,Gomm Valley Terriers Farm Dev Briefs,,,,,,01/02/2017,,,,5791.92,,,The North Kent Architecture Centre Ltd,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16932,,B & B for 5 Amersham Hill and 46 West Wycombe,,Housing,,,B & B for 5 Amersham Hill and 46 West Wycombe,,,,,,01/02/2017,,,,10000,,,The Coin Group Ltd,,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16938,,Check Point CPCES-CO-STANDARD CPSM-P1003-E,,Human Resources ICT/CSC & Shared Support Services,,,Check Point CPCES-CO-STANDARD CPSM-P1003-E,,,,,,02/02/2017,,,,12891.19,,,Ultima Business Solutions Ltd,,,,,,,,mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16949,,Professional Fees,,Democratic Legal & Policy,,,Professional Fees,,,,,,06/02/2017,,,,6980.83,,,Sellick Partnership Group Ltd,,,,,,,,kiran.khanna@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16963,,Handy Cross Hub - Additional fees re Mace/PHo,,Finance & Commercial,,,Handy Cross Hub - Additional fees re Mace/PHo,,,,,,07/02/2017,,,,8850,,,Mace Group Ltd,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16973,,(S & M) LHA Software 2017/2018 - ref: 382692.,,Finance & Commercial,,,(S & M) LHA Software 2017/2018 - ref: 382692.,,,,,,08/02/2017,,,,9213.26,,,Northgate Public Services (Uk) Ltd,,,,,,,,andy.green@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16974,,(S & M) eCapture Service Fees (APIs only) 201,,Finance & Commercial,,,(S & M) eCapture Service Fees (APIs only) 201,,,,,,08/02/2017,,,,17049.71,,,Northgate Public Services (Uk) Ltd,,,,,,,,andy.green@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16983,,Hughenden Spine Road - Proposed Commissioning,,Major Projects & Estates,,,Hughenden Spine Road - Proposed Commissioning,,,,,,09/02/2017,,,,7000,,,Mace Group Ltd,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC16984,,"11 High Street, High Wycombe - Landlords cont",,Community,,,"11 High Street, High Wycombe - Landlords cont",,,,,,09/02/2017,,,,14767,,,Eat At The Works,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,May-17,WDC17018,,Temporary staff for Housing Options,,Housing,,,Temporary staff for Housing Options,,,,,,15/02/2017,,,,6535.57,,,Adecco Uk Ltd,,,,,,,,brian.daly@wycombe.gov.uk,
