Property Address,RATEPAYER,RV,LIABILITY_START
"Store To Rear 1ST Flr, 7A Lord Street, Halifax, HX1 5AE",,590,01/06/2016
"Store 2ND Floor, 7C Lord Street, Halifax, HX1 5AE",,415,01/06/2016
"5 Crown Yard, Southgate, Elland, HX5 0DQ",Worsted Yarns Ltd,2950,07/04/2017
"4 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",Environment Agency F A O David Smith Estate Surveyor,2800,26/04/2017
"Mytholmroyd Medical Centre, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5LF",,3700,01/05/2017
"Ground Floor, Mytholmroyd Medical Centre, Burnley Road, Mytholmroyd          HX7 5LF",Day Lewis Plc,17750,01/04/2017
"2 Market Street, Halifax, HX1 1RN",Bramleys Estate Agents,19250,17/02/2017
"Unit 2, River Street Business Park, River Street, Brighouse            HD6 1LU",Warmco Space Heating Ltd,3450,17/06/2016
"Lower Lee Farm Cottage, Lee Wood Road, Heptonstall, Hebden Bridge        HX7 7EP",,6000,14/09/2016
"Office 8, James Street Mills, South Lane, Elland               HX5 0HB",Viewstone Ltd,1600,01/04/2014
"Bonegate House, 69 Bradford Road, Brighouse, HD6 1RS",Owram Estates Ltd,15000,02/06/2017
"Unit 55 Asquith Bottom Works, Asquith Bottom, Ridge Street, Sowerby Bridge       HX6 4RG",Gingerskydog Ltd,3450,01/03/2017
"Units 1 & 2, Park Road Mills, Park Road, Elland               HX5 9HX",V-Seal Ltd,52500,25/01/2017
"Unit 4 Lower Brea, Leeds Road, Halifax, HX3 7AQ",W W Leese [Hx] Ltd,2900,01/04/2017
"Ground Floor (Rear), 18 Clare Road, Halifax, HX1 2JP",Insight Healthcare Ltd,960,21/03/2016
"Ground Floor (Front), 18 Clare Road, Halifax, HX1 2JP",Insight Healthcare Ltd,7200,21/03/2016
"Unit 4, Lineholme Industrial Estate, Burnley Road, Todmorden           OL14 7DH",Westfield Properties Ltd,2125,13/12/2016
"Office H M 2.13, Holdsworth Mills, Holdsworth Road, Halifax              HX3 6SN",,5200,01/03/2017
"Ground Floor (Lhs), Prescott House, 26 Prescott Street, Halifax              HX1 2LG",,1675,01/04/2015
"Ground Floor (Rhs), Prescott House, 26 Prescott Street, Halifax              HX1 2LG",,1775,01/04/2015
"First Floor, Prescott House, 26 Prescott Street, Halifax              HX1 2LG",,3950,01/04/2015
"Basement & Groundfloor (Rhs), Rear Hamnett House, Gibbet Street, Halifax              HX2 0AX",Top Land Communications Ltd,3500,01/04/2015
"First Floor (Rhs) Rear, Hamnett House, Gibbet Street, Halifax              HX2 0AX",Top Land Communications Ltd,3650,01/04/2015
"2 Boston Street, Sowerby Bridge, HX6 1DP",,2100,24/03/2016
"Atm Site, 1 Carlton House, Crown Street, Hebden Bridge        HX7 8ES",Natwest Bank Plc,5900,10/08/2016
"1 Carlton House, Crown Street, Hebden Bridge, HX7 8ES",Oasis News Ltd,16750,10/08/2016
"Unit 3, Green Hill Industrial Estate, Mytholmroyd, Hebden Bridge       HX7 5QF",,28500,01/09/2016
"15 Market Street, Brighouse, HD6 1AP",Flicktia Fashions Ltd,6400,25/04/2017
"Rams Head Inn Car Park, 24 Wakefield Road, Sowerby Bridge, HX6 5PN",,6000,25/04/2017
"1ST Flr, 3 Carlton Place, Halifax, HX1 2SB",,13000,01/01/2017
"2ND Flr, 3 Carlton Place, Halifax, HX1 2SB",,13000,01/02/2017
"Rear Unit 3 The Warehouse, Wood Street, Brighouse, HD6 1PW",S H Properties Ltd,2900,01/05/2017
"16 Carr House Road, Shelf, Halifax, HX3 7QY",T' Chippy (Shelf) Ltd,4650,11/10/2016
"North Bridge Street, Halifax, HX1 1XJ",Hallmark Developments (North West) Limited,8400,07/02/2017
"Car Park, 17 Winding Road, Halifax, HX1 1UZ",Hallmark Developments (North West) Limited,12000,07/02/2017
"North Bridge Street, Halifax, HX1 1XJ",Hallmark Developments (North West) Limited,16250,07/02/2017
"North Bridge, Northgate, Halifax, HX1 1XJ",Hallmark Developments (North West) Limited,1750,07/02/2017
"9 Square, Halifax, HX1 1RJ",Coal Pension Properties Ltd,16000,10/06/2017
"31 Northgate, Halifax, HX1 1UR",Oakapple Homes [Crossley House] Ltd,13000,01/05/2017
"Harrison House, 10 Harrison Road, Halifax, HX1 2AF",Malik House Ltd.,10000,05/05/2017
"Unit Gh South Mill, Holdsworth Road, Halifax, HX3 6SW",Appliance World (Halifax) Ltd,6200,18/11/2016
"9 Portland Place, Halifax, HX1 2JQ",Oriental Arts (Bradford) Ltd,12250,01/08/2016
"The Loft, First Floor, Lever Street, Todmorden           OL14 5QF",,6200,15/04/2017
"274 Queens Road, Halifax, HX1 4NJ",,4050,01/04/2017
"103 Northgate, Halifax, HX1 1XF",,3950,18/03/2017
"3 Brook Street, Todmorden, OL14 5AJ",,4550,14/03/2017
"12 Westgate, Halifax, HX1 1DJ",Pure Travel Uk Limited,8400,01/05/2017
"Hollins Mill Lane, Sowerby Bridge, HX6 2QG",I Believe I Can Fry Ltd,2750,31/01/2017
"Offices G1/G2 Shaw Lodge Hse, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",Shaw Lodge Mills Ltd,4750,01/04/2016
"2 Bond Street, Halifax Road, Todmorden, OL14 5QB",Marcus Pension Fund,3550,03/05/2017
"Dean Street, Greetland, Halifax, HX4 8DW",,5800,25/03/2017
"5 Luddenden Lane, Luddendenfoot, Halifax, HX2 6NH",,1950,01/04/2017
"349 Salterhebble Hill, Halifax, HX3 0QA",,4900,07/08/2015
"Unit 6 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EA",Marrtree Investments Limited,7400,01/02/2017
"Junction Inn, 1 Ogden Lane, Brighouse, HD6 3HF",,9700,11/05/2017
"Unit 2 Woodvale Mills, Woodvale Road, Brighouse, HD6 4AB",Eclipse Automotive Ltd,22250,01/05/2017
"Office B4A First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ",,2000,10/04/2017
"Site Cabins, Salford, Todmorden, OL14 7LE",Pennine Components (Holdings) Ltd,8100,10/01/2015
"Office Suite D205, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,1925,01/04/2017
"Arc, Unit 12 Fairlea Mill, Ellen Holme Lane, Luddendenfoot        HX2 6EP",,5400,01/12/2016
"Unit 2C, Greenhill Industrial Estate, Mytholmroyd, Hebden Bridge        HX7 5QF",Danish Crown Uk Ltd,13000,10/01/2017
"Croftmyl, Gf Office A8A, West Parade, Halifax              HX1 2EQ",Snowflake Media Ltd,2075,09/02/2017
"Calder Street, West Vale, Halifax, HX4 8NY",Bag It Up Ltd,27250,03/01/2017
"46 Market Street, Hebden Bridge, HX7 6AA",,4200,09/02/2017
"215 King Cross Road, Halifax, HX1 3JL",,7600,02/05/2017
"Telecommunications Mast, Site Ref HD0009 N Vale Mills, Bradford Road, Brighouse            HD6 4DJ",Hutchinson 3G Uk Ltd,12000,01/04/2017
"Unit 8 Heathfield Ind Estate, Heathfield Street, Elland, HX5 9AE",Falconer Print & Packaging Ltd,9600,18/05/2017
"29 Lees Buildings, Halifax Road, Hipperholme, Halifax             HX3 8EW",,5800,01/03/2017
"8 Victoria Road, Sowerby Bridge, HX6 3AE",Sowerby Bridge Day Nursery Ltd,7800,17/01/2017
"43/45 Westgate House, Market Street, Halifax, HX1 1PD",99p Stores Ltd - In Administration,90000,22/03/2017
"98 Parkinson Lane, Halifax, HX1 3QH",,2900,10/04/2017
"35 Market Street, Hebden Bridge, HX7 6EU",,5200,01/06/2017
"75 Hopwood Lane, Halifax, HX1 4DG",,4100,08/02/2017
"8 King Cross Street, Halifax, HX1 2SH",Teach Smart Ltd,7100,17/02/2017
"8 King Cross Street, Halifax, HX1 2SH",,2900,01/04/2017
"(Unoff Add) Store Adj Unit 5, Shay Lane Works, Shay Lane, Halifax              HX3 6SF",A V T G Ltd,410,17/01/2017
"Unit 5 Shay Lane Works, Shay Lane, Halifax, HX3 6SF",A V T G Ltd,8600,17/01/2017
"(Unofficial Address), Leisure Services Dept, Hollins Mill Lane, Sowerby Bridge       HX6 2QG",Sowerby Bridge Fire And Water Ltd,17250,21/10/2016
"Atm Site, Yorks Coop Filling Station, Huddersfield Road, Elland               HX5 9AA",Rontec Properties (No.4) Limited,3750,03/08/2016
"Office Suite D 262, Dean Clough Mills, Halifax, HX3 5AX",Dean Clough Ltd,1950,05/06/2017
"44 Halifax Road, Todmorden, OL14 5QG",,2175,11/11/2016
"Office 2ND Floor, 4 Trinity Place, Halifax, HX1 2BD",Horton Housing Association,1825,08/10/2016
"(Unofficial Address), Ground Floor Rhs, 8 Bonegate Road, Brighouse            HD6 1SP",,2000,01/04/2015
"(Unofficial Address), 8 Bonegate Road, Brighouse, HD6 1SP",,5600,01/04/2015
"Unit 7 The Nurseries, Halifax Road, Brighouse, HD6 2QD",Your Beauty Secret Ltd,5000,01/06/2017
"1 Heath Mount Road, Brighouse, HD6 3RS",,1275,16/02/2016
"Part Ground Floor, 8 King Cross Street, Halifax, HX1 2SH",,2800,25/01/2017
"2 Windsor House, Caldene Business Park, Burnley Road, Mytholmroyd          HX7 5QJ",Industrials Uk Ltd Partnership,19000,03/05/2017
"Barge & Barrel, 8 Park Road, Elland, HX5 9HP",Titan Pub Solutions Ltd,8800,10/05/2017
"10 Wharf Street, Sowerby Bridge, HX6 2AE",,4300,01/07/2017
"Unit 3, 10A Nanholme Mill, Shaw Wood Road, Todmorden           OL14 6DA",,1750,07/06/2016
"16 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",Environment Agency F A O David Smith Estate Surveyor,1100,01/01/2017
"17/19 Burnley Road, Todmorden, OL14 7BU",,7500,10/01/2017
"Ground Floor, 334 Skircoat Green Road, Halifax, HX3 0LX",,4400,22/04/2017
"238 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BQ",Qhp Limited,6900,22/04/2017
"Units 3 & 10, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG",Sp Trade Frames Ltd,6100,01/12/2016
"Unit 1, Fielden Works, Walton Street, Sowerby Bridge       HX6 1AN",Stoneywood Ltd,53000,01/06/2017
"Unit 40 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AU",Equestrian Clearance Warehouse Ltd (In Administration),31750,03/06/2017
"Croftmyl, Gf Office A8B, West Parade, Halifax              HX1 2EQ",Circuit Electrical Testing Ltd,2075,01/02/2017
"(Unofficial Address), Unit 27 Windsor Works Bus Co, Victoria Road, Hebden Bridge        HX7 8JX",,820,26/05/2017
"Office 2 Unit 3, Farrar Mill Yard, Farrar Mill Lane, Halifax              HX3 9EU",Artisan Electrical & Security Ltd,1525,01/07/2017
