Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
06/12/2013,COMMUNITEA CIC,Catering,EARLY HELP AND SCHOOLS,EQUALITIES TEAM RESOURCES,"£4,655.00"
06/12/2013,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£3,346.66"
13/12/2013,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£3,502.36"
20/12/2013,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£2,147.54"
20/12/2013,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£2,147.54"
06/12/2013,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,£531.86
06/12/2013,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,£557.23
17/12/2013,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,£571.44
20/12/2013,COMPAREX,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£8,916.99"
06/12/2013,COMPASS CAREER OPPORTUNITIES LIMITED,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£3,240.00"
06/12/2013,CONNECT CARS (MIDDLETON) LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£917.50
06/12/2013,CONNECT CARS (MIDDLETON) LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£917.50
18/12/2013,CONNECT CARS (MIDDLETON) LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£917.50
19/12/2013,CONNECT CARS (MIDDLETON) LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£917.50
19/12/2013,CONTROLLED AIR SOLUTIONS LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,SCHOOLS SLA 12/13,£854.00
19/12/2013,CONTROLLED AIR SOLUTIONS LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,"£3,360.80"
02/12/2013,CO-OPERATIVE BANK PLC,Financial Services,CORPORATE SERVICES,LEGAL SERVICES,£877.00
01/12/2013,CORE ASSETS CHILDRENS SERVICES LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,£970.33
03/12/2013,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SPONSORED DAY CARE,£831.60
03/12/2013,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SPONSORED DAY CARE,£831.60
03/12/2013,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£2,940.00"
03/12/2013,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,2 YR OLD DSG,"£3,489.75"
06/12/2013,COZY CARS,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£640.00
06/12/2013,COZY CARS,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,150.00"
06/12/2013,COZY CARS,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,180.00"
06/12/2013,CREATIVE SUPPORT LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£25,000.00"
16/12/2013,CREATIVE SUPPORT LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£37,500.00"
01/12/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£3,341.67"
23/12/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,EARLY HELP AND SCHOOLS,CROSSROADS,£648.00
23/12/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,EARLY HELP AND SCHOOLS,CROSSROADS,"£3,523.50"
23/12/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,EARLY HELP AND SCHOOLS,CROSSROADS,£540.00
06/12/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£1,616.49"
13/12/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£1,291.28"
20/12/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£1,206.84"
20/12/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£1,206.84"
16/12/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£1,479.87"
12/12/2013,D & M DEMOLITIONS LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,ROCH VALE CARAVAN SITE,£600.00
04/12/2013,D & M DEMOLITIONS LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,DILAPIDATED BUILDINGS YR END,"£14,410.00"
12/12/2013,D & M DEMOLITIONS LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,2-34 RAMSAY STREET,"£3,000.00"
10/12/2013,D & M DEMOLITIONS LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,WINTER SERVICE DEPOT,"£3,655.59"
04/12/2013,D K TRAVEL,Human Resources,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£3,240.00"
17/12/2013,D W TAYLOR                           (S),Unclassifiable,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,£980.00
20/12/2013,DAISY COMMUNICATIONS,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£2,077.01"
20/12/2013,DAISY COMMUNICATIONS,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£2,237.23"
20/12/2013,DAISY COMMUNICATIONS,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£2,082.65"
20/12/2013,DAISY COMMUNICATIONS,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£2,187.69"
20/12/2013,DAISY COMMUNICATIONS,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£1,907.21"
02/12/2013,DALE INDUSTRIAL SERVICES LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£15,420.00"
02/12/2013,DALE INDUSTRIAL SERVICES LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£6,871.00"
19/12/2013,DALE INDUSTRIAL SERVICES LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£11,310.00"
19/12/2013,DALE INDUSTRIAL SERVICES LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£5,049.00"
11/12/2013,DAVID PICKUP,Unclassifiable,ECONOMY AND ENVIRONMENT,TRADING STANDARDS GENERAL,"£3,420.00"
20/12/2013,DB ROCHDALE LTD,Unclassifiable,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,£825.00
17/12/2013,DENEHURST PARK (ROCHDALE) LIMITED,Cleaning & Janitorial,ECONOMY AND ENVIRONMENT,TOWN HALL BAR,£686.52
19/12/2013,DEPAUL TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YPST SUPPORTING PEOPLE FUNDING,"£1,361.43"
04/12/2013,DICK WHITTINGTON GUEST HOUSE,Human Resources,ECONOMY AND ENVIRONMENT,PIF DRAKE ST. IMPS 200K 10/11,"£1,885.00"
06/12/2013,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£6,035.80"
13/12/2013,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£6,132.63"
20/12/2013,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£6,534.37"
20/12/2013,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£6,534.37"
03/12/2013,DONNY BRYAN,Unclassifiable,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£2,084.00"
04/12/2013,DONNY BRYAN,Unclassifiable,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£2,084.00"
06/12/2013,DOTTED EYES LTD,Human Resources,CORPORATE SERVICES,THIRD PARTY CONTRACTS,£725.00
09/12/2013,DR ABDUL QUADER GANJIFROCKWALA,Medical,CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£2,395.40"
09/12/2013,DR C A WILSON,Medical,CORPORATE SERVICES,CORONERS SERVICE GENERAL,£595.90
09/12/2013,DR C A WILSON,Medical,CORPORATE SERVICES,CORONERS SERVICE GENERAL,£595.90
06/12/2013,DR N CARTER,Medical,CORPORATE SERVICES,CORONERS SERVICE GENERAL,£521.19
09/12/2013,DR N CARTER,Medical,CORPORATE SERVICES,CORONERS SERVICE GENERAL,£521.90
23/12/2013,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"£1,225.00"
23/12/2013,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"£1,254.00"
23/12/2013,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"£5,390.00"
23/12/2013,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£661.00
23/12/2013,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,£630.00
23/12/2013,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,£630.00
20/12/2013,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£1,500.00"
09/12/2013,EDF ENERGY 1 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,TOWN HALL,"£2,785.52"
17/12/2013,EDF ENERGY 1 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,BALDERSTONE DEMOLITION,"£1,603.75"
09/12/2013,EDU PLAY LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£2,109.03"
11/12/2013,EDU PLAY LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,£653.40
23/12/2013,EJS MARKETING,Facilities & Management Services,PUBLIC HEALTH,PUBLIC HEALTH STAFF,"£2,800.00"
02/12/2013,EMANUEL WHITTAKER LTD,Building Construction Materials,EARLY HELP AND SCHOOLS,KINGSWAY PARK,"£30,235.21"
18/12/2013,EN-V INTERIORS,"Works - Construction, Repair & Maintenance",FINANCE AND PROCUREMENT,PR AND MARKETING,"£1,374.00"
02/12/2013,ERNST & YOUNG LLP,Consultancy,EARLY HELP AND SCHOOLS,BSF DEVELOPMENT (MOD0809),£867.56
06/12/2013,ERNST & YOUNG LLP,Consultancy,EARLY HELP AND SCHOOLS,BSF DEVELOPMENT (MOD0809),"£3,696.33"
19/12/2013,ESSENTIAL LEARNING COMPANY,Human Resources,PHYSICAL DIS & OLDER PEOPLE,TRAINING COMMISSIONING,£500.00
11/12/2013,F C BROWN STEEL EQUIPMENT LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,NEW COUNCIL OFFICES,"£1,719.20"
18/12/2013,F NEEDHAM,Catering,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,£534.27
23/12/2013,F R MARGISON,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£566.50
03/12/2013,F R SHARROCK LIMITED,Horticultural,ECONOMY AND ENVIRONMENT,MECHANICS GENERAL MOWER R,£535.85
16/12/2013,F S MOULT & SON,Building Construction Materials,ECONOMY AND ENVIRONMENT,MISCELLANEOUS ECR,"£1,675.98"
18/12/2013,F S MOULT & SON,Building Construction Materials,EARLY HELP AND SCHOOLS,Harwood Park roof repair phase 2,£699.01
19/12/2013,F S MOULT & SON,Building Construction Materials,EARLY HELP AND SCHOOLS,St Edward’s Roof replacement,"£1,471.28"
04/12/2013,FAISAL S BUTT,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,600.00"
19/12/2013,FAISAL S BUTT,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,040.00"
03/12/2013,FALINGE PARK BOWLING GREENS MANAGEMENT COMMITTEE,Leisure Services,CORPORATE SERVICES,CLEAN & GREEN PRIORITY FUND,"£1,890.00"
20/12/2013,FAMILY FUND TRADING LIMITED,Financial Services,FINANCE AND PROCUREMENT,SOCIAL FUND,"£100,000.00"
20/12/2013,FIRST STEP ACCOMMODATION,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£14,994.00"
23/12/2013,FIRST STEP ACCOMMODATION,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YOUNG PEOPLES SUPPORT TEAM,£568.50
06/12/2013,FISHERS CLEANING SERVICES LIMITED,Cleaning & Janitorial,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,£695.00
23/12/2013,FISHERS CLEANING SERVICES LIMITED,Cleaning & Janitorial,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,£550.00
17/12/2013,FLETCHER BUILDING SERVICES LIMITED,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£3,740.00"
09/12/2013,FORENSICS LTD,Environmental Services,CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£2,005.00"
04/12/2013,FREEDOM COMMUNICATIONS,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£33,000.00"
06/12/2013,FRIENDS OF OLDER PARENT CARERS,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,CARERS COMMISSIONED SERVICES,"£3,743.16"
16/12/2013,FUNDTECH FSC LTD,Human Resources,CORPORATE SERVICES,PAYROLL,"£1,442.50"
13/12/2013,G W THEATRE COMPANY LIMITED,Leisure Services,EARLY HELP AND SCHOOLS,EQUALITIES TEAM RESOURCES,"£10,000.00"
23/12/2013,G4S TOTAL SECURITY LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,TOWN HALL,£763.00
23/12/2013,GATENBY SANDERSON,Human Resources,FINANCE AND PROCUREMENT,LEADERSHIP TEAM,"£14,521.45"
11/12/2013,GATENBY SANDERSON,Human Resources,PHYSICAL DIS & OLDER PEOPLE,MANAGEMENT OP & PD,"£12,992.00"
06/12/2013,GATENBY SANDERSON,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£9,208.00"
15/12/2013,GMCA,Financial Services,ECONOMY AND ENVIRONMENT,GMPTE LEVY,"£1,563,100.00"
04/12/2013,GRAHAM YIP,Unclassifiable,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN BOARD,"£6,413.10"
03/12/2013,GRANT THORNTON UK LLP,Financial Services,FINANCE AND PROCUREMENT,CENTRAL FINANCE  SYSTEMS AND ADMIN,"£19,082.00"
17/12/2013,GRANT THORNTON UK LLP,Financial Services,FINANCE AND PROCUREMENT,CENTRAL FINANCE  SYSTEMS AND ADMIN,"£45,090.00"
04/12/2013,GRAVITAS RECRUITMENT GROUP,Human Resources,CORPORATE SERVICES,ICT MANAGEMENT,"£1,875.00"
06/12/2013,GRAVITAS RECRUITMENT GROUP,Human Resources,CORPORATE SERVICES,ICT MANAGEMENT,"£1,125.00"
17/12/2013,GRAVITAS RECRUITMENT GROUP,Human Resources,CORPORATE SERVICES,ICT MANAGEMENT,"£1,875.00"
06/12/2013,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£2,398.45"
13/12/2013,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£2,339.78"
20/12/2013,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£3,816.20"
20/12/2013,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£3,816.20"
16/12/2013,GROUNDWORK LANDSCAPES LIMITED,Horticultural,CORPORATE SERVICES,MIDDLETON & MUGA,"£1,515.00"
13/12/2013,GTM ELECTRICAL SERVICES LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,MUSIC SERVICE HIGHWOOD,"£1,880.00"
03/12/2013,GTM ELECTRICAL SERVICES LIMITED,Building Construction Materials,FINANCE AND PROCUREMENT,CONTRACT FEE LEISURE TRUST,"£1,092.50"
02/12/2013,GTM ELECTRICAL SERVICES LIMITED,Building Construction Materials,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,"£10,684.91"
02/12/2013,GTM ELECTRICAL SERVICES LIMITED,Building Construction Materials,PROPERTY AND HIGHWAYS,SCHOOLS SLA 12/13,"£5,403.90"
06/12/2013,H A BURROW,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£960.00
06/12/2013,H A BURROW,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£798.00
06/12/2013,H A BURROW,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£920.00
19/12/2013,H BELL & SONS (ROCHDALE) LTD,Building Construction Materials,EARLY HELP AND SCHOOLS,GREENBANK FIRE SAFETY IMPRMTS,"£1,594.84"
18/12/2013,H ROTHWELL & CO LTD,Building Construction Materials,ECONOMY AND ENVIRONMENT,LANDSCAPE SERVICES,£578.00
02/12/2013,HAROLD ADDY & PARTNERS,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,GENERAL CLEARANCE,£800.00
02/12/2013,HARROW GREEN LIMITED,Facilities & Management Services,CORPORATE SERVICES,WHEATSHEAF LIBRARY,"£6,856.28"
04/12/2013,HAYS SOCIAL CARE,Human Resources,FINANCE AND PROCUREMENT,CORPORATE PROCUREMENT,£935.88
04/12/2013,HAYS SOCIAL CARE,Human Resources,FINANCE AND PROCUREMENT,DEBT RECOVERY TEAM,"£1,366.89"
04/12/2013,HAYS SOCIAL CARE,Human Resources,FINANCE AND PROCUREMENT,FINANCIAL SUPPORT CROSS SERVICE BUDGETS,"£1,814.48"
04/12/2013,HAYS SOCIAL CARE,Human Resources,FINANCE AND PROCUREMENT,PR AND MARKETING,"£5,007.54"
04/12/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,ADULT & CHILD CARE SOLICITORS,£563.14
04/12/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,CHILDRENS SERVICES IS TEAM,£895.77
04/12/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,CSE RESOURCES,"£3,735.13"
04/12/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,CUSTOMER ADVOCACY,"£1,610.24"
04/12/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,HEAD OF SERVICE,"£1,784.82"
04/12/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,LITIGATION SECTION,"£1,754.72"
04/12/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,PR AND MARKETING,"£3,048.14"
04/12/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,REG ELECTORS GENERAL,£705.96
04/12/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,REGISTRARS GENERAL,£966.58
04/12/2013,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,BUSINESS SUPPORT TEAM,"£3,051.87"
04/12/2013,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,PROJECT TEAM,"£1,267.48"
04/12/2013,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,"£1,343.29"
04/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ADMINISTRATION FOR DUTY AND CP AND CP,"£1,397.91"
04/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ADOPTION PAYMENTS,"£3,257.96"
04/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CIC SOCIAL WORK,"£5,141.51"
04/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CP SOCIAL WORK,"£17,969.77"
04/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,DUTY SOCIAL WORK,"£18,595.39"
04/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,EMERGENCY DUTY TEAM,"£6,639.84"
04/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,"£4,808.86"
04/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,"£1,634.80"
04/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,REMODELLING SOCIAL WORK,"£6,630.59"
04/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN BOARD,£641.77
04/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN UNIT,"£6,734.67"
04/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,SUNRISE TEAM,"£4,709.98"
04/12/2013,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"£3,913.59"
04/12/2013,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPLOYMENTS LINKS,"£1,832.00"
04/12/2013,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,£592.39
04/12/2013,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,£655.63
04/12/2013,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES SOCIAL WORK,"£3,408.87"
04/12/2013,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,STRONGER FAMILIES PROGRAMME DELIVERY,£599.69
04/12/2013,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,ASSISTIVE TECHNOLOGY,"£1,483.42"
04/12/2013,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY OCCUPATIONAL THERAPY &HANDLING,"£1,241.09"
04/12/2013,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,£760.72
04/12/2013,HAYS SOCIAL CARE,Human Resources,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,£862.12
04/12/2013,HAYS SOCIAL CARE,Human Resources,LEARNING DIS & MENTAL HEALTH,SENIOR MANAGEMENT TEAM,"£1,847.21"
16/12/2013,HAYS SOCIAL CARE,Human Resources,FINANCE AND PROCUREMENT,CORPORATE FINANCE INTERNAL AUDIT,£559.31
16/12/2013,HAYS SOCIAL CARE,Human Resources,FINANCE AND PROCUREMENT,CORPORATE PROCUREMENT,£695.98
16/12/2013,HAYS SOCIAL CARE,Human Resources,FINANCE AND PROCUREMENT,DEBT RECOVERY TEAM,"£1,326.75"
16/12/2013,HAYS SOCIAL CARE,Human Resources,FINANCE AND PROCUREMENT,PR AND MARKETING,"£3,787.13"
16/12/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,ADULT & CHILD CARE SOLICITORS,£563.14
16/12/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,CHILDRENS SERVICES IS TEAM,£904.81
16/12/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,CSE RESOURCES,"£4,425.88"
16/12/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,CUSTOMER ADVOCACY,"£3,387.33"
16/12/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,HEAD OF SERVICE,"£1,784.82"
16/12/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,PR AND MARKETING,"£3,904.38"
16/12/2013,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,BUSINESS SUPPORT TEAM,"£4,193.81"
16/12/2013,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,PROJECT TEAM,"£1,411.81"
16/12/2013,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,"£2,248.28"
16/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ADMINISTRATION FOR DUTY AND CP AND CP,"£1,068.23"
16/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ADOPTION PAYMENTS,"£1,725.61"
16/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CIC SOCIAL WORK,"£1,871.61"
16/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CP SOCIAL WORK,"£7,716.90"
16/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,DUTY SOCIAL WORK,"£21,408.83"
16/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,EMERGENCY DUTY TEAM,"£5,935.23"
16/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,"£1,005.29"
16/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,£657.00
16/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,REMODELLING SOCIAL WORK,"£6,863.34"
16/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN BOARD,£557.61
