Organisation Name (A),Department (B),Service Cat Label (C ),Purpose of Spend (D),Expenditure CIPFA Sub Group (E ),Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Operational Services,Supplies and Services,EFM : Photocopiers,4001,CANON (UK) LIMITED,A0040400, 15/06/2017,OPS0280868,256.20,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Printing & Stationery,4301,CANON (UK) LIMITED,A0040400, 01/06/2017,MAN0280467,80.71,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,9303,CANON (UK) LIMITED,A0040400, 29/06/2017,HED0281294,48.96,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,4401,CAPITA TREASURY SERVICES LIMITED,A0055209, 15/06/2017,AAS0280933,3750.00,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,4739,CARRADICE OF NELSON LIMITED,A0041549, 15/06/2017,REG0280887,452.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,CB EXCAVATORS LTD,A0000396, 01/06/2017,HED0280508,8167.25,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,CB EXCAVATORS LTD,A0000396, 01/06/2017,HED0280505,500.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Diesel Oil,3202,CERTAS ENERGY UK T/A TOWNSON BROS,A0005683, 08/06/2017,PCO0280595,1867.60,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Seminars etc All Costs,4601,CHARTERED INST OF ENV HEALTH,A0020604, 29/06/2017,ENV0281303,480.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,4705,CHIPSIDE LTD,A0068587, 15/06/2017,HED0280893,14.20,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,CHRIST CHURCH WARDENS ACCOUNT,A0091200, 08/06/2017,HED0280616,250.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,COLNE IN BLOOM,A0091202, 29/06/2017,HED0281237,1500.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,COLNE IN BLOOM,A0091202, 15/06/2017,HMR0280716,5910.44,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,CONTAINER CARE SOLUTIONS LIMITED,A0061112, 22/06/2017,OPS0281153,85.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,CONTAINER CARE SOLUTIONS LIMITED,A0061112, 22/06/2017,OPS0281153,85.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,CONTAINER CARE SOLUTIONS LIMITED,A0061112, 22/06/2017,OPS0281153,255.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,CONTAINER CARE SOLUTIONS LIMITED,A0061112, 22/06/2017,OPS0281142,850.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,CONTAINER CARE SOLUTIONS LIMITED,A0061112, 01/06/2017,OPS0280530,1700.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,CONTAINER CARE SOLUTIONS LIMITED,A0061112, 01/06/2017,OPS0280531,2300.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,2202,CORONA ENERGY,A0069539, 01/06/2017,AAS0280483,99.26,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,2202,CORONA ENERGY,A0069539, 01/06/2017,AAS0280484,326.30,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,2202,CORONA ENERGY,A0069539, 22/06/2017,AAS0281227,140.67,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,CORT ENGINEERING LIMITED,A0000570, 01/06/2017,HED0280539,401.50,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Capital Costs,Capital : Payments,CD14,CRAEMER UK LIMITED,A0070869, 15/06/2017,OPS0280971,1400.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Capital Costs,Capital : Payments,CD14,CRAEMER UK LIMITED,A0070869, 15/06/2017,OPS0280971,1400.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,CRAVEN VEHICLE SERVICES LIMITED,A0000572, 22/06/2017,OPS0281155,293.34,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,CRAVEN VEHICLE SERVICES LIMITED,A0000572, 22/06/2017,OPS0281156,293.34,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,,Paid in the Year,PD03,CROCODILE FLOOD SOLUTIONS LIMITED,A0090962, 15/06/2017,HMR0280937,1200.00,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,EFM : Other Equipment,4003,CYCLESCHEME LTD,A0072578, 08/06/2017,PER0280631,714.15,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mayoral Expenses,4614,DAISY CHAIN (BURNLEY)  LIMITED,A0061684, 01/06/2017,DAL0280471,541.67,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,DALE CONTRACTORS LIMITED,A0066582, 08/06/2017,HED0280615,25914.40,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Members Conference Expenses,4605,REDACTED - PERSONAL DATA,A0091205, 15/06/2017,DAL0280986,7.40,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Members Conference Expenses,4605,REDACTED - PERSONAL DATA,A0091205, 15/06/2017,DAL0280986,9.40,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Members Conference Expenses,4605,REDACTED - PERSONAL DATA,A0091205, 15/06/2017,DAL0280986,21.60,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Members Conference Expenses,4605,REDACTED - PERSONAL DATA,A0091205, 15/06/2017,DAL0280986,74.67,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,Recruitment,1221,DBS,A0072958, 20/06/2017,AAS0281226,484.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,4705,DBS,A0072958, 20/06/2017,AAS0281226,1918.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : Vandalism Repairs,2102,DEWHURST DECORATING SUPPLIES,A0000879, 22/06/2017,PCO0281044,19.77,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : Vandalism Repairs,2102,DEWHURST DECORATING SUPPLIES,A0000879, 22/06/2017,PCO0281044,20.74,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,DEWHURST DECORATING SUPPLIES,A0000879, 08/06/2017,REG0280598,7.95,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,DEWHURST DECORATING SUPPLIES,A0000879, 08/06/2017,REG0280597,12.06,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,DICK LEIGH,A0001675, 29/06/2017,PCO0281254,11.18,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,DICK LEIGH,A0001675, 08/06/2017,PCO0280591,15.30,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,DICK LEIGH,A0001675, 29/06/2017,PCO0281254,18.18,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,DICK LEIGH,A0001675, 29/06/2017,PCO0281254,19.40,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,DICK LEIGH,A0001675, 29/06/2017,PCO0281254,20.66,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,DICK LEIGH,A0001675, 29/06/2017,PCO0281254,24.80,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,DICK LEIGH,A0001675, 29/06/2017,PCO0281254,28.86,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,DICK LEIGH,A0001675, 29/06/2017,PCO0281254,31.07,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,DICK LEIGH,A0001675, 29/06/2017,PCO0281254,32.30,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,DICK LEIGH,A0001675, 08/06/2017,PCO0280591,49.26,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,DICK LEIGH,A0001675, 29/06/2017,PCO0281254,72.78,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,DICK LEIGH,A0001675, 29/06/2017,PCO0281254,80.76,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,DICK LEIGH,A0001675, 01/06/2017,PCO0280552,126.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,DICK LEIGH,A0001675, 01/06/2017,PCO0280552,9.45,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,DICK LEIGH,A0001675, 01/06/2017,PCO0280552,19.13,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,DICK LEIGH,A0001675, 29/06/2017,PCO0281254,17.95,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,DICK LEIGH,A0001675, 29/06/2017,PCO0281254,42.21,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,DICK LEIGH,A0001675, 29/06/2017,PCO0281254,69.92,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Diesel Oil,3202,DICK LEIGH,A0001675, 08/06/2017,PCO0280591,35.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Diesel Oil,3202,DICK LEIGH,A0001675, 01/06/2017,PCO0280552,49.50,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Lubricants,3203,DICK LEIGH,A0001675, 08/06/2017,PCO0280592,56.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,2301,DIOCESE OF LEEDS ST JOSEPHS BARNOLDSWICK,A0090262, 08/06/2017,AAS0280648,200.00,N,513063,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,2202,DONG ENERGY SALES (UK) LTD,A0090977, 29/06/2017,AAS4005644,-15.98,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,2202,DONG ENERGY SALES (UK) LTD,A0090977, 20/06/2017,AAS0281191,32.83,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,2202,DONG ENERGY SALES (UK) LTD,A0090977, 29/06/2017,AAS0281479,38.86,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,2202,DONG ENERGY SALES (UK) LTD,A0090977, 20/06/2017,AAS0281189,160.01,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,2202,DONG ENERGY SALES (UK) LTD,A0090977, 20/06/2017,AAS0281192,280.36,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,2202,DONG ENERGY SALES (UK) LTD,A0090977, 20/06/2017,AAS0281188,223.45,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,2202,DONG ENERGY SALES (UK) LTD,A0090977, 22/06/2017,AAS0281197,71.72,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,2202,DONG ENERGY SALES (UK) LTD,A0090977, 20/06/2017,AAS0281190,70.65,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,2202,DONG ENERGY SALES (UK) LTD,A0090977, 20/06/2017,AAS0281183,141.53,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,2202,DONG ENERGY SALES (UK) LTD,A0090977, 22/06/2017,AAS0281196,39.24,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,2202,DONG ENERGY SALES (UK) LTD,A0090977, 22/06/2017,AAS0281195,186.13,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,2202,DONG ENERGY SALES (UK) LTD,A0090977, 20/06/2017,AAS0281186,188.81,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,DORIS SYSTEMS GLOBAL LIMITED,A0066703, 29/06/2017,OPS0281283,420.79,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,DX NETWORK SERVICES LIMITED,A0011509, 01/06/2017,DAL0280489,196.52,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM Materials,4004,REDACTED - PERSONAL DATA,A0069091, 29/06/2017,HED0281292,31.46,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,E.ON,A0023073, 15/06/2017,EST0280902,53.97,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,E.ON,A0023073, 29/06/2017,AAS4005643,-914.07,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,E.ON,A0023073, 29/06/2017,AAS4005643,2.37,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,E.ON,A0023073, 29/06/2017,AAS0281261,7.44,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,E.ON,A0023073, 29/06/2017,AAS0281262,914.07,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Electricity,2203,E.ON UK PLC,A0044040, 15/06/2017,EST0280903,319.57,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,2301,EARBY & KELBROOK SR CITIZEN WELFARE,A0001024, 08/06/2017,AAS0280690,150.00,N,700210,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rates,2401,EARBY & SALTERFORTH INTERNAL DRAINAGE BOARD,A0085348, 08/06/2017,AAS0280708,7003.84,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,2301,EARBY COMMUNITY CENTRE,A0001015, 08/06/2017,AAS0280695,50.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,,Rents : Non-VATable,9304,EARBY TOWN COUNCIL,A0001004, 08/06/2017,EST0280702,103.56,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH22,EASIBATHE LIMITED,A0089372, 08/06/2017,HMR0280611,4532.56,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,4301,ELECTORAL REFORM SERVICES,A0041321, 08/06/2017,DAL0280624,5.08,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,4301,ELECTORAL REFORM SERVICES,A0041321, 01/06/2017,DAL0280472,296.22,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,4301,ELECTORAL REFORM SERVICES,A0041321, 01/06/2017,DAL0280541,300.90,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Printing & Stationery,4301,ELECTORAL REFORM SERVICES,A0041321, 01/06/2017,DAL0280540,828.95,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ELECTORAL REFORM SERVICES,A0041321, 08/06/2017,DAL0280624,60.04,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ELECTORAL REFORM SERVICES,A0041321, 01/06/2017,DAL0280540,413.00,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Postages,4501,ELECTORAL REFORM SERVICES,A0041321, 01/06/2017,DAL0280472,723.92,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,ELITE PLUMBING,A0084584, 08/06/2017,HMR0280610,14995.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,ELITE PLUMBING,A0084584, 08/06/2017,HMR0280641,1620.00,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,ELITE PLUMBING,A0084584, 22/06/2017,HMR0281078,3000.00,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Other Expenses,4705,ELLISON PRINTING,A0004685, 15/06/2017,HED0280879,4760.00,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Protective Clothing,4201,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 08/06/2017,REG0280602,77.02,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 08/06/2017,OPS0280584,5.90,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 08/06/2017,OPS0280570,20.92,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 08/06/2017,OPS0280584,25.25,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 15/06/2017,OPS0280975,32.02,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 08/06/2017,OPS0280584,39.40,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 08/06/2017,OPS0280570,45.60,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 08/06/2017,OPS0280584,45.60,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 08/06/2017,OPS0280584,45.60,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 08/06/2017,OPS0280584,75.96,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 08/06/2017,OPS0280584,75.96,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 08/06/2017,OPS0280584,75.96,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 08/06/2017,OPS0280584,90.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 08/06/2017,OPS0280584,91.20,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 29/06/2017,OPS0281287,96.06,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 29/06/2017,OPS0281287,96.06,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 08/06/2017,OPS0280570,113.94,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 08/06/2017,OPS0280570,128.08,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,Stock : Purchases,PJ01,ENGINEERING & FOUNDRY SUPPLIES,A0001002, 29/06/2017,OPS0281287,136.80,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,ENVIRONMENT AGENCY,A0003560, 08/06/2017,OPS0280580,25.00,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Capital Costs,Capital : Payments,CD14,EUROPA,A0091221, 29/06/2017,REG0281271,1275.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,F NUTTER & SONS,A0002037, 01/06/2017,EST0280500,20.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,F NUTTER & SONS,A0002037, 01/06/2017,EST0280500,55.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,F NUTTER & SONS,A0002037, 01/06/2017,EST0280500,20.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,F NUTTER & SONS,A0002037, 01/06/2017,EST0280500,55.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,F NUTTER & SONS,A0002037, 01/06/2017,EST0280500,200.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,F NUTTER & SONS,A0002037, 01/06/2017,EST0280500,560.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,F NUTTER & SONS,A0002037, 29/06/2017,EST0281253,840.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : Vandalism Repairs,2005,F NUTTER & SONS,A0002037, 01/06/2017,EST0280500,450.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : Vandalism Repairs,2005,F NUTTER & SONS,A0002037, 01/06/2017,EST0280500,660.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : Vandalism Repairs,2005,F NUTTER & SONS,A0002037, 15/06/2017,EST0280925,355.83,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : Vandalism Repairs,2005,F NUTTER & SONS,A0002037, 15/06/2017,EST0280925,382.00,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,F NUTTER & SONS,A0002037, 29/06/2017,EST0281253,800.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,2301,FENCE VILLAGE HALL,A0089721, 08/06/2017,AAS0280663,150.00,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Supplies and Services,Other Expenses,4705,FIDELITI LIMITED,A0052058, 08/06/2017,PER0280632,58.73,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,FIREFLY ENERGI LIMITED,A0091212, 22/06/2017,HMR0281077,2086.98,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,Other Expenses,4705,FIRST SIGNS LIMITED,A0001121, 15/06/2017,EST0280899,5.00,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,2301,FOULRIDGE PARISH COUNCIL,A0077715, 08/06/2017,AAS0280662,100.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,FREIGHT TRANSPORT ASSOCIATION,A0001124, 29/06/2017,OPS0281275,14.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,FREIGHT TRANSPORT ASSOCIATION,A0001124, 15/06/2017,OPS0280978,66.00,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,FREIGHT TRANSPORT ASSOCIATION,A0001124, 29/06/2017,OPS0281274,150.00,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,FST CONSUMABLES LIMITED,A0000004, 29/06/2017,PCO0281248,80.21,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 20/06/2017,AAS0281212,33.23,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 06/06/2017,AAS0281210,36.82,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 13/06/2017,AAS0281211,38.26,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 06/06/2017,AAS0281210,39.66,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 20/06/2017,AAS0281212,45.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 20/06/2017,AAS0281212,52.03,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/06/2017,AAS0281233,52.93,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 13/06/2017,AAS0281211,53.29,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 13/06/2017,AAS0281211,54.40,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 20/06/2017,AAS0281212,68.11,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 13/06/2017,AAS0281211,68.96,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 06/06/2017,AAS0281210,87.60,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/06/2017,AAS0281233,88.08,N,N/A,N,N/A
