Publisher Label,Publisher URI,Organisationname,OrganisationCode,Effectivedate,ContractReferencenumber,OpenContractingID,TitleoftheAgreement,Contracttype,Serviceresponsible,ServiceCategorylabel,ServicecategoryURI,Descriptionofgoodsandservices,Procurementclassification,CPVlabel,CPVcode,Proclasslabel,Proclasscode,Contractstartdate,Enddate,Reviewdate,Lastextensiondate,Contractvalue,Fixedorestimatedcost,IrrecoverableVAT,SupplierName,Supplierregisteredcompanynumber,Supplierregisteredcharitynumber,OthersupplierID,SMEsupplier,VCSEsupplier,VCSEsuppliertype,Nominatedcontactpointname,Nominatedcontactpointemail,NominatedcontactpointURL
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,296,,Procurement card provision,,Finance & Commercial,,,Procurement card provision,,,,,,01/12/2014,30/11/2018,28/04/2017,0,0,,N/A,Royal bank of Scotland,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,332,,Project management frogmoor public realm improvement,,Planning & Sustainability,,,Project management frogmoor public realm improvement,,,,,,01/12/2014,30/11/2015,31/12/2015,0,10000,,N/A,DRF,,,,,,,,john.callagham@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,335,,Provision of Rent Accounting Services,,Environment,,,Provision of Rent Accounting Services,,,,,,01/09/2015,31/08/2016,01/04/2016,0,22000,,N/A,Buckinghamshire Housing Association,,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,54,,Provision of temporary agency staff,,Human Resources ICT/CSC & Shared Support Services,,,Provision of temporary agency staff,,,,,,01/05/2015,30/04/2017,09/01/2017,2,1100000,,N/A,Adecco UK ltd,,,,,,,,jo.whiteley@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,45,,Public Convenience Cleaning,,Human Resources ICT/CSC & Shared Support Services,,,Public Convenience Cleaning,,,,,,05/07/2010,31/03/2016,01/11/2015,0,597000,,N/A,Wettons,,,,,,,,paul.bryan@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,253,,"QS, Project Manager and CDM co-ordinator services",,Community,,,"QS, Project Manager and CDM co-ordinator services",,,,,,08/04/2015,31/12/2015,30/11/2015,0,97000,,N/A,Cragg Management Services Ltd,,,,,,,,Catherine.SilvaDonayre@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,352,,"Replacement server, including 3 years support and maintenance",,Human Resources ICT/CSC & Shared Support Services,,,"Replacement server, including 3 years support and maintenance",,,,,,07/10/2015,06/10/2018,01/12/2015,,57000,,N/A,Q Associates,,,,,,,,mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,270,,Revenues enforcement agents,,Finance & Commercial,,,Revenues enforcement agents,,,,,,01/03/2015,28/02/2017,01/12/2016,2,0,,N/A,"Bristow & sutor; Chandlers, Newlyns",,,,,,,,andy.green@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,135,,Stationery & office consumables,,Finance & Commercial,,,Stationery & office consumables,,,,,,01/07/2013,29/07/2016,04/04/2016,0,75000,,N/A,Lyreco,,,,,,,,paul.spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,251,,Strategic Housing Market Assessment,,Planning & Sustainability,,,Strategic Housing Market Assessment,,,,,,27/03/2012,18/12/2015,14/12/2015,0,29850,,N/A,ORS,,,,,,,,ian.manktelow@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,275,,Structural Calculations Framework,,Planning & Sustainability,,,Structural Calculations Framework,,,,,,01/08/2013,31/07/2016,02/05/2016,0,20000,,N/A,JNP Engineering LLP,,,,,,,,alan.mason@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,276,,Structural Calculations Framework,,Planning & Sustainability,,,Structural Calculations Framework,,,,,,01/08/2013,31/07/2016,02/05/2016,0,20000,,N/A,Roughton,,,,,,,,alan.mason@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,277,,Structural Calculations Framework,,Planning & Sustainability,,,Structural Calculations Framework,,,,,,01/08/2013,31/07/2016,02/05/2016,0,20000,,N/A,Hannah Reed (Peter Brett Associates),,,,,,,,alan.mason@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,81,,supply Nhh Electricity,,Finance & Commercial,,,supply Nhh Electricity,,,,,,01/04/2015,31/03/2016,01/03/2016,0,50000,,N/A,British Gas via OGC,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,97,,Supply of Electricity HH,,Finance & Commercial,,,Supply of Electricity HH,,,,,,01/10/2015,30/09/2016,01/03/2016,0,116000,,N/A,EDF,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,98,,Supply of gas,,Finance & Commercial,,,Supply of gas,,,,,,01/10/2015,30/09/2016,01/03/2016,0,45000,,N/A,Corona,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,80,,Supply of non-metered electricity,,Finance & Commercial,,,Supply of non-metered electricity,,,,,,01/10/2015,30/09/2016,01/03/2016,0,16000,,N/A,EDF Energy,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,150,,Telephone call charges & line rental,,Finance & Commercial,,,Telephone call charges & line rental,,,,,,01/10/2015,30/09/2016,30/09/2016,0,35000,,N/A,British Telecom,,,,,,,,simon.blackett@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,151,,Treasury Management Fund Managers Fees. (Hold funds on our behalf charge as % of funds held).,,Finance & Commercial,,,Treasury Management Fund Managers Fees. (Hold funds on our behalf charge as % of funds held).,,,,,,01/04/2013,31/03/2016,29/02/2016,0,40000,,N/A,Investec Asset Management,,,,,,,,steve.richardson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,65,,Treasury Management Services. (Market intelligence and advice).,,Finance & Commercial,,,Treasury Management Services. (Market intelligence and advice).,,,,,,01/04/2015,31/03/2017,30/09/2016,0,15000,,N/A,Capita Treasury  Management  Services,,,,,,,,steve.richardson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,266,,UPT terminals ANPR Veripark machines,,Environment,,,UPT terminals ANPR Veripark machines,,,,,,22/04/2013,31/05/2016,01/12/2015,0,10000,,N/A,Wild Yeast Ltd - Xenco,,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,323,,Wallgate Service in Public Toilets,,Human Resources ICT/CSC & Shared Support Services,,,Wallgate Service in Public Toilets,,,,,,01/04/2015,31/03/2016,28/02/2016,0,6000,,N/A,WALLGATE LTD.,,,,,,,,paul.bryan@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,232,,Waste collection/ refuse collection,,Environment,,,Waste collection/ refuse collection,,,,,,04/03/2013,02/03/2020,02/03/2018,14,49000000,,N/A,Serco,,,,,,,,caroline.hughes@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,116,,Water Hygiene,,Human Resources ICT/CSC & Shared Support Services,,,Water Hygiene,,,,,,01/05/2015,30/04/2018,26/02/2016,0,19000,,N/A,Eaton Environmental Ltd.,,,,,,,,paul.bryan@wycombe.govuk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,127,,Web Control and Blackspider,,Human Resources ICT/CSC & Shared Support Services,,,Web Control and Blackspider,,,,,,01/04/2015,31/03/2017,01/08/2016,0,45000,,N/A,Websense (Via Civica),,,,,,,,mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,247,,Wycombe Sports Centre - appointment of main contractor,,Finance & Commercial,,,Wycombe Sports Centre - appointment of main contractor,,,,,,01/04/2014,30/11/2015,31/12/2015,0,36000000,,N/A,Willmott Dixon,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12566,,Professional Fees,,COMMUNITY,,,Professional Fees,,,,,,01/07/2015,,,,12000,,N/A,Cragg Management Services,C00797,,,,,,,Catherine.SilvaDonayre@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12586,,Provision of additional school places across,,Finance & Commercial,,,Provision of additional school places across,,,,,,02/07/2015,,,,420000,,N/A,Bucks County Council,B00048,,,,,,,penelope.tollit@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12618,,Dev Man Applications & Advice,,Planning & Sustainability,,,Dev Man Applications & Advice,,,,,,07/07/2015,,,,15000,,N/A,Philippa Jarvis Planning Consultancy Ltd,P00329,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12633,,Xpress annual fee 1.4.15 to 31.3.16,,Democratic Legal & Policy,,,Xpress annual fee 1.4.15 to 31.3.16,,,,,,08/07/2015,,,,12500,,N/A,Xpress Software Solutions Ltd,X00004,,,,,,,rob.curtis@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12645,,Provision of Rent Accounting Services from Bu,,Housing,,,Provision of Rent Accounting Services from Bu,,,,,,10/07/2015,,,,22000,,N/A,The Bucks Housing Association Ltd,B00652,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12651,,Air Con Works for Computer Room,,Human Resources ICT/CSC & Shared Support Services,,,Air Con Works for Computer Room,,,,,,10/07/2015,,,,8264.5,,N/A,Workspace Technology Ltd,W00314,,,,,,,paul.bryan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12654,,Agency Cover (Jul - Sep 2015),,Human Resources ICT/CSC & Shared Support Services,,,Agency Cover (Jul - Sep 2015),,,,,,14/07/2015,,,,5000,,N/A,Absolute Cleaning Services,A00468,,,,,,,paul.spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12671,,"Principal Development Management Off, Dev Mng",,Planning & Sustainability,,,"Principal Development Management Off, Dev Mng",,,,,,15/07/2015,,,,6890.6,,N/A,Tmp (Uk) Ltd,T00193,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12709,,Dev Man Applications & Advice,,Planning & Sustainability,,,Dev Man Applications & Advice,,,,,,17/07/2015,,,,150000,,N/A,Miss Suzanne Ornsby,O00103,,,,,,,penelope.tollit@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12715,,Building C 1st Floor Fit Out Works,,Finance & Commercial,,,Building C 1st Floor Fit Out Works,,,,,,17/07/2015,,,,115825.97,,N/A,Tencer Ltd,T00009,,,,,,,john.mcmillan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12718,,Supporting Staff Learning & Development - 5 x,,Human Resources ICT/CSC & Shared Support Services,,,Supporting Staff Learning & Development - 5 x,,,,,,17/07/2015,,,,6255,,N/A,The In House Training Company,T00377,,,,,,,jo.whiteley@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12764,,Second payment for Chelsea's Choice,,COMMUNITY,,,Second payment for Chelsea's Choice,,,,,,24/07/2015,,,,6012,,N/A,Alterego Creative Solutions Ltd,A00585,,,,,,,Daniel.sullivan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12773,,Fifth instalment of the BID Levy 2014/15,,Finance & Commercial,,,Fifth instalment of the BID Levy 2014/15,,,,,,27/07/2015,,,,16187,,N/A,Hwbidco Ltd,H00250,,,,,,,nisar.visram@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12774,,Outstanding BID levy 2013/14,,Finance & Commercial,,,Outstanding BID levy 2013/14,,,,,,27/07/2015,,,,6081,,N/A,Hwbidco Ltd,H00250,,,,,,,nisar.visram@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12784,,ANNUAL HEALTH & SAFETY SERVICE SUPPLIED BY BU,,Human Resources ICT/CSC & Shared Support Services,,,ANNUAL HEALTH & SAFETY SERVICE SUPPLIED BY BU,,,,,,27/07/2015,,,,22300,,N/A,Bucks County Council,B00048,,,,,,,paul.spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12801,,icon upgrade v1.4,,Human Resources ICT/CSC & Shared Support Services,,,icon upgrade v1.4,,,,,,29/07/2015,,,,8160,,N/A,Civica Uk Ltd,R00001,,,,,,,john.mcmillan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12807,,Consultancy Service,,Finance & Commercial,,,Consultancy Service,,,,,,30/07/2015,,,,8000,,N/A,Cipfa Business Ltd,C00749,,,,,,,nisar.visram@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12808,,CCTV BT fibre rental: 01/07/15 to 29/09/15,,COMMUNITY,,,CCTV BT fibre rental: 01/07/15 to 29/09/15,,,,,,30/07/2015,,,,10707.55,,N/A,Bt Redcare,B00288,,,,,,,sarah.randall@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12826,,Schedule of Dilapidations - Wycombe Air Park,,Finance & Commercial,,,Schedule of Dilapidations - Wycombe Air Park,,,,,,03/08/2015,,,,17500,,N/A,Gerald Eve,E00247,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12856,,Fees for professional charges - Wycombe Air P,,Finance & Commercial,,,Fees for professional charges - Wycombe Air P,,,,,,06/08/2015,,,,15000,,N/A,Bevan Brittan,B00584,,,,,,,robert.daniels@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12862,,Design & Contruction of Car Park & Landscapin,,Finance & Commercial,,,Design & Contruction of Car Park & Landscapin,,,,,,06/08/2015,,,,394890.36,,N/A,John Lewis Plc,J00145,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12865,,"Phase 2 works, scaffolding, roof works, labou",,Finance & Commercial,,,"Phase 2 works, scaffolding, roof works, labou",,,,,,06/08/2015,,,,19623.52,,N/A,Murrell Estates  Ltd                 Cis,M00014,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12867,,Survey & Development Appraisal Review for Par,,Finance & Commercial,,,Survey & Development Appraisal Review for Par,,,,,,06/08/2015,,,,9000,,N/A,Urban Futures Llp,U00092,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12914,,Supply & Install Pumps & Free Issue Zone Cont,,Finance & Commercial,,,Supply & Install Pumps & Free Issue Zone Cont,,,,,,11/08/2015,,,,18706.86,,N/A,Tencer Ltd,T00009,,,,,,,ian.westgate@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12991,,PostageCreditBought30JUL2015,,Finance & Commercial,,,PostageCreditBought30JUL2015,,,,,,20/08/2015,,,,5000,,N/A,Neopost Neofunds,N00093,,,,,,,paul.simmons@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC12999,,Benefit DHP checks,,Finance & Commercial,,,Benefit DHP checks,,,,,,21/08/2015,,,,17500,,N/A,Northamptonshire Coutny Council (Lgss),N00224,,,,,,,steve.richardson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC13004,,Frogmoor Public Realm Inspection and Commuted,,Planning & Sustainability,,,Frogmoor Public Realm Inspection and Commuted,,,,,,21/08/2015,,,,87200,,N/A,Bucks County Council,B00048,,,,,,,penelope.tollit@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC13037,,eCAPTURE Bens Service 1.7.15 to 30.6.16 (inv.,,Finance & Commercial,,,eCAPTURE Bens Service 1.7.15 to 30.6.16 (inv.,,,,,,26/08/2015,,,,15610,,N/A,Northgate Public Services (Uk) Ltd,F00016,,,,,,,steve.richardson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC13038,,Cressex Island -  professional fees.,,Finance & Commercial,,,Cressex Island -  professional fees.,,,,,,26/08/2015,,,,40000,,N/A,Bevan Brittan,B00584,,,,,,,steve.richardson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC13040,,eCAPTURE Bens Service 1.7.14 to 30.6.15 (inv.,,Finance & Commercial,,,eCAPTURE Bens Service 1.7.14 to 30.6.15 (inv.,,,,,,26/08/2015,,,,15610,,N/A,Northgate Public Services (Uk) Ltd,F00016,,,,,,,steve.richardson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC13043,,Installation of  paddle gates at Pauls Row to,,Finance & Commercial,,,Installation of  paddle gates at Pauls Row to,,,,,,27/08/2015,,,,14344,,N/A,Eds (Electrical-Data-Service),E00321,,,,,,,penelope.tollit@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC13048,,Dev Man Applications & Advice,,Planning & Sustainability,,,Dev Man Applications & Advice,,,,,,27/08/2015,,,,15000,,N/A,The Oyster Partnership,O00094,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC13087,,agency staff,,ENVIRONMENT,,,agency staff,,,,,,02/09/2015,,,,10000,,N/A,Unity Recruitment,U00072,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC13113,,Absolute - Agency Cleaning September - Novemb,,Human Resources ICT/CSC & Shared Support Services,,,Absolute - Agency Cleaning September - Novemb,,,,,,07/09/2015,,,,5000,,N/A,Absolute Cleaning Services,A00468,,,,,,,paul.spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC13150,,Initial HEFs Canvass 2015,,Democratic Legal & Policy,,,Initial HEFs Canvass 2015,,,,,,10/09/2015,,,,24675.38,,N/A,Electoral Reform Services,E00322,,,,,,,charles.meakings@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC13172,,Guildhall KItchen Refurbishment,,Finance & Commercial,,,Guildhall KItchen Refurbishment,,,,,,11/09/2015,,,,8045.25,,N/A,Gmb Project Management Services Ltd,G00275,,,,,,,penelope.tollit@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC13182,,Management Fee 2015/16  Third Quarter,,COMMUNITY,,,Management Fee 2015/16  Third Quarter,,,,,,14/09/2015,,,,31500,,N/A,Chiltern Rangers Cic,C00803,,,,,,,elaine.jewell@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC13188,,Juniper Hill/Beaconsfield/West Wycombe school,,COMMUNITY,,,Juniper Hill/Beaconsfield/West Wycombe school,,,,,,14/09/2015,,,,8746.4,,N/A,Equalitech,E00308,,,,,,,sarah.randall@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC13210,,Booker Yard Resurfacing,,Finance & Commercial,,,Booker Yard Resurfacing,,,,,,15/09/2015,,,,26000,,N/A,Edwards Surfacing,E00323,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC13211,,Zone Valve Replacement Works Ref 18/05/15/BMG,,Finance & Commercial,,,Zone Valve Replacement Works Ref 18/05/15/BMG,,,,,,15/09/2015,,,,59213.9,,N/A,Tesgl Ltd,B00547,,,,,,,john.mcmillan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC13234,,Arboricultural Stage 1 Tree Survey - TPO Plan,,Planning & Sustainability,,,Arboricultural Stage 1 Tree Survey - TPO Plan,,,,,,18/09/2015,,,,5200,,N/A,Forbes-Laird Arboricultural Consultancy Ltd,F00222,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC13235,,Lessons learnt report - interim invoice - Lit,,Finance & Commercial,,,Lessons learnt report - interim invoice - Lit,,,,,,18/09/2015,,,,7150,,N/A,Fmg Consulting Ltd,F00200,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC13240,,076-01912 Project,,Human Resources ICT/CSC & Shared Support Services,,,076-01912 Project,,,,,,18/09/2015,,,,46855.95,,N/A,Civica Services Ltd,C00537,,,,,,,john.mcmillan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC13241,,269-12442 Office Pro Plus,,Human Resources ICT/CSC & Shared Support Services,,,269-12442 Office Pro Plus,,,,,,18/09/2015,,,,46087.36,,N/A,Civica Services Ltd,C00537,,,,,,,john.mcmillan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC13273,,Easton St. Swan & Council Offices MSCP's - Li,,ENVIRONMENT,,,Easton St. Swan & Council Offices MSCP's - Li,,,,,,24/09/2015,,,,21120,,N/A,Vinci Construction Uk Ltd,T00023,,,,,,,caroline.hughes@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,Wycombe,http://opendatacommunities.org/id/district-council/wycombe,15/11/2015,WDC13280,,323 West Wycombe Road 3 no. tree pits,,Planning & Sustainability,,,323 West Wycombe Road 3 no. tree pits,,,,,,25/09/2015,,,,11700,,N/A,Bucks County Council,B00048,,,,,,,john.callagham@wycombe.gov.uk,
