OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,ProcurementCategory,StartDate,EndDate,ReviewDate,OptionToExtend,ExtensionPeriod,ContractValue,IrrecoverableVAT,SupplierName,CharityCommissionNumber,SMESupplier,VCSESupplier,ContactName,ProcessType
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/04/2017,ON188942853BCR04/1617,Quarter 4 delivery of Building Community Resilience,CITIZENS AND COMMUNITIES,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�12,930.00",,ONE FORMATION,,Other/Not known,,Shaid Mahmood,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/04/2017,OP3575428531,Dilapidation Payment,CITY DEVELOPMENT,141 - Rents,,08/06/2017,,,,,"�25,000.00",,OPUS NORTH (TED) LLP,,Other/Not known,,Chris Gomersall,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,13/04/2017,OV179X42838000426317,Leeds Innovation District,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�17,702.50",,OVE ARUP & PARTNERS LTD,,e) Large,,Phil Cole,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,24/04/2017,WI2649428493260,SEN Placement,CHILDRENS SERVICES,566 - SEN Placements,,08/06/2017,,,,,"�37,937.33",,OVERSANDS SCHOOL,,Other/Not known,,Barbara Newton,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/04/2017,WE6667428537MSI4023464,Intelligence Analyst and Families First Inspector,CITIZENS AND COMMUNITIES,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�42,247.00",,P & CC FOR WEST YORKSHIRE,,Other/Not known,,Valens Jacobs,CPR Exempt
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/04/2017,ZZ72894283003APR-30APR,Home Care,ADULT SOCIAL CARE,580 - Residential,,08/06/2017,,,,,"�7,231.95",,PANACEON HEALTHCARE LTD,,c) Small,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,20/04/2017,PA242342845IN367996,Engraving Machine,ENVIRONMENT & HOUSING,203 - Operational Furniture And Equipment,,08/06/2017,,,,,"�6,056.87",,PANTOGRAPH SERVICES,,Other/Not known,,Joanne Clough,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/04/2017,PE069042853218451,Agency Fees,CENTRAL & CORPORATE,8 - Agency Staff,,08/06/2017,,,,,"�11,750.00",,PERMANENT FUTURES LTD,,c) Small,,Steven Bedford,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/04/2017,PE011042831123858,Secure Welfare Placement,CHILDRENS SERVICES,508 - Other External Residential Placement,,08/06/2017,,,,,"�136,037.00",,PETERBOROUGH CITY COUNCIL,,e) Large,,Angela Depledge,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,07/04/2017,PL0244428321800001786,Planning Inspectorate Services,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�37,826.53",,PLANNING INSPECTORATE,,Other/Not known,,David Feeney,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,07/04/2017,PL96664283250441,Breeze Cards,CITY DEVELOPMENT,210 - Office Consumables,,08/06/2017,,,,,"�9,492.40",,PLASTIC CARD SERVICES,,c) Small,,Jayne Conboy,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,04/04/2017,PI032942829PWG1298,Halliday Road Works,ENVIRONMENT & HOUSING,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�23,772.86",,PWG CONNECTIONS LTD,,Other/Not known,,Mandy Grace,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,13/04/2017,RA130642838745,Pilot Project,CHILDRENS SERVICES,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�5,800.00",,RAPID ENGLISH LTD,,Other/Not known,,Andy Peaden,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,11/04/2017,RA1294428362312,Modular Building,ENVIRONMENT & HOUSING,N/A,,08/06/2017,,,,,"�20,000.00",,RAPTOR UK LTD,,Other/Not known,,Paul Senior,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,21/04/2017,RE071142846SIN009518,Signage,CIVIC ENTERPRISE LEEDS,205 - Operational Materials,,08/06/2017,,,,,"�6,253.73",,RENNICKS,,d) Medium,,Steve Wray,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/04/2017,RO323442853RSIP034195,Supply of Generators,CITY DEVELOPMENT,101 - Maintenance Of Buildings,,08/06/2017,,,,,"�11,689.34",,ROLLO POWER SOLUTIONS,,b) Micro,,Chris Ashby,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,13/04/2017,RO151442838OP/I004144,Registrar,CITY DEVELOPMENT,277 - Bought In Professional Services,,08/06/2017,,,,,"�8,137.26",,ROYAL ARMOURIES MUSEUM,,Other/Not known,,Yvonne hardman,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,25/04/2017,RS040642850INV067187,RSA Venue and Catering,CITY DEVELOPMENT,304 - External Hire -Occasional,,08/06/2017,,,,,"�6,627.50",,RSA ADELPHI ENTERPRISES LTD,,d) Medium,,Dinah Clark,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/04/2017,SA269842853HQ20-LG6467,Purchase of Balfour,CITY DEVELOPMENT,271 - Contributions To Extended Facilities,,08/06/2017,,,,,"�32,000.00",,SADIE COLES HQ,,Other/Not known,,Yvonne hardman,CPR Exempt
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/04/2017,ZZ33144283003APR-30APR,Nursing Care,ADULT SOCIAL CARE,570 - Nursing Home,,08/06/2017,,,,,"�17,163.93",,SEACROFT GREEN CARE CENTRE,,Other/Not known,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/04/2017,SI1000428313747,Leeds Children's Procedures Manual,CHILDRENS SERVICES,433 - ICT Departmental ICT Support,,08/06/2017,,,,,"�7,400.00",,SIGNIS LIMITED,,Other/Not known,,Saleem Tariq,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,13/04/2017,SI19304283814327,Kirkstall Leisure Centre Signage,CITY DEVELOPMENT,N/A,,08/06/2017,,,,,"�11,690.70",,SIGNS EXPRESS LEEDS,,c) Small,,Franklin Riley,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,04/04/2017,SK413142829INV43900,MYSOS Emergency Subscription/Instalment,CITIZENS AND COMMUNITIES,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�5,690.00",,SKYGUARD LIMITED,,c) Small,,Ian Muscroft,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,21/04/2017,FI968142846005648,Apprenticeship Fair & First Direct Arena,CHILDRENS SERVICES,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�8,695.00",,SMG (UK) LTD,,e) Large,,Matt Wilton,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/04/2017,SP962342853SINV003731,Secondment,CITY DEVELOPMENT,277 - Bought In Professional Services,,08/06/2017,,,,,"�11,735.14",,SPORT ENGLAND,,e) Large,,Ian Waller,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/04/2017,JO4289428535007,SEN Placement,CHILDRENS SERVICES,566 - SEN Placements,,08/06/2017,,,,,"�10,117.00",,ST JOHNS CATHOLIC SCHOOL FOR THE,,Other/Not known,,Barbara Newton,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,24/04/2017,SW01804284957326,Legal Fees,STRATEGIC LANDLORD,411 - Legal Disbursements,,08/06/2017,,,,,"�39,921.20",,SWINBURNE MADDISON LLP,,Other/Not known,,Kate Kearns,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,27/04/2017,TE810342852RD4012,Lift Installation and Maintenance Services,ENVIRONMENT & HOUSING,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�19,742.00",,TERRY GROUP LTD,,d) Medium,,Mandy Grace,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,04/04/2017,AP035542829INV-000008,Contribution to Apperta Found,CENTRAL & CORPORATE,N/A,,08/06/2017,,,,,"�6,000.00",,THE APPERTA FOUNDATION CIC,,Other/Not known,,Steven Bedford,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/04/2017,CA2770428531289312,Residential Care,CHILDRENS SERVICES,507 - General External Residential Placements,,08/06/2017,,,,,"�19,178.57",,THE CALDECOTT FOUNDATION,,Other/Not known,,Philip Mulhearn,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/04/2017,CO2181428312016-74,Advertising,CITY DEVELOPMENT,211 - Advertising,,08/06/2017,,,,,"�5,000.00",,THE COMMS DEPARTMENT LTD,,Other/Not known,,Dinah Clark,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,11/04/2017,DA011442836R02042,Training,CHILDRENS SERVICES,70 - Best Value Training,,08/06/2017,,,,,"�15,000.00",,THE DARTINGTON HALL TRUST,,e) Large,,Andy Lloyd,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/04/2017,LE17564283100020,Taxi Marshals,CITY DEVELOPMENT,295 - City Centre Enhancement,,08/06/2017,,,,,"�7,000.00",,THE LEEDS BID LIMITED,,Other/Not known,,John Ebo,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/04/2017,ZZ33214283003APR-30APR,Residential Care,JCS FOR PEOPLE WITH LEARNING DISABILITIE,580 - Residential,,08/06/2017,,,,,"�61,720.00",,THE OUTWOOD - CAMBIAN GROUP (ISAND LTD),,Other/Not known,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,26/04/2017,WE068942851W0000383,Community Payback,STRATEGIC LANDLORD,293 - Grants To Voluntary Organisations,,08/06/2017,,,,,"�21,964.49",,THE WEST YORKSHIRE CRC LTD,,b) Micro,,Ian Montgomery,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,04/04/2017,TI0416428292582,St George House,ENVIRONMENT & HOUSING,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�53,602.00",,TIME LIMIT INTERIORS LTD,,Other/Not known,,Mandy Grace,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,13/04/2017,UN271742838IN0113626,Unipol Code of Standards,ENVIRONMENT & HOUSING,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�10,000.00",,UNIPOL,,c) Small,,Michael Brook,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/04/2017,UN01894285366,Fostering,CHILDRENS SERVICES,509 - Independent Fostering Agencies,,08/06/2017,,,,,"�12,821.51",,UNITY FOSTER CARE,,Other/Not known,,Philip Mulhearn,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,27/04/2017,LE09034285290235580,Living Lab Study,ENVIRONMENT & HOUSING,267 - Publication And Promotion,,08/06/2017,,,,,"�20,000.00",,UNIVERSITY OF LEEDS,,Other/Not known,,Nicholas Lawrence,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,04/04/2017,VA85494282919759,Plant Hire,CITY DEVELOPMENT,305 - Plant Hire - By Directorate,,08/06/2017,,,,,"�5,340.00",,VALE ENGINEERING (YORK) LIMITED,,c) Small,,Edwige Moutault,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,13/04/2017,VI0206428383011398,Outreach Support,ENVIRONMENT & HOUSING,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�23,750.00",,VICTIM SUPPORT,,e) Large,,Harvinder Saimbhi,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,05/04/2017,ZZ33274283003APR-30APR,Residential and Nursing Care,ADULT SOCIAL CARE,571 - Residential Care Dementia,,08/06/2017,,,,,"�18,740.15",,VIDA GRANGE,,Other/Not known,,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,07/04/2017,VI118842832LOSI33604,England Pavilion for Conference,CITY DEVELOPMENT,267 - Publication And Promotion,,08/06/2017,,,,,"�5,500.00",,VISIT BRITAIN,,d) Medium,,Jennifer Young,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,12/04/2017,VO2203428376198,Legal Fees,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�15,379.50",,VOLTERRA PARTNERS LLP,,Other/Not known,,Phil Cole,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/04/2017,AG51624285324/03/17 PRORTRAIT,Bronze portrait bust,CITY DEVELOPMENT,271 - Contributions To Extended Facilities,,08/06/2017,,,,,"�10,000.00",,W AGNEW AND COMPANY LTD,,Other/Not known,,Yvonne hardman,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,20/04/2017,WA21894284591310740708,Completing Local Wildlife Sites Review,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�23,650.00",,WAKEFIELD COUNCIL,,Other/Not known,,David Feeney,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,07/04/2017,WE665942832SI01-33173,"Safer Cycling Autumn campaign, Zero Fare School Passes and Tendered bus and rural taxi services",CHILDRENS SERVICES,360 - Private Hire,,08/06/2017,,,,,"�1,403,054.63",,WEST YORKSHIRE COMBINED AUTHORITY,,e) Large,,Sue Rumbold,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,07/04/2017,WH0541428320253,Apprenticeship Information Newspaper,CHILDRENS SERVICES,265 - Other Hired And Contracted Services,,08/06/2017,,,,,"�8,488.00",,WHAT COULD I BE LTD,,Other/Not known,,Matt Wilton,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,04/04/2017,YO038442829BHLCCQ1,Belgrave House - Rent,CITY DEVELOPMENT,141 - Rents,,08/06/2017,,,,,"�121,572.00",,YORKSHIRE PROSPERITY,,Other/Not known,,Graham Fisher,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,12/04/2017,WE0483428372017255,Partnership Agreement,CITY DEVELOPMENT,277 - Bought In Professional Services,,08/06/2017,,,,,"�12,000.00",,YORKSHIRE SPORT FOUNDATION,,c) Small,,Gill Keddie,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/04/2017,ZE15544285322619029,Broadband for Traffic Signalling,CITY DEVELOPMENT,203 - Operational Furniture And Equipment,,08/06/2017,,,,,"�16,026.28",,ZEN INTERNET LTD,,e) Large,,Richard Tinker,Non-influenceable
