UID,Client,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Contract Term (Months),Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier Name,Supplier Type,Registered Number,Postcode,Council Directorate
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,14/11/2013,36,48,13/11/2016,No,31/10/2017,, nil , nil ,"Independent Options (North West), ",SME,"company: 02560910
charity:  1022680",SK7 5PE,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,15/11/2013,36,48,14/11/2016,No,31/10/2017,, nil , nil ,"KeyRing  Living Support Networks , ",VCSE,1054234,E8 2NG,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,16/11/2013,36,48,15/11/2016,No,31/10/2017,, nil , nil ,"MacIntyre,",VCSE,250840,MK9 2JA,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,17/11/2013,36,48,16/11/2016,No,31/10/2017,, nil , nil ,"Mears Care Limited,",VCSE,3232863,GL3 4AH,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,18/11/2013,36,48,17/11/2016,No,31/10/2017,, nil , nil ,Royal Mencap Society,SME,00889191,PE7 8HP,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,19/11/2013,36,48,18/11/2016,No,31/10/2017,," £355,887.62 "," £1,423,550.48 ","North West Community Services Ltd,",Large,02068130 ,PR2 9ZG,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,20/11/2013,36,48,19/11/2016,No,31/10/2017,, nil , nil ,"Perthyn, ",Large,"Company: 3017158
Charity: 1046763",SA7 9FG,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,21/11/2013,36,48,20/11/2016,No,31/10/2017,, nil , nil ,"Respite North West Ltd,",SME,04186179,OL10  1JP,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,22/11/2013,36,48,21/11/2016,No,31/10/2017,, nil , nil ,"Sevacare (UK) Ltd,",Large,03615347,WV9 5HD,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,23/11/2013,36,48,22/11/2016,No,31/10/2017,, nil , nil ,"Stockport, East Cheshire, High Peak , Urmston and District Cerebral Palsy Society,",VCSE,1009768,SK7 5BW,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,24/11/2013,36,48,23/11/2016,No,31/10/2017,, nil , nil ,"Thera North,",Large,"company: 03593418
charity: 1090163",NG31 7XT,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,25/11/2013,36,48,24/11/2016,No,31/10/2017,, nil , nil ,ubu,Large,1867042,M28 3LY,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,26/11/2013,36,48,25/11/2016,No,31/10/2017,, nil , nil ,"United Response, ",Large,"company: 01133776
charity: 265249",SW19 8UX,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,27/11/2013,36,48,26/11/2016,No,31/10/2017,," £287,542.00 "," £1,150,168.00 ",Voyage Care,Large,9141139,WS14 0QP,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,28/11/2013,36,48,27/11/2016,No,31/10/2017,, nil , nil ,"CHOICE SUPPORT,",VCSE,298149,SK56DA,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,OJEU,Contract,01/04/2014,24,48,31/03/2016,Yes,31/03/2018,01/08/2016," £1,245,640.00 "," £4,982,560.00 ",Various,Various,Various,Various,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,OJEU,Contract,01/04/2014,24,48,31/03/2016,Yes,31/03/2018,01/08/2016," £666,884.00 "," £2,667,536.00 ",Various - See below,Various - See below,Various - See below,Various - See below,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £62,000,000.00 "," £186,000,000.00 ",Alliance Care & Education Ltd ,SME,5556312,LA29HX ,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £62,000,000.00 "," £186,000,000.00 ",BetterCare Keys Limited ,SME,NI053253 ,WA2 0LF,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £118,347.00 "," £355,041.00 ",Brookfield House ,SME,OC301963,SK7 5AQ,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £62,000,000.00 "," £186,000,000.00 ",Cherry Cottage,SME,5864035,WN1 9PD,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £62,000,000.00 "," £186,000,000.00 ",Dalepeak Ltd,SME,219279,PR56QE,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £62,000,000.00 "," £186,000,000.00 ",Family Care Associates,SME,5855509,PR56QE,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £62,000,000.00 "," £186,000,000.00 ",New Horizons (stockport) Ltd,SME,3431532,SK73DQ,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £62,000,000.00 "," £186,000,000.00 ",Pathfinders childcare LTD,SME,4780606,HX5 9HT,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £62,000,000.00 "," £186,000,000.00 ",Shared-Care,SME,"06977604
 ",BD183HH,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £62,000,000.00 "," £186,000,000.00 ",Social Care Services Group,SME,2428089,SK41NL,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £62,000,000.00 "," £186,000,000.00 ",Together Trust,SME,301722,SK81JE,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £62,000,000.00 "," £186,000,000.00 ",Whistledawn TA Northerncare,SME,4278167,FY39JL,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £62,000,000.00 "," £186,000,000.00 ",Aspire Childcare Ltd,SME,5412343,OL11 5DP,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £62,000,000.00 "," £186,000,000.00 ",Harmony Children's Services,SME,7350725,HD5 8NP,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £62,000,000.00 "," £186,000,000.00 ",Inspire Childrens Services,SME,6968122,WA10 1AJ,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £62,000,000.00 "," £186,000,000.00 ",Prestige Care,SME,3025072,ST6 4BF,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £62,000,000.00 "," £186,000,000.00 ",Cambian childcare ,SME,4280519,"SK8 3SB
",Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £202,948.96 "," £608,846.88 ",Care today Parallel Parents,SME,4311745,SK2 6LR,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £62,000,000.00 "," £186,000,000.00 ",Birtenshaw,SME,2978546,BL7 9AB,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £62,000,000.00 "," £186,000,000.00 ",Timeout Childrens Homes,SME,5690483,HX6 4DH,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £62,000,000.00 "," £186,000,000.00 ",Horizon Care,SME,4049112,WS11 0LG,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £62,000,000.00 "," £186,000,000.00 ",Meadows Care,SME,"

05087886",OL12 9EN,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £62,000,000.00 "," £186,000,000.00 ",Oracle Care ,SME,5618803,CW12 2AH,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £62,000,000.00 "," £186,000,000.00 ",Quality Protects Children,SME,"04001248
 ",L369XB,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £155,755.00 "," £467,265.00 ",Bryn Melyn,SME,"

04030222",TF4 2ET,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Caritas Care,SME,1596400,PR2 1ES,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Action for Children,SME,2332388,WD18 8AG,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Parallel Parents,SME,N/A,SK26LR,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £223,228.00 "," £669,684.00 ",SWIIS Foster Care,SME,3985713,IG1 4NE,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Oasis Fostering Services,SME,6865438,BL0 0NE,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £115,262.00 "," £345,786.00 ",National Fostering Agency,SME,3127814,UB8 2AE,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Alpha Plus Fostering Ltd,SME,6019106,OL8 3QL,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Caritas Diocese of Salford,SME,6594417,M3 6DP,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Jigsaw (NW) IFA Ltd,SME,3525915,SK15 2QA,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Compass Fostering North West Ltd (previously Modus Communicandi Ltd),SME,7054121,LE11 3GE,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Hillcrest Care Ltd t/a Orange Grove Fostercare,SME,7027421,ME10 1GL,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Foster Care Associates Ltd (previously Core Assets Fostering Ltd),SME,4322806,B60 4PH,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Foster Care Link,SME,4743655,N16 6AA,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Advanced Childcare Ltd,SME,4280519,SK6 2SR,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Fostering Solutions Ltd,SME,4006225,HX5 9AA,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",The Foster Care Co-operative,SME,Supplier does not have company number,WR14 1GF,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Tree House Care,SME,03549080,DN32 9DZ,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Fostering Outcomes,SME,5956931,BR7 5BN,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",TACT,Large,101896,SE13 6TJ,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Together Trust,SME,301722,SK8 1JE,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",The Fostering Organisation t/a The Fostering Team,SME,Supplier does not have company number,SK7 5ER,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",CanWe Solutions,SME,BB1 9LL,BB1 9LL,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Foster Careline,SME,6703132,L2 7QL,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Classic Foster Care,SME,7065128,OL10 1AQ,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Fostering People Ltd,SME,4241833,NG2 5GJ,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Excel Fostering Agency Ltd,SME,6847044,FY8 1HW,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Barnardos,SME,61625,L25 2UD,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Families@FamilyCare Ltd,SME,5855509,PR5 6QE,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Acorn House Fostering Services Ltd,SME,280852,OL9 9XA,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Able Care Services (Northern) Ltd,SME,7490736,NR14 8TZ,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Safehouses North Ltd,SME,05422189,OL3 5SN,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Park Foster Care,SME,04861395,CW5 6PF,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Perpetual Care,SME,5304989,BL1 4QR,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Community Foster Care,SME,1084124,GL19 3NY,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £210,831.00 "," £632,493.00 ",Three Circles Fostering,SME,7846546,SK9 2TB,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Welcome Foster Care,SME,6350870,E15 4EA,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Foster Cares Ltd,SME,"05038789
 ",SR8 2RR,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Fostering Matters,SME,5083103,GL1 2LR,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £154,371.00 "," £463,113.00 ",By the Bridge North West,SME,4050928,ME9 8JE,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Fusion Fostering Ltd,SME,7819299,TA3 6BY,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £204,743.00 "," £614,229.00 ",Lorimer Foster Services,SME,4967352,M33 5ND,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",UK Fostering,SME,5029887,DA1 2EN,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,24,36,04/04/2016,Yes,04/04/2017,," £35,000,000.00 "," £105,000,000.00 ",Young Foundations Ltd,SME,"05029887
 ",DL1 1QL,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,2,36,31/03/2016,Yes,31/03/2017,," £62,000,000.00 "," £186,000,000.00 ",Prospects for young people,SME,"

02927657",LL13 9UG,Stockport- Services to People
726,Stockport Council,171113-Education : Library Books : ,Supply & Servicing of materials to Public Library Authorities Lot 7,OJEU,Framework Agreement,01/04/2013,36,74,31/05/2018,Yes,31/05/2019,01/02/2018," £84,000.00 "," £518,000.00 ",Dandy Booksellers,SME,4846829,NW6 7UP,Stockport- Corporate & Support Services
758,Stockport Council,201800-Financial Services : Insurance : ,Insurance - All Risk,Quote,Contract,29/11/2012,36,60,28/11/2017,Yes,28/11/2017,01/10/2016," £43,035.00 "," £215,175.00 ",Zurich Municipal Insurance,Large,13460,GU14 0NJ,Stockport- Corporate & Support Services
759,Stockport Council,201800-Financial Services : Insurance : ,Insurance - Contractors All Risk,Tender,Contract,29/11/2012,36,60,28/11/2017,Yes,28/11/2017,01/10/2016," £11,471.67 "," £57,358.33 ",Zurich Municipal Insurance,Large,13460,GU14 0NJ,Stockport- Corporate & Support Services
760,Stockport Council,201800-Financial Services : Insurance : ,Insurance - Directors and Officers,Tender,Contract,29/11/2012,36,60,28/11/2017,Yes,28/11/2017,01/10/2016," £8,126.67 "," £40,633.33 ",Risk Management Partners,Large,02989025,EC4N 8AW,Stockport- Corporate & Support Services
761,Stockport Council,201800-Financial Services : Insurance : ,Insurance - Engineering Inspection ,Quote,Contract,29/11/2012,36,60,28/11/2017,Yes,28/11/2017,01/10/2016," £72,473.33 "," £362,366.67 ",Zurich Municipal Insurance,Large,13460,GU14 0NJ,Stockport- Corporate & Support Services
762,Stockport Council,201800-Financial Services : Insurance : ,Insurance - Fidelity Guarantee,OJEU,Contract,29/11/2012,36,60,28/11/2017,Yes,28/11/2017,01/10/2016," £43,638.33 "," £218,191.67 ",Zurich Municipal Insurance,Large,13460,GU14 0NJ,Stockport- Corporate & Support Services
763,Stockport Council,201800-Financial Services : Insurance : ,Insurance - Liability ,Tender,Contract,29/11/2012,36,60,28/11/2017,Yes,28/11/2017,01/10/2016," £461,010.00 "," £2,305,050.00 ",Risk Management Partners,Large,02989025,EC4N 8AW,Stockport- Corporate & Support Services
764,Stockport Council,201800-Financial Services : Insurance : ,Insurance - Motor Fleet,OJEU,Contract,29/11/2012,36,60,28/11/2017,Yes,28/11/2017,01/10/2016," £840,738.33 "," £4,203,691.67 ",Risk Management Partners,Large,02989025,EC4N 8AW,Stockport- Corporate & Support Services
765,Stockport Council,201800-Financial Services : Insurance : ,Insurance - Personal Accident / Travel,OJEU,Contract,29/11/2012,36,60,28/11/2017,Yes,28/11/2017,01/10/2016," £29,885.00 "," £149,425.00 ",ACE,Large,3410547,OL4 3JY,Stockport- Corporate & Support Services
766,Stockport Council,201800-Financial Services : Insurance : ,"Insurance - Property, Property Owners and Business Interruptions",Tender,Contract,29/11/2012,36,60,28/11/2017,Yes,28/11/2017,01/10/2016," £687,793.33 "," £3,438,966.67 ",Zurich Municipal Insurance,Large,13460,GU14 0NJ,Stockport- Corporate & Support Services
798,Stockport Council,201800-Financial Services : Insurance : ,Leaseholders Property Insurance ,Tender,Contract,01/04/2014,36,60,31/03/2017,No,31/03/2019,01/10/2016," £50,000.00 "," £250,000.00 ",legal & General Insurance C/O Arthur J Gallagher Housing Ltd,Large,01417162,EC2 12 5AA,Stockport- Corporate & Support Services
