Department Family,Entity,Date,Expense Type,Expense area,Supplier,Transaction Number,Amount
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018071945,143.48
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018071945,5.34
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DISPOSABLE THEATRE DRAPES WIPES,Surgery,NHS LOGISTICS,1018071945,2.08
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,M & S EQUIPELECTEQUIPINST - OTHER,Surgery,NHS LOGISTICS,1018071945,345.01
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018071945,73.52
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018071945,5.72
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,EGGS MILK OTHER DAIRY PRODUCTS,Facilities,NHS LOGISTICS,1018071945,129.16
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,41.68
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,40.66
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,38.32
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018071945,18.78
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,8.4
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,9.22
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,27.12
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,24.4
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,2.56
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,3.93
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,3.26
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,6.4
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,6.26
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,5.22
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,4.43
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018071945,3.42
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,7.31
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,COOKING & KITCHEN UTENSILS,Facilities,NHS LOGISTICS,1018071945,25
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,9.52
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018071945,3.91
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,10.72
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,EGGS MILK OTHER DAIRY PRODUCTS,Facilities,NHS LOGISTICS,1018071945,15.64
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,EGGS MILK OTHER DAIRY PRODUCTS,Facilities,NHS LOGISTICS,1018071945,23.24
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018071945,13.47
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,22.08
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,113.28
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,10.74
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,45.84
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,11.7
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,30.96
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,17.82
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,17.94
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018071945,4.99
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018071945,4.66
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,7.68
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018071945,8.68
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018071945,8.68
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018071945,26.33
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018071945,13.25
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018071945,13.25
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,16.17
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,33.36
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,17.74
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,7.98
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,COOKING & KITCHEN UTENSILS,Facilities,NHS LOGISTICS,1018071945,17.81
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,COOKING & KITCHEN UTENSILS,Facilities,NHS LOGISTICS,1018071945,16.04
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,26.82
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,10.26
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,11.86
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,25.98
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,34.32
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,14.52
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,6.78
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018071945,3.1
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,10.8
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018071945,1.42
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018071945,10.07
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018071945,102
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,6.6
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018071945,19.75
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018071945,24.8
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018071945,8.73
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BABY TEXTURE MODIFIED FOODS,Facilities,NHS LOGISTICS,1018071945,24.03
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,87.9
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,TISSUES HAND TOWELS & TOILET PAPER,Facilities,NHS LOGISTICS,1018071945,10.65
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,13.02
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,13.2
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,8.47
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018071945,7.43
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,EGGS MILK OTHER DAIRY PRODUCTS,Facilities,NHS LOGISTICS,1018071945,129.16
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,41.68
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,20.33
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,38.32
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,18.42
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,27.12
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,12.42
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,3.57
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,4.53
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,5.04
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,7.72
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,12.52
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,6.26
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,4.43
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,17
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018071945,3.42
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,7.31
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,COOKING & KITCHEN UTENSILS,Facilities,NHS LOGISTICS,1018071945,50
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,5.58
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,1.26
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018071945,13.47
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018071945,26.48
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,17.7
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,MEAT GAME POULTRY FISH,Facilities,NHS LOGISTICS,1018071945,42.48
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,27.6
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,113.28
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,10.74
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,100.98
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,10.92
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,61.92
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,17.82
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,2.5
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,7.26
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,17.94
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018071945,24.63
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018071945,9.17
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018071945,13.25
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,16.17
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,33.36
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,26.82
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,11.86
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,25.98
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018071945,3.1
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,5.6
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,8.9
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,2.63
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018071945,5.14
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018071945,2.21
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FLAVOURINGS HERBS SPICES,Facilities,NHS LOGISTICS,1018071945,10.07
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,8.94
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,12.42
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,9.36
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018071945,88.4
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,6.6
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018071945,13.17
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018071945,12.4
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018071945,2.53
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018071945,5.07
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LIQUID REFRESHMENTS,Facilities,NHS LOGISTICS,1018071945,5.82
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BABY TEXTURE MODIFIED FOODS,Facilities,NHS LOGISTICS,1018071945,32.04
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,52.74
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,2.44
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,30.6
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,15.24
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,39.06
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,36.36
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,21.54
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,COOKING & KITCHEN UTENSILS,Facilities,NHS LOGISTICS,1018071945,12.64
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,FRUIT & VEGETABLES,Facilities,NHS LOGISTICS,1018071945,13.2
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,16.26
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,BEVERAGES & AMBIENT FOOD,Facilities,NHS LOGISTICS,1018071945,13.19
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,PAPER ITEMS GENERAL STATIONERY SUNDRIES,Facilities,NHS LOGISTICS,1018071945,21.67
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018071945,64.52
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018071945,64.52
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,CLEANING MATERIALS PRODUCTS SUNDRIES,Facilities,NHS LOGISTICS,1018071945,7.11
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LAB EQUIP-LABORATORY APPARATUS,Clinical Support,NHS LOGISTICS,1018071945,2.98
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,SURGICAL INSTRUMENTS: GENERAL,Clinical Support,NHS LOGISTICS,1018071945,6.61
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,ADULTS HEARING AIDS,Surgery,NHS LOGISTICS,1018071945,39.01
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DRESSINGS - PRE STERILE,Surgery,NHS LOGISTICS,1018071945,3.11
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,PATIENT APPLIANCES,Musculo-Skeletal,NHS LOGISTICS,1018071945,7.52
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,MEDSURGCONS - OTHER,Musculo-Skeletal,NHS LOGISTICS,1018071945,7.76
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,LAB REAGENTS-BUFFERS COMPUND SOLNS,Clinical Support,NHS LOGISTICS,1018071945,20.3
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,OTHER MEDICAL SUPPLIES,Musculo-Skeletal,NHS LOGISTICS,1018071945,30.71
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018071945,2
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,MEDSURGCONS - OTHER,Surgery,NHS LOGISTICS,1018071945,12.79
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,OTHER MEDICAL SUPPLIES,Clinical Support,NHS LOGISTICS,1018071945,8.57
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,OTHER MEDICAL SUPPLIES,Surgery,NHS LOGISTICS,1018071945,8.32
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,TISSUES HAND TOWELS & TOILET PAPER,Musculo-Skeletal,NHS LOGISTICS,1018071945,0.74
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018071945,1.17
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018071945,1.47
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018071945,1.7
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018071945,2.27
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DRESSINGS - PRE STERILE,Musculo-Skeletal,NHS LOGISTICS,1018071945,4.71
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,OTHER MEDICAL SUPPLIES,Musculo-Skeletal,NHS LOGISTICS,1018071945,0.38
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,PATIENT APPLIANCES,Musculo-Skeletal,NHS LOGISTICS,1018071945,0.67
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,PATIENT APPLIANCES,Musculo-Skeletal,NHS LOGISTICS,1018071945,0.88
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,TOILETRIES PERSONAL HYGIENE PRODUCTS,Musculo-Skeletal,NHS LOGISTICS,1018071945,0.83
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DISPOSABLE THEATRE DRAPES WIPES,Musculo-Skeletal,NHS LOGISTICS,1018071945,2.59
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DISPOSABLE THEATRE DRAPES WIPES,Musculo-Skeletal,NHS LOGISTICS,1018071945,3.08
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018071945,22.06
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018071945,0.25
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018071945,3.19
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018071945,5.99
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DRESSINGS - PRE STERILE,Medicine,NHS LOGISTICS,1018071945,4.98
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018071945,4.75
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018071945,4.77
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,OTHER MEDICAL SUPPLIES,Medicine,NHS LOGISTICS,1018071945,0.89
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,PATIENT APPLIANCES,Medicine,NHS LOGISTICS,1018071945,0.67
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,SERVICES FROM NHS BODIES,Medicine,NHS LOGISTICS,1018071945,0.89
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018071945,0.78
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,MEDSURGCONS - OTHER,Medicine,NHS LOGISTICS,1018071945,1.36
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,TISSUES HAND TOWELS & TOILET PAPER,Medicine,NHS LOGISTICS,1018071945,0.14
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,DISPOSABLE THEATRE DRAPES WIPES,Medicine,NHS LOGISTICS,1018071945,0.66
Department of Health,Salisbury NHS Foundation Trust,19-Jul-17,PATIENT APPLIANCES,Musculo-Skeletal,NHS LOGISTICS,1018071945,1.62
