Billing Year,Liability Start,Liability End,Company Name,Billing Year Balance,Liable Unit Balance,Property Address,Billing Address
2009,15-May-96,31-Aug-09,Titan Outdoor Advertising Ltd,-63.68,-63.68,"Board No 2296/04, Hartshead Moor Service Area, Hartshead Moor, Brighouse           HD6 4JX","C/O The Cotton Exchange, 1st Floor, Edmund Street, Liverpool, L3 9LQ"
2010,01-Sep-10,13-Sep-10,Abbey Business Contracts Ltd (In Liquidation),-55.40,-55.40,"18 Huddersfield Road, Elland, HX5 9DW","O'Hara & Co, C/O Wesley House, Huddersfield Road, Birstall, Batley, WF17 9EJ"
2010,18-Nov-09,31-Aug-10,Abbey Pub Management Ltd (In Liquidation),-652.07,-652.07,"18 Huddersfield Road, Elland, HX5 9DW","O'Hara & Co, Wesley House, Huddersfield Road, Birstall, Batley, WF17 9EJ"
2010,26-May-09,24-Aug-10,Abbey Pub Management Ltd (In Liquidation),-576.71,-576.71,"The Milestone, Halifax Road, Ripponden, Sowerby Bridge       HX6 4BQ","O'Hara & Co, Wesley House, Huddersfield Road, Birstall, Batley, WF17 9EJ"
2010,01-Oct-07,29-Oct-10,Bradfast Ltd,-45.18,-45.18,"Unit 7, Branxholme Estate, Bradford Road, Brighouse           HD6 4EA","Unit 2, Junction 22 Business Park, Huddersfield Road, Mirfield, WF14 9DA"
2010,13-Oct-08,31-Mar-10,Brighouse Textiles [Wholesale] Ltd [ In Liquidation],-154.92,-154.92,"Market Stall 124/131, Market Hall, Borough Market, Halifax             HX1 1DZ","O'Hara & Co, Wesley House, Huddersfield Road, Birstall, WF17 9EJ"
2010,01-Apr-07,,Calderdale Bird Conservation Group,-0.01,77.11,"Land To North Of, Ringstone Edge Reservoir, Green Lane, Rishworth            HX6 4RA","C/O Nick Carter, 72 Towngate, Midgley, HX2 6UJ"
2010,01-Apr-92,30-Apr-11,Casson & Co Ltd,-262.70,-298.19,"Market Stall 25-26, Market Hall, Borough Market, Halifax             HX1 1DZ","117 Huddersfield Road, Oldham, OL1 3NY"
2010,17-Jun-09,30-Apr-10,Castelite Ltd,-135.00,-135.00,"Casa Del Lago, Elland Road, Brighouse, HD6 2AB","281 Elland Road, Brookfoot, Brighouse, HD6 2RG"
2010,01-Apr-10,31-Mar-10,Converga Ltd,-652.81,-652.81,"Unit 5A Part First Floor, Springvale Works, Elland Road, Brighouse            HD6 2RN","Headrow House, 19 Old Leeds Road, Huddersfield, HD1 1SG"
2010,21-Aug-09,25-Mar-11,Delilink Ltd,-57.17,-57.17,"Delilink, Park Street, Brighouse, HD6 1JL","17 Commercial Street, Brighouse, HD6 1AF"
2010,01-Apr-92,31-Mar-10,Due West Limited,-540.55,-540.55,"9 Harrison Road, Halifax, HX1 2AF","O & C Management Limited, 9 Harrison Road, Halifax, HX1 2AF"
2010,01-Sep-10,30-Jan-11,Eckersley Heroes Ltd,-31.28,-31.28,"Office H M 2.2, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",
2010,20-Oct-07,04-May-10,Fires And Fireplaces Ltd,-104.73,-104.73,"338 Salterhebble Hill, Halifax, HX3 0QT","Company Dissolved, 04/05/10"
2010,13-Mar-08,24-Mar-11,Fourward Engineering Ltd In Liquidation,-51.56,-51.56,"Wood Mill, Halifax Road, Todmorden, OL14 6EE","C Brooksbank, O'Hara & Co, Wesley House, Huddersfiled Road, Birstall Batley, WF17 9EJ"
2010,01-Apr-05,31-Mar-10,Hillcrest Garage (Sowerby Bridge) Ltd,-5587.46,-5942.28,"Hillcrest Garage, Burnley Road, Sowerby Bridge, HX6 2TL","Hillcrest Garage, Burnley Road, Sowerby Bridge, HX6 2TL"
2010,03-Oct-05,13-Feb-11,J & T Clothing Ltd,-404.04,-404.04,"Unit 6, Brunswick Industrial Estate, Brassey Street, Halifax              HX1 2EA","Registered Office, The Counting House, Wade House Road, Shelf, HX3 7PB"
2010,14-Aug-10,,K D T Accountancy & Taxation Services Ltd,-0.01,-0.01,"20 Cow Green, Halifax, HX1 1HX",
2010,24-Jan-11,23-Jan-11,Lancaster Consultancy Hr Ltd,-256.17,-256.17,"1D Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ","Unit 2b Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ"
2010,01-Jul-09,17-Aug-10,Luxury Nook Ltd,-57.96,-57.96,"Unit 10E, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU","Silverburn Steading, Saul Farm, Leslie, Insch, AB52 6PA"
2010,16-Mar-10,26-Oct-10,M.E Pubs Ltd,-169.19,-169.19,"Shoulder Of Mutton Inn, 1 Carr House Lane, Shelf, Halifax             HX3 7RB",No Forwarding Address
2010,01-Apr-90,,Mel Green Construction Ltd,-224.64,-557.05,"Adj Parkfield Garage, George Street, Elland, HX5 0NE",
2010,01-Apr-05,30-Apr-10,Michael A Taylor Solicitors [ In Liquidation ],-12.88,-12.88,"Fairway House, 20 Bethel Street, Brighouse, HD6 1JN","C/O P S Wallace & Co, 284 Clifton Drive South, Lytham St Annes, Lancs, FY8 1LH"
2010,01-Jun-08,01-Oct-10,Pouchpak Ltd,-18.90,-18.90,"161B First Floor, King Cross Road, Halifax, HX1 3LN","6 Princess Terrace, Halifax, HX1 2NH"
2010,14-May-08,31-Jul-10,Quarmby Promotions Ltd,-1209.84,-1209.84,"Unit 1, Sherwood Road, Brighouse, HD6 1QG","Units 22-23, Howley Park Business Village, Howley Park Road, Morley, Leeds, LS27 0BZ"
2010,01-Jun-10,31-Mar-11,Safety Systems Technology Ltd,-3.58,-3.58,"Unit 3, Westbury Street, Elland, HX5 9AT","Unit 3 Westbury Street, Elland, HX5 9AT"
2010,31-Jul-08,31-Jul-10,School Of Thought 2000 Ltd,-15.53,-15.53,"Office 7, Church View Office Centre, Elland Road, Ripponden            HX6 4DB","41 Stonelea, Barkisland, Halifax, HX4 0HD"
2010,01-Jun-09,12-Jul-10,School Of Thought 2000 Ltd,-6.40,-6.40,"Office 8, Church View Office Centre, Elland Road, Ripponden            HX6 4DB","41 Stonelea, Barkisland, Halifax, HX4 0HD"
2010,25-Apr-07,30-Jul-08,T Mobile Uk Ltd,-1052.91,-6436.36,"T Mobile  (53337), Toothill Lane, Brighouse, HD6 3SF","Rating Validation, Gva Grimley Pma 321, P O Box 16097, 3 Brindley Place, Birmingham, B2 2JB"
2010,01-Aug-07,31-May-10,The Bradford T.P.S,-637.76,-637.76,"Bradford T P S, Halifax Road, Shelf, Halifax              HX3 7JT","C/O Halifax V W, Halifax Road, Shelf, Halifax, HX3 7JT"
2010,17-Aug-09,31-Mar-11,The Sipp Broker Ltd,-1655.80,-1655.80,"1 St Johns Lane, Halifax, HX1 2JD","54 West End Drive, Cleckheaton, BD19 6JD"
2010,13-Oct-06,03-Sep-10,Think Kaleidoscope Ltd,-355.43,-355.43,"Unit 1 Marshall Hall Mills, Elland Lane, Elland, HX5 9DU","C/O O'Hara & Co, Wesley House, Huddersfield Road, Birstall, WF17 9EJ"
2010,12-Sep-03,31-Aug-10,Trustees Of Brighouse Sunday Football League,-4.83,-4.83,"Lane Head Recreation Ground, Halifax Road, Brighouse, HD6 2EA","C/O Mr Russell Holmes, 7 Hardy Place, Brighouse, HD6 2PW"
2010,26-Apr-10,11-Jun-10,West Yorkshire Plant Hire Ltd,-10.00,-10.00,"Unit 5 Springwood Bu'ss Park, Brookwoods Industrial Estate, Burrwood Way, Holywell Green       HX4 9BH","Unit 6, Woodman Works, South Lane, Elland, HX5 0PA"
2010,01-Apr-00,31-Mar-10,Wilmar Ltd,-375.00,-375.00,"Unit 3 Victoria Terminal, Albert Road, Halifax, HX2 0BY","Company, Dissolved"
2010,29-Apr-09,15-Jan-11,Y T C Ltd,-1932.28,-1932.28,"33 Commercial Street, Brighouse, HD6 1AF","Maclaren House, Skerne Road, Driffield, East Yorkshire, YO25 6PN"
2011,10-Sep-11,09-Oct-11,Administrators Of James H Sutcliffe Ltd,-65.66,-65.66,"S/0 752 Burnley Road, Todmorden, OL14 8LF","Co Bdo Llp, 3 Hardman Street, Manchester, M3 3AT"
2011,01-Mar-07,07-Jul-11,Amazonails Ltd,-44.37,-44.37,"Unit 1 Hope Mill, Crescent Street, Todmorden, OL14 5HJ","Unit 1, Hope Mill, Crescent Street, Todmorden, OL14 5HJ"
2011,01-Nov-09,01-Oct-11,Anchor Trust,-157.18,-157.18,"Office H M 2.13, Holdsworth Mills, Holdsworth Road, Halifax              HX3 6SN","Burnbank House, Balliol Business Park, Longbenton, Newcastle Upon Tyne, NE12 8EW"
2011,01-Dec-07,01-Oct-11,Anchor Trust,-150.72,-150.72,"Office H M 2.12, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN","Burnbank House, Balliol Business Park, Longbenton, Newcastle Upon Tyne, NE12 8EW"
2011,01-Apr-10,01-Oct-11,Anchor Trust,-24.13,-24.13,"Office 3.8, 1ST Floor, White Rose Mill, Holdsworth Road, Holmfield            HX3 6SN","Burnbank House, Balliol Business Park, Longbenton, Newcastle Upon Tyne, NE12 8EW"
2011,01-Apr-11,31-Jul-11,Beap Community Partnership,-89.85,-89.85,"172 King Cross Road, Halifax, HX1 3LN","31 Cornwall Road, Bradford, West Yorkshire, BD8 7JN"
2011,01-Apr-90,28-Feb-11,Brighouse Textiles [Wholesale] Ltd [ In Liquidation],-577.19,-577.19,"Section 19, Thornhill Briggs Mill, Thornhills Beck Lane, Brighouse           HD6 4AW","O'Hara & Co, Wesley House, Huddersfield Road, Birstall, WF17 9EJ"
2011,21-Oct-11,19-Feb-12,Brogan Business Parks Ltd,-7.10,-7.10,"Unit R1, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ","C/O Cdp Ltd, Huddersfield Road, Elland, HX5 9BW"
2011,19-Nov-10,20-Oct-11,Brogan Business Parks Ltd,-43.41,-43.41,"Unit R1, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ","C/O Cdp Ltd, Huddersfield Road, Elland, HX5 9BW"
2011,28-Jan-11,31-Mar-11,C.P.P.S Policy Exchange Ltd,-414.70,-414.70,"6 Hollins Place, Hebden Bridge, HX7 8EU","64 Towngate, Heptonstall, Hebden Bridge, HX7 7NB"
2011,01-Apr-92,30-Apr-11,Casson & Co Ltd,-35.49,-298.19,"Market Stall 25-26, Market Hall, Borough Market, Halifax             HX1 1DZ","117 Huddersfield Road, Oldham, OL1 3NY"
2011,14-Mar-11,29-Feb-12,Castledene Yorkshire Ltd,-50.91,-50.91,"219 King Cross Road, Halifax, HX1 3JL","257 King Cross Road, Halifax, HX1 3JL"
2011,02-Jan-07,25-Jan-12,City Services Ltd [In Administration],-24.25,-24.25,"Clayton House(Empty Offices), Park Road, Elland, HX5 9HP","C/O Deloitte, 1 City Square, Leeds, LS1 2AL"
2011,01-Oct-10,31-Dec-11,Claim 500 Ltd,-713.54,-713.54,"Unit 10E, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU","242 Marton Road, Middlesborough, Cleveland, TS4 2EZ"
2011,01-Oct-08,31-Jan-12,Csc Computer Sciences  Ltd,-117.12,-117.12,"Unit SM4 White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN","Royal Pavilion, Tower 3 Lower Ground Floor, Wellesley Road, Aldershot, Hants, GU11 1PZ"
2011,21-Jun-04,,Dodnaze Community Association,-0.03,-0.03,"54 Hirst Grove, Hebden Bridge, HX7 8DN","Dodnaze Community Centre, 54 Hirst Grove, Hebden Bridge, HX7 8DN"
2011,01-Jan-10,02-Sep-11,Dreem Kitchens Ltd (In Administration),-32.56,-32.56,"Stotts Island, 17 Wakefield Road, Brighouse, HD6 1PJ","Kellie Bell, C/O Begbies Traynor, 340 Deansgate, Manchester, M3 4LY"
2011,26-Sep-09,24-Aug-11,Floor My Home Ltd In Administration,-32.87,-32.87,"Unit 2 Halifax Retail Park, Pellon Lane, Halifax, HX1 5QP","Senate Recovery Ltd, 12a Church Street, Warwick, CV34 4AB"
2011,30-Mar-12,29-Mar-12,Frank Marshall Estates Ltd,-13.49,-1754.69,"Unit 12, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA","C/O Eddisons, Pennine House, Russell Street, Leeds, LS1 5RN"
2011,01-Aug-07,31-Mar-12,Fred Howarth Ltd,-9.50,-9.50,"Unit 25 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA","Jumps Road, Livegate, Todmorden, OL14 8HJ"
2011,01-Jun-11,,G A O'Dowd Ltd,-232.58,-232.58,"Unit B, Horley Green Road, Halifax, HX3 6AS","Whitelands, Churn Lane, Highroad Well, Halifax, HX2 7QW"
2011,20-Sep-11,10-Jul-12,Halifax Opportunities Trust,-14.84,-14.84,"Office 41 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","Elsie Whiteley Innovation Cent, Hopwood Lane, Halifax, HX1 5ER"
2011,01-Apr-11,30-Nov-11,Himmat Ltd,-118.35,-118.35,"Office 1 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","34/36 Hanson Lane, Halifax, HX1 5NX"
2011,16-Nov-11,,Interserve Working Futures Ltd,-502.51,6548.24,"Part 1ST & 2ND Floors, Westgate House, Market Street, Halifax              HX1 1PD","Warwick House, Wade Lane, Leeds, LS2 8NL"
2011,01-Apr-90,,J B Hill & Sons Ltd,-2519.83,-2275.83,"Halifax Road, Brighouse, HD6 2QJ","Hillcrest Quarry, Halifax Road, Brighouse, HD6 2PH"
2011,30-Jul-10,09-Oct-11,"L Roberts, S Dinning, D Van Gestel & L Van Gestel",-1250.51,-1250.51,"Salt Warehouse, Canal Wharf, Sowerby Bridge, HX6 2AG",
2011,29-Oct-10,13-Oct-11,La Salle [Uk] Investment Property Co,-1856.69,-1856.69,"Unit G17, Riverbank Way, Lowfields Business Park, Elland               HX5 9DN","Lim Accounts Payable, Po Box 3515, Norwich, NR7 7QX"
2011,01-Sep-10,18-May-11,Limehouse Films Ltd,-314.89,-314.89,"Off 5, 2ND Flr W Grove Mill, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","The Ew Innovation Centre, Hopwood Lane, Halifax, HX1 5EP"
2011,01-Apr-90,,Mel Green Construction Ltd,-332.41,-557.05,"Adj Parkfield Garage, George Street, Elland, HX5 0NE",
2011,01-Apr-90,24-Jun-11,Neaversons Of Halifax Ltd,-577.84,-577.84,"12 The Old Arcade, Halifax, HX1 1TJ","5 Russell Street, Halifax, HX1 1RL"
2011,03-Feb-10,22-Jun-11,P.H.S Ltd,-1884.00,-1884.00,"Armytage Road, Brighouse, HD6 1QF","Attn Andrew Knight, 7 Lancaster Way, Ermine Business Park, Huntingdon, Cambs, PE26 6XU"
2011,01-Oct-11,,Pennine Magpie Ltd,-0.01,-0.01,"Unit 15F, Calderdale Business Park, Club Lane, Halifax              HX3 8AX","Unit 4A, Calderdale Business Park, Club Lane, Halifax, HX2 8AX"
2011,21-Feb-09,28-Mar-12,Pennine Tool Hire [Yorkshire] Ltd (In Liquidation),-4.54,-4.54,"Unit 5, Halifax Industrial Centre, Marshway, Halifax             HX1 5RW","C/O Poppleton Appleby, 32 High Street, Manchester, M4 1QD"
2011,25-Jul-11,23-Mar-12,Pro Porsche (Brighouse) Ltd,-99.37,-99.37,"Armytage Road, Brighouse, HD6 1PT","337 Wakefield Road, Huddersfield, HD5 8DE"
2011,01-Feb-11,29-Mar-12,Quality Water Specialists Llp,-13.59,-13.59,"Unit 12, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA","Suite 26 Century Building, Brunswick Business Park, Tower Street, Liverpool, L3 4BJ"
2011,01-Jul-10,30-Jun-11,Shaw Trust Ltd,-461.98,-461.98,"Office Suite G 438, Dean Clough Mills, Halifax, HX3 5AX","Epsom Court, White Horse Business Park, Trowbridge, Wiltshire, BA14 0XJ"
2011,02-Feb-10,30-Apr-11,Solutions4 I T (Uk)  Ltd,-299.49,-299.49,"Office 42 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","5 Thorpe Mill Court, Rochdale Road, Triangle, Halifax, HX6 3DA"
2011,01-Jan-11,30-Jun-11,Stercap Ltd,-395.40,-395.40,"Units 2/3, Vine Industrial Estate, Elland Road, Brighouse            HD6 2QS","F A O Mr Colin Wormald, Unit 1, Dominion Works, Denholmegate Road, Hipperholme, Halifax, HX3 8JG"
2011,25-Apr-07,30-Jul-08,T Mobile Uk Ltd,-1182.62,-6436.36,"T Mobile  (53337), Toothill Lane, Brighouse, HD6 3SF","Rating Validation, Gva Grimley Pma 321, P O Box 16097, 3 Brindley Place, Birmingham, B2 2JB"
2011,01-Jun-10,30-Jun-11,Units To Let [Northern] Ltd,-807.53,-807.53,"Unit 20 Asquith Bottom Mills, Asquith Bottom, Sowerby Bridge, HX6 3BS","Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ"
2011,01-Apr-90,07-Jun-12,V T L [Europe] Ltd,-2033.17,-3645.24,"Cooper House Works, Luddendenfoot, Halifax, HX2 6EL","St Thomas Road, Huddersfield, HD1 3LG"
2012,01-May-08,14-Feb-13,A & B Installations Ltd,-87.38,-87.38,"Unit 32 Mill House Works, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN","2 & 3 Langfield Business Park, Norland Road, Sowerby Bridge, HX6 4BD"
2012,17-Feb-11,,A.C.C (Flooring) Ltd,-2264.33,-2264.33,"Unit 1A, Woodvale Workshops, Thornhills Beck Lane, Brighouse            HX6 4AW","Unit 1a, Woodvale Workshops, Thornhills Beck Lane, Brighouse, HD6 4AW"
2012,01-Apr-90,,A.R.P. Security Services Ltd,-0.45,-0.45,"31 Edwards Road, Halifax, HX2 7DG",
2012,01-Apr-12,27-Nov-12,Albion Bowling Club,-84.42,-84.42,"Albion Bowling Club, R/O 143 Halifax Road, Brighouse, HD6 2ED","C/O Mr Neil Hopper, 38 Lords Lane, Brighouse, HD6 3RF"
2012,17-Sep-12,,Alliance Valves & Piping Supplies Manufacturing Ltd,-31.00,417.00,"Office 4 Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",
2012,01-Apr-08,,Amazon Windows Ltd,-0.59,1831.01,"The Conservatory Village, Burnley Road, Halifax, HX2 7LW",
2012,01-Jun-05,,Andrew Lomas Optometrist Ltd,-0.74,-0.74,"31 Southgate, Elland, HX5 0BW",
2012,16-Jun-90,,Anglo-American (One Stop) Ltd,-0.74,-0.74,"Unit A, Nanholme Mills, Halifax Road, Todmorden           OL14 6DA",
2012,01-Mar-11,31-Mar-12,Aquamat Ltd,-1845.00,-3739.20,"2ND Flr Unit 1, Wellington Mills, Quebec Street, Elland               HX5 9AS","Unit B4 Phoenix Trading Est, London Road, Thrupp, Stroud, Gloucestshire, GL5 2BX"
2012,01-Apr-04,,Arctic Media Ltd,-0.85,-0.85,"Unit 23 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",
2012,01-Aug-01,,Benjamin Whiteley & Sons Ltd,-0.30,-0.30,"Park Road Mills, Park Road, Elland, HX5 9HX","Park Road Mills, Park Road, Elland, HX5 9HX"
2012,01-Dec-11,30-Apr-12,Bizspace Ltd,-657.00,-657.00,"Unit 1C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, Fao A Barrie, 1 Albert Place, Finchley, London, N3 1QB"
2012,20-May-01,,Blue Gecko Trading Co Ltd,-72.22,-72.22,"Adj 40 Rochdale Road, Greetland, Halifax, HX4 8AX","Hollyns Warehouse, Adj 40 Rochdale Road, Greetland, Halifax, HX4 8AX"
2012,31-Dec-11,,Bower Green Warehousing Ltd.,-75.20,1696.80,"Rookes Mill, Station Road, Norwood Green, Halifax              HX3 8QD","Dryden Street, Bradford, BD1 5ND"
2012,01-Jan-10,,Bowers Mill Cafe Ltd,-94.80,-94.80,"Unit 32 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",
2012,23-Dec-11,11-Dec-12,British Waterways,-1794.36,-1794.36,"Victoria Works, Mill Lane, Brighouse, HD6 1PP","Fao Simon Moore, Navigation Road, Northwich, Cheshire, CW8 1BH"
2012,01-May-07,,C & R Maintenance Services Ltd,-1.25,-1.25,"Office H M 3.2, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",
2012,11-Apr-08,,C F S (Brighouse) Ltd,-202.35,-202.35,"Atlas Mill Road, Brighouse, HD6 1ES",
2012,01-Oct-05,,C.D.R Supply Co Ltd,-0.59,-0.59,"Unit 1A, Canteen Mill Ind. Units, Burnley Road, Todmorden           OL14 7DR",
2012,16-Jul-11,,Cafe Dino's Ltd,-125.70,-120.70,"23 Alexandra Street, Halifax, HX1 1BS","23 Alexandra Street, Halifax, HX1 1BS"
2012,01-Apr-09,07-Nov-12,Calder High School,-226.36,-226.36,"Stubb Playing Fields, Mytholmroyd, Hebden Bridge, HX7 5AP","Midgley Road, Mytholmroyd, Hebden Bridge, HX7 5QN"
2012,10-Nov-08,31-Jul-13,Chunky Chicken (Halifax) Ltd,-227.70,-227.70,"112 Gibbet Street, Halifax, HX1 5BZ","116 Heights Lane, Rochdale, OL12 0QS"
2012,16-Apr-01,,Ciella Ltd,-1.03,-1.03,"54B Southgate, Elland, HX5 0DQ",
2012,01-Apr-08,,Clogs [Uk] Ltd,-0.37,-0.37,"Mount Pleasant House, Midgley Road, Mytholmroyd, Hebden Bridge        HX7 5LR","Unit 10 Mount Pleasant Mills, Midgley Road, Mytholmroyd, Hebden Bridge, HX7 5LR"
2012,01-Jun-11,31-May-11,Communitas Eu Ltd,-116.00,-116.00,"Office Suite D 109, Dean Clough Office Park, Halifax, HX3 5AX","Office Suites D107/D109, Dean Clough Mills, Halifax, HX3 5AX"
2012,01-Jun-11,31-May-11,Communitas Eu Ltd,-83.00,-83.00,"Office Suite D107, Dean Clough Mills, Halifax, HX3 5AX","Office Suites D107/D109, Dean Clough Mills, Halifax, HX3 5AX"
2012,02-Dec-09,,Dondolare Ltd,-0.85,-0.85,"226 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",
2012,01-Apr-11,30-Sep-12,Due West Ltd,-356.14,-356.14,"4 Powell Street, Halifax, HX1 1LN","O & C Management Services, 9 Harrison Road, Halifax, HX1 2AF"
2012,04-Oct-12,11-Feb-13,E.I.B. Ltd,-319.22,-319.22,"Baxter Lane Works, Northowram, Halifax, HX3 7EF","Unit 3, Brow Mills Industrial Estate, Hipperholme, Halifax, HX3 8EF"
2012,07-Dec-10,,Ethical Collections Ltd,-60.00,2359.75,"The Courtyard, Bridge Gate, Hebden Bridge, HX7 8EX","1 Dray View, Dewsbury, West Yorks, WF13 4PE"
2012,17-Sep-05,,Eurofill Ltd,-0.15,-0.15,"Unit 14, Lee Bridge Industrial Estate, Lee Bridge, Halifax             HX3 5AT","F.A.O. Mr David Laycock, Old Allen Barn, Old Allen Road, Harecroft, Bradford, BD13 3RY"
2012,28-Nov-12,,Evolve Fitness & Physio Limited,-33.15,266.85,"Ground Floor, 4 Akroyd Place, Halifax, HX1 1YH",
2012,24-May-98,,F Lucas & Co Ltd,-0.51,-0.51,"West End Works, Warley Road, Halifax, HX1 3TG",
2012,01-Mar-12,01-Sep-12,Fairmont Polymers (Uk) Ltd,-50.00,-50.00,"Office H M 3.6, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN","Office H M 3.5, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN"
2012,01-Aug-09,30-Sep-12,Frank Marshall Estates Ltd,-792.56,-792.56,"Unit 5 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EA","C/O Eddisons, Pennine House, Russell Street, Leeds, LS1 5RN"
2012,30-Mar-12,29-Mar-12,Frank Marshall Estates Ltd,-1741.20,-1754.69,"Unit 12, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA","C/O Eddisons, Pennine House, Russell Street, Leeds, LS1 5RN"
2012,01-Jun-11,30-Sep-12,Frank Marshall Estates Ltd,-1039.63,-1039.63,"Unit 6 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EA","C/O Eddisons, Pennine House, Russell Street, Leeds, LS1 5RN"
2012,01-Mar-07,31-Mar-14,Global Textiles Associates Ltd,-19.32,-19.32,"Office H M 3.0, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN","Office H M 3.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN"
2012,01-Apr-01,31-Mar-10,Graham Evans [Property],-466.81,-466.81,"The Old Office Block, Stainland Road, Greetland, Halifax             HX4 8BQ","48 Stainland Road, Greetland, Halifax, HX4 8BD"
2012,01-Feb-12,31-May-13,Halifax Opportunities Trust,-167.84,-167.84,"Office 26 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","Elsie Whiteley Innovation Cent, Hopwood Lane, Halifax, HX1 5ER"
2012,01-Apr-10,31-Mar-12,Halifax Property Services Ltd,-1361.50,-1361.50,"Unit 2a, West Parade, Halifax, HX1 2TE","Fagley Lane, Eccleshill, Bradford, BD2 3NT"
2012,01-Apr-07,07-May-12,Halifax Sheet Metal & Ventilation Ltd,-836.00,-836.00,"Plot 6  High Level Way, Pellon Industrial Estate, Queens Road, Halifax              HX1 4PR","Swales Moor Farm, Swales Moor Road, Halifax, HX3 6UF"
2012,01-Apr-05,,Halifax Trade Windows Uk Ltd,-0.66,-0.66,"1 Sod House Green, Halifax, HX3 6QR","1 Sod House Green, Keighley Road, Ovenden, Halifax, HX3 6QR"
2012,01-Jun-06,,Hansell Construction Ltd,-0.74,-0.74,"Unit 3, Central Joinery Works, Oldham Road, Ripponden           HX6 4DN",
2012,01-Apr-90,,Hardcastle Bros (Brighouse) Ltd,-0.63,-0.63,"24 Rastrick Common, Brighouse, HD6 3DR","22 Rastrick Common, Brighouse, HD6 8DR"
2012,01-Feb-13,01-Apr-13,Heathcote Distribution Ltd,-8.73,0.00,"Unit 2C Walsden Indst Est, Rochdale Road, Walsden, Todmorden           OL14 6UD","14 Meadway Technical Park, Rutherford Close, Stevenage, SG1 2EF"
2012,01-Aug-04,,Hebden Bridge Brass Band,-0.18,-0.16,"Unit 1A, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU","Fao Mr Steve Gardiner, Unit 1A, Topland Country Bus Park, Cragg Road, Mytholmroyd, HX7 5RU"
2012,01-Nov-04,,Hemsworth And Co Ltd,-0.07,-0.07,"Offices 5 & 13 The Spire, Leeds Road, Lightcliffe, Halifax              HX3 8NU",
2012,01-Nov-02,,Hollins Park Sports & Social Club,-0.73,1541.67,"Changing Rooms, Hollins Mill Lane, Sowerby Bridge, HX6 2RF","C/O Mrs Wendy Austin, 18 Egerton Street, Sowerby Bridge, HX6 2LX"
2012,06-Jun-07,,Ideal Boats Company Ltd,-287.67,-619.91,"Woodbottom Mill, Todmorden, OL14 6PG","21 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA"
2012,01-Apr-11,,Inomed Health Ltd,-595.38,-595.38,"Office 38 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",
2012,16-Nov-11,,Interserve Working Futures Ltd,-801.50,6548.24,"Part 1ST & 2ND Floors, Westgate House, Market Street, Halifax              HX1 1PD","Warwick House, Wade Lane, Leeds, LS2 8NL"
2012,01-Mar-04,28-Sep-12,J.H.P Group Ltd,-1563.90,-1563.90,"1st Floor, 5 Clare Road, Halifax, HX1 2HX","Unit 3 Riverstone Court, Siskin Drive, Middlemarch Business Park, Coventry, CV3 4FJ"
2012,23-May-11,28-Sep-12,J.H.P Group Ltd,-1290.63,-1290.63,"3 Clare Road, Halifax, HX1 2HX","Unit 3 Riverstone Court, Siskin Drive, Middlemarch Business Park, Coventry, CV3 4FJ"
