Publisher Label,Publisher URI,Organisationname,OrganisationCode,Effectivedate,ContractReferencenumber,OpenContractingID,TitleoftheAgreement,Contracttype,Serviceresponsible,ServiceCategorylabel,ServicecategoryURI,Descriptionofgoodsandservices,Procurementclassification,CPVlabel,CPVcode,Proclasslabel,Proclasscode,Contractstartdate,Enddate,Reviewdate,Lastextensiondate,Contractvalue,Fixedorestimatedcost,IrrecoverableVAT,SupplierName,Supplierregisteredcompanynumber,Supplierregisteredcharitynumber,OthersupplierID,SMEsupplier,VCSEsupplier,VCSEsuppliertype,Nominatedcontactpointname,Nominatedcontactpointemail,NominatedcontactpointURL
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,364,,Food Hygiene inspections,,Environment,,,Food Hygiene inspections,,,,,,20/11/2015,30/06/2017,31/05/2017,,40000,,N/A,Osborne Richardson,,,,,,,,andrew.collinson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,365,,Handy Cross phase 3 & 4 Agents,,Major Projects & Estates,,,Handy Cross phase 3 & 4 Agents,,,,,,01/09/2015,30/12/2017,30/09/2017,,500000,,N/A,Savills,,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,366,,Retail Planning & Sustainability consultancy support services framework,,Planning & Sustainability & Sustainability,,,Retail Planning & Sustainability consultancy support services framework,,,,,,01/07/2015,30/06/2018,01/01/2018,,40000,,N/A,Carter Jonas,,,,,,,,gerard.coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,367,,Retail Planning & Sustainability consultancy support services framework,,Planning & Sustainability & Sustainability,,,Retail Planning & Sustainability consultancy support services framework,,,,,,01/07/2015,30/06/2018,01/01/2018,,40000,,N/A,Nathaniel Lichfield,,,,,,,,gerard.coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,368,,Retail Planning & Sustainability consultancy support services framework.,,Planning & Sustainability & Sustainability,,,Retail Planning & Sustainability consultancy support services framework.,,,,,,01/07/2015,30/06/2018,01/01/2018,,40000,,N/A,Nexus Planning & Sustainability,,,,,,,,gerard.coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,369,,Retail Planning & Sustainability consultancy support services framework,,Planning & Sustainability & Sustainability,,,Retail Planning & Sustainability consultancy support services framework,,,,,,01/07/2015,30/06/2018,01/01/2018,,40000,,N/A,Peter Brett,,,,,,,,gerard.coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,370,,Retail Planning & Sustainability consultancy support services framework,,Planning & Sustainability & Sustainability,,,Retail Planning & Sustainability consultancy support services framework,,,,,,01/07/2015,30/06/2018,01/01/2018,,40000,,N/A,WYG,,,,,,,,gerard.coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,371,,Green infra structure suport,,Planning & Sustainability & Sustainability,,,Green infra structure suport,,,,,,01/12/2015,30/11/2018,01/01/2018,,30000,,N/A,Bell fischer landscape Architects,,,,,,,,gerard.coll@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,376,,Urinal Hygiene Dosing Equipment Leasing & Service,,Human Resources ICT/CSC & Shared Support Services,,,Urinal Hygiene Dosing Equipment Leasing & Service,,,,,,19/04/2014,19/04/2017,31/01/2017,,6000,,N/A,FW3 Group,,,,,,,,marcus.allen@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,378,,WDC Service Level Agreement SUDS advice on Planning & Sustainability applications,,Planning & Sustainability & Sustainability,,,WDC Service Level Agreement SUDS advice on Planning & Sustainability applications,,,,,,18/04/2016,31/03/2017,31/03/2017,,25000,,N/A,Bucks County Council,,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,382,,In Life care plans MSCP's,,Human Resources ICT/CSC & Shared Support Services,,,In Life care plans MSCP's,,,,,,25/04/2016,24/04/2020,24/04/2017,,71500,,N/A,Stripe Consulting,,,,,,,,marcus.allen@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,383,,Public Convenience Cleaning,,Human Resources ICT/CSC & Shared Support Services,,,Public Convenience Cleaning,,,,,,01/04/2016,02/03/2020,03/04/2017,,594300,,N/A,Danfo Uk Ltd,,,,,,,,marcus.allen@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,384,,Quantity Surveying services for QEII project,,Human Resources ICT/CSC & Shared Support Services,,,Quantity Surveying services for QEII project,,,,,,01/07/2016,30/06/2018,30/04/2108,,10500,,N/A,Pro Com,,,,,,,,richard.marks@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,385,,ICES - BPU services provision,,Environment,,,ICES - BPU services provision,,,,,,04/07/2016,04/06/2018,30/04/2018,,90000,,N/A,ICES - Imperial Civil enforcement Solutions,,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,389,,Pigeon Control,,Environment,,,Pigeon Control,,,,,,01/04/2016,31/03/2017,30/12/2016,,9360,,N/A,Avian bird Control Services,,,,,,,,julian.smith@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,391,,District Energy survey,,Community,,,District Energy survey,,,,,,06/06/216,31/08/2016,31/08/2016,,31820,,N/A,Arup,,,,,,,,catherine.silvadonayre@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,392,,Structural Calculations Framework,,Planning & Sustainability & Sustainability,,,Structural Calculations Framework,,,,,,01/09/2016,31/08/2018,30/04/2018,31/08/2020,20000,,,Peter Brett Associates,,,,,,,,alan.mason@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,393,,Structural Calculations Framework,,Planning & Sustainability & Sustainability,,,Structural Calculations Framework,,,,,,01/09/2016,31/08/2018,01/05/2018,31/08/2020,20000,,,NPS,,,,,,,,alan.mason@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,394,,Structural Calculations Framework,,Planning & Sustainability & Sustainability,,,Structural Calculations Framework,,,,,,01/09/2016,31/08/2018,01/05/2018,31/08/2020,20000,,,JNP,,,,,,,,alan.mason@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,395,,Rye Visitors Facilities - feasiblity study,,Community,,,Rye Visitors Facilities - feasiblity study,,,,,,01/08/2016,31/10/2016,31/10/2016,,17500,,,Atomik Architecture Limited,,,,,,,,richard.eaton@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,407,,Desborough Square - professional sevices,,Major Projects & Estates,,,Desborough Square - professional sevices,,,,,,29/09/2016,30/11/2017,03/04/2017,,100000,,,Faithful & Gould,,,,,,,,martin.stannells@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,408,,Fieldhouse lane temp car park,,Major Projects & Estates,,,Fieldhouse lane temp car park,,,,,,24/10/2016,03/04/2017,03/04/2017,,30000,,,Stripe Consulting,,,,,,,,jaswinder.boom@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15617,,Northgate IDCS (Govtech) 1/7/16-30/6/17.,,Finance & Commercial,,,Northgate IDCS (Govtech) 1/7/16-30/6/17.,,,,,,05/07/2016,,,,15205,,,Northgate Public Services (Uk) Ltd,F00016,,,,,,,andy.green@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15622,,Rye bridge repairs as per quote CCL092,,Community,,,Rye bridge repairs as per quote CCL092,,,,,,05/07/2016,,,,7145,,,Cappagh Consult Ltd,C00847,,,,,,,sarah.randall@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15625,,Dev Man Applications & Advice,,Planning & Sustainability,,,Dev Man Applications & Advice,,,,,,05/07/2016,,,,15660,,,Sterling Planning & Sustainability Ltd,S00666,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15633,,Major Projects accountant,,Major Projects & Estates,,,Major Projects accountant,,,,,,06/07/2016,,,,15000,,,Penna Plc,P00309,,,,,,,nisar.visram@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15636,,Assess feasibility of road alignment alternat,,Planning & Sustainability,,,Assess feasibility of road alignment alternat,,,,,,06/07/2016,,,,23309.99,,,Drf Consulting Engineers Ltd,D00303,,,,,,,penelope.tollitt@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15639,,Volunteer coordination in relation to river W,,Planning & Sustainability,,,Volunteer coordination in relation to river W,,,,,,07/07/2016,,,,5000,,,Chiltern Rangers Cic,C00803,,,,,,,penelope.tollitt@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15647,,Princes Risborough new bus link viability wor,,Planning & Sustainability,,,Princes Risborough new bus link viability wor,,,,,,08/07/2016,,,,7230.18,,,Ringway Jacobs Ltd,R00326,,,,,,,ian.manktelow@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15652,,subscription to The Case Law digest,,Environment,,,subscription to The Case Law digest,,,,,,08/07/2016,,,,5000,,,Trown Environment Consultancy,T00376,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15653,,Shelter Legal Licences,,Environment,,,Shelter Legal Licences,,,,,,08/07/2016,,,,5000,,,Shelter Training,S00121,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15655,,investigation,,Environment,,,investigation,,,,,,08/07/2016,,,,8500,,,Hand Drawn Studio Ltd,H00384,,,,,,,kathryn.hobman@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15666,,Handy Cross Hub - CCTV camera provision as pe,,Major Projects & Estates,,,Handy Cross Hub - CCTV camera provision as pe,,,,,,11/07/2016,,,,12042,,,Bucks County Council,B00048,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15667,,B & B at 5 Amersham Hill,,Environment,,,B & B at 5 Amersham Hill,,,,,,11/07/2016,,,,5000,,,The Coin Group Ltd,C00850,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15669,,B & B,,Environment,,,B & B,,,,,,11/07/2016,,,,10000,,,Martin Conway,C00127,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15670,,B & B at Montem Guest House,,Environment,,,B & B at Montem Guest House,,,,,,11/07/2016,,,,10000,,,Montem Guest House,M00123,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15671,,B & B at 5 Amersham Hill,,Environment,,,B & B at 5 Amersham Hill,,,,,,11/07/2016,,,,10000,,,The Coin Group Ltd,C00850,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15672,,B & B at Montem Guest House,,Environment,,,B & B at Montem Guest House,,,,,,11/07/2016,,,,10000,,,Montem Guest House,M00123,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15677,,Consultancy 2003 migration 6 days,,Human Resources ICT/CSC & Shared Support Services,,,Consultancy 2003 migration 6 days,,,,,,12/07/2016,,,,5700,,,Phoenix Software Ltd,P00236,,,,,,,mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15683,,Wooden tambour door units,,Human Resources ICT/CSC & Shared Support Services,,,Wooden tambour door units,,,,,,12/07/2016,,,,13537.02,,,Boyce Business Equipment Ltd,B00047,,,,,,,john.mcmillan@wycombe,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15700,,"Provide contractor services inc staff, machin",,Planning & Sustainability,,,"Provide contractor services inc staff, machin",,,,,,15/07/2016,,,,7000,,,Fairwater Ltd,F00247,,,,,,,penelope.tollitt@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15719,,QVR14 - Cube retention- Final payment,,Human Resources ICT/CSC & Shared Support Services,,,QVR14 - Cube retention- Final payment,,,,,,20/07/2016,,,,14820.99,,,Cube Interior Solutions Ltd,C00824,,,,,,,john.mcmillan@wycombe,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15736,,WHAT ongoing transition costs,,Community,,,WHAT On going service fees,,,,,,22/07/2016,,,,15000,,,Wycombe Heritage & Arts Trust,W00374,,,,,,,catherine.silvadonayre@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15739,,"Hughenden Park, fencing",,Planning & Sustainability,,,"Hughenden Park, fencing",,,,,,22/07/2016,,,,10300,,,Ayling Fencing Contractors  - Cis,A00074,,,,,,,sarah.randall@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15741,,Dev Man Applications & Advice,,Planning & Sustainability,,,Dev Man Applications & Advice,,,,,,22/07/2016,,,,52000,,,Robin Green,G00235,,,,,,,penelope.tollitt@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15742,,Dev Man Applications & Advice,,Planning & Sustainability,,,Dev Man Applications & Advice,,,,,,22/07/2016,,,,35000,,,James Burton,B00676,,,,,,,penelope.tollitt@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15743,,Dev Man Applications & Advice,,Planning & Sustainability,,,Dev Man Applications & Advice,,,,,,22/07/2016,,,,16000,,,Deriaz Slater Commerical,D00146,,,,,,,penelope.tollitt@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15744,,Dev Man Applications & Advice,,Planning & Sustainability,,,Dev Man Applications & Advice,,,,,,22/07/2016,,,,90000,,,Miss Suzanne Ornsby,O00103,,,,,,,penelope.tollitt@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15745,,agency staff,,Planning & Sustainability,,,agency staff,,,,,,22/07/2016,,,,11958.1,,,The Oyster Partnership,O00094,,,,,,,penelope.tollitt@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15758,,Professional Fees,,Major Projects & Estates,,,Professional Fees,,,,,,26/07/2016,,,,10048,,,Bevan Brittan,B00584,,,,,,,julie.openshaw@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15761,,CCTV BT Fibre rental - 2nd Jul 16 to 30th Sep,,Community,,,CCTV BT Fibre rental - 2nd Jul 16 to 30th Sep,,,,,,26/07/2016,,,,10707.55,,,Bt Redcare,B00288,,,,,,,sarah.randall@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15770,,eCapture (IDCS) final adjustment fees.,,Finance & Commercial,,,eCapture (IDCS) final adjustment fees.,,,,,,27/07/2016,,,,5336.54,,,Northgate Public Services (Uk) Ltd,F00016,,,,,,,andy.green@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15807,,External Redecoration Swan Theatre and Town H,,Major Projects & Estates,,,External Redecoration Swan Theatre and Town H,,,,,,02/08/2016,,,,35618.25,,,Bell Decorating Group Ltd,B00673,,,,,,,juliet.oxley@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15808,,B & B 5 Amersham Hill,,Environment,,,B & B 5 Amersham Hill,,,,,,02/08/2016,,,,10000,,,The Coin Group Ltd,C00850,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15816,,Agency Cleaning Staff (August - October 16),,Human Resources ICT/CSC & Shared Support Services,,,Agency Cleaning Staff (August - October 16),,,,,,02/08/2016,,,,6000,,,Absolute Cleaning Services,A00468,,,,,,,paul.spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15826,,Retention Money for Desborough Recreation Gro,,Community,,,Retention Money for Desborough Recreation Gro,,,,,,03/08/2016,,,,17694.09,,,Createability,C00810,,,,,,,sarah.randall@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15831,,"21 Samsung Galaxy Tablet A,  + hosting fee",,Democratic Legal & Policy,,,"21 Samsung Galaxy Tablet A,  + hosting fee",,,,,,03/08/2016,,,,17180,,,Xpress Software Solutions Ltd,X00004,,,,,,,ian.hunt@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15832,,Wycombe District Council Athletics Facility /,,Community,,,Wycombe District Council Athletics Facility /,,,,,,03/08/2016,,,,7000,,,Reynolds Parry Jones,R00044,,,,,,,sarah.randall@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15841,,agency fees - July & August,,Major Projects & Estates,,,agency fees - July & August,,,,,,04/08/2016,,,,5200,,,James Andrews Recruitment Solutions,J00144,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15847,,Collins House - Consultancy Fees,,Major Projects & Estates,,,Collins House - Consultancy Fees,,,,,,05/08/2016,,,,5000,,,Newton Major Projects & Estates Solutions Ltd,N00201,,,,,,,robert.daniels@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15849,,Hughenden Quarter -Consultant Fees,,Major Projects & Estates,,,Hughenden Quarter -Consultant Fees,,,,,,05/08/2016,,,,5000,,,Newton Major Projects & Estates Solutions Ltd,N00201,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15862,,agency staff,,Planning & Sustainability,,,agency staff,,,,,,09/08/2016,,,,14258.55,,,B R G Interim Solutions Ltd,B00307,,,,,,,alison.pipes@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15878,,Wyc Air Park - Head Lease - Fees,,Major Projects & Estates,,,Wyc Air Park - Head Lease - Fees,,,,,,09/08/2016,,,,5000,,,Bevan Brittan,B00584,,,,,,,robert.daniels@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15891,,Prevent workshops,,Community,,,Prevent workshops,,,,,,15/08/2016,,,,6939.24,,,Equalitech,E00308,,,,,,,daniel.sullivan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15904,,Ashwells - professional fees re potential dev,,Major Projects & Estates,,,Ashwells - professional fees re potential dev,,,,,,16/08/2016,,,,20000,,,Savills Uk Ltd,S00502,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15906,,Consultants Fees,,Major Projects & Estates,,,Consultants Fees,,,,,,16/08/2016,,,,10000,,,Macdonald & Company,M00474,,,,,,,robert.daniels@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15910,,PostageCreditBought15Jul2016,,Human Resources ICT/CSC & Shared Support Services,,,PostageCreditBought15Jul2016,,,,,,16/08/2016,,,,5000,,,Neopost Neofunds,N00093,,,,,,,paul.spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15913,,Application migration to 2012,,Human Resources ICT/CSC & Shared Support Services,,,Application migration to 2012,,,,,,17/08/2016,,,,10895,,,Idox Software Ltd,I00130,,,,,,,john.mcmillan@wycombe,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15919,,Review of Office email and storage,,Human Resources ICT/CSC & Shared Support Services,,,Review of Office email and storage,,,,,,17/08/2016,,,,37500,,,4c Strategies Ltd,F00243,,,,,,,john.mcmillan@wycombe,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15939,,Mapinfo Confirm consultancy 2003,,Human Resources ICT/CSC & Shared Support Services,,,Mapinfo Confirm consultancy 2003,,,,,,22/08/2016,,,,6082.5,,,Pitney Bowes Software Ltd,P00398,,,,,,,mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15955,,Interim Contract Manager - 15/8/16-17/2/17,,Human Resources ICT/CSC & Shared Support Services,,,Interim Contract Manager - 15/8/16-17/2/17,,,,,,25/08/2016,,,,48750,,,Cat V Systems Ltd,C00862,,,,,,,mark.lansbury@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15968,,Lane End Playing Fields improvement works,,Planning & Sustainability,,,Lane End Playing Fields improvement works,,,,,,26/08/2016,,,,70000,,,Lane End Parish Council,L00066,,,,,,,penelope.tollitt@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15975,,Please supply 32mm water connection ref DS401,,Community,,,Please supply 32mm water connection ref DS401,,,,,,31/08/2016,,,,5072.03,,,Thames Water Utilities Ltd - Cis,T00035,,,,,,,sarah.randall@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15989,,Feesl,,Major Projects & Estates,,,Feesl,,,,,,01/09/2016,,,,10250.4,,,James Andrews Recruitment Solutions,J00144,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15990,,"Handy Cross old Sports centre, demolition work",,Major Projects & Estates,,,"Handy Cross old Sports centre, demolition work",,,,,,01/09/2016,,,,31527.2,,,Dsm Group - Cis,D00309,,,,,,,charles.brocklehurst@wycombe.gov.uk,
