Ratepayer,Billing Account Balance ,Liable Unit Balance ,Year,Property Address,Billing Address,Date Start,Date End
,-59.66,-59.66,2016,"207/207A King Cross Road, Halifax, HX1 3JL",,12/23/14,09/19/16
G Property,-340.85,-987.79,2015,"1 Church Lane, Brighouse, HD6 1AT","25 Park Square West, Leeds, LS1 2PW",08/10/14,08/09/14
Beowulf Performance Products Ltd,-8.53,-8.53,2017,"The Long Mill Lower Gf, Rochdale Road, Greetland, Halifax              HX4 8AL",,04/01/14,
,-0.38,-0.38,2017,"Stainland Road, Stainland, Halifax, HX4 9PD",,02/27/06,
A J Bell (Pp) Trustees Limited,-324.22,-324.22,2014,"22 Burnley Road, Todmorden, OL14 5DJ","Trafford House, Chester Road, Manchester, M32 0RS",10/04/14,10/26/14
Tosca North East Ltd,-688.34,-688.34,2014,"3/5/7 Wellington Arcade, Briggate, Brighouse, HD6 1DN","C/O London & Scottish Inv Ltd, 349 Bath Street, Glasgow, G2 4AA",08/01/14,12/17/14
Coal Pension Properties Ltd,-4618,-4618,2015,"3 Woolshops, Halifax, HX1 1RU","C/O Capita Property &, Infrastructure Ltd, 65 Gresham Street, London, EC2V 7NQ",01/07/15,11/08/15
Sabrang Fashion Ltd,-37.99,-37.99,2016,"277 Gibbet Street, Halifax, HX1 4JX","196 Carr Bottom Road, Bradford, BD5 9AQ",04/01/16,11/01/16
,-84,-84,2017,"Unit 13 Middle Floor, Quality Works, Rochdale Road, Todmorden           OL14 7NA",,12/01/13,
Age Uk Calderdale & Kirklees,-10.67,-10.67,2015,"Age Concern, Harley Street, Todmorden, OL14 5JE","4 - 6 Square, Halifax, West Yorkshire, HX1 1RJ",02/14/14,01/31/16
,-4.93,-4.93,2016,"Unit 2 Reflecting Roadstuds, Mill Lane, Boothtown, Halifax              HX3 6TR",,08/01/14,04/30/16
La Romantica Beds Ltd,-267.15,-267.15,2015,"Unit 10/10A Brunswick Works, Brassey Street, Halifax, HX1 2EA","Unit 1 Moorbank Mills, Artillery Street, Heckmondwike, WF16 0NT",06/04/14,12/20/15
Glostone Limited Pension Scheme,-450,-450,2012,"The Bus Garage, Burnt Acre Lane, Eastwood, Todmorden           OL14 6EH","C/O Jack Loach, 14 Burnt Acres Lane, Eastwood, Todmorden, OL14 6EH",06/12/11,12/11/13
Brisue Ltd,-111.44,-160.29,2015,"Golden Lion Hotel, Fielden Square, Todmorden, OL14 6LZ","Registered Office, 98 Rochdale Road, Todmorden, OL14 7LP",09/01/14,02/28/15
,-185.76,-185.76,2016,"Unit 11C, Topland Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU",,09/01/16,02/03/17
P I Consultants Limited,-277.14,-277.14,2017,"Unit W1, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ","Unit W1, Tenterfield Business Park, Burnley Road, Luddendenfoot, HX2 6EJ",02/01/16,02/15/17
H & J Hitchens Electronics Ltd,-211.25,-211.25,2016,"North Street, Greetland, Halifax, HX4 8DQ","9 North Street, Greetland, Halifax, HX4 8DQ",10/03/16,10/02/16
Maggies Halifax Ltd,-4845.75,29287.75,2015,"Maggies Bar, Wards End, Halifax, HX1 1BX",,12/15/15,
The Trustees Of B E Holmes Settlement Trust,-1.24,-1.24,2017,"Car Parking Space No 1, John Street, Halifax, HX1 1YA","C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",06/18/15,
Tosca North East Ltd,-482.02,-482.02,2016,"67 Commercial Street, Brighouse, HD6 1AF","C/O London & Scottish Inv Ltd, 349 Bath Street, Glasgow, G2 4AA",08/21/16,12/14/16
On Time Logistics Ltd [In Liquidation],-6528.92,-6528.92,2002,"Warehouse, Armytage Road, Brighouse, HD6 1PT","C/O K P M G, 1 Waterloo Way, Leicester, LE1 6LP",01/10/99,10/27/00
Tefonica O2 (Uk) Ltd,-2879.45,-15536.76,2011,"Birkby Lane, Bailiff Bridge, Brighouse, HD6 4JJ","Fao Telecoms Rating Team, C/O Cluttons Llp, Portman House, 2 Portman Street, London, W1H 6DU",04/01/95,
Fitlock (Yorkshire) Ltd [In Receivership],-60.68,-60.68,2002,"Bath Place, R/O11-19 Bramston Street, Brighouse, HD6 3AA","C/O Coopers & Lybrand, Albion Court, 5 Albion Place, Leeds, LS1 6JP",04/01/90,09/06/95
,-19.98,-19.98,2000,"1 Cliffe Road, Brighouse, HD6 1HE",,04/01/90,10/28/00
,-16.03,-16.03,2001,"85 Highfield Road, Rastrick, Brighouse, HD6 3JA",,04/01/00,05/28/01
Jc Decaux Uk Ltd,-712.18,-712.18,2016,"Site No BH3 (El Sub Sta), Opp 17 Huddersfield Road, Brighouse, HD6 1JZ","Rates Administrator, 27 Sale Place, London, W2 1YR",04/01/96,04/24/16
,-26.43,-26.43,2002,"63 Commercial Street, Brighouse, HD6 1AF",,12/06/91,03/26/93
,-36.95,-36.95,2002,"Cromwell Bottom, Elland Road, Brighouse, HD6 2RG",,04/01/90,07/31/98
,-34.2,-34.2,2002,"4 Victoria Road, Elland, HX5 0PU",,04/01/90,03/01/91
,-1.08,-1.08,2017,"95 Ovenden Road, Ovenden, Halifax, HX3 5RQ",,11/12/01,
,-14.33,-14.33,2006,"Back Ferguson Street, Halifax, HX1 2EE",,05/01/99,03/04/07
,-1185.45,-1185.45,2017,"32 Bank Top, Southowram, Halifax, HX3 9NJ",,04/13/02,
Rymancall Ltd,-18,-18,2002,"66 Battinson Road, Halifax, HX1 4RW",,10/01/92,05/31/94
,-0.3,-0.3,2017,"35 Borough Market, Halifax, HX1 1DY",,04/01/90,
,-0.88,-0.88,2017,"Dundee Farm, Brighouse&Denholmegate Rd, Shelf, Halifax             HX3 7TG",,06/01/98,
Hardcastle Bros (Brighouse) Ltd,-0.63,-0.63,2017,"24 Rastrick Common, Brighouse, HD6 3DR","22 Rastrick Common, Brighouse, HD6 8DR",04/01/90,
,-815.17,-815.17,2017,"Elland Lane, Elland, HX5 9ER",,06/09/92,
"Britannic Assurance Plc [Property Dept, Mr Hornshaw]",-2004.69,-2004.69,2002,"Unit B4 Lowfields Close, Lowfields Business Park, Elland, HX5 9DX","1 Wythall Green Way, Wythall, Birmingham, B47 6WG",10/24/01,11/21/02
Terberg Dts [Uk] Ltd,-288.34,-288.34,2009,"Unit G14 Lock View, Lowfields Business Park, Elland, HX5 9HD","Lowfields Business Park, Elland, HX5 9DA",04/01/01,11/02/09
,-4.22,-4.22,2002,"Unit 3, Brookfield Works, Quebec Street, Elland               HX5 9AP",,11/01/90,03/29/92
,-76.27,-76.27,2002,"Birks Royd Quarry, Church Lane, Southowram, Halifax             HX3 9TD",,11/01/95,01/28/98
Spectrum Search & Selection Ltd,-71.48,-71.48,2002,"28 Clare Road, Halifax, HX1 2HX","[In Liquidation], C/O Sargent & Co, 36 Clare Road, Halifax, HX1 2HX",09/27/01,11/30/02
Johnson Cleaners Uk Ltd,-1269.95,-1269.95,2016,"10 Commercial Street, Halifax, HX1 1TA","C/O Bellrock, Peat House, 1 Waterloo Way, Leicester, LE1 6LP",04/01/90,06/24/16
Cristel Paint Finishers Ltd [In Administration],-1377.64,-1377.64,2004,"Dunkirk Mills, Dunkirk Street, Halifax, HX1 3TB","C/O O'Hara & Co, Wesley House, Huddersfield Road, Birstall, WF17 9EJ",11/26/91,10/12/04
,-88,-88,2004,"18f Lydgate, Northowram, Halifax, HX3 7EJ",,12/15/01,12/05/04
,-253.99,-253.99,2010,"7 Northgate, Halifax, HX1 1UR",,09/25/98,02/28/11
,-181,-12849.03,2016,"The Surgery, 117 Oxford Lane, Siddal, Halifax             HX3 9DG",,04/12/90,
,-75.65,-75.65,2008,"228 Hanson Lane, Halifax, HX1 4QW",,04/01/90,04/06/08
Due West Limited,-540.55,-540.55,2010,"9 Harrison Road, Halifax, HX1 2AF","O & C Management Limited, 9 Harrison Road, Halifax, HX1 2AF",04/01/92,03/31/10
Yorks Cable Management Ltd [In Liquidation],-12.7,-12.7,2002,"The Focus Centre, Holdsworth Road, Halifax, HX3 6SW","C/O Revell Ward Horton, Norwich Union House, 26 High Street, Huddersfield, HD1 2LN",11/01/94,03/27/96
Sally Salon Services Ltd,-144,1461.29,2015,"Unit 7, Margram Business Centre, Horne Street, Halifax             HX1 5UA","C/O Rate Account Management, C/O Colliers Int Rating Uk Llp, 12th Flr Eleven Brindleyplace, 2 Brunswick Square, Brindleyplace Birmingham, B1 2LP",03/21/99,
,-38.83,-38.83,2002,"1 Ivy Terrace, Lightcliffe, Halifax, HX3 8BD",,01/28/02,11/29/02
,-226.26,-226.26,2002,"Rooms 1-3, Kingston Grange, Hopwood Lane, Halifax             HX1 4EX",,11/15/92,12/23/95
Pecan Bay Ltd,-1001.52,-1001.52,2002,"Fleece Inn, Barkisland, Halifax, HX4 0DJ","West Point Business Centre, Westland Square, Leeds, LS11 5SS",10/01/96,11/30/97
Stanleys Wholesale Group Ltd[In Liquidation],-60.71,-60.71,2002,"Windsor Business/Office Park, Ryburn Terrace, Halifax, HX1 4SE","C/O Finn Associates, 4 Queen Street, Leeds, LS1 2TW",03/01/91,10/31/96
,-26,-26,2002,"Travellers Inn, Tanhouse Hill, Hipperholme, Halifax             HX3 8HN",,10/17/02,10/31/02
Clifford Longbottom Ltd,-154.76,-154.76,2002,"Fairfield Works, Shay Lane, Halifax, HX2 9AB",,04/01/90,06/30/98
,-224.51,-224.51,2010,"St John's House, St Johns Lane, Halifax, HX1 2JD",,04/01/90,07/04/10
,-38.18,-38.18,2002,"Hare & Hounds Inn, Wadsworth, Hebden Bridge, HX7 8TN",,08/26/90,04/21/92
,-87.37,-87.37,2002,"5A Friendly (Flat), Burnley Road, Sowerby Bridge, HX6 2UG",,04/01/90,09/30/90
,-39.11,-39.11,2005,"10 Hollins Mill Lane, Sowerby Bridge, HX6 2QG",,04/01/90,01/26/06
Yorkshire Rider Ltd,-17.66,-17.66,2002,"Bus Station, Wade Street, Halifax, HX1 1SN","Attn Christine Haigh, Skircoat Road, Halifax, HX1 2RF",07/21/97,05/30/02
,-27.05,-27.05,2013,"46 Wakefield Road, Hipperholme, Halifax, HX3 8AQ",,01/14/00,12/16/13
,-10.52,-10.52,2009,"13 Woodside Place, Halifax, HX3 6EQ",,04/01/90,03/23/10
New Look Retailers Ltd,-8179.7,89925,2016,"26 Woolshops, Halifax, HX1 1RU","Gl Hearn Management Ltd, Po Box 1821, Southampton, SO18 9NA",07/27/00,
,-1397.51,-1397.51,2015,"21 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LN",,12/09/94,12/06/15
,-50.61,-50.61,2002,"22 Town Hall Street, Sowerby Bridge, HX6 2EA",,09/02/91,10/14/93
,-8,-43.54,2009,"Unit 10, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",,04/01/01,01/31/09
,-18.39,-18.39,2002,"23 Rochdale Road, Todmorden, OL14 5AA",,04/01/90,07/09/91
,-10.4,-10.4,2005,"780 Rochdale Road, Todmorden, OL14 7UA",,04/01/90,04/21/05
,-150.82,-174.82,2014,"Part Unit C, Nanholme Mill, Shaw Wood Road, Todmorden           OL14 6DA",,09/01/01,06/29/14
,-24,-174.82,2015,"Part Unit C, Nanholme Mill, Shaw Wood Road, Todmorden           OL14 6DA",,09/01/01,06/29/14
,-3.48,-3.48,2001,"South Grain Farm, Bacup Road, Todmorden, OL14 7HT",,03/28/02,05/27/04
,-0.89,-0.89,2017,"Cinderhill Joinery Works, Castle Street, Todmorden, OL14 5SR",,04/01/90,
Mill House Furniture Makers Ltd,-0.36,-0.36,2017,"Unit 17, Mill House Works, Mill House Lane, Triangle            HX6 3LN","15 Savile Drive, Savile Park, Halifax, HX1 2EU",11/01/99,
,-2.39,-2.39,2001,"1 Stansfield Road, Todmorden, OL14 5DN",,07/29/99,04/29/01
,-144,-144,2017,"17 Stansfield Road, Todmorden, OL14 5DN",,04/01/90,
Parfitts Bakery Ltd (In Liquidation),-145.48,-145.48,2012,"7 Commercial Street, Brighouse, HD6 1AF","Dl Partnership Llp, Ground Floor, 90 New North Road, Huddersfield, HD1 5NE",01/06/03,03/23/13
,-37.29,-37.29,2014,"13 Wards End, Halifax, HX1 1BX",,12/02/02,11/13/14
,-400.27,-400.27,2013,"Red Rooster, 123 Elland Road, Brighouse, HD6 2QR",,03/17/03,03/06/14
F H Shaw Ltd,-13.67,-13.67,2003,"Part Westfield Works, Park Road, Elland, HX5 9HX","C/O Sargent & Co, 36 Clare Road, Halifax, HX1 2HX",07/03/03,10/13/03
M.C. Fabrications (Halifax) Ltd,-400,-400,2004,"Moorlea Garage, Albert Road, Halifax, HX2 0DF","Moorlea Garage, Albert Road, Pellon, Halifax, HX2 0DF",09/01/03,08/31/03
,-137.91,-137.91,2005,"The Savile Arms, Southgate, Elland, HX5 0BW",,03/03/03,06/02/05
,-23.56,-23.56,2004,"South Parade, Halifax, HX1 2LX",,10/07/03,03/08/05
,-0.55,-0.55,2017,"5 Crown Yard, Southgate, Elland, HX5 0DQ",,10/17/03,
,-4.98,-4.98,2007,"Unit 4, George Street, Mytholmroyd, Hebden Bridge        HX7 5DT",,10/01/03,07/31/07
,-301.88,-555.13,2008,"South Grain Farm, Bacup Road, Todmorden, OL14 7HT",,05/28/04,12/31/08
,-2.73,-2.73,2008,"Unit 1, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",,11/10/03,03/26/09
Trustees Of Brighouse Sunday Football League,-4.83,-4.83,2010,"Lane Head Recreation Ground, Halifax Road, Brighouse, HD6 2EA","C/O Mr Russell Holmes, 7 Hardy Place, Brighouse, HD6 2PW",09/12/03,08/31/10
,-477.36,-477.36,2007,"Phoenix House, Phoenix Street, Brighouse, HD6 1PD",,01/12/04,09/24/07
,-51.73,-51.73,2003,"Bramsche Bar, 31 Rochdale Road, Todmorden, OL14 7LA",,01/15/04,03/20/04
,-189.16,-189.16,2004,"Buckland Place, Gibraltar Road, Halifax, HX1 4HJ",,10/01/03,06/30/04
Brass Court Ltd,-6.09,-6.09,2005,"The Barge, 37 Mill Lane, Brighouse, HD6 1PA","Second Floor Office, The Villa, 1 Hollingwood Lane, Bradford, BD7 2RE",10/02/03,09/30/05
Graham Evans [Property],-466.81,-466.81,2012,"The Old Office Block, Stainland Road, Greetland, Halifax             HX4 8BQ","48 Stainland Road, Greetland, Halifax, HX4 8BD",04/01/01,03/31/10
D. Bird (Joiners) Ltd,-2.25,-2.25,2006,"Unit 12 Washer Lane Works, Washer Lane, Halifax, HX2 7DX","6 Prospect Place, Sowerby, Sowerby Bridge, Halifax, HX6 1JF",07/01/04,03/30/07
,-40.41,-40.41,2017,"18 Corporation Street, Sowerby Bridge, HX6 2QQ",,04/01/04,
,-78.03,-78.03,2005,"633b Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",,03/14/05,09/30/05
Andrew Lomas Optometrist Ltd,-0.74,-0.74,2017,"31 Southgate, Elland, HX5 0BW",,06/01/05,
Ripponden Carriers Ltd [In Administration],-8.16,-8.16,2005,"Office 1, 11 Owler Ings Road, Brighouse, HD6 1EJ","C/O Begbies Traynor, Elliot House, 151 Deansgate, Manchester, M3 3BP",06/18/05,08/26/05
,-214.39,-838.94,2005,"Cross Inn, 46 Towngate, Heptonstall, Hebden Bridge       HX7 7NB",,06/13/05,10/02/07
,-1.23,-1.23,2017,"635A Bradford Road, Bailiff Bridge, Brighouse, HD6 4DY",,05/24/05,
,-12,-12,2006,"13/15 Bridge Gate, Hebden Bridge, HX7 8EX",,07/18/05,05/28/10
,-548.51,-548.51,2005,"Rear Of, 1 Ovenden Road, Halifax, HX3 5PN",,09/01/04,08/31/04
,-35.94,-35.94,2005,"242 King Cross Road, Halifax, HX1 3JP",,12/01/04,04/20/05
,-52.12,-52.12,2008,"Ground Floor, West Yorkshire Fire Station, Hollins Mill Lane, Sowerby Bridge       HX6 2QG",,09/15/04,04/30/08
,-1.03,-1.03,2017,"Unit 35, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",,07/19/04,
,-331.35,-1534.14,2007,"Old Pond Inn, 15 Spout House Lane, Brighouse, HD6 2PL",,10/18/04,10/27/10
,-50,-50,2016,"8 Central Street, Halifax, HX1 1HU",,04/01/06,12/31/15
,-3.18,-3.18,2012,"Unit 12 Nanholme Mill, Shaw Wood Road, Todmorden, OL14 6DR",,03/01/06,03/31/16
,-130,8449.14,2015,"5 Bethel Street, Brighouse, HD6 1JR",,07/27/05,
,-112.34,-112.34,2006,"3 Raven Street, Halifax, HX1 4NB",,05/09/05,02/09/07
,-65.36,-65.36,2009,"28 Spring Hall Place, Halifax, HX1 4TF",,11/26/05,02/28/10
,-6.28,-6.28,2009,"Unit 7a, Lineholme Mill, Burnley Road, Todmorden           OL14 7DH",,12/06/04,04/30/09
,-1.51,-1.51,2017,"12 Briggate, Elland, HX5 9DP",,04/05/05,
West Lane Garage Ltd,-0.51,-0.51,2017,"West Lane Garage, Hall Ings, West Lane, Southowram           HX3 9RG","F.A.O. Mr Steven Gledhill, West Lane Garage, Hall Ings, West Lane, Southowram, HX3 9RG",04/01/05,
,-1.08,-1.08,2017,"38 Halifax Road, Todmorden, OL14 5QG",,08/21/06,
Dootson Contracting Ltd,-6.57,-6.57,2009,"2ND Floor, 4 Garden Street, Hebden Bridge, HX7 8AQ","Salt Pie Farm, Colden, Hebden Bridge, HX7 7TH",09/01/06,04/30/09
Masterclean (Uk) Ltd,-57.42,-57.42,2009,"Unit 5 Emstead Works, Old Lane, Halifax, HX3 5QN","Stansfield House, Shay Lane, Halifax, HX3 5QN",09/01/06,04/30/09
,-11147.28,-73106.88,2013,"Stainland Rd Medical Centre, 70 Stainland Road, Greetland, Halifax              HX4 8BD",,01/24/06,
,-45.29,-45.29,2007,"10 The Colonnade, Piece Hall, Halifax, HX1 1RE",,10/09/06,11/03/07
Think Kaleidoscope Ltd,-355.43,-355.43,2010,"Unit 1 Marshall Hall Mills, Elland Lane, Elland, HX5 9DU","C/O O'Hara & Co, Wesley House, Huddersfield Road, Birstall, WF17 9EJ",10/13/06,09/03/10
,-185.63,-185.63,2013,"Albert Hotel, 3 Albert Street, Hebden Bridge, HX7 8AH",,10/18/06,03/17/14
,-0.74,-0.74,2017,"5 Borough Market, Halifax, HX1 1DY",,11/01/06,
Mark Riley (Brighouse) Ltd,-118,-118,2016,"Grd Flr,Wellington House, Briggate, Brighouse, HD6 1DN","Wellington House, Wellington Arcade, Briggate, Brighouse, HD6 1DN",10/17/06,
Fat Cat Trading Co Ltd,-2.44,-2.44,2009,"17 The Colonnade, Piece Hall, Halifax, HX1 1RE","89 Stainland Road, Greetland, Halifax, HX4 8BD",10/01/06,03/29/10
Ploughcroft Building Services Limited,-29.42,-29.42,2006,"Office 3, 11 Owler Ings Road, Brighouse, HD6 1EJ","Mill 2, St Pegs Mill, Thornhillbeck Lane, Brighouse, HD6 4AH",12/01/06,03/15/07
,-5518.27,-33031.27,2010,"Law Lane, Southowram, Halifax, HX3 9QU",,09/13/90,
,-37.87,-37.87,2012,"Unit 13/14, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",,01/31/07,12/31/13
Lorna Stewart Hair Ltd,-44.37,-44.37,2017,"St Pauls Buildings, Langdale Street, Elland, HX5 0EX","F.A.O Lorna Stuart-Pearson, Unit 7, St Pauls Buildings, Langdale Street, Elland, HX4 0EX",08/05/06,
,-7.42,-7.42,2008,"286 Gibbet Street, Halifax, HX1 4LT",,07/01/05,06/08/08
,-158.13,-347.46,2010,"2ND Floor, 52 Manor Heath Road, Halifax, HX3 0BE",,08/01/07,05/01/10
Spot On Concrete [Hx] Ltd,-77.08,-77.08,2009,"Empire Works, Watkinson Road, Halifax, HX2 9AB","Fao Steven Walker, 90 Pye Nest Road, Pye Nest, Halifax, HX2 7HS",08/01/07,07/31/09
Hebden Bridge Group Practice,-6251.69,-77444.65,2012,"Grange Dene Medical Centre, Grange Dene, Burnley Road, Mytholmroyd          HX7 5LF","Valley Medical Centre, Valley Road, Hebden Bridge, HX7 7BZ",04/01/05,
,-270.74,-270.74,2010,"4 Dale Street, Todmorden, OL14 5PX",,09/02/07,10/28/10
C & R Maintenance Services Ltd,-1.25,-1.25,2017,"Office H M 3.2, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",,05/01/07,
,-160.21,-966.7,2011,"Balcony Store 30, Borough Market, Halifax, HX1 1DZ",,04/01/07,03/31/10
,-174.27,-966.7,2014,"Balcony Store 30, Borough Market, Halifax, HX1 1DZ",,04/01/07,03/31/10
Hammerstones Construction Ltd,-240,6521,2015,"Unit 1 Mount Works, Dewsbury Road, Elland, HX5 9BG","Mount Works, Dewsbury Road, Elland, HX5 9AR",07/31/07,
,-1.77,-1.77,2017,"Unit 6, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",,05/01/07,
,-0.58,-0.58,2017,"18 Carr House Road, Shelf, Halifax, HX3 7QY",,04/20/08,
,-0.55,-0.55,2017,"25A Towngate, Northowram, Halifax, HX3 7DX",,10/15/07,
,-14.4,-14.4,2008,"Unit 8, Phoebe Lane Industrial Est., Halifax, HX3 9EX",,03/12/08,06/30/08
Haley Bros [ Builders] Ltd [In Liquidation],-86.08,-86.08,2008,"19-23 Old Gate, Hebden Bridge, HX7 6EN","C/O X.L Business Solutions, 1st Floor, 2-4 West Street, Cleckheaton, BD19 5AJ",04/01/08,12/10/08
,-1.07,-1.07,2017,"87 Stainland Road, Greetland, Halifax, HX4 8BD",,01/18/08,
,-7320,-13963,2015,"Long Lea Mills, Halifax Road, Elland, HX5 0SH",,01/01/08,03/31/15
,-344.72,-344.72,2010,"71 Stainland Road, Greetland, Halifax, HX4 8BD",,04/08/08,03/31/10
,-82.8,-432.81,2010,"3 Albion Street, Halifax, HX1 1DU",,12/04/07,01/30/12
B & Q Plc,-91600,-319259.62,2012,"7 Shroggs Road, Halifax, HX1 5HZ","C/O Gl Hearn Management Ltd, Po Box 1821, Southampton, SO18 9NA",04/04/08,
,-45.37,-45.37,2009,"15 Towngate, Sowerby, Sowerby Bridge, HX6 1HT",,01/02/08,02/25/10
,-0.37,-0.37,2017,"8 Regent Place, Sowerby Bridge, HX6 2HG",,02/07/08,
,-5.91,-5.91,2009,"Unit 16a, Mill House Works, Mill House Lane, Triangle            HX6 3LN",,06/02/08,04/30/09
,-12.33,-12.33,2009,"Unit 6, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",,09/01/08,05/30/09
Anchor Trust,-150.72,-150.72,2011,"Office H M 2.12, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN","Burnbank House, Balliol Business Park, Longbenton, Newcastle Upon Tyne, NE12 8EW",12/01/07,10/01/11
Brighouse Textiles [Wholesale] Ltd [ In Liquidation],-154.92,-154.92,2010,"Market Stall 124/131, Market Hall, Borough Market, Halifax             HX1 1DZ","O'Hara & Co, Wesley House, Huddersfield Road, Birstall, WF17 9EJ",10/13/08,03/31/10
School Of Thought 2000 Ltd,-15.53,-15.53,2010,"Office 7, Church View Office Centre, Elland Road, Ripponden            HX6 4DB","41 Stonelea, Barkisland, Halifax, HX4 0HD",07/31/08,07/31/10
,-6.08,-6.08,2009,"Unit 13, Asquith Bottom Mills, Ridge Street, Sowerby Bridge       HX6 3BS",,12/02/08,06/28/09
,-1.59,-1.59,2017,"Unit 1 Grange Farm, Ovenden Wood Road, Halifax, HX2 0TQ",,12/02/08,
,-219.87,-806.33,2010,"11/13 Albion Street, Halifax, HX1 1DU",,04/01/09,12/31/11
,-14.56,-14.56,2009,"Unit 8, Phoebe Lane Industrial Est., Halifax, HX3 9EX",,07/05/08,01/05/10
Redwoods Ifa Ltd,-12.14,-12.14,2015,"10 Central Street, Halifax, HX1 1HU","53 Crown Street, Halifax, HX1 1JB",04/01/09,12/31/15
,-56.59,-56.59,2010,"24 Burnley Road, Todmorden, OL14 5EZ",,06/13/09,05/21/10
,-335.24,-335.24,2011,"21/22 Borough Market, Halifax, HX1 1DY",,04/01/09,03/31/11
,-0.01,631.42,2015,"342/344 Burnley Road, Todmorden, OL14 8EX",,09/10/13,
Spyshop Online.Co.Uk. Ltd,-4348.75,-2491.22,2016,"Unit 3 Crow Carr Ings Mill, Vale Street, Todmorden, OL14 5HG",,10/01/13,
,-260,-260,2017,"39A Market Street, Hebden Bridge, HX7 6EU",,08/26/13,
Bizspace Ltd,-600.21,-600.21,2014,"Unit 11, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",11/18/13,06/01/14
John Crossley & Sons Ltd,-1226.41,-1226.41,2013,"Unit B1, Ladyship Industrial Estate, Old Lane, Halifax             HX3 5QN","Fao Rupert Wj Crossley, Bankfield Works, Haley Hill, Halifax, HX3 6ED",07/16/13,07/15/13
,-1.04,-1.04,2017,"Pear Tree Garage, Halifax Old Road, Hipperholme, Halifax              HX3 8PJ",,02/17/14,
,-1192.23,-1192.23,2016,"Kent House, 16 Bull Close Lane, Halifax, HX1 2EF",,04/11/14,07/31/16
,-206.75,-206.75,2012,"Harley Mill, Harley Street, Todmorden, OL14 5JE",,04/01/10,11/20/12
Anchor Trust,-157.18,-157.18,2011,"Office H M 2.13, Holdsworth Mills, Holdsworth Road, Halifax              HX3 6SN","Burnbank House, Balliol Business Park, Longbenton, Newcastle Upon Tyne, NE12 8EW",11/01/09,10/01/11
,-12,-12,2017,"Unit 7 Halifax Autocars, Shay Lane, Halifax, HX3 6QU",,08/01/10,
,-145.33,-145.33,2011,"Office H M 2.9, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",,11/05/11,03/31/14
Zych Ceramics Ltd,-184.23,-184.23,2012,"Office 3.8, 1ST Floor, White Rose Mill, Holdsworth Road, Holmfield            HX3 6SN","The Old Town Hall, Thornton Square, Brighouse, HD6 1EB",08/01/12,07/31/12
,-2.31,-2.31,2012,"232 Ovenden Way, Ovenden, Halifax, HX3 5NU",,03/22/11,03/21/14
Sainsbury's Bank Plc,-141.5,1606,2016,"Atm Site, Sainsbury's Supermarket, Burnley Road, Mytholmroyd          HX7 5LH","C/O Cbre Corporate Outsourcing Ltd, 55 Temple Row, Brimingham, B2 5LS",04/01/10,
Cafe Dino's Ltd,-417.12,-417.12,2017,"23 Alexandra Street, Halifax, HX1 1BS","23 Alexandra Street, Halifax, HX1 1BS",07/16/11,
,-1522.93,-1522.93,2011,"1D Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",,01/24/11,07/31/11
,-230.57,-230.57,2016,"25 Bull Close Lane, Halifax, HX1 2EF",,11/14/11,07/22/16
,-2.64,-2.64,2012,"Storeroom 9 Market Hall, Brook Street, Todmorden, OL14 5AJ",,01/01/12,08/01/12
,-104.89,-104.89,2013,"Units 23,24 & 25 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",,02/01/13,10/29/13
The Dean Clough Foundation,-99.08,-99.08,2016,"Office Suite D40, Dean Clough, Halifax, HX3 5AX","Attn Ruth Robinson, Office Suite D182, Dean Clough, Halifax, HX3 5AX",03/01/13,12/31/16
,-150,-150,2010,"39/41 Thornhill Road, Brighouse, HD6 3AX",,10/13/09,06/20/10
,-259.33,-259.33,2009,"Commercial Garage, Hollins Mill Lane, Sowerby Bridge, HX6 2QG",,05/19/09,05/18/09
Claim 500 Ltd,-713.54,-713.54,2011,"Unit 10E, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU","242 Marton Road, Middlesborough, Cleveland, TS4 2EZ",10/01/10,12/31/11
,-1.06,-1.06,2017,"Arthur Street, Brighouse, HD6 1PY",,02/27/10,
,-76.98,-76.98,2010,"1 Victoria Road, Elland, HX5 0AB",,11/01/09,07/16/10
