Organisation Name,Dept,Service Cat Label,Expenditure CIPFA Sub Group Label,Purpose Of Spend,Supplier,Supplier Reference,Pay Date,Transaction Number,Net Amount,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,T & F STEEL DESIGNS LTD,A0002627,08/01/2015,EST0258050,620,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,CD14,Capital : Payments,ROBINSON & LAWLOR LIMITED,A0090107,08/01/2015,EST0258051,8158.6,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884,08/01/2015,EST0258053,82.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884,08/01/2015,EST0258053,108,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884,08/01/2015,EST0258053,162,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884,08/01/2015,EST0258053,104.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884,08/01/2015,EST0258053,58,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884,08/01/2015,EST0258053,71.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884,08/01/2015,EST0258053,156.2,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884,08/01/2015,EST0258053,71.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884,08/01/2015,EST0258053,78.32,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884,08/01/2015,EST0258053,105.1,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884,08/01/2015,EST0258053,111.85,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884,08/01/2015,EST0258053,127.32,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884,08/01/2015,EST0258053,117.17,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884,08/01/2015,EST0258053,113.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884,08/01/2015,EST0258053,141.79,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884,08/01/2015,EST0258053,655.47,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884,08/01/2015,EST0258053,33,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,J DRIVER LTD,A0000884,08/01/2015,EST0258053,93.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,F NUTTER & SONS,A0002037,08/01/2015,EST0258058,13.12,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,F NUTTER & SONS,A0002037,08/01/2015,EST0258058,266.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4705,Other Expenses,F NUTTER & SONS,A0002037,08/01/2015,EST0258058,38.51,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4705,Other Expenses,F NUTTER & SONS,A0002037,08/01/2015,EST0258058,247,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4705,Other Expenses,F NUTTER & SONS,A0002037,08/01/2015,EST0258058,299,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,T & F STEEL DESIGNS LTD,A0002627,08/01/2015,EST0258059,164,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0001986,08/01/2015,EST0258065,113.94,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0001986,08/01/2015,EST0258068,208.76,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2501,Water & Sewerage,YORKSHIRE WATER,A0002808,08/01/2015,EST0258069,25.46,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4704,Publicity & advertisement,STEVEN REED,A0090092,08/01/2015,EST0258070,250,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0001986,08/01/2015,EST0258072,238.92,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4704,Publicity & advertisement,THE WORLDS FAIR LTD,A0002651,08/01/2015,EST0258074,97.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4704,Publicity & advertisement,THE WORLDS FAIR LTD,A0002651,08/01/2015,EST0258074,97.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4704,Publicity & advertisement,THE WORLDS FAIR LTD,A0002651,08/01/2015,EST0258075,97.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4704,Publicity & advertisement,THE WORLDS FAIR LTD,A0002651,08/01/2015,EST0258075,97.5,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,RAILSIDE TRADING CO.,A0010378,08/01/2015,HED0257975,54.6,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,08/01/2015,HED0257976,157,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,ANDIDRAIN LIMITED,A0041404,08/01/2015,HED0257977,206.25,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,08/01/2015,HED0257978,157,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,08/01/2015,HED0257978,100,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,ANDIDRAIN LIMITED,A0041404,08/01/2015,HED0257979,350,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,ANDIDRAIN LIMITED,A0041404,08/01/2015,HED0257980,350,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,ANDIDRAIN LIMITED,A0041404,08/01/2015,HED0257981,350,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,ANDIDRAIN LIMITED,A0041404,08/01/2015,HED0257982,500,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,ANDIDRAIN LIMITED,A0041404,08/01/2015,HED0257983,600,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2606,Passenger Shelter Cleaning,JANDON CLEANING SERVICES,A0079028,08/01/2015,HED0257988,400,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4420,NPA`s (National Prking Adjudication),TRAFFIC ENFORCEMENT CENTRE,A0072097,08/01/2015,HED0257989,800,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,LANDSCAPE ENGINEERING LTD,A0013135,08/01/2015,HED0257990,1184,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,TRAVIS PERKINS TRADING CO LTD,A0002709,08/01/2015,HED0257994,68,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672,08/01/2015,HED0257995,13.92,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LANLEE SUPPLIES LIMITED,A0001672,08/01/2015,HED0257995,59.98,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,TRAVIS PERKINS TRADING CO LTD,A0002709,08/01/2015,HED0257996,102,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,EXCELSIOR ROTO MOULDING LIMITED,A0059849,08/01/2015,HED0257997,110,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4001,EFM : Photocopiers,AZZURRI COMMUNICATIONS LIMITED,A0012512,08/01/2015,HED0258062,6.5,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4001,EFM : Photocopiers,AZZURRI COMMUNICATIONS LIMITED,A0012512,08/01/2015,HED0258066,132.92,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,COLNE AMATEUR SWIMMING CLUB,A0090149,08/01/2015,HED0258071,1650,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,EXCELSIOR ROTO MOULDING LIMITED,A0059849,08/01/2015,HED0258130,110,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4305,Newspapers & Periodicals,MARTINS,A0074550,08/01/2015,HED0258131,67.3,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,T & F STEEL DESIGNS LTD,A0002627,08/01/2015,HED0258132,42,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,T & F STEEL DESIGNS LTD,A0002627,08/01/2015,HED0258132,170,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,BOWLAND ECOLOGY LIMITED,A0047425,08/01/2015,HED0258133,295.3,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,08/01/2015,HED0258134,42,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,08/01/2015,HED0258134,240,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,08/01/2015,HED0258135,90,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,08/01/2015,HED0258136,65,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,E.ON,A0023073,08/01/2015,HED0258138,146.56,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2001,Bldgs : R & M : Day To Day,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,08/01/2015,HED0258139,9.5,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2001,Bldgs : R & M : Day To Day,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,08/01/2015,HED0258139,45,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,BRUSHWOOD DESIGN LTD,A0048828,08/01/2015,HED0258140,10,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,BRUSHWOOD DESIGN LTD,A0048828,08/01/2015,HED0258140,17.12,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,BRUSHWOOD DESIGN LTD,A0048828,08/01/2015,HED0258140,159.9,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,08/01/2015,HED0258141,95,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,E.ON,A0023073,08/01/2015,HED0258142,367.53,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2001,Bldgs : R & M : Day To Day,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,08/01/2015,HED0258143,9.5,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2001,Bldgs : R & M : Day To Day,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,08/01/2015,HED0258143,90,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2001,Bldgs : R & M : Day To Day,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,08/01/2015,HED0258145,6.5,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2001,Bldgs : R & M : Day To Day,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,08/01/2015,HED0258145,65,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,08/01/2015,HED0258147,42,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865,08/01/2015,HED0258147,240,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4003,EFM : Other Equipment,AZZURRI COMMUNICATIONS LIMITED,A0012512,08/01/2015,HED0258149,5.19,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,4001,EFM : Photocopiers,AZZURRI COMMUNICATIONS LIMITED,A0012512,08/01/2015,HMR0257991,17.94,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,4001,EFM : Photocopiers,CANON (UK) LIMITED,A0040400,08/01/2015,HMR0257992,161.55,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,LANCASHIRE COUNTY COUNCIL,A0001690,08/01/2015,HMR0257993,3407.5,N,N/A,N,567.92
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545,08/01/2015,HMR0258000,18.24,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545,08/01/2015,HMR0258001,18.4,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545,08/01/2015,HMR0258002,19.69,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545,08/01/2015,HMR0258003,21.46,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545,08/01/2015,HMR0258004,21.78,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545,08/01/2015,HMR0258005,21.78,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545,08/01/2015,HMR0258006,25.82,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545,08/01/2015,HMR0258007,57.05,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,SCOTTISH POWER,A0063942,08/01/2015,HMR0258008,90,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545,08/01/2015,HMR0258030,155.48,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545,08/01/2015,HMR0258031,195.46,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,NPOWER,A0054545,08/01/2015,HMR0258033,384.62,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,WILKIN HEATING & PLUMBING LTD,A0070628,08/01/2015,HMR0258044,2683.33,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,G I HOPLEY LIMITED,A0090093,08/01/2015,HMR0258093,7348,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CH22,Ren Grant : 1996 Act,BLADES DEVELOPMENTS NW LIMITED,A0089999,08/01/2015,HMR0258094,2390.36,N,N/A,N,398.39
Pendle Borough Council,Housing Regeneration Services,Capital Costs,CD14,Capital : Payments,BRIERFIELD TOWN COUNCIL,A0000469,08/01/2015,HMR0258151,96,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640,08/01/2015,MAN0257958,222.48,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4601,Seminars etc All Costs,Redacted - Personal Data,A0007326,08/01/2015,MAN0257963,21.5,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,4702,Adverts : Statutory Notice,JOHNSTON PUBLISHING LIMITED,A0059640,08/01/2015,MAN0257999,247.2,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0001986,08/01/2015,OPS0258009,291.79,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2501,Water & Sewerage,UNITED UTILITIES,A0001986,08/01/2015,OPS0258010,2741.88,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,PENDLE PERSONNEL LTD,A0002198,08/01/2015,OPS0258011,204.96,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,PENDLE PERSONNEL LTD,A0002198,08/01/2015,OPS0258011,325.71,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4502,Telephones : Direct,REMGUARD LTD,A0002338,08/01/2015,OPS0258012,112,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAYNET RECRUITMENT AGENCY,A0090049,08/01/2015,OPS0258013,182.75,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAYNET RECRUITMENT AGENCY,A0090049,08/01/2015,OPS0258016,459.81,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAYNET RECRUITMENT AGENCY,A0090049,08/01/2015,OPS0258018,265.28,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,DRIVER HIRE,A0003556,08/01/2015,OPS0258019,91.13,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,DRIVER HIRE,A0003556,08/01/2015,OPS0258019,364.5,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,DRIVER HIRE,A0003556,08/01/2015,OPS0258021,318.9,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,DRIVER HIRE,A0003556,08/01/2015,OPS0258021,273.38,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,DRIVER HIRE,A0003556,08/01/2015,OPS0258024,137.78,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,DRIVER HIRE,A0003556,08/01/2015,OPS0258024,547.81,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080,08/01/2015,OPS0258026,1108.08,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080,08/01/2015,OPS0258026,908.12,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080,08/01/2015,OPS0258026,377.82,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080,08/01/2015,OPS0258027,8.49,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080,08/01/2015,OPS0258028,1913.57,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080,08/01/2015,OPS0258028,1436.18,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080,08/01/2015,OPS0258028,63.68,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,ORCHARD RECYCLING SERVICE,A0015803,08/01/2015,OPS0258034,56.7,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,ORCHARD RECYCLING SERVICE,A0015803,08/01/2015,OPS0258034,1234.8,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,ORCHARD RECYCLING SERVICE,A0015803,08/01/2015,OPS0258035,611.1,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,ORCHARD RECYCLING SERVICE,A0015803,08/01/2015,OPS0258036,548.1,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4201,Protective Clothing,OPTION HYGIENE LIMITED,A0002063,08/01/2015,OPS0258037,1.65,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4201,Protective Clothing,OPTION HYGIENE LIMITED,A0002063,08/01/2015,OPS0258037,4.01,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4201,Protective Clothing,OPTION HYGIENE LIMITED,A0002063,08/01/2015,OPS0258037,5.04,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,OPTION HYGIENE LIMITED,A0002063,08/01/2015,OPS0258037,5.03,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4004,EFM Materials,JEWSON LIMITED,A0001323,08/01/2015,OPS0258038,0.66,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4004,EFM Materials,JEWSON LIMITED,A0001323,08/01/2015,OPS0258038,1.43,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4004,EFM Materials,JEWSON LIMITED,A0001323,08/01/2015,OPS0258038,3.9,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4004,EFM Materials,JEWSON LIMITED,A0001323,08/01/2015,OPS0258038,7.15,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4004,EFM Materials,JEWSON LIMITED,A0001323,08/01/2015,OPS0258038,15.76,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,THE HELPING HAND CO LTD,A0002655,08/01/2015,OPS0258039,142.52,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Indirect Employee Expenses,1270,Lone Worker Monitoring Service,CONNEXION2 LIMITED,A0089719,08/01/2015,OPS0258040,372.05,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4003,EFM : Other Equipment,BARNES JB LIMITED,A0000202,08/01/2015,OPS0258041,130,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,BARNES JB LIMITED,A0000202,08/01/2015,OPS0258042,15.05,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4007,Sub-Contractors,STANLEY BROTHERS (TIPPERS) LTD,A0002422,08/01/2015,OPS0258043,360,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820,08/01/2015,OPS0258045,25.8,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820,08/01/2015,OPS0258045,50,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820,08/01/2015,OPS0258045,51.6,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820,08/01/2015,OPS0258046,18.3,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820,08/01/2015,OPS0258046,28.8,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820,08/01/2015,OPS0258046,51.6,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820,08/01/2015,OPS0258047,21.3,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820,08/01/2015,OPS0258047,25,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820,08/01/2015,OPS0258047,25.8,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820,08/01/2015,OPS0258047,42.6,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,JOHNSONS PPE,A0072820,08/01/2015,OPS0258047,62.5,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,TCS (WASTE) LIMITED,A0072822,08/01/2015,OPS0258048,70,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,TCS (WASTE) LIMITED,A0072822,08/01/2015,OPS0258048,70,N,N/A,N,N/A
