Body,Body name,Service label,Service divison label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01155,1564.98,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01156,1553.61,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Agency Staff,8,07-Apr-11,1105-01157,566.4,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Agency Staff,8,07-Apr-11,1105-01158,565.36,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Agency Staff,8,07-Apr-11,1105-01159,565.2,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01160,564.18,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01161,564.18,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Agency Staff,8,07-Apr-11,1105-01162,563.34,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01163,561.53,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,City Development,Employees,Agency Staff,8,07-Apr-11,1105-01164,557.96,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01165,557.92,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01166,557.6,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01167,556.86,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01168,552.8,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01169,546.46,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01170,545.59,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Central & Corporate Functions,Employees,Agency Staff,8,07-Apr-11,1105-01171,541.2,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01172,539.62,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01173,530.1,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01174,524.09,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Agency Staff,8,07-Apr-11,1105-01175,520.22,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Agency Staff,8,07-Apr-11,1105-01176,514.3,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01177,507.56,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01178,507.48,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01179,499.15,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01180,499.15,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01181,499.1,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01182,496.1,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01183,493,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01184,491.02,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Agency Staff,8,07-Apr-11,1105-01185,490.27,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Agency Staff,8,07-Apr-11,1105-01186,486.92,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Agency Staff,8,07-Apr-11,1105-01187,486.53,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01188,485.9,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Agency Staff,8,07-Apr-11,1105-01189,485.83,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01190,483.96,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01191,483.96,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01192,483.16,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01193,480.2,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01194,479.55,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01195,478.15,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,City Development,Employees,Agency Staff,8,07-Apr-11,1105-01196,478.04,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01197,475.08,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01198,475.04,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01199,472.12,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Agency Staff,8,07-Apr-11,1105-01200,471.24,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01201,469.55,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01202,469.55,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01203,468.06,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01204,467.4,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01205,467.4,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01206,467.22,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01207,467.19,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01208,465.85,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01209,465.46,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01210,463.63,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01211,462.52,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01212,462.24,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01213,462.24,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01214,456.03,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01215,454.89,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01216,454.86,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01217,454.06,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01218,453.25,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Corporate Governance,Employees,Agency Staff,8,07-Apr-11,1105-01219,452.39,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01220,452.14,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01221,450.3,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01222,450,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01223,449.44,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01224,449.26,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01225,445.84,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01226,445.8,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01227,445.5,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Agency Staff,8,07-Apr-11,1105-01228,445.48,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Central & Corporate Functions,Employees,Agency Staff,8,07-Apr-11,1105-01229,444.6,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01230,444.03,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Central & Corporate Functions,Employees,Agency Staff,8,07-Apr-11,1105-01231,442.74,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01232,440.37,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01233,438.64,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01234,434.1,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01235,433.64,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01236,433.64,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01237,433.64,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01238,433.64,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01239,433.2,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01240,433.2,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01241,433.2,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01242,433.2,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01243,433.2,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01244,433.2,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01245,433.2,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01246,433.2,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01247,433.2,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01248,432.9,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01249,432.39,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01250,432.16,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01251,431.84,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01252,431.7,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01253,427.5,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01254,427.14,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Central & Corporate Functions,Employees,Agency Staff,8,07-Apr-11,1105-01255,426.98,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01256,425.92,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01257,425.92,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Corporate Governance,Employees,Agency Staff,8,07-Apr-11,1105-01258,423.28,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01259,422.53,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01260,419.93,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Central & Corporate Functions,Employees,Agency Staff,8,07-Apr-11,1105-01261,418.47,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01262,418.1,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Central & Corporate Functions,Employees,Agency Staff,8,07-Apr-11,1105-01263,417.6,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01264,417.48,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Agency Staff,8,07-Apr-11,1105-01265,676.36,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01266,673.81,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01267,671.58,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,City Development,Employees,Agency Staff,8,07-Apr-11,1105-01268,667.09,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Agency Staff,8,07-Apr-11,1105-01269,666.74,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01270,664.71,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01271,662.32,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Agency Staff,8,07-Apr-11,1105-01272,660.47,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Central & Corporate Functions,Employees,Agency Staff,8,07-Apr-11,1105-01273,656.7,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01274,654.53,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Agency Staff,8,07-Apr-11,1105-01275,649.33,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Agency Staff,8,07-Apr-11,1105-01276,649.33,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Agency Staff,8,07-Apr-11,1105-01277,649.33,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Agency Staff,8,07-Apr-11,1105-01278,649.33,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Corporate Governance,Employees,Agency Staff,8,07-Apr-11,1105-01279,647.15,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01280,645.96,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01281,638.6,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01282,638.4,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01283,638,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01284,635.36,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01285,631.72,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01286,627.75,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Agency Staff,8,07-Apr-11,1105-01287,627.13,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01288,625.25,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01289,621.47,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01290,618.77,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Integrated Youth Support Service,Employees,Agency Staff,8,07-Apr-11,1105-01291,615.62,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Agency Staff,8,07-Apr-11,1105-01292,615.24,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Agency Staff,8,07-Apr-11,1105-01293,614.23,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01294,613.67,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01295,611.86,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01296,606.56,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Employees,Agency Staff,8,07-Apr-11,1105-01297,606.48,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Childrens Services,Employees,Agency Staff,8,07-Apr-11,1105-01298,602.91,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01299,602.31,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment and Neighbourhoods,Streetscene Environmental Services,Employees,Agency Staff,8,07-Apr-11,1105-01300,598.95,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Employees,Agency Staff,8,07-Apr-11,1105-01301,594.8,R,Comensura Limited
