ORGANISATION NAME,EFFECTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,08/12/2017,£639.72,RESIDENTIAL LONG TERM,V001200430
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200431
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200432
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,THE JOSEPH COX CHARITY,08/12/2017,£983.48,RESIDENTIAL LONG TERM,V001200451
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,08/12/2017,£635.68,RESIDENTIAL LONG TERM,V001200452
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,08/12/2017,£588.00,NURSING LONG TERM,V001200453
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,08/12/2017,£681.10,NURSING LONG TERM,V001200454
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,HORIZON  RESIDENTIAL HOMES LTD,08/12/2017,£631.10,RESIDENTIAL LONG TERM,V001200456
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,MT CARE PROPERTY LTD,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200457
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,THE LAKES CARE CENTRE,08/12/2017,£771.70,NURSING LONG TERM,V001200458
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,08/12/2017,"£2,876.36",RESIDENTIAL LONG TERM,V001200459
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE OVAL LTD,08/12/2017,£638.60,NURSING LONG TERM,V001200460
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200461
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,BROWFIELD RESIDENTIAL HOME,08/12/2017,£706.50,RESIDENTIAL LONG TERM,V001200462
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,08/12/2017,£800.00,RESIDENTIAL LONG TERM,V001200463
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,BROWFIELD RESIDENTIAL HOME,08/12/2017,"£1,093.24",RESIDENTIAL LONG TERM,V001200464
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,BELVOIR CARE HOME LIMITED,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200465
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,HC ONE OVAL LTD,08/12/2017,£631.10,RESIDENTIAL LONG TERM,V001200466
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,SUNNYBANK P R S LTD,08/12/2017,"£1,148.80",RESIDENTIAL LONG TERM,V001200467
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,SUNNYBANK P R S LTD,08/12/2017,£571.20,RESIDENTIAL LONG TERM,V001200468
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,08/12/2017,£840.64,RESIDENTIAL LONG TERM,V001200469
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,08/12/2017,"£1,854.50",RESIDENTIAL LONG TERM,V001200470
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,08/12/2017,"£1,876.76",RESIDENTIAL LONG TERM,V001200471
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,STRATHMORE HOUSE,08/12/2017,£654.54,RESIDENTIAL LONG TERM,V001200472
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,CHAFFINCH RESIDENTIAL HOME,08/12/2017,£585.44,RESIDENTIAL LONG TERM,V001200473
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,BROWFIELD RESIDENTIAL HOME,08/12/2017,"£1,115.10",RESIDENTIAL LONG TERM,V001200474
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,08/12/2017,£737.40,RESIDENTIAL LONG TERM,V001200475
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,HC ONE OVAL LTD,08/12/2017,£631.10,NURSING LONG TERM,V001200476
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,08/12/2017,"£2,198.48",RESIDENTIAL LONG TERM,V001200477
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,EAST AND WEST HEALTHCARE LIMITED,08/12/2017,£736.50,NURSING LONG TERM,V001200478
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,CHOICE LIMITED,08/12/2017,"£3,564.56",RESIDENTIAL LONG TERM,V001200479
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,08/12/2017,"£1,012.28",NURSING LONG TERM,V001200480
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200481
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,WELLESLEY HOUSE,08/12/2017,"£1,806.98",RESIDENTIAL LONG TERM,V001200482
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,MOORHAVEN NURSING HOME,08/12/2017,£529.80,RESIDENTIAL LONG TERM,V001200483
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200484
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,HC ONE LTD,08/12/2017,"£1,062.82",NURSING LONG TERM,V001200485
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,08/12/2017,£714.50,RESIDENTIAL LONG TERM,V001200486
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,08/12/2017,£585.30,NURSING LONG TERM,V001200487
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200488
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,DRB HEALTHCARE LTD,08/12/2017,£611.38,RESIDENTIAL LONG TERM,V001200489
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,HEALYCARE LTD,08/12/2017,£682.00,RESIDENTIAL LONG TERM,V001200490
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,HEALYCARE LTD,08/12/2017,£682.00,RESIDENTIAL LONG TERM,V001200491
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,HEALYCARE LTD,08/12/2017,£682.00,RESIDENTIAL LONG TERM,V001200492
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,08/12/2017,"£2,578.70",RESIDENTIAL LONG TERM,V001200493
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,08/12/2017,"£2,572.40",RESIDENTIAL LONG TERM,V001200494
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,RANDOMLIGHT LIMITED,08/12/2017,"£3,000.00",RESIDENTIAL LONG TERM,V001200495
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,08/12/2017,£698.70,RESIDENTIAL LONG TERM,V001200496
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,EAST AND WEST HEALTHCARE LIMITED,08/12/2017,£738.70,NURSING LONG TERM,V001200497
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,FITZROY,08/12/2017,"£2,121.96",RESIDENTIAL LONG TERM,V001200498
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,08/12/2017,"£2,380.80",RESIDENTIAL LONG TERM,V001200499
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,08/12/2017,"£2,403.60",RESIDENTIAL LONG TERM,V001200500
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,AUTISM INITIATIVES,08/12/2017,"£2,937.66",RESIDENTIAL LONG TERM,V001200501
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,BROWFIELD RESIDENTIAL HOME,08/12/2017,£631.10,NURSING LONG TERM,V001200502
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,08/12/2017,"£1,228.78",RESIDENTIAL LONG TERM,V001200503
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,08/12/2017,£969.42,RESIDENTIAL LONG TERM,V001200504
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,08/12/2017,"£3,319.44",RESIDENTIAL LONG TERM,V001200505
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,08/12/2017,"£2,636.08",RESIDENTIAL LONG TERM,V001200506
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,08/12/2017,"£1,731.90",RESIDENTIAL LONG TERM,V001200507
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,08/12/2017,"£2,387.64",RESIDENTIAL LONG TERM,V001200508
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,08/12/2017,"£2,495.82",RESIDENTIAL LONG TERM,V001200509
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,08/12/2017,"£1,864.40",RESIDENTIAL LONG TERM,V001200510
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,AUTISM PLUS LIMITED,08/12/2017,"£2,071.08",RESIDENTIAL LONG TERM,V001200511
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,08/12/2017,"£1,832.76",RESIDENTIAL LONG TERM,V001200512
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,08/12/2017,"£1,748.10",RESIDENTIAL LONG TERM,V001200513
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,RANDOMLIGHT LIMITED,08/12/2017,"£1,200.00",RESIDENTIAL LONG TERM,V001200515
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,08/12/2017,"£2,265.18",RESIDENTIAL LONG TERM,V001200516
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,BROOKFIELD CARE HOME,08/12/2017,£838.36,RESIDENTIAL LONG TERM,V001200517
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,08/12/2017,"£2,111.00",RESIDENTIAL LONG TERM,V001200518
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,DAVID LEWIS ORGANISATION,08/12/2017,"£6,503.68",RESIDENTIAL LONG TERM,V001200519
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,08/12/2017,"£2,185.10",RESIDENTIAL LONG TERM,V001200520
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,08/12/2017,"£1,450.70",RESIDENTIAL LONG TERM,V001200521
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200522
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,08/12/2017,"£1,976.20",RESIDENTIAL LONG TERM,V001200523
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,08/12/2017,£698.70,RESIDENTIAL LONG TERM,V001200524
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200525
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200526
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,08/12/2017,£631.10,RESIDENTIAL LONG TERM,V001200527
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200528
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,AVERILL HOUSE CARE HOME,08/12/2017,£615.80,RESIDENTIAL LONG TERM,V001200529
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,08/12/2017,£806.52,NURSING LONG TERM,V001200530
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,OAKLAND HOUSE CARE HOME,08/12/2017,£938.96,NURSING LONG TERM,V001200531
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,08/12/2017,£805.64,NURSING LONG TERM,V001200532
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,08/12/2017,£671.10,NURSING LONG TERM,V001200533
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,SUNNYBANK P R S LTD,08/12/2017,"£1,618.80",RESIDENTIAL LONG TERM,V001200534
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,08/12/2017,"£2,887.24",RESIDENTIAL LONG TERM,V001200535
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,08/12/2017,£698.70,RESIDENTIAL LONG TERM,V001200536
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,WELLESLEY HOUSE,08/12/2017,"£2,316.28",RESIDENTIAL LONG TERM,V001200537
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,08/12/2017,"£5,398.70",RESIDENTIAL LONG TERM,V001200538
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200539
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,08/12/2017,"£2,017.90",RESIDENTIAL LONG TERM,V001200540
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,08/12/2017,£940.00,NURSING LONG TERM,V001200541
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,08/12/2017,£631.10,NURSING LONG TERM,V001200542
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,CARE IN SAFE HANDS HEALTHCARE LIMITED,08/12/2017,"£3,473.10",RESIDENTIAL LONG TERM,V001200543
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,FREEHOLD COTTAGE,08/12/2017,"£1,184.00",RESIDENTIAL LONG TERM,V001200544
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,THE REGARD PARTNERSHIP LIMITED,08/12/2017,£919.10,RESIDENTIAL LONG TERM,V001200545
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE,08/12/2017,£533.58,NURSING LONG TERM,V001200546
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,08/12/2017,£806.52,RESIDENTIAL LONG TERM,V001200547
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,08/12/2017,"£1,460.28",RESIDENTIAL LONG TERM,V001200548
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,BROOKVALE RESIDENTIAL CARE,08/12/2017,£991.98,RESIDENTIAL LONG TERM,V001200549
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,BROOKVALE RESIDENTIAL CARE,08/12/2017,£991.98,RESIDENTIAL LONG TERM,V001200550
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,BROOKVALE RESIDENTIAL CARE,08/12/2017,£938.50,RESIDENTIAL LONG TERM,V001200551
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,BROOKVALE RESIDENTIAL CARE,08/12/2017,£938.50,RESIDENTIAL LONG TERM,V001200552
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200553
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,08/12/2017,"£2,037.74",RESIDENTIAL LONG TERM,V001200554
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE OVAL LTD,08/12/2017,£508.30,RESIDENTIAL LONG TERM,V001200555
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE OVAL LTD,08/12/2017,£565.76,RESIDENTIAL LONG TERM,V001200556
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200558
ROCHDALE BOROUGH COUNCIL,22/12/2017,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,22/12/2017,£645.10,RESIDENTIAL LONG TERM,V001200559
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200560
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,08/12/2017,-£512.60,NURSING LONG TERM,V001200561
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,08/12/2017,"-£1,435.28",NURSING LONG TERM,V001200562
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,08/12/2017,£717.64,NURSING LONG TERM,V001200563
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,08/12/2017,£611.48,RESIDENTIAL LONG TERM,V001200564
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,WELLESLEY HOUSE,08/12/2017,"£1,875.14",RESIDENTIAL LONG TERM,V001200565
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200566
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,PENDLETON CARE LTD,08/12/2017,"£3,355.60",RESIDENTIAL LONG TERM,V001200567
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,MT CARE PROPERTY LTD,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200568
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,08/12/2017,"£2,310.30",RESIDENTIAL LONG TERM,V001200569
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,08/12/2017,"£2,746.00",RESIDENTIAL LONG TERM,V001200570
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,ELDERCARE LANCS LIMITED,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200571
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,ELDERCARE LANCS LIMITED,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200572
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,08/12/2017,"£2,368.94",RESIDENTIAL LONG TERM,V001200573
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,ST GEORGES NURSING HOME OLDHAM LTD,08/12/2017,"£1,472.60",NURSING LONG TERM,V001200574
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,08/12/2017,£900.00,SHORT TERM CARE - RESIDENTIAL,V001200576
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,08/12/2017,£900.00,SHORT TERM CARE - RESIDENTIAL,V001200577
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,HOLLIN KNOWLE RESIDENTIAL CARE HOME,08/12/2017,£727.50,RESIDENTIAL LONG TERM,V001200578
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,08/12/2017,£611.40,RESIDENTIAL LONG TERM,V001200579
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,STANSFIELD HALL REST HOME,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200580
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,08/12/2017,£630.50,RESIDENTIAL LONG TERM,V001200581
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,DENTAK CARE AND SERVICES LTD,08/12/2017,£900.00,NURSING LONG TERM,V001200582
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,FOUR SEASONS HEALTHCARE,08/12/2017,£657.10,RESIDENTIAL LONG TERM,V001200583
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,08/12/2017,£631.10,NURSING LONG TERM,V001200584
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,08/12/2017,£579.40,RESIDENTIAL LONG TERM,V001200585
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,EAST AND WEST HEALTHCARE LIMITED,08/12/2017,£838.70,NURSING LONG TERM,V001200586
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,BUPA CARE HOMES LIMITED,08/12/2017,"£1,010.00",NURSING LONG TERM,V001200587
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE CARE HOME,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200588
ROCHDALE BOROUGH COUNCIL,08/12/2017,LEARNING DIS & MENTAL HEALTH,ASHBOURNE NURSING HOME,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200589
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,08/12/2017,£514.14,RESIDENTIAL LONG TERM,V001200590
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,HENSHAWS SOCIETY FOR BLIND PEOPLE,08/12/2017,"£2,298.70",RESIDENTIAL LONG TERM,V001200591
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,08/12/2017,£574.52,RESIDENTIAL LONG TERM,V001200592
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,08/12/2017,£848.52,NURSING LONG TERM,V001200593
ROCHDALE BOROUGH COUNCIL,08/12/2017,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,08/12/2017,£900.00,RESIDENTIAL LONG TERM,V001200594
