Body,BodyName,ServiceLabel,ServiceDivisionLabel,ExpenditureCategory,DetailedExpenditureType,DetailedExpenditureCode,DatePaid,TransactionNumber,NetAmount,CapitalOrRevenue,SupplierName
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Action (West North West)  ,Employees,Temporary Staff,8,17-Jan-2013,1302-03034,600.00,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Action (West North West)  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03035,600.00,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03036,501.48,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03037,511.34,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,17-Jan-2013,1302-03038,515.21,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,17-Jan-2013,1302-03039,518.96,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,31-Jan-2013,1302-03040,521.94,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03041,526.23,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03042,541.17,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03043,541.17,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03044,541.47,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,17-Jan-2013,1302-03045,542.17,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,17-Jan-2013,1302-03046,545.85,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03047,551.80,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03048,552.86,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03049,552.86,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,31-Jan-2013,1302-03050,552.86,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03051,553.36,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03052,558.59,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03053,561.31,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,31-Jan-2013,1302-03054,562.95,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,31-Jan-2013,1302-03055,562.95,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03056,563.10,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03057,563.15,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03058,563.15,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03059,563.15,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,31-Jan-2013,1302-03060,564.51,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03061,566.16,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,31-Jan-2013,1302-03062,578.63,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,31-Jan-2013,1302-03063,579.39,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03064,589.08,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03065,589.11,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,17-Jan-2013,1302-03066,596.17,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03067,596.57,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03068,596.72,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03069,598.94,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03070,599.81,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03071,599.81,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03072,599.81,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03073,599.81,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03074,599.81,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03075,599.81,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03076,599.81,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03077,599.81,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03078,600.12,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,17-Jan-2013,1302-03079,600.64,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03080,602.11,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03081,605.79,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03082,607.72,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,17-Jan-2013,1302-03083,611.80,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03084,616.95,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03085,619.02,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03086,619.06,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,17-Jan-2013,1302-03087,621.68,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,03-Jan-2013,1302-03088,622.83,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,03-Jan-2013,1302-03089,624.52,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,17-Jan-2013,1302-03090,625.24,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03091,630.41,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03092,630.41,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03093,632.08,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,17-Jan-2013,1302-03094,635.60,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,03-Jan-2013,1302-03095,638.58,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03096,639.26,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03097,639.26,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03098,642.27,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03099,642.27,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,17-Jan-2013,1302-03100,642.74,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,03-Jan-2013,1302-03101,645.92,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03102,647.22,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03103,651.57,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03104,651.57,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03105,653.61,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03106,653.61,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,03-Jan-2013,1302-03107,654.08,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,03-Jan-2013,1302-03108,655.12,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03109,655.12,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,17-Jan-2013,1302-03110,660.34,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,31-Jan-2013,1302-03111,661.21,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03112,664.35,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03113,668.15,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03114,669.05,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,31-Jan-2013,1302-03115,670.06,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03116,670.48,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03117,670.48,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,03-Jan-2013,1302-03118,672.85,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03119,672.85,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,31-Jan-2013,1302-03120,672.85,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03121,681.55,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03122,684.29,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03123,686.62,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03124,693.22,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03125,693.22,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03126,693.22,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03127,693.22,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03128,721.42,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03129,724.97,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03130,726.36,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03131,731.73,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,17-Jan-2013,1302-03132,738.56,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,31-Jan-2013,1302-03133,738.86,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03134,749.25,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03135,753.40,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,31-Jan-2013,1302-03136,754.00,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03137,777.77,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,31-Jan-2013,1302-03138,782.32,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,17-Jan-2013,1302-03139,786.08,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03140,786.63,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,17-Jan-2013,1302-03141,791.13,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,31-Jan-2013,1302-03142,843.93,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,31-Jan-2013,1302-03143,873.01,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,17-Jan-2013,1302-03144,873.95,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03145,895.21,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,24-Jan-2013,1302-03146,912.52,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,03-Jan-2013,1302-03147,914.76,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,17-Jan-2013,1302-03148,919.08,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,03-Jan-2013,1302-03149,939.29,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,17-Jan-2013,1302-03150,950.82,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,31-Jan-2013,1302-03151,962.48,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,09-Jan-2013,1302-03152,1030.29,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services  ,Employees,Temporary Staff,8,31-Jan-2013,1302-03153,1039.63,R,Comensura Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,13-Feb-2013,1302-03154,524.40,R,Commercial Catering Spares Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Supplies and Services,Other Hired And Contracted Services,265,15-Feb-2013,1302-03155,500.00,R,Communigator Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Supplies and Services,Other Hired And Contracted Services,265,18-Feb-2013,1302-03156,500.00,R,Communigator Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East       ,East - North East,Business Improvement,Supplies and Services,Publicity & Promotional Services,267,01-Feb-2013,1302-03157,824.18,R,Communisis Print Management Services
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Section 17,551,27-Feb-2013,1302-03158,432.00,R,Community Integrated Care
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,22-Feb-2013,1302-03159,5121.92,R,Community Integrated Care
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,22-Feb-2013,1302-03160,5385.28,R,Community Integrated Care
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,13-Feb-2013,1302-03161,4112.64,R,Community Integrated Care
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,13-Feb-2013,1302-03162,5561.88,R,Community Integrated Care
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,13-Feb-2013,1302-03163,5561.88,R,Community Integrated Care
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,13-Feb-2013,1302-03164,5561.88,R,Community Integrated Care
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,13-Feb-2013,1302-03165,5561.88,R,Community Integrated Care
