UID,Client,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Contract Term (Months),Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier Name,Supplier Type,Registered Number,Postcode,Council Directorate
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,02/11/2013,60,60,01/11/2016,No,31/10/2017,, nil , nil ,"Alternative Futures Group Ltd,",Large,1008587,L34 1BN,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,03/11/2013,60,60,02/11/2016,No,31/10/2017,, nil , nil ,"Autism Care UK,",Large,03997337,LN4 3JD,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,04/11/2013,60,60,03/11/2016,No,31/10/2017,, nil , nil ,BROTHERS OF CHARITY MERSEYSIDE,VCSE,234252,L14 7NY,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,05/11/2013,60,60,04/11/2016,No,31/10/2017,, nil , nil ,"Future Directions CIC,",Large,08041420,BB7 9PE,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,06/11/2013,60,60,05/11/2016,No,31/10/2017,, nil , nil ,"CHOICE SUPPORT,",Large,298149,SE1 7XA,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,07/11/2013,60,60,06/11/2016,No,31/10/2017,," œ1,579,232.00 "," œ6,316,928.00 ",Community Integrated Care,VCSE,"Company: 2225727 
Charity: 519996",C.I.Care: WA87SP,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,08/11/2013,60,60,07/11/2016,No,31/10/2017,," œ68,888.00 "," œ275,552.00 ","Craegmoor Supporting You,",Large, 07480152,WR3 7NW,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,09/11/2013,60,60,08/11/2016,No,31/10/2017,, nil , nil ,"Creative Support Ltd,",VCSE,27440R,M1 2HF,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,10/11/2013,60,60,09/11/2016,No,31/10/2017,," œ339,744.76 "," œ1,358,979.04 ",FitzRoy supported living,VCSE,"charity: 1011290
company: 2699902",PO7 7SE,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,11/11/2013,60,60,10/11/2016,No,31/10/2017,," œ320,924.25 "," œ1,283,697.00 ",HF Trust Ltd (HFT),VCSE,"Company: 734984
Charity: 313069",BS16 7FL,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,12/11/2013,60,60,11/11/2016,No,31/10/2017,," œ215,703.00 "," œ862,812.00 ","Cherrytree Vale Ltd (t/a Home Focus), ",Large,03079096,M30 0DL,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,13/11/2013,60,60,12/11/2016,No,31/10/2017,, nil , nil ,"Imagine Act and Succeed,",VCSE,1141823,WN7 2DB,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,14/11/2013,60,60,13/11/2016,No,31/10/2017,, nil , nil ,"Independent Options (North West), ",SME,"company: 02560910
charity:  1022680",SK7 5PE,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,15/11/2013,60,60,14/11/2016,No,31/10/2017,, nil , nil ,"KeyRing  Living Support Networks , ",VCSE,1054234,E8 2NG,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,16/11/2013,60,60,15/11/2016,No,31/10/2017,, nil , nil ,"MacIntyre,",VCSE,250840,MK9 2JA,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,17/11/2013,60,60,16/11/2016,No,31/10/2017,, nil , nil ,"Mears Care Limited,",VCSE,3232863,GL3 4AH,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,18/11/2013,60,60,17/11/2016,No,31/10/2017,, nil , nil ,Royal Mencap Society,SME,00889191,PE7 8HP,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,19/11/2013,60,60,18/11/2016,No,31/10/2017,," œ355,887.62 "," œ1,423,550.48 ","North West Community Services Ltd,",Large,02068130 ,PR2 9ZG,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,20/11/2013,60,60,19/11/2016,No,31/10/2017,, nil , nil ,"Perthyn, ",Large,"Company: 3017158
Charity: 1046763",SA7 9FG,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,21/11/2013,60,60,20/11/2016,No,31/10/2017,, nil , nil ,Respite North West Ltd,SME,04186179,OL10 1JP,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,22/11/2013,60,60,21/11/2016,No,31/10/2017,, nil , nil ,"Sevacare (UK) Ltd,",Large,03615347,WV9 5HD,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,23/11/2013,60,60,22/11/2016,No,31/10/2017,, nil , nil ,"Stockport, East Cheshire, High Peak , Urmston and District Cerebral Palsy Society,",VCSE,1009768,SK7 5BW,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,24/11/2013,60,60,23/11/2016,No,31/10/2017,, nil , nil ,"Thera North,",Large,"company: 03593418
charity: 1090163",NG31 7XT,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,25/11/2013,60,60,24/11/2016,No,31/10/2017,, nil , nil ,ubu,Large,1867042,M28 3LY,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,26/11/2013,60,60,25/11/2016,No,31/10/2017,, nil , nil ,United Response,Large,"company: 01133776
charity: 265249",SW19 8UX,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,27/11/2013,60,60,26/11/2016,No,31/10/2017,," œ287,542.00 "," œ1,150,168.00 ",Voyage Care,Large,9141139,WS13 6QD,Stockport- Services to People
661,Stockport Council,SOCIAL CARE SERVICES : Adult,Learning Disability Framework (Supported Living),,,28/11/2013,60,60,27/11/2016,No,31/10/2017,, nil , nil ,"CHOICE SUPPORT,",VCSE,298149,SK56DA,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,OJEU Tender,Contract,01/04/2014,24,48,31/03/2018,Yes,31/03/2018,01/12/2017," œ1,876,000.00 "," œ7,504,000.00 ",Various - See Below,Various,Various- See supplier Tab,Various- See supplier Tab,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Alliance Care & Education Ltdÿ,SME,5556312,LA2 0QW,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",BetterCare Keys Limitedÿ,SME,NI053253 ,WA2 0LF,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ118,347.00 "," œ355,041.00 ",Brookfield Houseÿ,SME,OC301963,SK7 5AQ,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Cherry Cottage,SME,5864035,WN1 9PD,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Dalepeak Ltd,SME,219279,PR56QE,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Family Care Associates,SME,5855509,PR56QE,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",New Horizons (stockport) Ltd,SME,3431532,SK7 3DQ,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Pathfinders childcare LTD,SME,4780606,OL12 7TX,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Shared-Care,SME,"06977604
 ",SK15 3DW,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Social Care Services Group,SME,2428089,SK41NL,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Together Trust,SME,301722,SK81JE,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Whistledawn TA Northerncare,SME,4278167,FY39JL,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Aspire Childcare Ltd,SME,5412343,OL11 5DP,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Harmony Children's Services,SME,7350725,HD5 8NP,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Inspire Childrens Services,SME,6968122,WA10 1AJ,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Prestige Care,SME,3025072,ST6 4BF,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Cambian childcare ,SME,4280519,"SK8 3SB
",Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ202,948.96 "," œ608,846.88 ",Care today Parallel Parents,SME,4311745,SK2 6LR,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Birtenshaw,SME,2978546,BL7 9AB,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Timeout Childrens Homes,SME,5690483,HX6 4DH,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Horizon Care,SME,4049112,WS11 0LG,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Meadows Care,SME,"

05087886",OL12 0EN,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Oracle Care ,SME,5618803,CW12 2AH,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Quality Protects Children,SME,"04001248
 ",L36 9XB,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ155,755.00 "," œ467,265.00 ",Bryn Melyn,SME,"

04030222",TF1 6QJ,Stockport- Services to People
670,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,Greater Manchester Residential Framework 2014,,,01/04/2014,2,36,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Prospects for young people,SME,"

02927657",LL13 9UG,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,OJEU Tender,Contract,01/04/2014,24,48,31/03/2018,Yes,31/03/2018,01/12/2017," œ1,021,000.00 "," œ4,084,000.00 ",Various - See Below,Various,Various- See supplier Tab,Various- See supplier Tab,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Alliance Care & Education Ltdÿ,SME,5556312,LA2 0QW,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",BetterCare Keys Limitedÿ,SME,NI053253 ,WA2 0LF,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ118,347.00 "," œ355,041.00 ",Brookfield Houseÿ,SME,OC301963,SK7 5AQ,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Cherry Cottage,SME,5864035,WN1 9PD,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Dalepeak Ltd,SME,219279,PR56QE,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Family Care Associates,SME,5855509,PR56QE,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",New Horizons (stockport) Ltd,SME,3431532,SK7 3DQ,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Pathfinders childcare LTD,SME,4780606,HX5 9HT,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Shared-Care,SME,"06977604
 ",BD183HH,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Social Care Services Group,SME,2428089,SK41NL,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Together Trust,SME,301722,SK81JE,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Whistledawn TA Northerncare,SME,4278167,FY39JL,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Aspire Childcare Ltd,SME,5412343,OL11 5DP,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Harmony Children's Services,SME,7350725,HD5 8NP,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Inspire Childrens Services,SME,6968122,WA10 1AJ,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Prestige Care,SME,3025072,ST6 4BF,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Cambian childcare ,SME,4280519,"SK8 3SB
",Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ202,948.96 "," œ608,846.88 ",Care today Parallel Parents,SME,4311745,SK2 6LR,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Birtenshaw,SME,2978546,BL7 9AB,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Timeout Childrens Homes,SME,5690483,HX6 4DH,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Horizon Care,SME,4049112,WS11 0LG,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Meadows Care,SME,"

05087886",OL12 0EN,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Oracle Care ,SME,5618803,CW12 2AH,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Quality Protects Children,SME,"04001248
 ",L36 9XB,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ155,755.00 "," œ467,265.00 ",Bryn Melyn,SME,"

04030222",TF1 6QJ,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Caritas Care,SME,1596400,SK9 7JT,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Action for Children,SME,2332388,WD18 8AG,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Parallel Parents,SME,N/A,SK26LR,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ223,228.00 "," œ669,684.00 ",SWIIS Foster Care,SME,3985713,IG1 4NE,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Oasis Fostering Services,SME,6865438,BL0 0NE,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ115,262.00 "," œ345,786.00 ",National Fostering Agency,SME,3127814,UB8 2AE,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Alpha Plus Fostering Ltd,SME,6019106,OL8 3QL,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Caritas Diocese of Salford,SME,6594417,M3 6DP,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Jigsaw (NW) IFA Ltd,SME,3525915,SK15 2QA,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Compass Fostering North West Ltd (previously Modus Communicandi Ltd),SME,7054121,LE11 3GE,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Hillcrest Care Ltd t/a Orange Grove Fostercare,SME,7027421,ME10 1GL,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Foster Care Associates Ltd (previously Core Assets Fostering Ltd),SME,4322806,B60 4AD,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Foster Care Link,SME,4743655,N16 6AA,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Advanced Childcare Ltd,SME,4280519,SK6 2SR,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Fostering Solutions Ltd,SME,4006225,HX5 9AA,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",The Foster Care Co-operative,SME,Supplier does not have company number,WR14 1GF,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Tree House Care,SME,03549080,DN32 9DZ,Stockport- Services to People
