OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,ProcurementCategory,StartDate,EndDate,ReviewDate,OptionToExtend,ExtensionPeriod,ContractValue,IrrecoverableVAT,SupplierName,CharityCommissionNumber,SMESupplier,VCSESupplier,ContactName,ProcessType
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,ON188942858BM04/1617,Quarter 4 Project Delivery,Citizens and Communities,265 - Other Hired And Contracted Services,,03/05/2017,,,,,"�22,104.00",,"One Formation, NULL, LEEDS, LS8 4HB",,,Other/Not known,Shaid Mahmood,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,OR42184288024938,Installation of GRG Ceiling ,Civic Enterprise Leeds,101 - Maintenance Of Buildings,,25/05/2017,,,,,"�8,360.00",,"Ornate Interiors Limited, Stanningley Pudsey, LEEDS, LS28 6PA",,,Other/Not known,David Wilkinson,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,WE6667428607MSI4023673,Contribution to PCSOs,Environment & Housing,265 - Other Hired And Contracted Services,,05/05/2017,,,,,"�247,302.40",,"P & CC For West Yorkshire, Laburnum Road, WAKEFIELD, WF1 3QP",,,Other/Not known,LOUISE HACKETT,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,PA18304285916/4540,SEN Placement,Childrens and Families,566 - SEN Placements,,04/05/2017,,,,,"�18,301.66",,"Paces Sheffield Ltd, High Green, SHEFFIELD, S35 3HY",,,c) Small,Carol Nightingale,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,PE069042857218072,ICT Agency Staff,Resources and Housing,008 - Agency Staff,,02/05/2017,,,,,"�9,400.00",,"Permanent Futures Ltd, Horsforth, LEEDS, LS18 4BH",,,c) Small,Steven Bedford,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,PE011042878127245,Residential Placement,Childrens and Families,508 - Other External Residential Placement,,23/05/2017,,,,,"�28,230.00",,"Peterborough City Council, Bridge Street, PETERBOROUGH, PE1 1HQ",,,e) Large,Philip Mulhearn,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,WE0843428651189,Share of Admission Fee,Environment & Housing,"933 - Admissions, Booking Fees & Ticket Sales",,10/05/2017,,,,,"�20,312.00",,"PJJ Events, James Nicholson Link, YORK, YO30 4XG",,,Other/Not Known,Maria Akers,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,PL02384286617.02V2,Legible Leeds,City Development,N/A,,11/05/2017,,,,,"�25,337.00",,Placemarque Ltd,,,Other/Not Known,John Ebo,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,PH1734428783316270,Sports Centre Licences,City Development,266 - Licences,,23/05/2017,,,,,"�6,166.97",,"PPL, NULL, LONDON, W1F 9DE",,,e) Large,Ian Waller,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,PR0610428731292,Website for the Regional Adoption Programme,Childrens and Families,214 - Computer Software & Equipment,,18/05/2017,,,,,"�5,912.50",,"Proportion Marketing Limited, Lumley Close, THIRSK, YO7 3TD",,,Other/Not Known,Sarah Johal,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,ZZ33324285801MAY-28MAY,Residential Care,Adults and Health,571 - Residential Care Dementia,,03/05/2017,,,,,"�32,915.12",,"Queensmead, NULL, CHRISTCHURCH, BH23 2LX",,,Other/Not Known,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,RA0327428593412,Residential Care,Childrens and Families,507 - General External Residential Placements,,04/05/2017,,,,,"�7,350.00",,"Radical Services Ltd, 2 Wyther Lane Kirkstall, LEEDS, LS5 3BT",,,c) Small,Philip Mulhearn,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,RI062242885795044,BCIS Buidling Running Cost online,City Development,214 - Computer Software & Equipment,,30/05/2017,,,,,"�5,936.00",,"RICS, Westwood Business Park,Westwood Way, COVENTRY, CV4 8JE",,,b) Micro,Debbie Kirk,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,RO1665428811311,Mast Online Memberships,City Development,226 - Memberships,,26/05/2017,,,,,"�5,338.00",,"Road Safety Analysis, Shotteswell, BANBURY, OX17 1JA",,,b) Micro,Gillian Macleod,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,RO33304286436620,Taxi Services,Civic Enterprise Leeds,360 - Private Hire,,09/05/2017,,,,,"�65,900.63",,"Rollinson Safeway Ltd, Armley, LEEDS, LS12 1PQ",,,d) Medium,Sarah Barton,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,SA090142881INV14436,Residential Care,Adults and Health,561 - Payments To Voluntary Organisations,,26/05/2017,,,,,"�18,104.32",,"Saint John Of God Hospitaller Services, Darlington, COUNTY DURHAM, DL1 4XZ",,,e) Large,Sinead Cregan,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,ZZ33144288629MAY-25JUN,Residential Care,Adults and Health,570 - Nursing Home,,31/05/2017,,,,,"�27,287.22",,"Seacroft Green Care Centre, Seacroft, LEEDS, LS14 6JL",,,Other/Not Known,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,SE059942879124927,Regent Carriage Clocks,Childrens and Families,203 - Operational Furniture And Equipment,,24/05/2017,,,,,"�5,338.00",,"Select Silverware Ltd, 4 Stubley Hollow, DRONFIELD, S18 1PA",,,Other/Not Known,ROY GREAUX,Quotes
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,SH120442865276695,Secondments,Childrens and Families,265 - Other Hired And Contracted Services,,10/05/2017,,,,,"�17,229.91",,"Sheffield City Council (Resources), Town Hall, SHEFFIELD, S1 2HH",,,Other/Not known,Andy Peaden,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,SO0451428601749,Feel Good Furniture,Adults and Health,564 - Day Centre,,05/05/2017,,,,,"�9,250.00",,"Slate Cafe And Furniture Store, Hunslet, LEEDS, LS10 1QR",,,b) Micro,Lana Northey,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,JO4289428575021,SEN Placements,Childrens and Families,566 - SEN Placements,,02/05/2017,,,,,"�91,416.00",,"ST JOHNS CATHOLIC SCHOOL FOR THE, Boston Spa, WETHERBY, LS23 6DF",,,Other/Not known,Barbara Newton,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,ST597642870S085061859,Lift Engineering Works,Environment & Housing,265 - Other Hired And Contracted Services,,15/05/2017,,,,,"�5,572.00",,"STANNAH LIFT SERVICES LTD, East Portway, ANDOVER HAMPSHIRE, SP10 3SD",,,e) Large,Mandy Grace,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,ST146742859361580,Legal Fees,Childrens and Families,411 - Legal Disbursements,,04/05/2017,,,,,"�9,963.34",,"Stephen Brown, 6 Park Square East, LEEDS, LS1 2LW",,,a) Individual,Kate Kearns,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,HU059242881B270000078,Residential Placement,Childrens and Families,507 - General External Residential Placements,,26/05/2017,,,,,"�15,102.90",,"Stonehouse CC Priory, Middleton St George, DARLINGTON, DL2 1TS",,,Other/Not known,Philip Mulhearn,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,ST38824286607/17,April-June 2017 Advocacy Support and April-June 2017 Stop Hate Line service,Environment & Housing,265 - Other Hired And Contracted Services,,11/05/2017,,,,,"�8,750.00",,"STOP HATE UK, Westgate, LEEDS, LS3 1AB",,,b) Micro,Harvinder Saimbhi,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,SU101442859610279,Design&Build Management at Lotherton Hall Bird Garden,Environment & Housing,265 - Other Hired And Contracted Services,,04/05/2017,,,,,"�15,000.00",,"Sustainable Sources Limited, Heptonstall, HEDBEN BRIDGE, HX7 7PD",,,Other/Not known,Maria Akers,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,SU035642879OP/I108543,Sutcliffe Boat Climber - delivered to site; as quotation 5001534A,Environment & Housing,205 - Operational Materials,,24/05/2017,,,,,"�23,872.00",,"SUTCLIFFE PLAY LTD, Upton, PONTEFRACT, WF9 1JS",,,d) Medium,Michael Kinnaird,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,SW001542866SI01781,Utility Payments,Environment & Housing,205 - Operational Materials,,11/05/2017,,,,,"�75,225.00",,"Switch2 Energy Limited, Salts Mill Road, SHIPLEY, BD17 7EZ",,,d) Medium,Derek Prest,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,TE810342866RD4035,Lift Engineering Works,Environment & Housing,265 - Other Hired And Contracted Services,,11/05/2017,,,,,"�20,809.00",,"TERRY GROUP LTD, Knutsford, CHESHIRE, WA16 8PR",,,d) Medium,Mandy Grace,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,BE150242859NWS66,Fostering,Childrens and Families,509 - Independent Fostering Agencies,,04/05/2017,,,,,"�11,344.67",,"The Aurora Group, 7th Floor  33 Holburn, LONDON, EC1N 2HT",,,Other/Not known,Philip Mulhearn,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,CO131342860B9075,Crematorium Works,Environment & Housing,205 - Operational Materials,,05/05/2017,,,,,"�14,700.00",,"The Columbaria Company, NULL, HULL, HU8 7HB",,,Other/Not known,Chris Simpson,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,ZZ32794288629MAY-25JUN,Residential Care,Adults and Health,571 - Residential Care Dementia,,31/05/2017,,,,,"�8,176.04",,"The Manor House, 1 Hambleton Grove, KNARESBOROUGH, HG5 0DB",,,Other/Not Known,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,ZZ33284285801MAY-28MAY,Residential Care,Adults and Health,570 - Nursing Home,,03/05/2017,,,,,"�6,854.48",,"The Valleys Care Home, NULL, SCUNTHORPE, DN16 3AG",,,Other/Not Known,Tony Bailey,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,WE068942859W0000385,Secondment,Childrens Services,265 - Other Hired And Contracted Services,,04/05/2017,,,,,"�18,400.00",,"The West Yorkshire CRC Ltd, Sandy Walk, WAKEFIELD, WF1 2DJ",,,b) Micro,Andy Peaden,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,TI0416428792582A,Interior Design,Environment & Housing,265 - Other Hired And Contracted Services,,24/05/2017,,,,,"�60,363.90",,"Time Limit Interiors Ltd, Business Village,  Morley, LEEDS, LS27 0BZ",,,Other/Not Known,Mandy Grace,Off-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,TR0965428601703006,Residential Detox,Adults and Health,526 - Public Health Commissioned Services,,05/05/2017,,,,,"�6,468.00",,"Treatment Direct Limited, Runcorn, CHESHIRE, WA7 1BY",,,Other/Not Known,Lynne Hellewell,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,VA85494285820004,Tractor and Snowbrush,City Development,305 - Plant Hire - By Directorate,,03/05/2017,,,,,"�6,675.00",,"VALE ENGINEERING (YORK) LIMITED, Moor Monkton, YORK, YO26 8JA",,,c) Small,Edwige Moutault,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,VI0206428793011526,Outreach Support,Environment & Housing,265 - Other Hired And Contracted Services,,24/05/2017,,,,,"�23,750.00",,"Victim Support, NULL, LONDON, W1W 6JL",,,e) Large,Harvinder Saimbhi,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,WA79674285891310774549,Asbestos Samples,Environment & Housing,265 - Other Hired And Contracted Services,,03/05/2017,,,,,"�4,172.72",,"Wakefield Council, Po Box 700  Burton Street, WAKEFIELD, WF1 2EB",,,c) Small,Phil Rigby,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,WE077642860608541,Legal Fees,Resources and Housing,277 - Bought In Professional Services,,05/05/2017,,,,,"�11,148.80",,"Weightmans LLP, Westgate, LEEDS, LS1 2AX",,,e) Large,Simon Bentley,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,WE6464428715742,Energy Management Systems,Environment & Housing,265 - Other Hired And Contracted Services,,16/05/2017,,,,,"�8,789.30",,"WESTMINSTER CONTROLS LTD, Pym Street, LEEDS, LS10 1PG",,,d) Medium,Phil Rigby,Waiver
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,WH39894287312929,Taxi Services,Civic Enterprise Leeds,360 - Private Hire,,18/05/2017,,,,,"�21,526.08",,"Wheels Private Hire Limited, Pontefract Lane East End Park, LEEDS, LS9 0PT",,,b) Micro,Philip Mulhearn,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,WI003742879734174,Single Activity Net and Carriage Charges to Farnley Park,Environment & Housing,205 - Operational Materials,,24/05/2017,,,,,"�11,200.42",,"WICKSTEED LEISURE LTD, Kettering, NORTHAMPTONSHIRE, NN16 8YJ",,,d) Medium,Guy Smithson,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,WI064842859SI327901,Goods for Tropical World Shop,Environment & Housing,204 - Resaleable Materials,,04/05/2017,,,,,"�5,318.09",,"Wild Republic Europe (Denmark) Aps, Middelfart, DENMARK, .",,,Other/Not known,David Morgan,Non-contract
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,YO722442858800971205,Utility Payments,Strategic Accounts,001 - YORKSHIRE WATER,,03/05/2017,,,,,"�353,479.26",,"YORKSHIRE WATER, Bradford, WEST YORKSHIRE, BD3 7YD",,,e) Large,Derek Prest,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,YO03724286003272,Residential Placement,Childrens and Families,507 - General External Residential Placements,,05/05/2017,,,,,"�33,985.72",,"Young Foundations Ltd, Greenwood Business Centre, Salford, MANCHESTER, M5 4QH",,,d) Medium,Philip Mulhearn,Non-influenceable
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,06/07/2017,ZY0066428778408A,Legal Fees,City Development,411 - Legal Disbursements,,22/05/2017,,,,,"�14,608.74",,Zyda Law,,,Other/Not Known,Kate Kearns,Non-influenceable
