Body Name,Body,Service Label    ,Service Code,Service Division Label,Service Division Code,Organisational Unit,Expenditure Category,Expenditure Code,CIPFA Detailed Expenditure Type,CIPFA Detailed Expenditure Code,Date,Transaction Number,Net Amount, Capital and Revenue,Supplier Name,Supplier_ID
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2452/20202/VR111,Transport Parts & Materials,20202,18/01/2018,inv0043412,22.78,Control Holding and SU Accnts,Dennis Eagle Ltd,17295
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2452/20202/VR112,Transport Parts & Materials,20202,18/01/2018,inv0043413,227.18,Control Holding and SU Accnts,Dennis Eagle Ltd,17295
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2452/20202/VR112,Transport Parts & Materials,20202,18/01/2018,inv0043412,22.78,Control Holding and SU Accnts,Dennis Eagle Ltd,17295
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2461/20202/VY201,Transport Parts & Materials,20202,18/01/2018,inv0043412,5.70,Control Holding and SU Accnts,Dennis Eagle Ltd,17295
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2461/20202/VY201,Transport Parts & Materials,20202,18/01/2018,inv0043412,108.67,Control Holding and SU Accnts,Dennis Eagle Ltd,17295
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2461/20202/VY201,Transport Parts & Materials,20202,18/01/2018,inv0043412,20.64,Control Holding and SU Accnts,Dennis Eagle Ltd,17295
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2461/20202/VY201,Transport Parts & Materials,20202,18/01/2018,inv0043412,21.53,Control Holding and SU Accnts,Dennis Eagle Ltd,17295
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2461/20202/VY202,Transport Parts & Materials,20202,18/01/2018,inv0043412,127.61,Control Holding and SU Accnts,Dennis Eagle Ltd,17295
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2461/20202/VY204,Transport Parts & Materials,20202,18/01/2018,inv0043272,131.38,Control Holding and SU Accnts,Dennis Eagle Ltd,17295
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2461/20202/VY204,Transport Parts & Materials,20202,18/01/2018,inv0043272,4.07,Control Holding and SU Accnts,Dennis Eagle Ltd,17295
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Tourism,1204,Management Team,Supplies and Services,1131/34107,Hired Services - General,34107,18/01/2018,inv0043314,4000.00,General Fund,East Riding of Yorkshire Council,17547
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Supplies and Services,3002/35201,Telephone Rental & Calls,35201,11/01/2018,inv0043215,343.50,Partnerships and Agencies,EE Limited,24794
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Supplies and Services,3003/35201,Telephone Rental & Calls,35201,11/01/2018,inv0043215,114.50,Partnerships and Agencies,EE Limited,24794
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Recycling,1305,Delivery & Front Line Services,Supplies and Services,1325/34105,Waste Disposal Service,34105,25/01/2018,inv0043561,3325.92,General Fund,Elleteq Limited,17830
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Recycling,1305,Delivery & Front Line Services,Supplies and Services,1325/34107,Hired Services - General,34107,04/01/2018,inv0043052,702.00,General Fund,F J Hodsman & Sons Ltd,18581
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2221/35102,Terminal & Network Maintenance,35102,11/01/2018,inv0043061,1848.00,Control Holding and SU Accnts,Freedom Communications(UK) Ltd,17897
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2241/30202,Furn/Off. Equip-Repairs & Maintenance,30202,11/01/2018,inv0043061,6284.00,Control Holding and SU Accnts,Freedom Communications(UK) Ltd,17897
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Delivery & Front Line Services,Employees,2863/09002,External Training Inc.Seminr,09002,11/01/2018,inv0043102,55.00,Control Holding and SU Accnts,G O L G V Training Services,25624
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Delivery & Front Line Services,Employees,2863/09002,External Training Inc.Seminr,09002,11/01/2018,inv0043103,43.75,Control Holding and SU Accnts,G O L G V Training Services,25624
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Delivery & Front Line Services,Employees,2863/09002,External Training Inc.Seminr,09002,11/01/2018,inv0043104,115.00,Control Holding and SU Accnts,G O L G V Training Services,25624
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Delivery & Front Line Services,Employees,2863/09002,External Training Inc.Seminr,09002,11/01/2018,inv0043102,75.00,Control Holding and SU Accnts,G O L G V Training Services,25624
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Delivery & Front Line Services,Employees,2863/09002,External Training Inc.Seminr,09002,11/01/2018,inv0043103,200.00,Control Holding and SU Accnts,G O L G V Training Services,25624
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Delivery & Front Line Services,Employees,2863/09002,External Training Inc.Seminr,09002,11/01/2018,inv0043104,130.00,Control Holding and SU Accnts,G O L G V Training Services,25624
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Recreation and Sport,1203,Resources and Enabling,Premises,1122/10001,Premises Rep.& Maint.-Out.Contractor,10001,18/01/2018,inv0043293,58.00,General Fund,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Resources and Enabling,Premises,1614/10001,Premises Rep.& Maint.-Out.Contractor,10001,18/01/2018,inv0043295,170.00,General Fund,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Resources and Enabling,Premises,1618/10001,Premises Rep.& Maint.-Out.Contractor,10001,18/01/2018,inv0043283,331.00,General Fund,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Premises,1914/10001,Premises Rep.& Maint.-Out.Contractor,10001,18/01/2018,inv0043296,205.00,General Fund,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Premises,1923/10001,Premises Rep.& Maint.-Out.Contractor,10001,18/01/2018,inv0043292,156.00,General Fund,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Corp and Dem,1A7,Corporate Management,1701,Resources and Enabling,Employees,1702/09002,External Training Inc.Seminr,09002,25/01/2018,inv0043578,770.00,General Fund,Gov Net Communications,24846
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Resources and Enabling,Supplies and Services,1023/34107,Hired Services - General,34107,11/01/2018,inv0043114,194.00,General Fund,Greenhalgh Kerr,20032
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Resources and Enabling,Supplies and Services,1023/34107,Hired Services - General,34107,11/01/2018,inv0043114,250.00,General Fund,Greenhalgh Kerr,20032
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Resources and Enabling,Supplies and Services,1023/34107,Hired Services - General,34107,11/01/2018,inv0043214,747.00,General Fund,Greenhalgh Kerr,20032
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Resources and Enabling,Supplies and Services,1023/34107,Hired Services - General,34107,11/01/2018,inv0043214,1270.00,General Fund,Greenhalgh Kerr,20032
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Resources and Enabling,Supplies and Services,1023/34107,Hired Services - General,34107,25/01/2018,inv0043488,-1590.00,General Fund,Greenhalgh Kerr,20032
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Resources and Enabling,Supplies and Services,1023/34107,Hired Services - General,34107,25/01/2018,inv0043488,1590.00,General Fund,Greenhalgh Kerr,20032
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Resources and Enabling,Supplies and Services,1023/34107,Hired Services - General,34107,25/01/2018,inv0043489,3.00,General Fund,Greenhalgh Kerr,20032
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Resources and Enabling,Supplies and Services,1023/34107,Hired Services - General,34107,25/01/2018,inv0043489,437.50,General Fund,Greenhalgh Kerr,20032
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Current Assets,6A2,Inventories,6221,Delivery & Front Line Services,Balance Sheet Detail Codes,6142/A4002,Stock Receipts(Purchases),A4002,04/01/2018,inv0043049,16210.57,Balance Sheet,Hall Fuels,22591
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Current Assets,6A2,Inventories,6221,Delivery & Front Line Services,Balance Sheet Detail Codes,6142/A4002,Stock Receipts(Purchases),A4002,04/01/2018,inv0043050,4871.50,Balance Sheet,Hall Fuels,22591
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Delivery & Front Line Services,Supplies and Services,2863/31001,Staff Protective Clothing,31001,25/01/2018,inv0043570,54.08,Control Holding and SU Accnts,Hazchem Safety incorporating Askas,18064
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Delivery & Front Line Services,Supplies and Services,2863/31001,Staff Protective Clothing,31001,25/01/2018,inv0043568,40.46,Control Holding and SU Accnts,Hazchem Safety incorporating Askas,18064
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Delivery & Front Line Services,Supplies and Services,2863/31001,Staff Protective Clothing,31001,25/01/2018,inv0043569,96.00,Control Holding and SU Accnts,Hazchem Safety incorporating Askas,18064
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Delivery & Front Line Services,Supplies and Services,2863/31001,Staff Protective Clothing,31001,25/01/2018,inv0043569,96.00,Control Holding and SU Accnts,Hazchem Safety incorporating Askas,18064
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Delivery & Front Line Services,Supplies and Services,2863/31001,Staff Protective Clothing,31001,25/01/2018,inv0043568,7.00,Control Holding and SU Accnts,Hazchem Safety incorporating Askas,18064
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Delivery & Front Line Services,Supplies and Services,2863/31001,Staff Protective Clothing,31001,25/01/2018,inv0043569,90.00,Control Holding and SU Accnts,Hazchem Safety incorporating Askas,18064
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Delivery & Front Line Services,Supplies and Services,2863/31001,Staff Protective Clothing,31001,25/01/2018,inv0043571,196.00,Control Holding and SU Accnts,Hazchem Safety incorporating Askas,18064
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Delivery & Front Line Services,Supplies and Services,2863/31001,Staff Protective Clothing,31001,25/01/2018,inv0043568,37.90,Control Holding and SU Accnts,Hazchem Safety incorporating Askas,18064
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Delivery & Front Line Services,Supplies and Services,2863/31001,Staff Protective Clothing,31001,25/01/2018,inv0043571,111.60,Control Holding and SU Accnts,Hazchem Safety incorporating Askas,18064
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Delivery & Front Line Services,Supplies and Services,2863/31001,Staff Protective Clothing,31001,25/01/2018,inv0043569,40.46,Control Holding and SU Accnts,Hazchem Safety incorporating Askas,18064
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Delivery & Front Line Services,Supplies and Services,2863/31001,Staff Protective Clothing,31001,25/01/2018,inv0043569,342.80,Control Holding and SU Accnts,Hazchem Safety incorporating Askas,18064
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Elections,1104,Resources and Enabling,Supplies and Services,1032/35104,Software Charges,35104,25/01/2018,inv0043322,15417.73,General Fund,Idox Group T/A  Halarose Ltd,18126
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Resources and Enabling,Supplies and Services,1021/35104,Software Charges,35104,04/01/2018,inv0042931,419.92,General Fund,Integrated Document Solutions (IDS),18255
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Resources and Enabling,Supplies and Services,1023/35104,Software Charges,35104,04/01/2018,inv0042931,671.86,General Fund,Integrated Document Solutions (IDS),18255
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Resources and Enabling,Supplies and Services,1024/35104,Software Charges,35104,04/01/2018,inv0042931,167.96,General Fund,Integrated Document Solutions (IDS),18255
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Housing Benefits Admin,1604,Resources and Enabling,Supplies and Services,1631/35104,Software Charges,35104,04/01/2018,inv0042931,839.82,General Fund,Integrated Document Solutions (IDS),18255
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Planning Services,1A4,Development Control,1404,Customer Service,Supplies and Services,1432/38031,Adverts-Not Staff Recruiting,38031,04/01/2018,inv0042873,682.81,General Fund,Johnston Publishing Ltd,17589
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Planning Services,1A4,Development Control,1404,Customer Service,Supplies and Services,1432/38031,Adverts-Not Staff Recruiting,38031,11/01/2018,inv0043083,790.62,General Fund,Johnston Publishing Ltd,17589
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Planning Services,1A4,Development Control,1404,Customer Service,Supplies and Services,1432/38031,Adverts-Not Staff Recruiting,38031,25/01/2018,inv0043437,934.37,General Fund,Johnston Publishing Ltd,17589
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Delivery & Front Line Services,Supplies and Services,2862/30102,Equipment-Purchases/Renewals,30102,04/01/2018,inv0042978,565.00,Control Holding and SU Accnts,Killgerm Chemicals Ltd,17368
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Resources and Enabling,Supplies and Services,1021/34003,Audit Fee,34003,11/01/2018,inv0043111,957.00,General Fund,KPMG LLP,26988
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Housing Benefits Admin,1604,Resources and Enabling,Supplies and Services,1631/34003,Audit Fee,34003,11/01/2018,inv0043111,1914.00,General Fund,KPMG LLP,26988
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Corp and Dem,1A7,Corporate Management,1701,Resources and Enabling,Supplies and Services,1701/34003,Audit Fee,34003,11/01/2018,inv0043111,10456.50,General Fund,KPMG LLP,26988
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Corp and Dem,1A7,Corporate Management,1701,Resources and Enabling,Supplies and Services,1701/34002,Consultants,34002,18/01/2018,inv0043327,8717.95,General Fund,Lagom Associates Ltd,28938
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Other Holding Accounts,2203,Corporate Management,Transport Related Expenses,2412/21001,Lease Costs,21001,18/01/2018,inv0043301,3900.00,Control Holding and SU Accnts,Lex Autolease Ltd,17322
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Other Holding Accounts,2203,Corporate Management,Transport Related Expenses,2412/21001,Lease Costs,21001,18/01/2018,crn0000695,-908.00,Control Holding and SU Accnts,Lex Autolease Ltd,17322
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Other Holding Accounts,2203,Corporate Management,Transport Related Expenses,2412/21001,Lease Costs,21001,18/01/2018,inv0043303,1078.08,Control Holding and SU Accnts,Lex Autolease Ltd,17322
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Corp and Dem,1A7,Democratic Rep and Management,1702,Management Team,Supplies and Services,1711/37802,LGA Subscription,37802,18/01/2018,inv0043273,1795.00,General Fund,Local Government Information Unit,31355
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Culture and Heritage,1201,Specialist Services,Supplies and Services,1102/37101,Grants General,37101,11/01/2018,inv0043257,1520.00,General Fund,Lucy Saggers,32817
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Planning Services,1A4,Economic Development,1405,Customer Service,Supplies and Services,1413/37101,Grants General,37101,04/01/2018,inv0043051,500.00,General Fund,Malton & Norton Area Partnership,21349
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Delivery & Front Line Services,Supplies and Services,1348/34107,Hired Services - General,34107,04/01/2018,inv0043036,1408.75,General Fund,Matchtech,32571
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Delivery & Front Line Services,Supplies and Services,1348/34107,Hired Services - General,34107,11/01/2018,inv0043064,962.50,General Fund,Matchtech,32571
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Delivery & Front Line Services,Supplies and Services,1348/34107,Hired Services - General,34107,11/01/2018,inv0043065,1120.00,General Fund,Matchtech,32571
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Delivery & Front Line Services,Supplies and Services,1348/34107,Hired Services - General,34107,18/01/2018,inv0043420,1023.75,General Fund,Matchtech,32571
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Delivery & Front Line Services,Supplies and Services,1348/34107,Hired Services - General,34107,25/01/2018,inv0043504,805.00,General Fund,Matchtech,32571
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Customer Service,Supplies and Services,1021/34107,Hired Services - General,34107,25/01/2018,inv0043471,1327.20,General Fund,Meritec Limited,31510
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Housing Benefits Admin,1604,Customer Service,Supplies and Services,1631/34107,Hired Services - General,34107,25/01/2018,inv0043471,1990.80,General Fund,Meritec Limited,31510
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Grants Bequests and Donations,1101,Resources and Enabling,Supplies and Services,1001/37313,Grant - Community Grants,37313,04/01/2018,inv0043054,1716.80,General Fund,Moorsbus CIC,32809
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Delivery & Front Line Services,Supplies and Services,2863/34107,Hired Services - General,34107,11/01/2018,inv0043067,1065.00,Control Holding and SU Accnts,Mr Ashley Biggins,32784
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Delivery & Front Line Services,Supplies and Services,1620/34107,Hired Services - General,34107,18/01/2018,inv0043402,1340.00,General Fund,Mr W Wharton,31966
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Delivery & Front Line Services,Supplies and Services,1342/34014,Other Professional Fees,34014,25/01/2018,inv0043470,2175.00,General Fund,N S Redfern,18590
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Premises,1913/10001,Premises Rep.& Maint.-Out.Contractor,10001,18/01/2018,inv0043285,480.00,General Fund,N. Dean Tree & Garden Services,20312
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2271/30202,Furn/Off. Equip-Repairs & Maintenance,30202,18/01/2018,inv0043444,590.00,Control Holding and SU Accnts,Neopost Ltd,17758
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Corp and Dem,1A7,Corporate Management,1701,Management Team,Supplies and Services,1701/37801,Subscriptions - General,37801,25/01/2018,inv0043563,1340.00,General Fund,NLA Media Access Limited,23201
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Agency Arrangements,3A3,Special Expenses,3303,Resources and Enabling,Premises,3292/10003,Repairs/Maint.-Improvements,10003,11/01/2018,inv0043108,708.74,Partnerships and Agencies,North Yorkshire County Council,17406
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Land Charges,1105,Customer Service,Supplies and Services,1041/34014,Other Professional Fees,34014,25/01/2018,inv0043492,1860.60,General Fund,North Yorkshire County Council,17406
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Capital,5A1,Envir and Regulatory Service,5301,Customer Service,Supplies and Services,5346/37313,Grant - Community Grants,37313,04/01/2018,inv0043002,10361.10,Capital,Norton on Derwent Town Council,17407
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Long Term Liabilities,6A4,Long Term Creditors,6401,Customer Service,Balance Sheet Detail Codes,6737/A9001,Balance Sheet Debit,A9001,04/01/2018,inv0043001,4500.00,Balance Sheet,Norton on Derwent Town Council,17407
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Resources and Enabling,Premises,1346/11002,Energy-Electricy,11002,11/01/2018,inv0043240,25.47,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Resources and Enabling,Premises,1346/11002,Energy-Electricy,11002,11/01/2018,inv0043239,72.89,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Resources and Enabling,Premises,1346/11002,Energy-Electricy,11002,11/01/2018,inv0043238,64.58,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Resources and Enabling,Premises,1346/11002,Energy-Electricy,11002,11/01/2018,inv0043241,13.06,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Resources and Enabling,Premises,1346/11002,Energy-Electricy,11002,11/01/2018,inv0043242,39.59,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Resources and Enabling,Premises,1346/11002,Energy-Electricy,11002,11/01/2018,inv0043237,6.37,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Resources and Enabling,Premises,1346/11002,Energy-Electricy,11002,11/01/2018,inv0043243,41.05,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Resources and Enabling,Premises,1346/11002,Energy-Electricy,11002,11/01/2018,inv0043244,38.12,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Highways and Transprt Services,1A5,Parking Services,1501,Resources and Enabling,Premises,1501/11002,Energy-Electricy,11002,11/01/2018,inv0043256,2.98,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Resources and Enabling,Premises,1614/11002,Energy-Electricy,11002,11/01/2018,inv0043254,71.64,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Resources and Enabling,Premises,1614/11002,Energy-Electricy,11002,11/01/2018,inv0043246,96.58,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Resources and Enabling,Premises,1614/11003,Energy - Gas (Inc. Mecogas),11003,11/01/2018,inv0043245,149.36,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Resources and Enabling,Premises,1617/11002,Energy-Electricy,11002,11/01/2018,inv0043251,114.63,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Resources and Enabling,Premises,1617/11002,Energy-Electricy,11002,11/01/2018,inv0043250,117.12,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Resources and Enabling,Premises,1617/11002,Energy-Electricy,11002,11/01/2018,inv0043249,118.73,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Resources and Enabling,Premises,1617/11002,Energy-Electricy,11002,11/01/2018,inv0043252,109.21,General Fund,npower Ltd,18956
