ORGANISATION NAME,EFFECTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,09/06/2017,617.96 ,RESIDENTIAL LONG TERM,V001135618
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,09/06/2017,583.76 ,NURSING LONG TERM,V001135619
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,BELGRAVIA CARE,09/06/2017,999.60 ,RESIDENTIAL LONG TERM,V001135620
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,09/06/2017,578.14 ,RESIDENTIAL LONG TERM,V001135621
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,09/06/2017,2075.00 ,RESIDENTIAL LONG TERM,V001135622
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,THE ELMS,09/06/2017,690.02 ,NURSING LONG TERM,V001135623
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,UNITED RESPONSE,09/06/2017,2228.44 ,RESIDENTIAL LONG TERM,V001135624
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,EAST AND WEST HEALTHCARE LIMITED,09/06/2017,914.00 ,RESIDENTIAL LONG TERM,V001135625
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,LEONARD CHESHIRE FOUNDATION WALES & WEST,09/06/2017,1092.86 ,NURSING LONG TERM,V001135626
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,09/06/2017,754.50 ,NURSING LONG TERM,V001135627
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,09/06/2017,554.32 ,NURSING LONG TERM,V001135629
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,THE JOSEPH COX CHARITY,09/06/2017,945.84 ,RESIDENTIAL LONG TERM,V001135630
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,09/06/2017,546.60 ,RESIDENTIAL LONG TERM,V001135631
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,09/06/2017,645.10 ,RESIDENTIAL LONG TERM,V001135632
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,THE ELMS,09/06/2017,698.02 ,RESIDENTIAL LONG TERM,V001135633
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,09/06/2017,2335.78 ,RESIDENTIAL LONG TERM,V001135634
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,09/06/2017,607.54 ,RESIDENTIAL LONG TERM,V001135635
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,MT CARE PROPERTY LTD,09/06/2017,631.10 ,RESIDENTIAL LONG TERM,V001135636
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,09/06/2017,698.70 ,RESIDENTIAL LONG TERM,V001135637
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,ST GEORGES NURSING HOME OLDHAM LTD,09/06/2017,2812.50 ,NURSING LONG TERM,V001135638
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,CHADDERTON TOTAL CARE UNIT LTD,09/06/2017,1061.04 ,NURSING LONG TERM,V001135639
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,09/06/2017,592.62 ,RESIDENTIAL LONG TERM,V001135640
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,09/06/2017,1078.70 ,NURSING LONG TERM,V001135641
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,09/06/2017,645.10 ,RESIDENTIAL LONG TERM,V001135644
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,09/06/2017,621.14 ,RESIDENTIAL LONG TERM,V001135645
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,09/06/2017,639.72 ,RESIDENTIAL LONG TERM,V001135646
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,09/06/2017,631.10 ,RESIDENTIAL LONG TERM,V001135647
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,09/06/2017,577.46 ,RESIDENTIAL LONG TERM,V001135648
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,THE JOSEPH COX CHARITY,09/06/2017,947.00 ,RESIDENTIAL LONG TERM,V001135650
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,09/06/2017,635.68 ,RESIDENTIAL LONG TERM,V001135651
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,09/06/2017,588.00 ,NURSING LONG TERM,V001135652
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,GENHAWK LIMITED,09/06/2017,3372.68 ,RESIDENTIAL LONG TERM,V001135653
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,09/06/2017,681.10 ,NURSING LONG TERM,V001135654
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,HORIZON  RESIDENTIAL HOMES LTD,09/06/2017,631.10 ,RESIDENTIAL LONG TERM,V001135656
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,MT CARE PROPERTY LTD,09/06/2017,631.10 ,RESIDENTIAL LONG TERM,V001135657
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,THE LAKES CARE CENTRE,09/06/2017,771.70 ,NURSING LONG TERM,V001135658
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,09/06/2017,2675.06 ,RESIDENTIAL LONG TERM,V001135659
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,09/06/2017,638.60 ,NURSING LONG TERM,V001135660
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,09/06/2017,641.10 ,RESIDENTIAL LONG TERM,V001135661
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,09/06/2017,800.00 ,RESIDENTIAL LONG TERM,V001135662
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,BELVOIR CARE HOME LIMITED,09/06/2017,576.86 ,RESIDENTIAL LONG TERM,V001135663
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,BUPA CARE HOMES LIMITED,09/06/2017,631.10 ,RESIDENTIAL LONG TERM,V001135664
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,SUNNYBANK P R S LTD,09/06/2017,1148.80 ,RESIDENTIAL LONG TERM,V001135665
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,SUNNYBANK P R S LTD,09/06/2017,571.20 ,RESIDENTIAL LONG TERM,V001135666
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,09/06/2017,639.34 ,RESIDENTIAL LONG TERM,V001135667
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,09/06/2017,1682.60 ,RESIDENTIAL LONG TERM,V001135668
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,09/06/2017,1702.46 ,RESIDENTIAL LONG TERM,V001135669
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,HALF ACRE HOUSE,09/06/2017,631.10 ,RESIDENTIAL LONG TERM,V001135670
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,STRATHMORE HOUSE,09/06/2017,654.54 ,RESIDENTIAL LONG TERM,V001135671
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,MR S MUNBODHOWA,09/06/2017,585.44 ,RESIDENTIAL LONG TERM,V001135672
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,09/06/2017,737.40 ,RESIDENTIAL LONG TERM,V001135673
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,BUPA CARE HOMES LIMITED,09/06/2017,631.10 ,NURSING LONG TERM,V001135674
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,BRIAR HOUSE,09/06/2017,2198.48 ,RESIDENTIAL LONG TERM,V001135675
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,EAST AND WEST HEALTHCARE LIMITED,09/06/2017,736.50 ,NURSING LONG TERM,V001135676
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,CHOICE LIMITED,09/06/2017,3564.56 ,RESIDENTIAL LONG TERM,V001135677
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,09/06/2017,1012.28 ,NURSING LONG TERM,V001135678
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,09/06/2017,631.10 ,RESIDENTIAL LONG TERM,V001135679
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,09/06/2017,631.10 ,RESIDENTIAL LONG TERM,V001135680
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,WELLESLEY HOUSE,09/06/2017,1605.68 ,RESIDENTIAL LONG TERM,V001135681
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,MOORHAVEN NURSING HOME,09/06/2017,529.80 ,RESIDENTIAL LONG TERM,V001135682
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,09/06/2017,698.70 ,RESIDENTIAL LONG TERM,V001135683
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,09/06/2017,714.50 ,RESIDENTIAL LONG TERM,V001135684
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,FERN BANK THERAPEUTIC COMMUNITY LTD,09/06/2017,759.10 ,RESIDENTIAL LONG TERM,V001135685
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,DRB HEALTHCARE LTD,09/06/2017,585.30 ,NURSING LONG TERM,V001135686
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,09/06/2017,631.10 ,RESIDENTIAL LONG TERM,V001135687
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,DRB HEALTHCARE LTD,09/06/2017,642.38 ,RESIDENTIAL LONG TERM,V001135688
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,09/06/2017,2578.70 ,RESIDENTIAL LONG TERM,V001135689
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,09/06/2017,2572.40 ,RESIDENTIAL LONG TERM,V001135690
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,RANDOMLIGHT LIMITED,09/06/2017,3000.00 ,RESIDENTIAL LONG TERM,V001135691
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,09/06/2017,658.22 ,RESIDENTIAL LONG TERM,V001135692
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,EAST AND WEST HEALTHCARE LIMITED,09/06/2017,738.70 ,NURSING LONG TERM,V001135693
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,EAST AND WEST HEALTHCARE LIMITED,09/06/2017,631.10 ,NURSING LONG TERM,V001135694
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,FITZROY,09/06/2017,2121.96 ,RESIDENTIAL LONG TERM,V001135695
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,09/06/2017,2380.80 ,RESIDENTIAL LONG TERM,V001135696
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,09/06/2017,2403.60 ,RESIDENTIAL LONG TERM,V001135697
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,AUTISM INITIATIVES,09/06/2017,2937.66 ,RESIDENTIAL LONG TERM,V001135701
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,BRIAR HOUSE,09/06/2017,1228.78 ,RESIDENTIAL LONG TERM,V001135702
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,09/06/2017,969.42 ,RESIDENTIAL LONG TERM,V001135703
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,09/06/2017,3319.44 ,RESIDENTIAL LONG TERM,V001135704
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,09/06/2017,2636.08 ,RESIDENTIAL LONG TERM,V001135705
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,09/06/2017,1731.90 ,RESIDENTIAL LONG TERM,V001135706
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,09/06/2017,2186.34 ,RESIDENTIAL LONG TERM,V001135707
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,09/06/2017,2294.52 ,RESIDENTIAL LONG TERM,V001135708
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,09/06/2017,1864.40 ,RESIDENTIAL LONG TERM,V001135709
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,AUTISM PLUS LIMITED,09/06/2017,2071.08 ,RESIDENTIAL LONG TERM,V001135710
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,09/06/2017,1631.46 ,RESIDENTIAL LONG TERM,V001135711
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,09/06/2017,1748.10 ,RESIDENTIAL LONG TERM,V001135712
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,RANDOMLIGHT LIMITED,09/06/2017,1200.00 ,RESIDENTIAL LONG TERM,V001135713
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,APSLEY HOUSE,09/06/2017,2063.88 ,RESIDENTIAL LONG TERM,V001135714
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,BROOKFIELD CARE HOME,09/06/2017,838.36 ,RESIDENTIAL LONG TERM,V001135715
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,09/06/2017,2111.00 ,RESIDENTIAL LONG TERM,V001135716
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,DAVID LEWIS ORGANISATION,09/06/2017,6503.68 ,RESIDENTIAL LONG TERM,V001135717
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,09/06/2017,2185.10 ,RESIDENTIAL LONG TERM,V001135718
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,09/06/2017,1450.70 ,RESIDENTIAL LONG TERM,V001135719
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,09/06/2017,583.56 ,RESIDENTIAL LONG TERM,V001135720
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,09/06/2017,1774.90 ,RESIDENTIAL LONG TERM,V001135721
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,09/06/2017,658.22 ,RESIDENTIAL LONG TERM,V001135722
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,09/06/2017,631.10 ,RESIDENTIAL LONG TERM,V001135723
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,09/06/2017,631.10 ,RESIDENTIAL LONG TERM,V001135724
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,09/06/2017,631.10 ,RESIDENTIAL LONG TERM,V001135725
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,09/06/2017,859.52 ,RESIDENTIAL LONG TERM,V001135726
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,AVERILL HOUSE CARE HOME,09/06/2017,615.80 ,RESIDENTIAL LONG TERM,V001135727
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,09/06/2017,806.52 ,NURSING LONG TERM,V001135728
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,OAKLAND HOUSE CARE HOME,09/06/2017,938.96 ,NURSING LONG TERM,V001135729
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,09/06/2017,805.64 ,NURSING LONG TERM,V001135730
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,09/06/2017,671.10 ,NURSING LONG TERM,V001135731
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,SUNNYBANK P R S LTD,09/06/2017,1618.80 ,RESIDENTIAL LONG TERM,V001135732
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,09/06/2017,3001.26 ,RESIDENTIAL LONG TERM,V001135733
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,09/06/2017,698.70 ,RESIDENTIAL LONG TERM,V001135734
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,WELLESLEY HOUSE,09/06/2017,2114.98 ,RESIDENTIAL LONG TERM,V001135735
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,LIVING AMBITIONS LTD,09/06/2017,5398.70 ,RESIDENTIAL LONG TERM,V001135736
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,09/06/2017,631.10 ,RESIDENTIAL LONG TERM,V001135737
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,09/06/2017,2017.90 ,RESIDENTIAL LONG TERM,V001135738
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,09/06/2017,1223.52 ,RESIDENTIAL LONG TERM,V001135739
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,09/06/2017,900.00 ,NURSING LONG TERM,V001135740
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,09/06/2017,591.32 ,NURSING LONG TERM,V001135741
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,CARE IN SAFE HANDS HEALTHCARE LIMITED,09/06/2017,3473.10 ,RESIDENTIAL LONG TERM,V001135742
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,THE REGARD PARTNERSHIP LIMITED,09/06/2017,808.70 ,RESIDENTIAL LONG TERM,V001135743
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,09/06/2017,806.52 ,RESIDENTIAL LONG TERM,V001135744
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,09/06/2017,1460.28 ,RESIDENTIAL LONG TERM,V001135745
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,BROOKVALE RESIDENTIAL CARE,09/06/2017,991.98 ,RESIDENTIAL LONG TERM,V001135746
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,BROOKVALE RESIDENTIAL CARE,09/06/2017,938.50 ,RESIDENTIAL LONG TERM,V001135747
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,09/06/2017,1836.44 ,RESIDENTIAL LONG TERM,V001135749
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,09/06/2017,508.30 ,RESIDENTIAL LONG TERM,V001135750
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,09/06/2017,565.76 ,RESIDENTIAL LONG TERM,V001135751
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,09/06/2017,604.28 ,NURSING LONG TERM,V001135752
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,09/06/2017,645.10 ,RESIDENTIAL LONG TERM,V001135754
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,09/06/2017,631.10 ,RESIDENTIAL LONG TERM,V001135755
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,09/06/2017,1435.28 ,NURSING LONG TERM,V001135759
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,09/06/2017,611.48 ,RESIDENTIAL LONG TERM,V001135760
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,WELLESLEY HOUSE,09/06/2017,1714.24 ,RESIDENTIAL LONG TERM,V001135761
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,09/06/2017,611.80 ,RESIDENTIAL LONG TERM,V001135762
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,CAMBIAN LEARNING DISABILITIES LTD,09/06/2017,5931.10 ,RESIDENTIAL LONG TERM,V001135763
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,PENDLETON CARE LTD,09/06/2017,3355.60 ,RESIDENTIAL LONG TERM,V001135764
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,MT CARE PROPERTY LTD,09/06/2017,690.26 ,RESIDENTIAL LONG TERM,V001135765
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,09/06/2017,2310.30 ,RESIDENTIAL LONG TERM,V001135766
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,09/06/2017,2746.00 ,RESIDENTIAL LONG TERM,V001135767
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,09/06/2017,2167.64 ,RESIDENTIAL LONG TERM,V001135768
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,ST GEORGES NURSING HOME OLDHAM LTD,09/06/2017,1472.60 ,NURSING LONG TERM,V001135769
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,09/06/2017,616.84 ,RESIDENTIAL LONG TERM,V001135770
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,09/06/2017,611.40 ,RESIDENTIAL LONG TERM,V001135771
ROCHDALE BOROUGH COUNCIL,09/06/2017,PHYSICAL DIS & OLDER PEOPLE,STANSFIELD HALL REST HOME,09/06/2017,599.10 ,RESIDENTIAL LONG TERM,V001135772
ROCHDALE BOROUGH COUNCIL,09/06/2017,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,09/06/2017,630.50 ,RESIDENTIAL LONG TERM,V001135773
