Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
02/08/2013,WINCANTON,Facilities & Management Services,ECONOMY AND ENVIRONMENT,KINGSWAY REC TEAM ECONOMI,"£1,053.77"
02/08/2013,WINCANTON,Facilities & Management Services,ECONOMY AND ENVIRONMENT,KINGSWAY REC TEAM ECONOMI,£878.65
08/08/2013,ROCHDALE & DISTRICT MIND,Social Community Care Supplies & Services,ECONOMY AND ENVIRONMENT,PIF SKILLS OUTREACH & FAM LEARNING 150K,"£2,902.90"
08/08/2013,ROCHDALE & DISTRICT MIND,Social Community Care Supplies & Services,ECONOMY AND ENVIRONMENT,PIF SKILLS OUTREACH & FAM LEARNING 150K,"£8,708.70"
02/08/2013,SPEARFISH LIMITED,Education,ECONOMY AND ENVIRONMENT,ECONOMIC & COMMUNITY AFFAIRS,"£1,000.00"
20/08/2013,PROGRAMMEMASTER LTD,Facilities & Management Services,ECONOMY AND ENVIRONMENT,ECONOMIC & COMMUNITY AFFAIRS,£650.00
08/08/2013,HAYS SOCIAL CARE,Human Resources,FINANCE AND PROCUREMENT,CENTRAL FINANCE  SYSTEMS AND ADMIN,£802.56
08/08/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,ADULT & CHILD CARE SOLICITORS,"£1,126.28"
08/08/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,CSE RESOURCES,"£4,962.91"
08/08/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,MANAGEMENT,£850.26
08/08/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,LEGAL SERVICES,"£8,876.82"
08/08/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,LITIGATION SECTION,£692.84
08/08/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,MARKETING,"£1,301.22"
08/08/2013,HAYS SOCIAL CARE,Human Resources,CORPORATE SERVICES,PROPERTY SECTION,£588.98
08/08/2013,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,CORPORATE LANDLORD MANAGEMENT,"£1,026.09"
08/08/2013,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,PROJECT TEAM,£753.94
08/08/2013,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,PROPERTY MANAGEMENT,"£1,515.71"
08/08/2013,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,£583.80
08/08/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ADMINISTRATION FOR DUTY AND CP AND CP,"£1,879.63"
08/08/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ADOPTION PAYMENTS,£903.46
08/08/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CIC SOCIAL WORK,"£1,168.49"
08/08/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CP SOCIAL WORK,"£11,317.76"
08/08/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,DUTY SOCIAL WORK,"£17,254.57"
08/08/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,EMERGENCY DUTY TEAM,"£6,680.38"
08/08/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,"£3,192.40"
08/08/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN BOARD,£981.04
08/08/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN UNIT,"£3,852.59"
08/08/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,SUNRISE TEAM,"£2,490.11"
08/08/2013,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"£4,530.35"
08/08/2013,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPLOYMENTS LINKS,"£1,247.98"
08/08/2013,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,£828.89
08/08/2013,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,HEYW PIF & TOWNSHIP FUNDING FOR STREETS,"£6,339.00"
08/08/2013,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,MIDD PIF & TOWNSHIP FUNDING STREET SERV,"£3,741.01"
08/08/2013,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,PENN PIF & TOWNSHIP FUNDING FOR STREETS,"£6,775.71"
08/08/2013,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,ROCH PIF & TOWNSHIP FUNDING FOR STREETS,"£7,153.80"
08/08/2013,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,STREETS ROCHDALE GENERAL,£978.26
08/08/2013,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,STREETS ROCHDALE RBH,"£5,986.81"
08/08/2013,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,ADVISORY SERVICE  GENERAL,"£1,351.89"
08/08/2013,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES SOCIAL WORK,"£5,044.57"
08/08/2013,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,LA OCCUPATIONAL THERAPY,£780.96
08/08/2013,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,ASSISTIVE TECHNOLOGY,"£1,536.44"
08/08/2013,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,ICES,"£2,144.60"
08/08/2013,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,£624.30
08/08/2013,HAYS SOCIAL CARE,Human Resources,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,£771.83
01/08/2013,CALEDONIAN LIFT SERVICES LTD,Facilities & Management Services,ECONOMY AND ENVIRONMENT,LEOPOLD COURT,"£1,663.00"
27/08/2013,SAFEGARD SECURITY SOLUTIONS,Facilities & Management Services,ECONOMY AND ENVIRONMENT,GREAT HOWARTH HOSTEL,"£1,800.00"
27/08/2013,BRENTWOOD,Social Community Care Supplies & Services,ECONOMY AND ENVIRONMENT,MIDDLETON DAY CENTRE,"£23,850.00"
02/08/2013,MACE LIMITED,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,HOUSING STRATEGY,"£2,600.00"
31/07/2013,ROCHDALE BOROUGHWIDE HOUSING,Housing Management,ECONOMY AND ENVIRONMENT,HOUSING STRATEGY,"£49,790.00"
21/08/2013,ROTHWELL PROMOTIONAL GIFTS LTD,Facilities & Management Services,ECONOMY AND ENVIRONMENT,RR TOBACCO SCHEME,£980.20
07/08/2013,URBAN VISION PARTNERSHIP LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,DEVELOPMENT CONTROL MGT,"£8,148.00"
07/08/2013,HAYMARKET PUBLISHING SERVICES LIMITED,Education,ECONOMY AND ENVIRONMENT,DEVELOPMENT CONTROL MGT,£845.00
20/08/2013,CO-OPERATIVE BANK PLC,Financial Services,CORPORATE SERVICES,LEGAL SERVICES,£894.00
20/08/2013,CO-OPERATIVE BANK PLC,Financial Services,CORPORATE SERVICES,LEGAL SERVICES,£755.00
20/08/2013,CO-OPERATIVE BANK PLC,Financial Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,290.00"
09/08/2013,H JENKINSON & CO LTD,Furniture,ECONOMY AND ENVIRONMENT,NCO BEP,£966.00
13/08/2013,ASTRA SIGNS LTD,Building Construction Materials,ECONOMY AND ENVIRONMENT,NCO BEP,£698.00
02/08/2013,S T HEATINGS SERVICES LTD,Building Construction Materials,ECONOMY AND ENVIRONMENT,TOWN CENTRE EAST FEASIBILITY 51K 07/08,"£2,445.92"
07/08/2013,GLOBE  CONSTRUCTION SERVICES LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,TOWN CENTRE EAST FEASIBILITY 51K 07/08,"£148,181.00"
21/08/2013,PENNINE LAND LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,TOWN CENTRE EAST FEASIBILITY 51K 07/08,"£2,985.00"
23/08/2013,CONTROLLED AIR SOLUTIONS LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,£511.90
23/08/2013,CONTROLLED AIR SOLUTIONS LTD,Building Construction Materials,ECONOMY AND ENVIRONMENT,TOWN CENTRE EAST FEASIBILITY 51K 07/08,"£4,341.00"
30/07/2013,GARDINER & THEOBALD LLP,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,TOWN CENTRE EAST FEASIBILITY 51K 07/08,£750.00
07/08/2013,DENIS HOPE LTD,Clothing,ECONOMY AND ENVIRONMENT,PIF DRAKE ST. IMPS 200K 10/11,"£2,349.00"
07/08/2013,BONECAT MUSIC,Education,ECONOMY AND ENVIRONMENT,PIF DRAKE ST. IMPS 200K 10/11,"£1,161.00"
29/08/2013,REDACTED PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,PIF DRAKE ST. IMPS 200K 10/11,"£5,000.00"
29/08/2013,REDACTED PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,PIF DRAKE ST. IMPS 200K 10/11,"£1,071.00"
14/08/2013,HEYWOOD HANDYMAN,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,£940.00
21/08/2013,OLDHAM & ROCHDALE GROUNDWORK TRUST LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,"£65,713.00"
21/08/2013,OLDHAM & ROCHDALE GROUNDWORK TRUST LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,RETROFIT,"£18,000.00"
02/08/2013,ROCHDALE HOUSING INITIATIVE,Housing Management,ECONOMY AND ENVIRONMENT,LANDLORD ASSISTANCE,"£3,442.26"
02/08/2013,ROCHDALE HOUSING INITIATIVE,Housing Management,ECONOMY AND ENVIRONMENT,LANDLORD ASSISTANCE,"£3,442.26"
05/08/2013,REDACTED PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,RENT GUARANTEE SCHEME,£540.00
31/07/2013,REDACTED PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,RENT GUARANTEE SCHEME,"£1,000.00"
01/08/2013,INDESPENSION LIMITED,Vehicles,ECONOMY AND ENVIRONMENT,GROUNDS MTCE EQUIPMENT,"£21,850.01"
22/08/2013,F R SHARROCK LIMITED,Horticultural,ECONOMY AND ENVIRONMENT,GROUNDS MTCE EQUIPMENT,"£10,309.00"
26/07/2013,GIBSONS GARDEN MACHINERY LIMITED,Horticultural,ECONOMY AND ENVIRONMENT,GROUNDS MTCE EQUIPMENT,"£8,394.00"
26/07/2013,BALMER`S GARDEN MACHINERY CENTRE,Horticultural,ECONOMY AND ENVIRONMENT,GROUNDS MTCE EQUIPMENT,"£3,950.00"
26/07/2013,GIBSONS GARDEN MACHINERY LIMITED,Horticultural,ECONOMY AND ENVIRONMENT,GROUNDS MTCE EQUIPMENT,"£7,956.00"
29/07/2013,BOB WILD GRASS MACHINERY LTD,Horticultural,ECONOMY AND ENVIRONMENT,GROUNDS MTCE EQUIPMENT,"£2,629.60"
30/07/2013,BOB WILD GRASS MACHINERY LTD,Horticultural,ECONOMY AND ENVIRONMENT,GROUNDS MTCE EQUIPMENT,"£1,051.84"
22/08/2013,CDEC LIMITED,Education,ECONOMY AND ENVIRONMENT,CATERING EDUC & WELFARE EQ (BUDGET408K),"£22,257.84"
21/08/2013,SSI SCHAEFER LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,WHEEL BINS,"£14,103.68"
29/07/2013,CHRYSTAL CONSULTING,Human Resources,ECONOMY AND ENVIRONMENT,WHEEL BINS,"£3,500.00"
21/08/2013,SSI SCHAEFER LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,BLUE WASTE PAPER BINS,"£14,103.68"
02/08/2013,NORTH WEST TIPPERS LTD,Environmental Services,ECONOMY AND ENVIRONMENT,VEHICLE REPLACEMENT PROGRAM,£845.00
16/08/2013,RFP SURVEYS,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,INNER RING ROAD PIF,"£1,060.00"
13/08/2013,BRITISH TELECOMMUNICATIONS PLC,Information Communication Technology,ECONOMY AND ENVIRONMENT,RIVER ST WIDENING,£676.70
12/08/2013,J C MILLS & SON LIMITED,Building Construction Materials,ECONOMY AND ENVIRONMENT,CENTRAL LEISURE CENTRE,"£7,771.23"
05/08/2013,REDACTED PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,MIDDLETON TOWNSHIP HERITAGE INITIATIVE,"£8,319.53"
21/08/2013,ALLABOUTAUDIENCES SERVICES LTD,Leisure Services,ECONOMY AND ENVIRONMENT,MIDDLETON TOWNSHIP HERITAGE INITIATIVE,£521.00
27/08/2013,PRIDE MEDIA ASSOCIATION,Facilities & Management Services,ECONOMY AND ENVIRONMENT,MIDDLETON TOWNSHIP HERITAGE INITIATIVE,"£2,310.00"
07/08/2013,PARK LEISURE LTD,Leisure Services,ECONOMY AND ENVIRONMENT,PLAYGROUND REPLACEMENT EQUIP,"£3,462.20"
07/08/2013,PARK LEISURE LTD,Leisure Services,ECONOMY AND ENVIRONMENT,PLAYGROUND REPLACEMENT EQUIP,"£13,440.00"
29/07/2013,D & M DEMOLITIONS LTD                (S),"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,GENERAL CLEARANCE,"£11,000.00"
28/08/2013,TERRA FIRMA ENVIRONMENTAL,Environmental Services,ECONOMY AND ENVIRONMENT,RIGHTS OF WAY,"£19,362.70"
12/08/2013,REDACTED PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,MISCELLANEOUS ECR,£895.00
01/08/2013,D & M DEMOLITIONS LTD                (S),"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,HMRF ECR REMEDIATION WORKS,"£4,000.00"
01/08/2013,D & M DEMOLITIONS LTD                (S),"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,HMRF ECR REMEDIATION WORKS,"£3,400.00"
31/07/2013,D & M DEMOLITIONS LTD                (S),"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,HMRF ECR REMEDIATION WORKS,"£2,000.00"
12/08/2013,HERA REGENERATION LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,LANGLEY PROCUREMENT,"£1,150.00"
27/08/2013,UNITED UTILITIES ELECTRICITY SERVICES,Utilities,ECONOMY AND ENVIRONMENT,BALDERSTONE DEMOLITION,£968.36
29/08/2013,BGS LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,BALDERSTONE DEMOLITION,"£2,029.00"
01/08/2013,ALLIANCE DISPOSABLES LIMITED,Catering,ECONOMY AND ENVIRONMENT,NO 1 RIVERSIDE CLEANING,£794.50
31/07/2013,AMTOLL LIMITED,Cleaning & Janitorial,ECONOMY AND ENVIRONMENT,ST CUTHBERTS HIGH SCHOOL,£583.03
29/07/2013,TC MEATS LIMITED,Catering,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,£533.89
05/08/2013,REDACTED PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,£782.01
05/08/2013,TC MEATS LIMITED,Catering,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,£524.17
21/08/2013,BRAKE BROS FOOD SERVICE LTD,Catering,ECONOMY AND ENVIRONMENT,WOODLANDS PRIMARY SCHOOL,£618.27
21/08/2013,MOTION INDUSTRIES (UK) LIMITED,Building Construction Materials,ECONOMY AND ENVIRONMENT,MECHANICS GENERAL MOWER R,£557.42
01/08/2013,EARLEY ORNAMENTALS LTD,Horticultural,ECONOMY AND ENVIRONMENT,BOWLEE AND GARDEN MAILSHOP,"£2,052.16"
06/08/2013,EARLEY ORNAMENTALS LTD,Horticultural,ECONOMY AND ENVIRONMENT,BOWLEE AND GARDEN MAILSHOP,"£2,450.86"
09/08/2013,HENRY ALTY LIMITED,Building Construction Materials,ECONOMY AND ENVIRONMENT,BOWLEE AND GARDEN MAILSHOP,"£3,350.84"
19/08/2013,P & R FIRE SECURITY,Facilities & Management Services,ECONOMY AND ENVIRONMENT,BOWLEE AND GARDEN MAILSHOP,"£1,066.00"
22/08/2013,EMO OIL LIMITED,Utilities,ECONOMY AND ENVIRONMENT,BOWLEE AND GARDEN MAILSHOP,"£4,552.89"
09/08/2013,CHILDSCAPE,Social Community Care Supplies & Services,ECONOMY AND ENVIRONMENT,PLAYGROUND SERVICES,"£2,240.00"
09/08/2013,KOMPAN (UK) LIMITED,Sports & Playground Equipment & Maintenance,ECONOMY AND ENVIRONMENT,PLAYGROUND SERVICES,"£3,901.93"
27/08/2013,NOTTSSPORT,Leisure Services,ECONOMY AND ENVIRONMENT,LANDSCAPE SERVICES,"£2,022.35"
06/08/2013,ASSOCIATION  PUBLIC SERVICE EXCELLENCE,Financial Services,ECONOMY AND ENVIRONMENT,ENV MANAGEMENT,"£6,799.00"
02/08/2013,MILLHOUSE TRAINING,Human Resources,ECONOMY AND ENVIRONMENT,EM TRAINING BUDGETS,"£1,030.95"
02/08/2013,DEFENSIVE DRIVER TRAINING,Human Resources,ECONOMY AND ENVIRONMENT,EM TRAINING BUDGETS,"£1,357.50"
06/08/2013,TRAKM8 LIMITED,Vehicles,ECONOMY AND ENVIRONMENT,EMS TRANSFORMATION PROJECT PHASE 1 REV,"£1,836.00"
09/08/2013,BAUER RADIO LTD,Facilities & Management Services,ECONOMY AND ENVIRONMENT,RUGBY WORLD CUP 2013,£976.33
21/08/2013,P & R FIRE SECURITY,Facilities & Management Services,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,"£1,066.00"
30/07/2013,HILTON CABINET LIMITED,Furniture,ECONOMY AND ENVIRONMENT,ALL CREMETORIA,£891.71
30/07/2013,ROCHDALE MEMORIAL SERVICE,Cemetery & Crematorium,ECONOMY AND ENVIRONMENT,ALL CREMETORIA,£974.52
01/08/2013,MC & MA STEWART (HAULAGE) LIMITED,Transport,ECONOMY AND ENVIRONMENT,LANDSCAPE SERVICES,£821.72
01/08/2013,MC & MA STEWART (HAULAGE) LIMITED,Transport,ECONOMY AND ENVIRONMENT,LANDSCAPE SERVICES,£837.95
09/08/2013,MC & MA STEWART (HAULAGE) LIMITED,Transport,ECONOMY AND ENVIRONMENT,LANDSCAPE SERVICES,£730.05
09/08/2013,MC & MA STEWART (HAULAGE) LIMITED,Transport,ECONOMY AND ENVIRONMENT,LANDSCAPE SERVICES,£842.90
31/07/2013,ISAAC BUTTERWORTH (IRONFOUNDERS) LIMITED,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,LANDSCAPE SERVICES,"£1,502.78"
07/08/2013,EURO LABEL PRINTERS LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"£1,071.00"
13/08/2013,EURO LABEL PRINTERS LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,£811.00
21/08/2013,ENTERPRISE MANCHESTER,Environmental Services,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"£1,000.06"
20/08/2013,RICOH UK LTD,Facilities & Management Services,CORPORATE SERVICES,PRODUCTION,£772.45
20/08/2013,RICOH UK LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,ADULT CARE MANAGEMENT,"£2,606.15"
12/08/2013,NO GRAFFITI (MANCHESTER) LTD,Environmental Services,ECONOMY AND ENVIRONMENT,GRAFFITI TEAM,£526.00
06/08/2013,GLASDON UK LIMITED,Building Construction Materials,ECONOMY AND ENVIRONMENT,REVENUE TOWNSHIP,"£4,968.51"
01/08/2013,CASTLEROYLE PRIVATE HIRE,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£5,347.40"
01/08/2013,REDACTED PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,770.00"
01/08/2013,ROYTON MINIBUSES LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,800.00"
02/08/2013,ALMIN TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,400.00"
02/08/2013,CLUB CLASS TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,338.75"
02/08/2013,REDACTED PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£3,980.00"
02/08/2013,TOWN TAXI CLEARING LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£592.00
02/08/2013,CAR 2000 (HEYWOOD) LLP,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,240.00"
02/08/2013,CAR 2000 (HEYWOOD) LLP,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£2,205.00"
02/08/2013,CARLTON MINIBUSES,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£3,200.00"
02/08/2013,D K TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£2,574.00"
02/08/2013,D K TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,395.00"
02/08/2013,LITTLEBOROUGH PRIVATE HIRE,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£702.00
07/08/2013,ROCHDALE COMMUNITY TRANSPORT,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,050.00"
07/08/2013,ROCHDALE COMMUNITY TRANSPORT,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,350.00"
07/08/2013,REDACTED PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,488.45"
07/08/2013,COACH OPTIONS LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,320.00"
07/08/2013,ROCHDALE COMMUNITY TRANSPORT,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£750.00
07/08/2013,CONNECT CARS (MIDDLETON) LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£940.50
07/08/2013,REDACTED PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,402.50"
07/08/2013,REDACTED PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,488.45"
19/08/2013,COZY CARS,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£560.00
23/08/2013,REDACTED PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£782.00
23/08/2013,CASTLEROYLE PRIVATE HIRE,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£3,829.80"
23/08/2013,ROYAL CARS,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,944.00"
29/07/2013,CONNECT CARS (MIDDLETON) LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£913.00
29/07/2013,REDACTED PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£2,925.00"
29/07/2013,DALE INDUSTRIAL SERVICES LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£11,548.00"
29/07/2013,REDACTED PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,496.25"
29/07/2013,CHAUFFEUR TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,140.00"
29/07/2013,DIAMOND CARS MIDDLETON LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£528.00
29/07/2013,REDACTED PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£500.00
29/07/2013,REDACTED PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,830.00"
29/07/2013,S P TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,350.00"
29/07/2013,REDACTED PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£647.62
29/07/2013,M24 TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£2,390.00"
31/07/2013,REDACTED PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,050.00"
05/08/2013,STEAM CLEANERS LTD,Cleaning & Janitorial,ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,"£1,800.00"
27/08/2013,POST OFFICE COUNTERS LTD,Mail Services ,ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,"£2,313.00"
30/07/2013,NORTHERN JACK SPECIALISTS,Vehicles,ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,£620.00
29/08/2013,RESTORE PLC,Environmental Services,EARLY HELP AND SCHOOLS,ASSISTANT DIRECTOR EARLY HELP AND SCHOOL,£505.08
29/07/2013,REDACTED PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,SPONSORED DAY CARE,£745.20
21/08/2013,TOTAL SENSORY,Medical,EARLY HELP AND SCHOOLS,LA OCCUPATIONAL THERAPY,£645.00
22/08/2013,DCS JONCARE LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,LA OCCUPATIONAL THERAPY,£737.00
26/07/2013,PRISM UK MEDICAL LIMITED,Medical,EARLY HELP AND SCHOOLS,LA OCCUPATIONAL THERAPY,£951.00
05/08/2013,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"£2,515.50"
06/08/2013,ROUTES HEALTHCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£935.00
21/08/2013,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"£1,925.00"
21/08/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£545.04
21/08/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£832.78
21/08/2013,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"£2,515.50"
21/08/2013,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"£2,515.50"
