Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
04/09/2013,PENNINE PUMP & TANK CO,Building Construction Materials,ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,�910.00
13/09/2013,LIQUIDLOGIC LTD,Information Communication Technology,EARLY HELP AND SCHOOLS,ASSISTANT DIRECTOR EARLY HELP AND SCHOOL,"�12,000.00"
17/09/2013,TSL EDUCATION LIMITED,Education,EARLY HELP AND SCHOOLS,PERSONNEL,"�1,041.25"
17/09/2013,TSL EDUCATION LIMITED,Education,EARLY HELP AND SCHOOLS,PERSONNEL,"�1,041.25"
05/09/2013,SALLY RADFORD HR CONSULTANT,Human Resources,EARLY HELP AND SCHOOLS,EWO  GENERAL,"�3,520.00"
03/09/2013,REDACTED PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,SPONSORED DAY CARE,�648.00
03/09/2013,ROLY POLEYS PRIVATE DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SPONSORED DAY CARE,�831.60
03/09/2013,ROLY POLEYS PRIVATE DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SPONSORED DAY CARE,�831.60
09/09/2013,ROUTES HEALTHCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,�697.00
09/09/2013,ROUTES HEALTHCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,�935.00
10/09/2013,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"�1,472.00"
10/09/2013,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"�2,515.50"
26/09/2013,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,�920.00
26/09/2013,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"�2,515.80"
26/09/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,�817.56
26/09/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"�4,451.17"
26/09/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,�878.12
26/09/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,�847.84
01/09/2013,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"�2,458.33"
01/09/2013,SKYLIGHT CIRCUS ARTS,Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,�852.50
01/09/2013,RADPAC,Financial Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"�7,425.00"
01/09/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"�3,341.67"
01/09/2013,LINK4LIFE (CHARITY),Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"�4,108.33"
01/09/2013,LINK4LIFE (CHARITY),Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"�4,083.33"
01/09/2013,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"�2,425.00"
01/09/2013,CORE ASSETS CHILDRENS SERVICES LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,�970.33
25/09/2013,CHEVRON LIMITED,Vehicles,EARLY HELP AND SCHOOLS,BRIDGEFOLD LODGE,"�2,263.15"
01/09/2013,MIDDLETON TRAMPOLINING CLUB,Leisure Services,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"�2,599.08"
01/09/2013,REDACTED PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"�2,500.00"
01/09/2013,SHINING STARS SWIMMING SCHEME,Leisure Services,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"�4,037.50"
01/09/2013,THE NATIONAL AUTISTIC SOCIETY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"�3,186.67"
05/09/2013,KINGFISHER COMMUNITY SPECIAL SCHOOL,Education,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS IN OLA SPECIAL,"�7,860.00"
03/09/2013,REDACTED PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,�710.64
03/09/2013,NEWBOLD COMMUNITY PLAYGROUP,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,�773.64
03/09/2013,THE APPLE TREE PRIVATE DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"�1,379.70"
03/09/2013,REDACTED PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"�1,092.42"
03/09/2013,RIGHT START DAY NURSERIES LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"�3,029.37"
03/09/2013,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"�7,013.16"
03/09/2013,REDACTED PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"�1,426.32"
03/09/2013,CASTLETON COMMUNITY PLAYGROUP,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"�1,818.43"
03/09/2013,EDU PLAY LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"�5,945.94"
03/09/2013,CLOVERLEAF CHILDCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"�3,108.21"
03/09/2013,COTS AND TOTS,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"�5,108.54"
03/09/2013,CRECHE N CO LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"�6,438.60"
03/09/2013,CRESCENT DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"�1,632.96"
03/09/2013,REDACTED PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,�710.64
03/09/2013,FISHERFIELD FARM NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"�6,948.06"
03/09/2013,REDACTED PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,�748.44
03/09/2013,LITTLE GEMS PDN,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"�5,716.62"
03/09/2013,REDACTED PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,�710.64
03/09/2013,NATURES NURSERY (HUDDERSFIELD) LTD,Horticultural,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"�12,736.08"
03/09/2013,NEWBOLD COMMUNITY PLAYGROUP,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"�1,934.10"
03/09/2013,REDACTED PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,�710.64
03/09/2013,ROLY POLEYS PRIVATE DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"�6,060.60"
03/09/2013,SEEROS PRIVATE DAY NURSURY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"�9,941.31"
03/09/2013,KR INVEST LTD,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"�3,801.00"
03/09/2013,THE APPLE TREE PRIVATE DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"�5,978.70"
03/09/2013,THE OLD LIBRARY PDN,Unclassifiable,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"�4,561.20"
03/09/2013,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"�4,287.52"
03/09/2013,WARDLE CHILDCARE PARTNERSHIP,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"�5,721.40"
03/09/2013,WENDYS,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"�10,916.64"
09/09/2013,REDACTED PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,�710.64
18/09/2013,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"�10,550.76"
20/09/2013,THE ACE CENTRE NORTH,Unclassifiable,EARLY HELP AND SCHOOLS,RCAT - SEN,�600.00
16/09/2013,FAMILY ACTION,Financial Services,EARLY HELP AND SCHOOLS,PARENT PARTNERSHIP SERVICE,"�15,319.36"
09/09/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,ICAN,"�4,139.00"
18/09/2013,BURRS ACTIVITY CENTRE LIMITED,Education,EARLY HELP AND SCHOOLS,YOUTH EMPOWERMENT - EXT FUNDED PROJECTS,�500.00
23/09/2013,KINGSWOOD LEARNING & LEISURE GROUP LTD,Leisure Services,EARLY HELP AND SCHOOLS,YOUTH EMPOWERMENT - EXT FUNDED PROJECTS,�500.00
10/09/2013,ATLANTIC EXECUTIVE TRAVEL LIMITED,Transport,EARLY HELP AND SCHOOLS,RCT FUNDING TYS,�650.00
09/09/2013,FRANK BLAKELEY & SONS LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,(WFL) WIDER FAMILY LEARNING LSC,�616.00
17/09/2013,SEASHELL TRUST,Education,EARLY HELP AND SCHOOLS,POST 16 RDALE PUPILS IN COLLEGES/ISP,"�15,082.33"
18/09/2013,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,POST 16 RDALE PUPILS IN COLLEGES/ISP,"�10,611.44"
18/09/2013,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,POST 16 RDALE PUPILS IN COLLEGES/ISP,"�12,831.04"
18/09/2013,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,POST 16 RDALE PUPILS IN COLLEGES/ISP,"�11,433.57"
18/09/2013,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,POST 16 RDALE PUPILS IN COLLEGES/ISP,"�12,209.76"
17/09/2013,ABM (LANCASHIRE) LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,BELFIELD,"�6,753.16"
17/09/2013,ABM (LANCASHIRE) LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,CASTLETON,"�1,549.15"
13/09/2013,ROLY POLEYS PRIVATE DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,MIDDLETON APPRENTICESHIP PROJECT,�500.00
05/09/2013,AXIOM EDUCATION (ROCHDALE) LIMITED,Education,EARLY HELP AND SCHOOLS,PFI CONTRACT GENERAL,"�14,048.91"
19/09/2013,AXIOM EDUCATION (ROCHDALE) LIMITED,Education,EARLY HELP AND SCHOOLS,PFI CONTRACT GENERAL,"�649,080.94"
11/09/2013,INSPIREDSPACES ROCHDALE PROJECT CO1 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,HOLLINGWORTH PFI,"�316,245.25"
11/09/2013,INSPIREDSPACES ROCHDALE PROJECT CO1 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,HOLLINGWORTH PFI,"�15,000.00"
05/09/2013,BOOKTRUST,Education,EARLY HELP AND SCHOOLS,LOOKED AFTER CHILDREN PUPIL PREMIUM,"�2,114.71"
18/09/2013,UNITED UTILITIES WATER LIMITED,Utilities,EARLY HELP AND SCHOOLS,UNALLOCATED DSG,"�1,274.30"
06/09/2013,GCI COM,Information Communication Technology,EARLY HELP AND SCHOOLS,WAN CONNECTIVITY CHARGES,�549.26
06/09/2013,GCI COM,Information Communication Technology,EARLY HELP AND SCHOOLS,WAN CONNECTIVITY CHARGES,�531.21
18/09/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,WAN CONNECTIVITY CHARGES,"�20,788.82"
05/09/2013,NORTHENDEN TRAVEL,Human Resources,EARLY HELP AND SCHOOLS,SEND PATHFINDER,�556.00
19/09/2013,ROCHDALE & DIST CITIZENS ADVICE BUREAU,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SUPPORT FOR FAMILIES,"�8,000.00"
19/09/2013,HOME-START ROCHDALE BOROUGH,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SUPPORT FOR FAMILIES,"�10,000.00"
19/09/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,PRIMARY AND COM HEALTH,"�2,500.00"
03/09/2013,REDACTED PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,2 YR OLD DSG,�623.70
03/09/2013,REDACTED PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,2 YR OLD DSG,�623.70
03/09/2013,REDACTED PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,2 YR OLD DSG,�623.70
03/09/2013,REDACTED PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,2 YR OLD DSG,�623.70
03/09/2013,NEWBOLD COMMUNITY PLAYGROUP,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,2 YR OLD DSG,�623.70
03/09/2013,REDACTED PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,2 YR OLD DSG,�623.70
03/09/2013,REDACTED PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,2 YR OLD DSG,�623.70
03/09/2013,RIGHT START DAY NURSERIES LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,2 YR OLD DSG,"�1,871.10"
03/09/2013,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,2 YR OLD DSG,"�6,237.00"
03/09/2013,BUILDING BLOCKS DAY NURSERY NW LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,2 YR OLD DSG,"�4,365.90"
03/09/2013,CASTLETON COMMUNITY PLAYGROUP,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,2 YR OLD DSG,�668.25
03/09/2013,CLOVERLEAF CHILDCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,2 YR OLD DSG,"�6,237.00"
03/09/2013,COTS AND TOTS,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,2 YR OLD DSG,�623.70
03/09/2013,CRECHE N CO LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,2 YR OLD DSG,"�9,355.50"
03/09/2013,CRESCENT DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,2 YR OLD DSG,"�3,118.50"
03/09/2013,REDACTED PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,2 YR OLD DSG,"�1,247.40"
03/09/2013,FISHERFIELD FARM NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,2 YR OLD DSG,�623.70
03/09/2013,LITTLE GEMS PDN,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,2 YR OLD DSG,"�6,860.70"
03/09/2013,NATURES NURSERY (HUDDERSFIELD) LTD,Horticultural,EARLY HELP AND SCHOOLS,2 YR OLD DSG,�623.70
03/09/2013,NEWBOLD COMMUNITY PLAYGROUP,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,2 YR OLD DSG,�623.70
03/09/2013,REDACTED PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,2 YR OLD DSG,�623.70
03/09/2013,REDACTED PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,2 YR OLD DSG,�623.70
03/09/2013,ROLY POLEYS PRIVATE DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,2 YR OLD DSG,"�3,742.20"
03/09/2013,SEEROS PRIVATE DAY NURSURY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,2 YR OLD DSG,"�6,860.70"
03/09/2013,KR INVEST LTD,Financial Services,EARLY HELP AND SCHOOLS,2 YR OLD DSG,"�2,494.80"
03/09/2013,THE APPLE TREE PRIVATE DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,2 YR OLD DSG,"�1,247.40"
03/09/2013,THE OLD LIBRARY PDN,Unclassifiable,EARLY HELP AND SCHOOLS,2 YR OLD DSG,"�1,871.10"
03/09/2013,REDACTED PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,2 YR OLD DSG,�623.70
03/09/2013,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,2 YR OLD DSG,"�1,871.10"
03/09/2013,WENDYS,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,2 YR OLD DSG,"�3,118.50"
26/09/2013,HILLSIDE PRINTING SERVICES LIMITED,Facilities & Management Services,EARLY HELP AND SCHOOLS,CHILDCARE DEVELOPMENT TEAM,�790.00
18/09/2013,PREMIERESHOW LIMITED,Transport,EARLY HELP AND SCHOOLS,ROCHDALE NORTH - EXT FUNDED PROJECTS,"�1,300.00"
10/09/2013,KELWAY (UK) LIMITED,Information Communication Technology,EARLY HELP AND SCHOOLS,CLC RUNNING COSTS,"�1,476.00"
19/09/2013,BT BUSINESS DIRECT,Information Communication Technology,EARLY HELP AND SCHOOLS,CLC RUNNING COSTS,�567.14
06/09/2013,EMANUEL WHITTAKER LTD,Building Construction Materials,EARLY HELP AND SCHOOLS,SALIX LOANS TO SCHOOLS,"�130,009.03"
05/09/2013,POSITIVE STEPS OLDHAM TRADING LTD,Financial Services,EARLY HELP AND SCHOOLS,CITY DEAL APPRENTICESHIPS 13-14,"�2,500.00"
11/09/2013,INSPIREDSPACES ROCHDALE PROJECT CO1 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF DEVELOPMENT (MOD0809),"�7,500.00"
13/09/2013,ASTOR-BANNERMAN (MEDICAL) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SCHOOLS ACCESS -EQUIPMENT-PRIMARY,"�4,504.00"
11/09/2013,H BELL & SONS (ROCHDALE) LTD,Building Construction Materials,EARLY HELP AND SCHOOLS,FEASIBILITY SURVEYS AND OPTION APPRAISAL,"�11,809.92"
19/09/2013,JACKSON JACKSON & SONS LTD,Building Construction Materials,EARLY HELP AND SCHOOLS,FEASIBILITY SURVEYS AND OPTION APPRAISAL,"�123,285.32"
18/09/2013,THOMAS KERSHAW BUILDERS LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,ADDITIONAL PLACES PENNINE TOWNSHIP,"�11,669.82"
18/09/2013,ABM (LANCASHIRE) LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,ASBESTOS REMOVAL PROGRAMME,"�4,925.00"
06/09/2013,WINTERBURNS OF ROCHDALE,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BUILDINGS PROGRAMME/URGENT H&S CONTINGEN,"�1,200.00"
11/09/2013,GTM ELECTRICAL SERVICES LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,BUILDINGS PROGRAMME/URGENT H&S CONTINGEN,"�21,602.25"
17/09/2013,DCT CIVIL ENGINEERING LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,Ashfield Valley playground subsidence,"�51,870.51"
23/09/2013,ABM (LANCASHIRE) LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,Caldershaw Heating replacement & repairs,"�3,788.86"
05/09/2013,J C MILLS & SON LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,ALKRINGTON HTG AND WATER TANK REPLACEMNT,"�72,777.98"
05/09/2013,J C MILLS & SON LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,ALL SOULS HEATING CONTROL SYSTEM,"�38,363.29"
23/09/2013,TOMAX BUILDING SERVICES LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BRIMROD FIRE SAFETY WORK,"�22,508.35"
23/09/2013,TOMAX BUILDING SERVICES LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,MEANWOOD FIRE SAFETY WORK,"�20,308.15"
02/09/2013,THOMAS KERSHAW BUILDERS LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,CASTLETON ROOF REPLMT TO KS2 BLDG & CRDS,"�31,128.65"
02/09/2013,H BELL & SONS (ROCHDALE) LTD,Building Construction Materials,EARLY HELP AND SCHOOLS,GREENBANK FIRE SAFETY IMPRMTS,"�9,618.99"
10/09/2013,PLP CONSTRUCTION LIMITED,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,HEYBROOK HEATING CONTROL SYSTEM UPGRADE,"�75,842.09"
10/09/2013,F S MOULT & SON,Building Construction Materials,EARLY HELP AND SCHOOLS,MOORHOUSE ROOF REPLACEMENT,"�46,894.67"
24/09/2013,PRIME ROOFING (ROCHDALE) LIMITED     (S),Building Construction Materials,EARLY HELP AND SCHOOLS,MOORHOUSE ROOF REPLACEMENT,"�45,809.24"
06/09/2013,SAUNDERS & TAYLOR (MANCHESTER) LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,PARKFIELD SUSPENDED CEILING REPLACEMENT,"�67,523.27"
06/09/2013,J C MILLS & SON LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,SHAWCLOUGH WATER TANK REMOVAL,"�38,147.15"
26/09/2013,J C MILLS & SON LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,SUNNY BROW MECHANICAL UPGRADE,"�1,816.29"
04/09/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"�55,185.99"
05/09/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"�5,523.08"
05/09/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"�16,332.72"
05/09/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"�21,353.41"
05/09/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"�15,144.72"
05/09/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"�40,858.17"
05/09/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"�10,518.00"
05/09/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"�38,795.82"
05/09/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"�12,995.75"
16/09/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"�25,788.75"
17/09/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"�79,477.05"
19/09/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"�8,402.72"
19/09/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"�3,215.66"
19/09/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"�4,599.52"
05/09/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF VARIATIONS/ CONTINGENCY,"�3,416.74"
19/09/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF VARIATIONS/ CONTINGENCY,"�350,263.34"
19/09/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF OTHER CONTRIBUTIONS,"�4,518.59"
17/09/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,ST CUTHBERTS RC SECONDARY(BSF),"�967,890.54"
25/09/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF COSTS FUNDED BY LAND RECEIPTS,"�1,100.00"
03/09/2013,LOVICKS LTD,Furniture,EARLY HELP AND SCHOOLS,CAPITAL EQUIPMENT DISABLED CHILDREN,�799.00
06/09/2013,PRISM UK MEDICAL LIMITED,Medical,EARLY HELP AND SCHOOLS,CAPITAL EQUIPMENT DISABLED CHILDREN,"�1,938.21"
17/09/2013,FAMILY FUND TRADING LIMITED,Financial Services,FINANCE AND PROCUREMENT,SOCIAL FUND,"�170,000.00"
04/09/2013,MERITEC LIMITED,"Works - Construction, Repair & Maintenance",FINANCE AND PROCUREMENT,BENEFITS PROCESSING,"�150,005.00"
06/09/2013,COACTIVA ASPIREN LTD,Information Communication Technology,FINANCE AND PROCUREMENT,COUNCIL TAX LIABILITY AND RECOVERY,"�48,100.00"
05/09/2013,TRAINING SYNERGY LTD,Human Resources,FINANCE AND PROCUREMENT,TECHNICAL SUPPORT,"�2,500.00"
05/09/2013,ROYAL MAIL GROUP PLC,Mail Services�,FINANCE AND PROCUREMENT,TECHNICAL SUPPORT,"�2,441.77"
