OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,ProcurementCategory,StartDate,EndDate,ReviewDate,OptionToExtend,ExtensionPeriod,ContractValue,IrrecoverableVAT,SupplierName,CharityCommissionNumber,SMESupplier,VCSESupplier,ContactName,ProcessType
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,SVI29485,Vehicle Maintenance,CENTRAL & CORPORATE,265 - Other Hired And Contracted Services,,21/11/2014,,,,,"£6,066.54",0,"FAUN ZOELLER (UK) LTD, Faun Zoeller (Uk) Ltd, Bryn Cefni Industrial Estate, Llangefni, ANGLESEY NORTH WALES, LL77 7XA",,d) Medium,,Derek Prest,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,IN000010521,Web Hosting Fees,BOX OFFICE,263 - Bank Charges,,14/11/2014,,,,,"£40,896.00",0,"AUDIENCEVIEW TICKETING CORPORATION, Audienceview Ticketing Corporation, 312 Adelaide Street West, 7th Floor, Toronto, ONTARIO, CANADA, M5V 1R2",,d) Medium,,Richard Brook,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,21969,Works - Crossley Street Primary School,CENTRAL & CORPORATE,265 - Other Hired And Contracted Services,,26/11/2014,,,,,"£23,382.90",0,"KINETIC SYSTEMS SUPPORT LLP, Kinetic Systems Support Llp, Unit B  Spenbeck Business Park, Balme Road, CLECKHEATON, BD19 4EW",,Other/Not known,,Derek Prest,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,3542,Works - New Street Grove - Pudsey,CENTRAL & CORPORATE,265 - Other Hired And Contracted Services,,27/11/2014,,,,,"£8,180.00",0,"PARKERS LANDSCAPES & CONSTRUCTION LTD, Parkers Landscapes & Construction Ltd, 20 Burley Road, Menston, ILKLEY  WEST YORKSHI, LS29 6PG",,b) Micro,,Derek Prest,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,MISC029781,World Routes 2014 conference,CENTRAL & CORP FUNC ADMINIST (NON LCC),265 - Other Hired And Contracted Services,,07/11/2014,,,,,"£5,000.00",0,"LEEDS BRADFORD INTERNATIONAL AIRPORT LTD, Leeds Bradford International Airport Ltd, Whitehouse Lane, Yeadon, LEEDS, LS19 7TU",,Other/Not known,,Rosie Robinson Boardman,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,INV432921,Information Communication Technology - Software - Customised and Bespoke,CENTRAL & CORPORATE,214 - Computer Software & Equipment,,12/11/2014,,,,,"£7,801.90",0,"BOTTOMLINE TECHNOLOGIES LIMITED, Bottomline Technologies Limited, 115 Chatham Street, , READING, RG1 7JX",,c) Small,,Deborah Russell,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,1543171,Computer Software & Equipment - Quick Address Search,CITY DEVELOPMENT,214 - Computer Software & Equipment,,28/11/2014,,,,,"£6,418.60",0,"EXPERIAN LIMITED, Experian Limited, Landmark House Experian Way, Ng2 Business Park, NOTTINGHAM, NG80 1ZZ",,e) Large,,Nigel Webber,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,COMM. CARE 001230,Residential Care Home,JCS FOR PEOPLE WITH LEARNING DISABILITIE,626 - Direct Payments,,19/11/2014,,,,,"£7,646.40",0,"TRUST FOR VERONICA HEZELGRAVE, Trust For Veronica Hezelgrave, C/O Kelvin Mackrell, 16 High Fold, LOTHERDALE NORTH YORKSHIRE, BD20 8HE",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,8203-1,Redecoration works to Suffolk Yeadon,ADULT SOCIAL CARE,203 - Operational Furniture And Equipment,,28/11/2014,,,,,"£26,208.00",0,"ALFRED BAGNALL & SONS (LEEDS) LTD, Alfred Bagnall & Sons (Leeds) Ltd, 6 Manor Lane, Shipley, BRADFORD, BD18 3RD",,c) Small,,Chris Peters,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,SI-166439,Gymnastics and Climbing Equipment,CITY DEVELOPMENT,203 - Operational Furniture And Equipment,,24/11/2014,,,,,"£18,023.26",0,"CONTINENTAL SPORTS LTD, Continental Sports Ltd, Millgate, Paddock, HUDDERSFIELD, HD1 4SD",,d) Medium,,Ian Waller,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,1934,Joinery and Building - John Charles Centre for Sport,CITY DEVELOPMENT,203 - Operational Furniture And Equipment,,20/11/2014,,,,,"£8,171.00",0,"SIGMA, Sigma, 11 Hales Road, Wortley, LEEDS, LS12 4PL",,Other/Not known,,Ian Waller,Quote
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,920280,Rock Climbing Equipment,CITY DEVELOPMENT,203 - Operational Furniture And Equipment,,25/11/2014,,,,,"£6,767.52",0,"TUSHINGHAM SAILS LTD, Tushingham Sails Ltd, Unit C  Halwell Business Park, Halwell, TOTNES, TQ9 7LQ",,Other/Not known,,Ian Waller,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,139358,Fencing and galvanised painting - The Farmhouse,ENVIRONMENT & HOUSING,205 - Operational Materials,,26/11/2014,,,,,"£5,482.50",0,"ACE ENGINEERS (MORLEY) LTD, Ace Engineers (Morley) Ltd, Low Moor Mills, Albert Road, MORLEY  LEEDS, LS27 8LD",,c) Small,,Bob Bradley,Quote
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,9413,Human Vibration Meter,ENVIRONMENT & HOUSING,205 - Operational Materials,,21/11/2014,,,,,"£5,522.50",0,"PC ENVIRONMENTAL LTD, Pc Environmental Ltd, Units 1 & 2 Claylands Road Ind Est, Claylands Road  Bishops Waltham, SOUTHAMPTON, SO32 1BH",,Other/Not known,,Bob Bradley,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,OP/I568551,Fencing - Farnley Hall,ENVIRONMENT & HOUSING,205 - Operational Materials,,05/11/2014,,,,,"£7,739.26",0,"IAE, Iae, Mossfield Road  Adderley Green, Longton, STOKE ON TRENT, ST13 8LB",,e) Large,,Guy Smithson,Quote
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,1141ADT965,Building Supplies - Pottery Fields,CITY DEVELOPMENT,205 - Operational Materials,,27/11/2014,,,,,"£5,400.00",0,"KEYLINE BUILDERS MERCHANTS LTD, Keyline Builders Merchants Ltd, Po Box 807, Kirkintilloch, GLASGOW, G66 1XL",,e) Large,,James Balmforth,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,66116,Maintenance and repair to extractor fan,ENVIRONMENT & HOUSING,114 - Other,,14/11/2014,,,,,"£7,204.71",0,"INITIAL PROJECTS LTD, Initial Projects Ltd, Enterprise Drive, Four Ashes, WOLVERHAMPTON, WV10 7DE",,d) Medium,,Andrew Lingham,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,049.08.14,Painting & Decorating - Shire view Leeds,CENTRAL & CORPORATE,265 - Other Hired And Contracted Services,,03/11/2014,,,,,"£19,368.31",0,"D EVANS LTD, D Evans Ltd, The Courtyard, 41-47 Monkbridge Road, LEEDS, LS6 4EP",,b) Micro,,Derek Prest,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,1800000922,Leeds Core Strategy EIP,CITY DEVELOPMENT,265 - Other Hired And Contracted Services,,03/11/2014,,,,,"£21,411.39",0,"THE PLANNING INSPECTORATE, The Planning Inspectorate, Accounts Receivable Finance Shared Serv, 2 Selden Hill, HEMEL HEMPSTEAD, HP2 4XN",,Other/Not known,,KATHRYN HOLLOWAY,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,NE1611,Partition works at St Georges House,CENTRAL & CORPORATE,265 - Other Hired And Contracted Services,,26/11/2014,,,,,"£13,470.60",0,"K D SYSTEMS NORTH EAST LTD, K D Systems North East Ltd, 3370 Century Way, Thorpe Park, LEEDS, LS23 6ER",,Other/Not known,,Gary McCartney,Quote
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,5100318,Trade Union Duties,CHILDRENS SERVICES,265 - Other Hired And Contracted Services,,06/11/2014,,,,,"£5,669.78",0,"WOODKIRK ACADEMY, Woodkirk Academy, Rein Road, Tingley, WAKEFIELD, WF3 1JQ",,d) Medium,,Julia Shemilt,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,FM-002043,Planned Maintenance - Grand Theatre,FACILITIES MANAGEENT,102 - Plant and Machinery,,07/11/2014,,,,,"£7,173.75",0,"T CLARKE LEEDS LIMITED, T Clarke Leeds Limited, Low Hall Road, Horsforth, LEEDS, LS18 4EF",,d) Medium,,Derek Prest,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,8600754871,Kirklees website partnership funding,ENVIRONMENT & HOUSING,89 - Professional Subscriptions,,12/11/2014,,,,,"£10,000.00",0,"KIRKLEES COUNCIL, Kirklees Council, Lic Finance Business Support Unit, P O Box A4  Civic Centre One, HUDDERSFIELD, HD1 2NF",,Other/Not known,,Rob Mccartney,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,1613,Housing Support - Care Homes,CHILDRENS SERVICES,529 - Semi-Supported Independent Living,,28/11/2014,,,,,"£74,446.84",0,"VISION HOUSING LTD, Vision Housing Ltd, Holbeck House, 116 Dewsbury Road, LEEDS, LS11 6XD",,b) Micro,,Dan Williams,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,28/02/2015,90379,Management Information Fees,CENTRAL & CORPORATE,213 - Telephones,,05/11/2014,,,,,"£8,333.33",0,"DAMOVO UK LTD, Damovo Uk Ltd, Broadlands Business Park, Langhurstwood Road, HORSHAM WEST SUSSEX, RH12 4QP",,e) Large,,Steve Bedford,Other
