Ratepayer,Property Address,Propref,Billing Address,RV,Property Description,Relief Code
Dean Clough Ltd,"Office Suite D 261, Dean Clough Mills, Halifax, HX3 5AX",64788847,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",7800,Office,Listed Building
Dean Clough Ltd,"Office Suite D40, Dean Clough, Halifax, HX3 5AX",64778824,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",1925,Offices and Premises,Listed Building
Kino & Co,"12D Holdsworth Road, Holmfield, Halifax, HX3 6SN",65344510,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",1975,Offices and Premises,Empty Property - RV < 15000
,"Office 3, Church Of St John Evangelist, Calder Street, West Vale            HX4 8AQ",64480711,,3600,Office,Listed Building
Bizspace Ltd,"The Gatehouse, Unit 22, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628716,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",2175,Offices and Premises,Rateable Value below threshold
Westfield Properties,"Unit 16B Calder Workshops, Gibbet Street, Halifax, HX1 4JQ",65164847,"2 Stansfield Road, Todmorden, Lancs, OL14 5DL",1175,Offices and Premises,Rateable Value below threshold
Samuel Smith Ltd,"Colliers Arms, 66 Park Road, Elland, HX5 9HZ",56192712,"The Old Brewery, Tadcaster, LS24 9SB",10250,Public House and Premises,Empty Relief - Post 01/04/2008
Benjamin Whiteley & Sons Ltd,"Unit 5 Park Road Mills, Park Road, Elland, HX5 9HX",56192736,"Park Road Mills, Park Road, Elland, HX5 9HX",23250,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"67 Hanson Lane, Halifax, HX1 5NX",65264067,,6100,Shop and Premises,Empty Relief - Post 01/04/2008
Prudential Assurance Company Ltd,"Unit 9, Halifax Industrial Centre, Marshway, Halifax             HX1 5RW",65752717,"M7 Real Estate, C/O 3rd & 4th Floors, The Monument Building, Monument Street, London, EC3R 8AF",8400,Warehouse And Premises,Empty Relief - Post 01/04/2008
Burrwood Garage Ltd,"Monsal Mills, Miall Street, Halifax, HX1 4AE",65788708,"Pellon Lane, Halifax, HX1 4AA",2325,Workshop And Premises,Empty Property - RV < 15000
Nestle Uk Ltd,"Bailey Hall Mills, Bailey Hall Road, Halifax, HX3 9XT",64124720,"Fao Viv Guinan, Nestle Rowntree Division, Albion Mills, Halifax, HX3 9XT",35250,Warehouse And Premises,Listed Building
Simms Electrical Distributors Ltd (In Liquidation),"Miall Works, Battinson Road, Halifax, HX1 4AZ",64176705,"C/O Lee & Co, Photon House, Percy Street, Leeds, LS12 1EG",6500,Warehouse And Premises,Bankrupt / Liquidation / Winding Up Order
,"Part Albion Iron Works, Beacon Hill Road, Halifax, HX3 6AF",64184703,,3150,Store And Premises,Empty Relief - Post 01/04/2008
,"8 Carlton Place, Halifax, HX1 2SB",64484710,,34500,Restaurant and Premises,Empty Relief - Post 01/04/2008
A T C Properties Ltd,"Suite 2A First Floor, Fountain Chambers, Fountain Street, Halifax              HX1 1LW",65100715,"7 Cottage Road, Headingley, Leeds, LS6 4DD",1275,Office,Empty Property - RV < 15000
Assn Of Islamic Charitable Projects,"Second Floor, Bembridge Park Centre, Francis Street, Halifax              HX1 5JN",65104703,"Fao Mr Shahid Rauf, Sunniyy Centre, Francis Street, Halifax, HX1 5JY",12750,Offices and Premises,Listed Building
Pennine Housing 2000 Ltd,"5 Beech Grove, Lightcliffe, Halifax, HX3 8UU",64196005,"Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",2950,Shop and Premises,Rateable Value below threshold
,"Punch Bowl Inn, 389 Huddersfield Road, Halifax, HX3 9LJ",65412706,,4750,Public House and Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Unit 104 1ST Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212725,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1075,Store And Premises,Listed Building
Bizspace Ltd,"Unit 10, Calderdale Business Park, Club Lane, Ovenden             HX2 8AX",64628717,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",9600,Offices and Premises,Empty Relief - Post 01/04/2008
Bizspace Ltd,"Unit 10A, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628847,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",1550,Office,Rateable Value below threshold
Bizspace Ltd,"Unit 1B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628849,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",14250,Warehouse And Premises,Empty Relief - Post 01/04/2008
Bizspace Ltd,"Unit 14C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628780,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",1075,Workshop And Premises,Empty Property - RV < 15000
Dean Clough Ltd,"Office Suite F3 West F Mill, Dean Clough Mills, Halifax, HX3 5AX",64778814,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",125000,Offices and Premises,Listed Building
European Food Brokers Ltd,"Atlas Works, Gibbet Street, Halifax, HX1 4DB",65164887,"Chateau Pleck, Darlastan Road, Walsall, West Midlands, WS2 9SQ",79000,Warehouse And Premises,Empty Relief - Post 01/04/2008
Grantham House Properties Ltd,"Grantham House, Grantham Road, Halifax, HX3 6PL",65192713,"C/O James Garside & Son Ltd, Grantham Works, Grantham Road, Halifax, HX3 6PL",13000,Offices and Premises,Empty Relief - Post 01/04/2008
Grantham House Properties Ltd,"Unit 5b, Grantham House, Grantham Road, Halifax             HX3 6PL",65192712,"C/O James Garside & Son Ltd, Grantham Works, Grantham Road, Halifax, HX3 6PL",1325,Offices and Premises,Rateable Value below threshold
,"Unofficial Address, The Old Fruit Shop, Lane Ends, Wheatley             HX2 8TW",65572700,,1550,Shop and Premises,Rateable Value below threshold
Kino & Co,"Unit 1B South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",65344919,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",2200,Store And Premises,Empty Property - RV < 15000
Kino & Co,"Unit S M 5.3, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",65344892,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",2650,Office,Empty Property - RV < 15000
C H Property Trustee Bands Capital Limited,"Wainwright Hall, Jepson Lane, Elland, HX5 0PY",56148701,"33 Park Square West, Leeds, West Yorkshire, England, LS1 2PF",4850,Hall And Premises,Empty Relief - Post 01/04/2008
,"Trafalgar Inn, Aachen Way, Halifax, HX1 3ND",64004701,,13750,Public House and Premises,Empty Relief - Post 01/04/2008
,"New Delight Works, Boothtown Road, Halifax, HX3 6TU",64284824,,2475,Workshop And Premises,Empty Property - RV < 15000
Rosemount Partnership,"1ST & 2ND Flr  Rosemount Hse, Rosemount Works, Huddersfield Road, Elland               HX5 0EE",56132848,"C/O Throstle Nest, Warley Wood Lane, Luddendenfoot, HX2 6BW",58500,Offices and Premises,Awaiting occupation
E.P.I.C Plc,"36 Bridge Gate, Hebden Bridge, HX7 8EX",76060036,"Robin Hood Works, Wakefield Road, Brighouse, HD6 1PE",5600,Offices and Premises,Empty Relief - Post 01/04/2008
Pennine Housing 2000 Ltd,"95 Turner Avenue South, Illingworth, Halifax, HX2 8EF",69116095,"Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",3400,Community Centre And Premises,Empty Relief - Post 01/04/2008
,"Unit 4, George Street, Mytholmroyd, Hebden Bridge        HX7 5DT",76224712,,1950,Workshop And Premises,Empty Property - RV < 15000
Units To Let [Northern] Ltd,"Unit 11 First Floor, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",77340746,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",610,Band Practice Room,Rateable Value below threshold
Units To Let [Northern] Ltd,"Unit 6 Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340729,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",1750,Workshop And Premises,Empty Property - RV < 15000
Units To Let [Northern] Ltd,"Container No. 3, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",77340732,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",200,Steel Container,Rateable Value below threshold
Harley House Ripponden Ltd.,"Meadowside, Harley House, Mill Fold, Ripponden, Sowerby Bridge       HX6 4DJ",77348778,"Registered Office, 67 Chorley Old Road, Bolton, BL1 3AJ",4000,Offices and Premises,Empty Relief - Post 01/04/2008
Brittania Developments Ltd,"Old Lane Dyeworks, Old Lane, Halifax, HX3 6TQ",68132721,"J H Walker House, Calder Road, Ravensthorpe, Dewsbury, WF13 3JS",9200,Warehouse And Premises,Listed Building
,"Unit 1 Carlton Mills, South Street, Halifax, HX1 2TE",68640700,,950,Store And Premises,Empty Property - RV < 15000
Stoneywood Ltd,"Unit 1, Fielden Works, Walton Street, Sowerby Bridge       HX6 1AN",77636719,"Ms Julie Cassidy, Turntable & Boundary Works, Walton Street, Sowerby Bridge, HX6 1AN",53000,Factory and Premises,Qualifying industrial hereditament
Roch Valley Homes Ltd,"Rear Hollins Mill, Rochdale Road, Todmorden, OL14 6SJ",78400702,"2nd Floor, Hollins Mill, Walsden, Todmorden, OL14 6SA",5500,Workshop And Premises,Listed Building
A - Z Motor Factors Ltd,"269/271 Queens Road, Halifax, HX1 4NS",68308269,,11500,Shop and Premises,Empty Relief - Post 01/04/2008
Thornber Chicks Ltd,"Units 7 & 8, White Lee Garage, Burnley Road, Mytholmroyd         HX7 5QJ",76088771,"Dean Hey Farm, Cragg Road, Mytholmroyd, Hebden Bridge, HX7 5RU",28000,Warehouse And Premises,Qualifying industrial hereditament
Caldene Business Park Ltd,"Cleveland House, Caldene Business Park, Burnley Road, Mytholmroyd          HX7 5QJ",76088855,,28250,Workshop And Premises,Qualifying industrial hereditament
Ryden Llp,"Unit 11 Caldene Business Pk, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5QJ",76252812,"7 Conference Square, Edinburgh, Scotland, EH3 8AN",1350,Store And Premises,Qualifying industrial hereditament
Units To Let [Northern] Ltd,"Unit 17B Mill House Works, Mill House Lane, Triangle, Sowerby Bridge      HX6 3LN",77352736,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",770,Store And Premises,Listed Building
Units To Let [Northern] Ltd,"Unit 17a, Mill House Works, Mill House Lane, Sowerby Bridge      HX6 3LN",77352708,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",405,Store And Premises,Listed Building
Brearley-Greens,"296b Queens Road, Halifax, HX1 4NS",68308732,"12 Horton Street, Halifax, HX1 1PU",2650,Shop and Premises,Rateable Value below threshold
,"56 Oxford Lane, Siddal, Halifax, HX3 9BJ",68168056,,1875,Shop and Premises,Rateable Value below threshold
Planactive Limited,"Exley Park, Park Lane, Siddal, Halifax              HX3 9ED",68196700,"3 Rushgrove Cottages, Slaithwaite Road, Slaithwaite, Huddersfield, HD7 5TY",6000,Public House and Premises,Empty Relief - Post 01/04/2008
The Imperial Crown Hotel Ltd,"Hughes Corporation, 31 Square Road, Halifax, HX1 1QG",68708722,"Corus Hotels Ltd, Rossway Park, Berkhamstead, HP4 3TZ",21750,Public House and Premises,Empty Relief - Post 01/04/2008
,"The Old Ambulance Hall, Stansfield Road, Todmorden, OL14 5DL",78444719,,17500,Workshop And Premises,Qualifying industrial hereditament
Calderdale Mbc Children & Young People's Services,"Lower Ground Floor, Carlton Mill, Wharf Street, Sowerby Bridge      HX6 2AS",77652738,"Fao Paul Ward Finance Manager, 3rd Floor, Westgate House, Halifax, HX1 1PS",27750,Offices and Premises,Listed Building
,"14 Wade House Road, Shelf, Halifax, HX3 7PB",69216014,,5100,Shop and Premises,Awaiting occupation
Thornber Chicks Ltd,"Unit 3 White Lee, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5QL",76088757,"Dean Hey Farm, Cragg Road, Mytholmroyd, Hebden Bridge, HX7 5RU",4950,Workshop And Premises,Empty Relief - Post 01/04/2008
,"Pear Street, Halifax, HX1 3UA",68232701,,1000,Garage And Premises,Rateable Value below threshold
Haverley Properties Ltd,"28 Pellon Lane, Halifax, HX1 5SP",68236786,"Long Royd House, Long Royd Road, Triangle, HX6 1NX",2425,Taxi Office And Premises,Empty Property - RV < 15000
,"Lower Grd Floor & Basement, 354 Pellon Lane, Halifax, HX1 4QD",68236781,,1725,Store And Premises,Rateable Value below threshold
Marcus Pension Fund,"2 Bond Street, Halifax Road, Todmorden, OL14 5QB",78192704,"Caross House, 62 Bagley Lane, Farsley, Leeds, LS28 5LY",3550,Hairdressing Salon and Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc Markets Manager,"Stall 28 Market Hall, Brook Street, Todmorden, OL14 5AJ",78068719,"19 Albion Street, Halifax, HX1 1DU",1700,Market Stall And Premises,Rateable Value below threshold
Burnley Road Ltd,"Stubley Lane Works, Burnley Road, Todmorden, OL14 7EF",78076897,"P O Box 62, Todmorden, OL14 8WS",3550,Land Used For Storage and Premises,Unoccupied Land
C H Property Trustee Quality Course Ltd,"Commercial Mills, Ripponden, Sowerby Bridge, HX6 4EH",77408704,"33 Park Square West, Leeds, LS1 2PF",12000,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"Sonia Maud Beauty Room, Central Hall, Oldham Road, Ripponden            HX6 4DN",77408770,,1750,Offices and Premises,Empty Property - RV < 15000
,"Part Basement, 2 Wards End, Halifax, HX1 1DD",69264730,,950,Store And Premises,Rateable Value below threshold
,"First Floor, 8 Wards End, Halifax, HX1 1BX",69264723,,4650,Offices and Premises,Listed Building
,"Former Cottage, Rishworth Business Complex, Rishworth, Sowerby Bridge       HX6 4EW",77412733,,3500,Offices and Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Unit 1, Victoria Works Business Park, Calder Street, Brighouse            HD6 1LZ",29124719,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",12000,Workshop And Premises,Empty Relief - Post 01/04/2008
,"Dancroft Mill, Gauxholme Fold, Todmorden, OL14 7PW",78176700,,1750,Workshop And Premises,Rateable Value below threshold
,"Harley Mill, Harley Street, Todmorden, OL14 5JE",78208702,,8400,Workshop And Premises,Empty Relief - Post 01/04/2008
Ei Group Plc,"Horse & Jockey Inn, 301 Warley Road, Halifax, HX2 0AD",69276705,"Purchase Ledger Department, Ei Group Plc, 3 Monkspath Hall Road, Solihull, West Midlands, B90 4SJ",15250,Public House and Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Unofficial Address, Unit 202 Victoria Works B Pk, Calder Street, Brighouse            HD6 1LZ",29124734,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",610,Office and Premises,Rateable Value below threshold
,"Units 9-10 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP",29636733,,9100,Offices and Premises,Empty Relief - Post 01/04/2008
Cellar 28 Ltd,"Ground Floor Office, Cellar 28, William Street, Brighouse            HD6 1HR",29644028,"William Street, Brighouse, HD6 1HR",1550,Office,Empty Property - RV < 15000
Tayfield Investments Ltd,"Car Park Adj Sandholme, Sawmill,  Key Sike Lane, Todmorden, OL14 5RF",78100701,"Barclays Bank Chambers, 12 Market Street, Hebden Bridge, HX7 8AD",1400,Car Park and Premises,Rateable Value below threshold
,"King Street, Todmorden, OL14 6LX",78288701,,2800,Warehouse And Premises,Rateable Value below threshold
Joinery Equipment (Hire) Ltd,"Lever Street, Todmorden, OL14 5QF",78284701,,2475,Store And Premises,Rateable Value below threshold
Sowerby Bridge Wharf Ltd,"Grd Flr, Lower Calder House, The Wharf, Sowerby Bridge, HX6 2AG",77124702,"The Wharf, Sowerby Bridge, HX6 2AG",4200,Offices and Premises,Listed Building
Gardner Jorissen Ltd,"Unit 10 No 2 Warehouse, Canal Wharf, Sowerby Bridge, HX6 2AG",77128742,,2250,Shop and Premises,Empty Property - RV < 15000
Tosca North East Ltd,"65 Commercial Street, Brighouse, HD6 1AF",29196728,"C/O London & Scottish Inv Ltd, 349 Bath Street, Glasgow, G2 4AA",10000,Shop and Premises,Empty Relief - Post 01/04/2008
,"30 Waterhouse Street, Halifax, HX1 1UQ",69304030,,6100,Shop and Premises,Empty Relief - Post 01/04/2008
Towngate Plc,"Part 1ST Floor, Woodvale House, Woodvale Road, Brighouse            HD6 4AB",29656726,"C/O Sanderson Weatherall Llp, 25 Wellington Street, Leeds, LS1 4WG",7700,Offices and Premises,Empty Relief - Post 01/04/2008
Renson Products Uk Ltd (In Administartion 09/09/16),"Unit 5, Brookfoot Business Park, Elland Road, Brighouse            HD6 2SD",29236764,"Leonard Curtis, Tower 12, 18/22 Bridge Street, Spittalfields, Manchster, M3 3BZ",9300,Workshop And Premises,Bankrupt / Liquidation / Winding Up Order
,"Buckland Place, Gibraltar Road, Halifax, HX1 4HJ",65168705,,2075,Vehicle Repair Workshop And Premises,Rateable Value below threshold
Flowquip Ltd,"16 Bull Close Lane, Halifax, HX1 2EF",64432016,"Riverside, Canal Road, Sowerby Bridge, HX6 2AY",13250,Offices and Premises,Empty Relief - Post 01/04/2008
,"Unit 6, Fairlea Mill, Ellen Holme Lane, Luddendenfoot       HX2 6EP",65020708,,1425,Garage And Premises,Rateable Value below threshold
,"Carlton Works, The Boulevard, R/O 24 Savile Park Road, Halifax             HX1 2EN",68472715,,1850,Workshop And Premises,Rateable Value below threshold
,"Unit 3 Atlas Works, Sedburgh Road, Halifax, HX3 9HB",68520718,,4350,Vehicle Repair Workshop And Premises,Empty Relief - Post 01/04/2008
,"Units At, 32 Charles Street, Elland, HX5 0NF",56040708,,4700,Store and Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Unit 1 Kirklees Steelworks, Grove Street, Brighouse, HD6 1PL",29284732,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1725,Store And Premises,Empty Property - RV < 15000
Royds Properties Ltd,"Unit 15 Wellington Mills, Quebec Street, Elland, HX5 9AS",56196738,"Estate Office, Gledholt Business Park, Allen Row, Paddock, Huddersfield, HD1 4SB",370,Store,Rateable Value below threshold
Warmco Space Heating Ltd,"Unit 6 Grd Floor North Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212762,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",5200,Warehouse And Premises,Listed Building
,"Garage 1, Old Town Mill, Wadsworth, Hebden Bridge        HX7 8SW",76420725,,1400,Store And Premises,Empty Property - RV < 15000
A J Bell Trustees Ltd,"New Works, Burnley Road, Sowerby Bridge, HX6 2TF",77108730,"Trafford House, Chester Road, Manchester, M32 0RS",43250,Workshop And Premises,Qualifying industrial hereditament
,"R/O 25 Bethel Street, Brighouse, HD6 1JR",29048712,,990,Store And Premises,Rateable Value below threshold
,"85 Highfield Road, Rastrick, Brighouse, HD6 3JA",29328703,,9000,Shop and Premises,Empty Relief - Post 01/04/2008
Binks Vertical Ltd,"Calderbank House, 23 Huddersfield Road, Brighouse, HD6 1LE",29344735,"Nook Farm, Haigh Moor Road, West Ardsley, Wakefield, WF3 1ED",5100,Shop and Premises,Empty Relief - Post 01/04/2008
,"1ST Floor Royds House, Birds Royd Lane, Brighouse, HD6 1LQ",29052753,,14500,Offices and Premises,Empty Relief - Post 01/04/2008
Gama Healthcare Ltd,"Office Block(First Floor), North Dean Business Park, Stainland Road, Greetland           HX4 8LR",68772758,"2 Regal Way, Watford, WD24 4YJ",16750,Offices and Premises,Empty Relief - Post 01/04/2008
Pennine Housing 2000 Ltd,"37/39 Stanningley Road, Mixenden, Halifax, HX2 8RJ",68804701,"Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",2950,Shop and Premises,Rateable Value below threshold
Pennine Housing 2000 Ltd,"43 Stanningley Road, Mixenden, Halifax, HX2 8RJ",68804043,"Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",1375,Shop and Premises,Rateable Value below threshold
,"41 Mount Pellon, Pellon, Halifax, HX2 0EE",65876041,,2325,Workshop And Premises,Rateable Value below threshold
Hutchinson Construction [Northern] Ltd,"Empire House, 11 Mulcture Hall Road, Halifax, HX1 1SP",65900707,"C/O Mr P Hutchinson, 5 Lydgate Park, Lightcliffe, Halifax, HX3 8TB",10250,Offices and Premises,Empty Relief - Post 01/04/2008
No Entry Security Limited,"97 Lightcliffe Road, Brighouse, HD6 2HJ",29384097,,2325,Workshop And Premises,Empty Property - RV < 15000
Blackshaw Holdings Ltd,"Unit 30 Birkby House, Birkby Lane, Brighouse, HD6 4JJ",29056726,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",1975,Offices and Premises,Rateable Value below threshold
Blackshaw Holdings Ltd,"Unit 27 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",29056750,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",1975,Offices and Premises,Rateable Value below threshold
Blackshaw Holdings Ltd,"Unit 24 Birkby House, Birkby Lane, Brighouse, HD6 4JJ",29056736,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",1950,Offices and Premises,Empty Property - RV < 15000
Blackshaw Holdings Ltd,"3RD Flr Space Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",29084814,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",5400,Factory and Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc Community Services,"3 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252780,"C/O Michael Devereux, Piece Hall Admin Office, Piece Hall, Halifax, HX1 1RE",2800,Shop and Premises,Listed Building
Calderdale Mbc,"8 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252735,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2850,Shop and Premises,Listed Building
Warmco Space Heating Ltd,"Unit 202 Second Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",29420725,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",680,Store And Premises,Empty Property - RV < 15000
Warmco Space Heating Ltd,"Unit 302 Third Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",29420726,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1600,Warehouse And Premises,Empty Property - RV < 15000
,"Office 1, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452720,,900,Office,Empty Property - RV < 15000
Calderdale Mbc,"36 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252748,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2800,Shop and Premises,Listed Building
Calderdale Mbc Land & Property Services,"65 Rustic, Piece Hall, Halifax, HX1 1RE",68252717,"Northgate House, Northgate, Halifax, HX1 1UN",2050,Shop and Premises,Listed Building
Calderdale Mbc Land & Property Services,"68 Rustic, Piece Hall, Halifax, HX1 1RE",68252777,"Northgate House, Northgate, Halifax, HX1 1UN",1000,Shop and Premises,Listed Building
,"Unit 2, 38 Sunderland Street, Halifax, HX1 5AF",68880705,,2025,Store And Premises,Rateable Value below threshold
Setbray Properties Ltd,"Adj 29 Crown Street, Hebden Bridge, HX7 8EH",76176715,"Suites 1&4 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",205,Store And Premises,Rateable Value below threshold
,"91/93 Northgate, Halifax, HX1 1XJ",68096710,,1675,Stores,Empty Property - RV < 15000
,"Bay 6 (Ground Floor), Shay Lane Works, Shay Lane, Halifax              HX3 6SF",68536789,,2200,Workshop And Premises,Empty Property - RV < 15000
,"Basement, 2 Silver Street, Halifax, HX1 1HS",68580731,,1125,Store And Premises,Listed Building
Warmco Space Heating Ltd,"Unit 8, River Street Business Park, River Street, Brighouse            HD6 1LU",29492735,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1550,Store And Premises,Empty Property - RV < 15000
,"Hollins Mill, Hollins Mill Lane, Sowerby Bridge, HX6 2RF",77276733,,25250,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"Calder Forge, Central Buildings, Hollins Mill Lane, Sowerby Bridge       HX6 2QG",77276736,,880,Workshop And Premises,Empty Property - RV < 15000
Brackenridge & Wade,"Unit G3 Part Ground Floor, Prescott House, 26 Prescott Street, Halifax              HX1 2LG",68280026,"6 Lisbon Square, Leeds, LS1 4LY",1125,Offices and Premises,Empty Property - RV < 15000
,"Mozart House, 34 & 34a Prescott Street, Halifax, HX1 2QW",68280034,,5400,Guest House And Premises,Empty Relief - Post 01/04/2008
Calderbrook Estates Ltd,"Office No 1, Ladyship Industrial Estate, Old Lane, Halifax             HX3 5QN",68132730,"Waterside House, Central Works, Oldham Road, Ripponden, HX6 4DN",1875,Offices and Premises,Rateable Value below threshold
Switalskis Solicitors Limited,"Part First Floor, Venture House, 3 Silver Street, Halifax              HX1 1HS",68580003,"19 Cheapside, Wakefield, WF1 2SD",14750,Offices and Premises,Empty Relief - Post 01/04/2008
Dean Clough Ltd,"Lgnd Flr Fearnley Mill, Dean Clough Mills, Halifax, HX3 5AX",64778829,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",30000,Offices and Premises,Listed Building
Hutchinson 3G Uk Ltd,"Telecommunication Mast, Site Ref H D 0010, Church Lane, Brighouse            HD6 1DL",29156712,"C/O Gva, Po Box 6079, Wolverhampton, WV1 9RA",12000,Communication Station and Premises,Unoccupied Land
"R P Moore, J L Lister & Aj Bell Trustees Ltd","Suite G5/6 Trinity House, Blackwall, Halifax, HX1 2QR",64268715,"Trinity House, Blackwall, Halifax, HX1 2QR",6800,Office,Listed Building
Circuit Electrical Testing Ltd,"Croftmyl, Gf Office A8B, West Parade, Halifax              HX1 2EQ",69360785,"Croft Myl, West Parade, Halifax, HX1 2EQ",2075,Offices And Premises,Rateable Value below threshold
,"Unit 2A, New Delight Works, Boothtown Road, Halifax              HX3 6TU",64284828,,1875,Vehicle Repair Workshop And Premises,Empty Property - RV < 15000
Units To Let [Northern] Ltd,"Unit 29 Ab 1ST Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",77690719,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",4500,Store And Premises,Empty Relief - Post 01/04/2008
Canal & River Trust,"Hebble Suite, 1ST Floor No 4 Warehouse, Canal Wharf, Sowerby Bridge       HX6 2AG",77128745,"C/O Lambert Smith Hampton, Interchange Place, Edmund Street, Birmingham, B3 2TA",6700,Offices and Premises,Listed Building
Kino & Co,"Unit 12I, Holdsworth Road, Halifax, HX3 6SW",65344534,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",1725,Offices And Premises,Rateable Value below threshold
Kino & Co,"Office Hm 3.15, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",65344545,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",1850,Offices And Premises,Empty Property - RV < 15000
,"39/41 Crown Street, Halifax, HX1 1HY",64756041,,14500,Shop and Premises,Empty Relief - Post 01/04/2008
"R P Moore, J L Lister & Aj Bell Trustees Ltd","Suite T2 Trinity House, Blackwall, Halifax, HX1 2QR",64268722,"Trinity House, Blackwall, Halifax, HX1 2QR",2025,Office,Listed Building
"R P Moore, J L Lister & Aj Bell Trustees Ltd","Suite F1 Trinity House, Blackwall, Halifax, HX1 2QR",64268723,"Trinity House, Blackwall, Halifax, HX1 2QR",2125,Office,Listed Building
