Ratepayer,Liable From,Rateable Value,Mandatory Relief %,Discretionary relief %,Small Business Rate Relief %,Retail Relief,Empty Property,Exempt Empty Rates,Exemption Type,Address,Addr2,Addr3,Addr4,Postcode,Empty From,Description code,Description,Property Reference
DHL GLOBAL FORWARDING LTD,01/11/2010,42750,0,0,0,£0.00,N,N,,UNIT G2,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7JZ,,CW,Warehouse and Premises,2302674646292
WELLTRADE SERVICES LTD,19/02/2010,48500,0,0,0,£0.00,N,N,,UNIT G1,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7JZ,,CW,Warehouse and Premises,2302674646281
SAVANA INVESTMENTS LTD,19/03/2014,116000,0,0,0,£0.00,Y,N,,2ND FLOOR AILSA HOUSE,TURNBERRY PAK,WAKEFIELD ROAD,"GILDERSOME, MORLEY",LS27 7HH,19/03/2014,CO,Offices and Premises,2302674623757
SAVANA INVESTMENTS LTD,05/02/2014,68000,0,0,0,£0.00,Y,N,,WEST WING 1ST FLOOR AILSA HOUSE,TURNBERRY PARK,WAKEFIELD ROAD,"GILDERSOME, MORLEY",LS27 7HH,05/02/2014,CO,Offices and Premises,2302674623746
ST JAMES PLACE UK PLC,04/07/2012,100000,0,0,0,£0.00,Y,N,,UNITS R2-R4,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7JZ,04/07/2012,CW,Warehouse and Premises,2302674606949
YCE CATERING EQUIPMENT LTD,04/07/2012,85000,0,0,0,£0.00,N,N,,UNIT R1,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7JZ,,CW,Warehouse and Premises,2302674606938
PUBLIC SAFETY CHARITABLE TRUST,15/10/2010,100,80,0,0,£0.00,Y,Y,Rateable Value,WIFI SITE AT GROUND FLOOR,4 TURNBERRY PARK,WAKEFIELD ROAD,"GILDERSOME, MORLEY",LS27 7HJ,08/07/2013,MX,WIFI Site,2302674600514
PUBLIC SAFETY CHARITABLE TRUST,15/10/2010,100,80,0,0,£0.00,Y,Y,Rateable Value,WIFI SITE AT 5 TURNBERRY PARK,WAKEFIELD ROAD,GILDERSOME,MORLEY,LS27 7LE,08/07/2013,MX,WIFI Site,2302674600503
PUBLIC SAFETY CHARITABLE TRUST,15/10/2010,100,80,0,0,£0.00,Y,Y,Rateable Value,WIFI SITE AT GROUND FLOOR,3 TURNBERRY PARK,WAKEFIELD ROAD,"GILDERSOME, MORLEY",LS27 7LE,08/07/2013,MX,WIFI Site,2302674600492
STUCR LTD,23/05/2014,28250,0,0,0,£0.00,N,N,,GROUND FLOOR 4 TURNBERRY PARK,WAKEFIELD ROAD,GILDERSOME,LEEDS,LS27 7LE,,CO,OFFICES AND PREMISES,2302674485618
DC ASSOCIATED CONSULTANTS LTD,17/04/2014,42000,0,0,0,£0.00,N,N,,FIRST FLOOR UNIT 3,TURNBERRY PARK,"WAKEFIELD ROAD, GILDERSOME",LEEDS,LS27 7LE,,CO,OFFICES AND PREMISES,2302674485607
FOSTER CARE ASSOCIATES LIMITED,23/07/2010,84000,0,0,0,£0.00,N,N,,7 TURNBERRY PARK,WAKEFIELD ROAD,GILDERSOME,LEEDS,LS27 7LE,,CO,OFFICES AND PREMISES,2302674477829
AVERSION LTD,11/05/2010,40750,0,0,0,£0.00,N,N,,6 TURNBERRY PARK,WAKEFIELD ROAD,GILDERSOME,LEEDS,LS27 7LE,,CO,OFFICES AND PREMISES,2302674477818
STUCR LTD,23/05/2014,40750,0,0,0,£0.00,N,N,,5 TURNBERRY PARK,WAKEFIELD ROAD,GILDERSOME,LEEDS,LS27 7LE,,CO,OFFICES AND PREMISES,2302674477807
THE RESCUE SERVICE LTD,01/09/2008,28250,0,0,0,£0.00,N,N,,1ST FLR 4 TURNBERRY PARK,WAKEFIELD ROAD,GILDERSOME,LEEDS,LS27 7LE,,CO,OFFICES AND PREMISES,2302674477796
STUCR LTD,23/05/2014,42000,0,0,0,£0.00,N,N,,GROUND FLOOR 3 TURNBERRY PARK,WAKEFIELD ROAD,GILDERSOME,LEEDS,LS27 7LE,,CO,OFFICES AND PREMISES,2302674477785
COMNET EUROPE LTD,22/04/2014,40750,0,0,0,£0.00,N,N,,9 TURNBERRY PARK,WAKEFIELD ROAD,GILDERSOME,LEEDS,LS27 7LE,,CO,OFFICES AND PREMISES,2302674477774
COMNET EUROPE LTD,12/01/2009,40750,0,0,0,£0.00,N,N,,8 TURNBERRY PARK,WAKEFIELD ROAD,GILDERSOME,LEEDS,LS27 7LE,,CO,OFFICES AND PREMISES,2302674477763
WEST YORKSHIRE POLICE AUTHORITY,01/04/2010,385000,0,0,0,£0.00,N,N,,HOBAN HOUSE,TURNBERRY PARK ROAD,GILDERSOME,LEEDS,LS27 7LE,,CO,Offices and Premises,2302674471185
GALLAGHER BASSETT INT LTD,14/04/2014,96000,0,0,0,£0.00,N,N,,WENTWORTH HOUSE,4 TURNBERRY PARK ROAD,GILDERSOME,LEEDS,LS27 7LE,,CO,Offices and Premises,2302674443850
CATERPILLAR LOGISTICS SERVICES (UK) LTD,01/05/2010,162000,0,0,0,£0.00,N,N,,UNIT J1-3,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7JE,,CW,WAREHOUSE AND PREMISES,2302674430331
HM COURTS SERVICE,01/04/2005,128000,0,0,0,£0.00,N,N,,GND FLOOR AILSA HOUSE,TURNBERRY PARK,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7HH,,CO,OFFICES AND PREMISES,2302674369408
CLAYMORE ASSET MANAGEMENT LTD,05/02/2014,56500,0,0,0,£0.00,Y,N,,EAST WING 1ST FLOOR AILSA HOUSE,TURNBERRY PARK,WAKEFIELD ROAD,GILDERSOME MORLEY,LS27 7HH,19/03/2014,CO,Offices and Premises,2302674369407
J C DECAUX UK LTD,01/04/2003,3500,0,0,0,£0.00,N,N,,AD RIGHT 4361 OPP AMBULANCE STATION,WAKEFIELD ROAD,GILDERSOME MORLEY,LEEDS,LS27 7HH,,CA,Advertising Right and Premises,2302674367022
EE LIMITED,05/05/2000,64500,0,0,0,£0.00,N,N,,UNIT K2,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7JZ,,CW,WAREHOUSE AND PREMISES,2302674366272
LEESEL & COMPANY LTD,01/04/2000,24750,0,0,0,£0.00,N,N,,UNIT C2,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7JZ,,CW,WAREHOUSE AND PREMISES,2302674360925
LEESEL & COMPANY LTD,29/06/2003,24250,0,0,0,£0.00,N,N,,UNIT C1,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7JZ,,CW,WAREHOUSE AND PREMISES,2302674360924
SHARMAN SHAW EXHIBITIONS LTD,11/07/2002,44000,0,0,0,£0.00,N,N,,UNIT A2,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7HJ,,CW,WAREHOUSE AND PREMISES,2302674338949
SHARMAN SHAW EXHIBITIONS LTD,11/06/2012,38000,0,0,0,£0.00,N,N,,UNIT A1,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7HJ,,CW,WAREHOUSE AND PREMISES,2302674338948
ANCHOR EXPORT SERVICES LTD,01/04/2000,36000,0,0,0,£0.00,N,N,,UNIT D1,GILDERSOME SPUR INDUSTRIAL ESTATE,"WAKEFIELD ROAD, GILDERSOME","MORLEY, LEEDS",LS27 7HJ,,CW,WAREHOUSE AND PREMISES,2302674336820
HYGIENIC PROCESS EQUIPMENT LTD,31/08/2007,28250,0,0,0,£0.00,N,N,,UNIT N2,GILDERSOME SPUR INDUSTRIAL ESTATE,"WAKEFIELD ROAD, GILDERSOME","MORLEY, LEEDS",LS27 7JZ,,CW,WAREHOUSE AND PREMISES,2302674310793
MSM FOODS LTD,28/05/2012,45500,0,0,0,£0.00,N,N,,UNIT G3,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7JZ,,CW,WAREHOUSE AND PREMISES,2302674310792
C M DOWNTON (HAULAGE CONTRACTORS ) LTD,25/06/2008,161000,0,0,0,£0.00,N,N,,UNIT P,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7JZ,,CW,WAREHOUSE AND PREMISES,2302674310791
SHARMAN SHAW EXHIBITIONS LTD,01/04/2000,77500,0,0,0,£0.00,N,N,,UNIT 1,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7JZ,,CW,WAREHOUSE AND PREMISES,2302674310790
POWERLITE LIGHTING SOLUTIONS LTD,11/11/2009,92000,0,0,0,£0.00,N,N,,UNITS H3 & H4,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7JZ,,IF3,WORKSHOP AND PREMISES,2302674310784
ALFONS HAAR LTD,21/10/2013,27500,0,0,0,£0.00,N,N,,UNIT N1,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7JZ,,CW,Warehouse and Premises,2302674310783
ALLIANCE DISPOSABLES LTD,06/02/2013,66000,0,0,0,£0.00,N,N,,UNIT M,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7JZ,,IF,FACTORY AND PREMISES,2302674310782
GG GLASS & GLAZING LTD,01/01/2009,36250,0,0,0,£0.00,N,N,,UNIT D2,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7JZ,,CW,WAREHOUSE AND PREMISES,2302674310778
BELGRADE INSULATIONS LTD,18/03/2011,87000,0,0,0,£0.00,N,N,,UNIT T,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7JZ,,CW,WAREHOUSE AND PREMISES,2302674310776
ARC BUILDING SOLUTIONS LIMITED,13/09/2013,84500,0,0,0,£0.00,N,N,,UNITS H1 & H2,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7JZ,,CW,WAREHOUSE AND PREMISES,2302674310775
HOME DELIVERY NETWORK LTD,01/04/2000,164000,0,0,0,£0.00,N,N,,UNIT F,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7JZ,,CW,WAREHOUSE AND PREMISES,2302674310774
ST JAMES PLACE UK PLC,31/01/2013,98000,0,0,0,£0.00,Y,N,,UNIT E,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7JZ,31/01/2013,CW,WAREHOUSE AND PREMISES,2302674310773
NEXT GROUP PLC,18/11/2003,36750,0,0,0,£0.00,N,N,,UNIT D3,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7JZ,,CW,WAREHOUSE AND PREMISES,2302674310772
C D (UK) LTD,09/05/2001,69000,0,0,0,£0.00,N,N,,UNIT K1,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7JZ,,CW,WAREHOUSE AND PREMISES,2302674310771
STEARN ELECTRIC CO LTD,02/07/2001,93000,0,0,0,£0.00,N,N,,UNIT 1,WAKEFIELD ROAD,"GILDERSOME, MORLEY",LEEDS,LS27 7HJ,,CW,WAREHOUSE AND PREMISES,2302674310678
CD (UK) LTD,27/09/2010,95000,0,0,0,£0.00,N,N,,UNIT L,GILDERSOME SPUR INDUSTRIAL ESTATE,WAKEFIELD ROAD GILDERSOME MORLEY,LEEDS,LS27 7JZ,,CW,WAREHOUSE AND PREMISES,2302674306058
MAZARS LLP,01/06/2011,4900,0,0,0,£0.00,N,N,,GILDERSOME TYRES,WAKEFIELD ROAD,GILDERSOME MORLEY,LEEDS,LS27 7HJ,,IF3,WORKSHOP AND PREMISES,2302674100919
WEST YORKSHIRE POLICE AUTHORITY,01/04/2010,164000,0,0,0,£0.00,N,N,,CRAMPHORN HOUSE,TURNBERRY PARK ROAD,GILDERSOME,LEEDS,LS27 7LE,,CO,Offices and Premises,2302674100874
LEEDS CITY COUNCIL,01/03/2008,88000,0,0,0,£0.00,N,N,,GILDERSOME PRIMARY SCHOOL,TOWN STREET,"GILDERSOME, MORLEY",LEEDS,LS27 7AB,,EL,SCHOOL AND PREMISES,2302673634840
LEEDS CITY COUNCIL,01/04/2000,14750,0,0,0,£0.00,N,N,,LIBRARY MEETING HALL,TOWN STREET,GILDERSOME,LEEDS,LS27 7AB,,EM,LIBRARY AND PREMISES,2302673320971
LEEDS CITY COUNCIL,01/04/2000,8800,0,0,0,£0.00,N,N,,GILDERSOME YOUTH CLUB,STREET LANE,"GILDERSOME, MORLEY",LEEDS,LS27 7HR,,LC3,HALL AND PREMISES,2302671328395
HOME GUARD SECURITY SYSTEMS LTD,01/04/2000,12750,0,0,0,"-£1,000.00",N,N,,132 STREET LANE,"GILDERSOME, MORLEY",LEEDS,,LS27 7JB,,CS,SHOP AND PREMISES,2302671319665
GILDERSOME CONSERVATIVE CLUB,01/04/2000,9200,0,0,47,£0.00,N,N,,GILDERSOME CONSERVATIVE CLUB,STREET LANE,"GILDERSOME, MORLEY",LEEDS,LS27 7HX,,CL2,CLUB AND PREMISES,2302671314772
GILDERSOME SPORTS CLUB,02/07/2010,7400,0,50,77,£0.00,N,N,,GILDERSOME CRICKET CLUB,STREET LANE,"GILDERSOME, MORLEY",LEEDS,LS27 7HR,,LS,CRICKET CLUB AND PREMISES,2302671313738
PRIMESIGHT LTD,01/04/2001,450,0,0,0,£0.00,N,N,,ADVERT RIGHT O/S,13/15 HARTHILL PARADE,"GILDERSOME, MORLEY",LEEDS,LS27 7ET,,CA,ADVERTISING RIGHT AND PREMISES,2302663366976
ELAMIS RESTAURANT GILDERSOME LTD T/A ELAMIS BALTI HOUSE,08/04/2013,14250,0,0,0,"-£1,000.00",N,N,,ELAMI 1,FINKLE LANE,"GILDERSOME, MORLEY",LEEDS,LS27 7DX,,CR,RESTAURANT AND PREMISES,2302660634961
THE CO-OPERATIVE BANK PLC,01/04/2010,8300,0,0,0,£0.00,N,N,,ATM SITE AT,CO-OP RETAIL SALES FINKLE LANE,GILDERSOME,LEEDS,LS27 7DX,,CX,Site of ATM and Premises,2302660616002
KALEIDOSCOPE DAY NURSERIES LTD,21/04/2003,17250,0,0,0,£0.00,N,N,,KALEIDESCOPE DAY NURSERY,22 THE GREEN,"FINKLE LANE, GILDERSOME",LEEDS,LS27 7EL,,EN1,DAY NURSERY AND PREMISES,2302660369892
NHS PROPERTY SERVICES E02 PAYABLES F475,01/04/2013,8900,0,0,0,£0.00,N,N,,GILDERSOME HEALTH CENTRE,FINKLE LANE,GILDERSOME,LEEDS,LS27 7DX,,MH1,HEALTH CENTRE AND PREMISES,2302660335839
CO-OPERATIVE GROUP LIMITED,01/04/2000,24500,0,0,0,£0.00,N,N,,CO-OP RETAIL SALES LTD,FINKLE LANE,GILDERSOME,LEEDS,LS27 7DU,,CS,Shop and Premises,2302660319658
DIMESTAGE (CONSTRUCTION CO) LTD,01/04/2000,17750,0,0,0,£0.00,N,N,,"28, GREEN TERRACE",FINKLE LANE,GILDERSOME,LEEDS,LS27 7DX,,CS,SHOP AND PREMISES,2302660319657
CO-OPERATIVE GROUP LIMITED,01/04/2006,5900,0,0,0,£0.00,N,N,,25 FINKLE LANE,GILDERSOME,LEEDS,,LS27 7DX,,CS,SHOP AND PREMISES,2302660319655
LEEDS CITY COUNCIL,01/04/2000,590,0,0,0,£0.00,N,N,,CEMETERY AT,CHURCH STREET,"GILDERSOME,MORLEY",LEEDS,LS27 7AE,,MC,CEMETERY AND PREMISES,2302659326665
SAMUEL SMITH OLD BREWERY (TADCASTER) LTD,01/04/2000,16500,0,0,0,£0.00,N,N,,NEW INN,CHURCH STREET,"GILDERSOME,MORLEY",LEEDS,LS27 7AE,,CL,PUBLIC HOUSE AND PREMISES,2302659315734
AIRWAVE SOLUTIONS LIMITED,01/04/2005,5900,0,0,0,£0.00,N,N,,TELECOMMUNICATION MAST SITE WY0185A,BRADFORD ROAD,"GILDERSOME, MORLEY",LEEDS,LS27 7HW,,MT1,COMMUNICATION STATION AND PREMISES,2302657445137
MOBILE BROADBAND NETWORK LTD,21/09/2009,7900,0,0,0,£0.00,N,N,,TELECOMMUNICATION MAST SITE 93675,BRADFORD ROAD,"GILDERSOME, MORLEY",LEEDS,LS27 7HW,,MT1,COMMUNICATION STATION AND PREMISES,2302657445115
JW CROWTHER & SON LIMITED,08/03/2013,49750,0,0,0,£0.00,Y,N,,REAR OF,23 BRADFORD ROAD,GILDERSOME MORLEY,LEEDS,LS27 7HW,08/03/2013,CW,WAREHOUSE AND PREMISES,2302657368786
TELEFONICA UK LTD,01/04/2000,8600,0,0,0,£0.00,N,N,,TELECOMMUNICATION MAST SITE REF 392,BRADFORD ROAD,"GILDERSOME, MORLEY",LEEDS,LS27 7HW,,MT1,COMMUNICATION STATION AND PREMISES,2302657354278
N & G MAST HIRE LTD,01/04/2000,9300,0,0,45,£0.00,N,N,,N AND G MAST HIRE R/O,11 BRADFORD ROAD,GILDERSOME MORLEY,LEEDS,LS27 7HW,,MT1,COMMUNICATION STATION AND PREMISES,2302657354277
J W CROWTHER & SON LTD,08/11/2013,13250,0,0,0,£0.00,Y,N,,25 BRADFORD ROAD,GILDERSOME MORLEY,LEEDS,,LS27 7HN,08/11/2013,CO,OFFICES AND PREMISES,2302657336844
J W CROWTHER & SON LTD,01/04/2000,35000,0,0,0,£0.00,N,N,,11 BRADFORD ROAD,GILDERSOME MORLEY,LEEDS,,LS27 7HW,,CG1,VEHICLE REPAIR WORKSHOP AND PREMISES,2302657311146
LEEDS CITY COUNCIL,01/04/2000,30750,0,0,0,£0.00,N,N,,BIRCHFIELD PRIMARY SCHOOL,BIRCHFIELD AVENUE,"GILDERSOME, MORLEY",LEEDS,LS27 7HU,,EL,SCHOOL AND PREMISES,2302656327168
CARS GARAGE LTD,01/09/2011,8900,0,0,52,£0.00,N,N,,CARS GARAGE LTD,177A WHITEHALL ROAD,DRIGHLINGTON,BRADFORD,BD11 1AT,,CG2,Garage and Premises,2302653658336
WH PROPERTY & ENGINEERING CONSULTANTS LTD,01/05/2013,6200,0,0,97,£0.00,N,N,,UNIT 3 ATLAS HOUSE,5 BRADFORD ROAD,DRIGHLINGTON,BRADFORD,BD11 1AS,,CO,Offices and Premises,2302653631193
ECO FM LTD,01/05/2013,8300,0,0,0,£0.00,N,N,,UNIT 2 ATLAS HOUSE,5 BRADFORD ROAD,DRIGHLINGTON,BRADFORD,BD11 1AS,,CO,Offices and Premises,2302653631182
THE CO-OPERATIVE BANK PLC,01/04/2010,5900,0,0,0,£0.00,N,N,,ATM SITE AT,164 WHITEHALL ROAD,DRIGHLINGTON,BRADFORD,BD11 1AU,,CX,Site of ATM and Premises,2302653615540
MILLER HOMES LTD,08/07/2013,23750,0,0,0,£0.00,N,N,,4 LINKS WAY,WHITEHALL ROAD,DRIGHLINGTON,BRADFORD,BD11 1LN,,CX,SHOWHOUSE AND PREMISES,2302653518783
BLUE STAR INNS LTD,06/06/2012,28000,0,0,0,£0.00,N,N,,UNIT 3 COCKERSDALE WORKS,WHITEHALL ROAD,DRIGHLINGTON,BRADFORD,BD11 1LN,,IF3,Workshop and Premises,2302653515901
SPLICEGROUP EUROPE LTD,01/04/2005,35000,0,0,0,£0.00,N,N,,SPLICE UK LTD THE COACH HOUSE,WHITEHALL ROAD,DRIGHLINGTON,BRADFORD,BD11 1LN,,CO,OFFICES AND PREMISES,2302653455125
KINGFISHER UPVC WINDOWS & DOORS LTD,01/12/2005,48250,0,0,0,£0.00,N,N,,UNITS 2/3/3C/6/9/10/15/16/25/26,VALLEY MILLS,"WHITEHALL ROAD, DRIGHLINGTON",BRADFORD,BD11 1NQ,,IF3,WORKSHOP AND PREMISES,2302653452452
NOBLE FOODS LIMITED,01/10/2002,3300,0,0,0,£0.00,N,N,,262 WHITEHALL ROAD,DRIGHLINGTON,BRADFORD,,BD11 1BB,,CO,OFFICES AND PREMISES,2302653369097
J C DECAUX UK LTD,01/04/2002,3000,0,0,0,£0.00,N,N,,ADVERT RIGHT 2410/01-02,OPP 80 WHITEHALL ROAD,DRIGHLINGTON,BRADFORD,BD11 1NQ,,CA,Advertising Right and Premises,2302653368215
J C DECAUX UK LTD,01/04/2002,1500,0,0,0,£0.00,N,N,,ADVERT RIGHT 1379,OPP 80 WHITEHALL ROAD,DRIGHLINGTON,BRADFORD,BD11 1NQ,,CA,Advertising Right and Premises,2302653368214
KINGFISHER UPVC WINDOWS & DOORS LTD,01/04/2007,4150,0,0,0,£0.00,Y,N,,UNIT 11 VALLEY MILLS,WHITEHALL ROAD,DRIGHLINGTON,BRADFORD,BD11 1NQ,01/04/2007,IF3,WORKSHOP AND PREMISES,2302653367986
KINGFISHER UPVC WINDOWS & DOORS LTD,01/04/2007,3850,0,0,0,£0.00,Y,N,,UNIT 22+23 VALLEY MILLS,WHITEHALL ROAD,DRIGHLINGTON,BRADFORD,BD11 1NQ,01/04/2007,IF3,WORKSHOP AND PREMISES,2302653330970
WEDDINGS & DREAMS LTD,01/04/2011,1,0,0,0,£0.00,Y,Y,Rateable Value,DRIGHLINGTON JUNIOR SCHOOL,WHITEHALL ROAD,DRIGHLINGTON,BRADFORD,BD11 1LN,01/04/2011,EL,SCHOOL AND PREMISES,2302653328367
BAROCK INNS LTD,18/06/2012,12400,0,0,0,"-£1,000.00",N,N,,MALT SHOVEL INN,WHITEHALL ROAD,DRIGHLINGTON,BRADFORD,BD11 1NQ,,CL,PUBLIC HOUSE AND PREMISES,2302653324215
DRIGHLINGTON SCOUT & GUIDE ASSOC,01/04/2000,1950,80,0,0,£0.00,N,N,,NEAR 132 WHITEHALL ROAD,DRIGHLINGTON,BRADFORD,,BD11 1NQ,,LC3,HALL AND PREMISES,2302653323854
CO-OPERATIVE GROUP LIMITED,01/04/2000,26500,0,0,0,£0.00,N,N,,164 WHITEHALL ROAD,DRIGHLINGTON,BRADFORD,,BD11 1AU,,CS,Shop and Premises,2302653319705
CORAL RACING LTD,21/10/2003,4250,0,0,0,£0.00,N,N,,187 WHITEHALL ROAD,DRIGHLINGTON,BRADFORD,,BD11 1BE,,CS,SHOP AND PREMISES,2302653319700
CO-OPERATIVE GROUP LIMITED,01/05/2006,10250,0,0,0,£0.00,N,N,,176 WHITEHALL ROAD,DRIGHLINGTON,BRADFORD,,BD11 1AU,,CS,SHOP AND PREMISES,2302653319651
SAMUEL SMITH OLD BREWERY,01/04/2000,13700,0,0,0,£0.00,N,N,,VALLEY INN,WHITEHALL ROAD,DRIGHLINGTON,BRADFORD,BD11 1NB,,CL,PUBLIC HOUSE AND PREMISES,2302653315971
STAINCLIFFE ADVERTISING,01/04/2000,940,0,0,0,£0.00,N,N,,NO 1325 GABLE,76 WHITEHALL ROAD,DRIGHLINGTON,BRADFORD,BD11 1NB,,CA,ADVERTISING RIGHT AND PREMISES,2302653313472
PERFECT IMAGE BEAUTY LTD,01/08/2010,8800,0,0,53,£0.00,N,N,,260A WHITEHALL ROAD,DRIGHLINGTON,BRADFORD,,BD11 1BB,,CO,BEAUTY SALON AND PREMISES,2302653311374
KINGFISHER UPVC WINDOWS & DOORS LTD,01/04/2007,3900,0,0,0,£0.00,N,N,,UNIT 4 VALLEY MILLS,WHITEHALL ROAD,DRIGHLINGTON,BRADFORD,BD11 1NQ,,IF3,WORKSHOP AND PREMISES,2302653310680
RICHARD WILD (STATIONERS) LTD,01/04/2000,13250,0,0,0,£0.00,N,N,,"LEVICK HOUSE, COCKERSDALE WORKS",WHITEHALL ROAD,DRIGHLINGTON,BRADFORD,BD11 1NQ,,CO,OFFICES AND PREMISES,2302653309731
A D T FLEXIBLES LTD,27/06/2005,12250,0,0,0,£0.00,N,N,,"NO 1 BUILDING, COCKERSDALE WORKS",WHITEHALL ROAD,DRIGHLINGTON,BRADFORD,BD11 1NQ,,CW,WAREHOUSE AND PREMISES,2302653306060
SPLICE (UK) LTD,01/02/2002,14500,0,0,0,£0.00,N,N,,UNIT 11,MANOR PARK INDUSTRIAL ESTATE,"WHITEHALL ROAD, DRIGHLINGTON",BRADFORD,BD11 1NQ,,IF3,WORKSHOP AND PREMISES,2302653305554
PRASHAD LIMITED T/A PRASHAD,15/12/2012,24500,0,0,0,"-£1,000.00",N,N,,137 WHITEHALL ROAD,DRIGHLINGTON,BRADFORD,,BD11 1AT,,CR,Restaurant and Premises,2302653101565
CRABTREE & SON LTD,01/04/2000,4700,0,0,100,£0.00,N,N,,43 STATION ROAD,DRIGHLINGTON,BRADFORD,,BD11 1JU,,CX,FUNERAL PARLOUR AND PREMISES,2302650357080
DRIGHLINGTON CRICKET CLUB,01/04/2000,6200,0,50,97,£0.00,N,N,,PARKFIELD,STATION ROAD,DRIGHLINGTON,BRADFORD,BD11 1JT,,LS,CRICKET GROUND AND PREMISES,2302650313743
DRAKE EXTRUSION LTD,01/06/2006,165000,0,0,0,£0.00,N,N,,DRAKES EXTRUSIONS,OLD MILL,MOOR TOP,DRIGHLINGTON,BD11 1BY,,IF,FACTORY AND PREMISES,2302645454575
ELECTRIC DESIGN COMPANY LTD,17/09/2007,14250,0,0,0,£0.00,N,N,,UNIT 1 MOORLAND MILLS,MOORLAND ROAD,DRIGHLINGTON,BRADFORD,BD11 1JY,,CO,Offices and Premises,2302643356632
SOUTHGATE LIGHTING LTD,01/04/2000,35000,0,0,0,£0.00,N,N,,SOUTHGATE HOUSE,MOORLAND ROAD,DRIGHLINGTON,BRADFORD,BD11 1JY,,CW,WAREHOUSE AND PREMISES,2302643356631
LEEDS CITY COUNCIL,01/04/2000,8300,0,0,0,£0.00,N,N,,LCC LEISURE SERVICES,MOORLAND ROAD,DRIGHLINGTON,BRADFORD,BD11 1JZ,,LC,COMMUNITY CENTRE AND PREMISES,2302643354629
LEEDS CITY COUNCIL,01/04/2000,6400,0,0,0,£0.00,N,N,,LIBRARY,MOORLAND ROAD,DRIGHLINGTON,BRADFORD,BD11 1JZ,,EM,LIBRARY AND PREMISES,2302643354628
LEEDS CITY COUNCIL,01/04/2000,72500,0,0,0,£0.00,N,N,,DRIGHLINGTON JUNIOR AND,INFANTS SCHOOL,"MOORLAND ROAD, DRIGHLINGTON",BRADFORD,BD11 1JZ,,EL,SCHOOL AND PREMISES,2302643327164
LIFTEC (LEEDS) LTD,01/03/2011,4450,0,0,100,£0.00,N,N,,UNITS 2 & 6 MANOR PARK WORKS,KING STREET,DRIGHLINGTON,BRADFORD,BD11 1AA,,IF3,Workshop and Premises,2302642641925
UGA LTD,13/09/2008,13000,0,0,0,"-£1,000.00",N,N,,91/93 KING STREET,DRIGHLINGTON,BRADFORD,,BD11 1EJ,,CS,SHOP AND PREMISES,2302642633817
