Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
84,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport (Deputy General Counsel),020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,83,373764,1,N/A,N/A,Law,,1
85,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Rail Projects,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,83,322452,1,N/A,N/A,Law,,1
86,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Rail and London,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,83,528002,1,N/A,N/A,Law,,1
87,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Rail Commercial Contracts & Procurement,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,83,808547,1,N/A,N/A,Law,Shared Post,1
87,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Rail Commercial Contracts & Procurement,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,83,808547,0.88,N/A,N/A,Law,Shared Post,1
88,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - EU Exit,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,84,501706,0.89,N/A,N/A,Law,,1
89,Eliminated,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Drivers & Roads Policy,N/A,thetreasurysolicitor@governmentlegal.gov.uk,84,N/D,1,N/A,N/A,Law,Post has been Eliminated - Amalgamated with Roads Group,1
90,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Roads Group 2,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,84,574097,1,N/A,N/A,Law,,1
91,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Aviation,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,84,720658,1,N/A,N/A,Law,,1
92,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Maritime,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,84,423629,1,N/A,N/A,Law,,1
93,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Roads Group 1,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,84,1006386,1,N/A,N/A,Law,,1
94,Eliminated,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Legislation & Regulatory Reform,N/A,thetreasurysolicitor@governmentlegal.gov.uk,83,N/D,1,N/A,N/A,Law,Post has been Eliminated,1
95,Peter Fish,SCS3,Director General - Legal,"Board Member responsible for Legal Teams -  DCLG, PINS, HO,MOJ, LQT, Employment & DEFRA",Attorney General's Office,Government Legal Department,Directorate C,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,1,374072,1,120000,124999,Law,Includes the combined salaries of reporting post 103 (reporting teams less than 5),1
96,Steven Bramley,SCS2,Director - Legal,To manage the provision of legal services for DCLG & PINS,Attorney General's Office,Government Legal Department,Department for Communities and Local Government,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,95,532183,1,110000,114999,Law,,1
97,N/D,SCS1,Deputy Director - Legal,To provide Legal Services and support for DCLG,Attorney General's Office,Government Legal Department,Department for Communities and Local Government  - European Programmes and Local Growth,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,96,325153,1,N/A,N/A,Law,,1
98,N/D,SCS1,Deputy Director - Legal,To provide Legal Services and support for DCLG,Attorney General's Office,Government Legal Department,"Department for Communities and Local Government  - Housing, & Land",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,96,448692,1,N/A,N/A,Law,,1
99,N/D,SCS1,Deputy Director - Legal,To provide Legal Services and support for DCLG,Attorney General's Office,Government Legal Department,Department for Communities and Local Government  - Local Government & Building,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,96,500816,1,N/A,N/A,Law,,1
100,N/D,SCS1,Deputy Director - Legal,To provide Legal Services and support for DCLG,Attorney General's Office,Government Legal Department,Department for Communities and Local Government  - Planning Reform,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,96,676286,1,N/A,N/A,Law,,1
101,N/D,SCS1,Deputy Director - Legal,To provide Legal Services and support for DCLG & PINS,Attorney General's Office,Government Legal Department,Department for Communities and Local Government  - Planning Casework (including the Planning Inspectorate(PINS)),020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,96,637074,1,N/A,N/A,Law,,1
102,Abigail Dean,SCS2,Director - Legal,To manage the provision of legal services for the Home Office,Attorney General's Office,Government Legal Department,Home Office Legal,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,95,336694,1,90000,94999,Law,,1
103,Jennifer Morrish,SCS2,Director - Legal,To manage the provision of legal services for the Home Office,Attorney General's Office,Government Legal Department,Home Office Legal,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,95,N/D,1,115000,119999,Law,Team is too small to detail.  Salary Cost of Reports reported under Post ID 95,1
104,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Home Office,Attorney General's Office,Government Legal Department,Home Office Legal  - UKBA: Border & Enforcement Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,102,459496,1,N/A,N/A,Law,Includes 1 seconded In Legal Trainee not paid by GLD,1
105,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Home Office,Attorney General's Office,Government Legal Department,Home Office Legal  - UKBA: Immigration & Asylum Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,102,598523,1,N/A,N/A,Law,,1
106,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Home Office,Attorney General's Office,Government Legal Department,Home Office Legal  - EU & International Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,102,372149,1,N/A,N/A,Law,,1
107,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Home Office,Attorney General's Office,Government Legal Department,"Home Office Legal  - Security, International & Organised Crime",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,103,398697,1,N/A,N/A,Law,Includes 1 seconded in G7 not paid by GLD,1
108,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Home Office,Attorney General's Office,Government Legal Department,Home Office Legal  - Policing & Crime Reduction & Fire Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,103,594240,1,N/A,N/A,Law,,1
109,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Home Office,Attorney General's Office,Government Legal Department,Home Office Legal  - Northern Ireland Office & Passport Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,103,294079,1,N/A,N/A,Law,,1
9,Eliminated,SCS2,Director - Legal,To manage the provision of legal services for MOJ,Attorney General's Office,Government Legal Department,Ministry of Justice,N/A,N/A,95,N/D,1,N/A,N/A,Law,Post has been Eliminated - Team reports to Post ID 10 now.,1
10,Naomi Mallick,SCS2,Director - Legal,To manage the provision of legal services for MOJ,Attorney General's Office,Government Legal Department,Ministry of Justice,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,95,482022,1,90000,94999,Law,,1
11,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOJ,Attorney General's Office,Government Legal Department,Ministry of Justice - Civil & Family,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,10,541246,1,N/A,N/A,Law,,1
12,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOJ,Attorney General's Office,Government Legal Department,"Ministry of Justice - Court, Tribunals, Judiciary & Coroners",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,10,289227,0.81,N/A,N/A,Law,,1
13,Eliminated,SCS1,Deputy Director - Legal,To provide legal services and support for MOJ,Attorney General's Office,Government Legal Department,Ministry of Justice - Human Rights,N/A,N/A,10,N/D,1,N/A,N/A,Law,Post has been Eliminated.  Post has been combined with Post ID 17,1
14,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOJ,Attorney General's Office,Government Legal Department,Ministry of Justice - Offender Management,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,10,463555,0.8,N/A,N/A,Law,,1
15,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOJ,Attorney General's Office,Government Legal Department,Ministry of Justice - Justice Reform & Legal Aid,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,10,294136,1,N/A,N/A,Law,,1
16,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOJ,Attorney General's Office,Government Legal Department,Ministry of Justice - Legal Aid Agency,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,10,459167,1,N/A,N/A,Law,,1
17,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOJ,Attorney General's Office,Government Legal Department,"Ministry of Justice - Human Rights, Criminal Law and Sentencing Team",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,10,448425,1,N/A,N/A,Law,,1
110,Simon Harker,SCS2,Director - Legal,To manage the provision of legal services for the Employment Group,Attorney General's Office,Government Legal Department,Employment Group,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,95,397956,1,105000,109999,Law,,1
111,Eliminated,SCS1,Deputy Director - Legal,To provide legal services and support for Employment,Attorney General's Office,Government Legal Department,Employment Group,N/A,N/A,110,N/D,1,N/A,N/A,Law,Post has been Eliminated,1
112,Vacant,SCS1,Deputy Director - Legal,To provide legal services and support for Employment,Attorney General's Office,Government Legal Department,Employment Group Team E1 - Employment,N/A,thetreasurysolicitor@governmentlegal.gov.uk,110,854506,1,N/A,N/A,Law,Vacant,1
113,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for Employment,Attorney General's Office,Government Legal Department,Employment Group Team E2 - Employment,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,110,1125038,0.6,N/A,N/A,Law,Job Share,1
113,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for Employment,Attorney General's Office,Government Legal Department,Employment Group Team E2 - Employment,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,110,1125038,0.6,N/A,N/A,Law,Job Share,1
114,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Employment,Attorney General's Office,Government Legal Department,Employment Group Team E3 - Central Advisory Team - Employment,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,110,963922,1,N/A,N/A,Law,Includes 1 seconded In Legal Trainee not paid by GLD,1
115,Vacant,SCS1,Vacant,To provide legal services and support for Employment,Attorney General's Office,Government Legal Department,Employment Group Team E4 - Employment,N/A,thetreasurysolicitor@governmentlegal.gov.uk,110,1159565,1,N/A,N/A,Law,Vacant,1
116,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Employment,Attorney General's Office,Government Legal Department,Employment Group Team E5 - HMRC - Employment,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,110,990459,1,N/A,N/A,Law,Includes 1 seconded In Legal Trainee not paid by GLD,1
117,N/D,SCS2,Director - Legal,To manage the provision of legal services for DEFRA,Attorney General's Office,Government Legal Department,"Department for Environment, Food & Rural Affairs",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,95,600093,1,90000,94999,Law,,1
118,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DEFRA,Attorney General's Office,Government Legal Department,"Department for Environment, Food & Rural Affairs  - Biodiversity, Marine and Wildlife",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,117,559275,1,N/A,N/A,Law,,1
119,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DEFRA,Attorney General's Office,Government Legal Department,"Department for Environment, Food & Rural Affairs  - Animal Health and Welfare, Plants and Food Team",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,117,423648,1,N/A,N/A,Law,,1
120,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DEFRA,Attorney General's Office,Government Legal Department,"Department for Environment, Food & Rural Affairs  - Agricultural Law",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,117,608750,1,N/A,N/A,Law,,1
121,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DEFRA,Attorney General's Office,Government Legal Department,"Department for Environment, Food & Rural Affairs  - Water Team",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,117,493657,1,N/A,N/A,Law,,1
122,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DEFRA,Attorney General's Office,Government Legal Department,"Department for Environment, Food & Rural Affairs  - Environmental Quality and Countryside",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,117,385194,1,N/A,N/A,Law,,1
123,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DEFRA,Attorney General's Office,Government Legal Department,"Department for Environment, Food & Rural Affairs  - International, EU Exit and Trade Team",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,117,645500,1,N/A,N/A,Law,,1
124,Nick Payne,SCS2,Director - Finance & Operations,Board Member and Director of Finance & Operations,Attorney General's Office,Government Legal Department,Corporate Resources Group - Finance & Operations,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,1,N/D,1,120000,124999,Finance,Team is too small to detail.  Salary Cost of Reports reported under Post ID 1,1
125,N/D,SCS1,Deputy Director - Finance,To manage the Finance Team,Attorney General's Office,Government Legal Department,Corporate Resources Group - Finance,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,124,1130337,1,N/A,N/A,Finance,,1
126,N/D,SCS1,Deputy Director - Operations,To manage the Operations Team,Attorney General's Office,Government Legal Department,Corporate Resources Group - Operations,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,124,2051249,1,N/A,N/A,Operational Delivery,,1
127,Valerie Cain,SCS2,Director - People & Change,Board Member and Director of People and Change,Attorney General's Office,Government Legal Department,Corporate Resources Group - People and Change,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,1,628504,1,95000,99999,Operational Delivery,,1
128,N/D,SCS1,Deputy Director - Change,To manage the Change Team,Attorney General's Office,Government Legal Department,Corporate Resources Group - Change,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,127,1257302,1,N/A,N/A,Programme and Project Management (PPM),Includes 1 seconded in HEO not paid by GLD,1
129,N/D,SCS1,Deputy Director - People,To manage the Human Resources Team,Attorney General's Office,Government Legal Department,Corporate Resources Group - Human Resources,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,127,5632714,1,N/A,N/A,Human Resources,Includes salaries of HR Junior staff and the combined salaries of Junior Staff paid by GLD and not in post,1
130,N/D,SCS1,Deputy Director - Government Legal Service Secretariat,To manage the Government Legal Service Secretariat,Attorney General's Office,Government Legal Department,Government Legal Service Secretariat,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,1,N/D,0.47,N/A,N/A,Operational Delivery,Team is too small to detail.  Salary Cost of Reports reported under Post ID 1,1
131,Stephen Cave,SCS2,Director - Digital,Digital Director,Attorney General's Office,Government Legal Department,Digital,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,2,N/D,1,85000,89999,Information Technology,,1
0,N/D,SCS1,Not in Post,N/A,Attorney General's Office,Government Legal Department,N/A,N/A,N/A,1,N/D,1,N/A,N/A,Law,,1
0,N/D,SCS2,Not in Post,N/A,Attorney General's Office,Government Legal Department,N/A,N/A,N/A,1,N/D,1,105000,109999,Law,,1
